ASI,BFO,DI,CEI,CHEI,ASSTY,TISI,ASTI,ASCT,ASTIS,SASI,Ti,RELATY,CONFISC,CURAB,SRI,VARII
9251,BAO_0000218,17594,,CHEMBL631243,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9252,BAO_0000218,17596,,CHEMBL874444,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9253,BAO_0000218,17594,,CHEMBL631244,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9254,BAO_0000218,3293,,CHEMBL631245,A,,10116.0,,,,50597,N,1,Intermediate,1,
9255,BAO_0000218,6757,,CHEMBL627162,A,,10116.0,,,,50597,N,1,Intermediate,1,
9256,BAO_0000218,6757,,CHEMBL627163,A,,10116.0,,,,50597,N,1,Intermediate,1,
9257,BAO_0000218,6757,,CHEMBL627164,A,,10116.0,,,,50597,N,1,Intermediate,1,
9258,BAO_0000218,5979,,CHEMBL627165,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9259,BAO_0000218,5979,,CHEMBL627166,A,,10116.0,,,,50597,N,1,Intermediate,1,
9260,BAO_0000218,5979,,CHEMBL627167,A,,10116.0,,,,50597,N,1,Intermediate,1,
9261,BAO_0000218,4026,,CHEMBL627822,A,,10116.0,,,,50597,N,1,Intermediate,1,
9262,BAO_0000218,5355,,CHEMBL627823,A,,10116.0,,,,50597,N,1,Intermediate,1,
9263,BAO_0000218,5355,,CHEMBL627824,A,,10116.0,,,,50597,N,1,Intermediate,1,
9264,BAO_0000218,5355,,CHEMBL627825,A,,10116.0,,,,50597,N,1,Intermediate,1,
9265,BAO_0000218,5633,,CHEMBL627826,A,,10116.0,,,,50597,N,1,Intermediate,1,
9266,BAO_0000218,1716,,CHEMBL627827,A,,10116.0,,,,50597,N,1,Intermediate,1,
9267,BAO_0000218,1716,,CHEMBL627828,A,,10116.0,,,,50597,N,1,Intermediate,1,
9268,BAO_0000218,4689,,CHEMBL627829,A,,10116.0,,,,50597,N,1,Intermediate,1,
9269,BAO_0000218,4527,,CHEMBL627830,A,,10116.0,,,,50597,N,1,Intermediate,1,
9270,BAO_0000218,4527,,CHEMBL627831,A,,10116.0,,,,50597,N,1,Intermediate,1,
9271,BAO_0000218,15662,,CHEMBL627832,A,,10116.0,,,,50597,N,1,Intermediate,1,
9272,BAO_0000218,4413,,CHEMBL627833,A,,10116.0,,,,50597,N,1,Intermediate,1,
9273,BAO_0000218,3598,,CHEMBL627834,A,,10116.0,,,,50597,N,1,Expert,1,
9274,BAO_0000218,3598,,CHEMBL628004,A,,10116.0,,,,50597,N,1,Expert,1,
9275,BAO_0000218,5964,,CHEMBL628005,A,,10116.0,,,,50597,N,1,Intermediate,1,
9276,BAO_0000218,4689,,CHEMBL628006,A,,10116.0,,,,50597,N,1,Intermediate,1,
9277,BAO_0000218,4186,,CHEMBL628007,A,,10116.0,,,,50597,N,1,Intermediate,1,
9278,BAO_0000218,5510,,CHEMBL625676,A,,10116.0,,,,50597,N,1,Intermediate,1,
9279,BAO_0000218,17858,,CHEMBL631309,A,,10116.0,,,,50597,N,1,Intermediate,1,
9280,BAO_0000218,17804,,CHEMBL631310,A,,10116.0,,,,50597,N,1,Intermediate,1,
9281,BAO_0000218,6106,,CHEMBL631311,A,,10116.0,,,,50597,N,1,Intermediate,1,
9282,BAO_0000218,5964,,CHEMBL631312,A,,10116.0,,,,50597,N,1,Intermediate,1,
9283,BAO_0000218,4026,,CHEMBL631313,A,,10116.0,,,,50597,N,1,Intermediate,1,
9284,BAO_0000218,4756,,CHEMBL631314,A,,10116.0,,,,50597,N,1,Intermediate,1,
9285,BAO_0000218,4756,,CHEMBL631315,A,,10116.0,,,,50597,N,1,Intermediate,1,
9286,BAO_0000218,5862,,CHEMBL631316,A,,10116.0,,,,50597,N,1,Intermediate,1,
9287,BAO_0000218,5862,,CHEMBL631317,A,,10116.0,,,,50597,N,1,Intermediate,1,
9288,BAO_0000218,6644,,CHEMBL874471,A,,10116.0,,,,50597,N,1,Intermediate,1,
9289,BAO_0000218,5871,,CHEMBL631318,A,,10116.0,,,,50597,N,1,Intermediate,1,
9290,BAO_0000218,5919,,CHEMBL631319,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9291,BAO_0000218,5939,,CHEMBL631320,A,,10116.0,,,,50597,N,1,Intermediate,1,
9292,BAO_0000218,5939,,CHEMBL631321,A,,10116.0,,,,50597,N,1,Intermediate,1,
9293,BAO_0000218,10,,CHEMBL631322,A,,10116.0,,,,50597,N,1,Intermediate,1,
9294,BAO_0000218,11149,,CHEMBL631323,A,,10116.0,,,,50597,N,1,Intermediate,1,
9295,BAO_0000218,5302,,CHEMBL631324,A,,10116.0,,,,50597,N,1,Intermediate,1,
9296,BAO_0000218,17796,,CHEMBL631325,A,,10116.0,,,,50597,N,1,Intermediate,1,
9297,BAO_0000218,4890,,CHEMBL631326,A,,10116.0,,,,50597,N,1,Intermediate,1,
9298,BAO_0000218,6011,,CHEMBL631327,A,,10116.0,,,,50597,N,1,Intermediate,1,
9299,BAO_0000218,5375,,CHEMBL631328,A,,10116.0,,,,50597,N,1,Intermediate,1,
9300,BAO_0000218,17764,,CHEMBL631329,A,,10116.0,,,,50597,N,1,Intermediate,1,
9301,BAO_0000218,4368,,CHEMBL627217,A,,10116.0,,,,50597,N,1,Intermediate,1,
9302,BAO_0000218,5610,,CHEMBL626352,A,,10116.0,,,,50597,N,1,Intermediate,1,
9303,BAO_0000218,5833,,CHEMBL626353,A,,10116.0,,,,50597,N,1,Intermediate,1,
9304,BAO_0000218,4257,,CHEMBL626354,A,,10116.0,,,,50597,N,1,Intermediate,1,
9305,BAO_0000218,5937,,CHEMBL626355,A,,10116.0,,,,50597,N,1,Intermediate,1,
9306,BAO_0000218,5932,,CHEMBL626356,A,,10116.0,,,,50597,N,1,Intermediate,1,
9307,BAO_0000218,5932,,CHEMBL626357,A,,10116.0,,,,50597,N,1,Intermediate,1,
9308,BAO_0000218,17411,,CHEMBL626358,A,,10116.0,,,,50597,N,1,Intermediate,1,
9309,BAO_0000218,17411,,CHEMBL626359,A,,10116.0,,,,50597,N,1,Intermediate,1,
9310,BAO_0000218,17771,,CHEMBL626360,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9311,BAO_0000218,1628,,CHEMBL626361,A,,10116.0,,,,50597,N,1,Intermediate,1,
9312,BAO_0000218,1628,,CHEMBL626362,A,,10116.0,,,,50597,N,1,Intermediate,1,
9313,BAO_0000218,17411,,CHEMBL626363,A,,10116.0,,,,50597,N,1,Intermediate,1,
9314,BAO_0000218,4910,,CHEMBL626970,A,,10116.0,,,,50597,N,1,Intermediate,1,
9315,BAO_0000218,4910,,CHEMBL626971,A,,10116.0,,,,50597,N,1,Intermediate,1,
9316,BAO_0000218,4910,,CHEMBL626972,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9317,BAO_0000218,4910,,CHEMBL626973,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9318,BAO_0000218,4910,,CHEMBL626974,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9319,BAO_0000218,4910,,CHEMBL874592,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9320,BAO_0000218,5510,,CHEMBL626975,A,,10116.0,,,,50597,N,1,Intermediate,1,
9321,BAO_0000218,5510,,CHEMBL626976,A,,10116.0,,,,50597,N,1,Intermediate,1,
9322,BAO_0000218,5510,,CHEMBL626977,A,,10116.0,,,,50597,N,1,Intermediate,1,
9323,BAO_0000218,5510,,CHEMBL626978,A,,10116.0,,,,50597,N,1,Intermediate,1,
9324,BAO_0000218,16427,,CHEMBL626979,A,,10116.0,,,,50597,N,1,Intermediate,1,
9325,BAO_0000218,4689,,CHEMBL626980,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9326,BAO_0000218,11450,,CHEMBL626981,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
9327,BAO_0000218,11450,,CHEMBL626982,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
9328,BAO_0000218,11450,,CHEMBL626983,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
9329,BAO_0000218,11450,,CHEMBL622522,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
9330,BAO_0000218,11450,,CHEMBL622523,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
9331,BAO_0000218,11450,,CHEMBL622524,A,178.0,10116.0,,Blood,,50597,N,1,Intermediate,1,
9332,BAO_0000218,11450,,CHEMBL622525,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9333,BAO_0000218,11450,,CHEMBL622526,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9334,BAO_0000218,11450,,CHEMBL619849,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9335,BAO_0000218,11450,,CHEMBL619850,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9336,BAO_0000218,11450,,CHEMBL623864,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9337,BAO_0000218,11450,,CHEMBL623865,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9338,BAO_0000218,11450,,CHEMBL623866,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
9339,BAO_0000218,11450,,CHEMBL623867,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
9340,BAO_0000218,11450,,CHEMBL877615,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
9341,BAO_0000218,11450,,CHEMBL623868,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
9342,BAO_0000218,11450,,CHEMBL623869,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
9343,BAO_0000218,11450,,CHEMBL623870,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
9344,BAO_0000218,16434,,CHEMBL623871,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9345,BAO_0000218,16434,,CHEMBL623872,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9346,BAO_0000218,16435,,CHEMBL622129,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9347,BAO_0000218,16435,,CHEMBL622130,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9348,BAO_0000218,16435,,CHEMBL622131,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9349,BAO_0000218,16435,,CHEMBL622132,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9350,BAO_0000218,16435,,CHEMBL622133,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9351,BAO_0000218,16435,,CHEMBL622134,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9352,BAO_0000218,16435,,CHEMBL622135,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9353,BAO_0000218,16435,,CHEMBL622136,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9354,BAO_0000218,16434,,CHEMBL622137,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9355,BAO_0000218,16434,,CHEMBL622138,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9356,BAO_0000218,16434,,CHEMBL623017,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9357,BAO_0000218,16434,,CHEMBL623018,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9358,BAO_0000218,16434,,CHEMBL623019,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9359,BAO_0000218,16434,,CHEMBL623020,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9360,BAO_0000218,16434,,CHEMBL623021,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9361,BAO_0000218,16434,,CHEMBL623022,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9362,BAO_0000218,16435,,CHEMBL623023,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9363,BAO_0000218,16435,,CHEMBL623024,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9364,BAO_0000218,16435,,CHEMBL623025,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9365,BAO_0000218,16435,,CHEMBL620545,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9366,BAO_0000218,16435,,CHEMBL620546,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9367,BAO_0000218,16435,,CHEMBL620547,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9368,BAO_0000218,16435,,CHEMBL620548,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9369,BAO_0000218,16435,,CHEMBL620549,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9370,BAO_0000218,16434,,CHEMBL620550,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9371,BAO_0000218,16434,,CHEMBL620551,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9372,BAO_0000218,16434,,CHEMBL620552,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9373,BAO_0000218,16435,,CHEMBL620553,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9374,BAO_0000218,16435,,CHEMBL620554,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9375,BAO_0000218,16435,,CHEMBL875845,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9376,BAO_0000218,16435,,CHEMBL620555,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9377,BAO_0000218,16435,,CHEMBL620556,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9378,BAO_0000218,16435,,CHEMBL620557,A,2385.0,10116.0,,Muscle tissue,,50597,N,1,Intermediate,1,
9379,BAO_0000218,16434,,CHEMBL620558,A,,10116.0,,,,50597,N,1,Intermediate,1,
9380,BAO_0000218,16434,,CHEMBL620559,A,,10116.0,,,,50597,N,1,Intermediate,1,
9381,BAO_0000218,16434,,CHEMBL622939,A,,10116.0,,,,50597,N,1,Intermediate,1,
9382,BAO_0000218,16434,,CHEMBL622940,A,,10116.0,,,,50597,N,1,Intermediate,1,
9383,BAO_0000218,16434,,CHEMBL622941,A,,10116.0,,,,50597,N,1,Intermediate,1,
9384,BAO_0000218,16434,,CHEMBL622942,A,,10116.0,,,,50597,N,1,Intermediate,1,
9385,BAO_0000218,16434,,CHEMBL622943,A,,10116.0,,,,50597,N,1,Intermediate,1,
9386,BAO_0000218,16434,,CHEMBL622944,A,,10116.0,,,,50597,N,1,Intermediate,1,
9387,BAO_0000218,16435,,CHEMBL622945,A,,10116.0,,,,50597,N,1,Intermediate,1,
9388,BAO_0000218,16435,,CHEMBL622946,A,,10116.0,,,,50597,N,1,Intermediate,1,
9389,BAO_0000218,3341,,CHEMBL622947,A,,10116.0,,,,50597,N,1,Intermediate,1,
9390,BAO_0000218,3634,,CHEMBL622948,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9391,BAO_0000218,3634,,CHEMBL622949,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9392,BAO_0000218,4839,,CHEMBL622950,A,,10116.0,,,,50597,N,1,Intermediate,1,
9393,BAO_0000218,5005,,CHEMBL622951,A,1969.0,9544.0,,Plasma,,22224,U,0,Intermediate,1,
9394,BAO_0000366,5005,,CHEMBL622952,A,1969.0,10116.0,,Plasma,,22224,U,0,Intermediate,1,
9395,BAO_0000366,5005,,CHEMBL622953,A,1969.0,10116.0,,Plasma,,22224,U,0,Intermediate,1,
9396,BAO_0000218,1094,,CHEMBL873818,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9397,BAO_0000218,5031,,CHEMBL622954,A,,10116.0,,,,50597,N,1,Intermediate,1,
9398,BAO_0000218,6518,,CHEMBL622955,A,,10116.0,,,,50597,N,1,Intermediate,1,
9399,BAO_0000218,6518,,CHEMBL875229,A,,10116.0,,,,50597,N,1,Intermediate,1,
9400,BAO_0000218,6518,,CHEMBL622956,A,,10116.0,,,,50597,N,1,Intermediate,1,
9401,BAO_0000218,6518,,CHEMBL622957,A,,10116.0,,,,50597,N,1,Intermediate,1,
9402,BAO_0000218,5408,,CHEMBL622958,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9403,BAO_0000218,5408,,CHEMBL622959,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9404,BAO_0000218,5408,,CHEMBL622960,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
9405,BAO_0000218,5408,,CHEMBL622961,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9406,BAO_0000218,4687,,CHEMBL622962,A,,10116.0,,,,50597,N,1,Intermediate,1,
9407,BAO_0000218,6640,,CHEMBL622963,A,,10116.0,,,,50597,N,1,Intermediate,1,
9408,BAO_0000218,6640,,CHEMBL622964,A,,10116.0,,,,50597,N,1,Intermediate,1,
9409,BAO_0000218,6641,,CHEMBL622965,A,,10116.0,,,,50597,N,1,Intermediate,1,
9410,BAO_0000218,6640,,CHEMBL622966,A,,10116.0,,,,50597,N,1,Intermediate,1,
9411,BAO_0000218,6641,,CHEMBL622967,A,,10116.0,,,,50597,N,1,Intermediate,1,
9412,BAO_0000218,17411,,CHEMBL622968,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9413,BAO_0000218,17411,,CHEMBL622969,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
9414,BAO_0000218,17411,,CHEMBL875327,A,2048.0,10116.0,,Lung,,50597,N,1,Intermediate,1,
9415,BAO_0000218,6570,,CHEMBL628638,A,,10116.0,,,,50597,N,1,Intermediate,1,
9416,BAO_0000218,6570,,CHEMBL628639,A,,10116.0,,,,50597,N,1,Intermediate,1,
9417,BAO_0000218,17411,,CHEMBL625840,A,,10116.0,,,,50597,N,1,Intermediate,1,
9418,BAO_0000218,4722,,CHEMBL625841,A,,10116.0,,,,50597,N,1,Intermediate,1,
9419,BAO_0000218,5978,,CHEMBL625842,A,,10116.0,,,,50597,N,1,Intermediate,1,
9420,BAO_0000218,5978,,CHEMBL625843,A,,10116.0,,,,50597,N,1,Intermediate,1,
9421,BAO_0000218,5978,,CHEMBL625844,A,,10116.0,,,,50597,N,1,Intermediate,1,
9422,BAO_0000218,5978,,CHEMBL873822,A,,10116.0,,,,50597,N,1,Intermediate,1,
9423,BAO_0000218,5978,,CHEMBL625845,A,,10116.0,,,,50597,N,1,Intermediate,1,
9424,BAO_0000218,5978,,CHEMBL627059,A,,10116.0,,,,50597,N,1,Intermediate,1,
9425,BAO_0000218,5978,,CHEMBL627060,A,,10116.0,,,,50597,N,1,Intermediate,1,
9426,BAO_0000218,5978,,CHEMBL627061,A,,10116.0,,,,50597,N,1,Intermediate,1,
9427,BAO_0000218,4762,,CHEMBL627709,A,,10116.0,,,,50597,N,1,Intermediate,1,
9428,BAO_0000218,5327,,CHEMBL627710,A,,10116.0,,,,50597,N,1,Intermediate,1,
9429,BAO_0000218,4847,,CHEMBL627711,A,,10116.0,,,,50597,N,1,Intermediate,1,
9430,BAO_0000218,17720,,CHEMBL627712,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9431,BAO_0000218,4723,,CHEMBL627713,A,,10116.0,,,,50597,N,1,Intermediate,1,
9432,BAO_0000218,4723,,CHEMBL627714,A,,10116.0,,,,50597,N,1,Intermediate,1,
9433,BAO_0000218,4256,,CHEMBL627889,A,,9541.0,,,,22224,U,0,Intermediate,1,
9434,BAO_0000218,4256,,CHEMBL627890,A,,10116.0,,,,22224,U,0,Intermediate,1,
9435,BAO_0000218,4722,,CHEMBL627891,A,,10116.0,,,,50597,N,1,Intermediate,1,
9436,BAO_0000218,6535,,CHEMBL627892,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9437,BAO_0000218,6535,,CHEMBL627893,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9438,BAO_0000218,1435,,CHEMBL627894,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9439,BAO_0000218,1435,,CHEMBL627895,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9440,BAO_0000218,5206,,CHEMBL627896,A,,10116.0,,,,50597,N,1,Intermediate,1,
9441,BAO_0000218,6080,,CHEMBL627897,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9442,BAO_0000218,4449,,CHEMBL627898,A,,10116.0,,,,50597,N,1,Intermediate,1,
9443,BAO_0000218,6057,,CHEMBL627899,A,,10116.0,,,,50597,N,1,Intermediate,1,
9444,BAO_0000218,6057,,CHEMBL873823,A,,10116.0,,,,50597,N,1,Intermediate,1,
9445,BAO_0000218,3747,,CHEMBL627900,A,,10116.0,,,,50597,N,1,Intermediate,1,
9446,BAO_0000218,17858,,CHEMBL627901,A,,10116.0,,,,50597,N,1,Intermediate,1,
9447,BAO_0000218,16365,,CHEMBL627902,A,,10116.0,,,,50597,N,1,Intermediate,1,
9448,BAO_0000218,16365,,CHEMBL627903,A,,10116.0,,,,50597,N,1,Intermediate,1,
9449,BAO_0000218,5031,,CHEMBL627904,A,,10116.0,,,,50597,N,1,Intermediate,1,
9450,BAO_0000218,4722,,CHEMBL627905,A,,10116.0,,,,50597,N,1,Intermediate,1,
9451,BAO_0000218,6078,,CHEMBL627906,A,,10116.0,,,,50597,N,1,Intermediate,1,
9452,BAO_0000218,6078,,CHEMBL627907,A,,10116.0,,,,50597,N,1,Intermediate,1,
9453,BAO_0000218,6078,,CHEMBL876783,A,,10116.0,,,,50597,N,1,Intermediate,1,
9454,BAO_0000218,6078,,CHEMBL627908,A,,10116.0,,,,50597,N,1,Intermediate,1,
9455,BAO_0000218,17065,,CHEMBL627909,A,,10116.0,,,,50597,N,1,Intermediate,1,
9456,BAO_0000218,1353,,CHEMBL627910,A,,10116.0,,,,50597,N,1,Intermediate,1,
9457,BAO_0000218,1353,,CHEMBL627911,A,,10116.0,,,,50597,N,1,Intermediate,1,
9458,BAO_0000218,1353,,CHEMBL627912,A,,10116.0,,,,50597,N,1,Intermediate,1,
9459,BAO_0000218,1353,,CHEMBL627913,A,,10116.0,,,,50597,N,1,Intermediate,1,
9460,BAO_0000218,1353,,CHEMBL627914,A,,10116.0,,,,50597,N,1,Intermediate,1,
9461,BAO_0000218,16423,,CHEMBL627915,A,,10116.0,,,,50597,N,1,Intermediate,1,
9462,BAO_0000218,16423,,CHEMBL627916,A,,10116.0,,,,50597,N,1,Intermediate,1,
9463,BAO_0000218,6062,,CHEMBL627917,A,,10116.0,,,,50597,N,1,Intermediate,1,
9464,BAO_0000218,6056,,CHEMBL627918,A,,10116.0,,,,50597,N,1,Intermediate,1,
9465,BAO_0000218,5182,,CHEMBL627919,A,,10116.0,,,,50597,N,1,Intermediate,1,
9466,BAO_0000218,6410,,CHEMBL627920,A,,10116.0,,,,50597,N,1,Intermediate,1,
9467,BAO_0000218,6410,,CHEMBL627921,A,,10116.0,,,,50597,N,1,Intermediate,1,
9468,BAO_0000218,4723,,CHEMBL627922,A,,10116.0,,,,50597,N,1,Intermediate,1,
9469,BAO_0000218,4723,,CHEMBL876784,A,,10116.0,,,,50597,N,1,Intermediate,1,
9470,BAO_0000218,4723,,CHEMBL627923,A,,10116.0,,,,50597,N,1,Intermediate,1,
9471,BAO_0000218,4723,,CHEMBL626208,A,,10116.0,,,,50597,N,1,Intermediate,1,
9472,BAO_0000218,4723,,CHEMBL626209,A,,10116.0,,,,50597,N,1,Intermediate,1,
9473,BAO_0000218,4723,,CHEMBL626210,A,,10116.0,,,,50597,N,1,Intermediate,1,
9474,BAO_0000218,2463,,CHEMBL627994,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
9475,BAO_0000218,4709,,CHEMBL627995,A,,10116.0,,,,50597,N,1,Intermediate,1,
9476,BAO_0000218,4075,,CHEMBL627996,A,,10116.0,,,,50597,N,1,Intermediate,1,
9477,BAO_0000218,5394,,CHEMBL627997,A,,10116.0,,,,50597,N,1,Intermediate,1,
9478,BAO_0000218,2661,,CHEMBL627998,A,,10116.0,,,,50597,N,1,Intermediate,1,
9479,BAO_0000218,2661,,CHEMBL628640,A,,10116.0,,,,50597,N,1,Intermediate,1,
9480,BAO_0000218,2661,,CHEMBL628641,A,,10116.0,,,,50597,N,1,Intermediate,1,
9481,BAO_0000218,2661,,CHEMBL628642,A,,10116.0,,,,50597,N,1,Intermediate,1,
9482,BAO_0000218,17791,,CHEMBL628643,A,,10116.0,,,,50597,N,1,Intermediate,1,
9483,BAO_0000218,2591,,CHEMBL628644,A,,10116.0,,,,50597,N,1,Intermediate,1,
9484,BAO_0000218,6567,,CHEMBL628645,A,,10116.0,,,,50597,N,1,Intermediate,1,
9485,BAO_0000218,6211,,CHEMBL628646,A,,10116.0,,,,50597,N,1,Intermediate,1,
9486,BAO_0000218,5529,,CHEMBL628647,A,,10116.0,,,,50597,N,1,Intermediate,1,
9487,BAO_0000218,5408,,CHEMBL628648,A,,10116.0,,,,50597,N,1,Intermediate,1,
9488,BAO_0000218,5408,,CHEMBL625358,A,,10116.0,,,,50597,N,1,Intermediate,1,
9489,BAO_0000218,5408,,CHEMBL625359,A,,10116.0,,,,50597,N,1,Intermediate,1,
9490,BAO_0000218,5408,,CHEMBL625360,A,,10116.0,,,,50597,N,1,Intermediate,1,
9491,BAO_0000218,429,,CHEMBL625361,A,,10116.0,,,,50597,N,1,Intermediate,1,
9492,BAO_0000218,429,,CHEMBL625362,A,,10116.0,,,,50597,N,1,Intermediate,1,
9493,BAO_0000218,429,,CHEMBL625363,A,,10116.0,,,,50597,N,1,Intermediate,1,
9494,BAO_0000218,4796,,CHEMBL625364,A,,10116.0,,,,50597,N,1,Intermediate,1,
9495,BAO_0000218,5974,,CHEMBL625365,A,,10116.0,,,,50597,N,1,Intermediate,1,
9496,BAO_0000218,5974,,CHEMBL625366,A,,10116.0,,,,50597,N,1,Intermediate,1,
9497,BAO_0000218,5974,,CHEMBL625367,A,,10116.0,,,,50597,N,1,Intermediate,1,
9498,BAO_0000218,11450,,CHEMBL625368,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9499,BAO_0000218,11450,,CHEMBL625369,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9500,BAO_0000218,11450,,CHEMBL625370,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9501,BAO_0000218,11450,,CHEMBL625371,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9502,BAO_0000218,11450,,CHEMBL625372,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9503,BAO_0000218,11450,,CHEMBL625373,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
9504,BAO_0000218,11450,,CHEMBL625374,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
9505,BAO_0000218,11450,,CHEMBL877593,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
9506,BAO_0000218,11450,,CHEMBL625375,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
9507,BAO_0000218,11450,,CHEMBL625376,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
