assays_ASI,assays_ASSORG,assays_ASCA,assays_TII,assays_ASSTI,assays_ASTT,assays_ASST,assays_SRI,assays_SRASSI,assays_DOI,assays_RELT,assays_Ti,assays_ASSCT,assays_CONFISC,assays_ASSTIS,assay_type,assays_CHEI,assays_CI,assays_BFO,assays_VARI
8206,Rattus norvegicus,,,10116.0,In vivo,,1,,3364,N,50597,,1,,A,CHEMBL619699,,BAO_0000218,
8207,Rattus norvegicus,,,10116.0,In vivo,,1,,2552,N,50597,,1,,A,CHEMBL619700,,BAO_0000218,
8208,Rattus norvegicus,,,10116.0,In vivo,,1,,406,N,50597,,1,,A,CHEMBL619701,,BAO_0000218,
8209,Rattus norvegicus,,,10116.0,In vivo,,1,,12500,N,50597,,1,,A,CHEMBL619702,,BAO_0000218,
8210,Rattus norvegicus,,,10116.0,In vivo,,1,,12500,N,50597,,1,,A,CHEMBL620335,,BAO_0000218,
8211,Rattus norvegicus,,,10116.0,In vivo,,1,,5656,N,50597,,1,,A,CHEMBL620336,,BAO_0000218,
8212,Rattus norvegicus,,,10116.0,In vivo,,1,,17671,N,50597,,1,,A,CHEMBL620337,,BAO_0000218,
8213,Rattus norvegicus,,,10116.0,In vivo,,1,,1094,N,50597,,1,,A,CHEMBL620520,,BAO_0000218,
8214,Rattus norvegicus,,,10116.0,In vivo,,1,,5833,N,50597,,1,,A,CHEMBL620521,,BAO_0000218,
8215,Rattus norvegicus,,,10116.0,In vivo,,1,,5939,N,50597,,1,,A,CHEMBL875825,,BAO_0000218,
8216,Rattus norvegicus,,,10116.0,In vivo,,1,,5939,N,50597,,1,,A,CHEMBL620522,,BAO_0000218,
8217,Rattus norvegicus,,,10116.0,In vivo,,1,,6005,N,50597,,1,,A,CHEMBL620523,,BAO_0000218,
8218,Rattus norvegicus,,,10116.0,In vivo,,1,,1696,N,50597,,1,,A,CHEMBL620524,,BAO_0000218,
8219,Rattus norvegicus,,,10116.0,In vivo,,1,,6672,N,50597,,1,,A,CHEMBL620525,,BAO_0000218,
8220,Rattus norvegicus,,,10116.0,In vivo,,1,,6673,N,50597,,1,,A,CHEMBL620526,,BAO_0000218,
8221,Rattus norvegicus,,,10116.0,In vivo,,1,,5871,N,50597,,1,,A,CHEMBL620527,,BAO_0000218,
8222,Rattus norvegicus,,,10116.0,In vivo,,1,,6803,N,50597,,1,,A,CHEMBL620528,,BAO_0000218,
8223,Rattus norvegicus,,,10116.0,In vivo,,1,,5199,N,50597,,1,,A,CHEMBL620529,,BAO_0000218,
8224,Rattus norvegicus,,,10116.0,,,1,,4727,N,50597,,1,,A,CHEMBL620530,,BAO_0000218,
8225,Rattus norvegicus,,,10116.0,In vivo,,1,,16367,N,50597,,1,,A,CHEMBL620531,,BAO_0000218,
8226,Macaca mulatta,,,9544.0,In vivo,,1,,5005,U,22224,,0,,A,CHEMBL620532,,BAO_0000218,
8227,Rattus norvegicus,,,10116.0,In vivo,,1,,5005,U,22224,,0,,A,CHEMBL620533,,BAO_0000218,
8228,Rattus norvegicus,,,10116.0,In vivo,,1,,5005,U,22224,,0,,A,CHEMBL620534,,BAO_0000218,
8229,Rattus norvegicus,,,10116.0,In vivo,,1,,15765,N,50597,,1,,A,CHEMBL620535,,BAO_0000218,
8230,Rattus norvegicus,,,10116.0,In vivo,,1,,2792,N,50597,,1,,A,CHEMBL875826,,BAO_0000218,
8231,Rattus norvegicus,,,10116.0,In vivo,,1,,2792,N,50597,,1,,A,CHEMBL620536,,BAO_0000218,
8232,Rattus norvegicus,,,10116.0,In vivo,,1,,5334,N,50597,,1,,A,CHEMBL620537,,BAO_0000218,
8233,Rattus norvegicus,,,10116.0,In vivo,,1,,5334,N,50597,,1,,A,CHEMBL618526,,BAO_0000218,
8234,Rattus norvegicus,,,10116.0,In vivo,,1,,5739,N,50597,,1,,A,CHEMBL618527,,BAO_0000218,
8235,Rattus norvegicus,,,10116.0,In vivo,,1,,5789,N,50597,,1,,A,CHEMBL618528,,BAO_0000218,
8236,Rattus norvegicus,,,10116.0,In vivo,,1,,4239,N,50597,,1,,A,CHEMBL618529,,BAO_0000218,
8237,Rattus norvegicus,,,10116.0,In vivo,,1,,4709,N,50597,,1,,A,CHEMBL618530,,BAO_0000218,
8238,Rattus norvegicus,,,10116.0,In vivo,,1,,6642,N,50597,,1,,A,CHEMBL618531,,BAO_0000218,
8239,Rattus norvegicus,,,10116.0,In vivo,,1,,5247,N,50597,,1,,A,CHEMBL618532,,BAO_0000218,
8240,Rattus norvegicus,,,10116.0,In vivo,,1,,17720,N,50597,,1,,F,CHEMBL618533,,BAO_0000218,
8241,Rattus norvegicus,,,10116.0,In vivo,,1,,17686,N,50597,,1,,A,CHEMBL618534,,BAO_0000218,
8242,Rattus norvegicus,,,10116.0,In vivo,,1,,4689,N,50597,,1,,A,CHEMBL618535,,BAO_0000218,
8243,Rattus norvegicus,,,10116.0,In vivo,,1,,5654,N,50597,,1,,A,CHEMBL618536,,BAO_0000218,
8244,Rattus norvegicus,,,10116.0,In vivo,,1,,5654,N,50597,,1,,A,CHEMBL618537,,BAO_0000218,
8245,Rattus norvegicus,,,10116.0,In vivo,,1,,4527,N,50597,,1,,A,CHEMBL618538,,BAO_0000218,
8246,Rattus norvegicus,,,10116.0,In vivo,,1,,4521,N,50597,,1,,A,CHEMBL618539,,BAO_0000218,
8247,Rattus norvegicus,,,10116.0,In vivo,,1,,6057,N,50597,,1,,A,CHEMBL618540,,BAO_0000218,
8248,Rattus norvegicus,,,10116.0,In vivo,,1,,5510,N,50597,,1,,A,CHEMBL618541,,BAO_0000218,
8249,Rattus norvegicus,,,10116.0,In vivo,,1,,2938,N,50597,,1,,A,CHEMBL618542,,BAO_0000218,
8250,Rattus norvegicus,,,10116.0,In vivo,,1,,6679,N,50597,,1,,A,CHEMBL622544,,BAO_0000218,
8251,Rattus norvegicus,,,10116.0,In vivo,,1,,6685,N,50597,,1,,A,CHEMBL622545,,BAO_0000218,
8252,Rattus norvegicus,,,10116.0,In vivo,,1,,6685,N,50597,,1,,A,CHEMBL622546,,BAO_0000218,
8253,Rattus norvegicus,,,10116.0,In vivo,,1,,6685,N,50597,,1,,A,CHEMBL622547,,BAO_0000218,
8254,Rattus norvegicus,,,10116.0,In vivo,,1,,5145,N,50597,,1,,A,CHEMBL622548,,BAO_0000218,
8255,Rattus norvegicus,,,10116.0,In vivo,,1,,6467,N,50597,,1,,A,CHEMBL622549,,BAO_0000218,
8256,Rattus norvegicus,,,10116.0,In vivo,,1,,6467,N,50597,,1,,A,CHEMBL622550,,BAO_0000218,
8257,Mus musculus,,,10090.0,,,1,,15115,N,50594,,1,,A,CHEMBL622551,,BAO_0000218,
8258,Rattus norvegicus,,,10116.0,,,1,,8758,N,50597,,1,,A,CHEMBL622552,,BAO_0000218,
8259,Rattus norvegicus,,,10116.0,,,1,,8758,N,50597,,1,,A,CHEMBL622553,,BAO_0000218,
8260,,,,,In vivo,,1,,8267,U,22224,,0,,F,CHEMBL622554,,BAO_0000218,
8261,Canis lupus familiaris,,,9615.0,,,1,,8267,N,50588,,1,,A,CHEMBL622555,,BAO_0000218,
8262,Mus musculus,,,10090.0,,,1,,14239,N,50594,,1,,A,CHEMBL622556,,BAO_0000218,
8263,Mus musculus,,,10090.0,,,1,,14239,N,50594,,1,,A,CHEMBL622557,,BAO_0000218,
8264,Mus musculus,,178.0,10090.0,,,1,,10754,N,50594,,1,Blood,A,CHEMBL622558,,BAO_0000218,
8265,Mus musculus,,178.0,10090.0,,,1,,10754,N,50594,,1,Blood,A,CHEMBL622559,,BAO_0000218,
8266,Canis lupus familiaris,,,9615.0,,,1,,10754,N,50588,,1,,A,CHEMBL622560,,BAO_0000218,
8267,Rattus norvegicus,,,10116.0,,,1,,14681,N,50597,,1,,A,CHEMBL622561,,BAO_0000218,
8268,Rattus norvegicus,,,10116.0,,,1,,14681,N,50597,,1,,A,CHEMBL622562,,BAO_0000218,
8269,Rattus norvegicus,,,10116.0,,,1,,14681,N,50597,,1,,A,CHEMBL622563,,BAO_0000218,
8270,,,,,,,1,,13118,U,22224,,0,,A,CHEMBL622564,,BAO_0000019,
8271,,,,,,,1,,13118,U,22224,,0,,A,CHEMBL622565,,BAO_0000019,
8272,Mus musculus,,,10090.0,,,1,,13318,N,50594,,1,,A,CHEMBL622566,,BAO_0000218,
8273,Mus musculus,,,10090.0,,,1,,13318,N,50594,,1,,A,CHEMBL624515,,BAO_0000218,
8274,Mus musculus,,,10090.0,,,1,,13318,N,50594,,1,,A,CHEMBL624516,,BAO_0000218,
8275,,,,,,,1,,15692,U,22224,,0,,A,CHEMBL624517,,BAO_0000019,
8276,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL624518,,BAO_0000218,
8277,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624519,,BAO_0000218,
8278,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624520,,BAO_0000218,
8279,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624521,,BAO_0000218,
8280,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624522,,BAO_0000218,
8281,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624523,,BAO_0000218,
8282,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624409,,BAO_0000218,
8283,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624410,,BAO_0000218,
8284,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL624411,,BAO_0000218,
8285,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL623531,,BAO_0000218,
8286,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL623532,,BAO_0000218,
8287,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL623533,,BAO_0000218,
8288,Macaca fascicularis,,,9541.0,,,1,,14839,N,100710,,1,,A,CHEMBL623534,,BAO_0000218,
8289,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623535,,BAO_0000218,
8290,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623536,,BAO_0000218,
8291,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623537,,BAO_0000218,
8292,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623538,,BAO_0000218,
8293,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623539,,BAO_0000218,
8294,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623540,,BAO_0000218,
8295,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623541,,BAO_0000218,
8296,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623542,,BAO_0000218,
8297,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623543,,BAO_0000218,
8298,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623544,,BAO_0000218,
8299,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623545,,BAO_0000218,
8300,Mus musculus,,,10090.0,,,1,,14839,N,50594,,1,,A,CHEMBL623546,,BAO_0000218,
8301,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,5408,N,50597,,1,Plasma,A,CHEMBL623547,,BAO_0000218,
8302,Rattus norvegicus,,,10116.0,In vivo,,1,,6827,N,50597,,1,,A,CHEMBL623548,,BAO_0000218,
8303,Rattus norvegicus,,2107.0,10116.0,In vitro,,1,,17538,N,50597,,1,Liver,A,CHEMBL623549,,BAO_0000218,
8304,Rattus norvegicus,,2107.0,10116.0,In vitro,,1,,6331,N,50597,,1,Liver,A,CHEMBL623550,,BAO_0000218,
8305,Rattus norvegicus,,2107.0,10116.0,In vitro,,1,,5948,N,50597,Hepatocyte,1,Liver,A,CHEMBL875276,401.0,BAO_0000218,
8306,Rattus norvegicus,,,10116.0,In vivo,,1,,4026,N,50597,,1,,A,CHEMBL621872,,BAO_0000218,
8307,Rattus norvegicus,,,10116.0,In vivo,,1,,6647,N,50597,,1,,A,CHEMBL621873,,BAO_0000218,
8308,Rattus norvegicus,,,10116.0,In vivo,,1,,1696,N,50597,,1,,A,CHEMBL621874,,BAO_0000218,
8309,Rattus norvegicus,,,10116.0,In vivo,,1,,6597,N,50597,,1,,A,CHEMBL621875,,BAO_0000218,
8310,Rattus norvegicus,,,10116.0,In vivo,,1,,347,N,50597,,1,,A,CHEMBL621876,,BAO_0000218,
8311,Rattus norvegicus,,,10116.0,In vivo,,1,,16423,N,50597,,1,,A,CHEMBL621877,,BAO_0000218,
8312,Rattus norvegicus,,,10116.0,In vivo,,1,,2879,N,50597,,1,,A,CHEMBL621878,,BAO_0000218,
8313,Rattus norvegicus,,,10116.0,In vivo,,1,,4883,N,50597,,1,,A,CHEMBL621879,,BAO_0000218,
8314,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,5328,N,50597,,1,Plasma,A,CHEMBL621880,,BAO_0000218,
8315,Rattus norvegicus,,,10116.0,In vivo,,1,,5160,N,50597,,1,,A,CHEMBL621881,,BAO_0000218,
8316,Rattus norvegicus,,,10116.0,In vivo,,1,,17582,N,50597,,1,,A,CHEMBL621882,,BAO_0000218,
8317,Rattus norvegicus,,,10116.0,In vivo,,1,,17651,N,50597,,1,,A,CHEMBL875283,,BAO_0000218,
8318,Rattus norvegicus,,,10116.0,In vivo,,1,,17651,N,50597,,1,,A,CHEMBL621883,,BAO_0000218,
8319,Rattus norvegicus,,,10116.0,In vivo,,1,,6596,N,50597,,1,,A,CHEMBL621884,,BAO_0000218,
8320,Rattus norvegicus,,,10116.0,In vivo,,1,,4796,N,50597,,1,,A,CHEMBL621885,,BAO_0000218,
8321,Rattus norvegicus,,,10116.0,In vivo,,1,,6850,N,50597,,1,,A,CHEMBL621886,,BAO_0000218,
8322,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,5932,N,50597,,1,Plasma,A,CHEMBL621887,,BAO_0000218,
8323,Rattus norvegicus,,,10116.0,In vivo,,1,,3371,N,50597,,1,,A,CHEMBL621888,,BAO_0000218,
8324,Rattus norvegicus,,,10116.0,In vivo,,1,,2083,N,50597,,1,,A,CHEMBL621889,,BAO_0000218,
8325,Rattus norvegicus,,,10116.0,In vivo,,1,,4942,N,50597,,1,,A,CHEMBL621890,,BAO_0000218,
8326,Rattus norvegicus,,2107.0,10116.0,In vitro,,1,,6838,N,50597,,1,Liver,A,CHEMBL621891,,BAO_0000218,
8327,Rattus norvegicus,,,10116.0,In vivo,,1,,5353,N,50597,,1,,A,CHEMBL621892,,BAO_0000218,
8328,Rattus norvegicus,,,10116.0,In vivo,,1,,6641,N,50597,,1,,A,CHEMBL621893,,BAO_0000218,
8329,Rattus norvegicus,,,10116.0,In vivo,,1,,6641,N,50597,,1,,A,CHEMBL621894,,BAO_0000218,
8330,Rattus norvegicus,,,10116.0,In vivo,,1,,6641,N,50597,,1,,A,CHEMBL621895,,BAO_0000218,
8331,Rattus norvegicus,,,10116.0,In vivo,,1,,6444,N,50597,,1,,A,CHEMBL875284,,BAO_0000218,
8332,Rattus norvegicus,,,10116.0,In vivo,,1,,6444,N,50597,,1,,A,CHEMBL618699,,BAO_0000218,
8333,Rattus norvegicus,,,10116.0,In vivo,,1,,6444,N,50597,,1,,A,CHEMBL618700,,BAO_0000218,
8334,Rattus norvegicus,,,10116.0,In vivo,,1,,6211,N,50597,,1,,A,CHEMBL618701,,BAO_0000218,
8335,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,12873,N,50597,,1,Plasma,A,CHEMBL876600,,BAO_0000218,
8336,Rattus norvegicus,,,10116.0,In vivo,,1,,6570,N,50597,,1,,A,CHEMBL618702,,BAO_0000218,
8337,Rattus norvegicus,,,10116.0,In vivo,,1,,3341,N,50597,,1,,A,CHEMBL618703,,BAO_0000218,
8338,Rattus norvegicus,,,10116.0,In vivo,,1,,4891,N,50597,,1,,A,CHEMBL618704,,BAO_0000218,
8339,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,1094,N,50597,,1,Plasma,A,CHEMBL618705,,BAO_0000218,
8340,Rattus norvegicus,,,10116.0,In vivo,,1,,2938,N,50597,,1,,A,CHEMBL618706,,BAO_0000218,
8341,Rattus norvegicus,,,10116.0,In vivo,,1,,17853,N,50597,,1,,A,CHEMBL618707,,BAO_0000218,
8342,Rattus norvegicus,,1969.0,10116.0,In vivo,,1,,6049,N,50597,,1,Plasma,A,CHEMBL618708,,BAO_0000218,
8343,Rattus norvegicus,,,10116.0,In vivo,,1,,5789,N,50597,,1,,A,CHEMBL618709,,BAO_0000218,
8344,Rattus norvegicus,,,10116.0,In vivo,,1,,4514,N,50597,,1,,A,CHEMBL618710,,BAO_0000218,
8345,Rattus norvegicus,,,10116.0,In vivo,,1,,6448,N,50597,,1,,A,CHEMBL618711,,BAO_0000218,
8346,Rattus norvegicus,,,10116.0,In vivo,,1,,6062,N,50597,,1,,A,CHEMBL618712,,BAO_0000218,
8347,Rattus norvegicus,,,10116.0,In vivo,,1,,5710,N,50597,,1,,A,CHEMBL618713,,BAO_0000218,
8348,Rattus norvegicus,,,10116.0,In vivo,,1,,4709,N,50597,,1,,A,CHEMBL618714,,BAO_0000218,
8349,Rattus norvegicus,,,10116.0,In vivo,,1,,4521,N,50597,,1,,A,CHEMBL618715,,BAO_0000218,
8350,Rattus norvegicus,,,10116.0,In vivo,,1,,1742,N,50597,,1,,A,CHEMBL618716,,BAO_0000218,
8351,Rattus norvegicus,,,10116.0,In vivo,,1,,6057,N,50597,,1,,A,CHEMBL876601,,BAO_0000218,
8352,Rattus norvegicus,,,10116.0,In vivo,,1,,6057,N,50597,,1,,A,CHEMBL618717,,BAO_0000218,
8353,Rattus norvegicus,,,10116.0,In vivo,,1,,5145,N,50597,,1,,A,CHEMBL618718,,BAO_0000218,
8354,Rattus norvegicus,,,10116.0,In vivo,,1,,5833,N,50597,,1,,A,CHEMBL618719,,BAO_0000218,
8355,Rattus norvegicus,,,10116.0,In vivo,,1,,6453,N,50597,,1,,A,CHEMBL618720,,BAO_0000218,
8356,Rattus norvegicus,,,10116.0,In vivo,,1,,6640,N,50597,,1,,A,CHEMBL618721,,BAO_0000218,
8357,Rattus norvegicus,,,10116.0,In vivo,,1,,6305,N,50597,,1,,A,CHEMBL621477,,BAO_0000218,
8358,Rattus norvegicus,,,10116.0,In vivo,,1,,6642,N,50597,,1,,A,CHEMBL621478,,BAO_0000218,
8359,Rattus norvegicus,,,10116.0,In vivo,,1,,5472,N,50597,,1,,A,CHEMBL621479,,BAO_0000218,
8360,Rattus norvegicus,,,10116.0,In vivo,,1,,5472,N,50597,,1,,A,CHEMBL621480,,BAO_0000218,
8361,Rattus norvegicus,,,10116.0,In vivo,,1,,5144,N,50597,,1,,A,CHEMBL621481,,BAO_0000218,
8362,Rattus norvegicus,,,10116.0,In vivo,,1,,6685,N,50597,,1,,A,CHEMBL621482,,BAO_0000218,
8363,Rattus norvegicus,,,10116.0,In vivo,,1,,6685,N,50597,,1,,A,CHEMBL621483,,BAO_0000218,
8364,Rattus norvegicus,,,10116.0,In vivo,,1,,6685,N,50597,,1,,A,CHEMBL621484,,BAO_0000218,
8365,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,13950,N,50597,,1,Heart,A,CHEMBL621485,,BAO_0000218,
8366,Rattus norvegicus,,948.0,10116.0,In vivo,,1,,13950,N,50597,,1,Heart,A,CHEMBL621486,,BAO_0000218,
8367,Rattus norvegicus,,160.0,10116.0,In vivo,,1,,13950,N,50597,,1,Intestine,A,CHEMBL621487,,BAO_0000218,
8368,Rattus norvegicus,,160.0,10116.0,In vivo,,1,,13950,N,50597,,1,Intestine,A,CHEMBL621488,,BAO_0000218,
8369,Rattus norvegicus,,160.0,10116.0,In vivo,,1,,13950,N,50597,,1,Intestine,A,CHEMBL621489,,BAO_0000218,
8370,Rattus norvegicus,,160.0,10116.0,In vivo,,1,,13950,N,50597,,1,Intestine,A,CHEMBL621490,,BAO_0000218,
8371,Rattus norvegicus,,160.0,10116.0,In vivo,,1,,13950,N,50597,,1,Intestine,A,CHEMBL621491,,BAO_0000218,
8372,Rattus norvegicus,,2113.0,10116.0,In vivo,,1,,13950,N,50597,,1,Kidney,A,CHEMBL621492,,BAO_0000218,
8373,Rattus norvegicus,,2113.0,10116.0,In vivo,,1,,13950,N,50597,,1,Kidney,A,CHEMBL621493,,BAO_0000218,
8374,Rattus norvegicus,,2113.0,10116.0,In vivo,,1,,13950,N,50597,,1,Kidney,A,CHEMBL621494,,BAO_0000218,
8375,Rattus norvegicus,,2113.0,10116.0,In vivo,,1,,13950,N,50597,,1,Kidney,A,CHEMBL621495,,BAO_0000218,
8376,Rattus norvegicus,,2113.0,10116.0,In vivo,,1,,13950,N,50597,,1,Kidney,A,CHEMBL621496,,BAO_0000218,
8377,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,13950,N,50597,,1,Liver,A,CHEMBL621497,,BAO_0000218,
8378,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,13950,N,50597,,1,Liver,A,CHEMBL621498,,BAO_0000218,
8379,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,13950,N,50597,,1,Liver,A,CHEMBL621499,,BAO_0000218,
8380,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,13950,N,50597,,1,Liver,A,CHEMBL618634,,BAO_0000218,
8381,Rattus norvegicus,,2107.0,10116.0,In vivo,,1,,13950,N,50597,,1,Liver,A,CHEMBL618635,,BAO_0000218,
8382,Rattus norvegicus,,2048.0,10116.0,In vivo,,1,,13950,N,50597,,1,Lung,A,CHEMBL618636,,BAO_0000218,
8383,Rattus norvegicus,,2048.0,10116.0,In vivo,,1,,13950,N,50597,,1,Lung,A,CHEMBL619737,,BAO_0000218,
8384,Rattus norvegicus,,2048.0,10116.0,In vivo,,1,,13950,N,50597,,1,Lung,A,CHEMBL619738,,BAO_0000218,
8385,Rattus norvegicus,,2048.0,10116.0,In vivo,,1,,13950,N,50597,,1,Lung,A,CHEMBL624329,,BAO_0000218,
8386,Rattus norvegicus,,2048.0,10116.0,In vivo,,1,,13950,N,50597,,1,Lung,A,CHEMBL624330,,BAO_0000218,
8387,Rattus norvegicus,,2385.0,10116.0,In vivo,,1,,13950,N,50597,,1,Muscle tissue,A,CHEMBL624331,,BAO_0000218,
8388,Rattus norvegicus,,2385.0,10116.0,In vivo,,1,,13950,N,50597,,1,Muscle tissue,A,CHEMBL624332,,BAO_0000218,
8389,Rattus norvegicus,,2385.0,10116.0,In vivo,,1,,13950,N,50597,,1,Muscle tissue,A,CHEMBL624333,,BAO_0000218,
8390,Rattus norvegicus,,2385.0,10116.0,In vivo,,1,,13950,N,50597,,1,Muscle tissue,A,CHEMBL624334,,BAO_0000218,
8391,Rattus norvegicus,,2385.0,10116.0,In vivo,,1,,13950,N,50597,,1,Muscle tissue,A,CHEMBL624335,,BAO_0000218,
8392,Rattus norvegicus,,2106.0,10116.0,In vivo,,1,,13950,N,50597,,1,Spleen,A,CHEMBL620016,,BAO_0000218,
8393,Rattus norvegicus,,2106.0,10116.0,In vivo,,1,,13950,N,50597,,1,Spleen,A,CHEMBL620169,,BAO_0000218,
8394,Rattus norvegicus,,2106.0,10116.0,In vivo,,1,,13950,N,50597,,1,Spleen,A,CHEMBL620170,,BAO_0000218,
8395,Rattus norvegicus,,2106.0,10116.0,In vivo,,1,,13950,N,50597,,1,Spleen,A,CHEMBL620171,,BAO_0000218,
8396,Rattus norvegicus,,2106.0,10116.0,In vivo,,1,,13950,N,50597,,1,Spleen,A,CHEMBL620172,,BAO_0000218,
8397,Rattus norvegicus,,945.0,10116.0,In vivo,,1,,13950,N,50597,,1,Stomach,A,CHEMBL620173,,BAO_0000218,
8398,Rattus norvegicus,,945.0,10116.0,In vivo,,1,,13950,N,50597,,1,Stomach,A,CHEMBL620174,,BAO_0000218,
8399,Rattus norvegicus,,945.0,10116.0,In vivo,,1,,13950,N,50597,,1,Stomach,A,CHEMBL620175,,BAO_0000218,
8400,Rattus norvegicus,,945.0,10116.0,In vivo,,1,,13950,N,50597,,1,Stomach,A,CHEMBL620176,,BAO_0000218,
8401,Rattus norvegicus,,945.0,10116.0,In vivo,,1,,13950,N,50597,,1,Stomach,A,CHEMBL620177,,BAO_0000218,
8402,Rattus norvegicus,,2037.0,10116.0,,,1,,13950,N,50597,,1,Cerebellum,A,CHEMBL620178,,BAO_0000218,
8403,Rattus norvegicus,,2037.0,10116.0,,,1,,13950,N,50597,,1,Cerebellum,A,CHEMBL620179,,BAO_0000218,
8404,Rattus norvegicus,,,10116.0,,,1,,13950,N,50597,,1,,A,CHEMBL620180,,BAO_0000218,
8405,Rattus norvegicus,,,10116.0,In vivo,,1,,6570,N,50597,,1,,A,CHEMBL620181,,BAO_0000218,
8406,Rattus norvegicus,,,10116.0,In vivo,,1,,6571,N,50597,,1,,A,CHEMBL620182,,BAO_0000218,
8407,Rattus norvegicus,,,10116.0,In vivo,,1,,6453,N,50597,,1,,A,CHEMBL620183,,BAO_0000218,
8408,Rattus norvegicus,,,10116.0,In vivo,,1,,6444,N,50597,,1,,A,CHEMBL620184,,BAO_0000218,
8409,Rattus norvegicus,,,10116.0,In vivo,,1,,6444,N,50597,,1,,A,CHEMBL620185,,BAO_0000218,
8410,Rattus norvegicus,,,10116.0,In vivo,,1,,6444,N,50597,,1,,A,CHEMBL620186,,BAO_0000218,
8411,Rattus norvegicus,,,10116.0,In vivo,,1,,5353,N,50597,,1,,A,CHEMBL620187,,BAO_0000218,
8412,Rattus norvegicus,,,10116.0,In vivo,,1,,5334,N,50597,,1,,A,CHEMBL620188,,BAO_0000218,
8413,Rattus norvegicus,,,10116.0,In vivo,,1,,5334,N,50597,,1,,A,CHEMBL620189,,BAO_0000218,
8414,Rattus norvegicus,,,10116.0,In vivo,,1,,6641,N,50597,,1,,A,CHEMBL620190,,BAO_0000218,
8415,Rattus norvegicus,,,10116.0,In vivo,,1,,6641,N,50597,,1,,A,CHEMBL620191,,BAO_0000218,
8416,Rattus norvegicus,,,10116.0,In vivo,,1,,6641,N,50597,,1,,A,CHEMBL620192,,BAO_0000218,
8417,Rattus norvegicus,,,10116.0,In vivo,,1,,5676,N,50597,,1,,A,CHEMBL620193,,BAO_0000218,
8418,Rattus norvegicus,,,10116.0,In vivo,,1,,6410,N,50597,,1,,A,CHEMBL620194,,BAO_0000218,
8419,Rattus norvegicus,,,10116.0,In vivo,,1,,17670,N,50597,,1,,A,CHEMBL876730,,BAO_0000218,
8420,Rattus norvegicus,,,10116.0,In vivo,,1,,6495,N,50597,,1,,A,CHEMBL620195,,BAO_0000218,
8421,Rattus norvegicus,,,10116.0,In vivo,,1,,5408,N,50597,,1,,A,CHEMBL620196,,BAO_0000218,
8422,Rattus norvegicus,,,10116.0,In vivo,,1,,4883,N,50597,,1,,A,CHEMBL620197,,BAO_0000218,
8423,Rattus norvegicus,,,10116.0,In vivo,,1,,6647,N,50597,,1,,A,CHEMBL620198,,BAO_0000218,
8424,Rattus norvegicus,,,10116.0,In vivo,,1,,6495,N,50597,,1,,A,CHEMBL620199,,BAO_0000218,
8425,Rattus norvegicus,,,10116.0,In vivo,,1,,2661,N,50597,,1,,A,CHEMBL620200,,BAO_0000218,
8426,Rattus norvegicus,,,10116.0,In vivo,,1,,2661,N,50597,,1,,A,CHEMBL620201,,BAO_0000218,
