miller2_fsclr,miller2_trddvlpmnt(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrnm,miller2_sctrprcnt,miller2_mntspnt
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,MN,MN,Mongolia,0.0389,31150,Agricultural inputs,0.1,707980.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,MN,MN,Mongolia,0.0389,31161,Food crop production,0.1,707980.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,MN,MN,Mongolia,0.0389,31166,Agricultural extension,0.1,707980.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,MN,MN,Mongolia,0.0389,31182,Agricultural research,0.1,707980.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,MN,MN,Mongolia,0.0389,31191,Agricultural services,0.1,707980.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,MN,MN,Mongolia,0.0389,31193,Agricultural financial services,0.1,707980.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31110,Agricultural policy and administrative management,0.2,3741920.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31120,Agricultural development,0.2,3741920.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31150,Agricultural inputs,0.1,1870960.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31161,Food crop production,0.1,1870960.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31166,Agricultural extension,0.1,1870960.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31182,Agricultural research,0.1,1870960.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31191,Agricultural services,0.1,1870960.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.1028,31193,Agricultural financial services,0.1,1870960.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31110,Agricultural policy and administrative management,0.2,5671120.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31120,Agricultural development,0.2,5671120.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31150,Agricultural inputs,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31161,Food crop production,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31166,Agricultural extension,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31182,Agricultural research,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31191,Agricultural services,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.1558,31193,Agricultural financial services,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31110,Agricultural policy and administrative management,0.2,5671120.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31120,Agricultural development,0.2,5671120.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31150,Agricultural inputs,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31161,Food crop production,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31166,Agricultural extension,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31182,Agricultural research,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31191,Agricultural services,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SL,SL,Sierra Leone,0.1558,31193,Agricultural financial services,0.1,2835560.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31110,Agricultural policy and administrative management,0.2,4422600.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31120,Agricultural development,0.2,4422600.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31150,Agricultural inputs,0.1,2211300.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31161,Food crop production,0.1,2211300.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31166,Agricultural extension,0.1,2211300.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31182,Agricultural research,0.1,2211300.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31191,Agricultural services,0.1,2211300.0
2009/2010,1,0,0,0,0,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,TG,TG,Togo,0.1215,31193,Agricultural financial services,0.1,2211300.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,AF,AF,Afghanistan,0.7753,31120,Agricultural development,0.25,5814750.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,AF,AF,Afghanistan,0.7753,31161,Food crop production,0.75,17444250.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,GH,GH,Ghana,0.2247,31120,Agricultural development,0.25,1685250.0
2009/2010,0,0,0,0,0,0,0,0,0,2,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,GH,GH,Ghana,0.2247,31161,Food crop production,0.75,5055750.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008787,Tufts University,Foreign Non-Profit Making,Civil Society,UNIVERSITY,2,Africa,X1,X1,Africa MC,0.5,72050,Relief co-ordination; protection and support services,1.0,25000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008787,Tufts University,Foreign Non-Profit Making,Civil Society,UNIVERSITY,1,America,X2,X2,Americas MC,0.15,72050,Relief co-ordination; protection and support services,1.0,7500.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008787,Tufts University,Foreign Non-Profit Making,Civil Society,UNIVERSITY,3,Asia,X3,X3,Asia MC,0.25,72050,Relief co-ordination; protection and support services,1.0,12500.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008787,Tufts University,Foreign Non-Profit Making,Civil Society,UNIVERSITY,5,Europe,X4,X4,Europe MC,0.1,72050,Relief co-ordination; protection and support services,1.0,5000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,X1,X1,Africa MC,0.5,72050,Relief co-ordination; protection and support services,1.0,50000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,1,America,X2,X2,Americas MC,0.15,72050,Relief co-ordination; protection and support services,1.0,15000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,X3,X3,Asia MC,0.25,72050,Relief co-ordination; protection and support services,1.0,25000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,5,Europe,X4,X4,Europe MC,0.1,72050,Relief co-ordination; protection and support services,1.0,10000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008000,HelpAge International,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,X1,X1,Africa MC,0.5,72050,Relief co-ordination; protection and support services,1.0,100000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008000,HelpAge International,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,1,America,X2,X2,Americas MC,0.15,72050,Relief co-ordination; protection and support services,1.0,30000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008000,HelpAge International,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,X3,X3,Asia MC,0.25,72050,Relief co-ordination; protection and support services,1.0,50000.0
2009/2010,0,0,0,0,0,0,0,0,2,0,1008000,HelpAge International,Foreign Non-Profit Making,Civil Society,INTERNATIONAL NGO,5,Europe,X4,X4,Europe MC,0.1,72050,Relief co-ordination; protection and support services,1.0,20000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,X3,X3,Asia MC,1.0,72010,Material relief assistance and services,1.0,1500000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001721,WFP - World Food Programme,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,CF,CF,Central Afr.Rep,1.0,72040,Emergency food aid,1.0,1000000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,PH,PH,Philippines,1.0,72010,Material relief assistance and services,1.0,650000.0
2009/2010,0,0,0,0,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,BI,BI,Burundi,0.15,72010,Material relief assistance and services,1.0,150000.0
2009/2010,0,0,0,0,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,CD,CD,"Congo, Dem Rep.",0.5,72010,Material relief assistance and services,1.0,500000.0
2009/2010,0,0,0,0,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,CG,CG,Congo,0.05,72010,Material relief assistance and services,1.0,50000.0
2009/2010,0,0,0,0,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,RW,RW,Rwanda,0.1,72010,Material relief assistance and services,1.0,100000.0
2009/2010,0,0,0,0,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.2,72010,Material relief assistance and services,1.0,200000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,BI,BI,Burundi,0.2,72010,Material relief assistance and services,1.0,400000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,CD,CD,"Congo, Dem Rep.",0.2,72010,Material relief assistance and services,1.0,400000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,RW,RW,Rwanda,0.2,72010,Material relief assistance and services,1.0,400000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,TZ,TZ,"Tanzania,Un Rep",0.2,72010,Material relief assistance and services,1.0,400000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,UG,UG,Uganda,0.2,72010,Material relief assistance and services,1.0,400000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000307,M�decins sans fronti�res/ Doctors without Borders,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,CD,CD,"Congo, Dem Rep.",1.0,72010,Material relief assistance and services,1.0,900000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,2,Africa,CD,CD,"Congo, Dem Rep.",1.0,72010,Material relief assistance and services,1.0,1000000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,CD,CD,"Congo, Dem Rep.",1.0,72010,Material relief assistance and services,1.0,700000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001218,World Vision Canada,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,CD,CD,"Congo, Dem Rep.",1.0,72010,Material relief assistance and services,1.0,1000000.0
2009/2010,0,0,0,0,0,0,0,0,0,1,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,CD,CD,"Congo, Dem Rep.",1.0,72010,Material relief assistance and services,1.0,3000000.0
2009/2010,0,0,0,1,1,0,0,0,0,2,1001302,UNICEF - United Nations Children's Fund,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,CD,CD,"Congo, Dem Rep.",1.0,72010,Material relief assistance and services,1.0,500000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,CD,CD,"Congo, Dem Rep.",1.0,72010,Material relief assistance and services,1.0,1600000.0
2009/2010,0,0,0,1,0,0,0,0,0,1,1014202,Action contre la faim,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,UG,UG,Uganda,1.0,72010,Material relief assistance and services,1.0,600000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,SD,SD,Sudan,0.8,72010,Material relief assistance and services,1.0,2600000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,TD,TD,Chad,0.2,72010,Material relief assistance and services,1.0,650000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001302,UNICEF - United Nations Children's Fund,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,SD,SD,Sudan,1.0,72010,Material relief assistance and services,1.0,1000000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1003586,OCHA - Office for the Coordination of Humanitarian Affairs,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,SD,SD,Sudan,1.0,72050,Relief co-ordination; protection and support services,1.0,500000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000307,M�decins sans fronti�res/ Doctors without Borders,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,TD,TD,Chad,1.0,72010,Material relief assistance and services,1.0,800000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000307,M�decins sans fronti�res/ Doctors without Borders,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,CF,CF,Central Afr.Rep,1.0,72010,Material relief assistance and services,1.0,700000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000307,M�decins sans fronti�res/ Doctors without Borders,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,1.0,72010,Material relief assistance and services,1.0,900000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000517,CARE Canada,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,TD,TD,Chad,1.0,72010,Material relief assistance and services,1.0,700000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000499,Oxfam Canada,Canadian Non-Profit Making,Civil Society,NGO,2,Africa,ET,ET,Ethiopia,1.0,72010,Material relief assistance and services,1.0,900000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1000838,Oxfam-Qu�bec,Canadian Non-Profit Making,Civil Society,VOLUNTEER SENDING AGENCY,2,Africa,TD,TD,Chad,1.0,72010,Material relief assistance and services,1.0,750000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,SD,SD,Sudan,0.75,72010,Material relief assistance and services,1.0,1875000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,TD,TD,Chad,0.25,72010,Material relief assistance and services,1.0,625000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,CF,CF,Central Afr.Rep,1.0,72010,Material relief assistance and services,1.0,450000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,IQ,IQ,Iraq,1.0,72010,Material relief assistance and services,1.0,2700000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,IQ,IQ,Iraq,1.0,72010,Material relief assistance and services,1.0,2100000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,PS,PS,West Bank Gaza,1.0,72010,Material relief assistance and services,1.0,500000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,3,Asia,YE,YE,Yemen,1.0,72010,Material relief assistance and services,1.0,900000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,DZ,DZ,Algeria,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,EG,EG,Egypt,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,IQ,IQ,Iraq,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,JO,JO,Jordan,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,LB,LB,Lebanon,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,PS,PS,West Bank Gaza,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,SY,SY,Syrian Arab Rep,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,3,Asia,YE,YE,Yemen,0.125,72010,Material relief assistance and services,1.0,125000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,BF,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,BJ,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,CI,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,CV,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,GH,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,GM,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,GN,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,GW,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,LR,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,ML,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,MR,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,NE,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,NG,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,SL,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,SN,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1014663,ICRC Appeals via CRCS,Canadian Non-Profit Making,Civil Society,INTERNATIONAL NGO,2,Africa,TG,80,Western Africa,0.0625,72010,Material relief assistance and services,1.0,31250.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,BF,BF,Burkina-Faso,0.05,72010,Material relief assistance and services,1.0,40000.0
2009/2010,0,0,0,0,0,0,0,0,0,0,1001730,UNHCR - United Nations High Commissioner for Refugees,Foreign Non-Profit Making,Multilateral,UNITED NATIONS,2,Africa,BJ,BJ,Benin,0.05,72010,Material relief assistance and services,1.0,40000.0
