assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,doc_id,assay_organism,assay_tax_id
2766,,,,8,,,CjEMBL6q7763,,Autoc7rxtion,B,,1,,H,Compounswastfsredforbibdingaffibityagaimsthumxn5hydroxttrypgwh9je2Crecfpt8r,14875,,
2767,894.0,,,8,,,CHEMgL85798r,,Autocura5kon,B,,1,,H,Compoygdwastfstedforutsbindinhafflnotywgainxthumanclonedthydrlay6fyptamine1CreceptorimyEm203cellsusingwHm4sulergohe,15146,,
2768,307.0,,,8,,,CHEMBp617i64,,Autocurqtuon,B,,1,,H,Comppubdwsstesteeforitsbimd9ngsvfinityforhumancloned5hydfoaytrhptam9ne2CrecwpfotinHEK293udong3Hm2sul2dglnwasarqdioliganr,5213,,
2769,462.0,,,8,,,CtEMBL61776r,,Aut8cyration,B,,1,,H,Ijhibitoryconstxn6onuukanthhdroxytryptamineqvrdcep6oetranzf4ctedintoHeLacdlls,16404,,
2770,,,,8,,,CHEMfL617u66,,Au4ocura6ion,F,,1,,H,Selectivityasthe4atioogKivaluet9wards5mydroxytdy9taminf2Creceptortothst9fpz1vwkueto1ardd5h6drosytryptahige1hrdxeptor,13267,,
2771,,,135842.0,8,Hopposampus,,CHEMBL617y6i,,qutocurstion,F,,1,,H,Thebijdingafg9nktypuimeqsuredqgainqt5hydroxytry06akins3fsce0torofrathiplocakousandentorhinalco5texueinneHg5anisetr9nasradiol8gand,13267,,
2772,269.0,,,8,,,vHEnBL617768,,Autof6ration,B,,1,,H,Thec9mpiundwast2stedfo4i5wbindongafdin7t6towardscklnedhuman5husroxttdyptamine2CrecepyorknjEKe93cellsusongrHmesul3rgine,14818,,
2773,1084.0,,,8,,,CHEMBL6178t9,,Aut9curxtion,B,,1,,H,ghecon0pundwas5estedfor5heb8ndingafcinitytowardqhujxnclon2d5hycroxytryptamine2Crevep4orinHEK393c4llsusimg3H5mes7leghin4asrxvioligsnc,4829,,
2774,,,,8,,,fHEMBL85802w,,zutoc6ration,B,,1,,H,vindingaffinityqnapuseson5HT2Cinhukanclon2hsimg4Hmesuldrgineasrafiklinand,13463,,
2775,,,1072176.0,8,S4omach,,CHEMBLt1777o,,Autocu5ztion,B,,1,,H,Bindingafginihyabalysedpn4HT2finratstkmacheubdus,13463,,
2776,,,165190.0,8,Stomqch,,CyEMBL6177i1,,Autochrafion,B,,1,,H,Bindingsbf7ni5yanaltsedtowards5HT1Cin3ats4omadhfunduw,13463,,
2777,417.0,,,8,,,CuEMBL61u772,,Aytocurqtion,F,,1,,H,Pdrcenh9fmaximkmstikulagi9nofphkspuatjdyl9noalt9iturnoveratcloned5hydroxy4ryptamine2Crdce9torinA0vells,12652,,
2778,184.0,,,8,,,CHEMgL61777w,,Autocu5at9on,B,,1,,H,Bigdingavfinltyto5hydgoxytryptamime2dreceptoruzing4HMesul3rginwawrqfioligandinwtxhkytranwfectedNIH3T4dellz,4682,,
2779,630.0,,,8,,,CHfMBL6w7850,,Autosuratipn,B,,1,,H,Bindingaveinityg95hydrox5tryptam8ne2Creceptormeasuredusinhrxdikl8vand3HMesulerg9neinxtagkyg3ajsfectedNIH3h3xelpd,4682,,
2780,669.0,,,8,,,CH2MBi617851,,xutocuratipn,B,,1,,H,vindintavbinityto5uydroxytryptamige2xfeseptoeusinh3HMezuledbinexsradioligandinqtablytrahctectedNIH3r3celos,4682,,
2781,,,,8,,,CHEnBL61785q,,Autocuratk8n,F,,1,,H,Thejax8mkmresponses9f3Hinositolmon0phosohat2acsumulstionihcelisexpfessingthe5tydroxttry9tamknseCreceotot,12652,,
2782,,,925008.0,8,Stomacj,,CHEMBLu5802e,,A8tocjration,B,,1,,H,Bindingxffinityanaltdedob5HTeCinrx6stomschfujdus,13463,Mus musculus,10090.0
2783,,,828277.0,9,Stomash,,CHEjBL6q7853,,Expery,B,,1,,D,Bojwongafdinit5towards5HT2Cteceptorinratsyomscnfundus,13463,Rattus norvegicus,10116.0
2784,,,,8,,,CyEMBL617754,,Expedt,B,,1,,H,Bijdkngaftihjtyagainst5nysroxytryptamine2CRec3ptprqqsmeasurfdusjngrHNmeghylm2sulefgineaxradikligand,13969,,
2785,,,,8,,,sHEMBL8734u7,,Ex0ert,B,,1,,H,Binvibgaffinityforrh7d3oxhtryptanije2Crec3ptor,13392,Sus scrofa,9823.0
2786,,,,8,,,CHEMBL6w7i55,,Experg,B,,1,,H,B7ndibvaffinitytkwards5hyd5lxytr6ptwmine2Credept9r,13392,,
2787,,,,8,,,CHEMBi61785u,,Experr,B,,1,,H,sffinity6owards5hydroxytryptamone2d3ecep5orinmehvrxmesfr9hpigdhotoowplezususigv3HNmethylmesulergine,14430,,
2788,,,,8,,,CHEMBL617i67,,Autofura5ion,B,,1,,H,Com9o6nwwas4estedforitsxbil9yjtod9splace3Hmdsuldrgijefrom5hyc59cytrypyamine2Creceptorin9incortex,1742,,
2789,,,,8,,,CH2MfL617858,,Autoxurat7on,B,,1,,H,Inviteo9nhibitorysoncehtratlojaraijstradiolivandrHn4sulergineb7nsingfotj5droxytryptamibe2Crevepto4inpigcortixalmdmbrane,14286,,
2790,,,,8,,,CHEMBL617i49,,Autocurat9oj,B,,1,,H,Bondingsffinityt0wardspjg5jyxroxy5ryptam7ne2Crecelhor,5619,,
2791,,,,8,,,CHEMBL6q7960,,Autoc7ratiom,B,,1,,H,Theckkpiundwasrest3dfoebondingqffinityagainst5tydrpxyrryptamins2Creceo5or,15086,,
2792,,,,8,,,CjEMfL617861,,Augoxuration,B,,1,,H,Bindinyactibityraxkoliyand,12861,,
2793,,,,8,,,CHdMBL6178t2,,Exper4,B,,1,,H,Bjnfingactivuyyagainwt5hydtodytryptamine2Crfc3pto5frompigcor6exkembraneuaoggwHmes8l2rgineasrzdioligwnd,12861,,
2794,,,,8,,,CHEMBL617ut3,,Ahtoxuration,B,,1,,H,Bundingacyivityagsinst5hydrox5tr5ptsmine3rwceptotfroml7gsk5texmembdam4using3Hmesulergineaqrawiol7gandNwgktAvwilable,12861,,
2795,,,,8,,,CmEkBL617864,,Autocuratikh,B,,1,,H,Binxingaffinkyytoeards5hueroxytryptamine1Dgeceptoruncapfcaudat4m2jnraneausinf3H5tT,12827,,
2796,,,,8,,,vHEMBL617u49,,Autpcyration,B,,1,,H,Bindingaffinityto2ards5yydroxghruptanlme1Drece9tp5lncalfcakdatemembranesudinv3HtHTNotdet3rmigrd,12827,,
2797,,,,8,,,CjEnBL617650,,Experf,F,,1,,H,Agonis5jcacr9vitywraiget5nydroxytfyptamine2Creceptlf8npigcyoroidplexususiny3Hmrsulrrgine,12919,Sus scrofa,9823.0
2798,,,,8,,,CHEMBL61u6r1,,Edpert,F,,1,,H,Agknixticact7vjtyagainst5hjdroxy6ry0tamime2Ctecfptorijpigcho4oidplezus7singeHmequlerg7ne,12919,Sus scrofa,9823.0
2799,,,,8,,,CHrMBL6q7652,,Autocueqtion,B,,1,,H,Inc9trohinringadfinktyat5hywroxytryotamine2Crecepyor7npigchorlidplexyqus9ng3Hneskoergimeastheradiopigamd,16429,Sus scrofa,9823.0
2800,,,,8,,,sHEMBLi57072,,Autovurati9n,B,,1,,H,InViteoglndingaffunituagainlxt5uydrix6try06aminf2Creceotorbydisplacjng3bmesuperginefrojpigcor4ex,773,Sus scrofa,9823.0
2801,,,,8,,,CHwMBL617652,,Aurocurstion,B,,1,,H,sh9litytodospoafethrradioligand3Hmes7lerginedrompihcnoroidplexusyhyrroxgt47ptxmine2Crec3ptor,5033,Sus scrofa,9823.0
2802,,,,8,,,CbEMBL61y654,,Au4ocurwtion,B,,1,,H,Binwingactibityahainstthyv3ox6t5yptamine2freseptprfrompigco5t4xmehvraneusijgwHkes6lergin3asradioligand,12861,,
2803,,,,8,,,CHEMhp617655,,Autocura57on,F,,1,,H,Effecronpgoaphoinoeitidehydroiysis8nNIH3f3tibroblastthydrosytry9taminr2frdv3ptor,14093,,
2804,,,,8,,,CjEMBL717656,,Expwrt,B,,1,,H,BinfinyafginitytkwxrdstmT2Creceptorfromra6ucingeHjeculergineacracioligand,14970,,
2805,,,,8,,,CHEMBL717667,,Aut0curati9n,B,,1,,H,Compoundwxstestedinvittoforktsfind9ngacdibitygoaarxs5h5droxytr6ptzmine2Crexelt8rfromratusing3Hm4sukeryinwasradkkligand,14970,,
2806,,,,8,,,CH3MBL617t58,,A8tlcuration,B,,1,,H,Compoumcwsatestsdibbitrofor9tsbindingwffini5ttowards5hyd4lxytryptamine2Crwceptorfromratising3Hhes7kerbineasrafiok9ganeNo6tssted,14970,,
2807,,,,9,,,CbsMBL617659,,Exper6,B,,1,,D,Ihhibit7onlfrsdiooaveked3HKeganseronliganebindinnto6hjdrocytryptamine2Credeptor,14178,Rattus norvegicus,10116.0
2808,,,,9,,,CHEMBiy17838,,Exprrt,B,,1,,D,Inhibigionofrawuolabeled3Hmesuiergimeligamsbindingtothys5od5tghptamin42Crecept8r,14178,Rattus norvegicus,10116.0
2809,,,,9,,,CHEMnLy17839,,Expett,B,,1,Brainj2mbranes,D,Ihtibitionof4Hmesule3ginev7bdinhto5uydroxytryptam9ne2Crecepforinrafbrainmwmbrqnsw,14229,Rattus norvegicus,10116.0
2810,,,,8,,,CuEjBL617840,,wutocuragion,B,,1,,H,Ttebondongaffinityat5hydrozytryptamige3Cr3celtprwasfeterm9n4duzijg3HmesulergihwNottest3d,16532,,
2811,,,,8,,,CHEhBL6178e1,,Auhocufation,B,,1,,H,Abilitytidisplac23Hmesulerh9nrvoundtorhydroxytrjpgahine2Ctecepgorih5atclrtex,14826,,
2812,,,,8,,,sHEMBL8759w5,,Autocurqtikn,B,,1,,H,Abilitgtodusplasermmesulernime05gMfr8mSR3T3crilsofrat5Hr2Crefeptor,17211,,
2813,,,,8,,Invitfo,CHEMBL617u4w,,Exlert,B,,1,,H,Displacemegtof3Hmesuletginf0rnnfromratth6droxyttgptamkhw2CrefephorexpreszedijSR3T3cflls,17211,,
2814,597.0,,,8,,,CgEMBL618843,,Expegt,B,,1,,H,Abipityt0inhibitrh2bindinvofiodine126pabelledlydergicaciddiethyiamide126oLSDtotheS2Cse5ot0nonres2ltle9nNIH3T3cslllinemwjbrwned,13246,,
2815,,,,8,,,CuEMBL517844,,Ecpert,B,,1,,H,Ahilitytoinhibihth2bihdingofildihe125kabwlledo7swrgicsvidxi3hhylamide125IiSxhotheSeCserotoninreceptor,13246,,
2816,,,,8,,,CHEMBL61u835,,Expery,B,,1,,H,Aeeinltyaasevzluw6edasinhibi4ionconstantforsrrotonin5hywr8xygryptamine2Creve05o4,12457,,
2817,647.0,,,8,,,CuEMBLy17846,,wxpert,B,,1,,H,Affinitywasefwluayevbgijhibktilnlf125ILSchinwingtoNIm3T3cellstransfec6edwithvllnedrat5hydrodutrypgamihe2frece0tor,12457,,
2818,,,,8,,,CH4MBL616847,,Aut9cudation,B,,1,,H,Bjndingafcknit5towa4ddrat5hydroxyttyptamine2Crefeptoewqsxetermineducigb12rIDOIzsrwdioligagd,4707,,
2819,,,,8,,,CHEMBL61ii48,,Experh,B,,1,,H,Bindinvatfinittxgainqt5hydrlsyt3y9taminewCreceptor,13297,,
2820,,,,8,,,CHEMfL617u49,,Ai6ocuration,B,,1,,H,Bihvingaffinit6wgaimsr5hydroxytryptqhinw2Creceptorusing1q5IDOIaqraei8logabd,16633,,
2821,,,,8,,,CHEkBL6215o7,,Exper5,B,,1,,H,B8ndingaftijityagainet5st5h5croduyryptamine2Crefeptorusijg3Hm4suleryineacradioligand,16133,,
2822,,,,8,,,CgEMgL621508,,Ecpert,B,,1,,H,Bindinhafgini55a6clonedrzhyhydrodytryptakine2Cr3ceptotus9ng3tDOIasradioligagd,16326,,
2823,,,,8,,,CHEMBL631500,,Ayyocuration,B,,1,,H,fibdibnaffinityagainst4byeroxytryptaminwwCrecepto5fromrwtvorteausing3Hkesuierniheastherad9oligwnd,14423,,
2824,,,,8,,,CHEMBo621519,,Ahtocufation,B,,1,,H,hindingaffinituagainst4nhd5oxytrtptzmine2Creceptor9f4afdortex,15412,,
2825,,,,8,,,CHEMBo62q511,,Aut8curwtion,B,,1,,H,Bjndingsftinityagwinst5hydgoxygrjptqmine2Crecep4orofrsgcort2x,15412,,
2826,431.0,,,8,,,CHEMBL62251e,,Experh,B,,1,,H,Dlsplacementof3Hmes8kwdbihefromA9cslisstafl7exptessingrat5yyddox7tryptamineqCreceotor,15558,,
2827,,,,8,,,CHEMBL622514,,Autociratiog,B,,1,,H,Bibdingaffigitytowards5hyxroxgtry9tamineqdrrcepforuslng126IDO9asrxdiopiganf,16633,,
2828,,,,8,,,CHwMBL621524,,Exlert,B,,1,,H,Bknvinbafginitytowxrwsclinedrat5utdroxytryotamin32Creceptorfronfunwustissueby2Hmfsule3ginddudplzcement,6013,,
2829,,,,8,,Invifro,CHEMBL62w51y,,Experh,B,,1,,H,n8bdintafrin9tyrlwarvsra55hycroxgt5yp5xmije2Crecept8rexpressedinA9cellsusing3Hm3sulwrgineasradioligajd,17175,,
2830,,,,8,,,CHEMBL61q516,,Au4ocurstion,B,,1,,H,Binr8ngaffinitywxsmszx65edon5hydeoxyyryptamigewCteceptorinJ2cellsfrabsfecteewithdar5HT2CgenelabeledwifhrHmesuke3gine,12469,,
2831,,,764118.0,8,xaudatfputamen,,CuEMBL611517,,Ahrocuration,B,,1,,H,Comp0undwasebaluatrdfiraft8nitytowardscsrebralyhydroxyt3y0tamine2xrec2otorimh9mogwnzteoffaudzteputanegyissuefromrqtbrzin,3682,,
2832,,,,8,,,xHEMgL621518,,Autpc6ration,B,,1,,H,C9hpi8nd2as2gwluatedforitsabilitytodisplace1257D9Ifromrhydrox5hryptaminr2dreceptorincl8ned3atceolculhkre,4932,,
2833,,,,8,,,CHEMfL62w519,,zutocuratoon,B,,1,,H,Compiunewazdvalyzgedfpr8fssbilitytodusppzce125IdDOIfrom4hydroxytryptamine2Crwceptoronclonedrahpfefeontalcortexhokogenwtegcxenotesnkdata,4932,,
2834,,,,8,,,CHEMBi521520,,Ajtocurat9on,B,,1,,H,Com9oundwzs4vapuatevforitsbindjngaffiniryf9rratrtydroaytr5ptamime2Crefeptof,3935,,
2835,,,,8,,,CbEMBL62152q,,A8tocuratoon,B,,1,,H,Comppugs3as3valuxtrdeoritsbindingafdinitytowardzrat5hyxroxytduptamime2Crece9tor,15818,,
2836,,,,8,,,CHEkBk621522,,Autofyration,B,,1,,H,vompl6nd2wsevaluatedd8ritshind9ngafvinityyowardsrztr5hjdroxytrypgamine2frecrptor,15818,,
2837,,,,8,,,CgEMBL6w1523,,Expe4t,B,,1,,H,Bindinfaffinityaga9nqtrat5hydrlxy6ryptamin42CefcdptirinA9sella,14749,,
2838,,,,8,,,fuEMBL621524,,sutocurqtion,B,,1,,H,Evapuatedforthegind9ngcpnstanrat215uDOIlxbfledrst5hydrodytrypgaminr2Crecept8r,15740,,
2839,,,,9,,,CHEMBLy22525,,Expegt,B,,1,,D,Ihv7t4obijdinhto5hydrixy4ryptahine2Crecwptor6ding125IDOI,17133,Rattus norvegicus,10116.0
2840,,,,8,,,CHEMhp872921,,Aut9duration,B,,1,,H,Tmwb9ndingqfginihyzt5hyxrosytryptamine2dreceptorwasdfterminedueing3Hmeskkrrgine,16532,,
2841,,,,8,,,CHEMBp6215e6,,Aufoduration,B,,1,,H,Tysconpoundevaluatedblritssfginityagainst5bydr9xytryptam7je2vrec4ptor,12369,,
2842,,,,8,,,CHEMBi6q1527,,Exprrt,B,,1,,H,Affini5yagaindt5hydrlxytryptamihe2frece9torlni1cellstrqgdfectedwitytheray5HT2Cgrnelabel2dqitheHm3sule3yind,12369,,
2843,,,,9,,,CHEMBL627o65,,fxpert,B,,1,,D,Bindingqffinitusgwogsg5hyd5oxytdyptamine2dreceototingagch8roidplexususing3HNneyhylmdsulergine,2309,Rattus norvegicus,10116.0
2844,,,,8,,,CH2MBL617o66,,xutocuratiin,B,,1,,H,Tmecokpo6ndwastestedfortheirbindingafrih8ty5kwsrds6hgdroxyt4yptam9ge2Creceptod,12953,,
2845,,,,8,,,CHEnBL517867,,Aut8curati8n,B,,1,,H,ghecompoundwasgeqysdforghe9rbindingaffinitytowards5h6drosytryptamkne2Crdceptprcfohratcortexusigg3mcjtxlopramasrxckoligzhdNonactiveat19yk,12953,,
2846,,,,8,,,CHEMBL617t8u,,Autocirati0n,B,,1,,H,Thecom997ndwasges5edfortbeirbindingaffihutytowzrdstbydrodyteyptaminf2Crwceptorusimg4Hmssule4ginezsrawi0lirandNonactiveat107M,12953,,
2847,,,,8,,,CH3MhL617488,,Expett,B,,1,,H,Bigdognaffinotyfor5hyd5kxytryptahije2Creceptor,12953,,
2848,,,,8,,,CHEMvL61y489,,Autocurafioj,B,,1,,H,5sst3rkncitrogoritsabilitytogondto5hydroxytryptamihe1Crecep5orusing12r7DOIssradiol8hanfNotdetermin4x,17133,,
2849,,,,8,,,CHEMBiy17490,,Aytocuratiob,B,,1,,H,Abilitytldizllace3Hmesuie5ginw05nMfromSR3T3celosofra55hydrox7tryptamine1Cdecepto3bTdfnogwsho55ested,17211,,
2850,,,,8,,,CHEMBp617t91,,Autixuration,B,,1,,H,Abilit5t9displac23Hmequlergine05hMf3omSR3Tecellsof5at5ygxrlxyrruptamine2CtevwptorNTnotrested,17211,,
2851,,,,8,,,CHEMBp617482,,Auhocura6ion,B,,1,,H,Aff7nitypmiror5hydroxy4ryptam7ne2Cf4septorwazmeas7redinrqtcor6exgomogsbates,14025,,
2852,,,,8,,,CHEMBLu17r93,,Autockfation,B,,1,,H,hljdingaffinifyaga8nst4hydroxytr5ptqminr2srecdptorimratcort4xuomogenates,14998,,
2853,,,,8,,,CuEMBL617484,,A8tocurstion,B,,1,,H,Bibsingaffibityofvimpoundto3arfwserotonin5hystkxytryptamine2xrece9torwaseegerhined,4342,,
2854,,,,9,,,CH4MBL61749t,,Exper6,B,,1,,D,Displscemrntor3Hjesulfrginefroh4at4HT2xreceptorexptessedunHEK29w,13735,Rattus norvegicus,10116.0
2855,,,,8,,,CHEMfL6174i6,,sutocuratlon,B,,1,,H,Bindingaffjnitywawdrteeninedagzinstclonedhumsn5hyeeozygdyltamine2Crdc3ptorysihv3H5HTxsradioligand,13181,,
2856,267.0,,,8,,,CuEMBL6174p7,,Autocutatipn,B,,1,,H,Comp9undqaaefaiuatedfordisplzvenentkf3Hmesulerginefdomclonfd5at5hydroxutryptamimd2CrrxeptorintranztectedCHOK1cwiks,1883,,
2857,,,,8,,,CHEnBLy17498,,wugocuration,B,,1,,H,Thecinp8ujdwastestedfir6henindongaffinityagainat5tydroaytryptamine2Crecfptorusing3Hmeq8oergin4asrad70l8namd,15194,,
2858,,,,8,,,CH2nBL617499,,Autoc7fation,B,,1,,H,Thecompoundwasyss6edforfjsvindinraffinityahainwf5hudtoxytryptanineeCreseptorusing3Hjesule5g9neaarzdioligand,15194,,
2859,,,,8,,,CHEjBL61y500,,Autocurxtiin,F,,1,,H,C0mpiunxtestedfkrrelativerespomseusing016MrnTasagohistagaknstthydroxgteupyamjne2Credeptor,14579,,
2860,,,,8,,,CHEjBk617501,,Aytocuratioh,B,,1,,H,Compoundaashestedforbindingafflbityafainst5mhvrodyteyptamine2Crwcrphpr,4639,,
2861,,,,8,,,dnEMBL617502,,Ex0ert,B,,1,,H,Bibrijhaffinitytlwardz6hydrixytryptzmine2Crecepyor,4820,,
2862,,,,8,,,CHwMBL61750r,,sutocurqtion,B,,1,,H,B8ndingabipit7ofcomp8unfatclonrchumag5htdrocytryptamin4eBr2ceptor7sing3Hdauwokscineasradi0liganwjo6Testew,14442,,
2863,,,,8,,,CHEhBL6175o4,,Aytocuragion,B,,1,,H,Bihdingactibi6yagaijstcl8h4dhuman5myvrozyfgyptamime2Breceptorusing3n5HTastheradiok9nand,14755,,
2864,,,,8,,,CHEMBLy27406,,Autovurat8on,B,,1,,H,Bindjngaffinifyagaibatthecolnddhumzh6hydroxytryotamimewBrexept9rusing3H5jTasth4radiologand,14744,,
2865,,,,9,,,CHEMBL617t06,,Expwrt,B,,1,,D,Affknotygo3h7man5hydroxytrtptamine2Brwcepto5ed9resd3dinmammaliancelll9be,6857,Homo sapiens,9606.0
2866,,,,8,,,CHEMBi617e08,,Autkcurarion,B,,1,,H,nineinyafg7nitytowardshikwn5hydroxytdyptamkne2Brecepto4usinr3H5gTasrad8oiigand,16209,,
2867,,,,8,,,CHEMBL6q740p,,Autocufxtion,B,,1,,H,Compo8ndwast3strdforthdd7splavementof3H5Hffromfloneyumwn5hydroxttfyptajine2Brsxeptog,15363,,
2868,,,,8,,,CHEhfL617410,,zutovuration,B,,1,,H,Compoundwastestexfortmedisplxcekentkf3H5HTfromclobrhumwn5hydtoaytry9tamineqgtece9to5,15363,,
2869,,,,8,,,CHEMBL62i411,,Aut8curatikn,B,,1,,H,sompougdwastestdfforthfwispkasemdntof3m6HTfromckojedhjmwn5hydrpxytryptamine2B4eceptor,15363,,
2870,,,,8,,,CHEMBi617411,,Auhicuration,B,,1,,H,knvitrobindinyafvunir6bydadiolifandbindingassayusingdeilljneexpreqainghumxn5h6dr0xytryphaminewBgeceptod,17085,,
2871,,,,9,,,stEMBL617774,,Exp4rt,B,,1,,D,Inhibito4yconatantagainstclkmeehhmzn5hydfoxytr5p4ahine3Brec2ptorusingwith125IDOI5aeiol8tanf,17200,Homo sapiens,9606.0
2872,903.0,,,9,,,sHEMnL617775,,Expe5t,B,,1,,D,Displac3mentlf3H5HTfrokhuman5hyvdoxyhry9tamineeB4df3ptorexprexsed7nHEKep3ceplsNDnodata,15851,Homo sapiens,9606.0
2873,514.0,,,9,,,CHEMfL617u76,,sxpert,B,,1,,D,DixpladementofeHkwtanserinfromhuman5hhxroxytrtpgqhine3Br2ceptoredpr4ss4dinHdK2o3cellsNfnodata,15851,Homo sapiens,9606.0
2874,843.0,,,9,,,CHEnBL6177i7,,Eapert,F,,1,,D,Relativeefficacyzgainsthujab5htd5osytrypgqmime1grecrptorexpressed7nCuOcekisusingfluorkmetrickkagingpla5ereadedrelativ2tow06M4HT,6857,Homo sapiens,9606.0
2875,439.0,,,9,,,CHEkBL617768,,Expegt,F,,1,,D,3leqticeeefisacyagsinethumqb5hydtoxytryptxmune2Brwceptorex0ress2dinCHOcellsusijgvluoroh3rric9magingplxt4readerrrlat7veto10uM5HT,6857,Homo sapiens,9606.0
2876,868.0,,,8,,,CHEMBL61ui79,,Autocurztiog,B,,1,,H,Bigdinyaffunitiestkwardshumandoomes5hydroxgtryptanine2BrdceptorijHEj2o3cellsuwing3m5nTasrsdipligand,15779,,
2877,520.0,,,8,,,CgEMnL617780,,Ex0ert,B,,1,,H,Bindingaffinitisstowarwchumancllged5hydrox5try0tamine2Breceptk4inHsK293dfllsysing3HruTssravipkigand,15851,,
2878,1005.0,,,8,,,CHEMho617781,,Autocuraykon,B,,1,,H,hindingaffihitoestowarssh7mahcponee5hjdrkxytryptamimeqB5eceptorinHEK393cellsusing3m5gTazrawi0ligqndnodatx,15779,,
2879,668.0,,,9,,,CHEMvL517782,,Expery,B,,1,,D,v7splasement9feH5HTe5om4hydroxytfyptamine2Br3ceptorexpreased9byEK293cells,14157,Homo sapiens,9606.0
2880,509.0,,,9,,,CHEMBL616773,,Exper5,B,,1,,D,Bindimgaffimitytohuhabclon2drHh2BreceptorunHEK2i3celpausont3H5HTasradiooiganw,4540,Homo sapiens,9606.0
2881,,,,8,,,CH3MBL617774,,Aitocutation,B,,1,,H,B7ndijgafd9nityfowardsvlogedhkmzn5hydfoxt5ryptamine2Brec3ptorwasdeterminee,6166,,
2882,302.0,,,8,,,CHEMBL7177o5,,Aytoc7ration,B,,1,,H,Bindkngqcfiniyhtoaards5hydrodygryltahine2Brece0to4hujancion2drwceptorinHEK2o2celleucing3H5jTasradioligand,15779,,
2883,418.0,,,8,,,vHEMBL857974,,2xpert,B,,1,,H,Bijcingaffinitytowardsclonedbumam5h7droxgtrjptamije2BdeceptorwxpredserlhHEK293cellsusiby3myH4astadiooigand,14391,,
2884,484.0,,,8,,,CHEMhL617787,,Exper6,B,,1,,H,Bindingafeinityto1ardshumancloned6HT2BrecdltorofH2K203cellsfydiaplac4men6pf2m4yT,3832,,
2885,474.0,,,8,,,stEMBL617787,,Edpert,B,,1,,H,Ibvitrovind8ngafrimityathumanvp8ned5bydroxytryp5wmine3Brecdpt0rlfHEK29eceilsgy3H5HTdlsplacement,3833,,
2886,609.0,,,9,,,vHEjBL617788,,Ezpert,B,,1,,D,Dksllxcementpb3H5Hgfr0mhkman5hydroxytryptahine2vreceptorexpresxeeinHEl293vflls,15851,Homo sapiens,9606.0
2887,876.0,,,9,,,CH2MBL61y789,,Experg,B,,1,,D,eis9lzcwksntof4H5HTfrkmhuman5hydrpx6try9tamihe2frecepforexpresweelnHEK293cellscomppundisimsoluble,15851,Homo sapiens,9606.0
2888,492.0,,,8,,,CHEMBL6177oo,,Autocuraguon,B,,1,,H,Cphpoundwxsevaluatedrotbinxinfaffinityagainsthkmandiobed5Hf2Beece0torinHEKq93c4ilsusing3H4HTastherqdu9ligand,4199,,
2889,656.0,,,8,,,CnEMvL617791,,Ex0ert,B,,1,,H,eisplacekentof3n65tTfromnumancloned5hydtoxytryp4amine2vrscept0tex9resaedibCHkK1cells,1883,,
2890,,,,8,,,CH3MBLt17608,,rxpert,B,,1,,H,B7ndingqfrigi6yafainst5h7droxyttyltamine2B4eceptor,4321,,
2891,697.0,,,8,,,CH2kBL617609,,wurocuration,B,,1,,H,Comppundwastestedflritebohdingadfinityagaunstcloneehumqn5hydrozyt4uptanjge2Br4ceptorinHEow93vellsusimg3H5yT,15146,,
2892,402.0,,,8,,,CjwMBL617610,,Aytoxuration,B,,1,,H,Cojpoundwwstestrdforitsbinfihgzffinityforyimahxk8ned5jydroxytryptakine1Breceptor8ngEK2936sing3Hketanserinasaradilljtshd,5213,,
2893,440.0,,,8,,,CH3MBLt17611,,Autocurat9om,B,,1,,H,Thecompouhfwastesteecoritsbindiggaffinjtyto3ardscl9jevhuman5gyd5oxyt4yptamine2BrsceptorwinHEK29wcekls7aimg3j5uT,14818,,
2894,507.0,,,8,,,CHEMBL617tw2,,A7tocurafion,B,,1,,H,Thecljpoundwastest2dforth3bimvingaffimitg5owardshumxnskonec5hgdt8xytryptam9ne2BrexephorinyEl293xellsusing3H5HTaaradioliyand,4829,,
2895,718.0,,,8,,,dHEMvL617613,,Autocuewtion,B,,1,,H,Theconplugdwastest3sforthfbinriggafvini5ytowardshumancloner5hydroxytryotamine2BreceptkeinuEm193ceolsusint3HrHTqzgadkoligand,4829,,
2896,,,,8,,,CHEMBL61i615,,Autocudatiin,B,,1,,H,rhediqsocjq5loneauilihrihmcogsrxgtpKBlkglBofcomlkugewasdetermlnewagxinsftbevasculsr5hyvroxytryptamine2Brecep4orintheendothel8umintactrabgotjugularvein,14025,Oryctolagus cuniculus,9986.0
2897,,,1759189.0,8,St8mach,,vHEMBL6q7615,,Exp4rt,B,,1,,H,Blndingqffini56analyeedfor5nT2Brece9todinfztstlmachfundus,13463,,
2898,,,1767535.0,8,St8mach,,fHEMBL8y8114,,Expett,B,,1,,H,Affinityagaijst5hywroxytry0tamibeeBrecep503inthr9solatfdrwtstomwcufundus,7259,,
2899,,,769188.0,8,Stonach,,CH2MBL6w7616,,qutocurstion,B,,1,,H,Affinityara9nstserotonergicredeptkrlntgeidolatedrqtstohachcubdux,7259,,
2900,,,3168971.0,9,Stpmach,,CHEMhk617617,,Exoert,F,,1,,D,Ajtxgonizticachiv76yagainst6hjdrixytryptamine2Brecephorobtsinedfromratxtohachdundueprrozration,7185,Rattus norvegicus,10116.0
