geniusNameLabel,websiteLabel,familyNameLabel,motherLabel,birthDate,givenNameLabel,numberOfChildren,recordLabelLabel,cityLabel,musicianLabel,genreLabel,activityStart,religionLabel,fatherLabel,partner,musician,genderLabel,ethnicityLabel,residenceLabel,twitterNameLabel
John-d-loudermilk,,Loudermilk,,1934-03-31T00:00:00Z,John,,RCA Victor,Durham,John D. Loudermilk,country music,1950-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q707201,male,,,
,http://www.lilscrappy.com/,,,1984-01-19T00:00:00Z,,,BME Recordings,Atlanta,Lil Scrappy,hip hop music,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q706324,male,African Americans,Atlanta,
,,Li,Linda Lee Cadwell,1969-04-19T00:00:00Z,Shannon,,,Santa Monica,Shannon Lee,,1993-01-01T00:00:00Z,,Bruce Lee,,http://www.wikidata.org/entity/Q698411,female,,,
,,,,1920-12-19T00:00:00Z,,,Columbia Records,Raleigh County,Little Jimmy Dickens,country music,1936-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q706417,male,,,
,http://www.terrykath.com,Kath,,1946-01-31T00:00:00Z,Terry,,,Chicago,Terry Kath,rock music,1963-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q692632,male,,,
Jerry-douglas,http://www.jerrydouglas.com/,Douglas,,1956-05-28T00:00:00Z,Jerry,,Rounder Records,Warren,Jerry Douglas,country music,,,,,http://www.wikidata.org/entity/Q705743,male,,,jerrydouglas
,,,,1883-04-06T00:00:00Z,Vernon,,Columbia Records,Jefferson,Vernon Dalhart,country music,1913-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q704781,male,,,
,,Brown,,1922-09-13T00:00:00Z,Charles,,Aladdin Records,Texas City,Charles Brown,blues,1948-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q706371,male,African Americans,,
Leif-garrett,,Garrett,,1961-11-08T00:00:00Z,Leif,,Atlantic Records,Hollywood,Leif Garrett,pop music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708123,male,,,
Bj-thomas,http://www.bjthomas.com/,Thomas,,1942-08-07T00:00:00Z,Billy Joe,,ABC Records,Hugo,B.J. Thomas,pop music,1966-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q706518,male,,,TheBJThomas
Arthur-conley,,Conley,,1946-01-04T00:00:00Z,Arthur,,Atco Records,Atlanta,Arthur Conley,soul music,1959-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708969,male,African Americans,,
Jay-reatard,http://www.jayreatard.com/,,,1980-05-01T00:00:00Z,Jay,,Matador Records,Memphis,Jay Reatard,thrash metal,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q677883,male,,,jayreatard
Art-mooney,,Mooney,,1911-02-14T00:00:00Z,Art,,MGM Records,Brooklyn,Art Mooney,pop music,,,,,http://www.wikidata.org/entity/Q705653,male,,,
,http://www.jeruthedamaja.com/index.html,Davis,,1972-02-14T00:00:00Z,,,PolyGram,Brooklyn,Jeru the Damaja,hip hop music,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q693586,male,,,Jeruthedamaja
Victor-manuelle,,,,1967-09-27T00:00:00Z,Victor,,Sony Music Latin,New York City,Víctor Manuelle,salsa,1985-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q682003,male,,,victormanuelle
Jonathan-richman,,Richman,,1951-05-16T00:00:00Z,Jonathan,,Beserkley Records,Natick,Jonathan Richman,protopunk,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q709470,male,,,
Rick-springfield,http://rickspringfield.com,Springfield,,1949-08-23T00:00:00Z,Rick,,Sparmac Productions,Sydney,Rick Springfield,rock music,1962-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q707446,male,,,rickspringfield
Bobby-v,http://www.justbobby.com,Wilson,,1980-02-27T00:00:00Z,Bobby,,Def Jam Recordings,Jackson,Bobby V,rhythm and blues,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q682511,male,African Americans,,BOBBYV
Jeremy-camp,http://www.jeremycamp.com,Camp,,1978-01-12T00:00:00Z,Jeremy,,BEC Recordings,Lafayette,Jeremy Camp,contemporary Christian music,2000-01-01T00:00:00Z,,,Adrienne Camp,http://www.wikidata.org/entity/Q707921,male,,,jeremycamp
,http://www.willpan.com.tw/,Pan,,1980-08-06T00:00:00Z,,,,West Virginia,Wilber Pan,pop music,2001-01-01T00:00:00Z,Protestantism,,,http://www.wikidata.org/entity/Q702508,male,,,willpan23
,,Burnette,,1934-03-25T00:00:00Z,Joseph,,Charly Records,Memphis,Johnny Burnette,country music,1952-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711339,male,,,
Frankie-lymon,,Lymon,,1942-09-30T00:00:00Z,Frankie,,Apex,Harlem,Frankie Lymon,rock music,1954-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q683420,male,African Americans,,
Coco-lee,http://www.cocolee.net,Li,,1975-01-17T00:00:00Z,Coco,,Epic,Hong Kong,Coco Lee,pop music,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q703216,female,,,cocolee117
,,Godfrey,,1903-08-31T00:00:00Z,Arthur,3.0,Vee-Jay Records,Manhattan,Arthur Godfrey,pop music,1929-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q709509,male,,,
Sticky-fingaz,http://www.stickyfingaz.com/,Jones,,1973-11-03T00:00:00Z,Kirk,,Def Jam Recordings,Brooklyn,Sticky Fingaz,hip hop music,1991-01-01T00:00:00Z,atheism,,,http://www.wikidata.org/entity/Q704742,male,African Americans,,iamStickyFingaz
,http://www.chriswhitley.com/,Whitley,,1960-08-31T00:00:00Z,Chris,,Columbia Records,Houston,Chris Whitley,blues,1983-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708975,male,,,
,,Miller,,1911-07-04T00:00:00Z,Mitch,,Columbia Records,Rochester,Mitch Miller,traditional pop music,1940-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q709499,male,,,
Johnny-shines,,Shines,,1915-04-26T00:00:00Z,Johnny,,J.O.B. Records,Tennessee,Johnny Shines,blues,1932-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708110,male,African Americans,,
,http://www.cleavantderricks.com/,,,1953-05-15T00:00:00Z,,4.0,,Knoxville,Cleavant Derricks,,1978-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708054,male,African Americans,,
,http://www.kennywayneshepherd.net/,Shepherd,,1977-06-12T00:00:00Z,Kenny,,Roadrunner Records,Shreveport,Kenny Wayne Shepherd,blues,1990-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708721,male,,,KWShepherd
,,Abbott,,1954-04-02T00:00:00Z,Gregory,,Columbia Records,New York City,Gregory Abbott,soul music,1982-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q705025,male,,,gregoryabbott
Baby-bash,http://www.babybash.com,,,1975-10-18T00:00:00Z,,,Dope House Records,Vallejo,Baby Bash,Southern hip hop,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708231,male,,,
,,Luman,,1937-04-15T00:00:00Z,Bob,,Sony/ATV Music Publishing,Nacogdoches,Bob Luman,country music,1956-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q704818,male,,,
,,Osborne,,1964-03-25T00:00:00Z,,,Alchemy Records,Montesano,Buzz Osborne,rock music,1983-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711367,male,,,
,http://www.curtisstigers.com,Stigers,,1965-10-18T00:00:00Z,Curtis,,Arista,Boise,Curtis Stigers,pop music,,,,,http://www.wikidata.org/entity/Q706844,male,,,
,http://www.ginuwine.com/,,,1970-10-15T00:00:00Z,,,Epic,"Washington\, D.C.",Ginuwine,rhythm and blues,1991-01-01T00:00:00Z,,,Solé,http://www.wikidata.org/entity/Q705458,male,,,
John-hartford,http://www.johnhartford.com,Harford,,1937-12-30T00:00:00Z,John,,Warner Bros. Records,New York City,John Hartford,bluegrass music,1953-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q704700,male,,,
,http://www.4everbrandy.com/,Norwood,Sonja Norwood,1979-02-11T00:00:00Z,Brandy,1.0,Epic,McComb,Brandy Norwood,pop music,1993-01-01T00:00:00Z,,Willie Norwood,,http://www.wikidata.org/entity/Q690974,female,African Americans,,4everBrandy
,,Watson,,1935-02-03T00:00:00Z,Johnny,,Federal,Houston,"Johnny ""Guitar"" Watson",rhythm and blues,1952-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708884,male,African Americans,,
David-banner,http://www.david-banner.com/,Banner,,1974-04-11T00:00:00Z,David,,SRC Records,Jackson,David Banner,hardcore hip hop,1994-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708506,male,African Americans,,THEREALBANNER
Don-felder,http://www.donfelder.com/,Felder,,1947-09-21T00:00:00Z,Donald William,,,Gainesville,Don Felder,hard rock,1966-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q704399,male,,,
,http://countrymusichalloffame.org/full-list-of-inductees/view/grandpa-jones1,Jones,,1913-10-20T00:00:00Z,,,RCA Records,Niagara,Grandpa Jones,country music,1932-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q704809,male,,,
,,Only,,1959-04-21T00:00:00Z,Jerry,,,Lodi,Jerry Only,horror punk,1977-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708970,male,,,
,,Linnell,,1959-06-12T00:00:00Z,John,,Bar/None Records,New York City,John Linnell,alternative rock,1979-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q707352,male,,,
,http://www.fanfan.com.tw/,Fan,,1976-03-18T00:00:00Z,Christine,,,Ohio,Christine Fan,,1997-01-01T00:00:00Z,,,Chen Chien-chou,http://www.wikidata.org/entity/Q710534,female,,,
,,Chen,,1982-02-24T00:00:00Z,,,,Fenghua District,Fala Chen,,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q707187,female,,,falachenfala
,,Waters,,1946-03-11T00:00:00Z,Patty,,ESP-Disk,Iowa,Patty Waters,jazz,,,,,http://www.wikidata.org/entity/Q675401,female,,,
,,,,1971-07-13T00:00:00Z,,,Derrty Entertainment,St. Louis,Ali,hip hop music,1993-01-01T00:00:00Z,Islam,,,http://www.wikidata.org/entity/Q710020,male,African Americans,,
,http://cuba-gooding.com,,,1944-04-27T00:00:00Z,,,Motown,New York City,Cuba Gooding Sr.,soul music,1964-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q705748,male,African Americans,,
,http://www.davidtao.com/,Tao,,1969-07-11T00:00:00Z,David,,,Hong Kong,David Tao,rock music,,Protestantism,Tao Dawei,,http://www.wikidata.org/entity/Q710857,male,,,
Edwin-starr,http://www.edwinstarr.info/,Starr,,1942-01-21T00:00:00Z,Edwin,,Ric-Tic Records,Nashville,Edwin Starr,soul music,1951-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708136,male,African Americans,,
,,Lowell,,1984-10-17T00:00:00Z,Chris,,,Atlanta,Chris Lowell,,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q703929,male,,,mrchrislowell
,http://www.felderpomus.com/,Felder,,1925-06-27T00:00:00Z,Jerome,,Chess Records,Brooklyn,Doc Pomus,blues,,,,,http://www.wikidata.org/entity/Q704718,male,,,
,http://loaded.ramblinjack.com/,,,1931-08-01T00:00:00Z,,,Folkways Records,Brooklyn,Ramblin' Jack Elliott,folk music,,,,,http://www.wikidata.org/entity/Q703905,male,,,
,,Busey,,1971-06-15T00:00:00Z,Jake,,,Los Angeles,Jake Busey,,,,,,http://www.wikidata.org/entity/Q708824,male,,,
Arthur-fields,,Fields,,1888-08-06T00:00:00Z,Arthur,,Vocalion,Philadelphia,Arthur Fields,country music,,,,,http://www.wikidata.org/entity/Q709354,male,,,
Hank-thompson,http://www.hankthompson.com/,Thompson,,1925-09-03T00:00:00Z,Henry,,,Waco,Hank Thompson,country music,1946-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q706422,male,,,
,http://www.sagefrancis.net/,Francis,,1976-11-18T00:00:00Z,Sage,,Epitaph Records,Miami,Sage Francis,alternative hip hop,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q676223,male,,Providence,SageFrancis
,http://www.bookert.com/,Jones,,1944-11-12T00:00:00Z,,,Atlantic Records,Memphis,Booker T. Jones,rhythm and blues,1961-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q703767,male,African Americans,,BookerTJones
,,Doyle,,1944-06-26T00:00:00Z,Arthur,,,Birmingham,Arthur Doyle,jazz,,,,,http://www.wikidata.org/entity/Q709140,male,,,
Scarface,,,,1970-11-09T00:00:00Z,,,Asylum Records,Houston,Scarface,gangsta rap,1988-01-01T00:00:00Z,Islam,,,http://www.wikidata.org/entity/Q708158,male,,,
,,McArdle,,1963-11-05T00:00:00Z,Andrea,,Walt Disney Records,Philadelphia,Andrea McArdle,pop music,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q692833,female,,,
Gene-chandler,http://www.genechandler.com/,Chandler,,1937-07-06T00:00:00Z,Gene,,Brunswick,Chicago,Gene Chandler,soul music,1957-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711442,male,African Americans,,
,,Sherman,,1924-11-30T00:00:00Z,Allan,,Warner Bros.,Chicago,Allan Sherman,,,,,,http://www.wikidata.org/entity/Q708963,male,American Jews,,
,http://www.davidclaytonthomas.com,,,1941-09-13T00:00:00Z,David,,,Kingston upon Thames,David Clayton-Thomas,rhythm and blues,1968-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q705333,male,,London,
Rodney-crowell,http://www.rodneycrowell.com,Crowell,,1950-08-07T00:00:00Z,Rodney,,Warner Bros. Records,Houston,Rodney Crowell,country music,1975-01-01T00:00:00Z,,,Claudia Church,http://www.wikidata.org/entity/Q704683,male,,,
,,,,1970-04-10T00:00:00Z,,,Universal Records,Detroit,Trick-Trick,hip hop music,1990-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q708009,male,African Americans,,TRICKTRICKGS
,,Johnston,,1948-08-15T00:00:00Z,Charles,,,Visalia,Tom Johnston,rock music,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q710641,male,,,
,http://www.raygillen.com/,Gillen,,1959-05-12T00:00:00Z,Ray,,,New York City,Ray Gillen,rock music,1978-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q703498,male,,,
,http://www.raystevens.com,Stevens,,1939-01-24T00:00:00Z,Ray,,Mercury Records,Georgia,Ray Stevens,pop music,1958-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q710282,male,,,
Jim-jones,http://www.jimjonesofficial.com,Jones,,1976-07-15T00:00:00Z,Jim,,Columbia Records,New York City,Jim Jones,hip hop music,1997-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q707008,male,African Americans,,jimjonescapo
,http://www.otisrush.net/,Rush,,1935-04-29T00:00:00Z,Otis,,Cobra Records,Philadelphia,Otis Rush,rhythm and blues,1956-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711197,male,African Americans,,
,,Torresola,,1958-03-10T00:00:00Z,José Antonio,,PolyGram,Paterson,Frankie Ruiz,salsa,1971-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q711406,male,,,
,http://tinaharris.com/,Harris,,1975-04-23T00:00:00Z,Tina,,,Baltimore,Tina Harris,contemporary R&B,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q691800,female,African Americans,,
Janis-siegel,http://www.janissiegel.com/,Siegel,,1952-07-23T00:00:00Z,Janis,,Atlantic Records,New York City,Janis Siegel,vocal jazz,1965-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q514308,female,,,
Andrew-bird,http://www.andrewbird.net,Bird,,1973-07-11T00:00:00Z,Andrew,,Rykodisc,Chicago,Andrew Bird,indie rock,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q503783,male,,,andrewbird
,,Howard,,1914-01-01T00:00:00Z,Rosetta,,Decca,Chicago,Rosetta Howard,blues,,,,,http://www.wikidata.org/entity/Q511960,female,,,
,http://www.barbaralea.com,,,1929-04-10T00:00:00Z,Barbara,,Fantasy,Detroit,Barbara Lea,,1951-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q514801,female,,,
,,Abbott,,1945-01-01T00:00:00Z,D.,,,New York City,Diahnne Abbott,,,,,Robert De Niro,http://www.wikidata.org/entity/Q509192,female,,,
,http://officialdondria.com/,,,1987-01-06T00:00:00Z,,,So So Def Recordings,Dover,Dondria,contemporary R&B,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q514322,female,African Americans,,dondria
Johnny-thunders,,,,1952-07-15T00:00:00Z,Johnny,,ROIR,Queens,Johnny Thunders,rock music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q505072,male,,,
Chris-jones,,Jones,,1958-11-11T00:00:00Z,Chris,,Stockfisch Records,Reno,Chris Jones,,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q509428,male,,,
Donny-hathaway,http://www.donnyhathaway.info,Hathaway,,1945-10-01T00:00:00Z,Edward,,Curtom Records,Chicago,Donny Hathaway,soul music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q507864,male,,,
,,Lawrence,,1988-01-12T00:00:00Z,Andrew,,,Abington Township,Andrew Lawrence,,,,,,http://www.wikidata.org/entity/Q505900,male,,,AndyJLawrence
,,Donahue,,1936-01-27T00:00:00Z,Troy,1.0,,New York City,Troy Donahue,Western,,,,Zheng Cao,http://www.wikidata.org/entity/Q516035,male,,,
Kari-jobe,http://www.karijobe.com,Jobe,,1981-04-06T00:00:00Z,Kari,,Sparrow Records,Waco,Kari Jobe,contemporary Christian music,2003-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q513041,female,,Dallas,karijobe
Christina-vidal,,Vidal,,1981-11-18T00:00:00Z,Christina,,,Queens,Christina Vidal,,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q509061,female,,,
,,Miller,,1992-09-30T00:00:00Z,Matthew,,,Wyckoff,Ezra Miller,,2008-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q508049,non-binary,,,
,http://cymphonique.com/,Miller,,1996-08-01T00:00:00Z,,,,Los Angeles,Cymphonique Miller,,2007-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q515562,female,African Americans,,Cymphonique
,http://www.ellengreene.com,Greene,,1951-02-22T00:00:00Z,Ellen,,,Brooklyn,Ellen Greene,,1966-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q513009,female,American Jews,,
,http://www.lesclaypool.com/,Claypool,,1963-09-29T00:00:00Z,Les,,Prawn Song Records,Richmond,Les Claypool,rock music,1979-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q514985,male,,,
Nona-gaye,,Gaye,,1974-09-04T00:00:00Z,Nona,,Atlantic Records,"Washington\, D.C.",Nona Gaye,,,,Marvin Gaye,,http://www.wikidata.org/entity/Q508359,female,African Americans,,
,http://www.rosablasi.com,Blasi,,1972-12-19T00:00:00Z,Rosa,1.0,,Chicago,Rosa Blasi,,,,,Jim Finn,http://www.wikidata.org/entity/Q508157,female,,,
,http://roshonfegan.com,Fegan,,1991-10-06T00:00:00Z,,,,Los Angeles,Roshon Fegan,,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q507999,male,,,ROSHON
,,Webb,,1909-02-10T00:00:00Z,,,,Baltimore,Chick Webb,jazz,,,,,http://www.wikidata.org/entity/Q505749,male,African Americans,,
,,Shaw,,1907-02-25T00:00:00Z,,,,San Francisco,Wini Shaw,,,,,,http://www.wikidata.org/entity/Q519086,female,,,
Randy-jones,http://www.randyjonesworld.com,Jones,,1952-09-13T00:00:00Z,Randy,,,Raleigh,Randy Jones,pop music,1977-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q516037,male,,,
Jack-teagarden,http://jackteagarden.com,Teagarden,,1905-08-20T00:00:00Z,Jack,,RCA Victor,Vernon,Jack Teagarden,jazz,1920-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q504485,male,,,
,http://gracekellymusic.com/,Kelly,,1992-05-15T00:00:00Z,Grace,,,Wellesley,Grace Kelly,jazz,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q517253,female,,,
,http://www.ross-the-boss.com,,,1954-01-03T00:00:00Z,Ross,,AFM Records,The Bronx,Ross the Boss,heavy metal,1973-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q503770,male,,,
,,Wilson,,1896-09-02T00:00:00Z,Edith,,Brunswick,Louisville,Edith Wilson,blues,1919-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q517273,female,,,
,,,,1995-05-12T00:00:00Z,,,Hollywood Records,Plano,Kenton Duty,,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q507446,male,,Los Angeles,kentonjduty
Frankie-negron,http://www.frankienegron.com/,,,1977-01-21T00:00:00Z,Frankie,,Warner Music Latina,Newark,Frankie Negrón,salsa,1997-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q513761,male,,,FrankieNegronFC
Chris-willis,http://www.chrisworldentertainment.com/,Willis,,1969-02-26T00:00:00Z,Chris,,,Dayton,Chris Willis,rhythm and blues,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q512975,male,African Americans,,chriswillistwit
Bobby-hebb,http://www.bobbyhebb.com,Hebb,,1938-07-26T00:00:00Z,Bobby,,Cadet Records,Nashville,Bobby Hebb,,1955-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q513991,male,African Americans,,
,,Hauser,,1941-12-12T00:00:00Z,Tim,,,Troy,Tim Hauser,jazz,1961-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q515113,male,,,
,,Lachman,,1970-03-31T00:00:00Z,Patrick,,Elektra,Portland,Patrick Lachman,heavy metal,1987-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q515023,male,,,
Nils-lofgren,http://www.nilslofgren.com,Lofgren,,1951-06-21T00:00:00Z,Nils,,Epic,Chicago,Nils Lofgren,rock music,1965-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q504954,male,,,
,http://www.andrewwk.com,,,1979-05-09T00:00:00Z,Andrew,,Mercury Records,Stanford,Andrew W.K.,heavy metal,1996-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q505898,male,,,andrewwk
,,Morrison,,1942-08-29T00:00:00Z,Holmes,,,East Meadow,Sterling Morrison,rock music,,,,Martha Morrison,http://www.wikidata.org/entity/Q503886,male,,,
,http://www.papajohnphillips.com,Phillips,,1935-08-30T00:00:00Z,John,,Dunhill,Parris Island,John Phillips,folk music,1960-01-01T00:00:00Z,,,Geneviève Waïte,http://www.wikidata.org/entity/Q506592,male,,,
,http://www.funkypr.com/,,,1974-01-23T00:00:00Z,Luis,,Funkytown Music,San Juan,Luis Raul Marrero,reggaeton,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q506405,male,,,funkypr
Tim-armstrong,http://www.ratsinthehallway.com/,Armstrong,,1965-11-25T00:00:00Z,Timothy,,Epitaph Records,Berkeley,Tim Armstrong,ska,1980-01-01T00:00:00Z,,,Brody Dalle,http://www.wikidata.org/entity/Q503710,male,,,TimTimebomb
Carl-wilson,,Wilson,Audree Wilson,1946-12-21T00:00:00Z,Dean,,Capitol Records,Hawthorne,Carl Wilson,pop rock,1961-01-01T00:00:00Z,,Murry Wilson,,http://www.wikidata.org/entity/Q504920,male,,,
,,Jackson,,1976-08-31T00:00:00Z,,4.0,,Boston,Shar Jackson,,1993-01-01T00:00:00Z,,,Kevin Federline,http://www.wikidata.org/entity/Q507985,female,African Americans,,SharJackson
,http://www.dawnrobinson.com/,Robinson,,1965-11-24T00:00:00Z,Dawn,,Atlantic Records,New London,Dawn Robinson,soul music,1988-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q513274,female,,,dawnrobinson_
,,Lear,,1926-01-08T00:00:00Z,Evelyn,,,Brooklyn,Evelyn Lear,,,,,,http://www.wikidata.org/entity/Q509102,female,,,
,http://greggallman.com/,Allman,,1947-12-08T00:00:00Z,Gregg,,Liberty,Nashville,Gregg Allman,country music,1960-01-01T00:00:00Z,,,Cher,http://www.wikidata.org/entity/Q503264,male,,,GreggAllman
,,Jessel,,1898-04-03T00:00:00Z,George,,,The Bronx,George Jessel,,,,,Lois Andrews,http://www.wikidata.org/entity/Q506146,male,American Jews,,
,,Costello,,1979-04-16T00:00:00Z,Sean,,,Philadelphia,Sean Costello,blues,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q506371,male,,,
,,,,1928-09-20T00:00:00Z,,,Atlantic Records,Los Angeles,Vi Redd,jazz,1950-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q513985,female,African Americans,,
Daniel-tosh,http://www.danieltosh.com/,Tosh,,1975-05-29T00:00:00Z,Daniel,,,Boppard,Daniel Tosh,,,,,,http://www.wikidata.org/entity/Q514066,male,,,danieltosh
Guy-penrod,http://guypenrod.com/,Penrod,,1963-07-02T00:00:00Z,Guy,,,Taylor,Guy Penrod,,1988-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q506025,male,,,
,,,,1985-03-27T00:00:00Z,Blake,,,Los Angeles,Blake McIver Ewing,,1991-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q503625,male,,,
Ida-cox,,Cox,,1896-02-25T00:00:00Z,Ida,,Paramount,Toccoa,Ida Cox,blues,1960-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q508100,female,African Americans,,
Beanie-sigel,,,,1974-03-06T00:00:00Z,,,Roc-A-Fella Records,Philadelphia,Beanie Sigel,hip hop music,1997-01-01T00:00:00Z,Sunni Islam,,,http://www.wikidata.org/entity/Q516716,male,,,BeanieSigelSP
,,,,1947-03-27T00:00:00Z,James,,Columbia Records,Philadelphia,James Mtume,rhythm and blues,1961-01-01T00:00:00Z,,Jimmy Heath,,http://www.wikidata.org/entity/Q504429,male,,,
,,Brown,,1987-12-04T00:00:00Z,Orlando,,Walt Disney Records,Los Angeles County,Orlando Brown,contemporary R&B,1991-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q518206,male,,,
Mable-john,,John,,1930-11-03T00:00:00Z,,,Motown,Bastrop,Mable John,blues,,,,,http://www.wikidata.org/entity/Q511522,female,African Americans,,
Thurston-moore,http://www.thurstonmoore.com,Moore,,1958-07-25T00:00:00Z,Joseph,,Caroline Distribution,Coral Gables,Thurston Moore,alternative rock,1980-01-01T00:00:00Z,,,Kim Gordon,http://www.wikidata.org/entity/Q505677,male,,,
,http://www.lauraveirs.com/,Veirs,,1973-10-24T00:00:00Z,Laura,,Bella Union,Colorado Springs,Laura Veirs,alternative country,1999-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q508462,female,,Portland,lauraveirs
,,Hutton,,1923-08-11T00:00:00Z,June,,,Chicago,June Hutton,pop music,,,,Axel Stordahl,http://www.wikidata.org/entity/Q511585,female,,,
Cheryl-bentyne,,,,1954-01-17T00:00:00Z,Cheryl,,Columbia Records,Mount Vernon,Cheryl Bentyne,vocal jazz,1975-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q516580,female,,,
,http://www.huntmarsha.com/,Hunt,,1946-04-15T00:00:00Z,Marsha,,The Ferris Wheel,Philadelphia,Marsha Hunt,pop music,1967-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q511948,female,African Americans,Edinburgh,
