assays_Des,assays_ASCETY,assays_CONFSCO,assays_CHI,assays_CURB,assays_SASI,assays_CI,assays_ASTY,assays_RELTY,assays_SI,assays_ASSI,assays_TISI,assays_ASSOR,assays_ASSTET,assays_ASSSTR,assays_T,assays_VARII,assays_DOI,assays_ASSTAI,assays_ASSCATE,assays_ASSTIS,assays_BFOR,assays_ASSUBCELFR
Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not tested,,1,CHEMBL626978,Intermediate,,,A,N,1,9323,,Rattus norvegicus,,,50597,,5510,10116.0,,,BAO_0000218,
PK study was carried to determine the relative absorption ranking in rat.,,1,CHEMBL626979,Intermediate,,,A,N,1,9324,,Rattus norvegicus,,,50597,,16427,10116.0,,,BAO_0000218,
Maximum plasma concentration in Rat at a oral dose of 5 mg/kg,,1,CHEMBL626980,Intermediate,,,A,N,1,9325,1969.0,Rattus norvegicus,In vivo,,50597,,4689,10116.0,,Plasma,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.57-0.75 % dose/g",,1,CHEMBL626981,Intermediate,,,A,N,1,9326,178.0,Rattus norvegicus,,,50597,,11450,10116.0,,Blood,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.63 % dose/g",,1,CHEMBL626982,Intermediate,,,A,N,1,9327,178.0,Rattus norvegicus,,,50597,,11450,10116.0,,Blood,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.40-0.55 % dose/g",,1,CHEMBL626983,Intermediate,,,A,N,1,9328,178.0,Rattus norvegicus,,,50597,,11450,10116.0,,Blood,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.28-0.37% dose/g",,1,CHEMBL622522,Intermediate,,,A,N,1,9329,178.0,Rattus norvegicus,,,50597,,11450,10116.0,,Blood,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.56-0.74 % dose/g",,1,CHEMBL622523,Intermediate,,,A,N,1,9330,178.0,Rattus norvegicus,,,50597,,11450,10116.0,,Blood,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from % dose/g",,1,CHEMBL622524,Intermediate,,,A,N,1,9331,178.0,Rattus norvegicus,,,50597,,11450,10116.0,,Blood,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.20-2.85 % dose/g",,1,CHEMBL622525,Intermediate,,,A,N,1,9332,955.0,Rattus norvegicus,,,50597,,11450,10116.0,,Brain,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.16-1.76 % dose/g",,1,CHEMBL622526,Intermediate,,,A,N,1,9333,955.0,Rattus norvegicus,,,50597,,11450,10116.0,,Brain,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.96-3.72 % dose/g",,1,CHEMBL619849,Intermediate,,,A,N,1,9334,955.0,Rattus norvegicus,,,50597,,11450,10116.0,,Brain,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.57-3.59 % dose/g",,1,CHEMBL619850,Intermediate,,,A,N,1,9335,955.0,Rattus norvegicus,,,50597,,11450,10116.0,,Brain,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.36-1.53 % dose/g",,1,CHEMBL623864,Intermediate,,,A,N,1,9336,955.0,Rattus norvegicus,,,50597,,11450,10116.0,,Brain,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.81-1.08 % dose/g",,1,CHEMBL623865,Intermediate,,,A,N,1,9337,955.0,Rattus norvegicus,,,50597,,11450,10116.0,,Brain,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.84-0.98 % dose/g",,1,CHEMBL623866,Intermediate,,,A,N,1,9338,948.0,Rattus norvegicus,,,50597,,11450,10116.0,,Heart,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.53 % dose/g",,1,CHEMBL623867,Intermediate,,,A,N,1,9339,948.0,Rattus norvegicus,,,50597,,11450,10116.0,,Heart,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.22-1.48 % dose/g",,1,CHEMBL877615,Intermediate,,,A,N,1,9340,948.0,Rattus norvegicus,,,50597,,11450,10116.0,,Heart,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.85-1.13 % dose/g",,1,CHEMBL623868,Intermediate,,,A,N,1,9341,948.0,Rattus norvegicus,,,50597,,11450,10116.0,,Heart,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.55-0.63 % dose/g",,1,CHEMBL623869,Intermediate,,,A,N,1,9342,948.0,Rattus norvegicus,,,50597,,11450,10116.0,,Heart,BAO_0000218,
"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.33-0.42 % dose/g",,1,CHEMBL623870,Intermediate,,,A,N,1,9343,948.0,Rattus norvegicus,,,50597,,11450,10116.0,,Heart,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,1,CHEMBL623871,Intermediate,,,A,N,1,9344,2048.0,Rattus norvegicus,,,50597,,16434,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,1,CHEMBL623872,Intermediate,,,A,N,1,9345,2048.0,Rattus norvegicus,,,50597,,16434,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,1,CHEMBL622129,Intermediate,,,A,N,1,9346,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,1,CHEMBL622130,Intermediate,,,A,N,1,9347,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,1,CHEMBL622131,Intermediate,,,A,N,1,9348,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,1,CHEMBL622132,Intermediate,,,A,N,1,9349,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,1,CHEMBL622133,Intermediate,,,A,N,1,9350,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,1,CHEMBL622134,Intermediate,,,A,N,1,9351,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,1,CHEMBL622135,Intermediate,,,A,N,1,9352,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,1,CHEMBL622136,Intermediate,,,A,N,1,9353,2048.0,Rattus norvegicus,,,50597,,16435,10116.0,,Lung,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,1,CHEMBL622137,Intermediate,,,A,N,1,9354,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,1,CHEMBL622138,Intermediate,,,A,N,1,9355,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,1,CHEMBL623017,Intermediate,,,A,N,1,9356,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,1,CHEMBL623018,Intermediate,,,A,N,1,9357,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,1,CHEMBL623019,Intermediate,,,A,N,1,9358,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,1,CHEMBL623020,Intermediate,,,A,N,1,9359,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min.,,1,CHEMBL623021,Intermediate,,,A,N,1,9360,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,1,CHEMBL623022,Intermediate,,,A,N,1,9361,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,1,CHEMBL623023,Intermediate,,,A,N,1,9362,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,1,CHEMBL623024,Intermediate,,,A,N,1,9363,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,1,CHEMBL623025,Intermediate,,,A,N,1,9364,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,1,CHEMBL620545,Intermediate,,,A,N,1,9365,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,1,CHEMBL620546,Intermediate,,,A,N,1,9366,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,1,CHEMBL620547,Intermediate,,,A,N,1,9367,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,1,CHEMBL620548,Intermediate,,,A,N,1,9368,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,1,CHEMBL620549,Intermediate,,,A,N,1,9369,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,1,CHEMBL620550,Intermediate,,,A,N,1,9370,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,1,CHEMBL620551,Intermediate,,,A,N,1,9371,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,1,CHEMBL620552,Intermediate,,,A,N,1,9372,2385.0,Rattus norvegicus,,,50597,,16434,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,1,CHEMBL620553,Intermediate,,,A,N,1,9373,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,1,CHEMBL620554,Intermediate,,,A,N,1,9374,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,1,CHEMBL875845,Intermediate,,,A,N,1,9375,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,1,CHEMBL620555,Intermediate,,,A,N,1,9376,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,1,CHEMBL620556,Intermediate,,,A,N,1,9377,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,1,CHEMBL620557,Intermediate,,,A,N,1,9378,2385.0,Rattus norvegicus,,,50597,,16435,10116.0,,Muscle tissue,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,1,CHEMBL620558,Intermediate,,,A,N,1,9379,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,1,CHEMBL620559,Intermediate,,,A,N,1,9380,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,1,CHEMBL622939,Intermediate,,,A,N,1,9381,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,1,CHEMBL622940,Intermediate,,,A,N,1,9382,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,1,CHEMBL622941,Intermediate,,,A,N,1,9383,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,1,CHEMBL622942,Intermediate,,,A,N,1,9384,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,1,CHEMBL622943,Intermediate,,,A,N,1,9385,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,1,CHEMBL622944,Intermediate,,,A,N,1,9386,,Rattus norvegicus,,,50597,,16434,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,1,CHEMBL622945,Intermediate,,,A,N,1,9387,,Rattus norvegicus,,,50597,,16435,10116.0,,,BAO_0000218,
Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,1,CHEMBL622946,Intermediate,,,A,N,1,9388,,Rattus norvegicus,,,50597,,16435,10116.0,,,BAO_0000218,
Compound was evaluated for terminal half life in rat,,1,CHEMBL622947,Intermediate,,,A,N,1,9389,,Rattus norvegicus,,,50597,,3341,10116.0,,,BAO_0000218,
Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,,1,CHEMBL622948,Intermediate,,,A,N,1,9390,1969.0,Rattus norvegicus,In vivo,,50597,,3634,10116.0,,Plasma,BAO_0000218,
Compound was evaluated in vivo in rat for the plasma half-life at a oral dose of 20 mg/kg experiment by using concentration vs time curve,,1,CHEMBL622949,Intermediate,,,A,N,1,9391,1969.0,Rattus norvegicus,In vivo,,50597,,3634,10116.0,,Plasma,BAO_0000218,
Compound was tested for its half life in rat,,1,CHEMBL622950,Intermediate,,,A,N,1,9392,,Rattus norvegicus,,,50597,,4839,10116.0,,,BAO_0000218,
Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,0,CHEMBL622951,Intermediate,,,A,U,1,9393,1969.0,Macaca mulatta,In vivo,,22224,,5005,9544.0,,Plasma,BAO_0000218,
Compound was tested for its plasma half life in Sprague Dawley rats,,0,CHEMBL622952,Intermediate,,,A,U,1,9394,1969.0,Rattus norvegicus,,,22224,,5005,10116.0,,Plasma,BAO_0000366,
Compound was tested for its plasma half life in Sprague Dawley rats; ND is not determined,,0,CHEMBL622953,Intermediate,,,A,U,1,9395,1969.0,Rattus norvegicus,,,22224,,5005,10116.0,,Plasma,BAO_0000366,
Compound was tested for plasma half-life period in rat,,1,CHEMBL873818,Intermediate,,,A,N,1,9396,1969.0,Rattus norvegicus,,,50597,,1094,10116.0,,Plasma,BAO_0000218,
Elimination half life after i.v. administration of compound in rats,,1,CHEMBL622954,Intermediate,,,A,N,1,9397,,Rattus norvegicus,In vivo,,50597,,5031,10116.0,,,BAO_0000218,
Elimination half-life after IV dosing at 0.5 mg/kg in rat,,1,CHEMBL622955,Intermediate,,,A,N,1,9398,,Rattus norvegicus,In vivo,,50597,,6518,10116.0,,,BAO_0000218,
Elimination half-life after IV dosing at 1 mg/kg in rat,,1,CHEMBL875229,Intermediate,,,A,N,1,9399,,Rattus norvegicus,In vivo,,50597,,6518,10116.0,,,BAO_0000218,
Elimination half-life after oral administration at a dose of 2 mg/kg in rat,,1,CHEMBL622956,Intermediate,,,A,N,1,9400,,Rattus norvegicus,In vivo,,50597,,6518,10116.0,,,BAO_0000218,
Elimination half-life after oral administration at a dose of 4 mg/kg in rat,,1,CHEMBL622957,Intermediate,,,A,N,1,9401,,Rattus norvegicus,In vivo,,50597,,6518,10116.0,,,BAO_0000218,
Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,1,CHEMBL622958,Intermediate,,,A,N,1,9402,955.0,Rattus norvegicus,In vivo,,50597,,5408,10116.0,,Brain,BAO_0000218,
Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,1,CHEMBL622959,Intermediate,,,A,N,1,9403,1969.0,Rattus norvegicus,In vivo,,50597,,5408,10116.0,,Plasma,BAO_0000218,
Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,1,CHEMBL622960,Intermediate,,,A,N,1,9404,955.0,Rattus norvegicus,In vivo,,50597,,5408,10116.0,,Brain,BAO_0000218,
Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,1,CHEMBL622961,Intermediate,,,A,N,1,9405,1969.0,Rattus norvegicus,In vivo,,50597,,5408,10116.0,,Plasma,BAO_0000218,
Evaluated for the half life in rat (in vivo),,1,CHEMBL622962,Intermediate,,,A,N,1,9406,,Rattus norvegicus,In vivo,,50597,,4687,10116.0,,,BAO_0000218,
Hafl life in rat,,1,CHEMBL622963,Intermediate,,,A,N,1,9407,,Rattus norvegicus,,,50597,,6640,10116.0,,,BAO_0000218,
Hafl life rat,,1,CHEMBL622964,Intermediate,,,A,N,1,9408,,Rattus norvegicus,,,50597,,6640,10116.0,,,BAO_0000218,
Hafl life rat,,1,CHEMBL622965,Intermediate,,,A,N,1,9409,,Rattus norvegicus,,,50597,,6641,10116.0,,,BAO_0000218,
Hafl life rat; Not determined,,1,CHEMBL622966,Intermediate,,,A,N,1,9410,,Rattus norvegicus,,,50597,,6640,10116.0,,,BAO_0000218,
Hafl life rat; Not determined,,1,CHEMBL622967,Intermediate,,,A,N,1,9411,,Rattus norvegicus,,,50597,,6641,10116.0,,,BAO_0000218,
Half life in kidney was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,1,CHEMBL622968,Intermediate,,,A,N,1,9412,2113.0,Rattus norvegicus,In vivo,,50597,,17411,10116.0,,Kidney,BAO_0000218,
Half life in liver was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,1,CHEMBL622969,Intermediate,,,A,N,1,9413,2107.0,Rattus norvegicus,In vivo,,50597,,17411,10116.0,,Liver,BAO_0000218,
Half life in lung was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,1,CHEMBL875327,Intermediate,,,A,N,1,9414,2048.0,Rattus norvegicus,In vivo,,50597,,17411,10116.0,,Lung,BAO_0000218,
Half life in rat after 1 mg/kg i.v. administration,,1,CHEMBL628638,Intermediate,,,A,N,1,9415,,Rattus norvegicus,In vivo,,50597,,6570,10116.0,,,BAO_0000218,
Half life in rat after 2 mg/kg peroral administration,,1,CHEMBL628639,Intermediate,,,A,N,1,9416,,Rattus norvegicus,In vivo,,50597,,6570,10116.0,,,BAO_0000218,
Half life in serum was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,1,CHEMBL625840,Intermediate,,,A,N,1,9417,,Rattus norvegicus,In vivo,,50597,,17411,10116.0,,,BAO_0000218,
Half life of 10 mg/kg oral dose determined in rats,,1,CHEMBL625841,Intermediate,,,A,N,1,9418,,Rattus norvegicus,In vivo,,50597,,4722,10116.0,,,BAO_0000218,
Half life of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,,1,CHEMBL625842,Intermediate,,,A,N,1,9419,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,,1,CHEMBL625843,Intermediate,,,A,N,1,9420,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,,1,CHEMBL625844,Intermediate,,,A,N,1,9421,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,,1,CHEMBL873822,Intermediate,,,A,N,1,9422,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,,1,CHEMBL625845,Intermediate,,,A,N,1,9423,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,,1,CHEMBL627059,Intermediate,,,A,N,1,9424,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound (9.84 mg/kg) after po administration was determined in Sprague-Dawley rat,,1,CHEMBL627060,Intermediate,,,A,N,1,9425,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,,1,CHEMBL627061,Intermediate,,,A,N,1,9426,,Rattus norvegicus,In vivo,,50597,,5978,10116.0,,,BAO_0000218,
Half life of compound at 5 mg/kg after po administration was determined in rat,,1,CHEMBL627709,Intermediate,,,A,N,1,9427,,Rattus norvegicus,In vivo,,50597,,4762,10116.0,,,BAO_0000218,
Half life of compound determined after intravenous administration to rat,,1,CHEMBL627710,Intermediate,,,A,N,1,9428,,Rattus norvegicus,In vivo,,50597,,5327,10116.0,,,BAO_0000218,
Half life of compound was determined in rat,,1,CHEMBL627711,Intermediate,,,A,N,1,9429,,Rattus norvegicus,,,50597,,4847,10116.0,,,BAO_0000218,
Half life at a dose of 4 mg/kg in Rat Plasma after iv administration,,1,CHEMBL627712,Intermediate,,,A,N,1,9430,1969.0,Rattus norvegicus,In vivo,,50597,,17720,10116.0,,Plasma,BAO_0000218,
Half life determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL627713,Intermediate,,,A,N,1,9431,,Rattus norvegicus,In vivo,,50597,,4723,10116.0,,,BAO_0000218,
Half life determined after 3 mg/kg oral administration in potassium oxonate treated rats,,1,CHEMBL627714,Intermediate,,,A,N,1,9432,,Rattus norvegicus,In vivo,,50597,,4723,10116.0,,,BAO_0000218,
Half life determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,,0,CHEMBL627889,Intermediate,,,A,U,1,9433,,Macaca fascicularis,In vivo,,22224,,4256,9541.0,,,BAO_0000218,
Half life determined in rat by intravenous administration,,0,CHEMBL627890,Intermediate,,,A,U,1,9434,,Rattus norvegicus,In vivo,,22224,,4256,10116.0,,,BAO_0000218,
Half life determined in rats after iv administration,,1,CHEMBL627891,Intermediate,,,A,N,1,9435,,Rattus norvegicus,In vivo,,50597,,4722,10116.0,,,BAO_0000218,
Half life in rat plasma after administration of 2 mg/kg iv,,1,CHEMBL627892,Intermediate,,,A,N,1,9436,1969.0,Rattus norvegicus,In vivo,,50597,,6535,10116.0,,Plasma,BAO_0000218,
Half life in rat plasma after administration of 2 mg/kg iv,,1,CHEMBL627893,Intermediate,,,A,N,1,9437,1969.0,Rattus norvegicus,In vivo,,50597,,6535,10116.0,,Plasma,BAO_0000218,
Half life in rat plasma was determined,,1,CHEMBL627894,Intermediate,,,A,N,1,9438,1969.0,Rattus norvegicus,,,50597,,1435,10116.0,,Plasma,BAO_0000218,
Half life in rat plasma was determined; NA means not applicable,,1,CHEMBL627895,Intermediate,,,A,N,1,9439,1969.0,Rattus norvegicus,,,50597,,1435,10116.0,,Plasma,BAO_0000218,
Half life in rat was tested,,1,CHEMBL627896,Intermediate,,,A,N,1,9440,,Rattus norvegicus,,,50597,,5206,10116.0,,,BAO_0000218,
