assay_strain,assays_ASSTAI,assays_VARII,assays_ASORGA,assays_ASTI,assays_ASCTY,assays_ASSUBCEFRA,assays_CEI,assays_RELT,assays_ASCATE,assays_SASI,assays_Ti,assays_CHI,assays_SI,assays_ASST,assays_Descr,assays_CURAB,assays_ASTETY,assays_TISI,assays_CONSCO,assays_ASSI,assays_BAFOR,assays_DOI
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621201,1,A,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,Intermediate,In vivo,,1,7917,BAO_0000218,4527
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621202,1,A,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,Intermediate,In vivo,,1,7918,BAO_0000218,4527
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621203,1,A,Plasma clearance after IV dosing at 0.5 mg/kg in rat,Intermediate,In vivo,,1,7919,BAO_0000218,6518
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621204,1,A,Plasma clearance after IV dosing at 1 mg/kg in rat,Intermediate,In vivo,,1,7920,BAO_0000218,6518
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621205,1,A,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,Intermediate,In vivo,948.0,1,7921,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621206,1,A,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,Intermediate,In vivo,948.0,1,7922,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621207,1,A,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,Intermediate,In vivo,948.0,1,7923,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621208,1,A,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,Intermediate,In vivo,948.0,1,7924,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621209,1,A,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,Intermediate,In vivo,948.0,1,7925,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL876484,1,A,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,Intermediate,In vivo,948.0,1,7926,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621210,1,A,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,In vivo,948.0,1,7927,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621211,1,A,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,Intermediate,In vivo,948.0,1,7928,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621212,1,A,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,Intermediate,In vivo,948.0,1,7929,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621213,1,A,Biodistribution in rat heart in the presence of GdDTPA at 15 min,Intermediate,In vivo,948.0,1,7930,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621214,1,A,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,Intermediate,In vivo,948.0,1,7931,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621215,1,A,Biodistribution in rat heart in the presence of GdDTPA at 30 min,Intermediate,In vivo,948.0,1,7932,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621216,1,A,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,Intermediate,In vivo,948.0,1,7933,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621217,1,A,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,Intermediate,In vivo,948.0,1,7934,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621218,1,A,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,Intermediate,In vivo,948.0,1,7935,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621219,1,A,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,Intermediate,In vivo,948.0,1,7936,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621220,1,A,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,Intermediate,In vivo,948.0,1,7937,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621221,1,A,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,Intermediate,In vivo,948.0,1,7938,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621222,1,A,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,Intermediate,In vivo,948.0,1,7939,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621223,1,A,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,Intermediate,In vivo,948.0,1,7940,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL876485,1,A,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,Intermediate,In vivo,948.0,1,7941,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621224,1,A,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,In vivo,948.0,1,7942,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621225,1,A,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,Intermediate,In vivo,948.0,1,7943,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL621226,1,A,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,Intermediate,In vivo,948.0,1,7944,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621227,1,A,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,Intermediate,In vivo,2113.0,1,7945,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621228,1,A,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,In vivo,2113.0,1,7946,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621229,1,A,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,Intermediate,In vivo,2113.0,1,7947,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621230,1,A,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,Intermediate,In vivo,2113.0,1,7948,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621231,1,A,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,Intermediate,In vivo,2113.0,1,7949,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621232,1,A,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,In vivo,2113.0,1,7950,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621233,1,A,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,In vivo,2113.0,1,7951,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621234,1,A,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,Intermediate,In vivo,2113.0,1,7952,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621235,1,A,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,Intermediate,In vivo,2113.0,1,7953,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621236,1,A,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,In vivo,2113.0,1,7954,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL621237,1,A,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,Intermediate,In vivo,2113.0,1,7955,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL876486,1,A,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,Intermediate,In vivo,2113.0,1,7956,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Intestine,,,,N,,,50597,CHEMBL622436,1,A,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,Intermediate,In vivo,160.0,1,7957,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Intestine,,,,N,,,50597,CHEMBL622437,1,A,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,Intermediate,In vivo,160.0,1,7958,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Intestine,,,,N,,,50597,CHEMBL622438,1,A,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,Intermediate,In vivo,160.0,1,7959,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622439,1,A,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,Intermediate,In vivo,2107.0,1,7960,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622440,1,A,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,Intermediate,In vivo,2107.0,1,7961,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622441,1,A,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,Intermediate,In vivo,2107.0,1,7962,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622442,1,A,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,Intermediate,In vivo,2107.0,1,7963,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622443,1,A,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,Intermediate,In vivo,2107.0,1,7964,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622444,1,A,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,Intermediate,In vivo,2107.0,1,7965,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622445,1,A,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,Intermediate,In vivo,2107.0,1,7966,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622446,1,A,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,In vivo,2107.0,1,7967,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622447,1,A,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,In vivo,2107.0,1,7968,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622448,1,A,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,Intermediate,In vivo,2107.0,1,7969,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622449,1,A,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,Intermediate,In vivo,2107.0,1,7970,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622450,1,A,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,Intermediate,In vivo,2107.0,1,7971,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622451,1,A,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,Intermediate,In vivo,2107.0,1,7972,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622452,1,A,Biodistribution in rat liver in the presence of GdDTPA at 15 min,Intermediate,In vivo,2107.0,1,7973,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622453,1,A,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,Intermediate,In vivo,2107.0,1,7974,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622454,1,A,Biodistribution in rat liver in the presence of GdDTPA at 30 min,Intermediate,In vivo,2107.0,1,7975,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL622455,1,A,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,Intermediate,In vivo,2107.0,1,7976,BAO_0000218,9866
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL876024,1,A,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,Intermediate,In vivo,2107.0,1,7977,BAO_0000218,9866
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622456,1,A,T max was determined at 3 mg/kg po dose in rats,Intermediate,In vivo,,1,7978,BAO_0000218,2792
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622457,1,A,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",Intermediate,In vivo,,1,7979,BAO_0000218,15078
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622458,1,A,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",Intermediate,In vivo,,1,7980,BAO_0000218,15078
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622459,1,A,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,Intermediate,,,1,7981,BAO_0000218,15022
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL873343,1,A,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,Intermediate,,,1,7982,BAO_0000218,15022
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622460,1,A,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,Intermediate,,,1,7983,BAO_0000218,15022
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622461,1,A,Time for maximum plasma concentration determined in rat,Intermediate,,1969.0,1,7984,BAO_0000218,4576
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622462,1,A,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,Intermediate,In vivo,1969.0,1,7985,BAO_0000218,6681
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622463,1,A,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,Intermediate,In vivo,,1,7986,BAO_0000218,16365
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622464,1,A,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,Intermediate,In vivo,,1,7987,BAO_0000218,16365
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622465,1,A,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,Intermediate,In vivo,,1,7988,BAO_0000218,16365
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622466,1,A,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,Intermediate,In vivo,,1,7989,BAO_0000218,16365
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622467,1,A,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,Intermediate,In vivo,,1,7990,BAO_0000218,16365
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622468,1,A,Time of maximum plasma concentration in rat,Intermediate,,1969.0,1,7991,BAO_0000218,6824
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL876025,1,A,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",Intermediate,,1969.0,1,7992,BAO_0000218,6685
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622469,1,A,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",Intermediate,,1969.0,1,7993,BAO_0000218,6685
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622470,1,A,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",Intermediate,,1969.0,1,7994,BAO_0000218,6685
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622471,1,A,Time required to reach maximum concentration (Cmax) after oral administration in rat,Intermediate,In vivo,,1,7995,BAO_0000218,15662
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622472,1,A,Time required to reach maximum concentration in rat plasma,Intermediate,,1969.0,1,7996,BAO_0000218,1742
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622473,1,A,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,Intermediate,In vivo,1969.0,1,7997,BAO_0000218,2774
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL624282,1,A,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,Intermediate,In vivo,1969.0,1,7998,BAO_0000218,5199
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL624283,1,A,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,Intermediate,In vivo,1969.0,1,7999,BAO_0000218,12873
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL624284,1,A,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,Intermediate,In vivo,1969.0,1,8000,BAO_0000218,12873
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL624285,1,A,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,Intermediate,In vivo,1969.0,1,8001,BAO_0000218,1916
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624286,1,A,Time to reach Cmax after oral administration to rats,Intermediate,In vivo,,1,8002,BAO_0000218,16367
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624287,1,A,Time to reach Cmax when a dose of 1 mg/kg is administered orally,Intermediate,In vivo,,1,8003,BAO_0000218,16366
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624288,1,A,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,Intermediate,,,1,8004,BAO_0000218,216
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL624289,1,A,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,Intermediate,In vivo,1969.0,1,8005,BAO_0000218,6410
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL873344,1,A,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,Intermediate,In vivo,1969.0,1,8006,BAO_0000218,6410
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL619623,1,A,Tmax after peroral administration (10 mg/kg) was determined in rat,Intermediate,In vivo,,1,8007,BAO_0000218,6215
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621399,1,A,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,Expert,In vivo,,1,8008,BAO_0000218,3598
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621400,1,A,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,Intermediate,In vivo,,1,8009,BAO_0000218,4527
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621401,1,A,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",Intermediate,In vivo,,1,8010,BAO_0000218,17670
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621402,1,A,Tmax was determined,Intermediate,,,1,8011,BAO_0000218,1465
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621403,1,A,Tmax was determined,Intermediate,,,1,8012,BAO_0000218,2552
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621121,1,A,Tmax after oral administration in rat,Intermediate,In vivo,,1,8013,BAO_0000218,5656
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL872525,1,A,Tmax after peroral administration in rats at 2.4 uM/kg,Intermediate,In vivo,,1,8014,BAO_0000218,17764
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621122,1,A,Tmax in male rat,Intermediate,,,1,8015,BAO_0000218,5610
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621123,1,A,Tmax in rat at 10 mg/kg,Intermediate,In vivo,,1,8016,BAO_0000218,6046
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621124,1,A,Tmax in rat by po administration at a dose of 40 mg/kg,Intermediate,In vivo,,1,8017,BAO_0000218,5874
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621125,1,A,Tmax in rats,Intermediate,,,1,8018,BAO_0000218,17596
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621126,1,A,Tmax was measured in rats after peroral administration at 5 mg/kg,Intermediate,In vivo,,1,8019,BAO_0000218,17804
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621127,1,A,Tmax value after oral dose at a dose of 10 mg/kg in rats.,Intermediate,In vivo,,1,8020,BAO_0000218,1908
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621128,1,A,Tmax value after administration of 20 mg/Kg oral dose in rat,Intermediate,In vivo,,1,8021,BAO_0000218,2959
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618263,1,A,Tmax value at a dose of 10 mg/kg in male SD rats,Intermediate,In vivo,,1,8022,BAO_0000218,6757
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618264,1,A,Tmax value at a dose of 100 mg/kg in male SD rats,Intermediate,In vivo,,1,8023,BAO_0000218,6757
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618265,1,A,Tmax value at a dose of 50 mg/kg in male SD rats,Intermediate,In vivo,,1,8024,BAO_0000218,6757
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL618266,1,A,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,Intermediate,In vivo,1969.0,1,8025,BAO_0000218,4186
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618267,1,A,time required to reach maximum concentration (Cmax) after oral administration in rat,Intermediate,In vivo,,1,8026,BAO_0000218,15662
,10116.0,,Rattus norvegicus,Urine,,,,N,,,50597,CHEMBL618450,1,A,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),Intermediate,,1088.0,1,8027,BAO_0000218,429
,10116.0,,Rattus norvegicus,Urine,,,,N,,,50597,CHEMBL618451,1,A,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),Intermediate,,1088.0,1,8028,BAO_0000218,429
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618452,1,A,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,Intermediate,,,1,8029,BAO_0000218,5546
,10116.0,,Rattus norvegicus,Urine,,,,N,,,50597,CHEMBL618453,1,A,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,Intermediate,,1088.0,1,8030,BAO_0000218,3173
,10116.0,,Rattus norvegicus,Urine,,,,N,,,50597,CHEMBL618454,1,A,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,Intermediate,,1088.0,1,8031,BAO_0000218,3173
,10116.0,,Rattus norvegicus,Urine,,,,N,,,50597,CHEMBL618455,1,A,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,Intermediate,,1088.0,1,8032,BAO_0000218,3173
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618456,1,A,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,Intermediate,In vivo,,1,8033,BAO_0000218,4257
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618457,1,A,Compound distribution in rat tissues was determined,Intermediate,In vivo,,1,8034,BAO_0000218,6011
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618458,1,A,Volume of distribution was evaluated in rat,Intermediate,In vivo,,1,8035,BAO_0000218,5472
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618459,1,A,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,Intermediate,,,1,8036,BAO_0000218,14346
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL876733,1,A,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,Intermediate,,,1,8037,BAO_0000218,14346
,9615.0,,Canis lupus familiaris,,,,,N,,,50588,CHEMBL618460,1,A,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,Intermediate,,,1,8038,BAO_0000218,14346
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618461,1,A,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,Intermediate,,,1,8039,BAO_0000218,14346
,,,,,,,,U,,,22224,CHEMBL618462,1,A,Area under the curve was determined after oral administration (300 uM/Kg),Autocuration,,,0,8040,BAO_0000019,15469
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618463,1,A,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,Intermediate,,,1,8041,BAO_0000218,14346
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618464,1,A,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,Intermediate,,,1,8042,BAO_0000218,14346
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618465,1,A,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,Intermediate,,,1,8043,BAO_0000218,14346
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618466,1,A,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,Intermediate,,,1,8044,BAO_0000218,14346
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618467,1,A,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,Intermediate,,,1,8045,BAO_0000218,14346
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618468,1,A,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,Intermediate,,,1,8046,BAO_0000218,15372
,9615.0,,Canis lupus familiaris,Plasma,,,,N,,,50588,CHEMBL618469,1,A,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,Intermediate,,1969.0,1,8047,BAO_0000218,12935
