assay_type,curated_by,src_id,cell_id,assay_subcellular_fraction,assay_organism,assay_test_type,assay_category,assay_tax_id,description,variant_id,assay_id,confidence_score,src_assay_id,assay_strain,doc_id,assay_cell_type,assay_tissue,relationship_type,tid,chembl_id,bao_format,tissue_id
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,9361,1,,,16434,,Muscle tissue,N,50597,CHEMBL623022,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,9362,1,,,16435,,Muscle tissue,N,50597,CHEMBL623023,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,9363,1,,,16435,,Muscle tissue,N,50597,CHEMBL623024,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,9364,1,,,16435,,Muscle tissue,N,50597,CHEMBL623025,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,9365,1,,,16435,,Muscle tissue,N,50597,CHEMBL620545,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,9366,1,,,16435,,Muscle tissue,N,50597,CHEMBL620546,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,9367,1,,,16435,,Muscle tissue,N,50597,CHEMBL620547,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,9368,1,,,16435,,Muscle tissue,N,50597,CHEMBL620548,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,9369,1,,,16435,,Muscle tissue,N,50597,CHEMBL620549,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,9370,1,,,16434,,Muscle tissue,N,50597,CHEMBL620550,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,9371,1,,,16434,,Muscle tissue,N,50597,CHEMBL620551,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,9372,1,,,16434,,Muscle tissue,N,50597,CHEMBL620552,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,9373,1,,,16435,,Muscle tissue,N,50597,CHEMBL620553,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,9374,1,,,16435,,Muscle tissue,N,50597,CHEMBL620554,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,9375,1,,,16435,,Muscle tissue,N,50597,CHEMBL875845,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,9376,1,,,16435,,Muscle tissue,N,50597,CHEMBL620555,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,9377,1,,,16435,,Muscle tissue,N,50597,CHEMBL620556,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,9378,1,,,16435,,Muscle tissue,N,50597,CHEMBL620557,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,9379,1,,,16434,,,N,50597,CHEMBL620558,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,9380,1,,,16434,,,N,50597,CHEMBL620559,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,9381,1,,,16434,,,N,50597,CHEMBL622939,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,9382,1,,,16434,,,N,50597,CHEMBL622940,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,9383,1,,,16434,,,N,50597,CHEMBL622941,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,9384,1,,,16434,,,N,50597,CHEMBL622942,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,9385,1,,,16434,,,N,50597,CHEMBL622943,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,9386,1,,,16434,,,N,50597,CHEMBL622944,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,9387,1,,,16435,,,N,50597,CHEMBL622945,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,9388,1,,,16435,,,N,50597,CHEMBL622946,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was evaluated for terminal half life in rat,,9389,1,,,3341,,,N,50597,CHEMBL622947,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,,9390,1,,,3634,,Plasma,N,50597,CHEMBL622948,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Compound was evaluated in vivo in rat for the plasma half-life at a oral dose of 20 mg/kg experiment by using concentration vs time curve,,9391,1,,,3634,,Plasma,N,50597,CHEMBL622949,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was tested for its half life in rat,,9392,1,,,4839,,,N,50597,CHEMBL622950,BAO_0000218,
A,Intermediate,1,,,Macaca mulatta,In vivo,,9544.0,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,9393,0,,,5005,,Plasma,U,22224,CHEMBL622951,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was tested for its plasma half life in Sprague Dawley rats,,9394,0,,,5005,,Plasma,U,22224,CHEMBL622952,BAO_0000366,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was tested for its plasma half life in Sprague Dawley rats; ND is not determined,,9395,0,,,5005,,Plasma,U,22224,CHEMBL622953,BAO_0000366,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was tested for plasma half-life period in rat,,9396,1,,,1094,,Plasma,N,50597,CHEMBL873818,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Elimination half life after i.v. administration of compound in rats,,9397,1,,,5031,,,N,50597,CHEMBL622954,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Elimination half-life after IV dosing at 0.5 mg/kg in rat,,9398,1,,,6518,,,N,50597,CHEMBL622955,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Elimination half-life after IV dosing at 1 mg/kg in rat,,9399,1,,,6518,,,N,50597,CHEMBL875229,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Elimination half-life after oral administration at a dose of 2 mg/kg in rat,,9400,1,,,6518,,,N,50597,CHEMBL622956,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Elimination half-life after oral administration at a dose of 4 mg/kg in rat,,9401,1,,,6518,,,N,50597,CHEMBL622957,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,9402,1,,,5408,,Brain,N,50597,CHEMBL622958,BAO_0000218,955.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,9403,1,,,5408,,Plasma,N,50597,CHEMBL622959,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,9404,1,,,5408,,Brain,N,50597,CHEMBL622960,BAO_0000218,955.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,9405,1,,,5408,,Plasma,N,50597,CHEMBL622961,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Evaluated for the half life in rat (in vivo),,9406,1,,,4687,,,N,50597,CHEMBL622962,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Hafl life in rat,,9407,1,,,6640,,,N,50597,CHEMBL622963,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Hafl life rat,,9408,1,,,6640,,,N,50597,CHEMBL622964,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Hafl life rat,,9409,1,,,6641,,,N,50597,CHEMBL622965,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Hafl life rat; Not determined,,9410,1,,,6640,,,N,50597,CHEMBL622966,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Hafl life rat; Not determined,,9411,1,,,6641,,,N,50597,CHEMBL622967,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in kidney was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,9412,1,,,17411,,Kidney,N,50597,CHEMBL622968,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in liver was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,9413,1,,,17411,,Liver,N,50597,CHEMBL622969,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in lung was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,9414,1,,,17411,,Lung,N,50597,CHEMBL875327,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in rat after 1 mg/kg i.v. administration,,9415,1,,,6570,,,N,50597,CHEMBL628638,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in rat after 2 mg/kg peroral administration,,9416,1,,,6570,,,N,50597,CHEMBL628639,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in serum was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,9417,1,,,17411,,,N,50597,CHEMBL625840,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of 10 mg/kg oral dose determined in rats,,9418,1,,,4722,,,N,50597,CHEMBL625841,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,,9419,1,,,5978,,,N,50597,CHEMBL625842,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,,9420,1,,,5978,,,N,50597,CHEMBL625843,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,,9421,1,,,5978,,,N,50597,CHEMBL625844,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,,9422,1,,,5978,,,N,50597,CHEMBL873822,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,,9423,1,,,5978,,,N,50597,CHEMBL625845,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,,9424,1,,,5978,,,N,50597,CHEMBL627059,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (9.84 mg/kg) after po administration was determined in Sprague-Dawley rat,,9425,1,,,5978,,,N,50597,CHEMBL627060,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,,9426,1,,,5978,,,N,50597,CHEMBL627061,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound at 5 mg/kg after po administration was determined in rat,,9427,1,,,4762,,,N,50597,CHEMBL627709,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound determined after intravenous administration to rat,,9428,1,,,5327,,,N,50597,CHEMBL627710,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life of compound was determined in rat,,9429,1,,,4847,,,N,50597,CHEMBL627711,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life at a dose of 4 mg/kg in Rat Plasma after iv administration,,9430,1,,,17720,,Plasma,N,50597,CHEMBL627712,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,9431,1,,,4723,,,N,50597,CHEMBL627713,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life determined after 3 mg/kg oral administration in potassium oxonate treated rats,,9432,1,,,4723,,,N,50597,CHEMBL627714,BAO_0000218,
A,Intermediate,1,,,Macaca fascicularis,In vivo,,9541.0,Half life determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,,9433,0,,,4256,,,U,22224,CHEMBL627889,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life determined in rat by intravenous administration,,9434,0,,,4256,,,U,22224,CHEMBL627890,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life determined in rats after iv administration,,9435,1,,,4722,,,N,50597,CHEMBL627891,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in rat plasma after administration of 2 mg/kg iv,,9436,1,,,6535,,Plasma,N,50597,CHEMBL627892,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in rat plasma after administration of 2 mg/kg iv,,9437,1,,,6535,,Plasma,N,50597,CHEMBL627893,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rat plasma was determined,,9438,1,,,1435,,Plasma,N,50597,CHEMBL627894,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rat plasma was determined; NA means not applicable,,9439,1,,,1435,,Plasma,N,50597,CHEMBL627895,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rat was tested,,9440,1,,,5206,,,N,50597,CHEMBL627896,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life measured in rat plasma,,9441,1,,,6080,,Plasma,N,50597,CHEMBL627897,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life recorded in rats,,9442,1,,,4449,,,N,50597,CHEMBL627898,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life was calculated,,9443,1,,,6057,,,N,50597,CHEMBL627899,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life was calculated in rat,,9444,1,,,6057,,,N,50597,CHEMBL873823,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life was determined,,9445,1,,,3747,,,N,50597,CHEMBL627900,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life after 10 mg/kg oral administration in rat,,9446,1,,,17858,,,N,50597,CHEMBL627901,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life after administering orally a dose of 10 mg/kg to a fasting rat,,9447,1,,,16365,,,N,50597,CHEMBL627902,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life after administering orally a dose of 30 mg/kg,,9448,1,,,16365,,,N,50597,CHEMBL627903,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,,9449,1,,,5031,,,N,50597,CHEMBL627904,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,,9450,1,,,4722,,,N,50597,CHEMBL627905,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,,9451,1,,,6078,,,N,50597,CHEMBL627906,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,,9452,1,,,6078,,,N,50597,CHEMBL627907,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,,9453,1,,,6078,,,N,50597,CHEMBL876783,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,,9454,1,,,6078,,,N,50597,CHEMBL627908,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,,9455,1,,,17065,,,N,50597,CHEMBL627909,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,,9456,1,,,1353,,,N,50597,CHEMBL627910,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),,9457,1,,,1353,,,N,50597,CHEMBL627911,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),,9458,1,,,1353,,,N,50597,CHEMBL627912,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),,9459,1,,,1353,,,N,50597,CHEMBL627913,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),,9460,1,,,1353,,,N,50597,CHEMBL627914,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve was evaluated after 10 uM/kg of intra arterial administration,,9461,1,,,16423,,,N,50597,CHEMBL627915,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve was evaluated after 20 uM/kg of peroral administration,,9462,1,,,16423,,,N,50597,CHEMBL627916,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve was measured in rat after an iv dose of 1 mg/kg,,9463,1,,,6062,,,N,50597,CHEMBL627917,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,,9464,1,,,6056,,,N,50597,CHEMBL627918,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve was determined by administering the compound at a dose of 1 mg/kg intravenously in male wistar rat,,9465,1,,,5182,,,N,50597,CHEMBL627919,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve was evaluated at an intravenous dose of 3 mg/kg,,9466,1,,,6410,,,N,50597,CHEMBL627920,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the curve was evaluated at an oral dose of 30 mg/kg,,9467,1,,,6410,,,N,50597,CHEMBL627921,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the effect time curves from time 0-24 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,9468,1,,,4723,,,N,50597,CHEMBL627922,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the effect time curves from time 0-24 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,9469,1,,,4723,,,N,50597,CHEMBL876784,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the effect time curves from time 0-6 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,9470,1,,,4723,,,N,50597,CHEMBL627923,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the effect time curves from time 0-6 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,9471,1,,,4723,,,N,50597,CHEMBL626208,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the effect time curves from time 0-infinity hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,9472,1,,,4723,,,N,50597,CHEMBL626209,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the effect time curves from time 0-infinity hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,9473,1,,,4723,,,N,50597,CHEMBL626210,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under the plasma concentration curve was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,,9474,1,,,2463,,Plasma,N,50597,CHEMBL627994,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in rat,,9475,1,,,4709,,,N,50597,CHEMBL627995,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Blood level after a 10 mg/kg oral dose in rat expressed as AUC was determined,,9476,1,,,4075,,,N,50597,CHEMBL627996,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound at a dose 10 mg/kg was administered orally to rat and the pharmacokinetic parameter area under curve (AUC) was measured,,9477,1,,,5394,,,N,50597,CHEMBL627997,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female wistar rats,,9478,1,,,2661,,,N,50597,CHEMBL627998,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to male wistar rats,,9479,1,,,2661,,,N,50597,CHEMBL628640,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female wistar rats,,9480,1,,,2661,,,N,50597,CHEMBL628641,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to male wistar rats,,9481,1,,,2661,,,N,50597,CHEMBL628642,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was evaluated for area under the curve expressed as (h*ug/ml),,9482,1,,,17791,,,N,50597,CHEMBL628643,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Compound was tested for area under curve in rat,,9483,1,,,2591,,,N,50597,CHEMBL628644,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Concentration in rat plasma after 5 mg/kg oral gavage for 8 hours,,9484,1,,,6567,,,N,50597,CHEMBL628645,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,,9485,1,,,6211,,,N,50597,CHEMBL628646,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Dose-normalized AUC was determined in rat after peroral administration (2 mg/kg),,9486,1,,,5529,,,N,50597,CHEMBL628647,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,9487,1,,,5408,,,N,50597,CHEMBL628648,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,9488,1,,,5408,,,N,50597,CHEMBL625358,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,9489,1,,,5408,,,N,50597,CHEMBL625359,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,9490,1,,,5408,,,N,50597,CHEMBL625360,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg ( 0-8 hr ),,9491,1,,,429,,,N,50597,CHEMBL625361,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr ),,9492,1,,,429,,,N,50597,CHEMBL625362,BAO_0000218,
