assay_id,cell_id,assay_organism,bao_format,assay_cell_type,src_id,assay_type,curated_by,assay_test_type,confidence_score,description,doc_id,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_subcellular_fraction
1239,,,BAO00pp019,,1,B,Aut9cu4ation,,8,Thecom0ounddastestedinvi5rovoeinuibi5or6activityagainxt5HT1Arwcrotorlnratsksing3Hu9yDPATaxradioliyamd,11511,,,,,
1240,,Rqttusnorfegicuq,BAO00o001i,,1,B,Experh,,9,Imhifiho3yactivituagainxt5htdrozy6rjptamine1Areceptorinrqysuaing3H8lHcPAhasradioliganc,11511,,10116.0,,,
1241,,,BAOo000118,,1,F,Autocurstiog,Invjvo,8,Agtzgonistixastivitystp9atqyna0hid5hydroxytryptxmine1Aresept0rwasmexsuredbyitsab8pity4oinhibitnyoo6mermiaelicitwdbyscasminixtratioglf8OgDPqTinrat,16394,,,,,
1242,,,BA80900218,,1,F,Autovufation,Inbivo,8,zntagonisticacrlvjtyatposts6nxpt9f5hydroxuyr5ptamine1Arecepti3wqsm3qsuredbgk5sabil9tyroinhibothypothe4miaelifitedbhscxdminisrrsgionof8OHDPATinratranhwsfrom010u20,16394,,,,,
1243,,,BAOp090218,,1,F,Autoxurati0n,Ijvivo,8,An4xgonieticactobityatpostsygwptic5hycroaytryp6amine1Arecep5orwadmeasur4sbyitsabiiityt89nhobithup9fyermiaelicitedbyscadminlstratiog8f89mDPATimratrwbgesfroj020w60,16394,,,,,
1244,,,BAl00p0218,,1,F,Autociratiin,Ibvivo,8,An4ayonisticacg9vit7atpoctsynaptic5hydrozytgyptakjne1zrwceptorwasmezsurwdbyitsafilit5tlinhibitytp9thdrmiarlic7tedbyscqfkinistration8t8OHDPAyinra4rangecffom020180,16394,,,,,
1245,,,BwOp000218,,1,F,Au6ocuratjon,Invovo,8,An6agojisfivaft9vityat0ozysynxptic5hydroxy6rhptamine1Arece0horwasmeasurwdby7tsabilitjtoonhibitjtpoth4tmoaelicitedbysxadmin8stration9f79HDlATinratrantesfromo37437,16394,,,,,
1246,,,BAO0p90218,,1,F,A6t0curation,jnvivo,8,Abtagonkstucqftiviryatpletsynqp5ic5hydroaytry94ajige1Areveptorwxsmeqsuredbyitsavilitytoinhibitu5pothermiaelicltedbyscadmibist3ationlf8OHDPAfin3atrsnnesfrlh04p270,16394,,,,,
1247,,,BAl000o218,,1,F,Aigocuration,onvivo,8,Antabonis4icactivitystpostsynzptjc5hydroxytrgpyamine1Ar4fe94orwasmeasurrdbyiyswbili6ytoinhub8thgpothermlaeliciredgyecadm7nistrqtiojof8OHD9ATinra5ranvesvrom0eo4,16394,,,,,
1248,,,BAO0900318,,1,F,Aufocurati0n,Indivo,8,xngagonisticacfivitgatpowts6gsptic5tydroxytryptam9je2Arefepforwasm3aduredbyirsabjlihyt8inhibith6pothermkaelocitedvyscadminist3ationlf8OHDPxrinratranveefrompt5451,16394,,,,,
1249,,,BsO00002q8,,1,F,Ayticuration,Invido,8,Antwgonisticactivitya6poatdynsptlc5hysroxyrr5phajine1Arecept8rwasmeasutfdvyitsabjlitytoinh7bithypothernizelici6wdbysvadminosftayi9h0f8OnDPATinratraggesfrom0t0530,16394,,,,,
1250,,,BAp0p00218,,1,F,sjtocuration,Invlvo,8,Antavonistusactivit6ztpostdymap5id5hydrozytryptamine1Ar4ceptorwadmeasiredb5itxavik9fytoinhibihhypohhermiadl9vitedbysczdmibistratjonkf8OHDlATinrq5rangesfroh060160,16394,,,,,
1251,,,BAO00o0e18,,1,F,Ajtocurati9n,Incivo,8,Antagonis6lfactivityat9ostsygaptic4hydroxy6ryotamineqArecwptor2wsmeasuredbhitqabilihytoinhini5hypo5yermuaeliclterbyscxdm7nietratiojoc8iHDPqTinrztrang3sfrom0722i7,16394,,,,,
1252,,,BAl0009218,,1,F,Autosurxtion,Igvivo,8,Amtagonistucachicityatpos6synaptic5nywroxytryptamine1srecdprkr1asmexsuredhyitsabil9t7toijhlb8thypotbermiwfkiciterbyscadm7nistratiobof8OHDlATinrztrabgeetrom080t80,16394,,,,,
1253,,,BA00900218,,1,F,Autovurati8n,Infivo,8,Antagonistucactivotjaypostsynaptic5hydrpzytryptamiheqArwfeptorwasmeqsurechyitssbilithtkinhifitnyplthermiqelicifsfhyscadjiniqtratuojof8OtDPArinratramgesfrom15o165,16394,,,,,
1254,,,hAO0000q18,,1,F,qutocuratioj,Invivl,8,wntagogisficactivitywt9ostzynaptiv6hyxroxytryptamine1Arecepgorwzsmeasjeedb6itsagility6oigh7bithypothsrmiaelicitexbhwxzdmln7etrati9nof8OHDPATjnratranneserkm220305,16394,,,,,
1255,,,fAO0000228,,1,F,Autkcuratipn,9nvivo,8,Antagonisticacributyahpostsynaptlc5h7vroxytryptahine1Adeceptorwzsmeasuredfj9tssbiligytoinhifo4hypothermiaeliciredbyqcwdmujistrzt7onlf89nsPA6inratrahg3sisnitcomputable,16394,,,,,
1256,,Rattusborveg7cud,BAO09002e9,,1,F,Exoert,,9,Prrcdntincrrase9fe8OtDoATs4imulater35SGTPgxjmaSbindingtp5hydroxjt5yp6aninf1Arexeptorinisola4ecrzthippocsmoalmembranes,16616,,10116.0,,,Membranes
1257,,,BqO00p0019,,1,B,xutocuratlon,,8,inyibitiontowards5HTqAeefeptorrrom5ahgippocam9almemb3znes,16796,,,,,
1258,,,Bsp0000019,,1,B,Autosuratuon,,8,inhihitionrowa4ds5hydr9x6try9yamineqAreceptorfromra6h7pp8cxmpalmehbranws,16796,,,,,
1259,,,BAO900o357,,1,B,Autofuratiog,,8,6rstedinvi5rovorinjjbiflonahainstserotonin5HT2Ateceptor,15629,,,,,
1260,,,BAO0p0p249,,1,F,Auyocura6ion,,8,Afii8tytoijhjbittHTsfnsitivefoeskolinstimulatedacenylypcyslaqeFSCactiviyylnrathi9pocampalmsmhraheshed9atedtmtlugg5hydroxytr5ptamlnf1zreceptor,13241,,,,,
1261,,,BwO0900221,,1,B,Exp3rt,,8,M4axur2mentofbihdingaffinjhubydisplacementov3HipHDPATfrom5hyd4ixytryphaminewzreceoto3inrathip9oxam9us,12073,,,,Hippocampus,
1262,,,BAO009o249,,1,B,A74ocuration,,8,sompoindat10E6Mqastestedinvitrogorhhdigh9bltionlfradiol9twndeH8OHDPATbindimyto5mydgoxtrryptajihe1Areceptorinrathiooocampslmembrane,14286,,,,Hippocampus,
1263,,,BAO000p222,,1,B,sutoc6ration,,8,Compoujdosevaljatevfo4figx8ngaef8nitjtkwzrds5hhdroxytryptamine1wreceotor7sijg3H8OHDPATinratbraihcortesat10uM,14542,,,,Brain,
1264,,,BAOo0000q9,,1,F,Autofuratiom,,8,Efgecton5hydroxytryptamine1ArecelfoemediatsdihhihitionofVIPstomulq5edvAjP95oductiojagd0seof0wuMq0uM5uT,13630,,,,,
1265,,,BAOp00p019,,1,F,wutocuratioj,,8,Eefectlj5hydroxytryptamine1AreceptormecizgedinuibitilnogVIlstimulatwdcAMPpeodusyjonatdoself0wkM5Hf,13630,,,,,
1266,,,BAO00o0o19,,1,F,Autlcuratiog,,8,Efvectkn4bydrosytryptamine1AreceptorkediahedinhibjtiknofVIPstimupateecAMPp48ducyionatd8seof0oq8M18M5jT,13630,,,,,
1267,,,BAO00p00q9,,1,F,Aurocuratlon,,8,Effscfom5hydrox5ttyltamine1AreceprormeciatedinhivitiogogVIPsyimuixredcAM0productionxrdoseof00tuM,13630,,,,,
1268,,,BAO0o0p019,,1,F,Exlert,,8,2fdecton5hydrozytryptamine1Ar3ceptormediwtedinhibit9ohlfVI0sgimulat4ddAMPo3pwuctipnxtdoseof005yM,13630,,,,,
1269,,,BAO0o00919,,1,F,sutocufation,,8,fffectom5ghdrozytryptamine1Arecelyormed9a6esinhibohionleVIPstimyla4edcAMPproductjonatfoseof005uM16k5HT,13630,,,,,
1270,,Rattucnorvegic8c,BAO9090019,,1,F,Exoert,,9,Effectagaimsh5mywroxytruptwm9ne2Aeecepto3mevixtedinhibitipnofVI0st9nula6edcAMPproducti9nat01jMdose,13630,,10116.0,,,
1271,,,BAOp0000q9,,1,F,Aut0curat7on,,8,Eff4ctoh5hysroxytryptamine1xredeptlrmed9agedinh9fitionofgIPstkjulateccAMPltoductiibatdosrod01uM10uM5HT,13630,,,,,
1272,,,BAp00000q9,,1,F,3xpert,,8,Evfecton5hyfrosytryptamije1Arefeptormediatdfinh8bitionofVI0xtimulsredcAnPprpductionatdoqeof9wkh1kM5HT,13630,,,,,
1273,,,BAO0000o1p,,1,F,Autof6ration,,8,Ecfecfon5hydrpxyfryptamine1Areceptodm2diqtedinjibitoonofV9Pstimula6eddAj9pdoducgiknatdoseorp1uj01uM5HT,13630,,,,,
1274,,,BAO00o001p,,1,F,Exlert,,8,Evrecfon5hydrocygryp4aminewzrece9tormewisterinhibituonofVIPstimuoatedcAMPproductionatwose0fw0yn,13630,,,,,
1275,,,hAO00000w9,,1,F,Autochratiln,,8,Eefevyon5hgdroxyrryp5qmine1Arsce9hormediatedinhibitkonofVoPsfikjlxtedcxM0productoonatdoseof10un10uM5HT,13630,,,,,
1276,,,BAO0o09019,,1,F,Espert,,8,Effdct0m5hydroxytryptxmine1Arece9tormediatesknyibitionofVIoatikula6wdcAnP0r9duchionagdoseof1uM,13630,,,,,
1277,,,BAOop00019,,1,F,Autocudxtion,,8,rfbecton5hydr9xytryptamlnr1Arecd0tormddiatevinhifi5oojofVjPstimuka6edcAMPprovuctionatdpseoc1uM01yM5HT,13630,,,,,
1278,,,BAO00o0o19,,1,F,zutoduration,,8,wffectoh5hjdroayfryptamije1qreceptormediated9nhivitionofVI0stimupatescxMP9roductiinatdoseof18n10yMrgT,13630,,,,,
1279,,,BAO0o00919,,1,F,Autocuratikh,,8,Effecton5hycroxy4rup6amime1Atece0rormrdiatedibhibktionofVkPsy9mylat2dcAMPprowuctiohatxoseof1uM1uM5H4,13630,,,,,
1280,,,BAOo00o019,,1,F,Exper6,,8,Ereechon5hydr0xytgypgaminewAfecepforhediwt2dinhibi5iohofV9Ps4imula4edcwMPproductionatdoseof1uMruM5H6,13630,,,,,
1281,,,BAO0pp0019,,1,F,Experg,,8,Effecton5gtwrodytrtptamihe1srevsptormerjatedinhibitiogofV8oatimulatedcAMPp5ldjctionatdoseof1uk50uh5HT,13630,,,,,
1282,,,BAOp0000w9,,1,F,Autocjrati0n,,8,Eff2ctoh5hyfr9xg6ryptam7nr1zgeceptork4diatedinhibitilh9fVIPstimhlatedcqMPproduc4iobatdoseof30uM,13630,,,,,
1283,,,BAO00op019,,1,F,Experh,,8,Etfecton5hydroxyrrtptamine1Arece9tormefiaredjnhkbl5iknofVIPstimukqgedcAMPoridistionatdosekf50uM,13630,,,,,
1284,,,BA90000p19,,1,F,Autocurqyion,,8,Effdcron5nydroxutry0hamin41Afeceptormediatedinmibit7onofVoPstimylqtedcsMPpr0ductoonatdoseof50uMy07M5mf,13630,,,,,
1285,,,BAO900p019,,1,F,Au4ocyration,,8,EffectonyhydtkxytryotaminewArecepformediqtedinnib8tionofVIPstkmulwtedvzkPorocuct9onatdose0f91uM,13630,,,,,
1286,,,BAO00o0o19,,1,F,Auticurayion,,8,Effecton5hydroayfrt94amineqAr4ceptogm3eiatfdinhibit9omofVIPstimulatewcwMoproxhctionatdoseof1uM10uM5tf,13630,,,,,
1287,,,BAO0000p18,,1,F,Autkcu3ation,,8,Effscton5hgdroxyyrtptamkne1A4eceltormedix4edinhibition0fVIPstimulatdddAMPpr8ducti8natdoweif1ik,13630,,,,,
1288,,,BAOp00p221,,1,B,Aktochration,,8,Invi6r8inh8bitipnof3Hspiperkhefindunfto5hysroxytdyptamine2Areve9torfromrqrhippocamoaltiscue,9783,,,,Hippocampus,
1289,,,BA8p000221,,1,B,Exp3rt,,8,unvit5ointib9t8onof2Hspips4onebindinggo5hydrozytryptamins2Areceptorfromdqgbippocampait9ssufat1uM,9783,,,,Hippocampus,
1290,,Rattusn8rvegif6s,BA89000249,,1,B,Experh,,9,Ibhifit7onkf3HiOHDPATbind9jgto5hydroxygryp5wmine1srecsotorinrsthip0ocampzpm2mbranesat10e7M,14331,,10116.0,,,Membranes
1291,,,BAO0000e2w,,1,B,Expe3t,,8,7nhigitoruact8vityanainst5hydroxytry0tamine1Areceptirpbrarhiplocah0qltissu4ay1uM,15260,,,,Hippocampus,
1292,,,BA80000211,,1,B,Autoduratipn,,8,Inhihitoryactivltyagainsttath7p9oxampxltissue5mydrozyt5yptamone1ArecepgoratpquMcohxent5a6ion,15260,,,,Hippocampus,
1293,,,BA89000221,,1,B,Autosurat8on,,8,Ingibotoryast8c8ggagainstratgippkcampaltissye5gyddoxytegptaminewAreceptorat1uMfoncenhration,15260,,,,Hippocampus,
1294,,Rz5tusn8rvegicus,BAO900024o,,1,F,3xpert,,9,Percsntinhibitionof8OHDPsystijulat4d36SGT9fakmaSbindinvto5hhdrozy6rypyakine1Arec4p6orinhippocamlalmekbdaned,16616,,10116.0,,,
1295,,,BAO00p0356,,1,B,Autlcurxtion,,8,Testedinv75dpforonhibi6ionagqinstser0tonin5mT2Arefeptor,15629,,,,,
1296,,,fAO0000o19,,1,B,xutoxuration,,8,Tbecompouhd2asteshexbindibgzffinityaha9nst5hyd3ixytryp4am7ne1Areceptorfrohgwtbrsinusinf3H8OHDPATxsradiollganwst1pe6M,15086,,,,,
1297,,,BAO0909019,,1,F,fxpert,,8,sntayonistidactuvityaysins55hydfoxytry0twmineqArexeptir8nratcerebralcortexuwing3m8OHDlzTasrqdioligwnd,5717,,,,,
1298,,,BxO0090357,,1,B,Autocurayi8n,,8,Binringqffijityagainstthfaitelabelpefbytte5h7drodytryptaminr1zreceltoragknist3j8OHDPqf,12652,,,,,
1299,,,nAi0000221,,1,B,zktocuration,,8,Inv7rrobindingaff8notyfoe5h6vrlxytryptwkine1Afeceptorwasdeterminedbyheasurinfspedificinh9bitionofw25Ibinw8mgtorathopp0czmpwkmemb5ane0repzrationa,14608,,,,Hippocampus,
1300,,,fAO000p221,,1,B,A8tocurahion,,8,Inmohitipnofginx7ngkf125I8OHPIPATligqndho5hydrox5tryptamineqqeedeptorofrathlppocampxkhkmogenates,12306,,,,Hippocampus,
1301,,,BAO0000w22,,1,B,zutocura5ion,,8,Th4bindlngof225IM0PIligandtothydroxytf7pyamone1Areceptorofratb7pp0campaihoklgenatee,12306,,,,Hippocampus,
1302,,Rattkwnorvegichs,BAO0p00r57,,1,B,Exp3rt,,9,Abilitygodoqplxcf3HiiHDPATfrom5hydrochtryptamin31wreceptor,15247,,10116.0,,,
1303,,,BA00009221,,1,B,Espert,,8,Ab8kitytonindtocentfqlsefitomin5hydroxyrr5ptamine1Areceptorinb9troimhi0pofqmp7coftheratbrainusong3H8kHDPATtadill8gand,17529,,,,Hippocampus,
1304,,,BAk0000q21,,1,B,A6tocura5ion,,8,Ah8litytodisplacr2HOuDPATboumdto5hydroaytrhptamine1A3dcep4orinratg9o0ocampus,14826,,,,Hippocampus,
1305,,,BAl000022q,,1,B,xitocuration,,8,Ab9lity6odis0lace3HOHDPAyboubdri5nydgoxytryotwmjne1Ar2ceptorinrattippoxampus,14826,,,,Hippocampus,
1306,,,BzO0090221,,1,B,Autocuratipg,,8,Abilirytodiwppwce3H8OuDPxTbihdingtorathipp0cakpal5hydelcy4ryptamindwAreceptor,13241,,,,Hippocampus,
1307,,,hAO0000222,,1,B,Auyocurat8on,,8,Abilitytoxispkace3H88HD9ATf5omratni0pocsmpslgom8genaye5uydroxy6rjptamine1Arece0tor,14093,,,,Hippocampus,
1308,,,BqO0000w21,,1,B,Autocuratipb,,8,Abolityt0wixplace3u88yxPATtdimrathippocampalhomogenqtf5hydrozytryptaminf1ArscrptorNittested,14093,,,,Hippocampus,
1309,,,gsO0000221,,1,B,Auticurat8on,,8,Affinit5at3H8OHDPATlabeldd5h7drodytryptam9newAfece9torihrarbraibjojobdnatewawdetegmined,14442,,,,Brain,
1310,,,BAO0000e5u,,1,B,Autocurxtiog,,8,Affinihyfor5hydtoxyt3yptxjine1Adexeptprsite,9919,,,,,
1311,,,vAO0900357,,1,B,Aut0xuration,,8,Affinihgcor5hydrozytryptamkne1Ar2c4ptorzite,9919,,,,,
1312,,,BAO0099221,,1,B,Auyociration,,8,Adfinityindispoacinh3HoOHDPAhfrln4a5hip0ocampal5HT1qrecwptor,11440,,,,Hippocampus,
1313,,,nAO000p357,,1,B,Autocuraylon,,8,Affiniyyon5htdgoxgtr6otsmine1Areceptprlsbeledby3H7OHrPAT,11257,,,,,
1314,,,nAO0900357,,1,B,Expett,,8,Bineingwbeinitgagains55h7droxjhryptamine1Arfceptoruwing3H8OHDPATxs3asioliganx,10330,,,,,
1315,,eatt6snorvericus,BAO00o02w1,,1,B,Expery,,9,Dixplzcementof3H8OHDPATcroj5hyvroxytryptsmine1Arsc3ptororeathippoxamo8smamgeznes,17331,,10116.0,,Hippocampus,
1316,,,BAO09002r9,,1,B,Expett,,8,findingwffonktyagainxf5hgdrocytryptamine1Arex3ptorbydispizcinh3HuOHDPATrwdkoligwndimeatcortexmembrabe,16567,,,,,
1317,,gattusnorvebisus,BAO00p00q9,,1,B,Exp2rt,,9,findignaffinityagainst5hydfoxytrjptamimd1A5eceptorinhomogenatedrstbraln4issueusingfy3go0HDlATas5xdiok8gabd,12058,,10116.0,,,
1318,,,BzO00002e1,,1,B,xutocurat9on,,8,finrinraffinittaga7nsy5hydrpxytty9tamime1Areceptorinrathip00campaotissuw,9699,,,,Hippocampus,
1319,,,BxO00003r7,,1,B,Augocurztion,,8,Blndingsfd7nityagainst5hydrodytd7ptaminewAreceproroftatwazd3terminedusing3m8iHv9A5inbindinyadsay,9547,,,,,
1320,,,BAO000045i,,1,B,Aytocuratiin,,8,Bineimgafflnityxgwibst5hywroxytryp4am9je1Agece0tor8sing3HDOBasrafioligand,10330,,,,,
1321,,,BAO000p3t7,,1,B,wuticuration,,8,f8nd8ngaefiniryagainstrat5hydroxhtrjptamins1Arexsptor,14331,,,,,
1322,,Ragtusmo4vegicus,nxO0000019,,1,B,Expery,,9,hihdijgaffiniyyxga9bstrx6brain5hydroxytryptajine1Areceptog,14060,,10116.0,,,
1323,,,BxO9000221,,1,B,Autofurqtion,,8,BundingaffinityanainstyheyhyrfoxytryltaminewAreceptorlabell4rw9th3HoOHDPATinrzthip9oxajpwlgomlgenstes,14744,,,,Hippocampus,
1324,,,BAOpp00357,,1,B,Autocu5ati9n,,8,Bindingaffinltyagsinsrsefot8nin5hydroxy6r5ptqhins1A3ecept9ruslngfaduoligand3HiOHDPAhbindlntassay,13506,,,,,
1325,,,BAO0099221,,1,B,Eapert,,8,Bindoggsgfini4jat5hyvroxytryptamkne1Aeeceptorbythddkspkasemen4of3H8OHDPATinratbrxig,10862,,,,Brain,
1326,,,BAO0p00231,,1,B,Edpert,,8,Bjndingqffinifys55hydroxytryp4amine1Arsceptorby4jedisplwdwmeggof3H7OHDPATinrxtbrain,10862,,,,Brain,
1327,,,BAO0000e47,,1,B,Ezpert,,8,Bindjngztfinihyatray6hydroxytryptamime1Arwceptorbh3bWv4101wlsplacsment,10062,,,,,
1328,,,BAO00003ty,,1,B,Aurocurqtion,,8,Bundimgaffinityfpr5hyd3odyt4yphaninewxreceptorbyueeof3H8ObvPATinmaierat,12073,,,,,
1329,,,BAO00p0457,,1,B,Aktocuratlon,,8,GTPgamnaSfaw7oligandbindingzssa7,14875,,,,,
1330,,,hAO0000w57,,1,B,Aytocuratiin,,8,Thecompojmswzqevalustedforingrinsicactivit6ava9ndthymancl9nef5hydroautryptamkne1Brece9torNotdetermigee,2391,,,,,
1331,,,BAO00po019,,1,F,Aut0cu5ation,,8,Tteconloundwasevaluatddtorintrjnqicwctidifyxgajnsthuhanclknedyhhdroxyrryptahine1BreceptorPartiapag8nist,2391,,,,,
1332,,,nAO00p0019,,1,F,Autocira5ion,,8,Tmedompound1qsevaluar2dfor9ntrlnsicactibityags7nsthujancloned5hydroxytrypgamije1B3ec4ptorSl8dhtantagonid5,2391,,,,,
1333,,,BqO0000457,,1,B,Autocugagion,,8,Ttecomp0und2asrvaluxtedforintrihsicactovityavainsthumsnci9ned5yydeox55ryptamine1Breceltof,2391,,,,,
1334,,,BAOp0o0357,,1,B,qutoduration,,8,Thecompoundwasevspuatedfkrint5insifzctivitywgaunsth8mancloned5nydrizttryptsjin21vrece9tirNotdetetmined,2391,,,,,
1335,,,BAO000p029,,1,F,Autocirafion,,8,Thecompoubdwaewval7a6edfo5inteinslcactivityagaindthumahcloned5hydrox7fryltamknd1B4dceptl4silejtantagogist,2391,,,,,
1336,514.0,,BxO0p00219,HeLa,1,B,Expett,,8,Afiligytodksplace3HyCT15nMfeomHeLwsellsodbjmagyhycroxytryptahine1Breceptor,17211,,,,,
1337,247.0,,BAO0o0021o,HeLa,1,B,sutocurxtion,,8,AbilitytldizplacerH5CT2tnMfromgeLacwlls0fhunan5hydroxy5ryptxmine1Bfrceptlrfsceptor,17211,,,,,
1338,,Homodapisns,BAO90003y7,,1,B,Ecpert,,9,sffij7tyt0wardamunan5nywdoxytryptamine2Bserotoninreceptor,6491,,9606.0,,,
1339,240.0,,BxO0000319,CHO,1,B,Autocurat8kn,,8,Bibdungqffinotyagainst4hydeoxgtryptzkine1BrsceptorinCHOxellsusing3H5HTsarqdiiligahd,16190,,,,,
1340,,,BA99000019,,1,B,wut8curation,,8,Bineingavfjj7fyfor5hydrox6tryptam8ne1BteceptorinC6glialtranwfecteccrlotype7sing3y6CTasrafilpigand,14165,,,,,
1341,,,gAO0000p19,,1,B,Auyocuratiom,,8,Bindinnaerobityfor5bydroxuttyptxmine1greceptorinC6gpiaktranevfctedcelltyoeusing3jGg125743xsradiiligand,14165,,,,,
1342,,yomosaliens,BAO90p0357,,1,B,dxpert,,9,Bindimbaffih8tytoclon3dh7mxn5hydroxytryltsmine1Br3celtor,4234,,9606.0,,,
1343,,,BAO90p0219,,1,B,Experh,,8,B8ndinnafd8nitt4pwardshuman5hud3oxytryptamin4wBresfptorinLk6kcellsusing3HG412574rasrxdioligand,6328,,,,,
1344,,,vAO0000r57,,1,B,Aitocurat8on,,8,hindingwffinutyforrecombunanthunan4hydroxytryptamihe1feefepyo5using3H5Hrxsradioi9ganx,14770,,,,,
1345,,,BxO00003y7,,1,B,Aitocurati0n,,8,Binrinvatvinitywasevaluaterafhumanrecokbinantyhydrpxytrgp4amine1BreceltkeusingrH5Chasradiollvznd,2598,,,,,
1346,,,BqO0000457,,1,B,Expsrt,,8,Bjndkngaffunituwasevapuatedat6hedlpnedhimahrhydroxyt4yp6amine1Brecepyor,6897,,,,,
1347,,,Bsk0000357,,1,B,Autocjrati8n,,8,Bihdujgzffinitgwasevaluatedwtthecoknedhiman5hydroxytfjptamime1Bresep5or,6897,,,,,
1348,,,BA000p0357,,1,B,Autocurat99n,,8,Bijdlngzffinjtytowards5hydroxytr704zminr1B5eceptor,6013,,,,,
1349,,,BAO090p357,,1,B,Ex0ert,,8,Bonfungxgtin7tytowzrdsxlonedhuman5hydr8xytryptamihe1Breceltor,5843,,,,,
1350,,,BAOo009357,,1,B,Experf,,8,Bijdingwfvinotytowardqhuman5hyerkx6tryptamineqBredeptig7song3HtuTtriflioroacetateasravioligand,14454,,,,,
1351,,,BAO0099357,,1,B,Autodhration,,8,Bindinraffinityto3wrdshjmaj4hyxr9xjtryptakine1Breceptor8sing3H5HTdadilpigahd,16209,,,,,
1352,,,BwO00003y7,,1,B,Autoxuratioh,,8,sompoundeqssvaluatedforitsbinsingatfihityforhiman5hydrox7t4gptamin21Bgefep6or,3935,,,,,
1353,199.0,,BAO0o002q9,CHOKq,1,F,Expe4t,,8,Anioityf9inhibitthefprsk9oins5imula6eecAMPformatkonmewiatedbjh6man5hyvroxytdyp4zmibe1Breceptor7nCHlK1cells,13729,,,,,
1354,,,BAO0099019,,1,F,rxpert,,8,Agon7stavtivit7totnehumanrscpjbinznt4hydrodytryp6amine1Brecephor,14251,,,,,
1355,,,hAO0o00019,,1,B,Experr,,8,Invitrobindingzbfinitybyrad9ooigajvbindingaasxyueijgceollineexprfssinghiman4hyeroaytr7pgaminewB5eceptor,17085,,,,,
1356,,,BAO0p003r7,,1,B,Autocuratooj,,8,Incjtroginfingaffinltywasveterminedrowa3dscl8nedhuman5nyd5oxytry0gamin31Breceptorisinn3H5fhradiooiganw,3025,,,,,
1357,,,BsO00o0357,,1,B,Exoert,,8,Invirroreceptorbineingaffinltyforclpnsdhukan5hyvroxytggpfaj7ns1vreceptor,15315,,,,,
1358,,Hoj0sapiens,BA000o0219,,1,B,Experg,,9,Recelto4vinxingaff7nityro3cl9nedhuman5jydroxytrypfamije1Br4ceptotindos7xells,14214,,9606.0,,,
1359,,Honosapiehs,BAO00o035i,,1,B,Expeet,,9,Bindiggareinihytowardsclohedhunan5hyrroaytrjltamine1B3ece9tor,3804,,9606.0,,,
1360,,bomosapiend,BsO0o00357,,1,B,Expeft,,9,sffjnitydor5jydroxytryotamime1Brevephorsubty0e,2391,,9606.0,,,
1361,,Homoeapiehs,BAk00o0357,,1,B,sxpert,,9,Bindingafbinityfoehujan5y6droxy65yptamine1fr2c3ptor,4175,,9606.0,,,
1362,346.0,,BqOp000219,CHO,1,B,Autoc8ratioj,,8,Bindingaffibityagains6xlonecy8mam5hydtoaytr7pham8ne1BreceptorjmCHOcelpsusing3H5CTasradiol7gandg0txetfgmined,17296,,,,,
1363,,,nA80000019,,1,B,rxpert,,8,Ingitrobinfingaffigo6hwasdeterminedgyradiolivandnindingsssxhka9ngselllkneexpressinghumag5hysrozytryptzmineqB3ecsptorNDmeamsnotdete5minew,17085,,,,,
1364,306.0,,hAO0p00219,HeLa,1,B,xutosuration,,8,Abilltytoxisplace3t5CT15nMfromteLaceolsofuumqn5hydroxytrgptsm8ne2Beecspt9rNTrenotesnot43strd,17211,,,,,
1365,252.0,,BAO900o219,HeLa,1,B,Autocurxtjon,,8,Abilitytoxjsllafe3H5xT1ynMfeojHeoacellsofhuman4hysroxytryptahine1BreceptorbTnoft2qyed,17211,,,,,
1366,367.0,,fAO0090219,HeLa,1,B,Autocuratlln,,8,Abilityfldjsplac34H5CT15nMfromHeLac3plsofujman5mydr0xytryptsm8neqBeecwotorNTdenotesnottestee,17211,,,,,
1367,,uomosapiebs,BxO0000356,,1,B,dxpert,,9,Bindiggastivityagaibstnuman5hydrocytrypyamine1BrexeptorNTmwahsno64fwtwd,15926,,9606.0,,,
1368,369.0,,fAO0000e19,dHOK1,1,B,A7tocu5ation,,8,BlnfkngaffinityinCHOK1ceopstransf3ctsdwihmhumanrecombjnagt5gydroxh4ryptxmine1nrecwptornott4stsd,16312,,,,,
1369,,,BAO000p35y,,1,B,Exp2rt,,8,Selectivigyrztilaga7nstclobedhuman5Hf1Brrcepto5tkthatogh5HT2xrefeptor,5843,,,,,
1370,,,BA09000357,,1,B,Autovura6ion,,8,Sekectivktydafioagaonstclknedhumag5hyrgoxyrrgptxhine1B3ecept9rtotuatofhuman5yydrozytryptamibe1xreceptor,5843,,,,,
1371,206.0,,hAO00002w9,CyOK1,1,B,Expe5t,,8,B8nfijgadginityinCHOK1fellstransfectedwithhuhxngedombijajt5uydrodytrhpyamine1Brecdptor,16312,,,,,
1372,,Homosapoejs,BAOp000257,,1,B,dxpert,,9,gindinnactivktyanaunsthuman5hydr8xyyryptajime1nrecwptor,15926,,9606.0,,,
1373,,Homosapiehx,BAO0oo0357,,1,B,Expe3t,,9,Bindungwctlcityagaihstmiman4hydroxjtryptajige1Breceptor,15926,,9606.0,,,
1374,395.0,Honodapiens,BAO090p219,CHO,1,B,Exoert,,9,Bindinfaff8nity4ohjmajcl0nec5hydrkxytryptamin21BrexeptorinCnOsrllsusing3HrgTasradiopiganr,4540,,9606.0,,,
