first_name,last_name,actor_id,film_id
NICK,WAHLBERG,2,321
RUSSELL,CLOSE,183,388
GROUCHO,DUNST,106,566
SIDNEY,CROWE,105,15
GROUCHO,SINATRA,78,767
HUMPHREY,WILLIS,164,801
TOM,MIRANDA,42,139
MENA,HOPPER,170,925
RALPH,CRUZ,80,788
SIDNEY,CROWE,105,893
SEAN,GUINESS,90,817
JULIA,MCQUEEN,27,172
SUSAN,DAVIS,110,625
SISSY,SOBIESKI,31,188
BEN,WILLIS,83,719
KENNETH,PESCI,88,839
CARY,MCCONAUGHEY,77,78
JEFF,SILVERSTONE,180,869
CAMERON,ZELLWEGER,111,603
NICK,DEGENERES,166,714
MATTHEW,CARREY,181,311
FAY,WINSLET,147,649
KIRK,JOVOVICH,43,359
JOHN,SUVARI,192,470
CHRISTIAN,NEESON,61,535
MINNIE,ZELLWEGER,85,711
KIRSTEN,PALTROW,21,88
AUDREY,OLIVIER,34,244
GARY,PHOENIX,51,974
JULIANNE,DENCH,123,926
KENNETH,HOFFMAN,169,815
JESSICA,BAILEY,67,256
JESSICA,BAILEY,67,725
TIM,HACKMAN,32,606
CHRIS,DEPP,160,43
RUSSELL,BACALL,112,603
SUSAN,DAVIS,101,655
KEVIN,GARLAND,127,953
BELA,WALKEN,196,122
DUSTIN,TAUTOU,59,572
DAN,HARRIS,56,844
SANDRA,PECK,30,318
CATE,MCQUEEN,128,485
MATTHEW,JOHANSSON,8,895
ALBERT,NOLTE,125,877
HARRISON,BALE,115,671
FRANCES,TOMEI,126,85
HUMPHREY,WILLIS,164,834
MATTHEW,JOHANSSON,8,195
MARY,TANDY,66,361
CUBA,BIRCH,189,548
GENE,MCKELLEN,177,458
MICHELLE,MCCONAUGHEY,70,654
RALPH,CRUZ,80,341
FAY,WOOD,156,301
PENELOPE,PINKETT,54,129
MATTHEW,LEIGH,103,437
SCARLETT,DAMON,81,398
ALAN,DREYFUSS,173,921
WILL,WILSON,168,519
JULIA,BARRYMORE,47,670
JON,CHASE,176,441
GRETA,MALDEN,157,303
OLYMPIA,PFEIFFER,171,701
SPENCER,PECK,87,870
HUMPHREY,WILLIS,164,613
DARYL,WAHLBERG,95,47
CUBA,OLIVIER,15,985
MORGAN,HOPKINS,113,403
NICK,DEGENERES,166,361
JOHNNY,LOLLOBRIGIDA,5,732
ELVIS,MARX,22,775
JULIA,FAWCETT,199,432
WHOOPI,HURT,140,670
REESE,WEST,197,6
AUDREY,BAILEY,190,411
TOM,MCKELLEN,38,160
KIRSTEN,PALTROW,21,733
SEAN,WILLIAMS,72,854
GROUCHO,SINATRA,78,552
FRANCES,DAY-LEWIS,48,506
RALPH,CRUZ,80,680
MAE,HOFFMAN,79,769
GARY,PHOENIX,51,895
ANGELA,WITHERSPOON,144,953
JENNIFER,DAVIS,4,832
IAN,TANDY,155,459
ANGELA,HUDSON,65,398
SUSAN,DAVIS,101,980
WILL,WILSON,168,826
VIVIEN,BERGEN,14,472
MENA,TEMPLE,53,58
JESSICA,BAILEY,67,576
GREG,CHAPLIN,86,857
JANE,JACKMAN,131,432
SPENCER,PECK,87,48
FRANCES,TOMEI,126,469
FAY,WINSLET,147,563
JOE,SWANK,9,30
MATTHEW,JOHANSSON,8,752
DUSTIN,TAUTOU,59,650
TOM,MCKELLEN,38,793
FAY,KILMER,55,709
ED,CHASE,3,111
LIZA,BERGMAN,121,141
GINA,DEGENERES,107,977
VIVIEN,BASINGER,158,799
ALEC,WAYNE,29,131
DARYL,WAHLBERG,95,813
RITA,REYNOLDS,135,320
WOODY,HOFFMAN,28,43
GRETA,MALDEN,157,573
GREG,CHAPLIN,86,163
MATTHEW,LEIGH,103,692
MARY,TANDY,66,350
ALBERT,JOHANSSON,146,117
MENA,HOPPER,170,537
GENE,MCKELLEN,177,39
JULIA,FAWCETT,199,886
CUBA,OLIVIER,15,817
ED,CHASE,3,289
SPENCER,DEPP,100,17
MARY,KEITEL,198,871
NICK,WAHLBERG,2,357
RITA,REYNOLDS,135,553
BEN,WILLIS,83,672
MILLA,KEITEL,74,543
CHRIS,BRIDGES,98,721
GREGORY,GOODING,191,461
GARY,PENN,73,666
FRANCES,DAY-LEWIS,48,428
RIP,WINSLET,68,747
CUBA,OLIVIER,15,594
SUSAN,DAVIS,101,491
HARRISON,BALE,115,383
CHRIS,DEPP,160,267
JUDE,CRUISE,57,267
JADA,RYDER,142,18
HELEN,VOIGHT,17,201
BURT,POSEY,75,170
FRED,COSTNER,16,967
JUDY,DEAN,35,52
SALMA,NOLTE,122,718
KIM,ALLEN,145,243
WOODY,HOFFMAN,28,793
ZERO,CAGE,11,850
VAL,BOLGER,37,662
MATTHEW,JOHANSSON,8,769
CAMERON,ZELLWEGER,111,777
CAMERON,STREEP,24,653
SUSAN,DAVIS,101,988
KENNETH,TORN,94,275
CUBA,OLIVIER,15,445
JADA,RYDER,142,575
OLYMPIA,PFEIFFER,171,872
MATTHEW,LEIGH,103,956
JAYNE,NOLTE,150,508
MICHAEL,BOLGER,185,818
MICHAEL,BOLGER,185,7
ED,GUINESS,179,250
KARL,BERRY,12,216
EWAN,GOODING,139,602
UMA,WOOD,13,522
ANGELA,WITHERSPOON,144,599
BEN,HARRIS,152,615
CHRISTOPHER,BERRY,91,509
LISA,MONROE,178,733
MERYL,GIBSON,154,842
WILL,WILSON,168,652
SISSY,SOBIESKI,31,431
UMA,WOOD,13,427
BETTE,NICHOLSON,6,692
ZERO,CAGE,11,888
GENE,WILLIS,96,320
CAMERON,ZELLWEGER,111,325
ANGELA,WITHERSPOON,144,540
KARL,BERRY,12,945
BOB,FAWCETT,19,144
ADAM,GRANT,71,532
KENNETH,TORN,94,228
WHOOPI,HURT,140,576
SUSAN,DAVIS,101,189
GENE,WILLIS,96,846
SUSAN,DAVIS,101,275
ANNE,CRONYN,49,927
LAURA,BRODY,159,187
ANGELA,WITHERSPOON,144,130
LIZA,BERGMAN,121,633
CHRISTIAN,GABLE,10,716
VAL,BOLGER,37,697
MERYL,GIBSON,154,680
LAURA,BRODY,159,680
SYLVESTER,DERN,109,955
REESE,WEST,197,769
ADAM,HOPPER,132,377
RAY,JOHANSSON,64,37
REESE,KILMER,45,115
JADA,RYDER,142,999
JULIA,BARRYMORE,47,351
ROCK,DUKAKIS,188,566
JANE,JACKMAN,131,809
JOHNNY,LOLLOBRIGIDA,5,288
JULIA,ZELLWEGER,186,95
JENNIFER,DAVIS,4,616
KARL,BERRY,12,34
GENE,MCKELLEN,177,827
GINA,DEGENERES,107,603
SANDRA,KILMER,23,649
SPENCER,DEPP,100,815
SALMA,NOLTE,122,363
JULIA,BARRYMORE,47,53
TOM,MCKELLEN,38,274
MATTHEW,JOHANSSON,8,179
JADA,RYDER,142,842
SUSAN,DAVIS,101,941
GEOFFREY,HESTON,151,501
SCARLETT,DAMON,81,194
LISA,MONROE,178,146
GINA,DEGENERES,107,136
EMILY,DEE,148,342
CAMERON,ZELLWEGER,111,78
AL,GARLAND,165,375
MATTHEW,LEIGH,103,822
BURT,DUKAKIS,36,283
ANGELA,HUDSON,65,965
JOHN,SUVARI,192,155
CHRISTIAN,GABLE,10,530
RITA,REYNOLDS,135,88
BETTE,NICHOLSON,6,605
CHRISTIAN,AKROYD,58,417
JAMES,PITT,84,830
MENA,TEMPLE,53,577
WARREN,NOLTE,108,741
CHRISTIAN,GABLE,10,929
WOODY,JOLIE,82,188
MICHAEL,BENING,174,879
FRED,COSTNER,16,121
SUSAN,DAVIS,101,978
GRACE,MOSTEL,7,901
WILL,WILSON,168,959
SANDRA,PECK,30,64
GREG,CHAPLIN,86,519
RICHARD,PENN,133,588
UMA,WOOD,13,832
JESSICA,BAILEY,67,144
FRANCES,DAY-LEWIS,48,315
LUCILLE,DEE,138,639
CARMEN,HUNT,52,203
JULIA,MCQUEEN,27,19
RALPH,CRUZ,80,858
CHRIS,BRIDGES,98,955
FRED,COSTNER,16,438
JIM,MOSTEL,99,982
HARRISON,BALE,115,49
TOM,MIRANDA,42,865
WHOOPI,HURT,140,736
GROUCHO,DUNST,106,894
REESE,KILMER,45,537
REESE,WEST,197,369
REESE,WEST,197,531
TOM,MCKELLEN,38,176
MENA,TEMPLE,53,256
MARY,TANDY,66,915
BURT,TEMPLE,193,745
VIVIEN,BASINGER,158,293
WARREN,JACKMAN,119,738
REESE,KILMER,45,65
MORGAN,HOPKINS,113,525
TOM,MCKELLEN,38,583
SEAN,GUINESS,90,330
FAY,KILMER,55,340
MICHELLE,MCCONAUGHEY,70,343
GENE,HOPKINS,134,624
WOODY,HOFFMAN,28,107
RAY,JOHANSSON,64,980
DAN,HARRIS,56,63
RUSSELL,TEMPLE,149,949
FAY,WINSLET,147,688
MERYL,GIBSON,154,474
CAMERON,ZELLWEGER,111,680
BURT,TEMPLE,193,462
HARRISON,BALE,115,52
ALEC,WAYNE,29,133
REESE,KILMER,45,117
CHARLIZE,DENCH,89,47
MORGAN,WILLIAMS,137,390
MARY,TANDY,66,999
JON,CHASE,176,162
JENNIFER,DAVIS,4,712
ANNE,CRONYN,49,506
VIVIEN,BASINGER,158,581
CHRIS,BRIDGES,98,212
FRED,COSTNER,16,155
DARYL,WAHLBERG,95,619
WALTER,TORN,102,980
JULIA,FAWCETT,199,640
JULIA,BARRYMORE,47,737
JADA,RYDER,142,186
RIP,WINSLET,68,380
VAL,BOLGER,37,19
CATE,MCQUEEN,128,238
CAMERON,ZELLWEGER,111,403
GRACE,MOSTEL,7,27
IAN,TANDY,155,768
GOLDIE,BRODY,39,293
DEBBIE,AKROYD,182,668
MARY,TANDY,66,928
HELEN,VOIGHT,17,573
SANDRA,PECK,30,732
RICHARD,PENN,133,952
BOB,FAWCETT,19,750
SIDNEY,CROWE,105,280
CUBA,BIRCH,189,171
DAN,HARRIS,56,474
RENEE,TRACY,117,273
CHARLIZE,DENCH,89,162
KIRSTEN,AKROYD,92,547
WOODY,JOLIE,82,877
SPENCER,PECK,87,421
CHRIS,BRIDGES,98,87
KEVIN,GARLAND,127,388
ANNE,CRONYN,49,811
JON,CHASE,176,543
SISSY,SOBIESKI,31,802
MENA,HOPPER,170,993
SANDRA,PECK,30,260
ANGELINA,ASTAIRE,76,850
CARMEN,HUNT,52,515
JON,CHASE,176,303
KENNETH,HOFFMAN,169,992
ED,CHASE,3,40
FRANCES,TOMEI,126,34
KARL,BERRY,12,871
GENE,WILLIS,96,40
PENELOPE,GUINESS,1,509
ED,GUINESS,179,817
SEAN,GUINESS,90,262
KIRK,JOVOVICH,43,621
BEN,HARRIS,152,768
NICK,WAHLBERG,2,145
SANDRA,PECK,30,53
MILLA,KEITEL,74,780
RIP,CRAWFORD,26,544
SANDRA,KILMER,23,78
KEVIN,GARLAND,127,141
VIVIEN,BASINGER,158,879
WOODY,JOLIE,82,453
ANNE,CRONYN,49,709
WOODY,HOFFMAN,28,994
HARVEY,HOPE,161,669
JULIA,BARRYMORE,47,777
ELLEN,PRESLEY,93,453
VIVIEN,BERGEN,14,232
KIRK,JOVOVICH,43,161
HARRISON,BALE,115,686
KIRK,JOVOVICH,43,533
CHRISTIAN,NEESON,61,537
KIM,ALLEN,145,293
CHRIS,DEPP,160,826
GINA,DEGENERES,107,467
CAMERON,WRAY,63,809
ALBERT,JOHANSSON,146,314
THORA,TEMPLE,200,121
GINA,DEGENERES,107,292
CARMEN,HUNT,52,424
RIVER,DEAN,143,361
MARY,TANDY,66,769
NATALIE,HOPKINS,50,274
BELA,WALKEN,196,423
GROUCHO,DUNST,106,639
ANGELINA,ASTAIRE,76,606
MINNIE,ZELLWEGER,85,591
SPENCER,DEPP,100,718
DEBBIE,AKROYD,182,845
GROUCHO,DUNST,106,345
WARREN,NOLTE,108,958
HUMPHREY,GARLAND,184,221
JUDE,CRUISE,57,101
CHRISTIAN,AKROYD,58,553
JOHN,SUVARI,192,475
MINNIE,ZELLWEGER,85,461
JODIE,DEGENERES,41,724
CARMEN,HUNT,52,812
PENELOPE,PINKETT,54,84
LAURA,BRODY,159,20
SALMA,NOLTE,122,998
ANGELINA,ASTAIRE,76,912
IAN,TANDY,155,590
GINA,DEGENERES,107,574
MICHELLE,MCCONAUGHEY,70,92
SYLVESTER,DERN,109,157
MICHAEL,BENING,174,442
JEFF,SILVERSTONE,180,561
SANDRA,KILMER,23,691
MERYL,GIBSON,154,421
RAY,JOHANSSON,64,832
MICHELLE,MCCONAUGHEY,70,834
BURT,TEMPLE,193,109
MORGAN,MCDORMAND,114,807
IAN,TANDY,155,513
ED,MANSFIELD,136,20
RICHARD,PENN,133,933
GINA,DEGENERES,107,781
ED,CHASE,3,441
PENELOPE,PINKETT,54,184
MORGAN,MCDORMAND,114,420
JON,CHASE,176,946
LAURA,BRODY,159,907
JADA,RYDER,142,554
REESE,WEST,197,243
CHRISTOPHER,BERRY,91,25
DUSTIN,TAUTOU,59,418
KEVIN,GARLAND,127,411
WALTER,TORN,102,485
JAMES,PITT,84,413
EWAN,GOODING,139,719
JEFF,SILVERSTONE,180,724
VIVIEN,BASINGER,158,66
HENRY,BERRY,60,299
GEOFFREY,HESTON,151,634
BETTE,NICHOLSON,6,164
SEAN,GUINESS,90,868
GRACE,MOSTEL,7,957
MAE,HOFFMAN,79,269
GREGORY,GOODING,191,775
JOHN,SUVARI,192,541
GREGORY,GOODING,191,293
JENNIFER,DAVIS,4,714
ALBERT,JOHANSSON,146,734
MICHAEL,BENING,174,298
GINA,DEGENERES,107,430
HELEN,VOIGHT,17,280
PENELOPE,PINKETT,54,348
ALAN,DREYFUSS,173,688
CHARLIZE,DENCH,89,488
CHRIS,BRIDGES,98,194
LUCILLE,TRACY,20,977
ZERO,CAGE,11,205
JAYNE,NOLTE,150,672
WALTER,TORN,102,53
SANDRA,PECK,30,69
CARMEN,HUNT,52,596
NICK,WAHLBERG,2,485
KARL,BERRY,12,155
ANGELA,HUDSON,65,117
VIVIEN,BASINGER,158,896
LAURA,BRODY,159,784
VIVIEN,BERGEN,14,908
ED,GUINESS,179,588
NICK,WAHLBERG,2,399
JULIA,MCQUEEN,27,904
SCARLETT,DAMON,81,267
MARY,KEITEL,198,262
BELA,WALKEN,196,276
MATTHEW,JOHANSSON,8,255
SCARLETT,DAMON,81,232
IAN,TANDY,155,67
MATTHEW,LEIGH,103,5
FRANCES,DAY-LEWIS,48,211
PENELOPE,MONROE,120,715
KIRK,JOVOVICH,43,19
VAL,BOLGER,37,12
WOODY,HOFFMAN,28,58
MAE,HOFFMAN,79,430
VIVIEN,BASINGER,158,47
MERYL,ALLEN,194,415
RUSSELL,TEMPLE,149,810
CATE,HARRIS,141,191
CUBA,BIRCH,189,820
MAE,HOFFMAN,79,267
AUDREY,OLIVIER,34,950
RIVER,DEAN,143,79
JESSICA,BAILEY,67,981
RUSSELL,TEMPLE,149,362
