assays_ss_d,assays_tss_d,assays_src_d,assays_ss_tss,assays_dc_d,assays_ss_sbclllr_frctn,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_vrnt_d
10604,,1,,10130,,50597,N,1,Intermediate,,CHEMBL624661,,BAO_0000218,
10605,,1,,5213,,50597,N,1,Intermediate,,CHEMBL624662,,BAO_0000218,
10606,,1,,4910,,50597,N,1,Intermediate,,CHEMBL625199,,BAO_0000218,
10607,,1,,4910,,50597,N,1,Intermediate,,CHEMBL625200,,BAO_0000218,
10608,,1,,4910,,50597,N,1,Intermediate,,CHEMBL625201,,BAO_0000218,
10609,,1,,4910,,50597,N,1,Intermediate,,CHEMBL625202,,BAO_0000218,
10610,,1,,2083,,50597,N,1,Intermediate,,CHEMBL625203,,BAO_0000218,
10611,,1,,2082,,50597,N,1,Intermediate,,CHEMBL625204,,BAO_0000218,
10612,,1,,2082,,50597,N,1,Intermediate,,CHEMBL625205,,BAO_0000218,
10613,,1,,6351,,50597,N,1,Intermediate,,CHEMBL625206,,BAO_0000218,
10614,,1,,14583,,22224,U,0,Autocuration,,CHEMBL625207,,BAO_0000019,
10615,,1,,14583,,22224,U,0,Autocuration,,CHEMBL625208,,BAO_0000019,
10616,,1,,4608,,50587,N,1,Intermediate,,CHEMBL625209,495.0,BAO_0000218,
10617,,1,,13668,,22229,U,0,Autocuration,,CHEMBL625210,,BAO_0000100,
10618,,1,,5669,,50597,N,1,Intermediate,,CHEMBL625211,,BAO_0000218,
10619,,1,,5669,,50797,N,1,Intermediate,,CHEMBL625212,,BAO_0000218,
10620,,1,,5669,,50597,N,1,Intermediate,,CHEMBL625213,,BAO_0000218,
10621,,1,,5669,,50597,N,1,Intermediate,,CHEMBL625214,,BAO_0000218,
10622,,1,,5669,,50597,N,1,Intermediate,,CHEMBL874542,,BAO_0000218,
10623,,1,,6472,,22229,U,0,Autocuration,,CHEMBL625215,,BAO_0000100,
10624,,1,,15106,,22224,U,0,Autocuration,,CHEMBL625216,,BAO_0000019,
10625,,1,,15207,,22224,U,0,Autocuration,,CHEMBL625217,,BAO_0000100,
10626,,1,,15207,,22224,U,0,Autocuration,,CHEMBL625218,,BAO_0000100,
10627,1969.0,1,Plasma,13941,,50588,N,1,Intermediate,,CHEMBL622864,,BAO_0000218,
10628,1969.0,1,Plasma,13941,,50597,N,1,Intermediate,,CHEMBL622865,,BAO_0000218,
10629,1969.0,1,Plasma,13941,,50597,N,1,Intermediate,,CHEMBL622866,,BAO_0000218,
10630,1969.0,1,Plasma,13941,,50588,N,1,Intermediate,,CHEMBL622867,,BAO_0000218,
10631,1969.0,1,Plasma,15240,,50512,N,1,Intermediate,,CHEMBL876808,,BAO_0000218,
10632,955.0,1,Brain,10655,,22224,U,0,Autocuration,,CHEMBL627725,,BAO_0000019,
10633,1977.0,1,Serum,10655,,22224,U,0,Autocuration,,CHEMBL627726,,BAO_0000019,
10634,1969.0,1,Plasma,6504,,22224,U,0,Autocuration,,CHEMBL627727,,BAO_0000019,
10635,1969.0,1,Plasma,10615,,22224,U,0,Autocuration,,CHEMBL627728,,BAO_0000019,
10636,1969.0,1,Plasma,10353,,22224,U,0,Autocuration,,CHEMBL627729,,BAO_0000019,
10637,1969.0,1,Plasma,14907,,22224,U,0,Autocuration,,CHEMBL627730,,BAO_0000019,
10638,1969.0,1,Plasma,14907,,22224,U,0,Autocuration,,CHEMBL627731,,BAO_0000019,
10639,1969.0,1,Plasma,14907,,22224,U,0,Autocuration,,CHEMBL627732,,BAO_0000019,
10640,1969.0,1,Plasma,14907,,22224,U,0,Autocuration,,CHEMBL627733,,BAO_0000019,
10641,1969.0,1,Plasma,16359,,50597,N,1,Intermediate,,CHEMBL627734,,BAO_0000218,
10642,1969.0,1,Plasma,16359,,50597,N,1,Intermediate,,CHEMBL627735,,BAO_0000218,
10643,1969.0,1,Plasma,15240,,50512,N,1,Intermediate,,CHEMBL627736,,BAO_0000218,
10644,1969.0,1,Plasma,15240,,50597,N,1,Intermediate,,CHEMBL876809,,BAO_0000218,
10645,,1,,15469,,22224,U,0,Autocuration,,CHEMBL627737,,BAO_0000019,
10646,,1,,15469,,22224,U,0,Autocuration,,CHEMBL627738,,BAO_0000019,
10647,,1,,13520,,22224,U,0,Autocuration,,CHEMBL627739,,BAO_0000019,
10648,,1,,17025,,50588,N,1,Intermediate,,CHEMBL626143,,BAO_0000218,
10649,,1,,17025,,22224,U,0,Autocuration,,CHEMBL626144,,BAO_0000218,
10650,,1,,17025,,50592,N,1,Intermediate,,CHEMBL626145,,BAO_0000218,
10651,,1,,17025,,50597,N,1,Intermediate,,CHEMBL626146,,BAO_0000218,
10652,178.0,1,Blood,12032,,50597,N,1,Intermediate,,CHEMBL626147,,BAO_0000218,
10653,,1,,10291,,22224,U,0,Autocuration,,CHEMBL626148,,BAO_0000019,
10654,,1,,5767,,22224,U,0,Autocuration,,CHEMBL626149,,BAO_0000218,
10655,,1,,1434,,22224,U,0,Autocuration,,CHEMBL626150,,BAO_0000019,
10656,,1,,14925,,50588,N,1,Intermediate,,CHEMBL626151,,BAO_0000218,
10657,,1,,14925,,50588,N,1,Intermediate,,CHEMBL626152,,BAO_0000218,
10658,,1,,14925,,50588,N,1,Intermediate,,CHEMBL626153,,BAO_0000218,
10659,,1,,1434,,22224,U,0,Autocuration,,CHEMBL626154,,BAO_0000019,
10660,,1,,11883,,22224,U,0,Autocuration,,CHEMBL626155,,BAO_0000019,
10661,,1,,11883,,22224,U,0,Autocuration,,CHEMBL626156,,BAO_0000019,
10662,,1,,11883,,22224,U,0,Autocuration,,CHEMBL626157,,BAO_0000019,
10663,,1,,11883,,22224,U,0,Autocuration,,CHEMBL626158,,BAO_0000019,
10664,,1,,15233,,50588,N,1,Intermediate,,CHEMBL626159,,BAO_0000218,
10665,,1,,15233,,50597,N,1,Intermediate,,CHEMBL626160,,BAO_0000218,
10666,,1,,15233,,50588,N,1,Intermediate,,CHEMBL626161,,BAO_0000218,
10667,,1,,15233,,50597,N,1,Intermediate,,CHEMBL626162,,BAO_0000218,
10668,,1,,12978,,22224,U,0,Autocuration,,CHEMBL626163,,BAO_0000019,
10669,,1,,12978,,22224,U,0,Autocuration,,CHEMBL626164,,BAO_0000019,
10670,,1,,11355,,50594,N,1,Intermediate,,CHEMBL626165,,BAO_0000218,
10671,,1,,11355,,50594,N,1,Intermediate,,CHEMBL626166,,BAO_0000218,
10672,,1,,12923,,50588,N,1,Intermediate,,CHEMBL626167,,BAO_0000218,
10673,,1,,12923,,50588,N,1,Intermediate,,CHEMBL626168,,BAO_0000218,
10674,,1,,12923,,50588,N,1,Intermediate,,CHEMBL877463,,BAO_0000218,
10675,,1,,12923,,50588,N,1,Intermediate,,CHEMBL626169,,BAO_0000218,
10676,948.0,1,Heart,17738,,50597,N,1,Intermediate,,CHEMBL626170,,BAO_0000218,
10677,948.0,1,Heart,17738,,50597,N,1,Intermediate,,CHEMBL626171,,BAO_0000218,
10678,948.0,1,Heart,17738,,50597,N,1,Intermediate,,CHEMBL626172,,BAO_0000218,
10679,948.0,1,Heart,17738,,50597,N,1,Intermediate,,CHEMBL626173,,BAO_0000218,
10680,2113.0,1,Kidney,17738,,50597,N,1,Intermediate,,CHEMBL626174,,BAO_0000218,
10681,2113.0,1,Kidney,17738,,50597,N,1,Intermediate,,CHEMBL626175,,BAO_0000218,
10682,2113.0,1,Kidney,17738,,50597,N,1,Intermediate,,CHEMBL626176,,BAO_0000218,
10683,2113.0,1,Kidney,17738,,50597,N,1,Intermediate,,CHEMBL626177,,BAO_0000218,
10684,2113.0,1,Kidney,17738,,50597,N,1,Intermediate,,CHEMBL622499,,BAO_0000218,
10685,2107.0,1,Liver,17738,,50597,N,1,Intermediate,,CHEMBL622500,,BAO_0000218,
10686,2107.0,1,Liver,17738,,50597,N,1,Intermediate,,CHEMBL622501,,BAO_0000218,
10687,2107.0,1,Liver,17738,,50597,N,1,Intermediate,,CHEMBL622502,,BAO_0000218,
10688,2107.0,1,Liver,17738,,50597,N,1,Intermediate,,CHEMBL622503,,BAO_0000218,
10689,2107.0,1,Liver,17738,,50597,N,1,Intermediate,,CHEMBL877614,,BAO_0000218,
10690,2048.0,1,Lung,17738,,50597,N,1,Intermediate,,CHEMBL624839,,BAO_0000218,
10691,2048.0,1,Lung,17738,,50597,N,1,Intermediate,,CHEMBL624840,,BAO_0000218,
10692,2048.0,1,Lung,17738,,50597,N,1,Intermediate,,CHEMBL624841,,BAO_0000218,
10693,2048.0,1,Lung,17738,,50597,N,1,Intermediate,,CHEMBL624842,,BAO_0000218,
10694,2385.0,1,Muscle tissue,17738,,50597,N,1,Intermediate,,CHEMBL624843,,BAO_0000218,
10695,2385.0,1,Muscle tissue,17738,,50597,N,1,Intermediate,,CHEMBL624844,,BAO_0000218,
10696,2385.0,1,Muscle tissue,17738,,50597,N,1,Intermediate,,CHEMBL624845,,BAO_0000218,
10697,2385.0,1,Muscle tissue,17738,,50597,N,1,Intermediate,,CHEMBL621904,,BAO_0000218,
10698,178.0,1,Blood,11195,,50597,N,1,Intermediate,,CHEMBL621905,,BAO_0000218,
10699,178.0,1,Blood,11195,,50597,N,1,Intermediate,,CHEMBL874382,,BAO_0000218,
10700,178.0,1,Blood,11195,,50597,N,1,Intermediate,,CHEMBL621906,,BAO_0000218,
10701,955.0,1,Brain,11195,,50597,N,1,Intermediate,,CHEMBL621907,,BAO_0000218,
10702,955.0,1,Brain,11195,,50597,N,1,Intermediate,,CHEMBL622096,,BAO_0000218,
10703,955.0,1,Brain,11195,,50597,N,1,Intermediate,,CHEMBL622097,,BAO_0000218,
10704,948.0,1,Heart,11195,,50597,N,1,Intermediate,,CHEMBL622098,,BAO_0000218,
10705,948.0,1,Heart,11195,,50597,N,1,Intermediate,,CHEMBL622099,,BAO_0000218,
10706,948.0,1,Heart,11195,,50597,N,1,Intermediate,,CHEMBL622100,,BAO_0000218,
10707,2113.0,1,Kidney,11195,,50597,N,1,Intermediate,,CHEMBL622101,,BAO_0000218,
10708,2113.0,1,Kidney,11195,,50597,N,1,Intermediate,,CHEMBL622102,,BAO_0000218,
10709,2113.0,1,Kidney,11195,,50597,N,1,Intermediate,,CHEMBL622103,,BAO_0000218,
10710,2107.0,1,Liver,11195,,50597,N,1,Intermediate,,CHEMBL622104,,BAO_0000218,
10711,2107.0,1,Liver,11195,,50597,N,1,Intermediate,,CHEMBL622105,,BAO_0000218,
10712,2107.0,1,Liver,11195,,50597,N,1,Intermediate,,CHEMBL622106,,BAO_0000218,
10713,2048.0,1,Lung,11195,,50597,N,1,Intermediate,,CHEMBL622107,,BAO_0000218,
10714,2048.0,1,Lung,11195,,50597,N,1,Intermediate,,CHEMBL622108,,BAO_0000218,
10715,2048.0,1,Lung,11195,,50597,N,1,Intermediate,,CHEMBL622109,,BAO_0000218,
10716,2385.0,1,Muscle tissue,11195,,50597,N,1,Intermediate,,CHEMBL622110,,BAO_0000218,
10717,2385.0,1,Muscle tissue,11195,,50597,N,1,Intermediate,,CHEMBL622111,,BAO_0000218,
10718,2385.0,1,Muscle tissue,11195,,50597,N,1,Intermediate,,CHEMBL874383,,BAO_0000218,
10719,14.0,1,Zone of skin,11195,,50597,N,1,Intermediate,,CHEMBL622112,,BAO_0000218,
10720,14.0,1,Zone of skin,11195,,50597,N,1,Intermediate,,CHEMBL622113,,BAO_0000218,
10721,14.0,1,Zone of skin,11195,,50597,N,1,Intermediate,,CHEMBL622114,,BAO_0000218,
10722,2106.0,1,Spleen,11195,,50597,N,1,Intermediate,,CHEMBL622115,,BAO_0000218,
10723,2106.0,1,Spleen,11195,,50597,N,1,Intermediate,,CHEMBL622116,,BAO_0000218,
10724,,1,,6193,,50597,N,1,Intermediate,,CHEMBL622117,,BAO_0000218,
10725,,1,,6803,,50597,N,1,Intermediate,,CHEMBL622118,,BAO_0000218,
10726,,1,,6647,,50597,N,1,Intermediate,,CHEMBL622119,,BAO_0000218,
10727,,1,,6647,,50597,N,1,Intermediate,,CHEMBL622120,,BAO_0000218,
10728,,1,,6647,,50597,N,1,Intermediate,,CHEMBL622121,,BAO_0000218,
10729,,1,,6640,,50597,N,1,Intermediate,,CHEMBL622122,,BAO_0000218,
10730,,1,,6641,,50597,N,1,Intermediate,,CHEMBL622123,,BAO_0000218,
10731,,1,,6641,,50597,N,1,Intermediate,,CHEMBL622124,,BAO_0000218,
10732,,1,,6642,,50597,N,1,Intermediate,,CHEMBL622125,,BAO_0000218,
10733,,1,,5472,,50597,N,1,Intermediate,,CHEMBL622126,,BAO_0000218,
10734,,1,,6141,,50597,N,1,Intermediate,,CHEMBL620455,,BAO_0000218,
10735,,1,,4390,,50597,N,1,Intermediate,,CHEMBL620456,,BAO_0000218,
10736,,1,,5472,,50597,N,1,Intermediate,,CHEMBL620457,,BAO_0000218,
10737,,1,,5472,,50597,N,1,Intermediate,,CHEMBL620458,,BAO_0000218,
10738,,1,,5438,,50597,N,1,Intermediate,,CHEMBL620459,,BAO_0000218,
10739,,1,,4883,,50597,N,1,Intermediate,,CHEMBL620460,,BAO_0000218,
10740,,1,,1908,,50597,N,1,Intermediate,,CHEMBL620461,,BAO_0000218,
10741,,1,,4853,,50597,N,1,Intermediate,,CHEMBL620462,,BAO_0000218,
10742,,1,,4853,,50597,N,1,Intermediate,,CHEMBL620463,,BAO_0000218,
10743,,1,,4853,,50597,N,1,Intermediate,,CHEMBL620464,,BAO_0000218,
10744,,1,,4853,,50597,N,1,Intermediate,,CHEMBL620465,,BAO_0000218,
10745,,1,,4853,,50597,N,1,Intermediate,,CHEMBL620466,,BAO_0000218,
10746,,1,,4853,,50597,N,1,Intermediate,,CHEMBL620467,,BAO_0000218,
10747,,1,,4853,,50597,N,1,Intermediate,,CHEMBL620468,,BAO_0000218,
10748,,1,,12873,,50597,N,1,Intermediate,,CHEMBL620469,,BAO_0000218,
10749,,1,,12873,,50597,N,1,Intermediate,,CHEMBL620470,,BAO_0000218,
10750,,1,,3169,,50597,N,1,Intermediate,,CHEMBL620471,,BAO_0000218,
10751,,1,,6305,,50597,N,1,Intermediate,,CHEMBL620472,,BAO_0000218,
10752,,1,,4762,,50597,N,1,Intermediate,,CHEMBL620473,,BAO_0000218,
10753,,1,,17847,,50597,N,1,Intermediate,,CHEMBL620474,,BAO_0000218,
10754,,1,,6211,,50597,N,1,Intermediate,,CHEMBL620475,,BAO_0000218,
10755,,1,,6011,,50597,N,1,Intermediate,,CHEMBL620476,,BAO_0000218,
10756,,1,,6317,,50597,N,1,Intermediate,,CHEMBL620477,,BAO_0000218,
10757,,1,,6644,,50597,N,1,Intermediate,,CHEMBL620478,,BAO_0000218,
10758,,1,,6644,,50597,N,1,Intermediate,,CHEMBL618768,,BAO_0000218,
10759,,1,,6644,,50597,N,1,Intermediate,,CHEMBL618769,,BAO_0000218,
10760,,1,,6644,,50597,N,1,Intermediate,,CHEMBL618770,,BAO_0000218,
10761,,1,,6113,,50597,N,1,Intermediate,,CHEMBL618771,,BAO_0000218,
10762,,1,,5937,,50597,N,1,Intermediate,,CHEMBL618772,,BAO_0000218,
10763,,1,,5711,,50597,N,1,Intermediate,,CHEMBL618773,,BAO_0000218,
10764,,1,,17717,,50597,N,1,Intermediate,,CHEMBL875842,,BAO_0000218,
10765,,1,,17717,,50597,N,1,Intermediate,,CHEMBL618774,,BAO_0000218,
10766,,1,,17717,,50597,N,1,Intermediate,,CHEMBL618775,,BAO_0000218,
10767,,1,,17717,,50597,N,1,Intermediate,,CHEMBL618776,,BAO_0000218,
10768,,1,,4722,,50597,N,1,Intermediate,,CHEMBL618777,,BAO_0000218,
10769,,1,,4722,,50597,N,1,Intermediate,,CHEMBL618778,,BAO_0000218,
10770,,1,,4353,,50597,N,1,Intermediate,,CHEMBL618779,,BAO_0000218,
10771,,1,,15662,,50597,N,1,Intermediate,,CHEMBL618780,,BAO_0000218,
10772,,1,,4756,,50597,N,1,Intermediate,,CHEMBL618781,,BAO_0000218,
10773,,1,,4756,,50597,N,1,Intermediate,,CHEMBL618782,,BAO_0000218,
10774,,1,,3436,,50597,N,1,Intermediate,,CHEMBL618783,,BAO_0000218,
10775,,1,,17800,,50597,N,1,Intermediate,,CHEMBL618784,,BAO_0000218,
10776,,1,,15762,,50597,N,1,Intermediate,,CHEMBL618785,,BAO_0000218,
10777,,1,,5089,,50597,N,1,Intermediate,,CHEMBL618786,,BAO_0000218,
10778,,1,,5089,,50597,N,1,Intermediate,,CHEMBL618787,,BAO_0000218,
10779,,1,,3185,,50597,N,1,Intermediate,,CHEMBL618788,,BAO_0000218,
10780,,1,,5145,,50597,N,1,Intermediate,,CHEMBL618789,,BAO_0000218,
10781,,1,,3457,,50597,N,1,Intermediate,,CHEMBL618790,,BAO_0000218,
10782,,1,,3457,,50597,N,1,Intermediate,,CHEMBL618791,,BAO_0000218,
10783,,1,,5983,,50597,N,1,Intermediate,,CHEMBL875843,,BAO_0000218,
10784,,1,,5739,,50597,N,1,Intermediate,,CHEMBL618792,,BAO_0000218,
10785,,1,,3579,,50597,N,1,Intermediate,,CHEMBL623395,,BAO_0000218,
10786,,1,,17788,,22224,U,0,Autocuration,,CHEMBL623396,,BAO_0000218,
10787,,1,,14956,,50597,N,1,Intermediate,,CHEMBL623397,,BAO_0000218,
10788,,1,,17788,,50597,N,1,Intermediate,,CHEMBL623398,,BAO_0000218,
10789,,1,,9750,,50594,N,1,Intermediate,,CHEMBL623399,,BAO_0000218,
10790,,1,,12767,,22224,U,0,Autocuration,,CHEMBL623400,,BAO_0000218,
10791,,1,,12767,,22224,U,0,Autocuration,,CHEMBL623401,,BAO_0000218,
10792,,1,,12767,,22224,U,0,Autocuration,,CHEMBL623402,,BAO_0000218,
10793,,1,,12703,,22224,U,0,Autocuration,,CHEMBL623403,,BAO_0000218,
10794,,1,,15778,,22224,U,0,Autocuration,,CHEMBL623404,,BAO_0000218,
10795,,1,,12818,,50597,N,1,Intermediate,,CHEMBL625997,,BAO_0000218,
10796,,1,,14964,,50597,N,1,Intermediate,,CHEMBL625998,,BAO_0000218,
10797,,1,,15808,,22224,U,0,Autocuration,,CHEMBL625999,,BAO_0000218,
10798,,1,,15808,,22224,U,0,Autocuration,,CHEMBL626000,,BAO_0000218,
10799,,1,,15778,,22224,U,0,Autocuration,,CHEMBL626001,,BAO_0000218,
10800,,1,,3715,,22224,U,0,Autocuration,,CHEMBL626002,,BAO_0000218,
10801,,1,,3715,,22224,U,0,Autocuration,,CHEMBL626003,,BAO_0000218,
10802,,1,,1446,,50597,N,1,Intermediate,,CHEMBL626004,,BAO_0000218,
10803,,1,,15240,,50512,N,1,Intermediate,,CHEMBL626005,,BAO_0000218,
10804,,1,,15240,,50597,N,1,Intermediate,,CHEMBL626006,,BAO_0000218,
10805,1969.0,1,Plasma,14810,,50597,N,1,Intermediate,,CHEMBL626007,,BAO_0000218,
10806,1969.0,1,Plasma,14239,,50594,N,1,Intermediate,,CHEMBL626008,,BAO_0000218,
10807,2107.0,1,Liver,12555,,50588,N,1,Intermediate,,CHEMBL626009,,BAO_0000218,
10808,,1,,10754,,50588,N,1,Intermediate,,CHEMBL626010,,BAO_0000218,
10809,178.0,1,Blood,10754,,50594,N,1,Intermediate,,CHEMBL626011,,BAO_0000218,
10810,178.0,1,Blood,10754,,50594,N,1,Intermediate,,CHEMBL626012,,BAO_0000218,
10811,178.0,1,Blood,10754,,50594,N,1,Intermediate,,CHEMBL626013,,BAO_0000218,
10812,178.0,1,Blood,10754,,50594,N,1,Intermediate,,CHEMBL626014,,BAO_0000218,
10813,178.0,1,Blood,10754,,50594,N,1,Intermediate,,CHEMBL877496,,BAO_0000218,
10814,,1,,14600,,50588,N,1,Intermediate,,CHEMBL626015,,BAO_0000218,
10815,,1,,14600,,50588,N,1,Intermediate,,CHEMBL626016,,BAO_0000218,
10816,,1,,14600,,50588,N,1,Intermediate,,CHEMBL626017,,BAO_0000218,
10817,1969.0,1,Plasma,13543,,50588,N,1,Intermediate,,CHEMBL626018,,BAO_0000218,
10818,1969.0,1,Plasma,13543,,50588,N,1,Intermediate,,CHEMBL626692,,BAO_0000218,
10819,1969.0,1,Plasma,13543,,50597,N,1,Intermediate,,CHEMBL626693,,BAO_0000218,
10820,1969.0,1,Plasma,13543,,22224,U,0,Autocuration,,CHEMBL626694,,BAO_0000218,
10821,178.0,1,Blood,14600,,50588,N,1,Intermediate,,CHEMBL626695,,BAO_0000218,
10822,178.0,1,Blood,14600,,50588,N,1,Intermediate,,CHEMBL626696,,BAO_0000218,
10823,178.0,1,Blood,14600,,50588,N,1,Intermediate,,CHEMBL626697,,BAO_0000218,
10824,178.0,1,Blood,14600,,50588,N,1,Intermediate,,CHEMBL626859,,BAO_0000218,
10825,178.0,1,Blood,14600,,50588,N,1,Intermediate,,CHEMBL626860,,BAO_0000218,
10826,178.0,1,Blood,14600,,50588,N,1,Intermediate,,CHEMBL626861,,BAO_0000218,
10827,,1,,14681,,50597,N,1,Intermediate,,CHEMBL626296,,BAO_0000218,
10828,,1,,15905,,22224,U,0,Autocuration,,CHEMBL626297,,BAO_0000218,
10829,1969.0,1,Plasma,15905,,22224,U,0,Autocuration,,CHEMBL626298,,BAO_0000218,
10830,1969.0,1,Plasma,13304,,50597,N,1,Intermediate,,CHEMBL626299,,BAO_0000218,
10831,1969.0,1,Plasma,15137,,50597,N,1,Intermediate,,CHEMBL626300,,BAO_0000218,
10832,1969.0,1,Plasma,15137,,50597,N,1,Intermediate,,CHEMBL626301,,BAO_0000218,
10833,1969.0,1,Plasma,15137,,50597,N,1,Intermediate,,CHEMBL626962,,BAO_0000218,
10834,1969.0,1,Plasma,15137,,50597,N,1,Intermediate,,CHEMBL626963,,BAO_0000218,
10835,1969.0,1,Plasma,15137,,50597,N,1,Intermediate,,CHEMBL626964,,BAO_0000218,
10836,1969.0,1,Plasma,14839,,100710,N,1,Intermediate,,CHEMBL626965,,BAO_0000218,
10837,1969.0,1,Plasma,14839,,50594,N,1,Intermediate,,CHEMBL626966,,BAO_0000218,
10838,1969.0,1,Plasma,14839,,50594,N,1,Intermediate,,CHEMBL626967,,BAO_0000218,
10839,1969.0,1,Plasma,14839,,100710,N,1,Intermediate,,CHEMBL626968,,BAO_0000218,
10840,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL626969,,BAO_0000218,
10841,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL627126,,BAO_0000218,
10842,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631276,,BAO_0000218,
10843,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631277,,BAO_0000218,
10844,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631278,,BAO_0000218,
10845,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL874457,,BAO_0000218,
10846,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631279,,BAO_0000218,
10847,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631280,,BAO_0000218,
10848,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631281,,BAO_0000218,
10849,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631968,,BAO_0000218,
10850,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631969,,BAO_0000218,
10851,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631970,,BAO_0000218,
10852,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631971,,BAO_0000218,
10853,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL631972,,BAO_0000218,
10854,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL630435,,BAO_0000218,
10855,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL630436,,BAO_0000218,
10856,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL630437,,BAO_0000218,
10857,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL630438,,BAO_0000218,
10858,948.0,1,Heart,8418,,50597,N,1,Intermediate,,CHEMBL630439,,BAO_0000218,
10859,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL630440,,BAO_0000218,
10860,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL630441,,BAO_0000218,
10861,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL630442,,BAO_0000218,
10862,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL625234,,BAO_0000218,
10863,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL625235,,BAO_0000218,
10864,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL625236,,BAO_0000218,
10865,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL625237,,BAO_0000218,
10866,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626125,,BAO_0000218,
10867,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626126,,BAO_0000218,
10868,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626127,,BAO_0000218,
10869,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626128,,BAO_0000218,
10870,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626129,,BAO_0000218,
10871,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626130,,BAO_0000218,
10872,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626131,,BAO_0000218,
10873,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626132,,BAO_0000218,
10874,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626752,,BAO_0000218,
10875,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626753,,BAO_0000218,
10876,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626754,,BAO_0000218,
10877,2113.0,1,Kidney,8418,,50597,N,1,Intermediate,,CHEMBL626755,,BAO_0000218,
10878,2107.0,1,Liver,8418,,50597,N,1,Intermediate,,CHEMBL626756,,BAO_0000218,
10879,2107.0,1,Liver,8418,,50597,N,1,Intermediate,,CHEMBL626757,,BAO_0000218,
10880,2107.0,1,Liver,8418,,50597,N,1,Intermediate,,CHEMBL626758,,BAO_0000218,
10881,2107.0,1,Liver,8418,,50597,N,1,Intermediate,,CHEMBL626759,,BAO_0000218,
10882,2107.0,1,Liver,8418,,50597,N,1,Intermediate,,CHEMBL626760,,BAO_0000218,
10883,,1,,6996,,50588,N,1,Intermediate,,CHEMBL626394,,BAO_0000218,
10884,,1,,6996,,50588,N,1,Intermediate,,CHEMBL626395,,BAO_0000218,
10885,,1,,6996,,50588,N,1,Intermediate,,CHEMBL626396,,BAO_0000218,
10886,,1,,6996,,50588,N,1,Intermediate,,CHEMBL626397,,BAO_0000218,
10887,,1,,6996,,50588,N,1,Intermediate,,CHEMBL626398,,BAO_0000218,
10888,,1,,6996,,50588,N,1,Intermediate,,CHEMBL626399,,BAO_0000218,
10889,,1,,6996,,50597,N,1,Intermediate,,CHEMBL874653,,BAO_0000218,
10890,,1,,6996,,50597,N,1,Intermediate,,CHEMBL626400,,BAO_0000218,
10891,,1,,6996,,50597,N,1,Intermediate,,CHEMBL626401,,BAO_0000218,
10892,,1,,6996,,50597,N,1,Intermediate,,CHEMBL626402,,BAO_0000218,
10893,,1,,6996,,50597,N,1,Intermediate,,CHEMBL626403,,BAO_0000218,
10894,,1,,6996,,50597,N,1,Intermediate,,CHEMBL626404,,BAO_0000218,
