assay_tissue,bao_format,assay_id,relationship_type,description,curated_by,cell_id,tid,variant_id,doc_id,tissue_id,assay_tax_id,assay_organism,assay_category,chembl_id,assay_cell_type,src_assay_id,assay_test_type,assay_subcellular_fraction,assay_type,src_id,confidence_score,assay_strain
Hippocampus,BAO_0000221,870,H,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,Autocuration,,10576,,14331,10000000.0,,,,CHEMBL615925,,,,,F,1,8,
,BAO_0000357,871,D,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,Expert,,10576,,14178,,10116.0,Rattus norvegicus,,CHEMBL615926,,,,,B,1,9,
,BAO_0000019,872,D,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,Expert,,10576,,10639,,10116.0,Rattus norvegicus,,CHEMBL615927,,,,,B,1,9,
Hippocampus,BAO_0000221,873,H,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,Autocuration,,10576,,12306,10000000.0,,,,CHEMBL615928,,,,,B,1,8,
,BAO_0000357,874,D,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,Expert,,10576,,1348,,10116.0,Rattus norvegicus,,CHEMBL615929,,,,,B,1,9,
Hippocampus,BAO_0000221,875,H,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,Autocuration,,10576,,13605,10000000.0,,,,CHEMBL615930,,,,,B,1,8,
,BAO_0000219,876,H,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,Autocuration,449.0,51,,17624,,,,,CHEMBL615931,CHO,,,,B,1,8,
,BAO_0000219,877,H,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,Autocuration,449.0,51,,17624,,,,,CHEMBL615932,CHO,,,,F,1,8,
,BAO_0000219,878,H,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,Autocuration,449.0,51,,17624,,,,,CHEMBL615933,CHO,,,,F,1,8,
,BAO_0000357,879,H,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15267,,,,,CHEMBL615934,,,,,B,1,8,
,BAO_0000357,880,H,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,Autocuration,,51,,16532,,,,,CHEMBL615935,,,,,B,1,8,
,BAO_0000019,881,H,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",Autocuration,,51,,6563,,,,,CHEMBL615936,,,,,F,1,8,
,BAO_0000219,882,H,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,Autocuration,449.0,51,,4751,,,,,CHEMBL615937,CHO,,,,B,1,8,
,BAO_0000357,883,H,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15463,,,,,CHEMBL615938,,,,,B,1,8,
,BAO_0000357,884,H,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),Autocuration,,51,,3805,,,,,CHEMBL615797,,,,,B,1,8,
,BAO_0000357,885,H,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,5640,,,,,CHEMBL615798,,,,,B,1,8,
,BAO_0000357,886,H,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,Autocuration,,51,,6563,,,,,CHEMBL872870,,,,,B,1,8,
,BAO_0000357,887,H,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,Autocuration,,51,,5548,,,,,CHEMBL615799,,,,,B,1,8,
,BAO_0000357,888,H,Percent binding affinity against 5-hydroxytryptamine 1A receptor,Autocuration,,51,,6347,,,,,CHEMBL615800,,,,,B,1,8,
,BAO_0000219,889,H,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,Autocuration,722.0,51,,17296,,,,,CHEMBL615801,HEK293,,,,F,1,8,
,BAO_0000019,890,H,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,Autocuration,,51,,13047,,,,,CHEMBL615802,,,,,B,1,8,
,BAO_0000357,891,H,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,Autocuration,,51,,15740,,,,,CHEMBL615803,,,,,B,1,8,
,BAO_0000019,892,H,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",Expert,,51,,5640,,,,,CHEMBL835002,,,,,F,1,8,
,BAO_0000019,893,H,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",Autocuration,,51,,5640,,,,,CHEMBL615804,,,,,F,1,8,
,BAO_0000219,894,H,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,Expert,308.0,51,,17211,,,,,CHEMBL615805,HeLa,,,,B,1,8,
,BAO_0000219,895,H,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,Autocuration,449.0,51,,4751,,,,,CHEMBL615806,CHO,,,,B,1,8,
,BAO_0000357,896,D,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,Expert,,51,,6491,,9606.0,Homo sapiens,,CHEMBL615807,,,,,B,1,9,
,BAO_0000357,897,H,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,Autocuration,,51,,4707,,,,,CHEMBL615808,,,,,B,1,8,
,BAO_0000357,898,D,Binding affinity against 5-hydroxytryptamine 1A receptor,Expert,,51,,13910,,9606.0,Homo sapiens,,CHEMBL615809,,,,,B,1,9,
,BAO_0000219,899,H,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,Autocuration,308.0,51,,16190,,,,,CHEMBL615810,HeLa,,,,B,1,8,
,BAO_0000357,900,H,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,16633,,,,,CHEMBL615811,,,,,B,1,8,
,BAO_0000219,901,H,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,Autocuration,449.0,51,,11898,,,,,CHEMBL615812,CHO,,,,B,1,8,
,BAO_0000219,902,H,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,Autocuration,449.0,51,,11898,,,,,CHEMBL615751,CHO,,,,B,1,8,
,BAO_0000357,903,H,Binding affinity against human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,14331,,,,,CHEMBL615752,,,,,B,1,8,
,BAO_0000219,904,H,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,Expert,449.0,51,,17624,,,,,CHEMBL615753,CHO,,,,B,1,8,
,BAO_0000219,905,H,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,Autocuration,449.0,51,,17624,,,,,CHEMBL615754,CHO,,,,B,1,8,
,BAO_0000357,906,H,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,3307,,,,,CHEMBL615755,,,,,B,1,8,
,BAO_0000219,907,D,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,Expert,449.0,51,,6563,,9606.0,Homo sapiens,,CHEMBL615756,CHO,,,,B,1,9,
,BAO_0000019,908,H,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,14165,,,,,CHEMBL615757,,,,,B,1,8,
,BAO_0000357,909,H,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,Autocuration,,51,,5732,,,,,CHEMBL615758,,,,,B,1,8,
,BAO_0000357,910,H,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,Expert,,51,,13366,,,,,CHEMBL615759,,,,,B,1,8,
,BAO_0000357,911,H,Binding affinity towards human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,17626,,,,,CHEMBL615760,,,,,B,1,8,
,BAO_0000219,912,H,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,Expert,308.0,51,,6588,,,,,CHEMBL615761,HeLa,,,,B,1,8,
,BAO_0000357,913,H,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,Autocuration,,51,,16209,,,,,CHEMBL872104,,,,,B,1,8,
,BAO_0000357,914,H,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,15463,,,,,CHEMBL615762,,,,,B,1,8,
,BAO_0000357,915,H,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,15463,,,,,CHEMBL615763,,,,,B,1,8,
,BAO_0000357,916,H,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,Autocuration,,51,,14770,,,,,CHEMBL615764,,,,,B,1,8,
,BAO_0000219,917,H,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),Autocuration,1167.0,51,,16245,,,,,CHEMBL615765,Cell line,,,,B,1,8,
,BAO_0000019,918,H,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),Autocuration,,51,,16245,,,,,CHEMBL615766,,,,,B,1,8,
,BAO_0000357,919,H,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,5548,,,,,CHEMBL615767,,,,,B,1,8,
,BAO_0000357,920,H,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Expert,,51,,5548,,,,,CHEMBL615768,,,,,B,1,8,
,BAO_0000357,921,H,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,5548,,,,,CHEMBL615769,,,,,B,1,8,
,BAO_0000357,922,H,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,Expert,,51,,6876,,,,,CHEMBL615770,,,,,B,1,8,
,BAO_0000357,923,H,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,2598,,,,,CHEMBL615771,,,,,B,1,8,
,BAO_0000357,924,H,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,Expert,,51,,17785,,,,,CHEMBL615772,,,,,B,1,8,
,BAO_0000357,925,H,Binding affinity towards 5-hydroxytryptamine 1A receptor,Autocuration,,51,,6013,,,,,CHEMBL615773,,,,,B,1,8,
,BAO_0000357,926,H,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,Expert,,51,,5929,,,,,CHEMBL615774,,,,,B,1,8,
,BAO_0000357,927,H,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,16633,,,,,CHEMBL615775,,,,,B,1,8,
,BAO_0000357,928,H,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,Autocuration,,51,,1558,,,,,CHEMBL615776,,,,,B,1,8,
,BAO_0000357,929,H,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Expert,,51,,16026,,,,,CHEMBL615777,,,,,B,1,8,
,BAO_0000219,930,H,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,Autocuration,,51,,12469,,,,,CHEMBL615778,,,,,B,1,8,
,BAO_0000357,931,D,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,Expert,,51,,15874,,9606.0,Homo sapiens,,CHEMBL615779,,,,,B,1,9,
,BAO_0000357,932,H,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,Autocuration,,51,,15874,,,,,CHEMBL615780,,,,,B,1,8,
,BAO_0000357,933,H,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,3935,,,,,CHEMBL616298,,,,,B,1,8,
,BAO_0000357,934,H,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15818,,,,,CHEMBL616299,,,,,B,1,8,
,BAO_0000219,935,H,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,Autocuration,485.0,51,,13706,,,,,CHEMBL616300,CHO-K1,,,,B,1,8,
,BAO_0000219,936,H,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,Expert,485.0,51,,13729,,,,,CHEMBL616301,CHO-K1,,,,F,1,8,
,BAO_0000019,937,H,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15413,,,,,CHEMBL616302,,,,,B,1,8,
,BAO_0000019,938,H,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),Autocuration,,51,,15413,,,,,CHEMBL616117,,,,,B,1,8,
,BAO_0000019,939,H,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),Autocuration,,51,,15413,,,,,CHEMBL616118,,,,,B,1,8,
,BAO_0000019,940,H,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,Autocuration,,51,,15413,,,,,CHEMBL616119,,,,,B,1,8,
,BAO_0000219,941,D,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,Expert,308.0,51,,3445,,9606.0,Homo sapiens,,CHEMBL616120,HeLa,,,,B,1,9,
,BAO_0000357,942,H,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15740,,,,,CHEMBL616121,,,,,B,1,8,
,BAO_0000357,943,H,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,Autocuration,,51,,15740,,,,,CHEMBL616122,,,,,B,1,8,
,BAO_0000357,944,H,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,17626,,,,,CHEMBL616123,,,,,B,1,8,
,BAO_0000357,945,D,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,Expert,,51,,4234,,9606.0,Homo sapiens,,CHEMBL616124,,,,,B,1,9,
,BAO_0000357,946,H,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,Expert,,51,,5640,,,,,CHEMBL616125,,,,,B,1,8,
,BAO_0000357,947,H,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,Expert,,51,,5272,,10116.0,Rattus norvegicus,,CHEMBL616126,,,,,B,1,8,
,BAO_0000219,948,H,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,Autocuration,449.0,51,,4622,,,,,CHEMBL616127,CHO,,,,B,1,8,
,BAO_0000019,949,H,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,Expert,,51,,17085,,,,,CHEMBL616128,,,,,B,1,8,
,BAO_0000357,950,H,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,Autocuration,,51,,3025,,,,,CHEMBL616129,,,,,B,1,8,
,BAO_0000357,951,H,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,Expert,,51,,15315,,,,,CHEMBL616130,,,,,B,1,8,
,BAO_0000357,952,H,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,Autocuration,,51,,15267,,,,,CHEMBL616131,,,,,B,1,8,
,BAO_0000219,953,H,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,Autocuration,308.0,51,,17158,,,,,CHEMBL616132,HeLa,,,,B,1,8,
,BAO_0000219,954,D,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,Expert,308.0,51,,14214,,9606.0,Homo sapiens,,CHEMBL616133,HeLa,,,,B,1,9,
,BAO_0000357,955,H,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,17133,,,,,CHEMBL616134,,,,,B,1,8,
,BAO_0000357,956,H,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,Autocuration,,51,,16532,,,,,CHEMBL616135,,,,,B,1,8,
,BAO_0000357,957,D,Affinity for 5-hydroxytryptamine 1A receptor subtype,Expert,,51,,2391,,9606.0,Homo sapiens,,CHEMBL616136,,,,,B,1,9,
,BAO_0000019,958,H,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,Autocuration,,51,,14447,,,,,CHEMBL616137,,,,,B,1,8,
,BAO_0000019,959,H,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,Autocuration,,51,,14447,,,,,CHEMBL872105,,,,,B,1,8,
,BAO_0000357,960,H,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,Autocuration,,51,,15086,,,,,CHEMBL616138,,,,,B,1,8,
,BAO_0000357,961,D,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,Expert,,51,,13051,,9606.0,Homo sapiens,,CHEMBL616139,,,,,B,1,9,
,BAO_0000019,962,H,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",Autocuration,,51,,16026,,,,,CHEMBL616140,,,,,F,1,8,
,BAO_0000019,963,H,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,Expert,,51,,17085,,,,,CHEMBL616141,,,,,B,1,8,
,BAO_0000357,964,H,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,51,,17133,,,,,CHEMBL616142,,,,,B,1,8,
,BAO_0000357,965,H,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,Autocuration,,51,,17133,,,,,CHEMBL616143,,,,,B,1,8,
,BAO_0000219,966,H,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,Autocuration,308.0,51,,17211,,,,,CHEMBL616144,HeLa,,,,B,1,8,
,BAO_0000219,967,H,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,Autocuration,308.0,51,,17211,,,,,CHEMBL616145,HeLa,,,,B,1,8,
,BAO_0000219,968,H,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,Autocuration,308.0,51,,17211,,,,,CHEMBL616012,HeLa,,,,B,1,8,
,BAO_0000219,969,H,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,Autocuration,308.0,51,,17211,,,,,CHEMBL616013,HeLa,,,,B,1,8,
,BAO_0000019,970,H,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",Autocuration,,51,,16394,,,,,CHEMBL616014,,,,,F,1,8,
,BAO_0000019,971,H,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",Autocuration,,51,,16394,,,,,CHEMBL616015,,,,,F,1,8,
,BAO_0000019,972,H,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",Autocuration,,51,,16394,,,,,CHEMBL616016,,,,,F,1,8,
,BAO_0000218,973,H,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,Autocuration,,51,,16394,,,,,CHEMBL616017,,,In vivo,,F,1,8,
,BAO_0000019,974,H,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,Autocuration,,51,,16394,,,,,CHEMBL616018,,,,,B,1,8,
,BAO_0000019,975,H,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,Autocuration,,51,,15740,,,,,CHEMBL616019,,,,,F,1,8,
,BAO_0000019,976,H,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,Autocuration,,51,,15740,,,,,CHEMBL616020,,,,,F,1,8,
,BAO_0000357,977,H,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15740,,,,,CHEMBL858018,,,,,B,1,8,
,BAO_0000219,978,H,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,Autocuration,722.0,51,,17296,,,,,CHEMBL616021,HEK293,,,,F,1,8,
,BAO_0000019,979,H,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",Expert,,51,,5640,,,,,CHEMBL616022,,,,,F,1,8,
,BAO_0000019,980,H,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",Autocuration,,51,,5640,,,,,CHEMBL616023,,,,,F,1,8,
,BAO_0000019,981,H,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",Autocuration,,51,,5640,,,,,CHEMBL616024,,,,,F,1,8,
,BAO_0000019,982,H,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",Autocuration,,51,,5640,,,,,CHEMBL616025,,,,,F,1,8,
,BAO_0000219,983,H,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,Autocuration,449.0,51,,2759,,,,,CHEMBL616026,CHO,,,,F,1,8,
,BAO_0000019,984,H,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",Autocuration,,51,,16394,,,,,CHEMBL616027,,,,,F,1,8,
,BAO_0000019,985,D,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",Expert,,51,,16394,,9606.0,Homo sapiens,,CHEMBL616028,,,,,F,1,9,
,BAO_0000019,986,D,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,Expert,,51,,3445,,9606.0,Homo sapiens,,CHEMBL616029,,,,,F,1,9,
,BAO_0000219,987,H,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,Expert,449.0,51,,4316,,,,,CHEMBL616030,CHO,,,,B,1,8,
,BAO_0000019,988,H,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,Expert,,51,,4316,,,,,CHEMBL616031,,,,,B,1,8,
,BAO_0000019,989,D,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,Expert,,51,,15180,,9606.0,Homo sapiens,,CHEMBL616032,,,,,F,1,9,
,BAO_0000019,990,D,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,Expert,,51,,15180,,9606.0,Homo sapiens,,CHEMBL616033,,,,,F,1,9,
,BAO_0000019,991,H,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,51,,15042,,,,,CHEMBL616034,,,,,F,1,8,
,BAO_0000019,992,H,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,51,,15042,,,,,CHEMBL616035,,,,,F,1,8,
,BAO_0000019,993,H,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15042,,,,,CHEMBL616036,,,,,F,1,8,
,BAO_0000019,994,H,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,51,,15042,,,,,CHEMBL616037,,,,,F,1,8,
,BAO_0000019,995,H,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,51,,15042,,,,,CHEMBL616038,,,,,F,1,8,
,BAO_0000019,996,H,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,51,,15042,,,,,CHEMBL616039,,,,,F,1,8,
,BAO_0000019,997,H,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,51,,15042,,,,,CHEMBL616040,,,,,F,1,8,
,BAO_0000219,998,D,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,Expert,308.0,51,,15180,,9606.0,Homo sapiens,,CHEMBL616041,HeLa,,,,F,1,9,
,BAO_0000219,999,D,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,Expert,308.0,51,,15180,,9606.0,Homo sapiens,,CHEMBL616042,HeLa,,,,F,1,9,
,BAO_0000219,1000,D,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,Expert,308.0,51,,15180,,9606.0,Homo sapiens,,CHEMBL616043,HeLa,,,,F,1,9,
,BAO_0000019,1001,H,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",Autocuration,,51,,16245,,,,,CHEMBL616044,,,,,F,1,8,
,BAO_0000019,1002,H,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",Autocuration,,51,,16026,,,,,CHEMBL616045,,,,,F,1,8,
