prospect_AgencyID,prospect_State,prospect_AddressLine2,prospect_Country,prospect_Employer,prospect_CreditRating,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_NetWorth
SUM4416,Nova Scotia,Suite 244,United States of America,Werner Enterprises,440.0,268405.0,3.0,1.0,U,100.0,O,9.0,675685.0
Tur4417,British Columbia,,United States of America,Aleris International,672.0,155171.0,4.0,5.0,M,33.0,O,5.0,94228.0
Fai4418,NV,,United States of America,A. Schulman,536.0,328872.0,4.0,4.0,D,44.0,O,10.0,2731721.0
SET4419,Prince Edward Island,,United States of America,Unisys,729.0,301602.0,4.0,2.0,M,93.0,O,8.0,2104750.0
sin4420,NH,APT. 129,United States of America,AptarGroup,614.0,416332.0,,2.0,M,54.0,O,8.0,3556648.0
Ewi4421,MA,,United States of America,Burlington Northern Santa Fe,,74200.0,2.0,4.0,D,96.0,O,8.0,1326989.0
WIL4422,WY,,United States of America,ConocoPhillips,710.0,191221.0,5.0,1.0,M,35.0,O,4.0,2184065.0
Leo4423,CO,,Canada,,587.0,308477.0,3.0,2.0,U,85.0,O,2.0,2904252.0
MIC4424,Saskatchewan,,United States of America,Steelcase,470.0,112512.0,0.0,3.0,U,100.0,R,3.0,1661228.0
Men4425,Newfoundland,,United States of America,NSTAR,835.0,257797.0,3.0,1.0,D,88.0,U,5.0,783794.0
dil4426,AR,,United States of America,Quest Diagnostics,395.0,303975.0,2.0,0.0,S,8.0,O,10.0,2709540.0
Cre4427,MT,,United States of America,WellPoint,619.0,389069.0,5.0,5.0,W,87.0,O,7.0,2356613.0
You4428,OK,Apt. 939,United States of America,Goldman Sachs Group,358.0,182693.0,5.0,3.0,W,98.0,O,8.0,
CER4429,WY,,Canada,Freddie Mac,804.0,107492.0,0.0,1.0,M,6.0,,2.0,994860.0
Spl4430,Prince Edward Island,,United States of America,Google,364.0,434960.0,,4.0,U,,R,9.0,634746.0
SHE4431,Newfoundland,suite 382,United States of America,NetApp,824.0,382711.0,3.0,4.0,M,34.0,O,4.0,148239.0
Bul4432,NY,,United States of America,Archer Daniels Midland,603.0,152887.0,5.0,1.0,S,18.0,R,1.0,736114.0
pus4433,NV,,United States of America,,768.0,158889.0,1.0,2.0,S,52.0,U,2.0,885201.0
HOR4434,DE,,United States of America,Coca-Cola,395.0,440008.0,3.0,0.0,W,72.0,O,10.0,1739395.0
Loc4435,CO,,United States of America,Radian Group,721.0,299517.0,4.0,5.0,M,94.0,O,1.0,1064661.0
Kir4436,ME,,Canada,Rockwell Automation,529.0,263922.0,4.0,,W,68.0,,4.0,3892709.0
wig4437,NV,,Canada,Furniture Brands International,694.0,458346.0,1.0,2.0,M,43.0,O,3.0,3618277.0
mad4438,ME,,Canada,Freescale Semiconductor,542.0,335334.0,0.0,5.0,M,49.0,R,3.0,2584482.0
Vir4439,AL,,United States of America,Hewitt Associates,,404847.0,3.0,4.0,U,68.0,O,3.0,3199985.0
Bah4440,Alberta,Apt. 849,United States of America,Belden,719.0,333852.0,1.0,2.0,M,12.0,U,0.0,2708481.0
SEN4441,TN,,United States of America,General Electric,730.0,247365.0,3.0,0.0,M,91.0,O,5.0,
Cha4442,MS,,Canada,Walt Disney,731.0,252580.0,0.0,2.0,M,74.0,U,5.0,
sie4443,WA,,United States of America,CB Richard Ellis Group,494.0,142476.0,1.0,1.0,M,52.0,O,5.0,2129101.0
gra4444,British Columbia,,United States of America,,724.0,400204.0,3.0,2.0,S,92.0,O,,1939375.0
DEC4445,AR,Apt. 271,United States of America,Time Warner,537.0,439933.0,1.0,3.0,M,12.0,U,6.0,2542875.0
bro4446,HI,,United States of America,Murphy Oil,739.0,119348.0,5.0,4.0,M,,O,8.0,3156456.0
Bal4447,MA,apt. 587,United States of America,VeraSun Energy,588.0,102791.0,4.0,0.0,S,92.0,O,7.0,1749005.0
Dal4448,WA,,Canada,NetApp,348.0,208419.0,4.0,0.0,S,26.0,R,0.0,3148926.0
uhl4449,AR,,United States of America,NBTY,773.0,410708.0,1.0,4.0,D,35.0,O,7.0,3400941.0
Rol4450,SD,SUITE 44,United States of America,Joy Global,807.0,40444.0,5.0,4.0,M,32.0,,6.0,1056500.0
mai4451,LA,apt. 630,United States of America,DISH Network,840.0,127233.0,3.0,0.0,,78.0,O,4.0,2288860.0
pac4452,MD,,Canada,,574.0,57442.0,3.0,3.0,S,30.0,O,0.0,1208933.0
Suh4453,ND,,Canada,Bob Evans Farms,729.0,5115.0,5.0,2.0,M,61.0,U,3.0,2368908.0
Ash4454,IN,,United States of America,Mueller Industries,802.0,370669.0,0.0,5.0,S,53.0,,6.0,3466072.0
Mos4455,WA,,United States of America,MasterCard,472.0,473373.0,1.0,2.0,U,,R,3.0,175694.0
Jam4456,VA,,United States of America,Patterson,,322832.0,0.0,3.0,M,66.0,O,0.0,
Syl4457,FL,,United States of America,Pitney Bowes,679.0,424662.0,4.0,5.0,S,46.0,O,5.0,1090289.0
mar4458,CO,,United States of America,Crosstex Energy,314.0,370473.0,2.0,4.0,M,27.0,,1.0,992563.0
IMB4459,NJ,,United States of America,Bio-Rad Laboratories,400.0,207661.0,3.0,1.0,S,57.0,O,3.0,272971.0
Vir4460,OR,,Canada,United Refining,689.0,,5.0,4.0,S,41.0,U,7.0,509130.0
Zad4461,AL,,United States of America,Ametek,728.0,301121.0,4.0,,S,10.0,O,2.0,2606590.0
lov4462,MA,,United States of America,NuStar Energy,679.0,328939.0,4.0,3.0,S,,O,,2961203.0
Tow4463,NM,apt. 318,United States of America,Casey's General Stores,401.0,108275.0,1.0,5.0,D,41.0,O,3.0,1632349.0
cli4464,NY,APT. 965,United States of America,Church & Dwight,498.0,131046.0,2.0,3.0,,55.0,O,8.0,1339623.0
ZBI4465,PA,,United States of America,Burger King Holdings,662.0,450227.0,5.0,3.0,U,25.0,R,3.0,152465.0
Cop4466,MT,,United States of America,Staples,793.0,273386.0,5.0,4.0,S,22.0,,,2141567.0
Mck4467,WA,,Canada,Express Scripts,312.0,407910.0,5.0,0.0,M,,O,0.0,2903661.0
run4468,UT,,United States of America,Molina Healthcare,745.0,148628.0,5.0,2.0,M,25.0,O,10.0,1097525.0
MUM4469,PA,,United States of America,Sonoco Products,410.0,403130.0,2.0,4.0,U,70.0,R,1.0,377486.0
BEA4470,VT,,Canada,DST Systems,341.0,497628.0,1.0,1.0,W,58.0,O,10.0,2761903.0
Mus4471,TX,,United States of America,,587.0,119959.0,2.0,4.0,M,54.0,O,5.0,1756876.0
Bou4472,ME,,United States of America,Arkansas Best,639.0,454769.0,,4.0,U,,O,0.0,3840537.0
SID4473,PA,,United States of America,Procter & Gamble,673.0,28780.0,2.0,3.0,M,45.0,O,7.0,254897.0
BVW4474,IL,,Canada,Inergy Holdings,802.0,241731.0,4.0,0.0,M,5.0,U,,3166324.0
mcc4475,HI,,United States of America,Varian Medical Systems,437.0,300834.0,0.0,1.0,U,94.0,O,10.0,379506.0
gor4476,MT,,United States of America,Sprint Nextel,535.0,453230.0,0.0,3.0,U,11.0,U,3.0,3516026.0
col4477,NY,,United States of America,AGCO,518.0,173201.0,2.0,4.0,D,87.0,O,5.0,1766102.0
Wil4478,Newfoundland,apt. 876,Canada,RSC Holdings,331.0,160432.0,1.0,5.0,D,,O,0.0,2600781.0
reg4479,KS,,United States of America,Varian Medical Systems,387.0,134181.0,2.0,2.0,W,35.0,O,9.0,2127431.0
cae4480,MD,,United States of America,ITT,806.0,,1.0,4.0,U,83.0,O,7.0,
azz4481,MS,,United States of America,Continental Airlines,415.0,126371.0,1.0,2.0,U,50.0,O,6.0,765852.0
dre4482,ND,,United States of America,Equity Residential,796.0,400884.0,3.0,5.0,S,66.0,R,4.0,2699993.0
her4483,SD,,United States of America,Pep Boys,647.0,119069.0,0.0,5.0,U,35.0,R,10.0,2718531.0
hol4484,SC,,United States of America,Mettler-Toledo International,679.0,401281.0,4.0,5.0,U,55.0,O,1.0,1263694.0
CRE4485,CO,,United States of America,Textron,421.0,419561.0,5.0,5.0,S,74.0,O,9.0,2759617.0
ANO4486,NC,,United States of America,Ameren,354.0,178713.0,4.0,0.0,S,54.0,O,6.0,3627001.0
Hol4487,MT,,United States of America,Applied Industrial Tech,541.0,454276.0,5.0,3.0,U,60.0,R,1.0,1850242.0
Mcc4488,IL,,Canada,W.R. Berkley,824.0,59477.0,5.0,1.0,,25.0,R,3.0,92455.0
ADE4489,AL,,United States of America,Hill-Rom Holdings,357.0,337054.0,3.0,1.0,U,61.0,O,10.0,2610393.0
Fre4490,British Columbia,,United States of America,L-3 Communications,402.0,34169.0,0.0,2.0,U,74.0,O,8.0,1744065.0
jam4491,NY,SUITE 308,United States of America,Casey's General Stores,821.0,421062.0,,1.0,U,75.0,R,9.0,3739091.0
Bre4492,IL,,United States of America,W.W. Grainger,539.0,432393.0,0.0,1.0,S,47.0,O,7.0,1564070.0
Unk4493,TN,,United States of America,Cabela's,825.0,281939.0,0.0,5.0,S,25.0,O,2.0,2000094.0
Sal4494,Alberta,,United States of America,Public Storage,669.0,255085.0,4.0,1.0,D,100.0,R,5.0,953262.0
Mit4495,AL,,United States of America,Eli Lilly,642.0,455608.0,2.0,5.0,M,99.0,O,8.0,3004941.0
Kom4496,OR,,United States of America,Tyson Foods,404.0,411287.0,0.0,4.0,S,6.0,O,7.0,622801.0
FAI4497,AR,,Canada,Tractor Supply,362.0,91656.0,5.0,,W,39.0,O,7.0,2713174.0
Cis4498,KS,,United States of America,Kla-Tencor,552.0,240004.0,4.0,1.0,U,17.0,O,5.0,1337287.0
SHI4499,WA,,United States of America,Career Education,681.0,120662.0,1.0,5.0,,89.0,O,6.0,2251723.0
Gla4500,TX,,United States of America,Inergy Holdings,409.0,40354.0,0.0,2.0,M,14.0,,,832323.0
Hr4501,HI,,United States of America,Owens & Minor,671.0,168373.0,5.0,0.0,U,68.0,U,0.0,3870989.0
Bra4502,Nova Scotia,,Canada,Colgate-Palmolive,669.0,98735.0,1.0,4.0,M,90.0,O,3.0,1234672.0
NAD4503,Prince Edward Island,,United States of America,Rock-Tenn,521.0,178254.0,0.0,0.0,M,72.0,R,6.0,458148.0
GAL4504,KS,,United States of America,Mutual Life Insurance,605.0,243956.0,1.0,4.0,M,,O,3.0,544182.0
Col4505,MI,,United States of America,Men's Wearhouse,490.0,304145.0,0.0,1.0,D,100.0,,1.0,3459537.0
Emo4506,NM,,United States of America,Pacific Life,590.0,40772.0,1.0,3.0,M,60.0,O,1.0,2479432.0
Ben4507,CO,,United States of America,Burlington Northern Santa Fe,318.0,235869.0,5.0,3.0,U,23.0,R,6.0,
Sam4508,FL,,United States of America,Buckeye GP Holdings,789.0,277855.0,0.0,4.0,M,58.0,R,3.0,1870058.0
Squ4509,ME,,United States of America,Scotts Miracle-Gro,426.0,284961.0,0.0,5.0,W,25.0,O,6.0,3749435.0
Koe4510,British Columbia,,Canada,ITT,652.0,468885.0,3.0,4.0,M,16.0,O,6.0,574175.0
Wol4511,OH,,United States of America,FedEx,410.0,254074.0,0.0,2.0,M,64.0,O,5.0,1989202.0
SER4512,MA,,Canada,HealthSouth,613.0,483195.0,2.0,1.0,S,83.0,,3.0,1946285.0
Whi4513,Quebec,,Canada,Constellation Energy,608.0,162095.0,0.0,3.0,S,14.0,O,7.0,2563342.0
vei4514,AK,,United States of America,World Fuel Services,677.0,231090.0,2.0,4.0,S,90.0,O,2.0,3313326.0
LEV4515,IA,,United States of America,McClatchy,443.0,473528.0,0.0,4.0,U,68.0,O,4.0,2052188.0
Haf4516,DC,,Canada,Teleflex,640.0,410380.0,1.0,5.0,M,72.0,O,8.0,1102267.0
Tol4517,KS,,United States of America,Capital One Financial,528.0,422529.0,,0.0,S,90.0,U,4.0,656689.0
PET4518,MS,apt. 37,Canada,Big Lots,554.0,434499.0,1.0,0.0,W,94.0,O,6.0,1007589.0
Hat4519,WI,,United States of America,Principal Financial,794.0,58535.0,4.0,4.0,U,73.0,O,6.0,142183.0
wes4520,NM,,United States of America,Time Warner,771.0,,3.0,,M,55.0,,4.0,2548214.0
Ian4521,KS,,United States of America,Neiman Marcus,439.0,303291.0,5.0,4.0,D,19.0,O,6.0,1461924.0
Ite4522,MI,,United States of America,MetroPCS Communications,334.0,348883.0,0.0,1.0,M,88.0,O,3.0,3667334.0
kre4523,UT,,United States of America,Lowe's,474.0,175737.0,2.0,2.0,D,80.0,O,2.0,1936634.0
leb4524,TN,,United States of America,Fidelity National Information,340.0,373098.0,0.0,1.0,D,16.0,U,6.0,711497.0
COR4525,Manitoba,,Canada,Wyeth,684.0,358160.0,4.0,2.0,W,92.0,R,6.0,511829.0
COL4526,KS,Suite 464,United States of America,Huntington Bancshares,437.0,22752.0,1.0,4.0,U,26.0,,0.0,3224291.0
PEA4527,OK,,Canada,StanCorp Financial,618.0,457707.0,5.0,0.0,S,26.0,O,6.0,2463181.0
Ove4528,IN,Apt. 692,United States of America,Xilinx,833.0,312749.0,2.0,0.0,S,82.0,U,6.0,1364102.0
TOR4529,SC,,United States of America,,635.0,177651.0,0.0,0.0,S,83.0,R,1.0,33980.0
Cho4530,MS,,United States of America,Liz Claiborne,686.0,105854.0,5.0,1.0,M,78.0,O,7.0,2607482.0
Ayo4531,GA,,United States of America,Telephone & Data Systems,838.0,272790.0,3.0,3.0,S,6.0,U,10.0,2828137.0
OVA4532,DE,,United States of America,Cummins,678.0,442498.0,0.0,4.0,M,100.0,O,0.0,2337650.0
Att4533,NV,,United States of America,Colgate-Palmolive,360.0,361034.0,1.0,1.0,U,50.0,O,8.0,2644717.0
sme4534,Manitoba,,United States of America,General Dynamics,442.0,55851.0,4.0,5.0,M,83.0,O,3.0,713808.0
Fab4535,UT,,United States of America,Owens & Minor,829.0,335859.0,1.0,0.0,M,87.0,U,3.0,3505595.0
sar4536,Nova Scotia,,United States of America,Express Scripts,647.0,434850.0,0.0,2.0,S,29.0,O,6.0,3227429.0
Kro4537,WI,,Canada,Alliance Data Systems,650.0,200682.0,2.0,1.0,W,,O,1.0,3379188.0
hat4538,Quebec,,United States of America,Hill-Rom Holdings,709.0,78123.0,3.0,4.0,M,,O,9.0,1958509.0
Res4539,OH,,United States of America,Broadcom,743.0,449966.0,,3.0,W,45.0,O,8.0,3537164.0
TIG4540,AK,suite 37,United States of America,Chemtura,361.0,124070.0,1.0,0.0,U,89.0,O,7.0,269583.0
ayr4541,CO,,Canada,Wendy's/Arby's Group,553.0,274024.0,3.0,4.0,M,80.0,O,2.0,3792100.0
vol4542,NH,,United States of America,Air Products & Chemicals,443.0,164624.0,3.0,3.0,U,61.0,R,9.0,2347169.0
bah4543,HI,,United States of America,CenterPoint Energy,,95001.0,5.0,2.0,W,42.0,R,1.0,1388819.0
REW4544,Prince Edward Island,,United States of America,Volt Information Sciences,625.0,456998.0,4.0,0.0,M,6.0,U,2.0,789910.0
Gos4545,GA,,United States of America,Atlas America,820.0,461647.0,4.0,3.0,S,67.0,R,5.0,2513817.0
coc4546,MS,,United States of America,Google,336.0,280263.0,1.0,5.0,M,32.0,R,6.0,3165313.0
Lam4547,WV,,United States of America,Archer Daniels Midland,776.0,,2.0,4.0,M,74.0,U,9.0,2475898.0
Pas4548,HI,,United States of America,Humana,694.0,237508.0,1.0,4.0,M,18.0,O,3.0,3230038.0
pak4549,MS,,United States of America,Assurant,768.0,419165.0,1.0,1.0,W,17.0,U,0.0,2949891.0
CRA4550,PA,,United States of America,Allergan,617.0,413079.0,5.0,3.0,U,,O,10.0,2765477.0
Sha4551,MN,,United States of America,Jack in the Box,806.0,321862.0,4.0,4.0,S,93.0,R,1.0,122830.0
Sab4552,AL,,United States of America,,327.0,342705.0,0.0,5.0,M,37.0,R,8.0,218218.0
mat4553,TN,,United States of America,Aon,551.0,121989.0,4.0,4.0,S,36.0,O,10.0,3616932.0
Khu4554,MS,,United States of America,,764.0,206444.0,5.0,1.0,M,73.0,O,8.0,1572965.0
Hal4555,AK,,United States of America,Laclede Group,346.0,466235.0,2.0,3.0,S,93.0,O,9.0,3152907.0
SWI4556,MI,,Canada,UAL,812.0,81360.0,0.0,2.0,W,74.0,R,3.0,3017611.0
Now4557,WA,,United States of America,Energy Future Holdings,464.0,279952.0,,4.0,M,13.0,O,,1674496.0
aza4558,MO,,United States of America,CF Industries Holdings,725.0,338857.0,0.0,3.0,W,81.0,O,4.0,2192131.0
Con4559,MD,,Canada,Modine Manufacturing,321.0,256478.0,3.0,3.0,M,48.0,O,9.0,1941628.0
TAT4560,Prince Edward Island,,United States of America,Jarden,756.0,447802.0,5.0,2.0,U,64.0,R,9.0,1139129.0
Gat4561,NV,,United States of America,Xerox,594.0,207243.0,5.0,3.0,W,17.0,O,4.0,3035126.0
zbu4562,TN,APT. 639,Canada,PPL,574.0,8170.0,1.0,4.0,W,,O,9.0,97854.0
gol4563,TN,,United States of America,Cabot,586.0,323831.0,1.0,4.0,W,49.0,O,3.0,455983.0
Kre4564,MN,,Canada,Loews,550.0,446614.0,0.0,0.0,M,69.0,O,7.0,3655914.0
ozi4565,HI,,United States of America,Capital One Financial,432.0,107686.0,1.0,4.0,U,63.0,O,8.0,343820.0
Alt4566,NM,,United States of America,United Rentals,822.0,330373.0,2.0,1.0,S,92.0,O,4.0,376384.0
COL4567,OR,SUITE 376,United States of America,Estee Lauder,348.0,135620.0,4.0,0.0,,26.0,R,3.0,1813601.0
end4568,OK,,United States of America,Principal Financial,486.0,60272.0,4.0,3.0,M,12.0,O,2.0,1449765.0
PAN4569,KY,,United States of America,First Data,454.0,431864.0,0.0,5.0,M,26.0,O,6.0,3256278.0
EIS4570,ND,,United States of America,Virgin Media,607.0,291612.0,5.0,2.0,S,,R,0.0,2813219.0
Bul4571,UT,,United States of America,Rent A Center,346.0,383999.0,0.0,3.0,M,35.0,O,,3009750.0
dis4572,IA,,United States of America,Sovereign Bancorp,706.0,282778.0,4.0,4.0,D,34.0,O,10.0,227130.0
flo4573,WI,,United States of America,VeraSun Energy,848.0,124568.0,5.0,3.0,U,56.0,,0.0,1113417.0
wik4574,VA,,United States of America,Weyerhaeuser,312.0,108048.0,4.0,1.0,D,22.0,O,0.0,2312154.0
Gut4575,Newfoundland,apt. 884,United States of America,Analog Devices,608.0,74655.0,4.0,4.0,S,,O,9.0,897939.0
WAI4576,PA,,United States of America,Key Energy Services,597.0,92399.0,3.0,,M,53.0,O,0.0,3736825.0
Arm4577,WY,,United States of America,Progress Energy,515.0,,5.0,1.0,U,32.0,R,4.0,733388.0
Cos4578,IL,,United States of America,Valassis Communications,747.0,289274.0,0.0,5.0,M,64.0,O,5.0,720629.0
EIN4579,Prince Edward Island,,Canada,Valspar,,,0.0,4.0,M,2.0,O,2.0,1334065.0
Osg4580,AL,,United States of America,Erie Insurance Group,,35880.0,5.0,2.0,D,51.0,O,3.0,2724313.0
SIN4581,MN,,United States of America,McCormick,807.0,341819.0,2.0,1.0,W,,O,5.0,154434.0
SHO4582,Saskatchewan,,Canada,Commercial Metals,597.0,444900.0,5.0,3.0,,40.0,O,4.0,3099684.0
SHI4583,WY,,United States of America,Quanta Services,591.0,76092.0,1.0,4.0,W,68.0,U,6.0,1206782.0
Hos4584,WY,,United States of America,United Parcel Service,512.0,223049.0,4.0,3.0,S,18.0,O,9.0,1331990.0
Bou4585,Ontario,,United States of America,Eastman Chemical,727.0,436368.0,4.0,2.0,S,68.0,O,7.0,2028569.0
Wil4586,MD,,United States of America,Ecolab,804.0,362893.0,5.0,5.0,S,34.0,O,2.0,1406026.0
Rod4587,WI,,United States of America,Westlake Chemical,582.0,164699.0,4.0,4.0,M,32.0,R,6.0,1480698.0
New4588,TN,,United States of America,Oshkosh,697.0,246409.0,4.0,4.0,M,47.0,O,0.0,613349.0
eis4589,MA,,Canada,Goodrich,730.0,198380.0,3.0,3.0,S,17.0,O,8.0,497821.0
OES4590,WY,,United States of America,Medical Mutual of Ohio,710.0,34461.0,2.0,3.0,M,6.0,O,1.0,1425550.0
bel4591,Saskatchewan,,United States of America,Expedia,,447611.0,4.0,,D,96.0,R,10.0,2569672.0
ALL4592,AL,,Canada,Marriott International,544.0,,0.0,4.0,S,26.0,R,4.0,2276708.0
Gra4593,KS,,United States of America,,,374329.0,3.0,5.0,S,1.0,O,7.0,2838041.0
Bra4594,Ontario,,United States of America,Sanderson Farms,323.0,315904.0,0.0,2.0,M,96.0,U,10.0,3534212.0
OLD4595,WI,,United States of America,Thrivent Financial,474.0,440494.0,0.0,3.0,M,100.0,O,4.0,334199.0
Mcp4596,UT,,Canada,Campbell Soup,388.0,426613.0,4.0,0.0,M,34.0,O,,3962433.0
Hed4597,AR,,United States of America,Hayes Lemmerz,729.0,414165.0,3.0,1.0,W,55.0,O,7.0,2655823.0
Sme4598,NJ,,Canada,Noble Energy,844.0,137030.0,4.0,3.0,M,64.0,O,5.0,1402780.0
imm4599,Manitoba,,United States of America,Chiquita Brands International,732.0,194093.0,4.0,2.0,S,76.0,,6.0,2393367.0
Kap4600,IL,,United States of America,Sauer-Danfoss,357.0,60897.0,5.0,5.0,D,79.0,O,,429639.0
SCH4601,ME,Apt. 34,United States of America,Dresser-Rand Group,651.0,350217.0,0.0,2.0,W,71.0,U,,479290.0
Loc4602,MI,,United States of America,Ameriprise Financial,821.0,54948.0,0.0,2.0,S,43.0,O,2.0,3162640.0
KAW4603,NE,,United States of America,National Fuel Gas,564.0,390310.0,1.0,0.0,U,6.0,O,10.0,437040.0
Mcn4604,SD,,United States of America,Duke Energy,325.0,142124.0,1.0,3.0,M,90.0,O,10.0,1602611.0
Hos4605,SD,,Canada,MSC Industrial Direct,714.0,90146.0,,4.0,S,65.0,U,4.0,21930.0
HIP4606,NV,,United States of America,W.W. Grainger,492.0,62781.0,0.0,2.0,M,53.0,R,3.0,1739233.0
AVA4607,TX,,United States of America,Terex,731.0,404456.0,,,S,90.0,O,5.0,2356862.0
Der4608,Quebec,,United States of America,,561.0,259450.0,5.0,2.0,D,47.0,O,3.0,976351.0
TRE4609,MA,,United States of America,MPS Group,535.0,438463.0,0.0,3.0,D,33.0,O,4.0,3276943.0
Hea4610,MN,,United States of America,Perot Systems,332.0,480416.0,0.0,1.0,M,32.0,R,5.0,2386788.0
sho4611,OH,,United States of America,Men's Wearhouse,548.0,265756.0,1.0,5.0,,96.0,O,,563570.0
Bur4612,MI,,Canada,New Jersey Resources,834.0,87391.0,3.0,1.0,U,16.0,O,2.0,2878889.0
DIN4613,FL,,United States of America,Ameriprise Financial,691.0,180473.0,2.0,4.0,W,70.0,O,6.0,1521035.0
Lin4614,Quebec,,United States of America,Quest Diagnostics,770.0,86083.0,4.0,1.0,M,80.0,O,3.0,2858110.0
STE4615,DE,,Canada,General Motors,459.0,,1.0,3.0,W,40.0,O,8.0,264154.0
Row4616,KY,,United States of America,Newmont Mining,547.0,228877.0,,2.0,M,85.0,O,4.0,128505.0
Mos4617,MS,,Canada,Delphi,673.0,205721.0,1.0,0.0,M,66.0,O,10.0,1176845.0
FAU4618,AL,,United States of America,Coach,718.0,268312.0,1.0,0.0,W,89.0,O,10.0,2774488.0
Eis4619,RI,,United States of America,Sysco,541.0,181558.0,1.0,2.0,M,26.0,,5.0,903175.0
Wei4620,NV,,United States of America,KAR Holdings,651.0,253180.0,3.0,4.0,U,93.0,,10.0,1212744.0
Max4621,Newfoundland,,United States of America,Telephone & Data Systems,829.0,,4.0,4.0,D,14.0,O,6.0,527536.0
Dyb4622,AZ,,United States of America,General Growth Properties,316.0,136688.0,2.0,5.0,M,36.0,O,2.0,1107522.0
MAC4623,KY,,United States of America,USG,305.0,377157.0,1.0,2.0,M,43.0,O,7.0,194069.0
pro4624,New Brunswick,,United States of America,,659.0,13387.0,4.0,5.0,M,42.0,O,1.0,459098.0
wes4625,WV,,United States of America,Auto-Owners Insurance,375.0,111741.0,5.0,2.0,U,22.0,R,2.0,1982210.0
FRI4626,UT,Suite 152,United States of America,Barnes & Noble,,268659.0,5.0,4.0,W,,O,7.0,2593615.0
Gha4627,MT,,United States of America,Brookdale Senior Living,601.0,423718.0,2.0,1.0,U,89.0,O,6.0,3065882.0
HIR4628,CA,,United States of America,Big Lots,357.0,283607.0,5.0,2.0,M,78.0,R,3.0,153856.0
KOZ4629,TN,,United States of America,LifePoint Hospitals,504.0,362831.0,4.0,0.0,,4.0,R,7.0,
kar4630,TX,,United States of America,Xcel Energy,593.0,5769.0,0.0,3.0,S,66.0,O,7.0,3968019.0
Bub4631,NM,,Canada,Dynegy,843.0,61175.0,2.0,0.0,D,62.0,U,9.0,2160132.0
DES4632,OR,,Canada,Medtronic,806.0,477754.0,,1.0,M,88.0,O,,3495274.0
Mou4633,Quebec,,United States of America,Bank of America Corp.,828.0,348868.0,2.0,0.0,U,34.0,O,8.0,774819.0
MEF4634,MN,,Canada,Avon Products,460.0,428805.0,4.0,0.0,M,13.0,O,3.0,523135.0
Yar4635,Manitoba,,United States of America,Guardian Life Ins. Co.,492.0,2195.0,4.0,3.0,M,63.0,O,2.0,1463904.0
ROB4636,VT,,United States of America,Virgin Media,670.0,298578.0,2.0,4.0,U,38.0,O,3.0,83702.0
Koh4637,MO,,Canada,Energizer Holdings,843.0,354449.0,5.0,3.0,S,1.0,O,5.0,2856178.0
WUN4638,AR,,United States of America,Moog,569.0,5238.0,1.0,,S,,O,8.0,1959815.0
cap4639,Newfoundland,,Canada,MPS Group,623.0,384965.0,,2.0,W,3.0,O,1.0,2389534.0
sal4640,ME,,United States of America,Nordstrom,813.0,281722.0,4.0,4.0,M,84.0,O,5.0,2716843.0
fen4641,KS,,Canada,Valassis Communications,685.0,376606.0,1.0,4.0,M,40.0,U,7.0,29240.0
Sta4642,MA,,United States of America,RadioShack,734.0,,1.0,2.0,M,69.0,O,4.0,3231314.0
Lam4643,HI,,United States of America,Western & Southern Financial,554.0,371166.0,1.0,,D,44.0,O,7.0,461667.0
MUN4644,LA,,Canada,Big Lots,571.0,144612.0,,5.0,M,5.0,O,9.0,806878.0
Del4645,CA,,Canada,Ecolab,846.0,170109.0,4.0,2.0,M,6.0,R,6.0,2926312.0
Hen4646,NV,,United States of America,,622.0,326189.0,4.0,3.0,M,70.0,O,3.0,1332645.0
Wes4647,ID,,United States of America,Yum Brands,701.0,301968.0,3.0,4.0,M,95.0,O,2.0,2640301.0
MUS4648,SC,,United States of America,Flowers Foods,373.0,47460.0,1.0,3.0,D,53.0,O,4.0,3078167.0
Mut4649,DE,,Canada,Hanover Insurance Group,679.0,,3.0,5.0,M,18.0,O,3.0,3581287.0
Mot4650,IN,,United States of America,Rockwell Collins,744.0,136542.0,5.0,2.0,M,50.0,R,5.0,2234805.0
COP4651,HI,Apt. 897,United States of America,Administaff,695.0,484593.0,2.0,4.0,W,84.0,R,5.0,1340127.0
cso4652,MD,apt. 527,United States of America,Starbucks,536.0,11417.0,2.0,1.0,D,59.0,O,1.0,966021.0
DIS4653,Quebec,,United States of America,Washington Post,325.0,326769.0,4.0,3.0,M,45.0,O,0.0,3533571.0
DAD4654,British Columbia,,Canada,Dollar General,431.0,440240.0,4.0,1.0,S,19.0,O,6.0,2699369.0
Pro4655,Alberta,,United States of America,International Game Technology,,185225.0,2.0,5.0,M,54.0,O,9.0,2139660.0
cro4656,Ontario,,United States of America,Westar Energy,752.0,137363.0,0.0,0.0,,51.0,O,8.0,2264007.0
hes4657,TX,,United States of America,Teleflex,527.0,158744.0,5.0,4.0,W,21.0,U,1.0,974227.0
cal4658,Nova Scotia,,Canada,West,847.0,496998.0,4.0,2.0,S,93.0,,6.0,2620328.0
GAL4659,MA,,United States of America,Cypress Semiconductor,306.0,423781.0,4.0,1.0,M,91.0,R,7.0,2155388.0
Val4660,DC,,Canada,Superior Energy Services,,,1.0,5.0,,82.0,O,,2779418.0
