ss_d,chmbl_d,cnfdnc_scr,dc_d,crtd_b,ss_ctgr,ss_sbclllr_frctn,td,rltnshp_tp,src_d,src_ss_d,cll_d,b_frmt,tss_d,vrnt_d
8764,CHEMBL624794,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8765,CHEMBL624795,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8766,CHEMBL623921,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8767,CHEMBL623922,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,,
8768,CHEMBL623923,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,,
8769,CHEMBL623924,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,,
8770,CHEMBL623925,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8771,CHEMBL623926,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8772,CHEMBL623927,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8773,CHEMBL623928,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8774,CHEMBL623929,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8775,CHEMBL623930,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,,
8776,CHEMBL623931,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8777,CHEMBL622165,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8778,CHEMBL621249,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8779,CHEMBL621250,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8780,CHEMBL621448,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8781,CHEMBL621449,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8782,CHEMBL621450,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8783,CHEMBL621451,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8784,CHEMBL621452,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8785,CHEMBL621453,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8786,CHEMBL621454,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8787,CHEMBL621455,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8788,CHEMBL621456,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8789,CHEMBL625145,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8790,CHEMBL875847,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8791,CHEMBL625146,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8792,CHEMBL625147,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8793,CHEMBL625148,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8794,CHEMBL625149,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8795,CHEMBL625150,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8796,CHEMBL625151,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8797,CHEMBL625152,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8798,CHEMBL625153,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8799,CHEMBL625154,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8800,CHEMBL625155,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8801,CHEMBL625156,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,,
8802,CHEMBL624354,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,,
8803,CHEMBL624355,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,10000000.0,
8804,CHEMBL624356,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,10000000.0,
8805,CHEMBL624357,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,10000000.0,
8806,CHEMBL624358,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,10000000.0,
8807,CHEMBL624359,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2435.0,
8808,CHEMBL624360,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2435.0,
8809,CHEMBL624361,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2435.0,
8810,CHEMBL624362,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2435.0,
8811,CHEMBL624363,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2435.0,
8812,CHEMBL624364,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
8813,CHEMBL624365,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
8814,CHEMBL624366,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
8815,CHEMBL624367,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
8816,CHEMBL624368,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8817,CHEMBL624369,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8818,CHEMBL624370,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8819,CHEMBL625069,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8820,CHEMBL625070,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8821,CHEMBL626051,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8822,CHEMBL626052,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8823,CHEMBL626053,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8824,CHEMBL626054,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8825,CHEMBL626055,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8826,CHEMBL626056,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8827,CHEMBL626057,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8828,CHEMBL625193,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8829,CHEMBL625194,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8830,CHEMBL625195,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
8831,CHEMBL625196,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
8832,CHEMBL625197,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
8833,CHEMBL625198,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
8834,CHEMBL627929,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
8835,CHEMBL627074,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
8836,CHEMBL627075,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
8837,CHEMBL627076,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
8838,CHEMBL627077,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
8839,CHEMBL627078,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2048.0,
8840,CHEMBL627079,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
8841,CHEMBL873824,1,4573,Intermediate,,,50594,N,1,,,BAO_0000218,,
8842,CHEMBL627080,1,3132,Intermediate,,,50594,N,1,,,BAO_0000218,1969.0,
8843,CHEMBL627081,1,17718,Intermediate,,,50594,N,1,,,BAO_0000218,,
8844,CHEMBL627082,1,17728,Intermediate,,,50594,N,1,,,BAO_0000218,,
8845,CHEMBL627083,1,5961,Intermediate,,,50594,N,1,,,BAO_0000218,,
8847,CHEMBL627085,1,17731,Intermediate,,,50594,N,1,,,BAO_0000218,1969.0,
8848,CHEMBL627086,1,17592,Intermediate,,,50594,N,1,,,BAO_0000218,,
8849,CHEMBL627087,1,3132,Intermediate,,,50594,N,1,,,BAO_0000218,1969.0,
8850,CHEMBL627088,1,17729,Intermediate,,,50594,N,1,,,BAO_0000218,,
8851,CHEMBL627089,1,17729,Intermediate,,,50594,N,1,,,BAO_0000218,,
8852,CHEMBL627090,1,17729,Intermediate,,,50594,N,1,,,BAO_0000218,,
8853,CHEMBL627091,1,3277,Intermediate,,,50594,N,1,,,BAO_0000218,,
8854,CHEMBL627092,1,3760,Intermediate,,,50594,N,1,,,BAO_0000218,,
8855,CHEMBL876785,1,3760,Intermediate,,,50594,N,1,,,BAO_0000218,,
8856,CHEMBL627093,1,2862,Intermediate,,,50594,N,1,,,BAO_0000218,,
8857,CHEMBL627094,1,2862,Intermediate,,,50594,N,1,,,BAO_0000218,,
8858,CHEMBL627095,1,5980,Intermediate,,,50594,N,1,,,BAO_0000218,,
8859,CHEMBL627096,1,6159,Intermediate,,,50594,N,1,,,BAO_0000218,955.0,
8860,CHEMBL627097,1,6254,Intermediate,,,50594,N,1,,,BAO_0000218,,
8861,CHEMBL627098,1,6062,Intermediate,,,50594,N,1,,,BAO_0000218,,
8862,CHEMBL627099,1,1574,Intermediate,,,50594,N,1,,,BAO_0000218,178.0,
8863,CHEMBL627100,1,56,Intermediate,,,50594,N,1,,,BAO_0000218,955.0,
8864,CHEMBL627101,1,993,Intermediate,,,50594,N,1,,,BAO_0000218,1969.0,
8865,CHEMBL627102,1,6652,Intermediate,,,50594,N,1,,,BAO_0000218,,
8866,CHEMBL627103,1,17852,Intermediate,,,50594,N,1,,,BAO_0000218,,
8867,CHEMBL627104,1,2675,Intermediate,,,50594,N,1,,,BAO_0000218,,
8868,CHEMBL627105,1,2675,Intermediate,,,50594,N,1,,,BAO_0000218,,
8869,CHEMBL876786,1,499,Intermediate,,,50594,N,1,,,BAO_0000218,,
8870,CHEMBL873825,1,499,Intermediate,,,50594,N,1,,,BAO_0000218,,
8871,CHEMBL627106,1,499,Intermediate,,,50594,N,1,,,BAO_0000218,,
8872,CHEMBL626336,1,14239,Intermediate,,,50594,N,1,,,BAO_0000218,,
8873,CHEMBL877462,1,5506,Intermediate,,,50594,N,1,,,BAO_0000218,,
8874,CHEMBL626337,1,5506,Intermediate,,,50594,N,1,,,BAO_0000218,,
8875,CHEMBL626338,1,17734,Intermediate,,,50594,N,1,,,BAO_0000218,,
8876,CHEMBL626339,1,17728,Intermediate,,,50594,N,1,,,BAO_0000218,,
8877,CHEMBL626340,1,17728,Intermediate,,,50594,N,1,,,BAO_0000218,,
8878,CHEMBL625377,1,17728,Intermediate,,,50594,N,1,,,BAO_0000218,,
8879,CHEMBL625378,1,17728,Intermediate,,,50594,N,1,,,BAO_0000218,,
8880,CHEMBL625379,1,17728,Intermediate,,,50594,N,1,,,BAO_0000218,,
8881,CHEMBL625380,0,14294,Autocuration,,Microsomes,22224,U,1,,,BAO_0000251,,
8882,CHEMBL625381,0,14294,Autocuration,,Microsomes,22224,U,1,,,BAO_0000251,,
8883,CHEMBL625382,0,6056,Autocuration,,,22224,U,1,,,BAO_0000019,,
8884,CHEMBL873828,0,1317,Autocuration,,,22224,U,1,,,BAO_0000218,,
8885,CHEMBL625383,0,1317,Autocuration,,,22224,U,1,,,BAO_0000218,,
8886,CHEMBL625384,0,5229,Autocuration,,,22224,U,1,,,BAO_0000019,,
8887,CHEMBL625385,0,4231,Autocuration,,,22224,U,1,,,BAO_0000019,,
8888,CHEMBL625386,0,4231,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8889,CHEMBL623571,0,5318,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8890,CHEMBL623572,0,5318,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8891,CHEMBL623573,0,5318,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8892,CHEMBL623574,0,3305,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8893,CHEMBL623575,0,3305,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8894,CHEMBL623749,0,2842,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8895,CHEMBL623750,0,2842,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8896,CHEMBL623751,0,889,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8897,CHEMBL623752,0,1904,Autocuration,,,22224,U,1,,,BAO_0000221,2107.0,
8898,CHEMBL623753,1,4186,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8899,CHEMBL623754,1,2774,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8900,CHEMBL623755,1,1742,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8901,CHEMBL623756,1,3169,Intermediate,,,50597,N,1,,,BAO_0000218,,
8902,CHEMBL623757,1,3169,Intermediate,,,50597,N,1,,,BAO_0000218,,
8903,CHEMBL623758,1,2081,Intermediate,,,50597,N,1,,,BAO_0000218,,
8904,CHEMBL623759,1,3307,Intermediate,,,50597,N,1,,,BAO_0000218,955.0,
8905,CHEMBL623760,1,4727,Intermediate,,,50597,N,1,,,BAO_0000218,,
8906,CHEMBL623761,1,6597,Intermediate,,,50597,N,1,,,BAO_0000218,,
8907,CHEMBL623762,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8908,CHEMBL877594,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8909,CHEMBL623763,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8910,CHEMBL623764,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8911,CHEMBL623765,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8912,CHEMBL623766,1,2591,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
8913,CHEMBL623767,1,2591,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
8914,CHEMBL623768,1,2591,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
8915,CHEMBL623769,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8916,CHEMBL623770,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8917,CHEMBL623771,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8918,CHEMBL623772,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8919,CHEMBL623773,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8920,CHEMBL623774,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8921,CHEMBL623775,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8922,CHEMBL623776,1,14465,Intermediate,,,50597,N,1,,,BAO_0000218,,
8923,CHEMBL622191,1,4723,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8924,CHEMBL622192,1,4723,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8925,CHEMBL622193,1,4576,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8926,CHEMBL622194,1,12873,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8927,CHEMBL622195,1,12873,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8928,CHEMBL622196,1,6824,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8929,CHEMBL622197,1,17065,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8930,CHEMBL622198,1,2932,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8931,CHEMBL622199,1,2932,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8932,CHEMBL622200,1,2879,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8933,CHEMBL622201,1,2864,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8934,CHEMBL623990,1,16367,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8935,CHEMBL623991,1,17717,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8936,CHEMBL623992,1,17717,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8937,CHEMBL623993,1,17717,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8938,CHEMBL623994,1,17717,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8939,CHEMBL623995,1,17720,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8940,CHEMBL623996,1,17720,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8941,CHEMBL623997,1,17720,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8942,CHEMBL623998,1,4516,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8943,CHEMBL623999,1,4516,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8944,CHEMBL624000,1,4516,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8945,CHEMBL624001,1,5199,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8946,CHEMBL624002,1,17538,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8947,CHEMBL624003,1,6685,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8948,CHEMBL624004,1,6685,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8949,CHEMBL624005,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8950,CHEMBL624006,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8951,CHEMBL624007,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8952,CHEMBL624008,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8953,CHEMBL624009,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8954,CHEMBL874387,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8955,CHEMBL624010,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8956,CHEMBL624011,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8957,CHEMBL624012,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8958,CHEMBL624013,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8959,CHEMBL624736,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8960,CHEMBL624737,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8961,CHEMBL624738,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8962,CHEMBL624739,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8963,CHEMBL624740,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8964,CHEMBL624896,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8965,CHEMBL624897,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8966,CHEMBL624108,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8967,CHEMBL624109,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8968,CHEMBL624110,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8969,CHEMBL624111,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8970,CHEMBL624112,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8971,CHEMBL624113,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8972,CHEMBL619709,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8973,CHEMBL619710,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
8974,CHEMBL619711,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8975,CHEMBL619712,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8976,CHEMBL619713,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8977,CHEMBL619714,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8978,CHEMBL619715,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8979,CHEMBL619716,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8980,CHEMBL619717,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8981,CHEMBL619718,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8982,CHEMBL619719,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8983,CHEMBL875329,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8984,CHEMBL619720,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8985,CHEMBL619721,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8986,CHEMBL619722,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8987,CHEMBL619723,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8988,CHEMBL619724,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8989,CHEMBL619725,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8990,CHEMBL619726,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8991,CHEMBL619727,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8992,CHEMBL619728,1,16434,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8993,CHEMBL619729,1,16435,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
8994,CHEMBL619730,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
8995,CHEMBL619731,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
8996,CHEMBL619732,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
8997,CHEMBL619733,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
8998,CHEMBL619734,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2385.0,
8999,CHEMBL619735,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,14.0,
9000,CHEMBL875330,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,14.0,
9001,CHEMBL628465,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,14.0,
9002,CHEMBL628466,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,14.0,
9003,CHEMBL628467,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,14.0,
9004,CHEMBL628468,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2106.0,
9005,CHEMBL628469,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2106.0,
9006,CHEMBL628470,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2106.0,
9007,CHEMBL628471,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2106.0,
9008,CHEMBL628472,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2106.0,
9009,CHEMBL625191,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2046.0,
9010,CHEMBL625192,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2046.0,
9011,CHEMBL875337,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2046.0,
9012,CHEMBL626341,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2046.0,
9013,CHEMBL626342,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2046.0,
9014,CHEMBL621943,1,11977,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
9015,CHEMBL621944,1,3748,Intermediate,,,50597,N,1,,,BAO_0000218,,
9016,CHEMBL621945,1,15765,Intermediate,,,50597,N,1,,,BAO_0000218,,
9017,CHEMBL621946,1,4871,Intermediate,,,50597,N,1,,,BAO_0000218,,
9018,CHEMBL621947,1,4871,Intermediate,,,50597,N,1,,,BAO_0000218,,
9019,CHEMBL621948,1,4872,Intermediate,,,50597,N,1,,,BAO_0000218,,
9020,CHEMBL621949,1,4872,Intermediate,,,50597,N,1,,,BAO_0000218,,
9021,CHEMBL621950,1,5413,Intermediate,,,50597,N,1,,,BAO_0000218,,
9022,CHEMBL621951,1,5413,Intermediate,,,50597,N,1,,,BAO_0000218,,
9023,CHEMBL621952,1,15272,Intermediate,,,50597,N,1,,,BAO_0000218,178.0,
9024,CHEMBL621953,1,4689,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
9025,CHEMBL621954,1,6057,Intermediate,,,50597,N,1,,,BAO_0000218,,
9026,CHEMBL621955,1,6057,Intermediate,,,50597,N,1,,,BAO_0000218,,
9027,CHEMBL621956,1,6057,Intermediate,,,50597,N,1,,,BAO_0000218,,
9028,CHEMBL621957,1,6211,Intermediate,,,50597,N,1,,,BAO_0000218,,
9029,CHEMBL621958,1,5710,Intermediate,,,50597,N,1,,,BAO_0000218,,
9030,CHEMBL621959,1,5710,Intermediate,,,50597,N,1,,,BAO_0000218,,
9031,CHEMBL621960,1,17853,Intermediate,,,50597,N,1,,,BAO_0000218,,
9032,CHEMBL621961,1,17853,Intermediate,,,50597,N,1,,,BAO_0000218,,
9033,CHEMBL621962,1,15765,Intermediate,,,50597,N,1,,,BAO_0000218,,
9034,CHEMBL876787,1,15765,Intermediate,,,50597,N,1,,,BAO_0000218,,
9035,CHEMBL621963,1,15765,Intermediate,,,50597,N,1,,,BAO_0000218,,
9036,CHEMBL622637,1,6175,Intermediate,,,50597,N,1,,,BAO_0000218,945.0,
9037,CHEMBL622638,1,6175,Intermediate,,,50597,N,1,,,BAO_0000218,945.0,
9038,CHEMBL626561,1,6175,Intermediate,,,50597,N,1,,,BAO_0000218,945.0,
9039,CHEMBL626562,0,7991,Autocuration,,,22224,U,1,,,BAO_0000019,,
9040,CHEMBL626563,0,429,Autocuration,,,22224,U,1,,,BAO_0000218,,
9041,CHEMBL626564,0,429,Autocuration,,,22224,U,1,,,BAO_0000218,,
9042,CHEMBL626565,0,6253,Autocuration,,,22224,U,1,,,BAO_0000218,,
9043,CHEMBL626566,0,6253,Autocuration,,,22224,U,1,,,BAO_0000218,,
9044,CHEMBL626567,0,3615,Autocuration,,,22224,U,1,,,BAO_0000218,,
9045,CHEMBL626568,0,4059,Autocuration,,,22224,U,1,,,BAO_0000218,,
9046,CHEMBL626569,0,5124,Autocuration,,,22224,U,1,,,BAO_0000218,,
9047,CHEMBL626570,0,5124,Autocuration,,,22224,U,1,,,BAO_0000218,,
9048,CHEMBL626571,0,5124,Autocuration,,,22224,U,1,,,BAO_0000218,,
9049,CHEMBL626572,0,429,Autocuration,,,22224,U,1,,,BAO_0000218,,
9050,CHEMBL626573,0,4059,Autocuration,,,22224,U,1,,,BAO_0000218,1969.0,
9051,CHEMBL626574,0,9659,Autocuration,,Microsomes,22224,U,1,,,BAO_0000251,2107.0,
9052,CHEMBL626575,0,9659,Autocuration,,Microsomes,22224,U,1,,,BAO_0000251,2107.0,
9053,CHEMBL626576,0,3639,Autocuration,,,22224,U,1,,,BAO_0000218,,
9054,CHEMBL626577,0,3639,Autocuration,,,22224,U,1,,,BAO_0000218,,
9055,CHEMBL626578,0,3639,Autocuration,,,22224,U,1,,,BAO_0000218,,
9056,CHEMBL625263,0,5124,Autocuration,,,22224,U,1,,,BAO_0000218,,
9057,CHEMBL625264,0,5124,Autocuration,,,22224,U,1,,,BAO_0000218,,
9058,CHEMBL625265,0,5124,Autocuration,,,22224,U,1,,,BAO_0000218,,
9059,CHEMBL625266,0,14294,Autocuration,,Microsomes,22224,U,1,,,BAO_0000251,,
9060,CHEMBL876796,0,14294,Autocuration,,Microsomes,22224,U,1,,,BAO_0000251,,
9061,CHEMBL625267,0,429,Autocuration,,,22224,U,1,,,BAO_0000218,,
9062,CHEMBL625268,0,5124,Autocuration,,,22224,U,1,,,BAO_0000218,1969.0,
