miller2_fsclr,miller2_brnchd,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_sctrprcnt,miller2_sctrnm,miller2_stts,miller2_prjctnmbr,miller2_clmtchngmtgtn(mrkr),miller2_gndrqlt(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_rgnlprgrm(mrkr),miller2_sctnd,miller2_ntdmnt(prjct-lvlbdgt),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.0324,12240,1389.817116
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.0324,12261,4169.451348
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.0324,12281,5559.268464
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.0324,31181,20847.25674
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.0324,41081,6949.08558
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,11130,2702.42217
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,11330,34050.51934
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,12110,540.484434
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,12181,1080.968868
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,12220,540.484434
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,12240,540.484434
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,12261,1621.453302
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,12281,2161.937736
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,31181,8107.2665099999995
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,,,Namibia,0.0126,41081,2702.42217
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,11130,5211.814185
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,11330,65668.85872999999
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,12110,1042.362837
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,12181,2084.725674
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,12220,1042.362837
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,12240,1042.362837
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,12261,3127.088511
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,12281,4169.451348
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,31181,15635.44256
2009/2010,B6100,UMBRELLA ORGANIZATION,2,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Africa,NE,NE,Niger,0.0243,41081,5211.814185
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,11130,2337.809655
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,11330,29456.40165
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,12110,467.56193099999996
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,12181,935.1238619999999
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,12220,467.56193099999996
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,12240,467.56193099999996
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,12261,1402.6857929999999
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,12281,1870.2477239999998
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,31181,7013.428965000001
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,0.0109,41081,2337.809655
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,11130,836.4640049999999
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,11330,10539.44646
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,12110,167.292801
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,12181,334.585602
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,12220,167.292801
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,12240,167.292801
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,12261,501.87840300000005
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,12281,669.171204
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,31181,2509.392015
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.0039,41081,836.4640049999999
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,11130,1522.793445
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,11330,19187.19741
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,12110,304.558689
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,12181,609.117378
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,12220,304.558689
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,12240,304.558689
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,12261,913.676067
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,12281,1218.234756
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,31181,4568.380335
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PA,PA,Panama,0.0071,41081,1522.793445
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,11130,5340.5009549999995
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,11330,67290.31203
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,12110,1068.100191
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,12181,2136.200382
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,12220,1068.100191
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,12240,1068.100191
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,12261,3204.300573
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,12281,4272.400764
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,31181,16021.502869999998
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PE,PE,Peru,0.0249,41081,5340.5009549999995
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,11130,2573.7354
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,11330,32429.066039999998
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,12110,514.74708
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,12181,1029.49416
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,12220,514.74708
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,12240,514.74708
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,12261,1544.24124
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,12281,2058.98832
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,31181,7721.2062
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PH,PH,Philippines,0.012,41081,2573.7354
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,11130,128.68677
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,11330,1621.453302
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,12110,25.737354
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.02,Medical education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,12181,51.474708
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic health care,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,12220,25.737354
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.01,Basic nutrition,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,12240,25.737354
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.03,Health education,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,12261,77.212062
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.04,Health personnel development,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,12281,102.949416
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.15,Agricultural education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,31181,386.06031
2009/2010,B6100,UMBRELLA ORGANIZATION,3,0.05,Environmental education/training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,Asia,PS,PS,West Bank Gaza,0.0006,41081,128.68677
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.05,Teacher training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,11130,1737.271395
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.63,Vocational training,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,11330,21889.619580000002
2009/2010,B6100,UMBRELLA ORGANIZATION,1,0.01,Health policy and administrative management,Closed,S061266PRG,0,1,0,60000000.0,0,S6215,60000000.0,0,0,0,0,0,0,0,1000403,Colleges and Institutes Canada,Canadian Non-Profit Making,Civil Society,America,PY,PY,Paraguay,0.0081,12110,347.454279
