assay_id,assay_subcellular_fraction,assay_cell_type,assay_type,confidence_score,curated_by,assay_test_type,doc_id,assay_organism,bao_format,cell_id,assay_tissue,assay_category,variant_id,tid,src_id,description,assay_tax_id,assay_strain
564,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,,
565,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,
566,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of azido-[125I]-IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,,
567,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [125I]IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,,
568,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [125I]IPAPP (2.5 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,
569,,,B,8,Autocuration,,12249,,BAO_0000221,,Hippocampus,,,51,1,Inhibitory concentration against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,,
570,,,B,8,Autocuration,,11799,,BAO_0000221,,Hippocampus,,,51,1,"Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",,
571,Membranes,,B,9,Expert,,14331,Rattus norvegicus,BAO_0000249,,,,,10576,1,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampal membranes,10116.0,
572,,,B,8,Expert,,11884,Bos taurus,BAO_0000221,,Hippocampus,,,51,1,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of bovine hippocampus.,9913.0,
573,,,B,8,Autocuration,,14331,,BAO_0000221,,Hippocampus,,,51,1,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (0.5 nM) ligand in hippocampus + frontal bovine was determined,,
574,,,B,8,Autocuration,,11701,,BAO_0000221,,Hippocampus,,,51,1,Compound was evaluated for its ability to displace [3H]DPAT from 5-HT1A receptor in homogenates of bovine hippocampus,,
575,,,B,8,Expert,,11701,,BAO_0000221,,Hippocampus,,,51,1,Ability to displace [3H]-DPAT from 5-hydroxytryptamine 1A receptor in homogenates of bovine hippocampus.,,
576,,,B,8,Autocuration,,12248,,BAO_0000221,,Hippocampus,,,51,1,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in bovine hippocampus,,
577,,CHO,B,8,Autocuration,,12248,,BAO_0000219,449.0,,,,51,1,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in CHO cells,,
578,,,B,8,Expert,,12248,,BAO_0000221,,Hippocampus,,,51,1,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,,
579,,,B,8,Expert,,12249,,BAO_0000221,,Hippocampus,,,51,1,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,,
580,,CHO,B,8,Autocuration,,12248,,BAO_0000219,449.0,,,,51,1,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,
581,,,B,8,Expert,,11799,,BAO_0000221,,Hippocampus,,,51,1,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",,
582,,,B,8,Autocuration,,634,,BAO_0000357,,,,,51,1,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,,
583,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,,
584,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,
585,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,
586,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,
587,,,B,8,Autocuration,,9995,,BAO_0000221,,Hippocampus,,,51,1,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,
588,,,B,8,Expert,,12210,,BAO_0000218,,Hippocampus,,,51,1,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,,
589,,,B,8,Expert,,13311,,BAO_0000221,,Hippocampus,,,51,1,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,,
590,,CHO,B,9,Expert,,2331,Homo sapiens,BAO_0000219,449.0,,,,51,1,"Tested in vitro for the inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor, expressed in cloned CHO cells.",9606.0,
591,,,F,8,Autocuration,,1375,Cavia porcellus,BAO_0000019,,,,,51,1,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig,10141.0,
592,,,F,8,Autocuration,,1375,Cavia porcellus,BAO_0000019,,,,,51,1,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig; NT means not tested,10141.0,
593,,,F,8,Autocuration,,11574,Cavia porcellus,BAO_0000221,,Hippocampus,,,51,1,Effect on forskolin stimulated adenylate cyclase activity at 5-hydroxytryptamine 1A receptor of guinea pig hippocampus.,10141.0,
594,,,B,8,Autocuration,,12867,Cavia porcellus,BAO_0000221,,Ileum,,,51,1,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,10141.0,
595,,,B,8,Autocuration,,12867,Cavia porcellus,BAO_0000221,,Ileum,,,51,1,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,10141.0,
596,,,B,8,Autocuration,,12867,Cavia porcellus,BAO_0000221,,Ileum,,,51,1,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,10141.0,
597,,,B,8,Autocuration,,12867,Cavia porcellus,BAO_0000221,,Ileum,,,51,1,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,10141.0,
598,,,B,8,Autocuration,,12867,Cavia porcellus,BAO_0000221,,Ileum,,,51,1,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,10141.0,
599,,,B,8,Autocuration,,12867,Cavia porcellus,BAO_0000221,,Ileum,,,51,1,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor; Inactive at dose level of 1.0 uM,10141.0,
600,,,B,8,Autocuration,,11574,Cavia porcellus,BAO_0000357,,,,,51,1,Binding affinity against 5-hydroxytryptamine 1A receptor,10141.0,
601,,,B,8,Autocuration,,13114,Cavia porcellus,BAO_0000357,,,,,51,1,Compound is evaluated for in vitro receptor binding affinity against 5-hydroxytryptamine 1A receptor,10141.0,
602,,,B,8,Autocuration,,13181,Cavia porcellus,BAO_0000357,,,,,51,1,Binding affinity was determined against 5-hydroxytryptamine 1A receptor,10141.0,
603,,,B,8,Autocuration,,10639,Cavia porcellus,BAO_0000221,,Hippocampus,,,106,1,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,10141.0,
604,,,F,8,Autocuration,,10639,Cavia porcellus,BAO_0000221,,Hippocampus,,,106,1,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,10141.0,
605,,CHO,B,8,Autocuration,,11883,Cricetulus griseus,BAO_0000218,449.0,,,,11863,1,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),10029.0,
606,,,B,8,Autocuration,,17785,,BAO_0000357,,,,,51,1,Fraction involved in salt bridge interactions with Asp3:11 part of the 5-hydroxytryptamine 1A receptor,,
607,,HeLa,F,8,Autocuration,,1558,,BAO_0000219,308.0,,,,51,1,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-HT 1A receptor in HeLa cells; value ranges from 85-370,,
608,,HeLa,F,8,Autocuration,,1558,,BAO_0000219,308.0,,,,51,1,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1A receptor in HeLa cells; value ranges from 95-320,,
609,,,F,8,Autocuration,,15740,,BAO_0000019,,,,,51,1,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,,
610,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,,
611,,CHO,F,8,Expert,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,,
612,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=Not determined,,
613,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=not determined,,
614,,CHO,B,8,Expert,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,
615,,CHO,B,8,Expert,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,
616,,CHO,B,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells; nd=not determined,,
617,,,F,8,Autocuration,,14256,,BAO_0000219,,,,,51,1,In vitro potency at human 5-hydroxytryptamine 1A receptor in inhibiting forskolin-stimulated accumulation of intracellular cAMP,,
618,,HeLa,B,9,Expert,,3445,Homo sapiens,BAO_0000219,308.0,,,,51,1,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,9606.0,
619,,HeLa,B,9,Expert,,3445,Homo sapiens,BAO_0000219,308.0,,,,51,1,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells; Inverse,9606.0,
620,,CHO,B,9,Expert,,17200,Homo sapiens,BAO_0000219,449.0,,,,51,1,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor,9606.0,
621,,CHO,B,9,Expert,,17200,Homo sapiens,BAO_0000219,449.0,,,,51,1,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor; Not determined,9606.0,
622,,,F,8,Autocuration,,15180,,BAO_0000019,,,,,51,1,Eudisimic ratio(ER) is the antilog of the defference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,,
623,,,F,8,Autocuration,,15180,,BAO_0000019,,,,,51,1,Eudisimic ratio(ER) is the antilog of the difference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,,
624,,,F,8,Autocuration,,16026,,BAO_0000019,,,,,51,1,"Percent of maximum effect on binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,
625,,CHO,F,8,Autocuration,,2759,,BAO_0000219,449.0,,,,51,1,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,
626,,CHO,F,9,Expert,,2759,Homo sapiens,BAO_0000219,449.0,,,,51,1,Agonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),9606.0,
627,,CHO,F,8,Autocuration,,2759,,BAO_0000219,449.0,,,,51,1,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,
628,,CHO,F,9,Expert,,2759,Homo sapiens,BAO_0000219,449.0,,,,51,1,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),9606.0,
629,,CHO,F,8,Autocuration,,2759,,BAO_0000219,449.0,,,,51,1,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,
630,,CHO,F,8,Autocuration,,2759,,BAO_0000219,449.0,,,,51,1,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),,
631,,CHO,F,9,Expert,,2759,Homo sapiens,BAO_0000219,449.0,,,,51,1,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),9606.0,
632,,CHO,F,8,Autocuration,,2759,,BAO_0000219,449.0,,,,51,1,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,
633,,CHO,F,9,Expert,,2759,Homo sapiens,BAO_0000219,449.0,,,,51,1,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),9606.0,
634,,,F,9,Expert,,3445,Homo sapiens,BAO_0000019,,,,,51,1,Percent efficacy against cloned human 5-hydroxytryptamine 1A receptor normalized to the maximal 5-HT response,9606.0,
635,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,"Agonist activity at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",9606.0,
636,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,"Agonist activity at the 5-hydroxytryptamine 1A receptor in vitro using a [35S]GTP-gamma-S, No data",9606.0,
637,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,"Agonist activity at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S,",9606.0,
638,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-HT1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,
639,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,
640,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,
641,,CHO,F,8,Expert,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,
642,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,
643,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=not determined,,
644,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,
645,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=Not determined,,
646,,CHO,F,8,Expert,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,
647,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,,
648,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,
649,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,,
650,,,F,8,Autocuration,,6563,,BAO_0000019,,,,,51,1,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,
651,,,F,8,Autocuration,,6563,,BAO_0000019,,,,,51,1,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,
652,,,F,8,Autocuration,,6563,,BAO_0000019,,,,,51,1,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,
653,,HEK293,F,8,Autocuration,,17296,,BAO_0000219,722.0,,,,51,1,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,
654,,,F,9,Expert,,6876,Homo sapiens,BAO_0000019,,,,,51,1,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",9606.0,
655,,,F,8,Expert,,6876,,BAO_0000019,,,,,51,1,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",,
656,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,9606.0,
657,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,9606.0,
658,,,F,8,Autocuration,,5548,,BAO_0000019,,,,,51,1,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,
659,,,F,8,Expert,,5548,,BAO_0000019,,,,,51,1,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",,
660,,,F,8,Autocuration,,5548,,BAO_0000019,,,,,51,1,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,
661,,,F,8,Autocuration,,5548,,BAO_0000019,,,,,51,1,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,
662,,,F,8,Expert,,5929,,BAO_0000019,,,,,51,1,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",,
663,,,F,9,Expert,,5929,Homo sapiens,BAO_0000019,,,,,51,1,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",9606.0,
664,,,F,9,Expert,,5929,Homo sapiens,BAO_0000019,,,,,51,1,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",9606.0,
665,,,F,8,Autocuration,,16245,,BAO_0000019,,,,,51,1,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",,
666,,,F,8,Expert,,5640,,BAO_0000019,,,,,51,1,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,
667,,,F,8,Autocuration,,5640,,BAO_0000019,,,,,51,1,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",,
668,,CHO,F,8,Autocuration,,14509,,BAO_0000219,449.0,,,,51,1,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,,
669,,CHO,F,8,Expert,,14509,,BAO_0000219,449.0,,,,51,1,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,,
670,,,B,8,Autocuration,,15331,,BAO_0000357,,,,,51,1,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,
671,,,B,8,Autocuration,,15331,,BAO_0000357,,,,,51,1,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,
672,,,F,8,Autocuration,,6563,,BAO_0000019,,,,,51,1,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,
673,,,F,8,Autocuration,,6563,,BAO_0000019,,,,,51,1,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",,
674,,,F,8,Autocuration,,6563,,BAO_0000019,,,,,51,1,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,
675,,,F,9,Expert,,6563,Homo sapiens,BAO_0000019,,,,,51,1,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,9606.0,
676,,,F,8,Autocuration,,6563,,BAO_0000019,,,,,51,1,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,
677,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,9606.0,
678,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",9606.0,
679,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",9606.0,
680,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,9606.0,
681,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,9606.0,
682,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",9606.0,
683,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",9606.0,
684,,,F,9,Expert,,5272,Homo sapiens,BAO_0000019,,,,,51,1,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,9606.0,
685,,,B,9,Expert,,16146,Homo sapiens,BAO_0000357,,,,,51,1,Inhibition of human 5-hydroxytryptamine 1A receptor,9606.0,
686,,CHO,B,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,
687,,HEK293,B,9,Expert,,13706,,BAO_0000219,722.0,,,,105,1,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,,
688,,CHO,B,8,Autocuration,,15250,,BAO_0000219,449.0,,,,51,1,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,,
689,,CHO,F,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,
690,,,B,8,Expert,,6861,,BAO_0000357,,,,,51,1,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,,
691,,,B,9,Expert,,17200,Homo sapiens,BAO_0000357,,,,,51,1,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,9606.0,
692,,CHO,B,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,,
693,,CHO,B,8,Autocuration,,17624,,BAO_0000219,449.0,,,,51,1,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,
694,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,10116.0,
695,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,10116.0,
696,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,10116.0,
697,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,10116.0,
698,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,10116.0,
699,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,10116.0,
700,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,10116.0,
701,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,10116.0,
702,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,10116.0,
703,,,F,0,Autocuration,In vivo,12058,Rattus norvegicus,BAO_0000218,,,,,22226,1,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; Inactive,10116.0,
