assay_id,assay_tax_id,src_assay_id,curated_by,assay_subcellular_fraction,tid,assay_test_type,chembl_id,tissue_id,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_strain,assay_tissue
1938,,,Autocuration,Membranes,104686,,CHEMBL617246,,,1,11965,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,B,,,
1939,,,Autocuration,,104686,,CHEMBL617546,,,1,3967,The compound was evaluated for the ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor ( striata of male wistar rats),B,,,
1940,,,Autocuration,Brain membranes,104686,,CHEMBL617547,,,1,11130,The concentration required to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat brain membranes (in vitro),B,,,
1941,,,Autocuration,,104686,In vitro,CHEMBL617548,,,1,13427,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,,,
1942,,,Autocuration,,104686,,CHEMBL617549,,,1,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,
1943,,,Autocuration,,104686,,CHEMBL617550,,,1,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,B,,,
1944,,,Autocuration,,104686,,CHEMBL617551,,,1,11825,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,B,,,
1945,,,Autocuration,Membranes,104686,,CHEMBL617552,,,1,12120,Percent inhibition of binding of 1.0 nM [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e -5 M,B,,,
1946,,,Autocuration,Membranes,104686,,CHEMBL617553,,,1,12120,Percent inhibition of binding of 1.0 nM [3H]-ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e-5 M.,B,,,
1947,,,Autocuration,,104686,,CHEMBL617554,1515.0,,1,11963,Tested for antagonistic activity against 5-hydroxytryptamine 2 receptor from rat thoracic aorta,F,,,Thoracic aorta
1948,,,Autocuration,,104686,,CHEMBL617555,,,1,9069,Binding affinity for membrane-bound 5-hydroxytryptamine 2 receptor,B,,,
1949,,,Autocuration,,104686,,CHEMBL617556,,,1,8868,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,B,,,
1950,,,Autocuration,,10624,,CHEMBL617557,,,1,17200,Inhibitory constant against human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B,,,
1951,,,Autocuration,,10624,,CHEMBL617558,,,1,17200,Inhibitory constant against human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,B,,,
1952,,,Expert,,17106,,CHEMBL617559,,,1,13969,Binding affinity against 5-hydroxytryptamine 1D receptor was measured using [3H]5-HT as radioligand,B,,,
1953,,,Expert,,17106,,CHEMBL617560,,,1,13392,Binding affinity for 5-hydroxytryptamine 1D receptor,B,,,
1954,,,Autocuration,,17106,,CHEMBL617561,,,1,1742,Compound was tested for its ability to displace [125I]GTI binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,,,
1955,,,Autocuration,,17106,,CHEMBL617562,,,1,1742,Compound was tested for its ability to displace [3H]-5-HT binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,,,
1956,,,Autocuration,,17106,,CHEMBL617563,2435.0,,1,14331,Binding affinity against 5-hydroxytryptamine 1D receptor using [3H]5-HT in pig striatum + frontalCortex,B,,,Striatum
1957,,,Autocuration,,17106,,CHEMBL617564,,,1,12861,Relative agonist efficacy against 1 uM 5-hydroxytryptamine 1D receptor,F,,,
1958,,,Expert,,17106,,CHEMBL617565,,,1,12861,Binding activity against 5-hydroxytryptamine 1D receptor from pig caudate membrane using [3H]5-HT as radioligand,B,,,
1959,,,Autocuration,,17106,,CHEMBL856076,,,1,12861,Binding activity radioligand.,B,,,
1960,,,Autocuration,,17106,,CHEMBL617566,,,1,12861,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,B,,,
1961,,,Expert,,17106,,CHEMBL875911,,,1,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,
1962,,,Autocuration,,17106,,CHEMBL617567,,,1,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,B,,,
1963,,,Autocuration,,17106,,CHEMBL617568,,,1,675,Compound was tested for the displacement of [3H]-5-HT to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,,,
1964,,,Expert,,17106,,CHEMBL617569,,,1,12490,Displacement of [3H]5-HT binding to 5-hydroxytryptamine 1D receptor from pig caudate membrane,B,,,
1965,,,Expert,,17106,,CHEMBL617570,,,1,11828,Displacement of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1D receptor in pig caudate membrane,B,,,
1966,,,Autocuration,,17106,,CHEMBL617571,,,1,11866,Binding affinity for 5-hydroxytryptamine 1D receptor in piglet caudate using [3H]5-HT,B,,,
1967,9823.0,,Autocuration,,105,,CHEMBL617572,,,1,773,In Vitro Binding affinity againist 5-hydroxytryptamine 1D receptor by displacing [125I]GTI from pig caudate,B,Sus scrofa,,
1968,9986.0,,Expert,,105,,CHEMBL617573,,,1,13047,The compound was tested for intrinsic activity against 5-HT1D receptor,B,Oryctolagus cuniculus,,
1969,9986.0,,Autocuration,,105,,CHEMBL617574,,,1,13047,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,Oryctolagus cuniculus,,
1970,9986.0,,Expert,,105,,CHEMBL617575,,,1,13047,The compound was tested for binding affinity against 5-HT1D receptor,B,Oryctolagus cuniculus,,
1971,,,Autocuration,,10578,,CHEMBL617576,,,1,188,Tested for the effect on binding at 5-hydroxytryptamine 1D receptor; No activity,B,,,
1972,,,Autocuration,,10578,,CHEMBL617577,,,1,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of rat substantia nigra,F,,,
1973,,,Autocuration,,10578,,CHEMBL617578,,,1,12438,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor,F,,,
1974,,,Autocuration,,10578,,CHEMBL617579,,,1,12438,Binding affinity was measured against serotonin 5-hydroxytryptamine 1D receptor,B,,,
1975,,,Expert,,10578,,CHEMBL617580,,,1,15854,Binding affinity towards 5-hydroxytryptamine 1D receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,
1976,,,Autocuration,,10578,,CHEMBL617581,,,1,10394,Inhibitory activity against 5-hydroxytryptamine 1D receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,,,
1977,,,Autocuration,,10578,,CHEMBL617582,,,1,12092,The binding affinity was measured on 5-hydroxytryptamine 1D receptor using [3H]- serotonin as radioligand.,B,,,
1978,,,Expert,,10578,,CHEMBL617583,,,1,3389,Binding affinity to 5-hydroxytryptamine 1D receptor in the rat forebrain by [3H]- SB-204269 displacement.,B,,,
1979,,,Autocuration,,105,,CHEMBL617584,,,1,6011,Inhibition of binding towards 5-hydroxytryptamine 1D receptor at 100 nM concentration,B,,,
1980,,,Autocuration,,105,,CHEMBL617585,,,1,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1D receptor,B,,,
1981,,,Autocuration,,105,,CHEMBL875912,,,1,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1D receptor at a concentration of 10 uM using [3H]5-HT as radioligand,B,,,
1982,,,Autocuration,,105,,CHEMBL617586,,,1,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1D receptor,B,,,
1983,,,Autocuration,,105,,CHEMBL617587,,,1,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1D receptor; inactive at 10 uM,B,,,
1984,,,Autocuration,,105,,CHEMBL617588,,,1,11866,Binding affinity for 5-hydroxytryptamine 1D receptor was determined,B,,,
1985,,,Autocuration,,105,,CHEMBL857980,,,1,4687,Evaluated for the binding affinity against 5-hydroxytryptamine 1D receptor,B,,,
1986,,,Autocuration,,105,,CHEMBL617589,,,1,12146,Tested against 5-hydroxytryptamine 1D receptor,B,,,
1987,,,Autocuration,,105,,CHEMBL617590,,,1,10321,Binding affinity for 5-hydroxytryptamine 1D receptor was determined by using [3H]5-HT as radioligand,B,,,
1988,,,Autocuration,,105,,CHEMBL617591,,,1,13267,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,B,,,
1989,9606.0,,Expert,,105,,CHEMBL617592,,,1,1274,Binding affinity against 5-Hydroxytryptamine 1D receptor,B,Homo sapiens,,
1990,,,Autocuration,,105,,CHEMBL617593,,,1,15250,,B,,,
1991,,,Autocuration,,106,,CHEMBL617594,,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,,,
1992,,,Autocuration,,105,,CHEMBL617595,,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,,,
1993,,,Autocuration,,105,,CHEMBL617596,,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line.,B,,,
1994,,,Autocuration,,105,,CHEMBL617597,,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,,,
1995,,,Autocuration,,105,,CHEMBL617598,,,1,13047,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,,,
1996,,,Autocuration,,105,,CHEMBL872916,,,1,13366,Binding affinity of compound against 5-HT1Dalpha Binding affinity of compound against 5-HT1D alpha receptors in human,B,,,
1997,,,Expert,,105,,CHEMBL617599,,,1,13366,In vitro affinity human cloned 5-hydroxytryptamine 1D receptor alpha by [3H]5-HT displacement.,B,,,
1998,,,Autocuration,,105,,CHEMBL617091,,,1,1558,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor alpha was determined,B,,,
1999,,,Expert,,105,,CHEMBL617092,,,1,12902,"Binding affinity against 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells, using [3H]-5-HT as the radioligand.",B,,,
2000,,,Autocuration,,105,,CHEMBL617093,,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,,,
2001,,,Autocuration,,105,,CHEMBL617094,,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor alpha measured as the reduction of forskolin-stimulated cAMP.,F,,,
2002,,,Autocuration,,105,,CHEMBL617095,,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,
2003,,,Autocuration,,105,,CHEMBL617096,,,1,14251,Compound was tested for its agonist activity against human 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,,,
2004,,,Autocuration,,105,,CHEMBL617097,,,1,14251,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,,,
2005,,,Autocuration,,105,,CHEMBL617098,,,1,14251,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,,,
2006,,,Autocuration,,105,,CHEMBL617301,,,1,13313,In vitro binding affinity towards 5-HT1D alpha receptor by using [3H]5-HT as radioligand,B,,,
2007,,,Autocuration,,105,,CHEMBL617302,,,1,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]5-HT as radioligand,B,,,
2008,,,Autocuration,,105,,CHEMBL617303,,,1,13366,Selectivity towards 5-hydroxytryptamine 1D receptor beta to that of 5-hydroxytryptamine 1D receptor alpha,B,,,
2009,,,Expert,,105,,CHEMBL617304,,,1,13051,Binding affinity to recombinant human 5-hydroxytryptamine 1D receptor alpha,B,,,
2010,,,Expert,,105,,CHEMBL617305,,,1,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,
2011,9606.0,,Autocuration,,105,,CHEMBL617306,,,1,12469,Binding affinity was measured on 5-hydroxytryptamine 1D receptor alpha in COS cells transfected with human 5-HT1D alpha gene labeled with [3H]5-HT,B,Homo sapiens,,
2012,,,Autocuration,,17106,,CHEMBL617307,,,1,5619,Binding affinity (in vitro) against 5-hydroxytryptamine 1D receptor alpha using radio-ligand binding assay,B,,,
2013,9986.0,,Autocuration,,105,,CHEMBL617308,,,1,13047,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,B,Oryctolagus cuniculus,,
2014,,,Autocuration,,105,,CHEMBL617309,,,1,16633,Binding affinities against 5-hydroxytryptamine 1D receptor alpha,B,,,
2015,,,Autocuration,,105,,CHEMBL617310,,,1,16633,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,,,
2016,,,Autocuration,,105,,CHEMBL617311,,,1,16633,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,,,
2017,,,Autocuration,,105,,CHEMBL617312,,,1,16633,Binding affinity towards 5-hydroxytryptamine 1D receptor alpha using [3H]8-OH-DPAT as radioligand,B,,,
2018,,,Autocuration,,105,,CHEMBL617313,,,1,3269,Affinity against 5-hydroxytryptamine 1D receptor alpha,B,,,
2019,,,Expert,,105,,CHEMBL617314,,,1,12409,Binding affinity against 5-hydroxytryptamine 1D receptor alpha,B,,,
2020,,,Autocuration,,106,,CHEMBL617315,,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,
2021,,,Autocuration,,106,,CHEMBL617316,,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line.,B,,,
2022,,,Autocuration,,106,,CHEMBL617317,,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,,,
2023,,,Autocuration,,106,,CHEMBL617318,,,1,12903,"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,
2024,,,Autocuration,,106,,CHEMBL617319,,,1,13047,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,,,
2025,,,Expert,,106,,CHEMBL617320,,,1,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,
2026,,,Expert,,106,,CHEMBL617321,,,1,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,
2027,,,Expert,,106,,CHEMBL617322,,,1,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,
2028,,,Autocuration,,106,,CHEMBL616862,,,1,13366,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined using [3H]8-OH-DPAT as radioligand,B,,,
2029,,,Autocuration,,106,,CHEMBL616863,,,1,13366,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,
2030,,,Autocuration,,106,,CHEMBL616864,,,1,12469,Binding affinity was measured on 5-hydroxytryptamine 1D receptor beta in CHO cells transfected with human 5-HT1D beta gene labeled with [3H]5-HT,B,,,
2031,,,Autocuration,,106,,CHEMBL616865,,,1,13706,Compound was tested for binding affinity against cloned human 5-HT1D beta receptor expressed in CHO-K1 cells.,B,,,
2032,,,Autocuration,,106,,CHEMBL616866,,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells.,B,,,
2033,,,Autocuration,,106,,CHEMBL616867,,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,
2034,,,Expert,,106,,CHEMBL616868,,,1,12902,"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.",B,,,
2035,,,Expert,,105,,CHEMBL616869,,,1,13051,Binding affinity for cloned human 5-hydroxytryptamine 1D receptor beta,B,,,
2036,,,Expert,,106,,CHEMBL616870,,,1,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,
2037,,,Autocuration,,105,,CHEMBL616871,,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.24-0.55,F,,,
2038,,,Autocuration,,105,,CHEMBL616872,,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.6-2.0,F,,,
2039,,,Autocuration,,105,,CHEMBL616873,,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 2.8-6.5,F,,,
2040,,,Autocuration,,105,,CHEMBL616838,,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 30-70,F,,,
2041,,,Autocuration,,105,,CHEMBL616839,,,1,1558,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined,B,,,
2042,9986.0,,Autocuration,,106,,CHEMBL616840,,,1,13047,Binding affinity against 5-hydroxytryptamine 3 receptor using rabbit saphenous vein assay.,B,Oryctolagus cuniculus,,
2043,,,Autocuration,,105,,CHEMBL616841,,,1,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]-5-HT as radioligand,B,,,
2044,,,Autocuration,,105,,CHEMBL616842,,,1,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor beta by using [3H]5-HT as radioligand,B,,,
2045,,,Expert,,105,,CHEMBL857976,,,1,12409,Binding affinity against 5-hydroxytryptamine 1D receptor beta,B,,,
2046,,,Autocuration,,10618,,CHEMBL616843,,,1,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1E receptor stably expressed in CHO cells,B,,,
2047,9606.0,,Expert,,10618,,CHEMBL616844,,,1,1348,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype,B,Homo sapiens,,
2048,,,Autocuration,,10618,,CHEMBL616845,,,1,1348,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype; NA denotes data not available,B,,,
2049,9606.0,,Expert,,10618,,CHEMBL616846,,,1,4234,Binding affinity to cloned human 5-hydroxytryptamine 1E receptor,B,Homo sapiens,,
2050,,,Autocuration,,10618,,CHEMBL616847,,,1,16209,Binding affinity towards human 5-hydroxytryptamine 1E receptor was determined using [3H]5-HT as radioligand,B,,,
2051,,,Autocuration,,10618,,CHEMBL616848,,,1,10444,Binding affinity was determined against 5-hydroxytryptamine 1E receptor in human cortical homogenate,B,,,
2052,,,Autocuration,,10618,,CHEMBL616849,,,1,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1E receptor,B,,,
2053,,,Autocuration,,10618,,CHEMBL872911,,,1,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1E receptor,B,,,
2054,,,Autocuration,,10618,,CHEMBL616850,,,1,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1E receptor,B,,,
2055,9606.0,,Expert,,10618,,CHEMBL616699,,,1,12936,Binding affinity against human 5-hydroxytryptamine 1E receptor expressed in CHO cells,B,Homo sapiens,,
2056,,,Autocuration,,10618,,CHEMBL616700,,,1,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1E receptor was determined,B,,,
2057,,,Autocuration,,10618,,CHEMBL616701,,,1,15779,Binding affinity towards 5-hydroxytryptamine 1E receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,
2058,,,Autocuration,,10618,,CHEMBL616702,,,1,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand.,B,,,
2059,,,Autocuration,,10618,,CHEMBL616703,,,1,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand;ND means no data.,B,,,
2060,,,Autocuration,,10618,,CHEMBL616704,,,1,13181,Binding affinity was determined against 5-hydroxytryptamine 1D receptor,B,,,
2061,,,Autocuration,,10618,,CHEMBL616705,,,1,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as the radioligand,B,,,
2062,,,Autocuration,,10618,,CHEMBL616706,,,1,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1E receptor,B,,,
2063,,,Autocuration,,10618,,CHEMBL616707,,,1,15146,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]-5-HT,B,,,
2064,,,Autocuration,,10618,,CHEMBL616708,,,1,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1E receptor in CHO using [3H]5-HT as a radioligand,B,,,
2065,,,Autocuration,,10618,,CHEMBL616709,,,1,12146,Tested for binding affinity towards cloned human 5-hydroxytryptamine 1E receptor using [3H]5-HT as radioligand,B,,,
2066,,,Autocuration,,10618,,CHEMBL616710,,,1,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 1E receptor (cloned human receptors in CHO cells) using [3H]5-HT1E as radioligand,B,,,
2067,,,Autocuration,,10618,,CHEMBL616711,,,1,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,B,,,
2068,,,Autocuration,,10618,,CHEMBL616712,,,1,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells, using [3H]5-HT as radioligand",B,,,
2069,,,Autocuration,,10618,,CHEMBL616713,,,1,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,B,,,
2070,,,Autocuration,,10618,,CHEMBL616714,,,1,4373,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,B,,,
2071,,,Autocuration,,10618,,CHEMBL616715,,,1,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,B,,,
2072,,,Autocuration,,10618,,CHEMBL616716,,,1,16633,Binding affinity towards 5-hydroxytryptamine 1E receptor,B,,,
2073,,,Autocuration,,279,,CHEMBL616717,,,1,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",F,,,
2074,,,Expert,,279,,CHEMBL616718,,,1,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",F,,,
2075,,,Autocuration,,279,,CHEMBL875905,,,1,16209,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,F,,,
2076,,,Autocuration,,279,,CHEMBL616719,,,1,16209,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,F,,,
2077,,,Expert,,279,,CHEMBL616720,,,1,17085,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",F,,,
2078,,,Autocuration,,279,,CHEMBL616721,,,1,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,B,,,
2079,,,Autocuration,,279,,CHEMBL616722,,,1,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,B,,,
2080,,,Autocuration,,279,,CHEMBL616723,,,1,3805,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),B,,,
2081,,,Autocuration,,279,,CHEMBL616724,,,1,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,B,,,
2082,,,Autocuration,,279,,CHEMBL616725,,,1,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,B,,,
2083,,,Autocuration,,279,,CHEMBL616726,,,1,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor,B,,,
2084,,,Autocuration,,279,,CHEMBL616727,,,1,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,B,,,
2085,,,Autocuration,,279,,CHEMBL616728,,,1,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,B,,,
2086,,,Autocuration,,279,,CHEMBL616729,,,1,6866,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,B,,,
2087,,,Expert,,279,,CHEMBL616730,,,1,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,B,,,
2088,,,Autocuration,,279,,CHEMBL617125,,,1,16312,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,B,,,
2089,,,Autocuration,,279,,CHEMBL857977,,,1,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,B,,,
2090,,,Autocuration,,279,,CHEMBL617126,,,1,15779,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,
2091,,,Autocuration,,279,,CHEMBL617127,,,1,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,B,,,
2092,,,Autocuration,,279,,CHEMBL617128,,,1,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,B,,,
2093,,,Autocuration,,279,,CHEMBL617129,,,1,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,B,,,
2094,,,Autocuration,,279,,CHEMBL617130,,,1,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,B,,,
2095,,,Autocuration,,279,,CHEMBL617131,,,1,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,B,,,
2096,,,Autocuration,,279,,CHEMBL617132,,,1,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,
2097,,,Autocuration,,279,,CHEMBL617133,,,1,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,
2098,,,Autocuration,,279,,CHEMBL617134,,,1,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,B,,,
2099,,,Autocuration,,279,,CHEMBL617135,,,1,4373,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,B,,,
2100,,,Autocuration,,279,,CHEMBL617136,,,1,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,B,,,
2101,,,Autocuration,,104686,,CHEMBL617137,,,1,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",B,,,
2102,,,Autocuration,,104686,,CHEMBL617138,,,1,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",B,,,
