length,release_year,title,replacement_cost,description,language,film_id,original_language_id,rating,rental_rate,rental_duration
184,2006,CONSPIRACY SPIRIT,27.99,A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft,English,180,,PG-13,2.99,4
166,2006,CONTACT ANONYMOUS,10.99,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,English,181,,PG-13,2.99,7
185,2006,CONTROL ANTHEM,9.99,A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery,English,182,,G,4.99,7
112,2006,CONVERSATION DOWNHILL,14.99,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,English,183,,R,4.99,4
92,2006,CORE SUIT,24.99,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,English,184,,PG-13,2.99,3
146,2006,COWBOY DOOM,10.99,A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon,English,185,,PG,2.99,3
64,2006,CRAFT OUTFIELD,17.99,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory,English,186,,NC-17,0.99,6
57,2006,CRANES RESERVOIR,12.99,A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory,English,187,,NC-17,2.99,5
136,2006,CRAZY HOME,24.99,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,English,188,,PG,2.99,7
139,2006,CREATURES SHAKESPEARE,23.99,A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India,English,189,,NC-17,0.99,3
172,2006,CREEPERS KANE,23.99,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,English,190,,NC-17,4.99,5
143,2006,CROOKED FROGMEN,27.99,A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park,English,191,,PG-13,0.99,6
50,2006,CROSSING DIVORCE,19.99,A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin,English,192,,R,4.99,4
153,2006,CROSSROADS CASUALTIES,20.99,A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback,English,193,,G,2.99,5
104,2006,CROW GREASE,22.99,A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station,English,194,,PG,0.99,6
112,2006,CRUSADE HONEY,27.99,A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park,English,197,,R,2.99,4
184,2006,CRYSTAL BREAKING,22.99,A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan,English,198,,NC-17,2.99,6
56,2006,CUPBOARD SINNERS,29.99,A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park,English,199,,R,2.99,4
133,2006,CURTAIN VIDEOTAPE,27.99,A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank,English,200,,PG-13,0.99,7
176,2006,CYCLONE FAMILY,18.99,A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention,English,201,,PG,2.99,7
161,2006,DADDY PITTSBURGH,26.99,A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico,English,202,,G,4.99,5
84,2006,DAISY MENAGERIE,9.99,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,English,203,,G,4.99,5
106,2006,DALMATIONS SWEDEN,25.99,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,English,204,,PG,0.99,4
58,2006,DANCES NONE,22.99,A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park,English,205,,NC-17,0.99,3
144,2006,DANCING FEVER,25.99,A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank,English,206,,G,0.99,6
121,2006,DANGEROUS UPTOWN,26.99,A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,English,207,,PG,4.99,7
89,2006,DARES PLUTO,16.99,A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans,English,208,,PG-13,2.99,7
99,2006,DARKNESS WAR,24.99,A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,English,209,,NC-17,2.99,6
130,2006,DARKO DORADO,13.99,A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,English,210,,NC-17,4.99,3
165,2006,DARLING BREAKING,20.99,A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico,English,211,,PG-13,4.99,7
185,2006,DARN FORRESTER,14.99,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,English,212,,G,4.99,7
104,2006,DATE SPEED,19.99,A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention,English,213,,R,0.99,4
59,2006,DAUGHTER MADIGAN,13.99,A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station,English,214,,PG-13,4.99,3
57,2006,DAWN POND,27.99,A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin,English,215,,PG,4.99,4
113,2006,DAY UNFAITHFUL,16.99,A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,English,216,,G,4.99,3
122,2006,DECEIVER BETRAYED,22.99,A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India,English,218,,NC-17,0.99,7
51,2006,DEEP CRUSADE,20.99,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,English,219,,PG-13,4.99,6
106,2006,DEER VIRGINIAN,13.99,A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia,English,220,,NC-17,2.99,7
100,2006,DELIVERANCE MULHOLLAND,9.99,A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank,English,221,,R,0.99,4
64,2006,DESERT POSEIDON,27.99,A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,English,222,,R,4.99,4
76,2006,DESIRE ALIEN,24.99,A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station,English,223,,NC-17,2.99,7
81,2006,DESPERATE TRAINSPOTTING,29.99,A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California,English,224,,G,4.99,7
76,2006,DESTINATION JERK,19.99,A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat,English,225,,PG-13,0.99,3
56,2006,DESTINY SATURDAY,20.99,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,English,226,,G,4.99,4
88,2006,DETAILS PACKER,17.99,A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat,English,227,,R,4.99,4
143,2006,DETECTIVE VISION,16.99,A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan,English,228,,PG-13,0.99,4
87,2006,DEVIL DESIRE,12.99,A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan,English,229,,R,4.99,6
107,2006,DIARY PANIC,20.99,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,English,230,,G,2.99,7
63,2006,DINOSAUR SECRETARY,27.99,A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies,English,231,,R,2.99,7
147,2006,DIRTY ACE,29.99,A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback,English,232,,NC-17,2.99,7
141,2006,DISCIPLE MOTHER,17.99,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,English,233,,PG,0.99,3
94,2006,DISTURBING SCARFACE,27.99,A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat,English,234,,R,2.99,6
68,2006,DIVIDE MONSTER,13.99,A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery,English,235,,PG-13,2.99,6
100,2006,DIVINE RESURRECTION,19.99,A Boring Character Study of a Man And a Womanizer who must Succumb a Teacher in An Abandoned Amusement Park,English,236,,R,2.99,4
47,2006,DIVORCE SHINING,21.99,A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India,English,237,,G,2.99,3
57,2006,DOCTOR GRAIL,29.99,A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback,English,238,,G,2.99,4
122,2006,DOGMA FAMILY,16.99,A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans,English,239,,G,4.99,5
120,2006,DOLLS RAGE,10.99,A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback,English,240,,PG-13,2.99,7
125,2006,DONNIE ALLEY,20.99,A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan,English,241,,NC-17,0.99,4
68,2006,DOOM DANCING,13.99,A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention,English,242,,R,0.99,4
49,2006,DOORS PRESIDENT,22.99,A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico,English,243,,NC-17,4.99,3
139,2006,DORADO NOTTING,26.99,A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California,English,244,,NC-17,4.99,5
177,2006,DOUBLE WRATH,28.99,A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico,English,245,,R,0.99,4
154,2006,DOUBTFIRE LABYRINTH,16.99,A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert,English,246,,R,4.99,5
47,2006,DOWNHILL ENOUGH,19.99,A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert,English,247,,G,0.99,3
177,2006,DOZEN LION,20.99,A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies,English,248,,NC-17,4.99,6
176,2006,DRACULA CRYSTAL,26.99,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,English,249,,G,0.99,7
170,2006,DRAGON SQUAD,26.99,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,English,250,,NC-17,0.99,4
133,2006,DRAGONFLY STRANGERS,19.99,A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria,English,251,,NC-17,4.99,6
135,2006,DREAM PICKUP,18.99,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,English,252,,PG,2.99,6
61,2006,DRIFTER COMMANDMENTS,18.99,A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat,English,253,,PG-13,4.99,5
159,2006,DRIVER ANNIE,11.99,A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House,English,254,,PG-13,2.99,4
175,2006,DRIVING POLISH,21.99,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,English,255,,NC-17,4.99,6
178,2006,DROP WATERFRONT,20.99,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,English,256,,R,4.99,6
110,2006,DRUMLINE CYCLONE,14.99,A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies,English,257,,G,0.99,3
96,2006,DRUMS DYNAMITE,11.99,A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park,English,258,,PG,0.99,6
116,2006,DUCK RACER,15.99,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,English,259,,NC-17,2.99,4
132,2006,DUDE BLINDNESS,9.99,A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House,English,260,,G,4.99,3
171,2006,DUFFEL APOCALYPSE,13.99,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,English,261,,G,0.99,5
119,2006,DUMBO LUST,17.99,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,English,262,,NC-17,0.99,5
154,2006,DURHAM PANKY,14.99,A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft,English,263,,R,4.99,6
101,2006,DWARFS ALTER,13.99,A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan,English,264,,G,2.99,6
168,2006,DYING MAKER,28.99,A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California,English,265,,PG,4.99,5
141,2006,DYNAMITE TARZAN,27.99,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,English,266,,PG-13,0.99,4
140,2006,EAGLES PANKY,14.99,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,English,267,,NC-17,4.99,4
98,2006,EARRING INSTINCT,22.99,A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria,English,269,,R,0.99,3
85,2006,EARTH VISION,29.99,A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India,English,270,,NC-17,0.99,7
148,2006,EASY GLADIATOR,12.99,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,English,271,,G,4.99,5
153,2006,EDGE KISSING,9.99,A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat,English,272,,NC-17,4.99,5
107,2006,EFFECT GLADIATOR,14.99,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,English,273,,PG,0.99,6
67,2006,EGG IGBY,20.99,A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station,English,274,,PG,2.99,4
85,2006,EGYPT TENENBAUMS,11.99,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,English,275,,PG,0.99,3
115,2006,ELEMENT FREDDY,28.99,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,English,276,,NC-17,4.99,6
126,2006,ELEPHANT TROJAN,24.99,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,English,277,,PG-13,4.99,4
155,2006,ELF MURDER,19.99,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,English,278,,NC-17,4.99,4
152,2006,ELIZABETH SHANE,11.99,A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan,English,279,,NC-17,4.99,7
177,2006,EMPIRE MALKOVICH,26.99,A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House,English,280,,G,0.99,7
143,2006,ENCINO ELF,9.99,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon,English,281,,G,0.99,6
92,2006,ENCOUNTERS CURTAIN,20.99,A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans,English,282,,NC-17,0.99,5
85,2006,ENDING CROWDS,10.99,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,English,283,,NC-17,0.99,6
77,2006,ENEMY ODDS,23.99,A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India,English,284,,NC-17,4.99,5
51,2006,ENGLISH BULWORTH,18.99,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,English,285,,PG-13,0.99,3
158,2006,ENOUGH RAGING,16.99,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,English,286,,NC-17,2.99,7
176,2006,ENTRAPMENT SATISFACTION,19.99,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,English,287,,R,0.99,5
167,2006,ESCAPE METROPOLIS,20.99,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,English,288,,R,2.99,7
66,2006,EVE RESURRECTION,25.99,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,English,289,,G,4.99,5
163,2006,EVERYONE CRAFT,29.99,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,English,290,,PG,0.99,4
174,2006,EVOLUTION ALTER,10.99,A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory,English,291,,PG-13,0.99,5
51,2006,EXCITEMENT EVE,20.99,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,English,292,,G,0.99,3
167,2006,EXORCIST STING,17.99,A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin,English,293,,G,2.99,6
138,2006,EXPECATIONS NATURAL,26.99,A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat,English,294,,PG-13,4.99,5
97,2006,EXPENDABLE STALLION,14.99,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat,English,295,,PG,0.99,3
178,2006,EXPRESS LONELY,23.99,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,English,296,,R,2.99,5
122,2006,EXTRAORDINARY CONQUERER,29.99,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,English,297,,G,2.99,6
172,2006,EYES DRIVING,13.99,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,English,298,,PG-13,2.99,4
144,2006,FACTORY DRAGON,9.99,A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert,English,299,,PG-13,0.99,4
102,2006,FALCON VOLUME,21.99,A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans,English,300,,PG-13,4.99,5
155,2006,FAMILY SWEET,24.99,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,English,301,,R,0.99,4
131,2006,FANTASIA PARK,29.99,A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia,English,302,,G,2.99,5
58,2006,FANTASY TROOPERS,27.99,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,English,303,,PG-13,0.99,6
130,2006,FARGO GANDHI,28.99,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,English,304,,G,2.99,3
91,2006,FATAL HAUNTED,24.99,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,English,305,,PG,2.99,6
104,2006,FEATHERS METAL,12.99,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,English,306,,PG-13,0.99,3
77,2006,FELLOWSHIP AUTUMN,9.99,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,English,307,,NC-17,4.99,6
142,2006,FERRIS MOTHER,13.99,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,English,308,,PG,2.99,3
98,2006,FEUD FROGMEN,29.99,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,English,309,,R,0.99,6
158,2006,FEVER EMPIRE,20.99,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,English,310,,R,4.99,5
72,2006,FICTION CHRISTMAS,14.99,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,English,311,,PG,0.99,4
75,2006,FIDDLER LOST,20.99,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,English,312,,R,4.99,4
118,2006,FIDELITY DEVIL,11.99,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,English,313,,G,4.99,5
91,2006,FIGHT JAWBREAKER,13.99,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,English,314,,R,0.99,3
156,2006,FINDING ANACONDA,10.99,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,English,315,,R,0.99,4
173,2006,FIRE WOLVES,18.99,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,English,316,,R,4.99,5
148,2006,FIREBALL PHILADELPHIA,25.99,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,English,317,,PG,0.99,4
103,2006,FIREHOUSE VIETNAM,14.99,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,English,318,,G,0.99,7
125,2006,FISH OPUS,22.99,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,English,319,,R,2.99,4
80,2006,FLAMINGOS CONNECTICUT,28.99,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,English,320,,PG-13,4.99,4
123,2006,FLASH WARS,21.99,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,English,321,,NC-17,4.99,3
100,2006,FLATLINERS KILLER,29.99,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,English,322,,G,2.99,5
179,2006,FLIGHT LIES,22.99,A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans,English,323,,R,4.99,7
148,2006,FLINTSTONES HAPPINESS,11.99,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,English,324,,PG-13,4.99,3
145,2006,FLOATS GARDEN,29.99,A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan,English,325,,PG-13,2.99,6
69,2006,FLYING HOOK,18.99,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,English,326,,NC-17,2.99,6
158,2006,FOOL MOCKINGBIRD,24.99,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,English,327,,PG,4.99,3
131,2006,FOREVER CANDIDATE,28.99,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,English,328,,NC-17,2.99,7
63,2006,FORREST SONS,15.99,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,English,329,,R,2.99,4
112,2006,FORRESTER COMANCHEROS,22.99,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,English,330,,NC-17,4.99,7
90,2006,FORWARD TEMPLE,25.99,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,English,331,,NC-17,2.99,6
126,2006,FREAKY POCUS,16.99,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,English,333,,R,2.99,7
65,2006,FREDDY STORM,21.99,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,English,334,,NC-17,4.99,6
133,2006,FREEDOM CLEOPATRA,23.99,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,English,335,,PG-13,0.99,5
99,2006,FRENCH HOLIDAY,22.99,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,English,336,,PG,4.99,5
73,2006,FRIDA SLIPPER,11.99,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,English,337,,R,2.99,6
51,2006,FRISCO FORREST,23.99,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,English,338,,PG,4.99,6
111,2006,FROGMEN BREAKING,17.99,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,English,339,,R,0.99,5
183,2006,FRONTIER CABIN,14.99,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,English,340,,PG-13,4.99,6
82,2006,FROST HEAD,13.99,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,English,341,,PG,0.99,5
83,2006,FUGITIVE MAGUIRE,28.99,A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia,English,342,,R,4.99,7
94,2006,FULL FLATLINERS,14.99,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,English,343,,PG,2.99,6
178,2006,FURY MURDER,28.99,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,English,344,,PG-13,0.99,3
161,2006,GABLES METROPOLIS,17.99,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,English,345,,PG,0.99,3
128,2006,GALAXY SWEETHEARTS,13.99,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,English,346,,R,4.99,4
119,2006,GAMES BOWFINGER,17.99,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,English,347,,PG-13,4.99,7
86,2006,GANDHI KWAI,9.99,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,English,348,,PG-13,0.99,7
185,2006,GANGS PRIDE,27.99,A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin,English,349,,PG-13,2.99,4
80,2006,GARDEN ISLAND,21.99,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,English,350,,G,4.99,3
106,2006,GASLIGHT CRUSADE,10.99,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,English,351,,PG,2.99,4
176,2006,GATHERING CALENDAR,22.99,A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention,English,352,,PG-13,0.99,4
125,2006,GENTLEMEN STAGE,22.99,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,English,353,,NC-17,2.99,6
85,2006,GHOST GROUNDHOG,18.99,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,English,354,,G,4.99,6
102,2006,GIANT TROOPERS,10.99,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,English,356,,R,2.99,5
114,2006,GILBERT PELICAN,13.99,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,English,357,,G,0.99,7
163,2006,GILMORE BOILED,29.99,A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat,English,358,,R,0.99,5
173,2006,GLADIATOR WESTWARD,20.99,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,English,359,,PG,4.99,6
103,2006,GLASS DYING,24.99,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,English,360,,G,0.99,4
89,2006,GLEAMING JAWBREAKER,25.99,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,English,361,,NC-17,2.99,5
54,2006,GO PURPLE,12.99,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,English,363,,R,0.99,3
73,2006,GODFATHER DIARY,14.99,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,English,364,,NC-17,2.99,3
154,2006,GOLD RIVER,21.99,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,English,365,,R,4.99,4
93,2006,GOLDFINGER SENSIBILITY,29.99,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,English,366,,G,0.99,3
153,2006,GOLDMINE TYCOON,20.99,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,English,367,,R,0.99,6
