amount,payment_id,payment_date,rental_id,staff_id,customer_id
5.99,2209,2005-08-20 13:26:37,13820,2,81
3.99,2211,2005-08-21 19:09:40,14642,1,81
8.99,2219,2005-05-26 19:47:49,288,2,82
0.99,2220,2005-06-15 18:38:51,1438,1,82
8.99,2222,2005-06-18 23:29:53,2506,1,82
3.99,2233,2005-07-30 15:13:45,9277,2,82
0.99,2239,2005-08-19 08:31:50,13032,1,82
0.99,2241,2005-08-21 14:58:58,14518,2,82
0.99,2244,2005-05-26 10:14:38,222,2,83
3.99,2249,2005-06-16 07:06:06,1617,2,83
6.99,2254,2005-07-09 19:36:15,5394,2,83
2.99,2256,2005-07-12 19:56:52,6861,2,83
4.99,2258,2005-07-29 18:23:02,8729,2,83
4.99,2265,2005-08-20 15:13:11,13875,1,83
5.99,2267,2005-08-23 11:52:18,15737,2,83
6.99,2270,2005-05-29 08:28:18,739,1,84
4.99,2271,2005-05-29 23:24:30,834,1,84
0.99,2277,2005-06-18 16:53:33,2409,2,84
2.99,2288,2005-07-30 07:50:10,9074,2,84
0.99,2290,2005-08-01 12:24:42,10540,2,84
4.99,2292,2005-08-02 12:31:41,11220,2,84
3.99,2293,2005-08-02 19:57:42,11424,2,84
2.99,2298,2005-08-19 11:27:43,13115,2,84
2.99,2301,2005-08-22 18:16:50,15255,1,84
9.99,2302,2005-05-29 00:54:53,690,1,85
1.99,2304,2005-06-16 12:06:57,1685,1,85
0.99,2306,2005-06-19 18:53:05,2794,2,85
3.99,2309,2005-06-21 17:06:38,3418,2,85
0.99,2324,2005-08-20 10:25:12,13733,2,85
4.99,2326,2005-06-16 08:35:39,1640,2,86
0.99,2331,2005-06-21 00:43:16,3207,1,86
0.99,2337,2005-07-09 15:25:06,5295,2,86
8.99,2345,2005-08-01 02:39:39,10252,2,86
2.99,2349,2005-08-18 02:09:20,12198,1,86
4.99,2351,2005-08-19 20:09:59,13338,2,86
1.99,2354,2005-08-21 01:29:01,14122,2,86
2.99,2359,2005-05-28 22:11:35,674,1,87
4.99,2363,2005-06-19 00:03:28,2516,1,87
3.99,2366,2005-07-10 05:56:40,5628,1,87
2.99,2369,2005-07-27 23:38:46,7599,2,87
7.99,2370,2005-07-28 22:33:53,8187,2,87
4.99,2377,2005-08-01 06:42:31,10387,1,87
0.99,2378,2005-08-18 03:14:14,12232,1,87
0.99,2382,2005-08-20 16:16:03,13906,1,87
2.99,2384,2005-08-21 16:25:05,14566,1,87
2.99,2391,2005-06-20 01:09:14,2878,1,88
5.99,2395,2005-07-06 16:43:10,3846,1,88
2.99,2400,2005-07-29 02:43:25,8296,1,88
2.99,2405,2005-08-21 00:28:48,14097,2,88
8.99,2419,2005-07-08 15:01:25,4764,1,89
7.99,2424,2005-07-27 15:15:53,7370,2,89
2.99,2428,2005-07-28 17:26:56,8070,2,89
3.99,2436,2005-08-17 23:14:25,12118,1,89
2.99,2437,2005-08-18 10:34:59,12431,2,89
6.99,2442,2005-06-19 05:02:36,2584,2,90
3.99,2444,2005-07-06 11:30:29,3729,2,90
4.99,2445,2005-07-07 20:06:45,4371,2,90
5.99,2448,2005-07-27 03:06:09,7035,2,90
1.99,2449,2005-07-27 03:50:46,7058,2,90
2.99,2452,2005-07-28 15:55:40,8024,1,90
0.99,2453,2005-07-29 06:40:40,8408,1,90
9.99,2454,2005-07-30 00:08:08,8870,2,90
4.99,2458,2005-08-01 23:28:49,10835,1,90
4.99,2459,2005-08-02 13:02:11,11231,2,90
2.99,2462,2005-08-19 00:15:09,12788,1,90
7.99,2468,2005-08-23 09:16:39,15674,1,90
3.99,2471,2005-06-18 19:38:20,2457,1,91
4.99,2476,2005-07-07 13:48:33,4245,1,91
4.99,2479,2005-07-09 02:28:24,5025,2,91
0.99,2481,2005-07-10 09:56:24,5701,2,91
2.99,2483,2005-07-11 10:59:09,6178,1,91
0.99,2486,2005-07-28 01:12:25,7637,2,91
4.99,2492,2005-07-31 17:59:36,10008,2,91
2.99,2498,2005-08-22 04:09:18,14888,2,91
5.99,2513,2005-07-10 00:23:23,5497,2,92
6.99,2515,2005-07-10 14:22:19,5792,1,92
4.99,2519,2005-07-27 04:03:26,7073,1,92
2.99,2529,2005-08-20 06:41:27,13620,1,92
4.99,2531,2005-08-22 07:53:14,14998,2,92
2.99,2537,2005-07-08 13:12:07,4733,1,93
2.99,2546,2005-08-20 16:11:34,13904,2,93
4.99,2556,2005-05-28 17:19:15,629,2,94
2.99,2561,2005-06-19 20:04:23,2816,1,94
8.99,2563,2005-07-07 15:37:31,4287,1,94
4.99,2565,2005-07-11 00:04:50,5970,2,94
0.99,2567,2005-07-28 14:16:30,7979,2,94
4.99,2568,2005-07-31 03:50:07,9605,1,94
4.99,2576,2005-05-28 00:09:56,490,1,95
0.99,2580,2005-06-21 18:12:10,3426,2,95
6.99,2586,2005-07-30 13:21:08,9222,1,95
6.99,2587,2005-07-31 07:13:30,9695,1,95
0.99,2589,2005-07-31 21:44:30,10130,1,95
0.99,2600,2005-06-21 22:00:00,3463,2,96
2.99,2602,2005-07-06 12:01:38,3742,2,96
4.99,2605,2005-07-10 08:42:42,5678,1,96
6.99,2608,2005-07-29 07:23:43,8437,1,96
3.99,2609,2005-07-30 08:33:24,9093,2,96
4.99,2610,2005-07-30 17:05:29,9315,1,96
4.99,2615,2005-08-18 02:09:23,12199,1,96
0.99,2617,2005-08-20 02:28:09,13514,1,96
4.99,2618,2005-08-20 14:48:55,13855,1,96
0.99,2625,2005-07-06 03:02:58,3565,2,97
4.99,2628,2005-07-08 02:28:41,4508,1,97
0.99,2630,2005-07-12 04:56:15,6544,1,97
4.99,2642,2005-06-18 02:36:47,2213,1,98
3.99,2649,2005-07-27 05:56:39,7120,2,98
0.99,2650,2005-07-27 21:18:58,7530,1,98
0.99,2664,2005-05-30 03:54:43,867,2,99
4.99,2665,2005-06-17 01:13:11,1858,1,99
2.99,2672,2005-07-08 23:14:16,4954,2,99
2.99,2674,2005-07-10 12:19:59,5748,1,99
0.99,2681,2005-07-29 09:53:33,8514,2,99
7.99,2682,2005-08-01 06:42:44,10388,2,99
4.99,2689,2005-06-15 03:23:48,1216,2,100
2.99,2691,2005-06-15 18:17:28,1427,1,100
6.99,2692,2005-06-21 22:43:45,3468,2,100
4.99,2698,2005-07-09 13:11:14,5238,2,100
4.99,2701,2005-07-28 08:27:14,7819,2,100
0.99,2703,2005-07-28 23:14:56,8203,2,100
5.99,2704,2005-07-30 06:57:07,9048,2,100
4.99,2705,2005-07-30 15:04:31,9271,1,100
2.99,2713,2005-07-09 00:02:46,4975,1,101
2.99,2714,2005-07-09 06:16:03,5100,2,101
3.99,2733,2005-08-21 15:36:34,14542,2,101
2.99,2734,2005-08-22 12:01:06,15103,2,101
0.99,2735,2006-02-14 15:16:03,12141,2,101
4.99,2736,2005-05-26 14:01:05,247,1,102
3.99,2745,2005-07-08 15:48:34,4777,2,102
6.99,2754,2005-07-27 17:42:31,7439,2,102
1.99,2762,2005-08-01 23:39:21,10841,2,102
1.99,2767,2005-08-22 10:06:28,15049,1,102
3.99,2768,2005-08-23 21:59:26,16031,2,102
0.99,2772,2005-06-17 20:28:29,2118,1,103
0.99,2774,2005-06-19 14:57:54,2724,1,103
6.99,2777,2005-07-07 03:02:40,4040,2,103
7.99,2790,2005-08-19 05:40:36,12942,2,103
5.99,2797,2005-08-23 06:25:07,15599,1,103
2.99,2810,2005-07-08 21:32:30,4917,1,104
1.99,2813,2005-07-29 06:47:39,8413,1,104
3.99,2814,2005-07-30 08:24:42,9090,1,104
4.99,2832,2005-07-09 21:14:03,5429,1,105
2.99,2833,2005-07-10 02:45:53,5542,2,105
2.99,2836,2005-07-27 17:47:00,7442,1,105
5.99,2839,2005-07-30 12:37:08,9198,2,105
9.99,2840,2005-07-30 12:56:44,9210,2,105
3.99,2859,2005-07-27 09:44:26,7224,1,106
2.99,2870,2005-08-21 11:31:15,14431,2,106
6.99,2872,2005-08-22 14:27:37,15154,1,106
5.99,2873,2005-05-26 03:11:12,170,1,107
5.99,2874,2005-05-31 03:45:26,1026,1,107
2.99,2884,2005-07-10 03:55:50,5575,2,107
4.99,2896,2005-08-01 01:40:04,10226,1,107
1.98,2901,2006-02-14 15:16:03,13079,1,107
8.99,2907,2005-06-17 15:47:00,2061,1,108
1.99,2912,2005-07-07 16:57:32,4303,1,108
0.99,2914,2005-07-08 14:20:01,4754,1,108
5.99,2916,2005-07-10 07:53:51,5661,1,108
4.99,2917,2005-07-10 15:11:54,5806,2,108
0.99,2918,2005-07-12 19:04:24,6841,1,108
5.99,2923,2005-08-02 16:07:49,11316,1,108
2.99,2925,2005-08-17 09:41:23,11759,2,108
2.99,2926,2005-08-18 15:51:36,12583,1,108
3.99,2929,2005-08-21 18:51:43,14635,2,108
8.99,2930,2005-08-23 04:52:16,15556,2,108
7.99,2937,2005-05-31 08:27:58,1061,1,109
6.99,2942,2005-06-18 01:51:22,2198,2,109
2.99,2946,2005-07-09 02:32:37,5027,1,109
0.99,2949,2005-07-27 07:01:00,7145,2,109
0.99,2953,2005-08-01 02:09:33,10240,2,109
3.99,2956,2005-08-19 17:27:10,13264,1,109
2.99,2958,2005-08-23 09:23:36,15677,2,109
7.99,2959,2005-05-28 03:10:10,515,1,110
8.99,2961,2005-06-16 00:32:52,1528,2,110
2.99,2963,2005-07-07 17:44:49,4317,1,110
3.99,2970,2005-08-18 15:52:12,12585,2,110
2.99,2972,2005-08-22 22:28:36,15381,2,110
2.99,2975,2005-06-17 09:30:05,1974,2,111
4.99,2977,2005-06-18 08:17:41,2297,2,111
3.99,2981,2005-07-06 02:33:48,3551,1,111
6.99,2997,2005-08-22 15:26:36,15174,2,111
4.99,3001,2005-06-16 23:05:36,1835,1,112
4.99,3010,2005-07-30 13:13:55,9217,1,112
6.99,3011,2005-07-30 17:19:44,9321,2,112
3.99,3014,2005-07-31 14:48:01,9911,2,112
4.99,3025,2005-08-22 19:45:57,15304,2,112
0.99,3029,2005-05-28 02:52:14,510,1,113
2.99,3032,2005-06-18 06:48:23,2282,1,113
0.99,3034,2005-06-20 10:04:36,3004,2,113
2.99,3038,2005-07-07 18:31:50,4333,1,113
2.99,3039,2005-07-09 10:23:21,5189,2,113
0.99,3043,2005-07-11 02:18:13,6025,1,113
5.99,3045,2005-07-27 18:52:27,7468,2,113
6.99,3047,2005-07-30 13:20:06,9221,2,113
7.99,3051,2005-08-17 05:11:07,11655,2,113
5.99,3052,2005-08-17 14:11:45,11872,1,113
3.99,3054,2005-08-19 01:04:35,12817,2,113
2.99,3055,2005-08-19 22:22:01,13406,2,113
2.99,3061,2005-06-17 15:36:12,2059,1,114
4.99,3065,2005-07-05 23:23:11,3484,1,114
4.99,3077,2005-07-29 09:05:33,8496,2,114
6.99,3082,2005-08-18 19:51:29,12685,1,114
4.99,3085,2005-08-22 03:14:46,14867,1,114
0.99,3086,2005-08-23 02:04:57,15485,1,114
0.99,3091,2005-05-30 11:20:27,915,1,115
6.99,3096,2005-06-21 06:41:48,3289,1,115
0.99,3098,2005-07-06 06:06:27,3624,1,115
4.99,3100,2005-07-09 13:24:14,5245,1,115
4.99,3107,2005-07-27 18:50:30,7465,2,115
4.99,3112,2005-08-01 10:03:17,10475,2,115
2.99,3113,2005-08-01 16:08:46,10647,2,115
2.99,3115,2005-08-17 15:11:55,11891,1,115
2.99,3120,2006-02-14 15:16:03,13056,2,115
4.99,3121,2005-05-31 08:04:17,1058,1,116
0.99,3122,2005-06-15 11:36:01,1332,2,116
0.99,3123,2005-06-16 00:46:02,1533,2,116
4.99,3126,2005-06-19 09:24:02,2639,1,116
3.99,3127,2005-06-19 23:21:34,2861,1,116
0.99,3130,2005-07-07 02:19:01,4027,1,116
0.99,3134,2005-07-27 10:13:41,7238,1,116
3.99,3137,2005-07-31 02:23:20,9562,1,116
6.99,3145,2005-08-20 11:56:30,13775,1,116
11.99,3146,2005-08-21 23:34:00,14763,2,116
0.99,3149,2005-05-31 16:00:33,1114,2,117
4.99,3158,2005-08-01 13:00:20,10558,1,117
2.99,3161,2005-08-18 07:02:24,12337,1,117
0.99,3164,2005-08-22 00:23:13,14784,1,117
2.99,3165,2005-08-22 02:26:47,14854,2,117
2.99,3166,2005-08-23 00:26:52,15432,1,117
4.99,3168,2005-06-16 17:59:37,1766,2,118
4.99,3170,2005-06-21 04:15:52,3263,1,118
7.99,3179,2005-07-29 19:22:40,8760,2,118
7.99,3185,2005-08-21 17:35:17,14595,2,118
5.99,3189,2005-05-26 11:51:09,235,1,119
2.99,3192,2005-06-17 11:48:31,2009,2,119
0.99,3196,2005-07-09 14:22:43,5268,1,119
2.99,3202,2005-07-30 06:00:35,9028,2,119
2.99,3207,2005-08-02 18:16:47,11377,2,119
5.99,3208,2005-08-17 00:04:28,11520,1,119
0.99,3216,2005-08-21 19:42:36,14659,2,119
6.99,3219,2005-08-22 15:23:59,15171,2,119
2.99,3229,2005-06-20 19:18:32,3133,1,120
3.99,3231,2005-07-07 14:39:20,4272,2,120
9.99,3233,2005-07-08 10:05:02,4666,2,120
1.99,3239,2005-07-29 19:18:57,8756,2,120
4.99,3249,2005-08-21 02:24:33,14153,1,120
9.99,3251,2005-08-21 12:48:48,14460,2,120
6.99,3252,2005-08-22 06:49:15,14969,2,120
4.99,3253,2006-02-14 15:16:03,15780,1,120
0.99,3260,2005-07-27 08:23:54,7185,1,121
8.99,3267,2005-08-17 07:46:54,11720,2,121
7.99,3273,2005-08-21 01:59:37,14138,1,121
7.99,3277,2005-08-22 12:24:55,15114,2,121
2.99,3279,2005-08-23 22:20:26,16041,1,121
0.99,3285,2005-06-18 05:11:43,2253,1,122
4.99,3287,2005-06-19 05:43:55,2595,2,122
4.99,3292,2005-07-08 05:23:59,4568,1,122
6.99,3293,2005-07-09 12:54:25,5235,2,122
0.99,3294,2005-07-11 14:02:36,6231,2,122
7.99,3297,2005-07-27 00:39:16,6974,2,122
1.99,3304,2005-08-01 15:32:41,10626,1,122
0.99,3314,2005-06-16 17:00:14,1751,1,123
2.99,3317,2005-06-19 05:43:43,2594,1,123
4.99,3327,2005-07-31 19:30:01,10066,1,123
2.99,3331,2005-08-20 08:26:06,13668,1,123
5.99,3339,2005-05-31 18:13:57,1130,2,124
1.99,3340,2005-06-18 11:00:05,2336,2,124
7.99,3341,2005-07-07 18:44:23,4341,1,124
2.99,3342,2005-07-08 12:04:34,4709,2,124
2.99,3344,2005-07-11 23:10:50,6411,1,124
8.99,3346,2005-07-28 03:54:14,7700,2,124
0.99,3351,2005-08-21 22:27:11,14737,2,124
4.99,3352,2005-08-22 18:37:24,15266,2,124
3.99,3356,2005-06-18 12:57:06,2355,1,125
4.99,3359,2005-07-06 05:58:06,3617,1,125
7.99,3361,2005-07-10 01:47:55,5523,2,125
6.99,3363,2005-07-11 15:55:34,6268,2,125
0.99,3365,2005-07-28 10:27:46,7879,2,125
2.99,3368,2005-07-29 07:19:16,8433,1,125
2.99,3374,2005-07-31 08:57:45,9734,2,125
7.99,3377,2005-08-02 14:30:03,11279,2,125
2.99,3385,2005-08-22 10:14:39,15055,1,125
6.99,3398,2005-07-12 15:07:49,6755,2,126
0.99,3399,2005-07-28 13:48:09,7962,1,126
9.99,3403,2005-08-02 11:42:40,11196,1,126
7.99,3408,2005-08-19 07:56:51,13015,2,126
2.99,3417,2005-06-16 20:32:47,1803,2,127
3.99,3418,2005-06-18 16:58:58,2412,2,127
6.99,3424,2005-07-28 23:29:28,8209,2,127
0.99,3429,2005-08-02 13:13:21,11235,1,127
2.99,3431,2005-08-19 01:05:08,12820,2,127
2.99,3435,2005-08-21 03:32:17,14189,1,127
2.99,3439,2005-05-31 18:44:19,1131,2,128
4.99,3445,2005-07-10 07:08:40,5647,1,128
2.99,3447,2005-07-11 11:26:41,6186,2,128
2.99,3449,2005-07-12 12:19:23,6687,2,128
3.99,3456,2005-07-31 15:52:37,9952,1,128
0.99,3470,2005-06-16 15:34:41,1732,2,129
3.99,3471,2005-06-19 15:02:39,2727,1,129
2.99,3479,2005-07-07 14:14:36,4256,2,129
4.99,3484,2005-07-09 17:39:30,5350,2,129
4.99,3485,2005-07-29 04:41:13,8339,1,129
2.99,3486,2005-07-29 04:47:37,8345,1,129
7.99,3489,2005-07-31 18:26:36,10024,1,129
2.99,3494,2005-08-01 12:46:52,10550,2,129
1.99,3503,2005-08-22 06:46:59,14968,2,129
2.99,3504,2005-05-24 22:53:30,1,1,130
2.99,3508,2005-06-17 23:46:16,2163,2,130
4.99,3512,2005-07-07 18:41:42,4339,2,130
4.99,3513,2005-07-08 01:07:54,4485,2,130
4.99,3518,2005-07-31 05:18:54,9637,2,130
2.99,3522,2005-08-17 11:59:18,11811,1,130
2.99,3528,2005-05-25 08:26:13,55,2,131
2.99,3537,2005-07-10 11:22:08,5726,2,131
3.99,3538,2005-07-10 19:02:51,5874,1,131
3.99,3543,2005-07-30 17:21:44,9323,1,131
2.99,3544,2005-07-31 23:49:54,10179,1,131
4.99,3545,2005-08-01 09:20:09,10459,1,131
0.99,3550,2005-08-18 04:16:18,12263,2,131
7.99,3553,2005-08-19 20:28:21,13346,2,131
2.99,3556,2005-08-23 08:48:43,15659,2,131
4.99,3559,2005-06-18 02:22:07,2208,1,132
4.99,3563,2005-06-20 18:23:30,3121,1,132
4.99,3566,2005-07-07 09:37:24,4168,1,132
4.99,3567,2005-07-08 03:36:55,4534,1,132
2.99,3570,2005-07-09 19:28:34,5391,1,132
5.99,3571,2005-07-10 08:59:03,5684,2,132
1.99,3575,2005-07-27 00:47:40,6978,1,132
6.99,3586,2005-05-26 17:09:53,275,1,133
7.99,3589,2005-06-19 11:12:35,2665,2,133
6.99,3592,2005-07-08 02:22:18,4506,2,133
4.99,3597,2005-07-11 09:48:16,6157,1,133
2.99,3599,2005-07-27 08:07:39,7177,1,133
0.99,3604,2005-07-31 06:33:41,9671,2,133
0.99,3605,2005-08-01 16:56:17,10665,1,133
2.99,3608,2005-08-19 19:48:07,13323,2,133
2.99,3610,2005-08-20 16:30:49,13910,2,133
5.99,3620,2005-06-21 04:55:21,3267,1,134
0.99,3623,2005-07-12 11:18:05,6659,1,134
4.99,3625,2005-07-28 13:52:57,7965,2,134
7.99,3631,2005-08-18 22:37:41,12754,1,134
2.99,3632,2005-08-19 07:11:44,12987,2,134
3.99,3637,2005-05-29 10:16:42,753,2,135
1.99,3639,2005-06-16 10:30:22,1671,2,135
0.99,3641,2005-07-07 06:25:19,4102,1,135
3.99,3645,2005-07-12 01:14:03,6461,1,135
0.99,3662,2005-08-20 20:19:05,14005,1,135
5.99,3663,2005-08-21 01:57:26,14136,2,135
2.99,3664,2005-08-23 17:42:00,15908,2,135
10.99,3674,2005-08-17 18:27:22,11992,2,136
0.99,3676,2005-08-18 14:10:09,12539,2,136
4.99,3677,2005-08-20 19:30:35,13992,2,136
2.99,3679,2005-08-21 11:48:32,14437,1,136
2.99,3683,2005-06-19 18:43:57,2785,1,137
5.99,3685,2005-06-21 19:16:09,3436,1,137
4.99,3686,2005-07-06 04:30:18,3589,2,137
6.99,3688,2005-07-06 18:06:12,3874,2,137
2.99,3693,2005-07-10 15:06:31,5804,1,137
6.99,3694,2005-07-11 03:12:19,6039,1,137
4.99,3697,2005-07-28 19:02:46,8106,1,137
7.99,3701,2005-07-30 22:44:36,9466,2,137
2.99,3703,2005-07-31 10:30:25,9789,1,137
3.99,3708,2005-08-02 14:35:01,11281,1,137
3.99,3709,2005-08-17 08:29:46,11732,2,137
2.99,3710,2005-08-17 22:00:22,12078,1,137
5.99,3712,2005-08-20 01:03:31,13472,1,137
7.99,3715,2005-08-22 11:17:06,15082,2,137
1.99,3727,2005-07-10 04:55:45,5600,1,138
0.99,3730,2005-07-12 21:10:04,6892,1,138
2.99,3731,2005-07-27 09:16:28,7208,1,138
3.99,3735,2005-07-29 07:06:03,8424,1,138
0.99,3737,2005-07-31 04:17:02,9619,1,138
0.99,3739,2005-07-31 21:06:12,10110,1,138
2.99,3746,2005-08-18 14:40:38,12550,2,138
1.99,3748,2005-08-21 03:40:11,14194,1,138
4.99,3749,2005-08-21 11:36:15,14432,2,138
4.99,3750,2005-08-21 13:52:54,14486,2,138
2.99,3752,2005-08-23 00:03:01,15424,1,138
0.99,3753,2005-08-23 02:39:56,15501,1,138
7.99,3761,2005-07-09 14:15:01,5265,2,139
6.99,3762,2005-07-09 19:26:22,5390,1,139
6.99,3763,2005-07-10 00:15:00,5494,1,139
5.99,3767,2005-07-28 06:42:02,7767,2,139
2.99,3768,2005-07-30 20:48:31,9415,2,139
2.99,3770,2005-08-02 01:34:26,10900,1,139
5.99,3773,2005-08-21 22:25:53,14736,2,139
2.99,3774,2005-08-22 00:27:59,14788,1,139
2.99,3777,2005-08-22 10:34:39,15062,1,139
4.99,3781,2005-06-16 04:51:18,1586,1,140
2.99,3782,2005-06-16 12:09:20,1687,1,140
4.99,3790,2005-07-30 08:35:10,9094,1,140
10.99,3796,2005-08-19 09:31:48,13053,2,140
7.99,3801,2005-06-20 02:26:31,2895,2,141
4.99,3802,2005-06-21 19:08:28,3434,1,141
4.99,3808,2005-07-27 00:49:53,6979,2,141
4.99,3810,2005-07-29 07:20:14,8434,1,141
2.99,3817,2005-08-02 19:29:47,11411,1,141
3.99,3821,2005-08-17 22:56:24,12107,2,141
0.99,3823,2005-08-19 07:36:42,13000,1,141
4.99,3828,2005-08-22 08:42:45,15013,1,141
8.99,3831,2005-05-25 00:09:02,11,2,142
2.99,3841,2005-07-29 09:52:59,8513,2,142
5.99,3846,2005-08-02 02:52:18,10934,2,142
0.99,3848,2005-08-19 06:29:13,12964,1,142
7.99,3864,2005-07-07 02:32:07,4031,1,143
0.99,3865,2005-07-07 12:18:57,4221,2,143
7.99,3866,2005-07-08 06:11:58,4585,1,143
0.99,3869,2005-07-29 03:32:38,8312,1,143
6.99,3873,2005-08-02 14:29:43,11278,1,143
4.99,3876,2005-08-20 14:06:33,13835,2,143
2.99,3885,2005-06-20 20:21:17,3145,1,144
5.99,3899,2005-07-29 08:05:40,8459,2,144
0.99,3905,2005-08-01 04:12:08,10302,1,144
3.99,3915,2005-08-19 02:22:16,12858,1,144
0.99,3921,2005-05-28 01:05:25,500,1,145
4.99,3922,2005-06-18 06:29:52,2271,2,145
8.99,3925,2005-07-07 11:19:51,4201,2,145
2.99,3928,2005-07-08 00:20:57,4470,1,145
7.99,3934,2005-07-27 21:18:08,7529,1,145
0.99,3935,2005-07-28 13:25:05,7954,2,145
2.99,3937,2005-07-30 11:04:55,9156,1,145
6.99,3948,2005-08-21 10:15:20,14389,2,145
1.99,3952,2005-06-16 15:15:43,1724,2,146
0.99,3956,2005-06-19 19:15:56,2800,1,146
4.99,3959,2005-07-09 01:16:13,5000,2,146
7.99,3960,2005-07-11 06:53:09,6102,1,146
4.99,3962,2005-07-11 19:07:29,6327,1,146
2.99,3966,2005-08-02 12:32:12,11221,1,146
4.99,3969,2005-08-17 01:38:18,11573,1,146
4.99,3970,2005-08-17 13:48:30,11857,1,146
4.99,3975,2005-08-20 13:50:17,13829,2,146
0.99,3978,2005-05-27 07:10:25,362,1,147
7.99,3984,2005-07-06 20:26:21,3919,2,147
0.99,3989,2005-07-10 17:14:43,5844,1,147
0.99,3990,2005-07-11 19:51:35,6343,2,147
2.99,3992,2005-07-12 14:55:42,6753,2,147
2.99,3995,2005-07-30 00:48:19,8893,1,147
8.99,3998,2005-08-01 20:08:49,10752,2,147
8.99,4010,2005-08-23 11:32:35,15730,1,147
6.99,4014,2005-06-15 23:20:26,1517,2,148
3.99,4015,2005-06-19 16:39:23,2751,2,148
3.99,4016,2005-06-19 22:36:39,2843,2,148
4.99,4022,2005-07-09 02:48:15,5034,1,148
4.99,4023,2005-07-09 18:48:39,5372,1,148
1.99,4024,2005-07-11 10:25:56,6169,1,148
10.99,4026,2005-07-12 16:37:55,6793,2,148
0.99,4027,2005-07-28 02:07:19,7656,1,148
5.99,4035,2005-07-30 05:36:40,9023,1,148
2.99,4036,2005-07-30 08:52:34,9106,1,148
10.99,4041,2005-08-02 17:42:49,11357,1,148
3.99,4044,2005-08-18 13:28:27,12512,2,148
6.99,4049,2005-08-21 03:24:50,14184,2,148
2.99,4053,2005-08-22 06:45:53,14965,2,148
4.99,4054,2005-08-22 17:44:30,15237,2,148
8.99,4055,2005-08-22 22:26:13,15379,2,148
4.99,4058,2005-05-29 11:37:35,764,1,149
2.99,4059,2005-06-15 23:58:53,1521,2,149
4.99,4062,2005-06-18 01:41:37,2194,2,149
5.99,4063,2005-06-18 08:31:18,2305,1,149
6.99,4067,2005-07-06 21:16:32,3939,1,149
4.99,4072,2005-07-11 20:57:48,6356,1,149
6.99,4075,2005-07-28 14:39:05,7989,1,149
7.99,4077,2005-08-01 19:31:24,10737,2,149
0.99,4078,2005-08-02 04:02:16,10967,2,149
5.99,4088,2005-06-21 21:19:47,3456,1,150
6.99,4089,2005-07-07 14:38:52,4271,1,150
2.99,4092,2005-07-30 09:36:26,9121,1,150
6.99,4095,2005-08-17 10:59:24,11789,2,150
8.99,4102,2005-08-19 16:54:12,13255,2,150
5.99,4104,2005-08-20 06:00:03,13599,2,150
2.99,4106,2005-08-21 12:35:49,14454,2,150
3.99,4113,2005-06-20 11:08:56,3017,1,151
4.99,4122,2005-07-30 14:20:12,9253,1,151
2.99,4124,2005-07-31 16:38:12,9969,1,151
0.99,4129,2005-08-19 16:12:07,13230,2,151
3.99,4132,2005-08-22 05:13:05,14922,2,151
4.99,4137,2005-05-29 09:22:57,745,1,152
4.99,4149,2005-08-19 04:27:11,12917,1,152
1.99,4150,2005-08-19 06:21:52,12960,2,152
0.99,4153,2005-08-20 19:13:23,13986,1,152
5.99,4160,2005-06-20 05:49:27,2945,1,153
3.99,4173,2005-08-18 10:44:57,12439,1,153
4.99,4177,2005-08-22 06:01:26,14944,1,153
0.99,4178,2005-08-22 18:37:48,15267,2,153
7.99,4179,2005-08-23 00:46:52,15444,2,153
4.99,4185,2005-06-20 01:38:39,2886,1,154
0.99,4194,2005-07-11 03:32:23,6048,1,154
4.99,4195,2005-07-27 01:05:24,6993,2,154
4.99,4196,2005-07-27 03:45:42,7055,1,154
4.99,4202,2005-08-01 23:58:45,10851,1,154
5.99,4203,2005-08-02 15:15:27,11296,1,154
2.99,4210,2005-08-23 11:16:16,15721,1,154
3.99,4222,2005-07-27 04:13:02,7077,1,155
2.99,4223,2005-07-27 19:54:18,7492,1,155
7.99,4225,2005-07-31 10:13:02,9781,2,155
2.99,4230,2005-08-21 15:54:21,14549,2,155
0.0,4235,2006-02-14 15:16:03,12352,1,155
6.99,4236,2005-05-30 09:29:30,899,2,156
0.99,4239,2005-06-18 03:24:56,2221,2,156
4.99,4240,2005-06-19 10:43:42,2658,1,156
0.99,4241,2005-06-19 18:25:07,2782,1,156
2.99,4242,2005-07-07 21:12:45,4394,2,156
4.99,4243,2005-07-10 02:26:49,5534,2,156
2.99,4244,2005-07-10 16:27:25,5828,1,156
0.99,4245,2005-07-10 20:44:14,5908,2,156
6.99,4246,2005-07-12 04:51:13,6540,2,156
0.99,4250,2005-07-31 07:13:46,9696,1,156
2.99,4252,2005-08-02 22:36:00,11490,2,156
0.99,4259,2005-08-22 04:53:35,14914,1,156
6.99,4260,2005-08-22 23:26:32,15408,1,156
4.99,4262,2005-05-28 18:49:12,642,1,157
3.99,4266,2005-07-07 22:51:04,4435,2,157
4.99,4275,2005-07-29 11:55:01,8576,2,157
2.99,4278,2005-07-30 13:48:17,9237,2,157
4.99,4279,2005-07-30 14:51:36,9264,2,157
4.99,4281,2005-08-01 00:45:27,10203,1,157
6.99,4289,2005-08-20 01:11:12,13481,1,157
4.99,4292,2005-05-26 13:46:59,245,2,158
6.99,4296,2005-06-17 13:45:09,2035,2,158
