ss_d,src_d,ss_tst_tp,ss_sbclllr_frctn,cll_d,ss_tp,dc_d,b_frmt,crtd_b,ss_strn,ss_tss,rltnshp_tp,cnfdnc_scr,src_ss_d,chmbl_d,tss_d,vrnt_d
8377,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL621497,2107.0,
8378,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL621498,2107.0,
8379,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL621499,2107.0,
8380,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL618634,2107.0,
8381,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL618635,2107.0,
8382,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL618636,2048.0,
8383,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL619737,2048.0,
8384,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL619738,2048.0,
8385,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL624329,2048.0,
8386,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Lung,N,1,,CHEMBL624330,2048.0,
8387,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL624331,2385.0,
8388,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL624332,2385.0,
8389,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL624333,2385.0,
8390,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL624334,2385.0,
8391,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Muscle tissue,N,1,,CHEMBL624335,2385.0,
8392,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL620016,2106.0,
8393,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL620169,2106.0,
8394,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL620170,2106.0,
8395,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL620171,2106.0,
8396,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL620172,2106.0,
8397,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Stomach,N,1,,CHEMBL620173,945.0,
8398,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Stomach,N,1,,CHEMBL620174,945.0,
8399,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Stomach,N,1,,CHEMBL620175,945.0,
8400,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Stomach,N,1,,CHEMBL620176,945.0,
8401,1,In vivo,,,A,13950,BAO_0000218,Intermediate,,Stomach,N,1,,CHEMBL620177,945.0,
8402,1,,,,A,13950,BAO_0000218,Intermediate,,Cerebellum,N,1,,CHEMBL620178,2037.0,
8403,1,,,,A,13950,BAO_0000218,Intermediate,,Cerebellum,N,1,,CHEMBL620179,2037.0,
8404,1,,,,A,13950,BAO_0000218,Intermediate,,,N,1,,CHEMBL620180,,
8405,1,In vivo,,,A,6570,BAO_0000218,Intermediate,,,N,1,,CHEMBL620181,,
8406,1,In vivo,,,A,6571,BAO_0000218,Intermediate,,,N,1,,CHEMBL620182,,
8407,1,In vivo,,,A,6453,BAO_0000218,Intermediate,,,N,1,,CHEMBL620183,,
8408,1,In vivo,,,A,6444,BAO_0000218,Intermediate,,,N,1,,CHEMBL620184,,
8409,1,In vivo,,,A,6444,BAO_0000218,Intermediate,,,N,1,,CHEMBL620185,,
8410,1,In vivo,,,A,6444,BAO_0000218,Intermediate,,,N,1,,CHEMBL620186,,
8411,1,In vivo,,,A,5353,BAO_0000218,Intermediate,,,N,1,,CHEMBL620187,,
8412,1,In vivo,,,A,5334,BAO_0000218,Intermediate,,,N,1,,CHEMBL620188,,
8413,1,In vivo,,,A,5334,BAO_0000218,Intermediate,,,N,1,,CHEMBL620189,,
8414,1,In vivo,,,A,6641,BAO_0000218,Intermediate,,,N,1,,CHEMBL620190,,
8415,1,In vivo,,,A,6641,BAO_0000218,Intermediate,,,N,1,,CHEMBL620191,,
8416,1,In vivo,,,A,6641,BAO_0000218,Intermediate,,,N,1,,CHEMBL620192,,
8417,1,In vivo,,,A,5676,BAO_0000218,Intermediate,,,N,1,,CHEMBL620193,,
8418,1,In vivo,,,A,6410,BAO_0000218,Intermediate,,,N,1,,CHEMBL620194,,
8419,1,In vivo,,,A,17670,BAO_0000218,Intermediate,,,N,1,,CHEMBL876730,,
8420,1,In vivo,,,A,6495,BAO_0000218,Intermediate,,,N,1,,CHEMBL620195,,
8421,1,In vivo,,,A,5408,BAO_0000218,Intermediate,,,N,1,,CHEMBL620196,,
8422,1,In vivo,,,A,4883,BAO_0000218,Intermediate,,,N,1,,CHEMBL620197,,
8423,1,In vivo,,,A,6647,BAO_0000218,Intermediate,,,N,1,,CHEMBL620198,,
8424,1,In vivo,,,A,6495,BAO_0000218,Intermediate,,,N,1,,CHEMBL620199,,
8425,1,In vivo,,,A,2661,BAO_0000218,Intermediate,,,N,1,,CHEMBL620200,,
8426,1,In vivo,,,A,2661,BAO_0000218,Intermediate,,,N,1,,CHEMBL620201,,
8427,1,In vivo,,,A,5974,BAO_0000218,Intermediate,,,N,1,,CHEMBL620202,,
8428,1,In vivo,,,A,5974,BAO_0000218,Intermediate,,,N,1,,CHEMBL620203,,
8429,1,In vivo,,,A,5974,BAO_0000218,Intermediate,,,N,1,,CHEMBL620204,,
8430,1,In vivo,,,A,5974,BAO_0000218,Intermediate,,,N,1,,CHEMBL620205,,
8431,1,In vivo,,,A,5960,BAO_0000218,Intermediate,,,N,1,,CHEMBL624664,,
8432,1,In vivo,,,A,5676,BAO_0000218,Intermediate,,,N,1,,CHEMBL624665,,
8433,1,,,,A,5948,BAO_0000218,Intermediate,,,N,1,,CHEMBL624666,,
8434,1,In vivo,,,A,5979,BAO_0000218,Intermediate,,,N,1,,CHEMBL624667,,
8435,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL624668,,
8436,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL624669,,
8437,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL624670,,
8438,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL624671,,
8439,1,In vivo,,,A,6448,BAO_0000218,Intermediate,,,N,1,,CHEMBL624672,,
8440,1,In vivo,,,A,12873,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL624673,1969.0,
8441,1,In vivo,,,A,4576,BAO_0000218,Intermediate,,,N,1,,CHEMBL624674,,
8442,1,In vivo,,,A,17582,BAO_0000218,Intermediate,,,N,1,,CHEMBL624675,,
8443,1,In vivo,,,A,1466,BAO_0000218,Intermediate,,,N,1,,CHEMBL621728,,
8444,1,,,,A,5182,BAO_0000218,Intermediate,,,N,1,,CHEMBL621729,,
8445,1,,,,A,5182,BAO_0000218,Intermediate,,,N,1,,CHEMBL621730,,
8446,1,In vivo,,,A,6535,BAO_0000218,Intermediate,,,N,1,,CHEMBL621731,,
8447,1,In vivo,,,A,6535,BAO_0000218,Intermediate,,,N,1,,CHEMBL621732,,
8448,1,In vivo,,,A,5041,BAO_0000218,Intermediate,,,N,1,,CHEMBL621908,,
8449,1,In vivo,,,A,5041,BAO_0000218,Intermediate,,,N,1,,CHEMBL875347,,
8450,1,In vivo,,,A,5041,BAO_0000218,Intermediate,,,N,1,,CHEMBL621909,,
8451,1,In vivo,,,A,17065,BAO_0000218,Intermediate,,,N,1,,CHEMBL621910,,
8452,1,In vivo,,,A,6597,BAO_0000218,Intermediate,,,N,1,,CHEMBL621911,,
8453,1,In vivo,,,A,15662,BAO_0000218,Intermediate,,,N,1,,CHEMBL621912,,
8454,1,In vivo,,,A,6485,BAO_0000218,Intermediate,,,N,1,,CHEMBL621913,,
8455,1,In vivo,,,A,17655,BAO_0000218,Intermediate,,,N,1,,CHEMBL621914,,
8456,1,In vivo,,,A,6616,BAO_0000218,Intermediate,,,N,1,,CHEMBL621915,,
8457,1,In vivo,,,A,1916,BAO_0000218,Intermediate,,,N,1,,CHEMBL621916,,
8458,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL621917,2107.0,
8459,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL621918,2107.0,
8460,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL621919,2106.0,
8461,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL621920,2106.0,
8462,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL621921,2106.0,
8463,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL622401,2106.0,
8464,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL875348,2106.0,
8465,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL622402,2106.0,
8466,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL622403,178.0,
8467,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL622404,178.0,
8468,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL622405,955.0,
8469,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL622406,955.0,
8470,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL622407,955.0,
8471,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL622408,948.0,
8472,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL622409,948.0,
8473,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL622410,948.0,
8474,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL622411,2113.0,
8475,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627864,2113.0,
8476,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627865,2113.0,
8477,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627866,2107.0,
8478,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL627751,2107.0,
8479,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627752,2106.0,
8480,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627753,2106.0,
8481,1,In vivo,,,A,16438,BAO_0000218,Intermediate,,Spleen,N,1,,CHEMBL627754,2106.0,
8482,1,,,,A,12467,BAO_0000218,Intermediate,,,N,1,,CHEMBL627755,,
8483,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL627756,955.0,
8484,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL627757,955.0,
8485,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL627758,955.0,
8486,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL627759,955.0,
8487,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL627760,955.0,
8488,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Brain,N,1,,CHEMBL627761,955.0,
8489,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL876811,948.0,
8490,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627762,948.0,
8491,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627763,948.0,
8492,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627764,948.0,
8493,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627765,948.0,
8494,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL627766,948.0,
8495,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627767,2113.0,
8496,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL627768,2113.0,
8497,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL628422,2113.0,
8498,1,In vivo,,,A,17208,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL628423,2113.0,
8499,1,In vivo,,,A,5089,BAO_0000218,Intermediate,,,N,1,,CHEMBL628424,,
8500,1,In vivo,,,A,5089,BAO_0000218,Intermediate,,,N,1,,CHEMBL628425,,
8501,1,In vivo,,,A,4257,BAO_0000218,Intermediate,,,N,1,,CHEMBL628426,,
8502,1,In vivo,,,A,6679,BAO_0000218,Intermediate,,,N,1,,CHEMBL628427,,
8503,1,In vivo,,,A,5546,BAO_0000218,Intermediate,,,N,1,,CHEMBL626938,,
8504,1,In vivo,,,A,6141,BAO_0000218,Intermediate,,,N,1,,CHEMBL626939,,
8505,1,In vivo,,,A,5334,BAO_0000218,Intermediate,,,N,1,,CHEMBL626940,,
8506,1,In vivo,,,A,5334,BAO_0000218,Intermediate,,,N,1,,CHEMBL626941,,
8507,1,In vivo,,,A,5334,BAO_0000218,Intermediate,,,N,1,,CHEMBL626942,,
8508,1,In vivo,,,A,4689,BAO_0000218,Intermediate,,,N,1,,CHEMBL876812,,
8509,1,In vivo,,,A,6848,BAO_0000218,Intermediate,,,N,1,,CHEMBL626943,,
8510,1,In vivo,,,A,6848,BAO_0000218,Intermediate,,,N,1,,CHEMBL626944,,
8511,1,In vivo,,,A,6467,BAO_0000218,Intermediate,,,N,1,,CHEMBL626945,,
8512,1,In vivo,,,A,6467,BAO_0000218,Intermediate,,,N,1,,CHEMBL626946,,
8513,1,In vivo,,,A,4956,BAO_0000218,Intermediate,,,N,1,,CHEMBL626856,,
8514,1,In vivo,,,A,5529,BAO_0000218,Intermediate,,,N,1,,CHEMBL626857,,
8515,1,In vivo,,,A,406,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL626858,1969.0,
8516,1,In vivo,,,A,17655,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL627018,1969.0,
8517,1,In vivo,,,A,3293,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL625331,178.0,
8518,1,In vivo,,,A,4075,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL625332,178.0,
8519,1,In vivo,,,A,2792,BAO_0000218,Intermediate,,,N,1,,CHEMBL877590,,
8520,1,In vivo,,,A,2792,BAO_0000218,Intermediate,,,N,1,,CHEMBL625333,,
8521,1,In vivo,,,A,17594,BAO_0000218,Intermediate,,,N,1,,CHEMBL625334,,
8522,1,In vivo,,,A,17594,BAO_0000218,Intermediate,,,N,1,,CHEMBL625335,,
8523,1,In vivo,,,A,4762,BAO_0000218,Intermediate,,,N,1,,CHEMBL625336,,
8524,1,In vivo,,,A,17509,BAO_0000218,Intermediate,,,N,1,,CHEMBL625337,,
8525,1,In vivo,,,A,17509,BAO_0000218,Intermediate,,,N,1,,CHEMBL625338,,
8526,1,In vivo,,,A,1466,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL625339,1969.0,
8527,1,In vivo,,,A,6535,BAO_0000218,Intermediate,,,N,1,,CHEMBL625340,,
8528,1,In vivo,,,A,6535,BAO_0000218,Intermediate,,,N,1,,CHEMBL625341,,
8529,1,In vivo,,,A,3169,BAO_0000218,Intermediate,,,N,1,,CHEMBL622687,,
8530,1,In vivo,,,A,6515,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622688,1969.0,
8531,1,In vivo,,,A,11149,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL622689,178.0,
8532,1,In vivo,,,A,11149,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL620295,178.0,
8533,1,In vivo,,,A,17858,BAO_0000218,Intermediate,,,N,1,,CHEMBL620296,,
8534,1,In vivo,,,A,6518,BAO_0000218,Intermediate,,,N,1,,CHEMBL620297,,
8535,1,In vivo,,,A,6518,BAO_0000218,Intermediate,,,N,1,,CHEMBL620298,,
8536,1,In vivo,,,A,4426,BAO_0000218,Intermediate,,,N,1,,CHEMBL620299,,
8537,1,In vivo,,,A,4426,BAO_0000218,Intermediate,,,N,1,,CHEMBL620300,,
8538,1,In vivo,,,A,4426,BAO_0000218,Intermediate,,,N,1,,CHEMBL620301,,
8539,1,In vivo,,,A,5656,BAO_0000218,Intermediate,,,N,1,,CHEMBL620302,,
8540,1,In vivo,,,A,6518,BAO_0000218,Intermediate,,,N,1,,CHEMBL620303,,
8541,1,In vivo,,,A,6518,BAO_0000218,Intermediate,,,N,1,,CHEMBL620304,,
8542,1,In vivo,,,A,6113,BAO_0000218,Intermediate,,,N,1,,CHEMBL620305,,
8543,1,In vivo,,,A,17764,BAO_0000218,Intermediate,,,N,1,,CHEMBL620306,,
8544,1,In vivo,,,A,4756,BAO_0000218,Intermediate,,,N,1,,CHEMBL620307,,
8545,1,In vivo,,,A,4756,BAO_0000218,Intermediate,,,N,1,,CHEMBL620308,,
8546,1,In vivo,,,A,6402,BAO_0000218,Intermediate,,,N,1,,CHEMBL620309,,
8547,1,In vivo,,,A,5610,BAO_0000218,Intermediate,,,N,1,,CHEMBL620310,,
8548,1,In vivo,,,A,5207,BAO_0000218,Intermediate,,,N,1,,CHEMBL620311,,
8549,1,In vivo,,,A,6011,BAO_0000218,Intermediate,,,N,1,,CHEMBL620312,,
8550,1,In vivo,,,A,6504,BAO_0000218,Intermediate,,,N,1,,CHEMBL620313,,
8551,1,In vivo,,,A,6046,BAO_0000218,Intermediate,,,N,1,,CHEMBL620314,,
8552,1,In vivo,,,A,6504,BAO_0000218,Intermediate,,,N,1,,CHEMBL620315,,
8553,1,In vivo,,,A,5874,BAO_0000218,Intermediate,,,N,1,,CHEMBL620316,,
8554,1,In vivo,,,A,17686,BAO_0000218,Intermediate,,,N,1,,CHEMBL620317,,
8555,1,In vivo,,,A,5836,BAO_0000218,Intermediate,,,N,1,,CHEMBL620318,,
8556,1,In vivo,,,A,17596,BAO_0000218,Intermediate,,,N,1,,CHEMBL620319,,
8557,1,In vivo,,,A,16423,BAO_0000218,Intermediate,,,N,1,,CHEMBL620320,,
8558,1,In vivo,,,A,17804,BAO_0000218,Intermediate,,,N,1,,CHEMBL620321,,
8559,1,In vivo,,,A,1908,BAO_0000218,Intermediate,,,N,1,,CHEMBL620322,,
8560,1,,,,A,13950,BAO_0000218,Intermediate,,,N,1,,CHEMBL620323,,
8561,1,,,,A,13950,BAO_0000218,Intermediate,,Frontal cortex,N,1,,CHEMBL620324,1870.0,
8562,1,,,,A,13950,BAO_0000218,Intermediate,,Frontal cortex,N,1,,CHEMBL620325,1870.0,
8563,1,,,,A,13950,BAO_0000218,Intermediate,,Hippocampus,N,1,,CHEMBL620326,10000000.0,
8564,1,,,,A,13950,BAO_0000218,Intermediate,,Hippocampus,N,1,,CHEMBL620327,10000000.0,
8565,1,,,,A,13950,BAO_0000218,Intermediate,,,N,1,,CHEMBL620328,,
8566,1,,,,A,13950,BAO_0000218,Intermediate,,,N,1,,CHEMBL620329,,
8567,1,,,,A,13950,BAO_0000218,Intermediate,,Midbrain,N,1,,CHEMBL620330,1891.0,
8568,1,,,,A,13950,BAO_0000218,Intermediate,,Midbrain,N,1,,CHEMBL875286,1891.0,
8569,1,,,,A,13950,BAO_0000218,Intermediate,,,N,1,,CHEMBL620331,,
8570,1,,,,A,13950,BAO_0000218,Intermediate,,,N,1,,CHEMBL620332,,
8571,1,,,,A,13950,BAO_0000218,Intermediate,,Striatum,N,1,,CHEMBL620333,2435.0,
8572,1,,,,A,13950,BAO_0000218,Intermediate,,Striatum,N,1,,CHEMBL620334,2435.0,
8573,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621015,178.0,
8574,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621016,178.0,
8575,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621191,178.0,
8576,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621192,178.0,
8577,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621193,178.0,
8578,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621194,178.0,
8579,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624204,178.0,
8580,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624205,178.0,
8581,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624206,178.0,
8582,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624207,178.0,
8583,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624208,178.0,
8584,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624209,178.0,
8585,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624210,178.0,
8586,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624211,178.0,
8587,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624212,178.0,
8588,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624213,178.0,
8589,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL876611,178.0,
8590,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624214,178.0,
8591,1,,,,A,16434,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624215,178.0,
8592,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624216,178.0,
8593,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624217,178.0,
8594,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624218,178.0,
8595,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624219,178.0,
8596,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624220,178.0,
8597,1,,,,A,16435,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL624221,178.0,
8598,1,,,,A,16434,BAO_0000218,Intermediate,,,N,1,,CHEMBL624222,,
8599,1,,,,A,16434,BAO_0000218,Intermediate,,,N,1,,CHEMBL624223,,
8600,1,,,,A,16434,BAO_0000218,Intermediate,,,N,1,,CHEMBL624224,,
8601,1,,,,A,16434,BAO_0000218,Intermediate,,,N,1,,CHEMBL624225,,
8602,1,In vivo,,,A,17764,BAO_0000218,Intermediate,,,N,1,,CHEMBL622420,,
8603,1,In vivo,,,A,5031,BAO_0000218,Intermediate,,,N,1,,CHEMBL622421,,
8604,1,In vivo,,,A,6215,BAO_0000218,Intermediate,,,N,1,,CHEMBL622422,,
8605,1,In vivo,,,A,17671,BAO_0000218,Intermediate,,,N,1,,CHEMBL622423,,
8606,1,In vivo,,,A,17752,BAO_0000218,Intermediate,,,N,1,,CHEMBL622424,,
8607,1,In vivo,,,A,6596,BAO_0000218,Intermediate,,,N,1,,CHEMBL622425,,
8608,1,In vivo,,,A,16423,BAO_0000218,Intermediate,,,N,1,,CHEMBL876612,,
8609,1,In vivo,,,A,15662,BAO_0000218,Intermediate,,,N,1,,CHEMBL622426,,
8610,1,In vivo,,,A,6062,BAO_0000218,Intermediate,,,N,1,,CHEMBL622427,,
8611,1,In vivo,,,A,5874,BAO_0000218,Intermediate,,,N,1,,CHEMBL622428,,
8612,1,In vivo,,,A,4942,BAO_0000218,Intermediate,,,N,1,,CHEMBL622429,,
8613,1,In vivo,,,A,17796,BAO_0000218,Intermediate,,,N,1,,CHEMBL622430,,
8614,1,In vivo,,,A,4890,BAO_0000218,Intermediate,,,N,1,,CHEMBL622431,,
8615,1,,,,A,15765,BAO_0000218,Intermediate,,Ileum,N,1,,CHEMBL622432,2116.0,
8616,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL622433,,
8617,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL622434,,
8618,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL622435,,
8619,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL618748,,
8620,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL618749,,
8621,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL618750,,
8622,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL618751,,
8623,1,In vivo,,,A,13569,BAO_0000218,Intermediate,,,N,1,,CHEMBL618752,,
8624,1,In vivo,,,A,4576,BAO_0000218,Intermediate,,,N,1,,CHEMBL618753,,
8625,1,In vivo,,,A,750,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL618754,1969.0,
8626,1,In vivo,,,A,750,BAO_0000218,Intermediate,,,N,1,,CHEMBL618755,,
8627,1,In vivo,,,A,4590,BAO_0000218,Intermediate,,,N,1,,CHEMBL618756,,
8628,1,In vivo,,,A,1716,BAO_0000218,Intermediate,,,N,1,,CHEMBL618757,,
8629,1,In vivo,,,A,1974,BAO_0000218,Intermediate,,,N,1,,CHEMBL618758,,
8630,1,In vivo,,,A,4502,BAO_0000218,Intermediate,,,N,1,,CHEMBL621088,,
8631,1,,,,A,3371,BAO_0000218,Intermediate,,,N,1,,CHEMBL621089,,
8632,1,,,,F,9099,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621090,178.0,
8633,1,,,,F,9099,BAO_0000218,Intermediate,,Blood,N,1,,CHEMBL621091,178.0,
8634,1,In vivo,,,A,4590,BAO_0000218,Intermediate,,,N,1,,CHEMBL876731,,
8635,1,In vivo,,,A,3184,BAO_0000218,Intermediate,,,N,1,,CHEMBL621092,,
8636,1,In vivo,,,A,16456,BAO_0000218,Intermediate,,,N,1,,CHEMBL621093,,
8637,1,,,,A,4199,BAO_0000218,Intermediate,,,N,1,,CHEMBL621094,,
8638,1,,,,A,4199,BAO_0000218,Intermediate,,,N,1,,CHEMBL621095,,
8639,1,,,,A,4199,BAO_0000218,Intermediate,,,N,1,,CHEMBL621096,,
8640,1,In vivo,,,A,8677,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621097,2113.0,
8641,1,,,,F,7449,BAO_0000218,Intermediate,,,N,1,,CHEMBL621098,,
8642,1,,,,A,11977,BAO_0000218,Intermediate,,Cerebellum,N,1,,CHEMBL621099,2037.0,
8643,1,,,,A,11977,BAO_0000218,Intermediate,,Cerebellum,N,1,,CHEMBL621100,2037.0,
8644,1,,,,A,11977,BAO_0000218,Intermediate,,Cerebellum,N,1,,CHEMBL621101,2037.0,
8645,1,,,,A,11977,BAO_0000218,Intermediate,,Cerebellum,N,1,,CHEMBL621102,2037.0,
8646,1,,,,A,11977,BAO_0000218,Intermediate,,Cerebellum,N,1,,CHEMBL876732,2037.0,
