assay_id,assay_organism,tid,chembl_id,variant_id,src_id,bao_format,assay_type,assay_tax_id,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_strain,assay_tissue
2207,,12687,CHEMBL617032,,1,BAO_0000019,B,,H,Autocuration,16190,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,,,,
2208,Rattus norvegicus,104686,CHEMBL617033,,1,BAO_0000224,B,10116.0,D,Autocuration,12463,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,,,,
2209,,104686,CHEMBL617034,,1,BAO_0000224,B,,H,Autocuration,9699,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",,,,
2210,,104686,CHEMBL617035,,1,BAO_0000224,B,,H,Autocuration,9699,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,,,,
2211,,104686,CHEMBL617036,,1,BAO_0000019,B,,H,Autocuration,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,,
2212,,104784,CHEMBL617037,,1,BAO_0000224,B,,H,Autocuration,1205,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,,,,
2213,,22226,CHEMBL617038,,1,BAO_0000219,B,,U,Autocuration,11376,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,,,,
2214,,104784,CHEMBL617039,,1,BAO_0000219,B,,H,Autocuration,11376,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",,,,
2215,,104784,CHEMBL617161,,1,BAO_0000224,B,,H,Autocuration,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,,,,
2216,,104784,CHEMBL617162,,1,BAO_0000224,B,,H,Autocuration,2222,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,,,,
2217,,104784,CHEMBL617163,,1,BAO_0000224,B,,H,Autocuration,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,,,,
2218,,104784,CHEMBL617164,,1,BAO_0000224,B,,H,Autocuration,1089,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,,,,
2219,,104784,CHEMBL617165,,1,BAO_0000249,B,,H,Autocuration,386,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,,,,
2220,,104784,CHEMBL617166,,1,BAO_0000224,B,,H,Autocuration,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,,,,
2221,,104784,CHEMBL617167,,1,BAO_0000224,B,,H,Autocuration,17066,Binding affinity towards 5-HT2 receptor,,,,
2222,,104784,CHEMBL872912,,1,BAO_0000224,B,,H,Autocuration,959,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,,
2223,,104784,CHEMBL617168,,1,BAO_0000224,B,,H,Autocuration,6398,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,,,,
2224,,104686,CHEMBL617169,,1,BAO_0000224,B,,H,Autocuration,11889,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,,,,
2225,,104784,CHEMBL617170,,1,BAO_0000224,B,,H,Autocuration,4221,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,,
2226,,104784,CHEMBL617171,,1,BAO_0000224,B,,H,Autocuration,11026,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,,,,
2227,,104784,CHEMBL617172,,1,BAO_0000224,B,,H,Autocuration,11866,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,,,,
2228,,104784,CHEMBL617173,,1,BAO_0000224,B,,H,Autocuration,4221,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,,
2229,,22226,CHEMBL617174,,1,BAO_0000019,B,,U,Autocuration,13950,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,,
2230,,104784,CHEMBL617175,,1,BAO_0000224,B,,H,Autocuration,1263,5-hydroxytryptamine 2 receptor binding affinity,,,,
2231,,17005,CHEMBL617176,,1,BAO_0000357,B,,H,Autocuration,13291,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,,,,
2232,,17005,CHEMBL617177,,1,BAO_0000357,B,,H,Autocuration,10812,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,,,,
2233,,104784,CHEMBL617178,,1,BAO_0000224,B,,H,Autocuration,13020,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,,
2234,,104784,CHEMBL617179,,1,BAO_0000224,B,,H,Autocuration,13021,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,,,,
2235,,104784,CHEMBL617180,,1,BAO_0000224,B,,H,Autocuration,13020,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,,
2236,,17005,CHEMBL617181,,1,BAO_0000357,B,,H,Autocuration,14532,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,,,,
2237,,17005,CHEMBL617182,,1,BAO_0000357,B,,H,Autocuration,13944,Binding affinity against 5-hydroxytryptamine 2 receptor,,,,
2238,,17005,CHEMBL617183,,1,BAO_0000357,B,,H,Autocuration,14331,Binding affinity against 5-hydroxytryptamine 2 receptor,,,,
2239,,17005,CHEMBL617184,,1,BAO_0000357,B,,H,Autocuration,14118,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,,,
2240,,17005,CHEMBL617185,,1,BAO_0000357,B,,H,Autocuration,13033,Binding affinity against serotonergic 5-HT2 receptor,,,,
2241,,17005,CHEMBL617186,,1,BAO_0000357,B,,H,Autocuration,10321,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,,,,
2242,,17005,CHEMBL617187,,1,BAO_0000357,B,,H,Autocuration,12918,Compound was evaluated for the binding affinity at 5- HT2 receptor,,,,
2243,,17005,CHEMBL617188,,1,BAO_0000357,B,,H,Autocuration,15120,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,,,,
2244,,17005,CHEMBL617189,,1,BAO_0000218,B,,H,Autocuration,2613,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,,,,
2245,Homo sapiens,104784,CHEMBL617190,,1,BAO_0000224,B,9606.0,D,Autocuration,13378,Inhibitory activity against cloned human 5-HT2 receptor,,,,
2246,Homo sapiens,104784,CHEMBL617191,,1,BAO_0000219,B,9606.0,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",,,,
2247,Homo sapiens,104784,CHEMBL617192,,1,BAO_0000219,B,9606.0,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",,,,
2248,Homo sapiens,104784,CHEMBL617193,,1,BAO_0000219,B,9606.0,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",,,,
2249,Homo sapiens,104784,CHEMBL617194,,1,BAO_0000219,B,9606.0,D,Autocuration,2331,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",,,,
2250,,104784,CHEMBL617195,,1,BAO_0000224,B,,H,Autocuration,4170,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,
2251,,104784,CHEMBL881830,,1,BAO_0000224,B,,H,Autocuration,15453,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,,,
2252,,17005,CHEMBL617196,,1,BAO_0000357,B,,H,Autocuration,1479,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,
2253,,104686,CHEMBL617197,,1,BAO_0000224,B,,H,Autocuration,11139,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,,,,
2254,,17005,CHEMBL617198,,1,BAO_0000357,B,,H,Expert,13969,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,,,,
2255,,17005,CHEMBL873476,,1,BAO_0000357,B,,H,Expert,13392,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,,
2256,,17005,CHEMBL617199,,1,BAO_0000019,B,,H,Expert,14430,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,,,,
2257,Cavia porcellus,107,CHEMBL617200,,1,BAO_0000357,B,10141.0,H,Autocuration,13181,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,,,,
2258,,51,CHEMBL617484,,1,BAO_0000357,B,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,
2259,,107,CHEMBL617485,,1,BAO_0000357,B,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,
2260,,51,CHEMBL617486,,1,BAO_0000357,B,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,
2261,,107,CHEMBL858022,,1,BAO_0000357,B,,H,Autocuration,13463,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,,,,
2262,,107,CHEMBL617049,,1,BAO_0000219,B,,H,Autocuration,6347,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,,,
2263,Homo sapiens,107,CHEMBL617050,,1,BAO_0000219,F,9606.0,D,Expert,6857,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,,,,
2264,,107,CHEMBL617051,,1,BAO_0000219,F,,H,Autocuration,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,,,
2265,,107,CHEMBL617052,,1,BAO_0000219,F,,H,Autocuration,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,,,,
2266,,107,CHEMBL617053,,1,BAO_0000219,F,,H,Autocuration,4176,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,,,,
2267,,107,CHEMBL617054,,1,BAO_0000219,B,,H,Autocuration,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",,,,
2268,,107,CHEMBL617055,,1,BAO_0000219,B,,H,Autocuration,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",,,,
2269,,107,CHEMBL882924,,1,BAO_0000357,B,,H,Autocuration,15331,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,,,,
2270,Homo sapiens,107,CHEMBL617056,,1,BAO_0000357,B,9606.0,D,Expert,16146,Inhibition of human 5-hydroxytryptamine 2A receptor,,,,
2271,,107,CHEMBL617057,,1,BAO_0000219,B,,H,Autocuration,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,,
2272,,107,CHEMBL617058,,1,BAO_0000219,B,,H,Expert,13631,Inhibitory concentration against human 5-HT2A receptor in BEK cells,,,,
2273,,107,CHEMBL617059,,1,BAO_0000357,B,,H,Autocuration,3805,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),,,,
2274,,107,CHEMBL617060,,1,BAO_0000219,B,,H,Autocuration,4011,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,,,,
2275,,107,CHEMBL617061,,1,BAO_0000219,B,,H,Expert,4012,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,,,,
2276,,107,CHEMBL617062,,1,BAO_0000219,B,,H,Expert,6366,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,,,,
2277,,107,CHEMBL617063,,1,BAO_0000219,B,,H,Expert,15949,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,,
2278,,107,CHEMBL617064,,1,BAO_0000019,F,,H,Autocuration,14093,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,,,,
2279,,107,CHEMBL617065,,1,BAO_0000019,F,,H,Autocuration,13481,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,,
2280,,107,CHEMBL617066,,1,BAO_0000219,B,,H,Autocuration,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,,,,
2281,,107,CHEMBL617067,,1,BAO_0000219,B,,H,Autocuration,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,,,,
2282,,107,CHEMBL617068,,1,BAO_0000019,F,,H,Autocuration,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,,,,
2283,,107,CHEMBL617069,,1,BAO_0000019,F,,H,Autocuration,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,,,,
2284,,107,CHEMBL617070,,1,BAO_0000019,F,,H,Autocuration,13481,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,,
2285,,107,CHEMBL617071,,1,BAO_0000357,B,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,,,,
2286,,107,CHEMBL872915,,1,BAO_0000357,B,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,,
2287,,107,CHEMBL617072,,1,BAO_0000357,B,,H,Autocuration,14755,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,,,,
2288,,107,CHEMBL617073,,1,BAO_0000357,B,,H,Autocuration,16441,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,,,,
2289,,107,CHEMBL617074,,1,BAO_0000357,B,,H,Autocuration,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,,,,
2290,,107,CHEMBL617075,,1,BAO_0000219,B,,H,Expert,16659,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,,
2291,,107,CHEMBL617076,,1,BAO_0000357,B,,H,Autocuration,3307,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,,,,
2292,Homo sapiens,107,CHEMBL617077,,1,BAO_0000019,B,9606.0,D,Expert,6857,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,,,,
2293,,107,CHEMBL617078,,1,BAO_0000357,B,,H,Expert,5635,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,,,,
2294,Homo sapiens,107,CHEMBL617079,,1,BAO_0000357,B,9606.0,D,Expert,4234,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,,,,
2295,,107,CHEMBL617080,,1,BAO_0000357,B,,H,Autocuration,15527,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,,,
2296,,107,CHEMBL617081,,1,BAO_0000219,B,,H,Expert,6588,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,,,,
2297,,107,CHEMBL617082,,1,BAO_0000219,B,,H,Expert,13631,Binding affinity towards human 5-HT2A receptor in BEK cells,,,,
2298,,107,CHEMBL617083,,1,BAO_0000357,B,,H,Autocuration,17723,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,,,,
2299,,107,CHEMBL617084,,1,BAO_0000357,B,,H,Autocuration,14770,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,,,
2300,Homo sapiens,107,CHEMBL617085,,1,BAO_0000357,B,9606.0,D,Expert,16293,Binding affinity for human 5-hydroxytryptamine 2A receptor,,,,
2301,,107,CHEMBL617086,,1,BAO_0000357,B,,H,Autocuration,16209,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,,
2302,,107,CHEMBL617087,,1,BAO_0000219,B,,H,Autocuration,12469,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,,,,
2303,,107,CHEMBL617088,,1,BAO_0000357,B,,H,Autocuration,15363,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,,,,
2304,,107,CHEMBL617089,,1,BAO_0000357,B,,H,Autocuration,15363,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,,,,
2305,,107,CHEMBL617090,,1,BAO_0000019,B,,H,Expert,16441,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",,,,
2306,,107,CHEMBL617513,,1,BAO_0000357,B,,H,Autocuration,8,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,,,,
2307,,107,CHEMBL617514,,1,BAO_0000219,B,,H,Autocuration,4176,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,,,,
2308,,107,CHEMBL617515,,1,BAO_0000019,B,,H,Autocuration,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,,,,
2309,,107,CHEMBL617516,,1,BAO_0000357,B,,H,Autocuration,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,
2310,Homo sapiens,107,CHEMBL617517,,1,BAO_0000357,B,9606.0,D,Expert,17200,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,,
2311,Homo sapiens,107,CHEMBL617518,,1,BAO_0000219,B,9606.0,D,Expert,4013,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,,,,
2312,,107,CHEMBL617519,,1,BAO_0000357,B,,H,Autocuration,5088,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,,,,
2313,Homo sapiens,107,CHEMBL617520,,1,BAO_0000357,B,9606.0,D,Expert,5088,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,,,,
2314,,107,CHEMBL617521,,1,BAO_0000357,B,,H,Autocuration,5088,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,,,,
2315,Homo sapiens,107,CHEMBL617522,,1,BAO_0000357,B,9606.0,D,Expert,5088,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,,,,
2316,,107,CHEMBL617523,,1,BAO_0000357,B,,H,Autocuration,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,,,,
2317,,107,CHEMBL617524,,1,BAO_0000357,B,,H,Autocuration,5088,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,,,
2318,,104686,CHEMBL617525,,1,BAO_0000019,B,,H,Autocuration,9786,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,,,,
2319,Rattus norvegicus,104686,CHEMBL617526,,1,BAO_0000019,B,10116.0,D,Autocuration,9205,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,,,,
2320,,104686,CHEMBL617527,,1,BAO_0000224,B,,H,Autocuration,11257,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,,,,
2321,,104686,CHEMBL617528,,1,BAO_0000019,B,,H,Autocuration,9362,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,,,
2322,,104686,CHEMBL617529,,1,BAO_0000019,B,,H,Autocuration,9362,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,,,
2323,,104686,CHEMBL617530,,1,BAO_0000224,B,,H,Autocuration,10590,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,,,,
2324,,104686,CHEMBL617531,,1,BAO_0000019,B,,H,Autocuration,10468,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,,,
2325,,104686,CHEMBL617532,,1,BAO_0000019,B,,H,Autocuration,13050,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,,,,
2326,,104686,CHEMBL617533,,1,BAO_0000019,B,,H,Autocuration,11624,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,,,,
2327,,104686,CHEMBL617534,,1,BAO_0000019,B,,H,Autocuration,10468,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,,,
2328,,104686,CHEMBL617535,,1,BAO_0000224,B,,H,Autocuration,10330,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,,,
2329,,104686,CHEMBL617536,,1,BAO_0000224,B,,H,Autocuration,10062,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,,,,
2330,,104686,CHEMBL617537,,1,BAO_0000224,B,,H,Autocuration,11642,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,,,
2331,,104686,CHEMBL617538,,1,BAO_0000224,B,,H,Autocuration,10062,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,,,
2332,,104686,CHEMBL617539,,1,BAO_0000219,B,,H,Autocuration,13427,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,In vitro,,,
2333,Rattus norvegicus,104686,CHEMBL617540,,1,BAO_0000224,B,10116.0,D,Autocuration,12280,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,,
2334,Rattus norvegicus,104686,CHEMBL617541,,1,BAO_0000224,B,10116.0,D,Autocuration,4101,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,,,,
2335,,104686,CHEMBL617542,,1,BAO_0000224,B,,H,Autocuration,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,,,,
2336,,104686,CHEMBL617543,,1,BAO_0000224,B,,H,Autocuration,11147,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,,,,
2337,Rattus norvegicus,104686,CHEMBL617544,,1,BAO_0000219,B,10116.0,D,Autocuration,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,,,
2338,Rattus norvegicus,104686,CHEMBL617545,,1,BAO_0000219,B,10116.0,D,Autocuration,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,,,
2339,Rattus norvegicus,104686,CHEMBL617413,,1,BAO_0000019,B,10116.0,D,Autocuration,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,,,,
2340,,104686,CHEMBL617414,,1,BAO_0000019,B,,H,Autocuration,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,,,,
2341,Rattus norvegicus,104686,CHEMBL617415,,1,BAO_0000019,B,10116.0,D,Autocuration,9098,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,,,,
2342,,104686,CHEMBL617416,,1,BAO_0000224,B,,H,Autocuration,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,,
2343,,104686,CHEMBL617417,,1,BAO_0000224,B,,H,Autocuration,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,,,,
2344,,104686,CHEMBL617418,,1,BAO_0000019,B,,H,Autocuration,9699,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",,,,
2345,,104686,CHEMBL617419,,1,BAO_0000019,B,,H,Autocuration,9699,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,,,,
2346,,104686,CHEMBL617420,,1,BAO_0000224,B,,H,Autocuration,9098,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,,
2347,Rattus norvegicus,104686,CHEMBL617421,,1,BAO_0000224,B,10116.0,D,Autocuration,3070,Affinity for 5-hydroxytryptamine 2 receptor,,,,
2348,,104686,CHEMBL617422,,1,BAO_0000224,B,,H,Autocuration,9547,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,,,,
2349,,104686,CHEMBL617423,,1,BAO_0000019,B,,H,Autocuration,10444,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,,,,
2350,,104686,CHEMBL617424,,1,BAO_0000019,B,,H,Autocuration,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,,,,
2351,,104686,CHEMBL617425,,1,BAO_0000019,B,,H,Autocuration,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,,,,
2352,,104686,CHEMBL617426,,1,BAO_0000224,B,,H,Autocuration,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),,,,
2353,,104686,CHEMBL617427,,1,BAO_0000218,B,,H,Autocuration,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),In vivo,,,
2354,,104686,CHEMBL617428,,1,BAO_0000221,B,,H,Autocuration,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,,,,Brain
2355,,104686,CHEMBL617429,,1,BAO_0000224,B,,H,Autocuration,2797,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,,,,
2356,,104686,CHEMBL617430,,1,BAO_0000019,B,,H,Autocuration,11332,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,,
2357,,104686,CHEMBL617431,,1,BAO_0000019,B,,H,Autocuration,11332,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,,
2358,,104686,CHEMBL617432,,1,BAO_0000019,B,,H,Autocuration,10752,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,,,,Frontal cortex
2359,,104686,CHEMBL617433,,1,BAO_0000224,B,,H,Autocuration,1185,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,,,
