ss_d,cnfdnc_scr,ss_rgnsm,dscrptn,ss_tp,ss_tx_d,ss_tss,ss_sbclllr_frctn,ss_ctgr,chmbl_d,dc_d,rltnshp_tp,b_frmt,src_d,tss_d,ss_tst_tp,crtd_b,src_ss_d,cll_d,vrnt_d
8148,1,Rattus norvegicus,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,A,10116.0,Liver,,,CHEMBL621257,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8149,1,Rattus norvegicus,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,A,10116.0,Liver,,,CHEMBL621258,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8150,1,Rattus norvegicus,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,A,10116.0,Liver,,,CHEMBL621259,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8151,1,Rattus norvegicus,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,A,10116.0,Liver,,,CHEMBL621260,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8152,1,Rattus norvegicus,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,A,10116.0,Liver,,,CHEMBL876494,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8153,1,Rattus norvegicus,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,A,10116.0,Liver,,,CHEMBL621261,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8154,1,Rattus norvegicus,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,A,10116.0,Liver,,,CHEMBL621262,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8155,1,Rattus norvegicus,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,A,10116.0,Liver,,,CHEMBL621263,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8156,1,Rattus norvegicus,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,A,10116.0,Liver,,,CHEMBL621264,9866,N,BAO_0000218,1,2107.0,In vivo,Intermediate,,,
8157,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,A,10116.0,Muscle tissue,,,CHEMBL621265,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8158,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,A,10116.0,Muscle tissue,,,CHEMBL621266,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8159,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,A,10116.0,Muscle tissue,,,CHEMBL621267,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8160,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,A,10116.0,Muscle tissue,,,CHEMBL621268,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8161,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,A,10116.0,Muscle tissue,,,CHEMBL621269,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8162,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,A,10116.0,Muscle tissue,,,CHEMBL621270,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8163,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,A,10116.0,Muscle tissue,,,CHEMBL621271,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8164,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,A,10116.0,Muscle tissue,,,CHEMBL621272,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8165,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 1 hr,A,10116.0,Muscle tissue,,,CHEMBL621273,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8166,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 4 hr,A,10116.0,Muscle tissue,,,CHEMBL621274,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8167,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 15 min,A,10116.0,Muscle tissue,,,CHEMBL876495,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8168,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 30 min,A,10116.0,Muscle tissue,,,CHEMBL621275,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8169,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,A,10116.0,Muscle tissue,,,CHEMBL621276,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8170,1,Rattus norvegicus,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,A,10116.0,Muscle tissue,,,CHEMBL621277,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
8171,1,Rattus norvegicus,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,A,10116.0,Intestine,,,CHEMBL621278,9866,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8172,1,Rattus norvegicus,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,A,10116.0,Intestine,,,CHEMBL621279,9866,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8173,1,Rattus norvegicus,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),A,10116.0,Intestine,,,CHEMBL621280,9866,N,BAO_0000218,1,160.0,In vivo,Intermediate,,,
8174,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,A,10116.0,Spleen,,,CHEMBL621281,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8175,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,A,10116.0,Spleen,,,CHEMBL621282,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8176,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,A,10116.0,Spleen,,,CHEMBL621283,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8177,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,A,10116.0,Spleen,,,CHEMBL621284,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8178,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of 50 Gd/kg at 15 min,A,10116.0,Spleen,,,CHEMBL621285,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8179,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of 50 Gd/kg at 2 hr,A,10116.0,Spleen,,,CHEMBL621286,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8180,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of 50 Gd/kg at 6 hr,A,10116.0,Spleen,,,CHEMBL623220,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8181,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of NCA Gd/0.01 M lip,A,10116.0,Spleen,,,CHEMBL623221,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8182,1,Rattus norvegicus,Biodistribution in rat spleen in the presence of NCAGd/0.01 M lig,A,10116.0,Spleen,,,CHEMBL876029,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
8183,1,Rattus norvegicus,Biodistribution in rat stomach in the presence of 50 Gd/kg at 15 min,A,10116.0,Stomach,,,CHEMBL623222,9866,N,BAO_0000218,1,945.0,In vivo,Intermediate,,,
8184,1,Rattus norvegicus,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,A,10116.0,Stomach,,,CHEMBL623223,9866,N,BAO_0000218,1,945.0,In vivo,Intermediate,,,
8185,1,Rattus norvegicus,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,A,10116.0,Stomach,,,CHEMBL621445,9866,N,BAO_0000218,1,945.0,In vivo,Intermediate,,,
8186,1,Rattus norvegicus,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Blood,,,CHEMBL621446,13950,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
8187,1,Rattus norvegicus,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Blood,,,CHEMBL621447,13950,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
8188,1,Rattus norvegicus,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Blood,,,CHEMBL619681,13950,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
8189,1,Rattus norvegicus,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Blood,,,CHEMBL619682,13950,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
8190,1,Rattus norvegicus,Biodistribution of [123I]-label in rat blood was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Blood,,,CHEMBL619683,13950,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
8191,1,Rattus norvegicus,Biodistribution of [123I]-label in rat brain was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Brain,,,CHEMBL619684,13950,N,BAO_0000218,1,955.0,In vivo,Intermediate,,,
8192,1,Rattus norvegicus,Biodistribution of [123I]-label in rat brain was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Brain,,,CHEMBL619685,13950,N,BAO_0000218,1,955.0,In vivo,Intermediate,,,
8193,1,Rattus norvegicus,Biodistribution of [123I]-label in rat brain was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Brain,,,CHEMBL619686,13950,N,BAO_0000218,1,955.0,In vivo,Intermediate,,,
8194,1,Rattus norvegicus,Biodistribution of [123I]-label in rat brain was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Brain,,,CHEMBL619687,13950,N,BAO_0000218,1,955.0,In vivo,Intermediate,,,
8195,1,Rattus norvegicus,Biodistribution of [123I]-label in rat brain was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Brain,,,CHEMBL619688,13950,N,BAO_0000218,1,955.0,In vivo,Intermediate,,,
8196,1,Rattus norvegicus,Biodistribution of [123I]-label in rat heart was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Heart,,,CHEMBL619689,13950,N,BAO_0000218,1,948.0,In vivo,Intermediate,,,
8197,1,Rattus norvegicus,Biodistribution of [123I]-label in rat heart was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Heart,,,CHEMBL619690,13950,N,BAO_0000218,1,948.0,In vivo,Intermediate,,,
8198,1,Rattus norvegicus,Biodistribution of [123I]-label in rat heart was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,10116.0,Heart,,,CHEMBL619691,13950,N,BAO_0000218,1,948.0,In vivo,Intermediate,,,
8199,1,Rattus norvegicus,Terminal phase volume of distribution was measured in rat after an iv dose of 1 mg/kg,A,10116.0,,,,CHEMBL619692,6062,N,BAO_0000218,1,,In vivo,Intermediate,,,
8200,1,Rattus norvegicus,Apparent volume of the central plasma compartment (Vc) of compound determined in rat after iv administration at a dose of 10 mg/kg,A,10116.0,,,,CHEMBL619693,3598,N,BAO_0000218,1,,,Expert,,,
8201,1,Rattus norvegicus,Vc value after IV dose at a dose of 5 mg/kg in rats.,A,10116.0,,,,CHEMBL619694,1908,N,BAO_0000218,1,,In vivo,Intermediate,,,
8202,1,Rattus norvegicus,Apparent volume of distribution at 10 mg/kg in rat upon intravenous administration,A,10116.0,,,,CHEMBL619695,17596,N,BAO_0000218,1,,In vivo,Intermediate,,,
8203,1,Rattus norvegicus,Compound was evaluated for pharmacokinetic parameter volume of distribution,A,10116.0,,,,CHEMBL619696,4891,N,BAO_0000218,1,,In vivo,Intermediate,,,
8204,1,Rattus norvegicus,Compound was evaluated for volume of distribution in rat,A,10116.0,,,,CHEMBL619697,740,N,BAO_0000218,1,,In vivo,Intermediate,,,
8205,1,Rattus norvegicus,Steady state volume distribution was determined; steady state(ss),A,10116.0,,,,CHEMBL619698,16366,N,BAO_0000218,1,,In vivo,Intermediate,,,
8206,1,Rattus norvegicus,Steady state volume of distribution after iv administration to rats,A,10116.0,,,,CHEMBL619699,3364,N,BAO_0000218,1,,In vivo,Intermediate,,,
8207,1,Rattus norvegicus,Steady state volume of distribution dosing at 3 mg/kg iv,A,10116.0,,,,CHEMBL619700,2552,N,BAO_0000218,1,,In vivo,Intermediate,,,
8208,1,Rattus norvegicus,The compound was evaluated for volume of distribution in rat,A,10116.0,,,,CHEMBL619701,406,N,BAO_0000218,1,,In vivo,Intermediate,,,
8209,1,Rattus norvegicus,The compound was tested for volume of distribution in rat,A,10116.0,,,,CHEMBL619702,12500,N,BAO_0000218,1,,In vivo,Intermediate,,,
8210,1,Rattus norvegicus,The compound was tested for volume of distribution in rat at dose of 3-10 mgkg,A,10116.0,,,,CHEMBL620335,12500,N,BAO_0000218,1,,In vivo,Intermediate,,,
8211,1,Rattus norvegicus,Volume distribution (VD) after oral administration in rat,A,10116.0,,,,CHEMBL620336,5656,N,BAO_0000218,1,,In vivo,Intermediate,,,
8212,1,Rattus norvegicus,Volume distribution of compound in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,A,10116.0,,,,CHEMBL620337,17671,N,BAO_0000218,1,,In vivo,Intermediate,,,
8213,1,Rattus norvegicus,Volume distribution in rat,A,10116.0,,,,CHEMBL620520,1094,N,BAO_0000218,1,,In vivo,Intermediate,,,
8214,1,Rattus norvegicus,Volume distribution in rat,A,10116.0,,,,CHEMBL620521,5833,N,BAO_0000218,1,,In vivo,Intermediate,,,
8215,1,Rattus norvegicus,Volume distribution in rat after peroral administration at 10 mg/kg,A,10116.0,,,,CHEMBL875825,5939,N,BAO_0000218,1,,In vivo,Intermediate,,,
8216,1,Rattus norvegicus,Volume distribution in rat after peroral administration at 5 mg/kg,A,10116.0,,,,CHEMBL620522,5939,N,BAO_0000218,1,,In vivo,Intermediate,,,
8217,1,Rattus norvegicus,Volume distribution was evaluated after i.v. administration in rat at a dose of 1 mg/kg,A,10116.0,,,,CHEMBL620523,6005,N,BAO_0000218,1,,In vivo,Intermediate,,,
8218,1,Rattus norvegicus,Volume of distribution in rat.,A,10116.0,,,,CHEMBL620524,1696,N,BAO_0000218,1,,In vivo,Intermediate,,,
8219,1,Rattus norvegicus,Volume of distribution in rat,A,10116.0,,,,CHEMBL620525,6672,N,BAO_0000218,1,,In vivo,Intermediate,,,
8220,1,Rattus norvegicus,Volume of distribution in rat,A,10116.0,,,,CHEMBL620526,6673,N,BAO_0000218,1,,In vivo,Intermediate,,,
8221,1,Rattus norvegicus,Volume of distribution in rat by iv administration,A,10116.0,,,,CHEMBL620527,5871,N,BAO_0000218,1,,In vivo,Intermediate,,,
8222,1,Rattus norvegicus,Volume of distribution in rats,A,10116.0,,,,CHEMBL620528,6803,N,BAO_0000218,1,,In vivo,Intermediate,,,
8223,1,Rattus norvegicus,Volume of distribution was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,A,10116.0,,,,CHEMBL620529,5199,N,BAO_0000218,1,,In vivo,Intermediate,,,
8224,1,Rattus norvegicus,Volume distribution at the dose of 2 mg/kg in rat,A,10116.0,,,,CHEMBL620530,4727,N,BAO_0000218,1,,,Intermediate,,,
8225,1,Rattus norvegicus,Steady state volume of distribution was determined,A,10116.0,,,,CHEMBL620531,16367,N,BAO_0000218,1,,In vivo,Intermediate,,,
8226,0,Macaca mulatta,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,A,9544.0,,,,CHEMBL620532,5005,U,BAO_0000218,1,,In vivo,Intermediate,,,
8227,0,Rattus norvegicus,Compound was tested for its plasma volume distribution in Sprague Dawley rats,A,10116.0,,,,CHEMBL620533,5005,U,BAO_0000218,1,,In vivo,Intermediate,,,
8228,0,Rattus norvegicus,Compound was tested for its plasma volume distribution in Sprague Dawley rats; ND is not determined,A,10116.0,,,,CHEMBL620534,5005,U,BAO_0000218,1,,In vivo,Intermediate,,,
8229,1,Rattus norvegicus,Mean (%CV) PK parameters for Vdss(mL/kg).,A,10116.0,,,,CHEMBL620535,15765,N,BAO_0000218,1,,In vivo,Intermediate,,,
8230,1,Rattus norvegicus,Pharmacokinetic parameter Vdss was determined at 2 mg/kg i.v. dose in rats,A,10116.0,,,,CHEMBL875826,2792,N,BAO_0000218,1,,In vivo,Intermediate,,,
8231,1,Rattus norvegicus,Pharmacokinetic parameter Vdss was determined at 5 mg/kg i.v. dose in rats,A,10116.0,,,,CHEMBL620536,2792,N,BAO_0000218,1,,In vivo,Intermediate,,,
8232,1,Rattus norvegicus,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,A,10116.0,,,,CHEMBL620537,5334,N,BAO_0000218,1,,In vivo,Intermediate,,,
8233,1,Rattus norvegicus,Pharmacokinetic parameter volume of distribution was reported in Sprague-Dawley rat; ND=Not determined,A,10116.0,,,,CHEMBL618526,5334,N,BAO_0000218,1,,In vivo,Intermediate,,,
8234,1,Rattus norvegicus,Pharmacokinetic property (Vdss) for the compound (5 mg/kg iv) was determined in rats,A,10116.0,,,,CHEMBL618527,5739,N,BAO_0000218,1,,In vivo,Intermediate,,,
8235,1,Rattus norvegicus,Pharmacokinetic property (Vdss) in rat,A,10116.0,,,,CHEMBL618528,5789,N,BAO_0000218,1,,In vivo,Intermediate,,,
8236,1,Rattus norvegicus,Pharmacokinetic property (vdss) was measured in rat,A,10116.0,,,,CHEMBL618529,4239,N,BAO_0000218,1,,In vivo,Intermediate,,,
8237,1,Rattus norvegicus,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,A,10116.0,,,,CHEMBL618530,4709,N,BAO_0000218,1,,In vivo,Intermediate,,,
8238,1,Rattus norvegicus,Volume of distribution in rat,A,10116.0,,,,CHEMBL618531,6642,N,BAO_0000218,1,,In vivo,Intermediate,,,
8239,1,Rattus norvegicus,The pharmacokinetic parameter volume of distribution in vivo in rats,A,10116.0,,,,CHEMBL618532,5247,N,BAO_0000218,1,,In vivo,Intermediate,,,
8240,1,Rattus norvegicus,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,F,10116.0,,,,CHEMBL618533,17720,N,BAO_0000218,1,,In vivo,Intermediate,,,
8241,1,Rattus norvegicus,Vdss in rat i.v. at 2 mg/kg concentration,A,10116.0,,,,CHEMBL618534,17686,N,BAO_0000218,1,,In vivo,Intermediate,,,
8242,1,Rattus norvegicus,Volume distribution after intravenous administration (1 mg/kg) in rat,A,10116.0,,,,CHEMBL618535,4689,N,BAO_0000218,1,,In vivo,Intermediate,,,
8243,1,Rattus norvegicus,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,A,10116.0,,,,CHEMBL618536,5654,N,BAO_0000218,1,,In vivo,Intermediate,,,
8244,1,Rattus norvegicus,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,A,10116.0,,,,CHEMBL618537,5654,N,BAO_0000218,1,,In vivo,Intermediate,,,
8245,1,Rattus norvegicus,Volume distribution at a dose of 10 uM/kg in rat was determined,A,10116.0,,,,CHEMBL618538,4527,N,BAO_0000218,1,,In vivo,Intermediate,,,
8246,1,Rattus norvegicus,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,A,10116.0,,,,CHEMBL618539,4521,N,BAO_0000218,1,,In vivo,Intermediate,,,
8247,1,Rattus norvegicus,Volume distribution was calculated in rat,A,10116.0,,,,CHEMBL618540,6057,N,BAO_0000218,1,,In vivo,Intermediate,,,
8248,1,Rattus norvegicus,Volume distribution was determined,A,10116.0,,,,CHEMBL618541,5510,N,BAO_0000218,1,,In vivo,Intermediate,,,
8249,1,Rattus norvegicus,Volume of distribution after intravenous administration was evaluated in rat,A,10116.0,,,,CHEMBL618542,2938,N,BAO_0000218,1,,In vivo,Intermediate,,,
8250,1,Rattus norvegicus,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,10116.0,,,,CHEMBL622544,6679,N,BAO_0000218,1,,In vivo,Intermediate,,,
8251,1,Rattus norvegicus,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",A,10116.0,,,,CHEMBL622545,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
8252,1,Rattus norvegicus,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",A,10116.0,,,,CHEMBL622546,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
8253,1,Rattus norvegicus,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",A,10116.0,,,,CHEMBL622547,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
8254,1,Rattus norvegicus,Volume of distribution in steady state was determined in rat,A,10116.0,,,,CHEMBL622548,5145,N,BAO_0000218,1,,In vivo,Intermediate,,,
8255,1,Rattus norvegicus,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,A,10116.0,,,,CHEMBL622549,6467,N,BAO_0000218,1,,In vivo,Intermediate,,,
8256,1,Rattus norvegicus,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,A,10116.0,,,,CHEMBL622550,6467,N,BAO_0000218,1,,In vivo,Intermediate,,,
8257,1,Mus musculus,Compound was evaluated for area under curve when administered through oral route to mouse,A,10090.0,,,,CHEMBL622551,15115,N,BAO_0000218,1,,,Intermediate,,,
8258,1,Rattus norvegicus,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,A,10116.0,,,,CHEMBL622552,8758,N,BAO_0000218,1,,,Intermediate,,,
8259,1,Rattus norvegicus,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,A,10116.0,,,,CHEMBL622553,8758,N,BAO_0000218,1,,,Intermediate,,,
8260,0,,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,F,,,,,CHEMBL622554,8267,U,BAO_0000218,1,,In vivo,Autocuration,,,
8261,1,Canis lupus familiaris,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,A,9615.0,,,,CHEMBL622555,8267,N,BAO_0000218,1,,,Intermediate,,,
8262,1,Mus musculus,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,A,10090.0,,,,CHEMBL622556,14239,N,BAO_0000218,1,,,Intermediate,,,
8263,1,Mus musculus,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,A,10090.0,,,,CHEMBL622557,14239,N,BAO_0000218,1,,,Intermediate,,,
8264,1,Mus musculus,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,A,10090.0,Blood,,,CHEMBL622558,10754,N,BAO_0000218,1,178.0,,Intermediate,,,
8265,1,Mus musculus,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,A,10090.0,Blood,,,CHEMBL622559,10754,N,BAO_0000218,1,178.0,,Intermediate,,,
8266,1,Canis lupus familiaris,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,A,9615.0,,,,CHEMBL622560,10754,N,BAO_0000218,1,,,Intermediate,,,
8267,1,Rattus norvegicus,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,10116.0,,,,CHEMBL622561,14681,N,BAO_0000218,1,,,Intermediate,,,
8268,1,Rattus norvegicus,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,A,10116.0,,,,CHEMBL622562,14681,N,BAO_0000218,1,,,Intermediate,,,
8269,1,Rattus norvegicus,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,10116.0,,,,CHEMBL622563,14681,N,BAO_0000218,1,,,Intermediate,,,
8270,0,,Concentration of compound in Central nervous system,A,,,,,CHEMBL622564,13118,U,BAO_0000019,1,,,Autocuration,,,
8271,0,,Concentration of compound in Central nervous system; Not detectable,A,,,,,CHEMBL622565,13118,U,BAO_0000019,1,,,Autocuration,,,
8272,1,Mus musculus,"Concentration of diester in the blood, following oral administration in mice",A,10090.0,,,,CHEMBL622566,13318,N,BAO_0000218,1,,,Intermediate,,,
8273,1,Mus musculus,"Concentration of monoester in the blood, following oral administration in mice",A,10090.0,,,,CHEMBL624515,13318,N,BAO_0000218,1,,,Intermediate,,,
8274,1,Mus musculus,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,A,10090.0,,,,CHEMBL624516,13318,N,BAO_0000218,1,,,Intermediate,,,
8275,0,,Evaluated for Pharmacokinetic property: Area under the curve,A,,,,,CHEMBL624517,15692,U,BAO_0000019,1,,,Autocuration,,,
8276,1,Mus musculus,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,A,10090.0,,,,CHEMBL624518,14839,N,BAO_0000218,1,,,Intermediate,,,
8277,1,Macaca fascicularis,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,A,9541.0,,,,CHEMBL624519,14839,N,BAO_0000218,1,,,Intermediate,,,
8278,1,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,A,9541.0,,,,CHEMBL624520,14839,N,BAO_0000218,1,,,Intermediate,,,
8279,1,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,A,9541.0,,,,CHEMBL624521,14839,N,BAO_0000218,1,,,Intermediate,,,
8280,1,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,A,9541.0,,,,CHEMBL624522,14839,N,BAO_0000218,1,,,Intermediate,,,
8281,1,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,A,9541.0,,,,CHEMBL624523,14839,N,BAO_0000218,1,,,Intermediate,,,
8282,1,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,9541.0,,,,CHEMBL624409,14839,N,BAO_0000218,1,,,Intermediate,,,
8283,1,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",A,9541.0,,,,CHEMBL624410,14839,N,BAO_0000218,1,,,Intermediate,,,
8284,1,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,9541.0,,,,CHEMBL624411,14839,N,BAO_0000218,1,,,Intermediate,,,
