ss_d,ss_sbclllr_frctn,ss_tx_d,ss_cll_tp,ss_strn,b_frmt,rltnshp_tp,cnfdnc_scr,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,tss_d,vrnt_d
8685,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626957,,2106.0,
8686,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626958,,178.0,
8687,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626959,,178.0,
8688,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626960,,178.0,
8689,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626961,,178.0,
8690,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627589,,178.0,
8691,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627590,,178.0,
8692,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627591,,,
8693,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627592,,,
8694,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627593,,,
8695,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627594,,,
8696,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876813,,,
8697,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627595,,,
8698,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627596,,,
8699,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627597,,,
8700,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627598,,,
8701,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627599,,955.0,
8702,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627600,,,
8703,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627601,,,
8704,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627776,,,
8705,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627777,,,
8706,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627778,,,
8707,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627779,,,
8708,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876814,,,
8709,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627780,,,
8710,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627781,,,
8711,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627782,,,
8712,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627783,,1969.0,
8713,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627784,,1969.0,
8714,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627785,,,
8715,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627786,,,
8716,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627787,,1969.0,
8717,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627788,,1969.0,
8718,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626579,,1969.0,
8719,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626580,,1969.0,
8720,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876815,,,
8721,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626581,,1969.0,
8722,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626582,,1969.0,
8723,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626583,,,
8724,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626205,,,
8725,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626206,,,
8726,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626207,,,
8727,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623882,,,
8728,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623883,,,
8729,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623884,,,
8730,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623885,,1969.0,
8731,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623886,,1969.0,
8732,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623887,,,
8733,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623888,,,
8734,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623889,,1969.0,
8735,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623890,,1969.0,
8736,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623891,,1969.0,
8737,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623892,,1969.0,
8738,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623893,,1969.0,
8739,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL877616,,,
8740,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623894,,,
8741,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623895,,1969.0,
8742,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623896,,,
8743,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623897,,,
8744,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623898,,,
8745,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623899,,,
8746,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623900,,,
8747,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623901,,,
8748,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623902,,,
8749,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623903,,1359.0,
8750,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623904,,1969.0,
8751,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL877617,,1969.0,
8752,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623905,,,
8753,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623906,,,
8754,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623907,,1969.0,
8755,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623908,,,
8756,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623909,,,
8757,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623910,,,
8758,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623911,,,
8759,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623912,,,
8760,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624616,,,
8761,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624617,,,
8762,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624618,,,
8763,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624619,,,
8764,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624794,,,
8765,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624795,,,
8766,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623921,,,
8767,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623922,,,
8768,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623923,,,
8769,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623924,,,
8770,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623925,,,
8771,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623926,,,
8772,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623927,,,
8773,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623928,,,
8774,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623929,,,
8775,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623930,,,
8776,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623931,,955.0,
8777,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622165,,955.0,
8778,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621249,,955.0,
8779,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621250,,955.0,
8780,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621448,,955.0,
8781,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621449,,955.0,
8782,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621450,,955.0,
8783,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621451,,955.0,
8784,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621452,,955.0,
8785,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621453,,955.0,
8786,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621454,,955.0,
8787,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621455,,955.0,
8788,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621456,,955.0,
8789,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625145,,955.0,
8790,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL875847,,955.0,
8791,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625146,,955.0,
8792,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625147,,955.0,
8793,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625148,,955.0,
8794,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625149,,955.0,
8795,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625150,,955.0,
8796,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625151,,955.0,
8797,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625152,,955.0,
8798,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625153,,955.0,
8799,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625154,,955.0,
8800,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625155,,955.0,
8801,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625156,,,
8802,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624354,,,
8803,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624355,,10000000.0,
8804,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624356,,10000000.0,
8805,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624357,,10000000.0,
8806,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624358,,10000000.0,
8807,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624359,,2435.0,
8808,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624360,,2435.0,
8809,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624361,,2435.0,
8810,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624362,,2435.0,
8811,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624363,,2435.0,
8812,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624364,,178.0,
8813,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624365,,178.0,
8814,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624366,,178.0,
8815,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624367,,178.0,
8816,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624368,,955.0,
8817,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624369,,955.0,
8818,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624370,,955.0,
8819,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625069,,955.0,
8820,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625070,,955.0,
8821,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626051,,948.0,
8822,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626052,,948.0,
8823,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626053,,948.0,
8824,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626054,,948.0,
8825,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626055,,948.0,
8826,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626056,,2113.0,
8827,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626057,,2113.0,
8828,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625193,,2113.0,
8829,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625194,,2113.0,
8830,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625195,,2107.0,
8831,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625196,,2107.0,
8832,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625197,,2107.0,
8833,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625198,,2107.0,
8834,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627929,,2107.0,
8835,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627074,,2048.0,
8836,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627075,,2048.0,
8837,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627076,,2048.0,
8838,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627077,,2048.0,
8839,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627078,,2048.0,
8840,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627079,,2385.0,
8841,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL873824,,,
8842,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627080,,1969.0,
8843,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627081,,,
8844,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627082,,,
8845,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627083,,,
8847,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627085,,1969.0,
8848,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627086,,,
8849,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627087,,1969.0,
8850,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627088,,,
8851,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627089,,,
8852,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627090,,,
8853,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627091,,,
8854,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627092,,,
8855,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876785,,,
8856,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627093,,,
8857,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627094,,,
8858,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627095,,,
8859,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627096,,955.0,
8860,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627097,,,
8861,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627098,,,
8862,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627099,,178.0,
8863,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627100,,955.0,
8864,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627101,,1969.0,
8865,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627102,,,
8866,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627103,,,
8867,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627104,,,
8868,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627105,,,
8869,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876786,,,
8870,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL873825,,,
8871,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627106,,,
8872,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626336,,,
8873,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL877462,,,
8874,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626337,,,
8875,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626338,,,
8876,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626339,,,
8877,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626340,,,
8878,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625377,,,
8879,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625378,,,
8880,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625379,,,
8881,Microsomes,9823.0,,,BAO_0000251,U,0,Autocuration,1,,CHEMBL625380,,,
8882,Microsomes,9823.0,,,BAO_0000251,U,0,Autocuration,1,,CHEMBL625381,,,
8883,,9823.0,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL625382,,,
8884,,9823.0,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL873828,,,
8885,,9823.0,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL625383,,,
8886,,9823.0,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL625384,,,
8887,,9823.0,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL625385,,,
8888,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL625386,,2107.0,
8889,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623571,,2107.0,
8890,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623572,,2107.0,
8891,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623573,,2107.0,
8892,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623574,,2107.0,
8893,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623575,,2107.0,
8894,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623749,,2107.0,
8895,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623750,,2107.0,
8896,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623751,,2107.0,
8897,,9823.0,,,BAO_0000221,U,0,Autocuration,1,,CHEMBL623752,,2107.0,
8898,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623753,,1969.0,
8899,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623754,,1969.0,
8900,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623755,,1969.0,
8901,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623756,,,
8902,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623757,,,
8903,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623758,,,
8904,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623759,,955.0,
8905,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623760,,,
8906,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623761,,,
8907,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623762,,1969.0,
8908,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL877594,,1969.0,
8909,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623763,,1969.0,
8910,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623764,,1969.0,
8911,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623765,,1969.0,
8912,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623766,,178.0,
8913,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623767,,178.0,
8914,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623768,,178.0,
8915,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623769,,1969.0,
8916,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623770,,1969.0,
8917,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623771,,1969.0,
8918,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623772,,1969.0,
8919,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623773,,1969.0,
8920,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623774,,1969.0,
8921,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623775,,1969.0,
8922,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623776,,,
8923,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622191,,1969.0,
8924,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622192,,1969.0,
8925,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622193,,1969.0,
8926,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622194,,1969.0,
8927,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622195,,1969.0,
8928,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622196,,1969.0,
8929,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622197,,1969.0,
8930,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622198,,1969.0,
8931,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622199,,1969.0,
8932,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622200,,1969.0,
8933,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622201,,1969.0,
8934,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623990,,1969.0,
8935,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623991,,1969.0,
8936,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623992,,1969.0,
8937,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623993,,1969.0,
8938,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623994,,1969.0,
8939,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623995,,1969.0,
8940,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623996,,1969.0,
8941,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623997,,1969.0,
8942,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623998,,1969.0,
8943,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL623999,,1969.0,
8944,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624000,,1969.0,
8945,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624001,,1969.0,
8946,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624002,,1969.0,
8947,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624003,,1969.0,
8948,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624004,,1969.0,
8949,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624005,,948.0,
8950,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624006,,948.0,
8951,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624007,,948.0,
8952,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624008,,948.0,
8953,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624009,,948.0,
8954,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL874387,,948.0,
8955,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624010,,948.0,
8956,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624011,,948.0,
8957,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624012,,948.0,
8958,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624013,,948.0,
8959,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624736,,948.0,
8960,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624737,,948.0,
8961,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624738,,948.0,
8962,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624739,,948.0,
8963,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624740,,948.0,
8964,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624896,,948.0,
8965,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624897,,948.0,
8966,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624108,,948.0,
8967,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624109,,948.0,
8968,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624110,,948.0,
8969,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624111,,948.0,
8970,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624112,,948.0,
8971,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624113,,948.0,
8972,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619709,,948.0,
8973,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619710,,948.0,
8974,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619711,,2113.0,
8975,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619712,,2113.0,
8976,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619713,,2113.0,
8977,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619714,,2113.0,
8978,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619715,,2113.0,
8979,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619716,,2113.0,
8980,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619717,,2113.0,
8981,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619718,,2113.0,
8982,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619719,,2113.0,
8983,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL875329,,2113.0,
8984,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL619720,,2113.0,
