Fiscal year,Division ID,CountryRegion name,Climate change adaptation (marker),Desertification (marker),PBA type,Indigenous issues (marker),Organisation ID,Fund centre ID,Status,Maximum CIDA contribution (project-level),Organisation class,Sector ID,Climate change mitigation (marker),IRTC percent,Continent name,Disability issues (marker),Section ID,Enviromental sustainability (marker),CountryRegion percent,Regional program (marker),Division name,Sector name,Branch ID,CFLI (marker),Project number,Branch name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
2009/2010,D3100,Morocco,0,0,Not PBA,0,Information not available,4260,Terminating,3421490.39,Unknown,15110,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Public sector policy and administrative management,B3100,0,A032312001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,3421490.39,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,10050,4260,Terminating,3421490.39,Governmental,15150,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Democratic participation and civil society,B3100,0,A032312001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,3421490.39,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,1006632,4260,Terminating,3421490.39,Civil Society,15150,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Democratic participation and civil society,B3100,0,A032312001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,3421490.39,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,Information not available,4260,Terminating,3421490.39,Unknown,15150,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Democratic participation and civil society,B3100,0,A032312001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,3421490.39,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,1003223,4289,Closed,496892.43,Civil Society,15111,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Public finance management,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,100001263,4289,Closed,496892.43,Unknown,15111,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Public finance management,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,1003223,4289,Closed,496892.43,Civil Society,15130,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Legal and judicial development,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,100001263,4289,Closed,496892.43,Unknown,15130,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Legal and judicial development,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,1003223,4289,Closed,496892.43,Civil Society,15150,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,100001263,4289,Closed,496892.43,Unknown,15150,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,1003223,4289,Closed,496892.43,Civil Society,15151,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Elections,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Cameroon,0,0,Not PBA,0,100001263,4289,Closed,496892.43,Unknown,15151,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Elections,B4200,0,A032315001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Cameroon,0.0,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Rwanda,0,0,Not PBA,0,10050,4302,Closed,2999909.52,Governmental,15110,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Public sector policy and administrative management,B4200,0,A032316001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Rwanda,2999909.52,1.0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Rwanda,0,0,Not PBA,0,10050,4302,Closed,2999909.52,Governmental,15150,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A032316001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Rwanda,2999909.52,1.0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,10050,4255,Closed,561666.36,Governmental,12220,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Basic health care,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,Information not available,4255,Closed,561666.36,Individual,12220,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Basic health care,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,Information not available,4255,Closed,561666.36,Unknown,12220,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Basic health care,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,10050,4255,Closed,561666.36,Governmental,31110,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,Information not available,4255,Closed,561666.36,Individual,31110,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,Information not available,4255,Closed,561666.36,Unknown,31110,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Agricultural policy and administrative management,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,10050,4255,Closed,561666.36,Governmental,41010,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Environmental policy and administrative management,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,Information not available,4255,Closed,561666.36,Individual,41010,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Environmental policy and administrative management,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Nigeria,0,0,Not PBA,0,Information not available,4255,Closed,561666.36,Unknown,41010,0,0.0,Africa,0,S4287,0,1.0,0,WWD West & Central Africa,Environmental policy and administrative management,B4200,0,A032343001,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,Nigeria,561666.36,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,10050,4410,Operational,5538874.0,Governmental,15110,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Public sector policy and administrative management,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,1011232,4410,Operational,5538874.0,Civil Society,15110,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Public sector policy and administrative management,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,Information not available,4410,Operational,5538874.0,Individual,15110,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Public sector policy and administrative management,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,Information not available,4410,Operational,5538874.0,Unknown,15110,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Public sector policy and administrative management,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,10050,4410,Operational,5538874.0,Governmental,43040,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Rural development,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,1011232,4410,Operational,5538874.0,Civil Society,43040,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Rural development,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,Information not available,4410,Operational,5538874.0,Individual,43040,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Rural development,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Nicaragua,0,0,Not PBA,0,Information not available,4410,Operational,5538874.0,Unknown,43040,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Rural development,B4400,0,A032350001,NGM Americas,Central Americas Section,Nicaragua,4519214.0,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4100,Bangladesh,0,0,Other PBA,1,1002419,4122,Closed,18522913.78,Multilateral,11110,0,0.0,Asia,1,S4122,0,1.0,0,OAD Asia Programming,Education policy and administrative management,B4100,0,A032356001,OGM Asia Pacific,Bangladesh Section,Bangladesh,18522913.78,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Bangladesh,0,0,Other PBA,1,1002419,4122,Closed,18522913.78,Multilateral,11120,0,0.0,Asia,1,S4122,0,1.0,0,OAD Asia Programming,Education facilities and training,B4100,0,A032356001,OGM Asia Pacific,Bangladesh Section,Bangladesh,18522913.78,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Bangladesh,0,0,Other PBA,1,1002419,4122,Closed,18522913.78,Multilateral,11130,0,0.0,Asia,1,S4122,0,1.0,0,OAD Asia Programming,Teacher training,B4100,0,A032356001,OGM Asia Pacific,Bangladesh Section,Bangladesh,18522913.78,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,10050,4407,Closed,1335020.43,Governmental,15110,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Public sector policy and administrative management,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,Information not available,4407,Closed,1335020.43,Unknown,15110,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Public sector policy and administrative management,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,10050,4407,Closed,1335020.43,Governmental,15150,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Democratic participation and civil society,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,Information not available,4407,Closed,1335020.43,Unknown,15150,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Democratic participation and civil society,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,10050,4407,Closed,1335020.43,Governmental,15160,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Human rights,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,Information not available,4407,Closed,1335020.43,Unknown,15160,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Human rights,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,10050,4407,Closed,1335020.43,Governmental,25010,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Business support services and institutions,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Guatemala,0,0,Not PBA,0,Information not available,4407,Closed,1335020.43,Unknown,25010,0,0.0,America,0,S4403,0,1.0,0,NDD Americas Programming,Business support services and institutions,B4400,0,A032362001,NGM Americas,Central Americas Section,Guatemala,1335020.43,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Americas MC,0,0,Not PBA,0,1001291,4404,Closed,2500000.0,Multilateral,33110,0,0.0,America,0,S4400,0,1.0,1,NDD Americas Programming,Trade policy and administrative management,B4400,0,A032384001,NGM Americas,Americas Section,Inter American,2500000.0,1.0,Responsive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,10050,4216,Terminating,4834882.24,Governmental,15110,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Public sector policy and administrative management,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,1000973,4216,Terminating,4834882.24,Civil Society,15110,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Public sector policy and administrative management,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,Information not available,4216,Terminating,4834882.24,Individual,15110,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Public sector policy and administrative management,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,Information not available,4216,Terminating,4834882.24,Unknown,15110,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Public sector policy and administrative management,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,10050,4216,Terminating,4834882.24,Governmental,15150,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,1000973,4216,Terminating,4834882.24,Civil Society,15150,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,Information not available,4216,Terminating,4834882.24,Individual,15150,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4207,Mali,0,0,Not PBA,0,Information not available,4216,Terminating,4834882.24,Unknown,15150,0,0.0,Africa,0,S4215,0,1.0,0,WWD West & Central Africa,Democratic participation and civil society,B4200,0,A032415001,WGM Sub-Saharan Africa,Mali Program Section,Mali,4834882.24,1.0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4270,South Africa,0,0,Not PBA,0,10050,4284,Terminating,4913727.47,Governmental,13040,0,0.0,Africa,0,S4275,0,1.0,0,WED Southern & Eastern Africa,STD control including HIV/AIDS,B4200,0,A032417001,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,South Africa,4913727.47,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4270,South Africa,0,0,Not PBA,0,1012042,4284,Closed,4856602.51,Civil Society,13040,0,0.0,Africa,0,S4275,0,1.0,0,WED Southern & Eastern Africa,STD control including HIV/AIDS,B4200,0,A032419001,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,South Africa,4856602.51,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4270,South Africa,0,0,Not PBA,0,1012042,4284,Closed,4856602.51,Civil Society,13081,0,0.0,Africa,0,S4275,0,1.0,0,WED Southern & Eastern Africa,Personnel development for population and reproductive health,B4200,0,A032419001,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,South Africa,4856602.51,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4270,Africa MC,0,0,Not PBA,0,1000499,4272,Closed,4695126.36,Civil Society,15150,0,0.0,Africa,0,S4227,0,1.0,1,WED Southern & Eastern Africa,Democratic participation and civil society,B4200,0,A032429001,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,4695126.36,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4270,Africa MC,0,0,Not PBA,0,1000499,4272,Closed,4695126.36,Civil Society,25010,0,0.0,Africa,0,S4227,0,1.0,1,WED Southern & Eastern Africa,Business support services and institutions,B4200,0,A032429001,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,4695126.36,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,1013651,4260,Closed,12812818.03,Civil Society,15112,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Decentralisation and support to subnational government,B3100,0,A032436001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,12812818.03,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,Information not available,4260,Closed,12812818.03,Individual,15112,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Decentralisation and support to subnational government,B3100,0,A032436001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,12812818.03,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,1013651,4260,Closed,12812818.03,Civil Society,15150,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Democratic participation and civil society,B3100,0,A032436001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,12812818.03,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,Information not available,4260,Closed,12812818.03,Individual,15150,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Democratic participation and civil society,B3100,0,A032436001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,12812818.03,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4400,Haiti,0,0,Not PBA,0,10050,4452,Closed,4872352.0,Governmental,16050,0,0.0,America,0,S4449,0,1.0,0,NDD Americas Programming,Multi-sector aid for basic social services,B4400,0,A032438001,NGM Americas,Ha�ti & Dominican Republic Section,Haiti,4872352.0,0.5,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4400,Haiti,0,0,Not PBA,0,10050,4452,Closed,4872352.0,Governmental,73010,0,0.0,America,0,S4449,0,1.0,0,NDD Americas Programming,Reconstruction relief and rehabilitation,B4400,0,A032438001,NGM Americas,Ha�ti & Dominican Republic Section,Haiti,4872352.0,0.5,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,10050,4127,Closed,511902.27,Governmental,12110,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Health policy and administrative management,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,Information not available,4127,Closed,511902.27,Unknown,12110,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Health policy and administrative management,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,10050,4127,Closed,511902.27,Governmental,15110,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Public sector policy and administrative management,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,Information not available,4127,Closed,511902.27,Unknown,15110,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Public sector policy and administrative management,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,10050,4127,Closed,511902.27,Governmental,25010,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Business support services and institutions,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,Information not available,4127,Closed,511902.27,Unknown,25010,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Business support services and institutions,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,10050,4127,Closed,511902.27,Governmental,41010,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Environmental policy and administrative management,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,Information not available,4127,Closed,511902.27,Unknown,41010,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Environmental policy and administrative management,B4100,0,A032441001,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,511902.27,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D4100,Indonesia,0,0,Not PBA,0,1001304,4127,Closed,100000.0,Multilateral,15150,0,0.0,Asia,0,S4126,0,1.0,0,OAD Asia Programming,Democratic participation and civil society,B4100,0,A032441003,OGM Asia Pacific,OAI Indonesia and SEA Regional,Indonesia,100000.0,1.0,Responsive,Uncoded: Pre-APP,1,2,0,0,0
2009/2010,D3100,Egypt,0,0,Not PBA,0,1001334,4263,Closed,491670.61,Para-Governmental,15110,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Public sector policy and administrative management,B3100,0,A032443001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Egypt,491670.61,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D3100,Egypt,0,0,Not PBA,0,1001334,4263,Closed,491670.61,Para-Governmental,16030,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Housing policy and administrative management,B3100,0,A032443001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Egypt,491670.61,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D3100,Egypt,0,0,Not PBA,0,1001334,4263,Closed,491670.61,Para-Governmental,32130,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Small and medium-sized enterprises (SME) development,B3100,0,A032443001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Egypt,491670.61,1.0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,10050,4260,Closed,4187123.83,Governmental,11110,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Education policy and administrative management,B3100,0,A032447001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,4187123.83,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,1000911,4260,Closed,4187123.83,Civil Society,11110,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Education policy and administrative management,B3100,0,A032447001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,4187123.83,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009/2010,D3100,Morocco,0,0,Not PBA,0,1014192,4260,Closed,4187123.83,Civil Society,11110,0,0.0,Africa,0,S4256,0,1.0,0,EDD Europe-Middle East Programming,Education policy and administrative management,B3100,0,A032447001,"EGM Europe, Middle East and Maghreb",Middle East and North Africa,Morocco,4187123.83,1.0,Directive,Uncoded: Pre-APP,1,1,0,0,0
