assay_id,src_assay_id,description,assay_category,bao_format,chembl_id,doc_id,assay_tax_id,curated_by,src_id,cell_id,assay_type,assay_test_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
2094,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,,BAO_0000357,CHEMBL617130,5213,,Autocuration,1,,B,,,,,
2095,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,,BAO_0000219,CHEMBL617131,14818,,Autocuration,1,449.0,B,,,,,CHO
2096,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,BAO_0000219,CHEMBL617132,4829,,Autocuration,1,449.0,B,,,,,CHO
2097,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,BAO_0000219,CHEMBL617133,4829,,Autocuration,1,449.0,B,,,,,CHO
2098,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,,BAO_0000357,CHEMBL617134,4373,,Autocuration,1,,B,,,,,
2099,,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,,BAO_0000357,CHEMBL617135,4373,,Autocuration,1,,B,,,,,
2100,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,,BAO_0000357,CHEMBL617136,5014,,Autocuration,1,,B,,,,,
2101,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",,BAO_0000019,CHEMBL617137,11662,,Autocuration,1,,B,,,,,
2102,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,BAO_0000019,CHEMBL617138,11662,,Autocuration,1,,B,,,,,
2103,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,BAO_0000019,CHEMBL617139,11662,,Autocuration,1,,B,,,,,
2104,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,BAO_0000019,CHEMBL617140,14093,,Autocuration,1,,B,,,,,
2105,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",,BAO_0000218,CHEMBL617141,11200,,Autocuration,1,,F,In vivo,,,,
2106,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,BAO_0000019,CHEMBL858112,11200,,Autocuration,1,,F,,,,,
2107,,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,,BAO_0000019,CHEMBL617142,12352,,Intermediate,1,,B,,,,,
2108,,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",,BAO_0000019,CHEMBL617143,13657,9913.0,Autocuration,1,,B,,Bos taurus,,,
2109,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,,BAO_0000019,CHEMBL617144,14331,9913.0,Autocuration,1,,B,,Bos taurus,,,
2110,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,,BAO_0000019,CHEMBL617145,14331,9913.0,Autocuration,1,,B,,Bos taurus,,,
2111,,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,,BAO_0000019,CHEMBL617146,14331,,Autocuration,1,,B,,,,,
2112,,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,,BAO_0000019,CHEMBL617147,12685,10141.0,Autocuration,1,,B,,Cavia porcellus,,,
2113,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,,BAO_0000019,CHEMBL617148,14389,10141.0,Autocuration,1,,B,,Cavia porcellus,,,
2114,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,,BAO_0000019,CHEMBL617149,14386,10141.0,Autocuration,1,,B,,Cavia porcellus,,,
2115,,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,BAO_0000224,CHEMBL617150,5732,,Autocuration,1,,B,,,,,
2116,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,BAO_0000224,CHEMBL617151,16293,,Autocuration,1,,B,,,,,
2117,,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617201,2078,,Autocuration,1,,B,,,,,
2118,,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,BAO_0000357,CHEMBL617202,5486,,Autocuration,1,,B,,,,,
2119,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,BAO_0000218,CHEMBL617203,11820,,Autocuration,1,,B,In vivo,,,,
2120,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,BAO_0000019,CHEMBL617204,10297,,Autocuration,1,,B,,,,,
2121,,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,BAO_0000224,CHEMBL617205,13704,,Autocuration,1,,B,,,,,
2122,,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,,BAO_0000019,CHEMBL617206,10297,10090.0,Autocuration,1,,B,,Mus musculus,,,
2123,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,BAO_0000218,CHEMBL617207,11820,,Autocuration,1,,B,In vivo,,,,
2124,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,,BAO_0000019,CHEMBL617208,10297,10090.0,Autocuration,1,,B,,Mus musculus,,,
2125,,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617209,11555,,Autocuration,1,,B,,,,,
2126,,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,BAO_0000224,CHEMBL617210,11555,,Autocuration,1,,B,,,,,
2127,,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,BAO_0000224,CHEMBL617211,11555,,Autocuration,1,,B,,,,,
2128,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,BAO_0000019,CHEMBL617212,10297,10090.0,Autocuration,1,,B,,Mus musculus,,,
2129,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,,BAO_0000224,CHEMBL617213,16688,9823.0,Autocuration,1,,B,,Sus scrofa,,,
2130,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,,BAO_0000224,CHEMBL617214,16688,9823.0,Autocuration,1,,B,,Sus scrofa,,,
2131,,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,BAO_0000221,CHEMBL617215,5333,,Autocuration,1,,B,,,,,
2132,,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,BAO_0000221,CHEMBL617216,4437,,Autocuration,1,,B,,,,,
2133,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,,BAO_0000357,CHEMBL617217,5033,9823.0,Autocuration,1,,B,,Sus scrofa,,,
2134,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL617218,15267,,Autocuration,1,,B,,,,,
2135,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL872913,15267,,Autocuration,1,,B,,,,,
2136,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,BAO_0000019,CHEMBL617219,11820,,Autocuration,1,,B,,,,,
2137,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL873482,9069,,Autocuration,1,,B,,,,,
2138,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,,BAO_0000019,CHEMBL617220,9162,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2139,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,BAO_0000019,CHEMBL617221,9162,,Autocuration,1,,B,,,,,
2140,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,BAO_0000019,CHEMBL617222,9162,,Autocuration,1,,B,,,,,
2141,,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,BAO_0000019,CHEMBL875906,10428,,Autocuration,1,,F,,,,,
2142,,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,BAO_0000019,CHEMBL617223,9628,,Autocuration,1,,B,,,,,
2143,,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617224,12704,,Autocuration,1,,B,,,,,
2144,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,BAO_0000224,CHEMBL617225,15453,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2145,,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,BAO_0000224,CHEMBL617226,188,,Autocuration,1,,B,,,,,
2146,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,BAO_0000224,CHEMBL617227,10349,,Autocuration,1,,B,,,,,
2147,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,BAO_0000224,CHEMBL617228,10349,,Autocuration,1,,B,,,,,
2148,,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,BAO_0000224,CHEMBL617229,8868,,Autocuration,1,,B,,,,,
2149,,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,BAO_0000224,CHEMBL617230,10025,,Autocuration,1,,B,,,,,
2150,,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,BAO_0000224,CHEMBL617231,10025,,Autocuration,1,,B,,,,,
2151,,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,BAO_0000224,CHEMBL617232,11702,,Autocuration,1,,B,,,,,
2152,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617233,11702,,Autocuration,1,,B,,,,,
2153,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,BAO_0000224,CHEMBL617234,11702,,Autocuration,1,,B,,,,,
2154,,Compound was tested for the inhibition of quipazine induced head twitches in rats,,BAO_0000019,CHEMBL617235,11702,,Autocuration,1,,F,,,,,
2155,,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,BAO_0000019,CHEMBL617236,11702,,Autocuration,1,,F,,,,,
2156,,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,,BAO_0000221,CHEMBL617237,10085,,Autocuration,1,,B,,,,Hippocampus,
2157,,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,,BAO_0000221,CHEMBL617238,10085,,Autocuration,1,,B,,,,Hippocampus,
2158,,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,,BAO_0000221,CHEMBL617239,9630,10116.0,Autocuration,1,,B,,Rattus norvegicus,,Brain,
2159,,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,BAO_0000019,CHEMBL617240,11070,,Autocuration,1,,B,,,,,
2160,,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,BAO_0000249,CHEMBL617241,9841,,Autocuration,1,,B,,,,,
2161,,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,BAO_0000249,CHEMBL875907,9841,,Autocuration,1,,B,,,,,
2162,,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,BAO_0000019,CHEMBL617242,13291,,Autocuration,1,,B,,,,,
2163,,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,BAO_0000019,CHEMBL617152,10590,,Autocuration,1,,F,,,,,
2164,,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,,BAO_0000221,CHEMBL617153,9064,10116.0,Autocuration,1,,B,,Rattus norvegicus,,Brain,
2165,,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,,BAO_0000249,CHEMBL617154,12268,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2166,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,,BAO_0000221,CHEMBL617155,13508,,Autocuration,1,,B,,,,Brain,
2167,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,BAO_0000019,CHEMBL617156,11279,,Autocuration,1,,F,,,,,
2168,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,BAO_0000019,CHEMBL617157,11200,,Autocuration,1,,F,,,,,
2169,,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,BAO_0000019,CHEMBL617158,11200,,Autocuration,1,,F,,,,,
2170,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,BAO_0000019,CHEMBL617159,11200,,Autocuration,1,,F,,,,,
2171,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,BAO_0000019,CHEMBL617160,11200,,Autocuration,1,,F,,,,,
2172,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,BAO_0000019,CHEMBL858113,11200,,Autocuration,1,,F,,,,,
2173,,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,,BAO_0000220,CHEMBL617247,9231,,Autocuration,1,,B,,,,Brain,
2174,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,BAO_0000019,CHEMBL617248,9737,,Autocuration,1,,B,,,,,
2175,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,BAO_0000249,CHEMBL617249,9737,,Autocuration,1,,B,,,,Brain,
2176,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,,BAO_0000019,CHEMBL617250,9737,,Autocuration,1,,B,,,,,
2177,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,BAO_0000019,CHEMBL617251,9737,,Autocuration,1,,B,,,,,
2178,,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL617252,11828,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2179,,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,,BAO_0000019,CHEMBL617006,12253,,Autocuration,1,,B,,,,,
2180,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,,BAO_0000019,CHEMBL617007,12253,,Autocuration,1,,B,,,,,
2181,,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",,BAO_0000019,CHEMBL617008,11279,,Autocuration,1,,F,,,,,
2182,,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,,BAO_0000019,CHEMBL617009,11866,,Autocuration,1,,B,,,,,
2183,,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,,BAO_0000224,CHEMBL617010,14424,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2184,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL857978,15180,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2185,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL617011,15180,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2186,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,,BAO_0000019,CHEMBL617012,9786,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2187,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,,BAO_0000224,CHEMBL617013,12132,,Autocuration,1,,B,,,,,
2188,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,,BAO_0000249,CHEMBL617014,5486,,Autocuration,1,,B,,,,,
2189,,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL617015,15316,,Autocuration,1,,B,,,,,
2190,,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,,BAO_0000019,CHEMBL617016,16429,,Autocuration,1,,B,,,,,
2191,,pKi value for 5-hydroxytryptamine 2 receptor binding site,,BAO_0000224,CHEMBL617017,14617,,Autocuration,1,,B,,,,,
2192,,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,,BAO_0000221,CHEMBL617018,11351,,Autocuration,1,,B,,,,Brain,
2193,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,BAO_0000019,CHEMBL617019,11279,,Autocuration,1,,F,,,,,
2194,,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,BAO_0000019,CHEMBL617020,9523,,Autocuration,1,,B,,,,,
2195,,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,BAO_0000019,CHEMBL617021,9523,,Autocuration,1,,B,,,,,
2196,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,BAO_0000019,CHEMBL617022,9523,,Autocuration,1,,B,,,,,
2197,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,BAO_0000019,CHEMBL617023,9523,,Autocuration,1,,B,,,,,
2198,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,BAO_0000019,CHEMBL617024,9523,,Autocuration,1,,B,,,,,
2199,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,BAO_0000019,CHEMBL617025,9523,,Autocuration,1,,B,,,,,
2200,,Hill coefficient of compound was determined,,BAO_0000224,CHEMBL617026,9523,,Autocuration,1,,B,,,,,
2201,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL617027,4771,,Autocuration,1,,B,,,,,
2202,,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,,BAO_0000019,CHEMBL617028,5033,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2203,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,,BAO_0000019,CHEMBL617029,10845,,Expert,1,,B,,,,,
2204,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,,BAO_0000019,CHEMBL875908,10845,,Expert,1,,B,,,,,
2205,,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),,BAO_0000357,CHEMBL617030,16288,,Autocuration,1,,B,,,,,
2206,,Affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex using [3H]ketanserin as radioligand (For ketanserin = Ki(nM)=0.7+/-0.09),,BAO_0000019,CHEMBL617031,16288,,Autocuration,1,,B,,,,,
2207,,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,,BAO_0000019,CHEMBL617032,16190,,Autocuration,1,,B,,,,,
2208,,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,,BAO_0000224,CHEMBL617033,12463,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
2209,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",,BAO_0000224,CHEMBL617034,9699,,Autocuration,1,,B,,,,,
2210,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,,BAO_0000224,CHEMBL617035,9699,,Autocuration,1,,B,,,,,
2211,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,BAO_0000019,CHEMBL617036,11662,,Autocuration,1,,B,,,,,
2212,,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617037,1205,,Autocuration,1,,B,,,,,
2213,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,,BAO_0000219,CHEMBL617038,11376,,Autocuration,1,,B,,,,,
2214,,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",,BAO_0000219,CHEMBL617039,11376,,Autocuration,1,,B,,,,,
2215,,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617161,4639,,Autocuration,1,,B,,,,,
2216,,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617162,2222,,Autocuration,1,,B,,,,,
2217,,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617163,1558,,Autocuration,1,,B,,,,,
2218,,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617164,1089,,Autocuration,1,,B,,,,,
2219,,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,,BAO_0000249,CHEMBL617165,386,,Autocuration,1,,B,,,,,
2220,,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,,BAO_0000224,CHEMBL617166,2474,,Autocuration,1,,B,,,,,
2221,,Binding affinity towards 5-HT2 receptor,,BAO_0000224,CHEMBL617167,17066,,Autocuration,1,,B,,,,,
2222,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL872912,959,,Autocuration,1,,B,,,,,
2223,,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,,BAO_0000224,CHEMBL617168,6398,,Autocuration,1,,B,,,,,
2224,,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,,BAO_0000224,CHEMBL617169,11889,,Autocuration,1,,B,,,,,
2225,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617170,4221,,Autocuration,1,,B,,,,,
2226,,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,,BAO_0000224,CHEMBL617171,11026,,Autocuration,1,,B,,,,,
2227,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,,BAO_0000224,CHEMBL617172,11866,,Autocuration,1,,B,,,,,
2228,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,BAO_0000224,CHEMBL617173,4221,,Autocuration,1,,B,,,,,
2229,,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,,BAO_0000019,CHEMBL617174,13950,,Autocuration,1,,B,,,,,
2230,,5-hydroxytryptamine 2 receptor binding affinity,,BAO_0000224,CHEMBL617175,1263,,Autocuration,1,,B,,,,,
2231,,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,,BAO_0000357,CHEMBL617176,13291,,Autocuration,1,,B,,,,,
2232,,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,,BAO_0000357,CHEMBL617177,10812,,Autocuration,1,,B,,,,,
2233,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,BAO_0000224,CHEMBL617178,13020,,Autocuration,1,,B,,,,,
2234,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,,BAO_0000224,CHEMBL617179,13021,,Autocuration,1,,B,,,,,
2235,,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,BAO_0000224,CHEMBL617180,13020,,Autocuration,1,,B,,,,,
2236,,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,,BAO_0000357,CHEMBL617181,14532,,Autocuration,1,,B,,,,,
2237,,Binding affinity against 5-hydroxytryptamine 2 receptor,,BAO_0000357,CHEMBL617182,13944,,Autocuration,1,,B,,,,,
2238,,Binding affinity against 5-hydroxytryptamine 2 receptor,,BAO_0000357,CHEMBL617183,14331,,Autocuration,1,,B,,,,,
2239,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,BAO_0000357,CHEMBL617184,14118,,Autocuration,1,,B,,,,,
2240,,Binding affinity against serotonergic 5-HT2 receptor,,BAO_0000357,CHEMBL617185,13033,,Autocuration,1,,B,,,,,
2241,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,,BAO_0000357,CHEMBL617186,10321,,Autocuration,1,,B,,,,,
2242,,Compound was evaluated for the binding affinity at 5- HT2 receptor,,BAO_0000357,CHEMBL617187,12918,,Autocuration,1,,B,,,,,
2243,,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,,BAO_0000357,CHEMBL617188,15120,,Autocuration,1,,B,,,,,
