assay_id,assay_organism,variant_id,assay_type,description,assay_strain,chembl_id,assay_tax_id,confidence_score,src_id,relationship_type,tid,curated_by,src_assay_id,cell_id,bao_format,tissue_id
1149,,,B,Binding constant against 5-hydroxytryptamine 1A receptor (in vivo),,CHEMBL616094,,8,1,H,10576,Autocuration,,,BAO_0000218,
1150,,,B,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex,,CHEMBL616095,,8,1,H,10576,Autocuration,,,BAO_0000221,955.0
1151,Rattus norvegicus,,B,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,CHEMBL616096,10116.0,9,1,D,10576,Expert,,,BAO_0000357,
1152,,,B,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes,,CHEMBL616097,,8,1,H,10576,Expert,,,BAO_0000249,
1153,Rattus norvegicus,,B,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus membranes,,CHEMBL616098,10116.0,9,1,D,10576,Expert,,,BAO_0000249,
1154,,,B,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,CHEMBL616099,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1155,,,B,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 1A receptor receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,CHEMBL616100,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1156,,,B,Ability to displace [3H]-8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,CHEMBL616101,,8,1,H,10576,Expert,,,BAO_0000357,
1157,,,B,Binding affinity at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes by [3H]8-OH-DPAT displacement.,,CHEMBL616102,,8,1,H,10576,Expert,,,BAO_0000249,
1158,,,B,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,CHEMBL616103,,8,1,H,10576,Autocuration,,,BAO_0000357,
1159,,,B,Compound was evaluated for its binding affinity against 5-hydroxytryptamine 1A receptor from rat cerebral cortex,,CHEMBL616104,,8,1,H,10576,Expert,,,BAO_0000019,
1160,,,B,"Binding affinity to 5-hydroxytryptamine 1A receptor (5-HT 1A receptor, serotonin receptor) from rat cortex using [3H]8-OH-DPAT as radioligand",,CHEMBL616105,,8,1,H,10576,Expert,,,BAO_0000019,
1161,Rattus norvegicus,,B,Displacement of [3H]prazosin from rat cortex membrane 5-hydroxytryptamine 1A receptor,,CHEMBL616106,10116.0,9,1,D,10576,Expert,,,BAO_0000019,
1162,,,B,Compound was evaluated for its binding affinity with 5-hydroxytryptamine 1A receptor using membranes prepared from rat cerebral cortex,,CHEMBL616107,,8,1,H,10576,Autocuration,,,BAO_0000019,
1163,,,B,Binding affinity towards rat 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand.,,CHEMBL616108,,8,1,H,10576,Expert,,,BAO_0000357,
1164,,,B,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,CHEMBL616109,,8,1,H,10576,Expert,,,BAO_0000221,10000000.0
1165,,,B,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site.,,CHEMBL616110,,8,1,H,10576,Autocuration,,,BAO_0000357,
1166,,,B,Binding affinity against rat 5-hydroxytryptamine 1A receptor in CHO cells.,,CHEMBL616111,,8,1,H,10576,Expert,,449.0,BAO_0000219,
1167,,,B,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat brain using [3H]-8-OH-DPAT as radioligand,,CHEMBL616112,,8,1,H,10576,Expert,,,BAO_0000019,
1168,,,B,Compound was tested for the Binding affinity against rat hippocampal 5-hydroxytryptamine 1A receptor by Radio ligand [3H]8-OH-DPAT binding assay.,,CHEMBL616113,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1169,,,B,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,CHEMBL616114,,8,1,H,10576,Autocuration,,,BAO_0000019,
1170,,,B,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,,CHEMBL616115,,8,1,H,10576,Autocuration,,,BAO_0000019,
1171,,,B,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1A receptor,,CHEMBL616116,,8,1,H,10576,Autocuration,,,BAO_0000357,
1172,,,B,Binding affinity for 5-hydroxytryptamine 1A receptor in rat brain tissue using [3H]8-OH-DPAT as radioligand,,CHEMBL615844,,8,1,H,10576,Expert,,,BAO_0000221,955.0
1173,,,B,In vitro displacement of [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,CHEMBL615939,,8,1,H,10576,Expert,,,BAO_0000221,10000000.0
1174,,,B,In vitro ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor sites of rat brain cortex.,,CHEMBL615940,,8,1,H,10576,Expert,,,BAO_0000019,
1175,,,B,In vitro affinity at 5-hydroxytryptamine 1A receptor of rat hippocampus by [3H]8-OH-DPAT displacement.,,CHEMBL615941,,8,1,H,10576,Expert,,,BAO_0000221,10000000.0
1176,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-HT1A receptor of rat hippocampus and the value ranges from 9 - 12,,CHEMBL615942,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1177,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,CHEMBL615943,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1178,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 12 to 17,,CHEMBL615944,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1179,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 391-841,,CHEMBL615945,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1180,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 17.,,CHEMBL615946,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1181,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 20.,,CHEMBL615947,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1182,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 245 to 736,,CHEMBL615948,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1183,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 25 - 84,,CHEMBL615949,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1184,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 48 to 59,,CHEMBL615950,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1185,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 3 -5,,CHEMBL615951,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1186,,,B,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 15 - 31,,CHEMBL615952,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1187,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 27 - 42,,CHEMBL615953,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1188,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 6 - 13,,CHEMBL615954,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1189,Rattus norvegicus,,B,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,,CHEMBL615955,10116.0,9,1,D,10576,Expert,,,BAO_0000221,10000000.0
1190,,,B,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.; ND is No Data.,,CHEMBL615956,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1191,,,B,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus. and the value ranges from 16 - 27,,CHEMBL615957,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1192,,,B,Displacement of [3H]2-(di-N-propylamino)-8-hydroxytetralin from central 5-hydroxytryptamine 1A receptor recognition sites in rat frontal cortex homogenates.,,CHEMBL615958,,8,1,H,10576,Expert,,,BAO_0000019,
1193,,,B,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate,,CHEMBL615959,,8,1,H,10576,Expert,,,BAO_0000019,
1194,,,B,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 1),,CHEMBL615960,,8,1,H,10576,Autocuration,,,BAO_0000019,
1195,,,B,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 2),,CHEMBL615961,,8,1,H,10576,Autocuration,,,BAO_0000019,
1196,,,B,Evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,CHEMBL615962,,8,1,H,10576,Expert,,,BAO_0000221,955.0
1197,,,B,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand.,,CHEMBL615963,,8,1,H,10576,Expert,,,BAO_0000019,
1198,,,B,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand; ND is no data.,,CHEMBL615964,,8,1,H,10576,Autocuration,,,BAO_0000019,
1199,,,B,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand;ND means no data,,CHEMBL615965,,8,1,H,10576,Autocuration,,,BAO_0000019,
1200,,,B,In vitro displacement of radioactively labeled ligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor site in CHO cells,,CHEMBL615966,,8,1,H,10576,Expert,,449.0,BAO_0000219,
1201,,,B,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat cortical membranes,,CHEMBL615967,,8,1,H,10576,Expert,,,BAO_0000249,
1202,,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor of rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,CHEMBL615968,,8,1,H,10576,Expert,,,BAO_0000019,
1203,,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),,CHEMBL615969,,8,1,H,10576,Autocuration,,449.0,BAO_0000218,
1204,,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (agonist) as radioligand (sc),,CHEMBL615970,,8,1,H,10576,Autocuration,,,BAO_0000218,
1205,Rattus norvegicus,,B,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT,,CHEMBL615971,10116.0,9,1,D,10576,Expert,,,BAO_0000357,
1206,,,B,In vitro binding affinity at 5-HT1A receptors assayed by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,CHEMBL615972,,8,1,H,10576,Expert,,,BAO_0000249,
1207,,,B,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes + cortex,,CHEMBL615973,,8,1,H,10576,Autocuration,,,BAO_0000249,
1208,,,B,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,,CHEMBL615974,,8,1,H,10576,Autocuration,,,BAO_0000249,
1209,Homo sapiens,,B,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,CHEMBL615975,9606.0,9,1,D,51,Expert,,449.0,BAO_0000219,
1210,,,B,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,,CHEMBL615976,,8,1,H,10576,Expert,,,BAO_0000249,
1211,Rattus norvegicus,,B,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,,CHEMBL872106,10116.0,9,1,D,10576,Expert,,,BAO_0000221,10000000.0
1212,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,CHEMBL615977,,8,1,H,10576,Autocuration,,,BAO_0000357,
1213,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,,CHEMBL615978,,8,1,H,10576,Autocuration,,,BAO_0000357,
1214,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,,CHEMBL616166,,8,1,H,10576,Autocuration,,,BAO_0000357,
1215,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,,CHEMBL616167,,8,1,H,10576,Autocuration,,,BAO_0000357,
1216,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,,CHEMBL616168,,8,1,H,10576,Autocuration,,,BAO_0000357,
1217,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,,CHEMBL616169,,8,1,H,10576,Autocuration,,,BAO_0000357,
1218,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,,CHEMBL616170,,8,1,H,10576,Autocuration,,,BAO_0000357,
1219,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,,CHEMBL616171,,8,1,H,10576,Autocuration,,,BAO_0000357,
1220,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,,CHEMBL616172,,8,1,H,10576,Autocuration,,,BAO_0000357,
1221,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,,CHEMBL616173,,8,1,H,10576,Autocuration,,,BAO_0000357,
1222,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,,CHEMBL616174,,8,1,H,10576,Autocuration,,,BAO_0000357,
1223,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,,CHEMBL616175,,8,1,H,10576,Autocuration,,,BAO_0000357,
1224,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,,CHEMBL616176,,8,1,H,10576,Autocuration,,,BAO_0000357,
1225,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,,CHEMBL616177,,8,1,H,10576,Autocuration,,,BAO_0000357,
1226,,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,,CHEMBL616178,,8,1,H,10576,Autocuration,,,BAO_0000357,
1227,,,B,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,,CHEMBL616179,,8,1,H,10576,Autocuration,,,BAO_0000019,
1228,,,B,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,,CHEMBL616180,,8,1,H,10576,Autocuration,,,BAO_0000357,
1229,,,B,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,,CHEMBL616181,,8,1,H,10576,Autocuration,,,BAO_0000357,
1230,,,B,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,,CHEMBL616182,,8,1,H,10576,Autocuration,,,BAO_0000019,
1231,,,B,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,CHEMBL616183,,8,1,H,10576,Autocuration,,,BAO_0000221,10000000.0
1232,,,B,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,,CHEMBL615874,,8,1,H,10576,Expert,,,BAO_0000019,
1233,Rattus norvegicus,,B,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,,CHEMBL615875,10116.0,9,1,D,10576,Expert,,485.0,BAO_0000219,
1234,,,B,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,,CHEMBL615876,,8,1,H,10576,Autocuration,,,BAO_0000019,
1235,,,B,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,,CHEMBL615877,,8,1,H,10576,Autocuration,,,BAO_0000019,
1236,,,B,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),,CHEMBL615878,,8,1,H,10576,Autocuration,,,BAO_0000357,
1237,,,B,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,,CHEMBL615879,,8,1,H,10576,Expert,,,BAO_0000357,
1238,,,B,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,,CHEMBL615880,,8,1,H,10576,Expert,,,BAO_0000357,
1239,,,B,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,CHEMBL615881,,8,1,H,10576,Autocuration,,,BAO_0000019,
1240,Rattus norvegicus,,B,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",,CHEMBL615882,10116.0,9,1,D,10576,Expert,,,BAO_0000019,
1241,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,,CHEMBL615883,,8,1,H,10576,Autocuration,,,BAO_0000218,
1242,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),,CHEMBL615884,,8,1,H,10576,Autocuration,,,BAO_0000218,
1243,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),,CHEMBL615885,,8,1,H,10576,Autocuration,,,BAO_0000218,
1244,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),,CHEMBL615886,,8,1,H,10576,Autocuration,,,BAO_0000218,
1245,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),,CHEMBL615887,,8,1,H,10576,Autocuration,,,BAO_0000218,
1246,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),,CHEMBL615888,,8,1,H,10576,Autocuration,,,BAO_0000218,
1247,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),,CHEMBL615889,,8,1,H,10576,Autocuration,,,BAO_0000218,
1248,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),,CHEMBL615890,,8,1,H,10576,Autocuration,,,BAO_0000218,
1249,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),,CHEMBL615891,,8,1,H,10576,Autocuration,,,BAO_0000218,
1250,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),,CHEMBL615892,,8,1,H,10576,Autocuration,,,BAO_0000218,
1251,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),,CHEMBL615893,,8,1,H,10576,Autocuration,,,BAO_0000218,
1252,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),,CHEMBL615894,,8,1,H,10576,Autocuration,,,BAO_0000218,
1253,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),,CHEMBL615895,,8,1,H,10576,Autocuration,,,BAO_0000218,
1254,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),,CHEMBL615896,,8,1,H,10576,Autocuration,,,BAO_0000218,
1255,,,F,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,,CHEMBL615897,,8,1,H,10576,Autocuration,,,BAO_0000218,
1256,Rattus norvegicus,,F,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",,CHEMBL615898,10116.0,9,1,D,10576,Expert,,,BAO_0000249,
1257,,,B,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,,CHEMBL615899,,8,1,H,10576,Autocuration,,,BAO_0000019,
1258,,,B,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,CHEMBL616291,,8,1,H,10576,Autocuration,,,BAO_0000019,
1259,,,B,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,,CHEMBL616292,,8,1,H,10576,Autocuration,,,BAO_0000357,
1260,,,F,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,CHEMBL616293,,8,1,H,10576,Autocuration,,,BAO_0000249,
1261,,,B,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,CHEMBL616294,,8,1,H,10576,Expert,,,BAO_0000221,10000000.0
1262,,,B,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,,CHEMBL616295,,8,1,H,10576,Autocuration,,,BAO_0000249,10000000.0
1263,,,B,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,,CHEMBL616296,,8,1,H,10576,Autocuration,,,BAO_0000221,955.0
1264,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,CHEMBL616297,,8,1,H,10576,Autocuration,,,BAO_0000019,
1265,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,,CHEMBL616605,,8,1,H,10576,Autocuration,,,BAO_0000019,
1266,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,,CHEMBL616606,,8,1,H,10576,Autocuration,,,BAO_0000019,
1267,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,CHEMBL616607,,8,1,H,10576,Autocuration,,,BAO_0000019,
1268,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,,CHEMBL616608,,8,1,H,10576,Expert,,,BAO_0000019,
1269,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,,CHEMBL616609,,8,1,H,10576,Autocuration,,,BAO_0000019,
1270,Rattus norvegicus,,F,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,,CHEMBL616610,10116.0,9,1,D,10576,Expert,,,BAO_0000019,
1271,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,,CHEMBL616611,,8,1,H,10576,Autocuration,,,BAO_0000019,
1272,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,,CHEMBL616612,,8,1,H,10576,Expert,,,BAO_0000019,
1273,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,,CHEMBL616613,,8,1,H,10576,Autocuration,,,BAO_0000019,
1274,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,,CHEMBL616614,,8,1,H,10576,Expert,,,BAO_0000019,
1275,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,,CHEMBL616615,,8,1,H,10576,Autocuration,,,BAO_0000019,
1276,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,,CHEMBL616616,,8,1,H,10576,Expert,,,BAO_0000019,
1277,,,F,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,,CHEMBL616617,,8,1,H,10576,Autocuration,,,BAO_0000019,
