miller2_FiscalYear,miller2_IRTCPercent,miller2_UntiedAmount(Project-levelBudget),miller2_DisabilityIssues(marker),miller2_GenderEquality(marker),miller2_FundCentreName,miller2_OrganisationType,miller2_ProjectBrowserCountryID,miller2_CountryRegionName,miller2_UrbanIssues(marker),miller2_FundCentreID,miller2_FSTCPercent,miller2_EnviromentalSustainability(marker),miller2_SectionID,miller2_DivisionName,miller2_AmountSpent,miller2_SectorID,miller2_ClimateChangeMitigation(marker),miller2_OrganisationClass,miller2_BilateralAid(internationalMarker),miller2_ContinentID,miller2_OrganisationID,miller2_CountryRegionPercent,miller2_YouthIssues(marker),miller2_SectorName,miller2_Desertification(marker),miller2_ParticipatoryDevelopmentAndGoodGovernance,miller2_TradeDevelopment(marker),miller2_Biodiversity(marker),miller2_ChildrenIssues(marker),miller2_IndigenousIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_KnowledgeForDevelopment(marker),miller2_OrganisationName,miller2_OrganisationSub-class,miller2_ContinentName,miller2_CountryRegionID,miller2_SectorPercent
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,SL,Sierra Leone,0,5282,0.1,1,S1079,MED Economic Development,2835560.0,31150,0,Multilateral,1,2,1001306,0.1558,0,Agricultural inputs,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,SL,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,SL,Sierra Leone,0,5282,0.1,1,S1079,MED Economic Development,2835560.0,31161,0,Multilateral,1,2,1001306,0.1558,0,Food crop production,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,SL,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,SL,Sierra Leone,0,5282,0.1,1,S1079,MED Economic Development,2835560.0,31166,0,Multilateral,1,2,1001306,0.1558,0,Agricultural extension,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,SL,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,SL,Sierra Leone,0,5282,0.1,1,S1079,MED Economic Development,2835560.0,31182,0,Multilateral,1,2,1001306,0.1558,0,Agricultural research,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,SL,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,SL,Sierra Leone,0,5282,0.1,1,S1079,MED Economic Development,2835560.0,31191,0,Multilateral,1,2,1001306,0.1558,0,Agricultural services,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,SL,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,SL,Sierra Leone,0,5282,0.1,1,S1079,MED Economic Development,2835560.0,31193,0,Multilateral,1,2,1001306,0.1558,0,Agricultural financial services,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,SL,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,4422600.0,31110,0,Multilateral,1,2,1001306,0.1215,0,Agricultural policy and administrative management,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.2
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,4422600.0,31120,0,Multilateral,1,2,1001306,0.1215,0,Agricultural development,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.2
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,2211300.0,31150,0,Multilateral,1,2,1001306,0.1215,0,Agricultural inputs,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,2211300.0,31161,0,Multilateral,1,2,1001306,0.1215,0,Food crop production,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,2211300.0,31166,0,Multilateral,1,2,1001306,0.1215,0,Agricultural extension,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,2211300.0,31182,0,Multilateral,1,2,1001306,0.1215,0,Agricultural research,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,2211300.0,31191,0,Multilateral,1,2,1001306,0.1215,0,Agricultural services,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.1
2009/2010,0.0,182000000.0,0,2,Natural Resources & Governance - INIT,Foreign Non-Profit Making,TG,Togo,0,5282,0.1,1,S1079,MED Economic Development,2211300.0,31193,0,Multilateral,1,2,1001306,0.1215,0,Agricultural financial services,1,0,1,0,0,0,0,0,World Bank,IFI,Africa,TG,0.1
2009/2010,0.0,30000000.0,0,2,MHO Dev't Food Aid,Foreign Non-Profit Making,AF,Afghanistan,0,5310,1.0,0,S5330,MHDInternational Humanitarian Assistance,5814750.0,31120,0,Multilateral,1,3,1001721,0.7753,0,Agricultural development,0,0,0,0,0,0,0,0,WFP - World Food Programme,UNITED NATIONS,Asia,AF,0.25
2009/2010,0.0,30000000.0,0,2,MHO Dev't Food Aid,Foreign Non-Profit Making,AF,Afghanistan,0,5310,1.0,0,S5330,MHDInternational Humanitarian Assistance,17444250.0,31161,0,Multilateral,1,3,1001721,0.7753,0,Food crop production,0,0,0,0,0,0,0,0,WFP - World Food Programme,UNITED NATIONS,Asia,AF,0.75
2009/2010,0.0,30000000.0,0,2,MHO Dev't Food Aid,Foreign Non-Profit Making,GH,Ghana,0,5310,1.0,0,S5330,MHDInternational Humanitarian Assistance,1685250.0,31120,0,Multilateral,1,2,1001721,0.2247,0,Agricultural development,0,0,0,0,0,0,0,0,WFP - World Food Programme,UNITED NATIONS,Africa,GH,0.25
2009/2010,0.0,30000000.0,0,2,MHO Dev't Food Aid,Foreign Non-Profit Making,GH,Ghana,0,5310,1.0,0,S5330,MHDInternational Humanitarian Assistance,5055750.0,31161,0,Multilateral,1,2,1001721,0.2247,0,Food crop production,0,0,0,0,0,0,0,0,WFP - World Food Programme,UNITED NATIONS,Africa,GH,0.75
2009/2010,0.0,50000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X1,Africa MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,25000.0,72050,0,Civil Society,1,2,1008787,0.5,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,Tufts University,UNIVERSITY,Africa,X1,1.0
2009/2010,0.0,50000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X2,Americas MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,7500.0,72050,0,Civil Society,1,1,1008787,0.15,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,Tufts University,UNIVERSITY,America,X2,1.0
2009/2010,0.0,50000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X3,Asia MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,12500.0,72050,0,Civil Society,1,3,1008787,0.25,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,Tufts University,UNIVERSITY,Asia,X3,1.0
2009/2010,0.0,50000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X4,Europe MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,5000.0,72050,0,Civil Society,1,5,1008787,0.1,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,Tufts University,UNIVERSITY,Europe,X4,1.0
2009/2010,0.0,100000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X1,Africa MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,50000.0,72050,0,Multilateral,1,2,1003586,0.5,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,OCHA - Office for the Coordination of Humanitarian Affairs,UNITED NATIONS,Africa,X1,1.0
2009/2010,0.0,100000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X2,Americas MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,15000.0,72050,0,Multilateral,1,1,1003586,0.15,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,OCHA - Office for the Coordination of Humanitarian Affairs,UNITED NATIONS,America,X2,1.0
2009/2010,0.0,100000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X3,Asia MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,25000.0,72050,0,Multilateral,1,3,1003586,0.25,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,OCHA - Office for the Coordination of Humanitarian Affairs,UNITED NATIONS,Asia,X3,1.0
2009/2010,0.0,100000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X4,Europe MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,10000.0,72050,0,Multilateral,1,5,1003586,0.1,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,OCHA - Office for the Coordination of Humanitarian Affairs,UNITED NATIONS,Europe,X4,1.0
2009/2010,0.0,200000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X1,Africa MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,100000.0,72050,0,Civil Society,1,2,1008000,0.5,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,HelpAge International,INTERNATIONAL NGO,Africa,X1,1.0
2009/2010,0.0,200000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X2,Americas MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,30000.0,72050,0,Civil Society,1,1,1008000,0.15,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,HelpAge International,INTERNATIONAL NGO,America,X2,1.0
2009/2010,0.0,200000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X3,Asia MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,50000.0,72050,0,Civil Society,1,3,1008000,0.25,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,HelpAge International,INTERNATIONAL NGO,Asia,X3,1.0
2009/2010,0.0,200000.0,0,0,MHO Inst Strengtherning,Foreign Non-Profit Making,X4,Europe MC,0,5230,0.0,0,S5330,MHDInternational Humanitarian Assistance,20000.0,72050,0,Civil Society,1,5,1008000,0.1,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,2,HelpAge International,INTERNATIONAL NGO,Europe,X4,1.0
2009/2010,0.0,1500000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,X3,Asia MC,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,1500000.0,72010,0,Multilateral,1,3,1001730,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,X3,1.0
2009/2010,0.0,1000000.0,0,0,MHI Food INIT,Foreign Non-Profit Making,CF,Central Afr.Rep,0,5309,0.0,0,S5320,MHDInternational Humanitarian Assistance,1000000.0,72040,0,Multilateral,1,2,1001721,1.0,0,Emergency food aid,0,0,0,0,0,0,0,0,WFP - World Food Programme,UNITED NATIONS,Africa,CF,1.0
2009/2010,0.0,650000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,PH,Philippines,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,650000.0,72010,0,Civil Society,1,3,1014663,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Asia,PH,1.0
2009/2010,0.0,1000000.0,0,1,MHI Non-Food INIT,Foreign Non-Profit Making,BI,Burundi,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,150000.0,72010,0,Multilateral,1,2,1001730,0.15,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,BI,1.0
2009/2010,0.0,1000000.0,0,1,MHI Non-Food INIT,Foreign Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,500000.0,72010,0,Multilateral,1,2,1001730,0.5,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,CD,1.0
2009/2010,0.0,1000000.0,0,1,MHI Non-Food INIT,Foreign Non-Profit Making,CG,Congo,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,50000.0,72010,0,Multilateral,1,2,1001730,0.05,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,CG,1.0
2009/2010,0.0,1000000.0,0,1,MHI Non-Food INIT,Foreign Non-Profit Making,RW,Rwanda,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,100000.0,72010,0,Multilateral,1,2,1001730,0.1,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,RW,1.0
2009/2010,0.0,1000000.0,0,1,MHI Non-Food INIT,Foreign Non-Profit Making,TZ,"Tanzania,Un Rep",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,200000.0,72010,0,Multilateral,1,2,1001730,0.2,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,TZ,1.0
2009/2010,0.0,2000000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,BI,Burundi,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,400000.0,72010,0,Civil Society,1,2,1014663,0.2,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,BI,1.0
2009/2010,0.0,2000000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,400000.0,72010,0,Civil Society,1,2,1014663,0.2,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,CD,1.0
2009/2010,0.0,2000000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,RW,Rwanda,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,400000.0,72010,0,Civil Society,1,2,1014663,0.2,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,RW,1.0
2009/2010,0.0,2000000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,TZ,"Tanzania,Un Rep",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,400000.0,72010,0,Civil Society,1,2,1014663,0.2,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,TZ,1.0
2009/2010,0.0,2000000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,UG,Uganda,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,400000.0,72010,0,Civil Society,1,2,1014663,0.2,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,UG,1.0
2009/2010,0.0,900000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,900000.0,72010,0,Civil Society,1,2,1000307,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,M�decins sans fronti�res/ Doctors without Borders,NGO,Africa,CD,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,1000000.0,72010,0,Civil Society,1,2,1000838,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,Oxfam-Qu�bec,VOLUNTEER SENDING AGENCY,Africa,CD,1.0
2009/2010,0.0,700000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,700000.0,72010,0,Civil Society,1,2,1000715,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,Canadian Catholic Organization for Development and Peace,NGO,Africa,CD,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,1000000.0,72010,0,Civil Society,1,2,1001218,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,World Vision Canada,NGO,Africa,CD,1.0
2009/2010,0.0,3000000.0,0,1,MHI Non-Food INIT,Foreign Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,3000000.0,72010,0,Multilateral,1,2,1001730,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,CD,1.0
2009/2010,0.0,500000.0,0,2,MHI Non-Food INIT,Foreign Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,500000.0,72010,0,Multilateral,1,2,1001302,1.0,1,Material relief assistance and services,0,0,0,0,1,0,0,0,UNICEF - United Nations Children's Fund,UNITED NATIONS,Africa,CD,1.0
2009/2010,0.0,1600000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,1600000.0,72010,0,Civil Society,1,2,1014663,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,CD,1.0
2009/2010,0.0,600000.0,0,1,MHI Non-Food INIT,Canadian Non-Profit Making,UG,Uganda,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,600000.0,72010,0,Civil Society,1,2,1014202,1.0,0,Material relief assistance and services,0,0,0,0,1,0,0,0,Action contre la faim,INTERNATIONAL NGO,Africa,UG,1.0
2009/2010,0.0,7300000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,SD,Sudan,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,2600000.0,72010,0,Multilateral,1,2,1001730,0.8,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,SD,1.0
2009/2010,0.0,7300000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,TD,Chad,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,650000.0,72010,0,Multilateral,1,2,1001730,0.2,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,TD,1.0
2009/2010,0.0,2000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,SD,Sudan,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,1000000.0,72010,0,Multilateral,1,2,1001302,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNICEF - United Nations Children's Fund,UNITED NATIONS,Africa,SD,1.0
2009/2010,0.0,500000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,SD,Sudan,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,500000.0,72050,0,Multilateral,1,2,1003586,1.0,0,Relief co-ordination; protection and support services,0,0,0,0,0,0,0,0,OCHA - Office for the Coordination of Humanitarian Affairs,UNITED NATIONS,Africa,SD,1.0
2009/2010,0.0,800000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,TD,Chad,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,800000.0,72010,0,Civil Society,1,2,1000307,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,M�decins sans fronti�res/ Doctors without Borders,NGO,Africa,TD,1.0
2009/2010,0.0,700000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CF,Central Afr.Rep,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,700000.0,72010,0,Civil Society,1,2,1000307,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,M�decins sans fronti�res/ Doctors without Borders,NGO,Africa,CF,1.0
2009/2010,0.0,900000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,ET,Ethiopia,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,900000.0,72010,0,Civil Society,1,2,1000307,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,M�decins sans fronti�res/ Doctors without Borders,NGO,Africa,ET,1.0
2009/2010,0.0,700000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,TD,Chad,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,700000.0,72010,0,Civil Society,1,2,1000517,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,CARE Canada,NGO,Africa,TD,1.0
2009/2010,0.0,900000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,ET,Ethiopia,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,900000.0,72010,0,Civil Society,1,2,1000499,1.0,0,Material relief assistance and services,1,0,0,0,0,0,0,0,Oxfam Canada,NGO,Africa,ET,1.0
2009/2010,0.0,750000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,TD,Chad,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,750000.0,72010,0,Civil Society,1,2,1000838,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,Oxfam-Qu�bec,VOLUNTEER SENDING AGENCY,Africa,TD,1.0
2009/2010,0.0,4500000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,SD,Sudan,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,1875000.0,72010,0,Civil Society,1,2,1014663,0.75,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,SD,1.0
2009/2010,0.0,4500000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,TD,Chad,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,625000.0,72010,0,Civil Society,1,2,1014663,0.25,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,TD,1.0
2009/2010,0.0,450000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,CF,Central Afr.Rep,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,450000.0,72010,0,Civil Society,1,2,1014663,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Africa,CF,1.0
2009/2010,0.0,2700000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,IQ,Iraq,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,2700000.0,72010,0,Multilateral,1,3,1001730,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,IQ,1.0
2009/2010,0.0,2100000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,IQ,Iraq,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,2100000.0,72010,0,Civil Society,1,3,1014663,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Asia,IQ,1.0
2009/2010,0.0,500000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,PS,West Bank Gaza,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,500000.0,72010,0,Civil Society,1,3,1014663,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Asia,PS,1.0
2009/2010,0.0,900000.0,0,0,MHI Non-Food INIT,Canadian Non-Profit Making,YE,Yemen,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,900000.0,72010,0,Civil Society,1,3,1014663,1.0,0,Material relief assistance and services,0,0,0,0,0,0,0,0,ICRC Appeals via CRCS,INTERNATIONAL NGO,Asia,YE,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,DZ,Algeria,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,2,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,DZ,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,EG,Egypt,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,2,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Africa,EG,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,IQ,Iraq,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,3,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,IQ,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,JO,Jordan,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,3,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,JO,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,LB,Lebanon,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,3,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,LB,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,PS,West Bank Gaza,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,3,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,PS,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,SY,Syrian Arab Rep,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,3,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,SY,1.0
2009/2010,0.0,1000000.0,0,0,MHI Non-Food INIT,Foreign Non-Profit Making,YE,Yemen,0,5303,0.0,0,S5320,MHDInternational Humanitarian Assistance,125000.0,72010,0,Multilateral,1,3,1001730,0.125,0,Material relief assistance and services,0,0,0,0,0,0,0,0,UNHCR - United Nations High Commissioner for Refugees,UNITED NATIONS,Asia,YE,1.0
