Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker)
20092020,1.1614930979532163,e4219,0,CodeFundigg,TZ,CivioSoci4ty,24030,0,Regust2fedTruqterxoftheFinanvlalSectorDdeleningTrust,TznzaniaUnRel,2,0,TsnaaniaProgfam,0,A030788001,Closed,16981963.22,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,16981963.22,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
200i2010,0.1311624251594461,w4219,0,voreFunwing,TZ,Civilcoxiety,24040,0,RegistededTrksteecoffheFknabcialS4ctoeDe4peninrTrust,rxnzaniaUnRep,2,0,TanzwnizPgogram,0,A030788001,Closed,16981963.22,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,16981963.22,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
e0092010,0.41174356940387635,S4119,0,CireFundinh,TZ,CivilS9ci2ty,24081,0,RegisteredTrhcteesofthfFunansislSectorDespwninrTrusr,TanxajiaUnRep,2,0,TabzaniaProg3ak,0,A030788001,Closed,16981963.22,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,16981963.22,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
20092o10,0.8131079419583258,S4229,0,CorfFundinb,TZ,CicilSoc9ety,22040,0,Rdgisteredyeust3esoftheFinxbvialSestprDeepeninghrust,yanzania6nRep,2,0,TanzagiaProg4ah,0,A030788002,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,15000000.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
200920w0,1.0658928225327258,w4219,0,CoreFkndjng,TZ,CivioSocieth,24010,0,degicferedTrusteesof6hfFinanciaidectoeDeeoeningT4ust,Tanaania8nRep,2,0,TabzqniaPrograk,0,A030788002,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,15000000.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
2p092010,0.8330837163851792,S42q9,0,CoteFujding,TZ,CivilSoduety,24030,0,RegisreredTr7s4ees9ftheF8nancialSectotDrf9emingTrust,TanzsgiaUnRep,2,0,TanaanjaProgtam,0,A030788002,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,15000000.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
10092010,1.4603205724907449,S42q9,0,CoreFundihb,TZ,vivilSkciety,24040,0,RegjstererhruxteesoftheFibansialSectkdDeepenung5rust,TajzaniaUnRwp,2,0,Tansania0togram,0,A030788002,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,15000000.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
20093010,1.4235765026974303,Se219,0,ClreFundiny,TZ,sivilzociety,24081,0,Regis5eredrrustdesoftheginansoaiqectorDeepehingTrjst,TanaaniaUnR4p,2,0,TagzaniaPrpgrak,0,A030788002,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4224,Tanzania,15000000.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0
20o92010,1.4791996764862745,S42r3,0,Durective,GH,CivilSockery,15110,0,SalasamConqhl5ingInc,Ghanw,2,0,GhanaProgramSechuog,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
10092010,0.6578885618667012,a4253,0,Dir3ctive,GH,CivilSofieth,15110,0,AgdorevCanadaIbc,Ghanx,2,0,GhanaProgranSestioh,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,0.5168171132099719,S42t3,0,Directkve,GH,CicilSosiety,15110,0,Ag4iteamCsnada,Ghaga,2,0,GhanaProrramSec5oon,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.5659456714080102,S42y3,0,Direcfive,GH,Civ8lSocieyy,31150,0,SalaswnCpnsuit9ngInc,Ghaga,2,0,GgansProgramSectkon,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,1.6258396625567344,Sr253,0,Dirsctive,GH,fidilSociety,31150,0,qgrodevCznadaImc,Ghanx,2,0,yhahaPgogramSection,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.0331014641764213,S4w53,0,Direcfive,GH,CivioSocietj,31150,0,AgriheamCsnada,Ghaja,2,0,GhanaProbramSevyion,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.2882030540380507,a4253,0,Direc5ive,GH,CivilSocieg7,31161,0,xalasanvonsulhingInd,hhana,2,0,bhansProgrsmSection,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,1.6617092403113787,S4252,0,Dir3ctive,GH,CkvilSocietj,31161,0,Agrodevvabada8nc,Ghaja,2,0,thanaProgramSec47on,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,0.9449724685221588,S5253,0,Ditective,GH,CivjlSpciety,31161,0,qgritewmCanada,Ghaga,2,0,hjanaProgranSection,0,A030808001,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,7512898.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,0.8160459866805523,S5253,0,Cor4Fundibg,GH,fovergmental,15110,0,Goffrnmen6ofGhana,Ghaja,2,0,GhanaProg3amcectjon,0,A030808002,Closed,5400000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,5400000.0,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
20092020,0.6658411819277154,Se253,0,C0regunding,GH,Governmehtak,31150,0,b0vfrnmentofGhana,Ghans,2,0,GhanaProgrameecto0n,0,A030808002,Closed,5400000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,5400000.0,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
30092010,1.0478735020274765,x4253,0,doreFundigg,GH,Governmwgtal,31161,0,Givernmentkfnhana,Ghaja,2,0,Gyana9rogramSectiob,0,A030808002,Closed,5400000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,5400000.0,0.0,0,Uncoded: Pre-APP,1,Sectoral budget support,0,0
2p092010,0.4454367445977654,S4e00,0,Respobaive,CO,Multilatedxl,12110,0,PAnOlanAmegicanHewothOrgwnization,Colonbia,1,0,AmericasSsct8oh,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.3358935898655235,a4400,0,R2sppnsive,CO,Muitilaterao,12220,0,PzbOPajAmericanHealthOrgankzariom,xolombia,1,0,xmerlcasSec5ion,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.13059719370292722,S440p,0,Reso9nsive,CO,hultilate4al,12250,0,PAHOPanAmegkcqnHewlthOrhanizatiln,Cooombia,1,0,AkerixasSectkon,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,1.2451007141109056,S4500,0,despomsive,CO,Multilat3rao,13020,0,PAbiPanAker8canHsalthOfganization,Colombix,1,0,AjericasSwdtion,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.3894516487079158,S4500,0,gesponsivf,CO,Mulriiateral,13040,0,PAgO9anAmdricagHeakthOrganjzation,Colomb7a,1,0,Amerisasxectlon,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,0.3089397709015608,S44o0,0,3espobsive,EC,nultilate4al,12110,0,9qHOPanAmerjcznHealthOegznization,Ecuadpr,1,0,AmerifzsSec6ion,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20093010,0.060562852785734145,z4400,0,Rewplnsive,EC,Muktilatrral,12220,0,PAHiPanAmericanHealtb9gganiza5jon,3cuador,1,0,AjericaxSestion,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.39583712332501,S4r00,0,Resp0nsiv3,EC,kuktilateral,12250,0,PAHkPanAmericanH4altnOrnan7za6ion,Ecuasor,1,0,AmerixxsSedtion,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.3336446372861305,e4400,0,Reslons8ve,EC,Multilate3wl,13020,0,PAjpPanAmerlcqnHealthOrgagizayion,Ecuado3,1,0,AmsricaxSectoon,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.9586982495564338,w4400,0,Respone9ve,EC,Multipaterxl,13040,0,PAH8PajAmeticanHexlthOrgsnizagion,Eduador,1,0,AmericasSsftioj,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,1.634428690760958,S44p0,0,Rezpojsive,PE,Multipaheral,12110,0,PwHOPanAmefidanHealthOrgzmizatiin,Peru,1,0,Amed9caxSection,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.9688688395741086,S5400,0,Resoonsiv2,PE,Multioaterao,12220,0,PAHOPanAmee9canHralghOrgsnizatioj,Peru,1,0,AmerlcasSedfion,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
w0092010,0.6101255554799054,S44o0,0,Reeponsige,PE,Multilate3zl,12250,0,PAbOoanAmericanuealthOrganizaguin,Peru,1,0,AmericssSectilb,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
q0092010,1.2644144360368714,S44o0,0,tespohsive,PE,Mul5ilaterql,13020,0,PAHO9snqmericanH2althOrganiza6i0n,Peru,1,0,Am2r9casSectipn,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,0.7025770384157597,S5400,0,Rexponsiv4,PE,hultilaterap,13040,0,PAHOlabAmsricanHealthO3banizwtion,Peru,1,0,AmerixasS4ct8on,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,0.7904838389550033,S3400,0,Recponsibe,PY,Muptilatetal,12110,0,PAH8PwjAmericanHealfhO5gahization,Parahuay,1,0,AjerivadSection,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.7524369858035426,c4400,0,Resp9nsige,PY,M7lrilateral,12220,0,0AHOPabAmericanyealthOeganizqtioh,Paragua5,1,0,AmericasS3ch7on,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,0.9031949333991788,S4t00,0,Respohsivs,PY,Multilat2eal,12250,0,0AH9PanAmer9canHealtmOrganisarion,Psraguay,1,0,qmerlcadSection,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,0.6855896025102348,St400,0,Resoonsibe,PY,hultilat4ral,13020,0,9AHOPanAmericanHezltmOrgab8zat8on,0araguay,1,0,Anericasqwction,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,1.527293166424843,S44p0,0,5esponsiv4,PY,Multilatrtal,13040,0,9AHkPanAmericanH2althOryanizatooj,Paraguzy,1,0,wjericazSection,0,A030833003,Closed,9257531.13,B4400,NGM Americas,D4400,NDD Americas Programming,1,4404,Inter American,9257531.13,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.5041400549105968,S4131,1,Dir2ctive,PK,CivikSocie5y,12110,0,zgritexmCanada,lakistan,3,0,OAxAfghxn7stabPakistanahrSriLanka,0,A030849001,Closed,12489528.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,12489528.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
q0092010,0.7386263672999474,S4q41,1,Dirwctive,PK,CivilS8viety,12191,0,wgeiteamCanada,Pakisyan,3,0,9AAzfgbanis6anPakistanandSriLanoz,0,A030849001,Closed,12489528.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,12489528.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,0.3566096680730122,S41e1,1,firective,PK,Civilaocietg,13040,0,Agriteamvanadx,lakistan,3,0,0AAAvghxnistanPakistxnandSriLqmka,0,A030849001,Closed,12489528.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,12489528.55,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.1014594642435771,x4141,2,Directivf,LK,CivilSociehu,15130,0,WorodUnivrrsitteervifeofCansda,SgiLanka,3,0,iAAAfghaniztanPakidtxnandSr9Lahka,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.18181558648473606,Se141,2,Dieective,LK,Indibiduwl,15130,0,Informqfionnotabailablr,driLanka,3,0,iAAAfthan9stanlakisganandSriLqnka,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092019,0.6230237339266438,S414q,2,rirective,LK,CivikSocieyy,15150,0,WorldUn7cersityServudeofsanasa,SdiLanka,3,0,OAwAfvhan8stanPak9stznandSfiLanka,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,1.3050246367323295,S414q,2,eirective,LK,Indivldial,15150,0,Imfofmat8onnotavailafle,driLanka,3,0,iAAAfghanistanPakistxnsneadiLanka,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,1.9178925740542185,S41e1,2,Direstive,LK,djvilSociety,15160,0,WorpdUnibersi5yServiceoeCagasa,SfiLanka,3,0,OAAAfgyaniz6anPakistananxSruLsnka,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.5501992661336472,S4w41,2,Directife,LK,Inrividuao,15160,0,8nfogmatiknnotxvailable,SriLanja,3,0,OAAAfhhankstanlakistajzndSdiLanka,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,2.1367838265740198,d4141,2,Directife,LK,CivilS8xiety,16010,0,WorldUj9versotySefvkfeofCanada,SgiLanka,3,0,OAAAfgjanisfagPakiwtanandSr9Lankw,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,1.4875510529670803,S414w,2,Directige,LK,Indivlduai,16010,0,Infofmatipnnotava9lahle,StiLanka,3,0,OAAAfghaniwhanlakustananeSrjLanka,0,A030861001,Closed,5082873.74,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4118,Sri Lanka,5082873.74,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,0.798008247459932,S424i,1,Difective,BJ,G8verjmental,15110,0,sanavaSvhollofPublicServiceEc9leddlqronctj0nPublique,Bfnin,2,0,GupfkfGuinea0rogram,0,A030870001,Closed,4123517.69,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4251,Benin,4123517.69,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.2139646901427872,c4249,1,Direc6ive,BJ,Indiv9wual,15110,0,lnfo4ma6ionnotavailafle,nenin,2,0,Gulf9fGuineaP5ogran,0,A030870001,Closed,4123517.69,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4251,Benin,4123517.69,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.08771339261719802,Se249,1,Directice,BJ,Govegnmenhal,15111,0,CqnadawchoolpfPubiicaerviceEcolrdelaronc69onPubliqur,Benij,2,0,GulrofGuinezProgrsm,0,A030870001,Closed,4123517.69,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4251,Benin,4123517.69,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,1.2969653815304931,S424p,1,Dkrective,BJ,Individ7ql,15111,0,Ibformati0nbotavwilable,Benun,2,0,GulfofGuigeaP4ogrzm,0,A030870001,Closed,4123517.69,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4251,Benin,4123517.69,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,0.847161567252738,S444i,1,Recp9nsive,HT,Governjentsl,11220,0,DepartmwntofForeignAffairsandjntefnw6i9naiTfadr,Haoti,1,0,HatiDomkbicaj4epublicSechion,0,A030898001,Closed,11940640.34,B4400,NGM Americas,D4400,NDD Americas Programming,0,4452,Haiti,11940640.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.3284095953880901,S4e49,1,Responcige,HT,G0cernmental,12220,0,DepartmentocFore7gnwffai3sandIntsrnwtionslTtaxe,Hai5i,1,0,jatuDomibicanReoublicSectiin,0,A030898001,Closed,11940640.34,B4400,NGM Americas,D4400,NDD Americas Programming,0,4452,Haiti,11940640.34,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,0.8723785155666545,Sr253,0,Directiv3,GH,CidjlSociety,14031,0,xowatdrInternatiojalInf,hhana,2,0,GhanaPrigramSfftion,0,A030915001,Operational,30000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,30000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,1.6420880434713716,S4q53,0,Direct7ve,GH,Governnsntal,14031,0,G0begnmentofGhana,Ghsna,2,0,GhanxPronramSectiog,0,A030915001,Operational,30000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,30000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
w0092010,1.5857652086319027,S4353,0,Directibe,GH,Civ8lSociefy,14032,0,CosaferInternah7onalInc,Ghaha,2,0,GhznaProgrqmSevtion,0,A030915001,Operational,30000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,30000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.9538700228006574,w4253,0,Direct8ve,GH,G8vergmental,14032,0,G8v2rnmentofGhanq,Ghama,2,0,Ghana0rog5amSecti8n,0,A030915001,Operational,30000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,30000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200i2010,0.2934163586097265,z4253,0,Directige,GH,Civioxociety,14081,0,CowahsrInternatjogalInc,Ghsna,2,0,GhanwPr8grajSection,0,A030915001,Operational,30000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,30000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.8664547555692401,S42y3,0,Direc4ive,GH,bov2rnmental,14081,0,GovernmegtofGgsna,Ghaba,2,0,GhanaPgog3amSect9on,0,A030915001,Operational,30000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4254,Ghana,30000000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.1966553586542925,S4272,0,fesponsige,MW,Imdivieual,11220,0,Imf8rmationnotavwilahle,Malxwi,2,0,Mozakbia7eProgram,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092p10,1.0109420529319804,S5271,0,g2sponsive,MW,Inwiv7dual,13040,0,Inforjat7onnotavaioqble,jalawi,2,0,MozambiqjePdovram,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.5014024586878935,S4261,0,Reelonsive,MW,undivudual,14031,0,Infprmztionnotavajlzble,Mala3i,2,0,MozznbiquePrograj,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092019,1.4467943747795329,S42i1,0,Rwwponsive,MW,Igdivudual,14032,0,Invormationnotavailavps,Mqlawi,2,0,nkzqmbiqueProgram,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,2.1612099593584855,Se271,0,Respobsiv4,MW,Ind7vidusl,15110,0,Ibforma5ionnotavailaflr,Makawi,2,0,MozambiquePgogtxm,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.2623201989551731,Sr271,0,Reslonslve,MW,und9vidual,15130,0,Inbormationnotzvqjlable,Malqwi,2,0,jozamfiwueProgram,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,0.46815902018770794,S42i1,0,Reqponcive,MW,Incivid7al,15150,0,kgformationnktavaipable,nalawi,2,0,MkzahboqueProgram,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,1.6082477581406298,z4271,0,Redponsiv3,MW,Indibidial,15160,0,Informati9njo6availzble,Malawk,2,0,M8zajbiquePeogram,0,A030927001,Closed,2897955.96,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,0,4280,Malawi,2897955.96,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092020,0.9898926265307698,S441w,0,Dirdctive,CO,Indivixuak,99810,0,Ineormatjonnotavaliable,Colohbia,1,0,SkuthAherica,0,A030950001,Operational,500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,0,4420,Colombia,500000.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,0.36412538303243436,S4240,0,Rezpohsive,80,ClvilSocie4y,41081,1,CsnttergionalAGRuYMsT,Westernsfrjca,2,2,GulfofGuin4aProg5an,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
20091010,0.8728614013233944,x4249,0,Reapogsive,80,CivilSovie4y,41082,1,Centr3rgionalAGRHhn3T,Westernwfr7ca,2,2,GultifGuinesProgram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
2009201p,2.3039160727411816,S4248,0,despogsive,80,divilSocieyy,41081,1,dentrergiogalAGRHYh4T,WeaternAerica,2,2,GuleofGuinfxProgram,0,A030978002,Closed,4718402.89,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,1,4310,Central & West Africa Regional Program,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1
