Time,Artist_Name,Song_Name,Released,Genre,CopyRight,id,Album_Name,Price
3:59,Shinedown,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",27-May-03,"Rock , Music , Hard Rock , Alternative",2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,1446,Leave a Whisper ( Deluxe Version ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1447,Somewhere In the Stratosphere ( Live ),$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1448,Amaryllis,$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1449,Amaryllis,$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1450,Amaryllis,$ 1.29
3:42,Shinedown,Call Me,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1451,The Sound of Madness,$ 1.29
3:42,Shinedown,Call Me,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1452,The Sound of Madness,$ 1.29
5:08,Danny Elfman,Alice 's Theme,2-Mar-10,"Soundtrack , Music",2010 Buena Vista Records,1453,Almost Alice ( Music Inspired By the Motion Picture ),$ 1.29
3:14,Shinedown,Some Day,4-Oct-05,"Rock , Music , Metal , Alternative , Hard Rock",2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,1454,Us and Them,$ 1.29
3:47,Shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1455,The Sound of Madness ( Deluxe Edition ),$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1456,Amaryllis,$ 1.29
3:42,Shinedown,Call Me,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1457,The Sound of Madness,$ 1.29
3:42,Shinedown,Call Me,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1458,The Sound of Madness,$ 1.29
3:37,Shinedown,Son of Sam ( Bonus Track ),23-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1459,The Sound of Madness ( Deluxe Version ),Album Only
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1460,Amaryllis,$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1461,Amaryllis,$ 1.29
4:09,Shinedown,45,27-May-03,"Rock , Music , Hard Rock , Alternative",2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,1462,Leave a Whisper,$ 1.29
3:42,Shinedown,Call Me,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1463,The Sound of Madness,$ 1.29
3:37,Shinedown,Son of Sam ( Bonus Track ),23-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1464,The Sound of Madness ( Deluxe Version ),Album Only
4:09,Shinedown,45,27-May-03,"Rock , Music , Hard Rock , Alternative",2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,1465,Leave a Whisper,$ 1.29
3:14,Shinedown,Some Day,4-Oct-05,"Rock , Music , Metal , Alternative , Hard Rock",2005 Atlantic Recording Corp. . For the United States and WEA International Inc. for the world outside of the United States .,1466,Us and Them,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1467,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1468,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1469,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1470,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1471,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1472,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1473,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1474,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1475,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1476,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1477,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1478,The Studio Album Collection,$ 1.29
4:09,Shinedown,45,27-May-03,"Rock , Music , Hard Rock , Alternative",2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,1479,Leave a Whisper,$ 1.29
4:19,Shinedown,Save Me ( Pull Mix ),20-Jun-06,"Rock , Music",2006 Atlanic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States .,1480,Shinedown - EP,$ 1.29
3:42,Shinedown,Call Me,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1481,The Sound of Madness,$ 1.29
3:42,Shinedown,Call Me,24-Jun-08,"Rock , Music , Metal , Alternative , Grunge , Hard Rock",2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,1482,The Sound of Madness,$ 1.29
3:25,Shinedown,Devour ( iTunes Session ),6-Apr-10,"Rock , Music",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1483,iTunes Session,$ 1.29
3:47,Shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1484,The Sound of Madness ( Deluxe Edition ),$ 1.29
3:47,Shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1485,The Sound of Madness ( Deluxe Edition ),$ 1.29
3:47,Shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1486,The Sound of Madness ( Deluxe Edition ),$ 1.29
3:47,Shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1487,The Sound of Madness ( Deluxe Edition ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1488,Somewhere In the Stratosphere ( Live ),$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1489,Amaryllis,$ 1.29
2:40,Cherri Bomb,Shake the Ground,1-May-12,"Soundtrack , Music","2012 Hollywood Records , Inc.",1490,Avengers Assemble ( Music Inspired By the Motion Picture ),$ 0.99
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1491,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1492,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1493,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1494,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1495,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1496,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1497,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1498,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1499,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1500,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1501,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1502,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1503,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1504,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1505,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1506,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1507,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1508,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1509,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1510,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1511,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1512,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1513,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1514,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1515,Amaryllis,$ 1.29
4:01,Shinedown,Through the Ghost,23-Mar-12,"Rock , Music , Alternative , Grunge , Hard Rock , Metal",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1516,Amaryllis,$ 1.29
3:54,Shinedown,Unity ( Steve Lade Radio Edit ),24-Jul-12,"Dance , Music , Electronic",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1517,Unity - Single,$ 1.29
3:54,Shinedown,Unity ( Steve Lade Radio Edit ),24-Jul-12,"Dance , Music , Electronic",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1518,Unity - Single,$ 1.29
3:54,Shinedown,Unity ( Steve Lade Radio Edit ),24-Jul-12,"Dance , Music , Electronic",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1519,Unity - Single,$ 1.29
4:07,Shinedown,Bully ( Figure Remix ),2-Nov-12,"Dance , Music , Electronic",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1520,Bully ( Remixes ) - Single,$ 1.29
4:07,Shinedown,Bully ( Figure Remix ),2-Nov-12,"Dance , Music , Electronic",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1521,Bully ( Remixes ) - Single,$ 1.29
4:07,Shinedown,Bully ( Figure Remix ),2-Nov-12,"Dance , Music , Electronic",2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1522,Bully ( Remixes ) - Single,$ 1.29
4:02,Shinedown,I 'll Follow You ( From the Warner Sound Live Room Sessions ),16-Apr-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1523,I 'll Follow You ( From the Warner Sound Live Room Sessions ) - Single,$ 1.29
3:14,Shinedown,I Feel the Earth Move ( The Live Room ),27-May-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1524,The Warner Sound Live Room EP,$ 1.99
3:14,Shinedown,I Feel the Earth Move ( The Live Room ),27-May-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1525,The Warner Sound Live Room EP,$ 1.99
3:14,Shinedown,I Feel the Earth Move ( The Live Room ),27-May-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1526,The Warner Sound Live Room EP,$ 1.99
3:14,Shinedown,I Feel the Earth Move ( The Live Room ),27-May-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1527,The Warner Sound Live Room EP,$ 1.99
3:14,Shinedown,I Feel the Earth Move ( The Live Room ),27-May-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1528,The Warner Sound Live Room EP,$ 1.99
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1529,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1530,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1531,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1532,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1533,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1534,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1535,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1536,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1537,The Studio Album Collection,$ 1.29
4:01,Shinedown,Through the Ghost,8-Nov-13,"Rock , Music",2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,1538,The Studio Album Collection,$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1539,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1540,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1541,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1542,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1543,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1544,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1545,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1546,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1547,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1548,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1549,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1550,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1551,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1552,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1553,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1554,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1555,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1556,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1557,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1558,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1559,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1560,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1561,Somewhere In the Stratosphere ( Live ),$ 1.29
5:06,Shinedown,Second Chance ( Live Acoustic from Kansas City ),18-Apr-11,"Rock , Music , Metal , Alternative , Hard Rock",2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1562,Somewhere In the Stratosphere ( Live ),$ 1.29
3:25,Shinedown,Devour ( iTunes Session ),6-Apr-10,"Rock , Music",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1563,iTunes Session,$ 1.29
3:25,Shinedown,Devour ( iTunes Session ),6-Apr-10,"Rock , Music",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1564,iTunes Session,$ 1.29
3:25,Shinedown,Devour ( iTunes Session ),6-Apr-10,"Rock , Music",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,1565,iTunes Session,$ 1.29
3:28,Kerli,Tea Party,1-Jun-10,"Soundtrack , Music , Rock",2010 Buena Vista Records,1566,Almost Alice ( Deluxe Version ),$ 1.99
3:47,Shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1567,The Sound of Madness ( Deluxe Edition ),$ 1.29
3:47,Shinedown,Breaking Inside ( feat . Lzzy Hale of Halestorm ) [ Bonus Track ],24-Jun-08,"Rock , Music , Alternative , Grunge , Metal , Hard Rock",2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,1568,The Sound of Madness ( Deluxe Edition ),$ 1.29
