assay_id,assay_test_type,assay_organism,assay_category,assay_type,relationship_type,curated_by,assay_tissue,assay_tax_id,description,tid,variant_id,src_assay_id,src_id,doc_id,bao_format,assay_strain,assay_cell_type,assay_subcellular_fraction
562,,,,B,H,Autocuration,Hippocampus,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,51,,,1,12248,BAO_0000221,,,
563,,,,B,H,Autocuration,Hippocampus,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,51,,,1,12249,BAO_0000221,,,
564,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
565,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
566,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of azido-[125I]-IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
567,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [125I]IPAPP (0.25 nM) binding to 5-HT1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
568,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [125I]IPAPP (2.5 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
569,,,,B,H,Autocuration,Hippocampus,,Inhibitory concentration against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,51,,,1,12249,BAO_0000221,,,
570,,,,B,H,Autocuration,Hippocampus,,"Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",51,,,1,11799,BAO_0000221,,,
571,,Rattus norvegicus,,B,D,Expert,,10116.0,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampal membranes,10576,,,1,14331,BAO_0000249,,,Membranes
572,,Bos taurus,,B,H,Expert,Hippocampus,9913.0,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of bovine hippocampus.,51,,,1,11884,BAO_0000221,,,
573,,,,B,H,Autocuration,Hippocampus,,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (0.5 nM) ligand in hippocampus + frontal bovine was determined,51,,,1,14331,BAO_0000221,,,
574,,,,B,H,Autocuration,Hippocampus,,Compound was evaluated for its ability to displace [3H]DPAT from 5-HT1A receptor in homogenates of bovine hippocampus,51,,,1,11701,BAO_0000221,,,
575,,,,B,H,Expert,Hippocampus,,Ability to displace [3H]-DPAT from 5-hydroxytryptamine 1A receptor in homogenates of bovine hippocampus.,51,,,1,11701,BAO_0000221,,,
576,,,,B,H,Autocuration,Hippocampus,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in bovine hippocampus,51,,,1,12248,BAO_0000221,,,
577,,,,B,H,Autocuration,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in CHO cells,51,,,1,12248,BAO_0000219,,CHO,
578,,,,B,H,Expert,Hippocampus,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,51,,,1,12248,BAO_0000221,,,
579,,,,B,H,Expert,Hippocampus,,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,51,,,1,12249,BAO_0000221,,,
580,,,,B,H,Autocuration,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,51,,,1,12248,BAO_0000219,,CHO,
581,,,,B,H,Expert,Hippocampus,,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",51,,,1,11799,BAO_0000221,,,
582,,,,B,H,Autocuration,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,51,,,1,634,BAO_0000357,,,
583,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-HT1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
584,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
585,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
586,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
587,,,,B,H,Autocuration,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,51,,,1,9995,BAO_0000221,,,
588,,,,B,H,Expert,Hippocampus,,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,51,,,1,12210,BAO_0000218,,,
589,,,,B,H,Expert,Hippocampus,,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,51,,,1,13311,BAO_0000221,,,
590,,Homo sapiens,,B,D,Expert,,9606.0,"Tested in vitro for the inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor, expressed in cloned CHO cells.",51,,,1,2331,BAO_0000219,,CHO,
591,,Cavia porcellus,,F,H,Autocuration,,10141.0,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig,51,,,1,1375,BAO_0000019,,,
592,,Cavia porcellus,,F,H,Autocuration,,10141.0,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor in guinea pig; NT means not tested,51,,,1,1375,BAO_0000019,,,
593,,Cavia porcellus,,F,H,Autocuration,Hippocampus,10141.0,Effect on forskolin stimulated adenylate cyclase activity at 5-hydroxytryptamine 1A receptor of guinea pig hippocampus.,51,,,1,11574,BAO_0000221,,,
594,,Cavia porcellus,,B,H,Autocuration,Ileum,10141.0,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,51,,,1,12867,BAO_0000221,,,
595,,Cavia porcellus,,B,H,Autocuration,Ileum,10141.0,Ability to antagonize Acetylcholine induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,51,,,1,12867,BAO_0000221,,,
596,,Cavia porcellus,,B,H,Autocuration,Ileum,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor.,51,,,1,12867,BAO_0000221,,,
597,,Cavia porcellus,,B,H,Autocuration,Ileum,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,51,,,1,12867,BAO_0000221,,,
598,,Cavia porcellus,,B,H,Autocuration,Ileum,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor. Inactive at dose level of 1.0 uM,51,,,1,12867,BAO_0000221,,,
599,,Cavia porcellus,,B,H,Autocuration,Ileum,10141.0,Ability to antagonize electrical induced contractile responses in Guinea pig ileum for 5-HT1A receptor; Inactive at dose level of 1.0 uM,51,,,1,12867,BAO_0000221,,,
600,,Cavia porcellus,,B,H,Autocuration,,10141.0,Binding affinity against 5-hydroxytryptamine 1A receptor,51,,,1,11574,BAO_0000357,,,
601,,Cavia porcellus,,B,H,Autocuration,,10141.0,Compound is evaluated for in vitro receptor binding affinity against 5-hydroxytryptamine 1A receptor,51,,,1,13114,BAO_0000357,,,
602,,Cavia porcellus,,B,H,Autocuration,,10141.0,Binding affinity was determined against 5-hydroxytryptamine 1A receptor,51,,,1,13181,BAO_0000357,,,
603,,Cavia porcellus,,B,H,Autocuration,Hippocampus,10141.0,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,106,,,1,10639,BAO_0000221,,,
604,,Cavia porcellus,,F,H,Autocuration,Hippocampus,10141.0,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,106,,,1,10639,BAO_0000221,,,
605,,Cricetulus griseus,,B,H,Autocuration,,10029.0,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),11863,,,1,11883,BAO_0000218,,CHO,
606,,,,B,H,Autocuration,,,Fraction involved in salt bridge interactions with Asp3:11 part of the 5-hydroxytryptamine 1A receptor,51,,,1,17785,BAO_0000357,,,
607,,,,F,H,Autocuration,,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-HT 1A receptor in HeLa cells; value ranges from 85-370,51,,,1,1558,BAO_0000219,,HeLa,
608,,,,F,H,Autocuration,,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1A receptor in HeLa cells; value ranges from 95-320,51,,,1,1558,BAO_0000219,,HeLa,
609,,,,F,H,Autocuration,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,51,,,1,15740,BAO_0000019,,,
610,,,,F,H,Autocuration,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,51,,,1,17624,BAO_0000219,,CHO,
611,,,,F,H,Expert,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,51,,,1,17624,BAO_0000219,,CHO,
612,,,,F,H,Autocuration,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=Not determined,51,,,1,17624,BAO_0000219,,CHO,
613,,,,F,H,Autocuration,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=not determined,51,,,1,17624,BAO_0000219,,CHO,
614,,,,B,H,Expert,,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
615,,,,B,H,Expert,,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
616,,,,B,H,Autocuration,,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells; nd=not determined,51,,,1,17624,BAO_0000219,,CHO,
617,,,,F,H,Autocuration,,,In vitro potency at human 5-hydroxytryptamine 1A receptor in inhibiting forskolin-stimulated accumulation of intracellular cAMP,51,,,1,14256,BAO_0000219,,,
618,,Homo sapiens,,B,D,Expert,,9606.0,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,51,,,1,3445,BAO_0000219,,HeLa,
619,,Homo sapiens,,B,D,Expert,,9606.0,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells; Inverse,51,,,1,3445,BAO_0000219,,HeLa,
620,,Homo sapiens,,B,D,Expert,,9606.0,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor,51,,,1,17200,BAO_0000219,,CHO,
621,,Homo sapiens,,B,D,Expert,,9606.0,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor; Not determined,51,,,1,17200,BAO_0000219,,CHO,
622,,,,F,H,Autocuration,,,Eudisimic ratio(ER) is the antilog of the defference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,51,,,1,15180,BAO_0000019,,,
623,,,,F,H,Autocuration,,,Eudisimic ratio(ER) is the antilog of the difference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,51,,,1,15180,BAO_0000019,,,
624,,,,F,H,Autocuration,,,"Percent of maximum effect on binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",51,,,1,16026,BAO_0000019,,,
625,,,,F,H,Autocuration,,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,51,,,1,2759,BAO_0000219,,CHO,
626,,Homo sapiens,,F,D,Expert,,9606.0,Agonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),51,,,1,2759,BAO_0000219,,CHO,
627,,,,F,H,Autocuration,,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),51,,,1,2759,BAO_0000219,,CHO,
628,,Homo sapiens,,F,D,Expert,,9606.0,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),51,,,1,2759,BAO_0000219,,CHO,
629,,,,F,H,Autocuration,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,51,,,1,2759,BAO_0000219,,CHO,
630,,,,F,H,Autocuration,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),51,,,1,2759,BAO_0000219,,CHO,
631,,Homo sapiens,,F,D,Expert,,9606.0,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),51,,,1,2759,BAO_0000219,,CHO,
632,,,,F,H,Autocuration,,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),51,,,1,2759,BAO_0000219,,CHO,
633,,Homo sapiens,,F,D,Expert,,9606.0,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),51,,,1,2759,BAO_0000219,,CHO,
634,,Homo sapiens,,F,D,Expert,,9606.0,Percent efficacy against cloned human 5-hydroxytryptamine 1A receptor normalized to the maximal 5-HT response,51,,,1,3445,BAO_0000019,,,
635,,Homo sapiens,,F,D,Expert,,9606.0,"Agonist activity at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",51,,,1,5272,BAO_0000019,,,
636,,Homo sapiens,,F,D,Expert,,9606.0,"Agonist activity at the 5-hydroxytryptamine 1A receptor in vitro using a [35S]GTP-gamma-S, No data",51,,,1,5272,BAO_0000019,,,
637,,Homo sapiens,,F,D,Expert,,9606.0,"Agonist activity at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S,",51,,,1,5272,BAO_0000019,,,
638,,,,F,H,Autocuration,,,Agonistic effect against 5-HT1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
639,,,,F,H,Autocuration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
640,,,,F,H,Autocuration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,51,,,1,17624,BAO_0000219,,CHO,
641,,,,F,H,Expert,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
642,,,,F,H,Autocuration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,51,,,1,17624,BAO_0000219,,CHO,
643,,,,F,H,Autocuration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=not determined,51,,,1,17624,BAO_0000219,,CHO,
644,,,,F,H,Autocuration,,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,51,,,1,17624,BAO_0000219,,CHO,
645,,,,F,H,Autocuration,,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=Not determined,51,,,1,17624,BAO_0000219,,CHO,
646,,,,F,H,Expert,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,51,,,1,17624,BAO_0000219,,CHO,
647,,,,F,H,Autocuration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,51,,,1,17624,BAO_0000219,,CHO,
648,,,,F,H,Autocuration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,51,,,1,17624,BAO_0000219,,CHO,
649,,,,F,H,Autocuration,,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,51,,,1,17624,BAO_0000219,,CHO,
650,,,,F,H,Autocuration,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",51,,,1,6563,BAO_0000019,,,
651,,,,F,H,Autocuration,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",51,,,1,6563,BAO_0000019,,,
652,,,,F,H,Autocuration,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,51,,,1,6563,BAO_0000019,,,
653,,,,F,H,Autocuration,,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,51,,,1,17296,BAO_0000219,,HEK293,
654,,Homo sapiens,,F,D,Expert,,9606.0,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",51,,,1,6876,BAO_0000019,,,
655,,,,F,H,Expert,,,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",51,,,1,6876,BAO_0000019,,,
656,,Homo sapiens,,F,D,Expert,,9606.0,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,51,,,1,5272,BAO_0000019,,,
657,,Homo sapiens,,F,D,Expert,,9606.0,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,51,,,1,5272,BAO_0000019,,,
658,,,,F,H,Autocuration,,,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",51,,,1,5548,BAO_0000019,,,
659,,,,F,H,Expert,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",51,,,1,5548,BAO_0000019,,,
660,,,,F,H,Autocuration,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",51,,,1,5548,BAO_0000019,,,
661,,,,F,H,Autocuration,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",51,,,1,5548,BAO_0000019,,,
662,,,,F,H,Expert,,,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",51,,,1,5929,BAO_0000019,,,
663,,Homo sapiens,,F,D,Expert,,9606.0,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",51,,,1,5929,BAO_0000019,,,
664,,Homo sapiens,,F,D,Expert,,9606.0,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",51,,,1,5929,BAO_0000019,,,
665,,,,F,H,Autocuration,,,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",51,,,1,16245,BAO_0000019,,,
666,,,,F,H,Expert,,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",51,,,1,5640,BAO_0000019,,,
667,,,,F,H,Autocuration,,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",51,,,1,5640,BAO_0000019,,,
668,,,,F,H,Autocuration,,,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,51,,,1,14509,BAO_0000219,,CHO,
669,,,,F,H,Expert,,,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,51,,,1,14509,BAO_0000219,,CHO,
670,,,,B,H,Autocuration,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,51,,,1,15331,BAO_0000357,,,
671,,,,B,H,Autocuration,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,51,,,1,15331,BAO_0000357,,,
672,,,,F,H,Autocuration,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",51,,,1,6563,BAO_0000019,,,
673,,,,F,H,Autocuration,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",51,,,1,6563,BAO_0000019,,,
674,,,,F,H,Autocuration,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,51,,,1,6563,BAO_0000019,,,
675,,Homo sapiens,,F,D,Expert,,9606.0,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,51,,,1,6563,BAO_0000019,,,
676,,,,F,H,Autocuration,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",51,,,1,6563,BAO_0000019,,,
677,,Homo sapiens,,F,D,Expert,,9606.0,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,51,,,1,5272,BAO_0000019,,,
678,,Homo sapiens,,F,D,Expert,,9606.0,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",51,,,1,5272,BAO_0000019,,,
679,,Homo sapiens,,F,D,Expert,,9606.0,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",51,,,1,5272,BAO_0000019,,,
680,,Homo sapiens,,F,D,Expert,,9606.0,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,51,,,1,5272,BAO_0000019,,,
681,,Homo sapiens,,F,D,Expert,,9606.0,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,51,,,1,5272,BAO_0000019,,,
682,,Homo sapiens,,F,D,Expert,,9606.0,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",51,,,1,5272,BAO_0000019,,,
683,,Homo sapiens,,F,D,Expert,,9606.0,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",51,,,1,5272,BAO_0000019,,,
684,,Homo sapiens,,F,D,Expert,,9606.0,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,51,,,1,5272,BAO_0000019,,,
685,,Homo sapiens,,B,D,Expert,,9606.0,Inhibition of human 5-hydroxytryptamine 1A receptor,51,,,1,16146,BAO_0000357,,,
686,,,,B,H,Autocuration,,,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
687,,,,B,D,Expert,,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,105,,,1,13706,BAO_0000219,,HEK293,
688,,,,B,H,Autocuration,,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,51,,,1,15250,BAO_0000219,,CHO,
689,,,,F,H,Autocuration,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,51,,,1,17624,BAO_0000219,,CHO,
690,,,,B,H,Expert,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,51,,,1,6861,BAO_0000357,,,
691,,Homo sapiens,,B,D,Expert,,9606.0,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,51,,,1,17200,BAO_0000357,,,
692,,,,B,H,Autocuration,,,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
693,,,,B,H,Autocuration,,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,51,,,1,17624,BAO_0000219,,CHO,
694,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,22226,,,1,12058,BAO_0000218,,,
695,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,22226,,,1,12058,BAO_0000218,,,
696,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,22226,,,1,12058,BAO_0000218,,,
697,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,22226,,,1,12058,BAO_0000218,,,
698,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,22226,,,1,12058,BAO_0000218,,,
699,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,22226,,,1,12058,BAO_0000218,,,
700,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,22226,,,1,12058,BAO_0000218,,,
701,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,22226,,,1,12058,BAO_0000218,,,
702,In vivo,Rattus norvegicus,,F,U,Autocuration,,10116.0,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,22226,,,1,12058,BAO_0000218,,,
