assays_ASSI,assays_CEI,assays_BFO,assays_ASTI,assays_SRASI,assays_ASSTR,assays_CHEI,assays_ASSSUBCELFRA,assays_AST,assays_VAI,assays_Ti,assays_ASSCTY,assays_RELATITY,assays_CONFSCO,assays_CUB,assays_SRI,assays_TII
10872,,BAO_0000218,Kidney,,,CHEMBL626131,,A,,50597,,N,1,Intermediate,1,2113.0
10873,,BAO_0000218,Kidney,,,CHEMBL626132,,A,,50597,,N,1,Intermediate,1,2113.0
10874,,BAO_0000218,Kidney,,,CHEMBL626752,,A,,50597,,N,1,Intermediate,1,2113.0
10875,,BAO_0000218,Kidney,,,CHEMBL626753,,A,,50597,,N,1,Intermediate,1,2113.0
10876,,BAO_0000218,Kidney,,,CHEMBL626754,,A,,50597,,N,1,Intermediate,1,2113.0
10877,,BAO_0000218,Kidney,,,CHEMBL626755,,A,,50597,,N,1,Intermediate,1,2113.0
10878,,BAO_0000218,Liver,,,CHEMBL626756,,A,,50597,,N,1,Intermediate,1,2107.0
10879,,BAO_0000218,Liver,,,CHEMBL626757,,A,,50597,,N,1,Intermediate,1,2107.0
10880,,BAO_0000218,Liver,,,CHEMBL626758,,A,,50597,,N,1,Intermediate,1,2107.0
10881,,BAO_0000218,Liver,,,CHEMBL626759,,A,,50597,,N,1,Intermediate,1,2107.0
10882,,BAO_0000218,Liver,,,CHEMBL626760,,A,,50597,,N,1,Intermediate,1,2107.0
10883,,BAO_0000218,,,,CHEMBL626394,,A,,50588,,N,1,Intermediate,1,
10884,,BAO_0000218,,,,CHEMBL626395,,A,,50588,,N,1,Intermediate,1,
10885,,BAO_0000218,,,,CHEMBL626396,,A,,50588,,N,1,Intermediate,1,
10886,,BAO_0000218,,,,CHEMBL626397,,A,,50588,,N,1,Intermediate,1,
10887,,BAO_0000218,,,,CHEMBL626398,,A,,50588,,N,1,Intermediate,1,
10888,,BAO_0000218,,,,CHEMBL626399,,A,,50588,,N,1,Intermediate,1,
10889,,BAO_0000218,,,,CHEMBL874653,,A,,50597,,N,1,Intermediate,1,
10890,,BAO_0000218,,,,CHEMBL626400,,A,,50597,,N,1,Intermediate,1,
10891,,BAO_0000218,,,,CHEMBL626401,,A,,50597,,N,1,Intermediate,1,
10892,,BAO_0000218,,,,CHEMBL626402,,A,,50597,,N,1,Intermediate,1,
10893,,BAO_0000218,,,,CHEMBL626403,,A,,50597,,N,1,Intermediate,1,
10894,,BAO_0000218,,,,CHEMBL626404,,A,,50597,,N,1,Intermediate,1,
10895,,BAO_0000218,,,,CHEMBL626405,,A,,50597,,N,1,Intermediate,1,
10896,,BAO_0000218,,,,CHEMBL625529,,A,,50597,,N,1,Intermediate,1,
10897,,BAO_0000218,,,,CHEMBL625530,,A,,50597,,N,1,Intermediate,1,
10898,,BAO_0000218,,,,CHEMBL625531,,A,,50597,,N,1,Intermediate,1,
10899,,BAO_0000218,,,,CHEMBL625532,,A,,50597,,N,1,Intermediate,1,
10900,,BAO_0000218,,,,CHEMBL625533,,A,,50597,,N,1,Intermediate,1,
10901,,BAO_0000218,,,,CHEMBL875474,,A,,50597,,N,1,Intermediate,1,
10902,,BAO_0000218,,,,CHEMBL625534,,A,,50597,,N,1,Intermediate,1,
10903,,BAO_0000218,,,,CHEMBL625535,,A,,50597,,N,1,Intermediate,1,
10904,,BAO_0000218,,,,CHEMBL625536,,A,,50597,,N,1,Intermediate,1,
10905,,BAO_0000218,,,,CHEMBL625537,,A,,50597,,N,1,Intermediate,1,
10906,,BAO_0000218,,,,CHEMBL625538,,A,,50597,,N,1,Intermediate,1,
10907,,BAO_0000218,,,,CHEMBL625539,,A,,50597,,N,1,Intermediate,1,
10908,,BAO_0000218,,,,CHEMBL625540,,A,,50597,,N,1,Intermediate,1,
10909,,BAO_0000218,,,,CHEMBL625541,,A,,50597,,N,1,Intermediate,1,
10910,,BAO_0000218,,,,CHEMBL625542,,A,,50597,,N,1,Intermediate,1,
10911,,BAO_0000218,,,,CHEMBL625543,,A,,50597,,N,1,Intermediate,1,
10912,,BAO_0000218,,,,CHEMBL625544,,A,,50597,,N,1,Intermediate,1,
10913,,BAO_0000218,,,,CHEMBL625545,,A,,50588,,N,1,Intermediate,1,
10914,,BAO_0000218,,,,CHEMBL625546,,A,,50588,,N,1,Intermediate,1,
10915,,BAO_0000218,,,,CHEMBL625547,,A,,50588,,N,1,Intermediate,1,
10916,,BAO_0000218,,,,CHEMBL625548,,A,,50588,,N,1,Intermediate,1,
10917,,BAO_0000218,,,,CHEMBL625549,,A,,50588,,N,1,Intermediate,1,
10918,,BAO_0000218,,,,CHEMBL625550,,A,,50588,,N,1,Intermediate,1,
10919,,BAO_0000218,,,,CHEMBL625551,,A,,50588,,N,1,Intermediate,1,
10920,,BAO_0000218,,,,CHEMBL875475,,A,,50588,,N,1,Intermediate,1,
10921,,BAO_0000218,,,,CHEMBL625552,,A,,50588,,N,1,Intermediate,1,
10922,,BAO_0000218,,,,CHEMBL625553,,A,,50588,,N,1,Intermediate,1,
10923,,BAO_0000218,,,,CHEMBL625554,,A,,50588,,N,1,Intermediate,1,
10924,,BAO_0000218,,,,CHEMBL625555,,A,,50588,,N,1,Intermediate,1,
10925,,BAO_0000218,,,,CHEMBL625556,,A,,50588,,N,1,Intermediate,1,
10926,,BAO_0000218,,,,CHEMBL624986,,A,,50588,,N,1,Intermediate,1,
10927,,BAO_0000218,,,,CHEMBL624987,,A,,50588,,N,1,Intermediate,1,
10928,,BAO_0000218,,,,CHEMBL624988,,A,,50588,,N,1,Intermediate,1,
10929,,BAO_0000218,Artery,,,CHEMBL624989,,A,,50588,,N,1,Intermediate,1,1637.0
10930,,BAO_0000218,Artery,,,CHEMBL624990,,A,,50588,,N,1,Intermediate,1,1637.0
10931,,BAO_0000218,Artery,,,CHEMBL874391,,A,,50588,,N,1,Intermediate,1,1637.0
10932,,BAO_0000218,Artery,,,CHEMBL624991,,A,,50588,,N,1,Intermediate,1,1637.0
10933,,BAO_0000218,Artery,,,CHEMBL624992,,A,,50588,,N,1,Intermediate,1,1637.0
10934,,BAO_0000218,Artery,,,CHEMBL624993,,A,,50588,,N,1,Intermediate,1,1637.0
10935,,BAO_0000218,Artery,,,CHEMBL624994,,A,,50588,,N,1,Intermediate,1,1637.0
10936,,BAO_0000218,Artery,,,CHEMBL624995,,A,,50588,,N,1,Intermediate,1,1637.0
10937,,BAO_0000218,Artery,,,CHEMBL624996,,A,,50588,,N,1,Intermediate,1,1637.0
10938,,BAO_0000218,Artery,,,CHEMBL624997,,A,,50588,,N,1,Intermediate,1,1637.0
10939,,BAO_0000218,Artery,,,CHEMBL624998,,A,,50588,,N,1,Intermediate,1,1637.0
10940,,BAO_0000218,Artery,,,CHEMBL624999,,A,,50588,,N,1,Intermediate,1,1637.0
10941,,BAO_0000218,Artery,,,CHEMBL882955,,A,,50588,,N,1,Intermediate,1,1637.0
10942,,BAO_0000218,Artery,,,CHEMBL625000,,A,,50588,,N,1,Intermediate,1,1637.0
10943,,BAO_0000218,Artery,,,CHEMBL625001,,A,,50588,,N,1,Intermediate,1,1637.0
10944,,BAO_0000218,Artery,,,CHEMBL625089,,A,,50588,,N,1,Intermediate,1,1637.0
10945,,BAO_0000218,Artery,,,CHEMBL625090,,A,,50588,,N,1,Intermediate,1,1637.0
10946,,BAO_0000218,Artery,,,CHEMBL625091,,A,,50588,,N,1,Intermediate,1,1637.0
10947,,BAO_0000218,Artery,,,CHEMBL625092,,A,,50588,,N,1,Intermediate,1,1637.0
10948,,BAO_0000218,Artery,,,CHEMBL625093,,A,,50588,,N,1,Intermediate,1,1637.0
10949,,BAO_0000218,Artery,,,CHEMBL625094,,A,,50588,,N,1,Intermediate,1,1637.0
10950,,BAO_0000218,Artery,,,CHEMBL625095,,A,,50588,,N,1,Intermediate,1,1637.0
10951,,BAO_0000218,,,,CHEMBL625096,,A,,50588,,N,1,Intermediate,1,
10952,,BAO_0000218,,,,CHEMBL625097,,A,,50597,,N,1,Intermediate,1,
10953,,BAO_0000218,,,,CHEMBL882956,,A,,22224,,U,0,Autocuration,1,
10954,,BAO_0000218,,,,CHEMBL625098,,A,,50597,,N,1,Intermediate,1,
10955,,BAO_0000218,,,,CHEMBL625099,,A,,22224,,U,0,Autocuration,1,
10956,,BAO_0000218,,,,CHEMBL625100,,A,,50597,,N,1,Intermediate,1,
10957,,BAO_0000218,,,,CHEMBL625101,,A,,50588,,N,1,Intermediate,1,
10958,,BAO_0000218,,,,CHEMBL874396,,A,,50597,,N,1,Intermediate,1,
10959,,BAO_0000218,,,,CHEMBL625102,,F,,22224,,U,0,Autocuration,1,
10960,,BAO_0000218,,,,CHEMBL625103,,A,,50588,,N,1,Intermediate,1,
10961,,BAO_0000218,,,,CHEMBL625104,,A,,100712,,N,1,Intermediate,1,
10962,,BAO_0000218,,,,CHEMBL625105,,A,,22224,,U,0,Autocuration,1,
10963,,BAO_0000218,,,,CHEMBL625106,,A,,50597,,N,1,Intermediate,1,
10964,,BAO_0000218,,,,CHEMBL625107,,A,,22224,,U,0,Autocuration,1,
10965,,BAO_0000218,,,,CHEMBL625108,,A,,50594,,N,1,Intermediate,1,
10966,,BAO_0000218,,,,CHEMBL625109,,A,,22224,,U,0,Autocuration,1,
10967,,BAO_0000218,,,,CHEMBL625110,,A,,22224,,U,0,Autocuration,1,
10968,,BAO_0000218,,,,CHEMBL625111,,A,,22224,,U,0,Autocuration,1,
10969,,BAO_0000218,,,,CHEMBL625112,,A,,50594,,N,1,Intermediate,1,
10970,,BAO_0000218,,,,CHEMBL875334,,A,,50594,,N,1,Intermediate,1,
10971,,BAO_0000218,,,,CHEMBL628617,,A,,22224,,U,0,Autocuration,1,
10972,,BAO_0000218,,,,CHEMBL628618,,A,,22224,,U,0,Autocuration,1,
10973,,BAO_0000218,,,,CHEMBL628619,,A,,22224,,U,0,Autocuration,1,
10974,,BAO_0000218,,,,CHEMBL628620,,A,,22224,,U,0,Autocuration,1,
10975,,BAO_0000218,,,,CHEMBL628621,,A,,100710,,N,1,Intermediate,1,
10976,,BAO_0000218,,,,CHEMBL628622,,A,,100710,,N,1,Intermediate,1,
10977,,BAO_0000218,,,,CHEMBL628623,,A,,100710,,N,1,Intermediate,1,
10978,,BAO_0000218,Plasma,,,CHEMBL628624,,A,,100710,,N,1,Intermediate,1,1969.0
10979,,BAO_0000218,Plasma,,,CHEMBL628625,,A,,50594,,N,1,Intermediate,1,1969.0
10980,,BAO_0000218,Plasma,,,CHEMBL628626,,A,,100710,,N,1,Intermediate,1,1969.0
10981,,BAO_0000218,Plasma,,,CHEMBL627041,,A,,50594,,N,1,Intermediate,1,1969.0
10982,,BAO_0000218,Plasma,,,CHEMBL627042,,A,,50594,,N,1,Intermediate,1,1969.0
10983,,BAO_0000218,Plasma,,,CHEMBL627043,,A,,50594,,N,1,Intermediate,1,1969.0
10984,,BAO_0000218,Plasma,,,CHEMBL627044,,A,,22224,,U,0,Autocuration,1,1969.0
10985,,BAO_0000218,Plasma,,,CHEMBL627045,,A,,50594,,N,1,Intermediate,1,1969.0
10986,,BAO_0000218,Plasma,,,CHEMBL627046,,A,,22224,,U,0,Autocuration,1,1969.0
10987,,BAO_0000218,Plasma,,,CHEMBL627047,,A,,50597,,N,1,Intermediate,1,1969.0
10988,,BAO_0000218,Plasma,,,CHEMBL627048,,A,,50597,,N,1,Intermediate,1,1969.0
10989,,BAO_0000218,,,,CHEMBL627049,,A,,50597,,N,1,Intermediate,1,
10990,,BAO_0000218,,,,CHEMBL627050,,A,,50597,,N,1,Intermediate,1,
10991,,BAO_0000218,,,,CHEMBL627051,,A,,50597,,N,1,Intermediate,1,
10992,,BAO_0000218,,,,CHEMBL627052,,A,,50597,,N,1,Intermediate,1,
10993,,BAO_0000218,,,,CHEMBL627053,,A,,50597,,N,1,Intermediate,1,
10994,,BAO_0000218,,,,CHEMBL627054,,A,,50597,,N,1,Intermediate,1,
10995,,BAO_0000218,,,,CHEMBL627055,,A,,50594,,N,1,Intermediate,1,
10996,,BAO_0000218,,,,CHEMBL627056,,A,,50594,,N,1,Intermediate,1,
10997,,BAO_0000218,,,,CHEMBL627057,,A,,50594,,N,1,Intermediate,1,
10998,,BAO_0000218,,,,CHEMBL627058,,A,,50594,,N,1,Intermediate,1,
10999,,BAO_0000218,,,,CHEMBL626211,,A,,50594,,N,1,Intermediate,1,
11000,,BAO_0000218,,,,CHEMBL626212,,A,,22224,,U,0,Autocuration,1,
11001,,BAO_0000218,,,,CHEMBL626213,,A,,50588,,N,1,Intermediate,1,
11002,,BAO_0000218,,,,CHEMBL626214,,A,,50588,,N,1,Intermediate,1,
11003,,BAO_0000218,,,,CHEMBL626215,,A,,50588,,N,1,Intermediate,1,
11004,,BAO_0000218,,,,CHEMBL626216,,A,,50588,,N,1,Intermediate,1,
11005,,BAO_0000218,Blood,,,CHEMBL626217,,A,,22224,,U,0,Autocuration,1,178.0
11006,,BAO_0000218,Blood,,,CHEMBL626218,,A,,22224,,U,0,Autocuration,1,178.0
11007,,BAO_0000218,Blood,,,CHEMBL626219,,A,,22224,,U,0,Autocuration,1,178.0
11008,,BAO_0000218,Blood,,,CHEMBL626220,,A,,22224,,U,0,Autocuration,1,178.0
11009,,BAO_0000218,Blood,,,CHEMBL626221,,A,,22224,,U,0,Autocuration,1,178.0
11010,,BAO_0000218,Blood,,,CHEMBL626222,,A,,22224,,U,0,Autocuration,1,178.0
11011,,BAO_0000218,,,,CHEMBL626223,,A,,50512,,N,1,Intermediate,1,
11012,,BAO_0000218,,,,CHEMBL626224,,A,,50512,,N,1,Intermediate,1,
11013,,BAO_0000218,Brain,,,CHEMBL626225,,A,,50597,,N,1,Intermediate,1,955.0
11014,,BAO_0000218,Brain,,,CHEMBL626226,,A,,50597,,N,1,Intermediate,1,955.0
11015,,BAO_0000218,Brain,,,CHEMBL626227,,A,,50597,,N,1,Intermediate,1,955.0
11016,,BAO_0000218,Brain,,,CHEMBL626228,,A,,50597,,N,1,Intermediate,1,955.0
11017,,BAO_0000218,,,,CHEMBL626229,,A,,50597,,N,1,Intermediate,1,
11018,,BAO_0000218,,,,CHEMBL626921,,A,,50597,,N,1,Intermediate,1,
11019,,BAO_0000218,,,,CHEMBL876793,,A,,50597,,N,1,Intermediate,1,
11020,,BAO_0000218,,,,CHEMBL625309,,A,,50597,,N,1,Intermediate,1,
11021,,BAO_0000218,,,,CHEMBL625310,,A,,50278,,N,1,Intermediate,1,
11022,,BAO_0000218,,,,CHEMBL625311,,A,,22224,,U,0,Autocuration,1,
11023,,BAO_0000218,,,,CHEMBL625312,,A,,50597,,N,1,Intermediate,1,
11024,,BAO_0000218,,,,CHEMBL625313,,A,,22224,,U,0,Autocuration,1,
11025,,BAO_0000218,,,,CHEMBL625314,,A,,50594,,N,1,Intermediate,1,
11026,,BAO_0000218,,,,CHEMBL625315,,A,,50597,,N,1,Intermediate,1,
11027,,BAO_0000218,Liver,,,CHEMBL625316,,A,,50597,,N,1,Intermediate,1,2107.0
11028,,BAO_0000218,Liver,,,CHEMBL625317,,A,,50597,,N,1,Intermediate,1,2107.0
11029,,BAO_0000218,Liver,,,CHEMBL625318,,A,,50597,,N,1,Intermediate,1,2107.0
11030,,BAO_0000218,Liver,,,CHEMBL625319,,A,,50597,,N,1,Intermediate,1,2107.0
11031,,BAO_0000218,Liver,,,CHEMBL625320,,A,,50597,,N,1,Intermediate,1,2107.0
11032,,BAO_0000218,Liver,,,CHEMBL625321,,A,,50597,,N,1,Intermediate,1,2107.0
11033,,BAO_0000218,Liver,,,CHEMBL625322,,A,,50597,,N,1,Intermediate,1,2107.0
11034,,BAO_0000218,Liver,,,CHEMBL876801,,A,,50597,,N,1,Intermediate,1,2107.0
11035,,BAO_0000218,Liver,,,CHEMBL625323,,A,,50597,,N,1,Intermediate,1,2107.0
11036,,BAO_0000218,Liver,,,CHEMBL625324,,A,,50597,,N,1,Intermediate,1,2107.0
11037,,BAO_0000218,Liver,,,CHEMBL625325,,A,,50597,,N,1,Intermediate,1,2107.0
11038,,BAO_0000218,Liver,,,CHEMBL625326,,A,,50597,,N,1,Intermediate,1,2107.0
11039,,BAO_0000218,Liver,,,CHEMBL625327,,A,,50597,,N,1,Intermediate,1,2107.0
11040,,BAO_0000218,Liver,,,CHEMBL625328,,A,,50597,,N,1,Intermediate,1,2107.0
11041,,BAO_0000218,Lung,,,CHEMBL625329,,A,,50597,,N,1,Intermediate,1,2048.0
11042,,BAO_0000218,Lung,,,CHEMBL625330,,A,,50597,,N,1,Intermediate,1,2048.0
11043,,BAO_0000218,Lung,,,CHEMBL627774,,A,,50597,,N,1,Intermediate,1,2048.0
11044,,BAO_0000218,Lung,,,CHEMBL627775,,A,,50597,,N,1,Intermediate,1,2048.0
11045,,BAO_0000218,Lung,,,CHEMBL627949,,A,,50597,,N,1,Intermediate,1,2048.0
11046,,BAO_0000218,Lung,,,CHEMBL627950,,A,,50597,,N,1,Intermediate,1,2048.0
11047,,BAO_0000218,Lung,,,CHEMBL627951,,A,,50597,,N,1,Intermediate,1,2048.0
11048,,BAO_0000218,Lung,,,CHEMBL627952,,A,,50597,,N,1,Intermediate,1,2048.0
11049,,BAO_0000218,Lung,,,CHEMBL627953,,A,,50597,,N,1,Intermediate,1,2048.0
11050,,BAO_0000218,Lung,,,CHEMBL627954,,A,,50597,,N,1,Intermediate,1,2048.0
11051,,BAO_0000218,Lung,,,CHEMBL627955,,A,,50597,,N,1,Intermediate,1,2048.0
11052,,BAO_0000218,Lung,,,CHEMBL627956,,A,,50597,,N,1,Intermediate,1,2048.0
11053,,BAO_0000218,Lung,,,CHEMBL876802,,A,,50597,,N,1,Intermediate,1,2048.0
11054,,BAO_0000218,Lung,,,CHEMBL627957,,A,,50597,,N,1,Intermediate,1,2048.0
11055,,BAO_0000218,Lung,,,CHEMBL627958,,A,,50597,,N,1,Intermediate,1,2048.0
11056,,BAO_0000218,Lung,,,CHEMBL627959,,A,,50597,,N,1,Intermediate,1,2048.0
11057,,BAO_0000218,Lung,,,CHEMBL627960,,A,,50597,,N,1,Intermediate,1,2048.0
11058,,BAO_0000218,Lung,,,CHEMBL627961,,A,,50597,,N,1,Intermediate,1,2048.0
11059,,BAO_0000218,Lung,,,CHEMBL627962,,A,,50597,,N,1,Intermediate,1,2048.0
11060,,BAO_0000218,,,,CHEMBL627963,,A,,50597,,N,1,Intermediate,1,
11061,,BAO_0000218,,,,CHEMBL624759,,A,,50597,,N,1,Intermediate,1,
11062,,BAO_0000218,,,,CHEMBL624760,,A,,50597,,N,1,Intermediate,1,
11063,,BAO_0000218,,,,CHEMBL624761,,A,,50597,,N,1,Intermediate,1,
11064,,BAO_0000218,,,,CHEMBL877607,,A,,50597,,N,1,Intermediate,1,
11065,,BAO_0000218,Liver,,,CHEMBL624762,,A,,50597,,N,1,Intermediate,1,2107.0
11066,,BAO_0000218,Liver,,,CHEMBL624763,,A,,50597,,N,1,Intermediate,1,2107.0
11067,,BAO_0000218,Liver,,,CHEMBL624764,,A,,50597,,N,1,Intermediate,1,2107.0
11068,,BAO_0000218,Liver,,,CHEMBL624765,,A,,50597,,N,1,Intermediate,1,2107.0
11069,,BAO_0000218,Liver,,,CHEMBL624766,,A,,50597,,N,1,Intermediate,1,2107.0
11070,,BAO_0000218,,,,CHEMBL624767,,A,,50588,,N,1,Intermediate,1,
11071,,BAO_0000218,,,,CHEMBL624768,,A,,50588,,N,1,Intermediate,1,
11072,,BAO_0000218,,,,CHEMBL624769,,A,,50588,,N,1,Intermediate,1,
11073,,BAO_0000218,,,,CHEMBL624770,,A,,50588,,N,1,Intermediate,1,
11074,,BAO_0000218,,,,CHEMBL624771,,A,,50588,,N,1,Intermediate,1,
11075,,BAO_0000218,,,,CHEMBL624772,,A,,50588,,N,1,Intermediate,1,
11076,,BAO_0000218,,,,CHEMBL624773,,A,,50597,,N,1,Intermediate,1,
11077,,BAO_0000218,,,,CHEMBL624774,,A,,50597,,N,1,Intermediate,1,
11078,,BAO_0000218,,,,CHEMBL624775,,A,,50597,,N,1,Intermediate,1,
11079,,BAO_0000218,,,,CHEMBL624776,,A,,50597,,N,1,Intermediate,1,
11080,,BAO_0000218,,,,CHEMBL624777,,A,,50597,,N,1,Intermediate,1,
11081,,BAO_0000218,,,,CHEMBL624778,,A,,50597,,N,1,Intermediate,1,
11082,,BAO_0000218,,,,CHEMBL624779,,A,,50597,,N,1,Intermediate,1,
11083,,BAO_0000218,,,,CHEMBL624780,,A,,50597,,N,1,Intermediate,1,
11084,,BAO_0000218,,,,CHEMBL624781,,A,,50597,,N,1,Intermediate,1,
11085,,BAO_0000218,,,,CHEMBL877608,,A,,50597,,N,1,Intermediate,1,
11086,,BAO_0000218,,,,CHEMBL624782,,A,,50597,,N,1,Intermediate,1,
11087,,BAO_0000218,,,,CHEMBL624783,,A,,50597,,N,1,Intermediate,1,
11088,,BAO_0000218,,,,CHEMBL624784,,A,,50597,,N,1,Intermediate,1,
11089,,BAO_0000218,,,,CHEMBL624785,,A,,50597,,N,1,Intermediate,1,
11090,,BAO_0000218,,,,CHEMBL624786,,A,,50597,,N,1,Intermediate,1,
11091,,BAO_0000218,,,,CHEMBL624787,,A,,50597,,N,1,Intermediate,1,
11092,,BAO_0000218,,,,CHEMBL628676,,A,,50597,,N,1,Intermediate,1,
11093,,BAO_0000218,,,,CHEMBL621842,,A,,50597,,N,1,Intermediate,1,
11094,,BAO_0000218,,,,CHEMBL621843,,A,,50597,,N,1,Intermediate,1,
11095,,BAO_0000218,,,,CHEMBL623873,,A,,50597,,N,1,Intermediate,1,
11096,,BAO_0000218,,,,CHEMBL623874,,A,,50597,,N,1,Intermediate,1,
11097,,BAO_0000218,,,,CHEMBL623875,,A,,50597,,N,1,Intermediate,1,
11098,,BAO_0000218,,,,CHEMBL623876,,A,,50597,,N,1,Intermediate,1,
11099,,BAO_0000218,,,,CHEMBL623877,,A,,50588,,N,1,Intermediate,1,
11100,,BAO_0000218,,,,CHEMBL623878,,A,,50588,,N,1,Intermediate,1,
11101,,BAO_0000218,,,,CHEMBL623879,,A,,50588,,N,1,Intermediate,1,
11102,,BAO_0000218,,,,CHEMBL623880,,A,,50588,,N,1,Intermediate,1,
11103,,BAO_0000218,,,,CHEMBL623881,,A,,50588,,N,1,Intermediate,1,
11104,,BAO_0000218,,,,CHEMBL623957,,A,,50588,,N,1,Intermediate,1,
11105,,BAO_0000218,,,,CHEMBL623958,,A,,50588,,N,1,Intermediate,1,
11106,,BAO_0000218,,,,CHEMBL623959,,A,,50588,,N,1,Intermediate,1,
11107,,BAO_0000218,,,,CHEMBL623960,,A,,50588,,N,1,Intermediate,1,
11108,,BAO_0000218,,,,CHEMBL623961,,A,,50588,,N,1,Intermediate,1,
11109,,BAO_0000218,,,,CHEMBL623962,,A,,50588,,N,1,Intermediate,1,
11110,,BAO_0000218,,,,CHEMBL624676,,A,,50588,,N,1,Intermediate,1,
11111,,BAO_0000218,,,,CHEMBL624677,,A,,50588,,N,1,Intermediate,1,
11112,,BAO_0000218,,,,CHEMBL624678,,A,,50588,,N,1,Intermediate,1,
11113,,BAO_0000218,,,,CHEMBL624679,,A,,50588,,N,1,Intermediate,1,
11114,,BAO_0000218,,,,CHEMBL624680,,A,,50588,,N,1,Intermediate,1,
11115,,BAO_0000218,,,,CHEMBL624849,,A,,22224,,U,0,Autocuration,1,
11116,,BAO_0000218,,,,CHEMBL624850,,A,,22224,,U,0,Autocuration,1,
11117,,BAO_0000218,,,,CHEMBL874399,,A,,22224,,U,0,Autocuration,1,
11118,,BAO_0000218,,,,CHEMBL624851,,A,,22224,,U,0,Autocuration,1,
11119,,BAO_0000218,,,,CHEMBL624852,,A,,22224,,U,0,Autocuration,1,
11120,,BAO_0000218,,,,CHEMBL624853,,A,,22224,,U,0,Autocuration,1,
11121,,BAO_0000218,,,,CHEMBL624854,,A,,22224,,U,0,Autocuration,1,
11122,,BAO_0000218,,,,CHEMBL624855,,A,,22224,,U,0,Autocuration,1,
11123,,BAO_0000218,,,,CHEMBL624856,,A,,22224,,U,0,Autocuration,1,
11124,,BAO_0000218,,,,CHEMBL882957,,A,,22224,,U,0,Autocuration,1,
11125,,BAO_0000218,,,,CHEMBL624857,,A,,22224,,U,0,Autocuration,1,
11126,,BAO_0000218,,,,CHEMBL622202,,A,,50597,,N,1,Intermediate,1,
11127,,BAO_0000218,,,,CHEMBL622203,,A,,22224,,U,0,Autocuration,1,
11128,,BAO_0000218,,,,CHEMBL625522,,A,,50597,,N,1,Intermediate,1,
11129,,BAO_0000218,,,,CHEMBL622868,,A,,22224,,U,0,Autocuration,1,
11130,,BAO_0000218,Urine,,,CHEMBL622869,,A,,22224,,U,0,Autocuration,1,1088.0
11131,,BAO_0000218,Urine,,,CHEMBL622870,,A,,22224,,U,0,Autocuration,1,1088.0
11132,,BAO_0000218,,,,CHEMBL622871,,A,,22224,,U,0,Autocuration,1,
11133,,BAO_0000218,,,,CHEMBL620560,,A,,100710,,N,1,Intermediate,1,
11134,,BAO_0000218,,,,CHEMBL620561,,A,,22224,,U,0,Autocuration,1,
11135,,BAO_0000218,,,,CHEMBL620562,,A,,50588,,N,1,Intermediate,1,
11136,,BAO_0000218,,,,CHEMBL620563,,A,,100712,,N,1,Intermediate,1,
11137,,BAO_0000218,,,,CHEMBL620564,,A,,50597,,N,1,Intermediate,1,
11138,,BAO_0000218,,,,CHEMBL872265,,A,,22224,,U,0,Autocuration,1,
11139,,BAO_0000218,,,,CHEMBL620565,,A,,22224,,U,0,Autocuration,1,
11140,,BAO_0000218,,,,CHEMBL620566,,A,,22224,,U,0,Autocuration,1,
11141,,BAO_0000218,,,,CHEMBL620567,,A,,22224,,U,0,Autocuration,1,
11142,,BAO_0000218,,,,CHEMBL620568,,A,,50588,,N,1,Intermediate,1,
11143,,BAO_0000218,,,,CHEMBL620569,,A,,22224,,U,0,Autocuration,1,
11144,,BAO_0000218,,,,CHEMBL620570,,A,,22224,,U,0,Autocuration,1,
11145,,BAO_0000218,,,,CHEMBL620571,,A,,22224,,U,0,Autocuration,1,
11146,,BAO_0000218,,,,CHEMBL620572,,A,,50594,,N,1,Intermediate,1,
11147,,BAO_0000218,,,,CHEMBL620573,,A,,22224,,U,0,Autocuration,1,
11148,,BAO_0000218,,,,CHEMBL620574,,A,,22224,,U,0,Autocuration,1,
11149,,BAO_0000218,,,,CHEMBL620575,,A,,22224,,U,0,Autocuration,1,
11150,,BAO_0000218,,,,CHEMBL620576,,A,,22224,,U,0,Autocuration,1,
11151,,BAO_0000218,,,,CHEMBL875846,,A,,22224,,U,0,Autocuration,1,
11152,,BAO_0000218,,,,CHEMBL620577,,A,,22224,,U,0,Autocuration,1,
11153,,BAO_0000218,,,,CHEMBL620578,,A,,22224,,U,0,Autocuration,1,
11154,,BAO_0000218,,,,CHEMBL620579,,A,,22224,,U,0,Autocuration,1,
11155,,BAO_0000218,,,,CHEMBL621248,,A,,22224,,U,0,Autocuration,1,
11156,,BAO_0000218,,,,CHEMBL625390,,A,,22224,,U,0,Autocuration,1,
11157,,BAO_0000218,,,,CHEMBL625391,,A,,22224,,U,0,Autocuration,1,
11158,,BAO_0000218,,,,CHEMBL872266,,A,,22224,,U,0,Autocuration,1,
11159,,BAO_0000218,,,,CHEMBL625392,,A,,22224,,U,0,Autocuration,1,
11160,,BAO_0000218,,,,CHEMBL625393,,A,,50597,,N,1,Intermediate,1,
11161,,BAO_0000218,,,,CHEMBL625394,,A,,50597,,N,1,Intermediate,1,
11162,,BAO_0000218,,,,CHEMBL625395,,A,,50797,,N,1,Intermediate,1,
11163,,BAO_0000218,,,,CHEMBL625396,,A,,22224,,U,0,Autocuration,1,
11164,,BAO_0000218,,,,CHEMBL625397,,A,,22224,,U,0,Autocuration,1,
