ss_d,tss_d,b_frmt,vrnt_d,rltnshp_tp,crtd_b,ss_strn,ss_cll_tp,cll_d,src_d,ss_tss,td,ss_tst_tp,dc_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,ss_tx_d,cnfdnc_scr,src_ss_d
9322,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5510,,CHEMBL626977,Rattus norvegicus,10116.0,1,
9323,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5510,,CHEMBL626978,Rattus norvegicus,10116.0,1,
9324,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16427,,CHEMBL626979,Rattus norvegicus,10116.0,1,
9325,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,4689,,CHEMBL626980,Rattus norvegicus,10116.0,1,
9326,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50597,,11450,,CHEMBL626981,Rattus norvegicus,10116.0,1,
9327,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50597,,11450,,CHEMBL626982,Rattus norvegicus,10116.0,1,
9328,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50597,,11450,,CHEMBL626983,Rattus norvegicus,10116.0,1,
9329,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50597,,11450,,CHEMBL622522,Rattus norvegicus,10116.0,1,
9330,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50597,,11450,,CHEMBL622523,Rattus norvegicus,10116.0,1,
9331,178.0,BAO_0000218,,N,Intermediate,,,,1,Blood,50597,,11450,,CHEMBL622524,Rattus norvegicus,10116.0,1,
9332,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,,11450,,CHEMBL622525,Rattus norvegicus,10116.0,1,
9333,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,,11450,,CHEMBL622526,Rattus norvegicus,10116.0,1,
9334,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,,11450,,CHEMBL619849,Rattus norvegicus,10116.0,1,
9335,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,,11450,,CHEMBL619850,Rattus norvegicus,10116.0,1,
9336,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,,11450,,CHEMBL623864,Rattus norvegicus,10116.0,1,
9337,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,,11450,,CHEMBL623865,Rattus norvegicus,10116.0,1,
9338,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,,11450,,CHEMBL623866,Rattus norvegicus,10116.0,1,
9339,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,,11450,,CHEMBL623867,Rattus norvegicus,10116.0,1,
9340,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,,11450,,CHEMBL877615,Rattus norvegicus,10116.0,1,
9341,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,,11450,,CHEMBL623868,Rattus norvegicus,10116.0,1,
9342,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,,11450,,CHEMBL623869,Rattus norvegicus,10116.0,1,
9343,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,,11450,,CHEMBL623870,Rattus norvegicus,10116.0,1,
9344,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16434,,CHEMBL623871,Rattus norvegicus,10116.0,1,
9345,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16434,,CHEMBL623872,Rattus norvegicus,10116.0,1,
9346,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622129,Rattus norvegicus,10116.0,1,
9347,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622130,Rattus norvegicus,10116.0,1,
9348,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622131,Rattus norvegicus,10116.0,1,
9349,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622132,Rattus norvegicus,10116.0,1,
9350,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622133,Rattus norvegicus,10116.0,1,
9351,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622134,Rattus norvegicus,10116.0,1,
9352,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622135,Rattus norvegicus,10116.0,1,
9353,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,16435,,CHEMBL622136,Rattus norvegicus,10116.0,1,
9354,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL622137,Rattus norvegicus,10116.0,1,
9355,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL622138,Rattus norvegicus,10116.0,1,
9356,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL623017,Rattus norvegicus,10116.0,1,
9357,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL623018,Rattus norvegicus,10116.0,1,
9358,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL623019,Rattus norvegicus,10116.0,1,
9359,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL623020,Rattus norvegicus,10116.0,1,
9360,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL623021,Rattus norvegicus,10116.0,1,
9361,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL623022,Rattus norvegicus,10116.0,1,
9362,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL623023,Rattus norvegicus,10116.0,1,
9363,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL623024,Rattus norvegicus,10116.0,1,
9364,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL623025,Rattus norvegicus,10116.0,1,
9365,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620545,Rattus norvegicus,10116.0,1,
9366,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620546,Rattus norvegicus,10116.0,1,
9367,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620547,Rattus norvegicus,10116.0,1,
9368,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620548,Rattus norvegicus,10116.0,1,
9369,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620549,Rattus norvegicus,10116.0,1,
9370,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL620550,Rattus norvegicus,10116.0,1,
9371,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL620551,Rattus norvegicus,10116.0,1,
9372,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16434,,CHEMBL620552,Rattus norvegicus,10116.0,1,
9373,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620553,Rattus norvegicus,10116.0,1,
9374,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620554,Rattus norvegicus,10116.0,1,
9375,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL875845,Rattus norvegicus,10116.0,1,
9376,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620555,Rattus norvegicus,10116.0,1,
9377,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620556,Rattus norvegicus,10116.0,1,
9378,2385.0,BAO_0000218,,N,Intermediate,,,,1,Muscle tissue,50597,,16435,,CHEMBL620557,Rattus norvegicus,10116.0,1,
9379,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL620558,Rattus norvegicus,10116.0,1,
9380,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL620559,Rattus norvegicus,10116.0,1,
9381,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL622939,Rattus norvegicus,10116.0,1,
9382,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL622940,Rattus norvegicus,10116.0,1,
9383,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL622941,Rattus norvegicus,10116.0,1,
9384,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL622942,Rattus norvegicus,10116.0,1,
9385,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL622943,Rattus norvegicus,10116.0,1,
9386,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16434,,CHEMBL622944,Rattus norvegicus,10116.0,1,
9387,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16435,,CHEMBL622945,Rattus norvegicus,10116.0,1,
9388,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16435,,CHEMBL622946,Rattus norvegicus,10116.0,1,
9389,,BAO_0000218,,N,Intermediate,,,,1,,50597,,3341,,CHEMBL622947,Rattus norvegicus,10116.0,1,
9390,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,3634,,CHEMBL622948,Rattus norvegicus,10116.0,1,
9391,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,3634,,CHEMBL622949,Rattus norvegicus,10116.0,1,
9392,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4839,,CHEMBL622950,Rattus norvegicus,10116.0,1,
9393,1969.0,BAO_0000218,,U,Intermediate,,,,1,Plasma,22224,In vivo,5005,,CHEMBL622951,Macaca mulatta,9544.0,0,
9394,1969.0,BAO_0000366,,U,Intermediate,,,,1,Plasma,22224,,5005,,CHEMBL622952,Rattus norvegicus,10116.0,0,
9395,1969.0,BAO_0000366,,U,Intermediate,,,,1,Plasma,22224,,5005,,CHEMBL622953,Rattus norvegicus,10116.0,0,
9396,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,1094,,CHEMBL873818,Rattus norvegicus,10116.0,1,
9397,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5031,,CHEMBL622954,Rattus norvegicus,10116.0,1,
9398,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6518,,CHEMBL622955,Rattus norvegicus,10116.0,1,
9399,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6518,,CHEMBL875229,Rattus norvegicus,10116.0,1,
9400,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6518,,CHEMBL622956,Rattus norvegicus,10116.0,1,
9401,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6518,,CHEMBL622957,Rattus norvegicus,10116.0,1,
9402,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,In vivo,5408,,CHEMBL622958,Rattus norvegicus,10116.0,1,
9403,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,5408,,CHEMBL622959,Rattus norvegicus,10116.0,1,
9404,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,In vivo,5408,,CHEMBL622960,Rattus norvegicus,10116.0,1,
9405,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,5408,,CHEMBL622961,Rattus norvegicus,10116.0,1,
9406,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4687,,CHEMBL622962,Rattus norvegicus,10116.0,1,
9407,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6640,,CHEMBL622963,Rattus norvegicus,10116.0,1,
9408,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6640,,CHEMBL622964,Rattus norvegicus,10116.0,1,
9409,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6641,,CHEMBL622965,Rattus norvegicus,10116.0,1,
9410,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6640,,CHEMBL622966,Rattus norvegicus,10116.0,1,
9411,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6641,,CHEMBL622967,Rattus norvegicus,10116.0,1,
9412,2113.0,BAO_0000218,,N,Intermediate,,,,1,Kidney,50597,In vivo,17411,,CHEMBL622968,Rattus norvegicus,10116.0,1,
9413,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,In vivo,17411,,CHEMBL622969,Rattus norvegicus,10116.0,1,
9414,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,In vivo,17411,,CHEMBL875327,Rattus norvegicus,10116.0,1,
9415,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6570,,CHEMBL628638,Rattus norvegicus,10116.0,1,
9416,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6570,,CHEMBL628639,Rattus norvegicus,10116.0,1,
9417,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17411,,CHEMBL625840,Rattus norvegicus,10116.0,1,
9418,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4722,,CHEMBL625841,Rattus norvegicus,10116.0,1,
9419,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL625842,Rattus norvegicus,10116.0,1,
9420,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL625843,Rattus norvegicus,10116.0,1,
9421,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL625844,Rattus norvegicus,10116.0,1,
9422,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL873822,Rattus norvegicus,10116.0,1,
9423,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL625845,Rattus norvegicus,10116.0,1,
9424,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL627059,Rattus norvegicus,10116.0,1,
9425,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL627060,Rattus norvegicus,10116.0,1,
9426,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL627061,Rattus norvegicus,10116.0,1,
9427,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4762,,CHEMBL627709,Rattus norvegicus,10116.0,1,
9428,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5327,,CHEMBL627710,Rattus norvegicus,10116.0,1,
9429,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4847,,CHEMBL627711,Rattus norvegicus,10116.0,1,
9430,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,17720,,CHEMBL627712,Rattus norvegicus,10116.0,1,
9431,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4723,,CHEMBL627713,Rattus norvegicus,10116.0,1,
9432,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4723,,CHEMBL627714,Rattus norvegicus,10116.0,1,
9433,,BAO_0000218,,U,Intermediate,,,,1,,22224,In vivo,4256,,CHEMBL627889,Macaca fascicularis,9541.0,0,
9434,,BAO_0000218,,U,Intermediate,,,,1,,22224,In vivo,4256,,CHEMBL627890,Rattus norvegicus,10116.0,0,
9435,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4722,,CHEMBL627891,Rattus norvegicus,10116.0,1,
9436,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,6535,,CHEMBL627892,Rattus norvegicus,10116.0,1,
9437,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,6535,,CHEMBL627893,Rattus norvegicus,10116.0,1,
9438,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,1435,,CHEMBL627894,Rattus norvegicus,10116.0,1,
9439,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,1435,,CHEMBL627895,Rattus norvegicus,10116.0,1,
9440,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5206,,CHEMBL627896,Rattus norvegicus,10116.0,1,
9441,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,6080,,CHEMBL627897,Rattus norvegicus,10116.0,1,
9442,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4449,,CHEMBL627898,Rattus norvegicus,10116.0,1,
9443,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6057,,CHEMBL627899,Rattus norvegicus,10116.0,1,
9444,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6057,,CHEMBL873823,Rattus norvegicus,10116.0,1,
9445,,BAO_0000218,,N,Intermediate,,,,1,,50597,,3747,,CHEMBL627900,Rattus norvegicus,10116.0,1,
9446,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17858,,CHEMBL627901,Rattus norvegicus,10116.0,1,
9447,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,16365,,CHEMBL627902,Rattus norvegicus,10116.0,1,
9448,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,16365,,CHEMBL627903,Rattus norvegicus,10116.0,1,
9449,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5031,,CHEMBL627904,Rattus norvegicus,10116.0,1,
9450,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4722,,CHEMBL627905,Rattus norvegicus,10116.0,1,
9451,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6078,,CHEMBL627906,Rattus norvegicus,10116.0,1,
9452,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6078,,CHEMBL627907,Rattus norvegicus,10116.0,1,
9453,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6078,,CHEMBL876783,Rattus norvegicus,10116.0,1,
9454,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6078,,CHEMBL627908,Rattus norvegicus,10116.0,1,
9455,,BAO_0000218,,N,Intermediate,,,,1,,50597,,17065,,CHEMBL627909,Rattus norvegicus,10116.0,1,
9456,,BAO_0000218,,N,Intermediate,,,,1,,50597,,1353,,CHEMBL627910,Rattus norvegicus,10116.0,1,
9457,,BAO_0000218,,N,Intermediate,,,,1,,50597,,1353,,CHEMBL627911,Rattus norvegicus,10116.0,1,
9458,,BAO_0000218,,N,Intermediate,,,,1,,50597,,1353,,CHEMBL627912,Rattus norvegicus,10116.0,1,
9459,,BAO_0000218,,N,Intermediate,,,,1,,50597,,1353,,CHEMBL627913,Rattus norvegicus,10116.0,1,
9460,,BAO_0000218,,N,Intermediate,,,,1,,50597,,1353,,CHEMBL627914,Rattus norvegicus,10116.0,1,
9461,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16423,,CHEMBL627915,Rattus norvegicus,10116.0,1,
9462,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16423,,CHEMBL627916,Rattus norvegicus,10116.0,1,
9463,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6062,,CHEMBL627917,Rattus norvegicus,10116.0,1,
9464,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6056,,CHEMBL627918,Rattus norvegicus,10116.0,1,
9465,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5182,,CHEMBL627919,Rattus norvegicus,10116.0,1,
9466,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6410,,CHEMBL627920,Rattus norvegicus,10116.0,1,
9467,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6410,,CHEMBL627921,Rattus norvegicus,10116.0,1,
9468,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4723,,CHEMBL627922,Rattus norvegicus,10116.0,1,
9469,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4723,,CHEMBL876784,Rattus norvegicus,10116.0,1,
9470,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4723,,CHEMBL627923,Rattus norvegicus,10116.0,1,
9471,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4723,,CHEMBL626208,Rattus norvegicus,10116.0,1,
9472,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4723,,CHEMBL626209,Rattus norvegicus,10116.0,1,
9473,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4723,,CHEMBL626210,Rattus norvegicus,10116.0,1,
9474,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,2463,,CHEMBL627994,Rattus norvegicus,10116.0,1,
9475,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4709,,CHEMBL627995,Rattus norvegicus,10116.0,1,
9476,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4075,,CHEMBL627996,Rattus norvegicus,10116.0,1,
9477,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5394,,CHEMBL627997,Rattus norvegicus,10116.0,1,
9478,,BAO_0000218,,N,Intermediate,,,,1,,50597,,2661,,CHEMBL627998,Rattus norvegicus,10116.0,1,
9479,,BAO_0000218,,N,Intermediate,,,,1,,50597,,2661,,CHEMBL628640,Rattus norvegicus,10116.0,1,
9480,,BAO_0000218,,N,Intermediate,,,,1,,50597,,2661,,CHEMBL628641,Rattus norvegicus,10116.0,1,
9481,,BAO_0000218,,N,Intermediate,,,,1,,50597,,2661,,CHEMBL628642,Rattus norvegicus,10116.0,1,
9482,,BAO_0000218,,N,Intermediate,,,,1,,50597,,17791,,CHEMBL628643,Rattus norvegicus,10116.0,1,
9483,,BAO_0000218,,N,Intermediate,,,,1,,50597,,2591,,CHEMBL628644,Rattus norvegicus,10116.0,1,
9484,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6567,,CHEMBL628645,Rattus norvegicus,10116.0,1,
9485,,BAO_0000218,,N,Intermediate,,,,1,,50597,,6211,,CHEMBL628646,Rattus norvegicus,10116.0,1,
9486,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5529,,CHEMBL628647,Rattus norvegicus,10116.0,1,
9487,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5408,,CHEMBL628648,Rattus norvegicus,10116.0,1,
9488,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5408,,CHEMBL625358,Rattus norvegicus,10116.0,1,
9489,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5408,,CHEMBL625359,Rattus norvegicus,10116.0,1,
9490,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5408,,CHEMBL625360,Rattus norvegicus,10116.0,1,
9491,,BAO_0000218,,N,Intermediate,,,,1,,50597,,429,,CHEMBL625361,Rattus norvegicus,10116.0,1,
9492,,BAO_0000218,,N,Intermediate,,,,1,,50597,,429,,CHEMBL625362,Rattus norvegicus,10116.0,1,
9493,,BAO_0000218,,N,Intermediate,,,,1,,50597,,429,,CHEMBL625363,Rattus norvegicus,10116.0,1,
9494,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4796,,CHEMBL625364,Rattus norvegicus,10116.0,1,
9495,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5974,,CHEMBL625365,Rattus norvegicus,10116.0,1,
9496,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5974,,CHEMBL625366,Rattus norvegicus,10116.0,1,
9497,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5974,,CHEMBL625367,Rattus norvegicus,10116.0,1,
9498,2113.0,BAO_0000218,,N,Intermediate,,,,1,Kidney,50597,,11450,,CHEMBL625368,Rattus norvegicus,10116.0,1,
9499,2113.0,BAO_0000218,,N,Intermediate,,,,1,Kidney,50597,,11450,,CHEMBL625369,Rattus norvegicus,10116.0,1,
9500,2113.0,BAO_0000218,,N,Intermediate,,,,1,Kidney,50597,,11450,,CHEMBL625370,Rattus norvegicus,10116.0,1,
9501,2113.0,BAO_0000218,,N,Intermediate,,,,1,Kidney,50597,,11450,,CHEMBL625371,Rattus norvegicus,10116.0,1,
9502,2113.0,BAO_0000218,,N,Intermediate,,,,1,Kidney,50597,,11450,,CHEMBL625372,Rattus norvegicus,10116.0,1,
9503,2113.0,BAO_0000218,,N,Intermediate,,,,1,Kidney,50597,,11450,,CHEMBL625373,Rattus norvegicus,10116.0,1,
9504,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,11450,,CHEMBL625374,Rattus norvegicus,10116.0,1,
9505,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,11450,,CHEMBL877593,Rattus norvegicus,10116.0,1,
9506,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,11450,,CHEMBL625375,Rattus norvegicus,10116.0,1,
9507,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,11450,,CHEMBL625376,Rattus norvegicus,10116.0,1,
9508,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,11450,,CHEMBL621973,Rattus norvegicus,10116.0,1,
9509,2107.0,BAO_0000218,,N,Intermediate,,,,1,Liver,50597,,11450,,CHEMBL621974,Rattus norvegicus,10116.0,1,
9510,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,11450,,CHEMBL621975,Rattus norvegicus,10116.0,1,
9511,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,11450,,CHEMBL622166,Rattus norvegicus,10116.0,1,
9512,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,11450,,CHEMBL622167,Rattus norvegicus,10116.0,1,
9513,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,11450,,CHEMBL622168,Rattus norvegicus,10116.0,1,
9514,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,11450,,CHEMBL622169,Rattus norvegicus,10116.0,1,
9515,2048.0,BAO_0000218,,N,Intermediate,,,,1,Lung,50597,,11450,,CHEMBL622170,Rattus norvegicus,10116.0,1,
9516,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622171,Rattus norvegicus,10116.0,1,
9517,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622172,Rattus norvegicus,10116.0,1,
9518,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622173,Rattus norvegicus,10116.0,1,
9519,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622174,Rattus norvegicus,10116.0,1,
9520,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622175,Rattus norvegicus,10116.0,1,
9521,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622176,Rattus norvegicus,10116.0,1,
9522,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622177,Rattus norvegicus,10116.0,1,
9523,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622178,Rattus norvegicus,10116.0,1,
9524,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622179,Rattus norvegicus,10116.0,1,
9525,2046.0,BAO_0000218,,N,Intermediate,,,,1,Thyroid gland,50597,,11450,,CHEMBL622180,Rattus norvegicus,10116.0,1,
9526,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16435,,CHEMBL622181,Rattus norvegicus,10116.0,1,
9527,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16435,,CHEMBL622182,Rattus norvegicus,10116.0,1,
9528,,BAO_0000218,,N,Intermediate,,,,1,,50597,,16435,,CHEMBL622183,Rattus norvegicus,10116.0,1,
