assay_tissue,bao_format,assay_strain,relationship_type,assay_subcellular_fraction,description,src_id,assay_cell_type,assay_tax_id,assay_type,assay_organism,tissue_id,confidence_score,curated_by,chembl_id,src_assay_id,assay_id,assay_test_type,variant_id,tid,doc_id,cell_id,assay_category
Plasma,BAO_0000218,,U,,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,1,,9527.0,A,Cercopithecidae,1969.0,0,Autocuration,CHEMBL620924,,4433,In vivo,,22224,6227,,
,BAO_0000218,,U,,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),1,,9527.0,A,Cercopithecidae,,0,Autocuration,CHEMBL620925,,4434,In vivo,,22224,4809,,
,BAO_0000218,,U,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,1,,9527.0,A,Cercopithecidae,,0,Autocuration,CHEMBL620926,,4435,In vivo,,22224,5355,,
,BAO_0000218,,U,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,1,,9527.0,A,Cercopithecidae,,0,Autocuration,CHEMBL620927,,4436,In vivo,,22224,5355,,
,BAO_0000218,,U,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,1,,9527.0,A,Cercopithecidae,,0,Autocuration,CHEMBL620928,,4437,In vivo,,22224,5355,,
,BAO_0000218,,U,,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,1,,9527.0,A,Cercopithecidae,,0,Autocuration,CHEMBL620929,,4438,In vivo,,22224,5355,,
Plasma,BAO_0000218,,U,,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,1,,9527.0,A,Cercopithecidae,1969.0,0,Autocuration,CHEMBL620930,,4439,In vivo,,22224,6221,,
,BAO_0000218,,U,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,1,,9527.0,A,Cercopithecidae,,0,Autocuration,CHEMBL620931,,4440,,,22224,167,,
,BAO_0000218,,U,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,1,,9527.0,A,Cercopithecidae,,0,Autocuration,CHEMBL620932,,4441,,,22224,167,,
,BAO_0000218,,U,,Absolute bioavailability was evaluated in monkey,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620933,,4442,In vivo,,22224,4257,,
,BAO_0000218,,U,,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620934,,4443,In vivo,,22224,6221,,
,BAO_0000218,,U,,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620935,,4444,In vivo,,22224,17667,,
,BAO_0000218,,U,,Bioavailability of compound was determined in rhesus monkey,1,,9544.0,A,Macaca mulatta,,0,Autocuration,CHEMBL620936,,4445,In vivo,,22224,17267,,
,BAO_0000218,,U,,Bioavailability determined after oral administration in marmoset,1,,38020.0,A,marmosets,,0,Autocuration,CHEMBL620937,,4446,In vivo,,22224,4256,,
,BAO_0000218,,U,,Oral bioavailability in cynomolgus monkey,1,,9541.0,A,Macaca fascicularis,,0,Autocuration,CHEMBL620938,,4447,In vivo,,22224,4256,,
,BAO_0000218,,U,,Bioavailability in monkey (p.o.) at 2.0 mpk,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620939,,4448,In vivo,,22224,17853,,
,BAO_0000218,,U,,Bioavailability was evaluated after oral administration in monkey,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620940,,4449,In vivo,,22224,16365,,
,BAO_0000218,,U,,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,1,,9541.0,A,Macaca fascicularis,,0,Autocuration,CHEMBL620941,,4450,In vivo,,22224,1916,,
,BAO_0000218,,U,,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),1,,9544.0,A,Macaca mulatta,,0,Autocuration,CHEMBL620942,,4451,In vivo,,22224,5334,,
,BAO_0000218,,U,,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),1,,9544.0,A,Macaca mulatta,,0,Autocuration,CHEMBL620943,,4452,In vivo,,22224,5334,,
,BAO_0000218,,U,,Bioavailability of the compound was determined in monkey,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620944,,4453,In vivo,,22224,17592,,
,BAO_0000218,,U,,Bioavailability in squirrel monkey (dose 5 mg/kg),1,,9521.0,A,Saimiri sciureus,,0,Autocuration,CHEMBL620945,,4454,In vivo,,22224,1399,,
,BAO_0000218,,U,,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620946,,4455,In vivo,,22224,4809,,
,BAO_0000218,,U,,Oral bioavailability in monkey,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620947,,4456,In vivo,,22224,3341,,
,BAO_0000218,,U,,Compound was tested for bioavailability in squirrel monkey,1,,9521.0,A,Saimiri sciureus,,0,Autocuration,CHEMBL620948,,4457,In vivo,,22224,64,,
,BAO_0000218,,U,,Oral bioavailability in Rhesus monkey,1,,9544.0,A,Macaca mulatta,,0,Autocuration,CHEMBL620949,,4458,In vivo,,22224,5005,,
,BAO_0000218,,U,,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),1,,9544.0,A,Macaca mulatta,,0,Autocuration,CHEMBL620950,,4459,In vivo,,22224,5005,,
,BAO_0000218,,U,,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,1,,9541.0,A,Macaca fascicularis,,0,Autocuration,CHEMBL620951,,4460,In vivo,,22224,5237,,
,BAO_0000218,,U,,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,1,,9541.0,A,Macaca fascicularis,,0,Autocuration,CHEMBL620952,,4461,In vivo,,22224,5237,,
,BAO_0000218,,U,,Oral bioavailability in monkey (dose 5 mg/kg),1,,9443.0,A,monkey,,0,Autocuration,CHEMBL875421,,4462,In vivo,,22224,5302,,
,BAO_0000218,,U,,Oral bioavailability of compound at 5 mg/kg in monkey,1,,9443.0,A,monkey,,0,Autocuration,CHEMBL620953,,4463,In vivo,,22224,17667,,
,BAO_0000218,,N,,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL873491,,4464,In vivo,,50588,6161,,
,BAO_0000218,,N,,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL620954,,4465,In vivo,,50588,6161,,
Plasma,BAO_0000218,,N,,Plasma half life determined,1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL620955,,4466,,,50588,3854,,
Plasma,BAO_0000218,,N,,Plasma half life in dog,1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL618097,,4467,,,50588,993,,
Plasma,BAO_0000218,,N,,Plasma half-life in Beagle dogs,1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL618268,,4468,,,50588,4514,,
Plasma,BAO_0000218,,N,,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL618269,,4469,In vivo,,50588,5334,,
Plasma,BAO_0000218,,N,,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL618270,,4470,In vivo,,50588,5334,,
,BAO_0000218,,N,,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL618271,,4471,In vivo,,50588,1466,,
,BAO_0000218,,N,,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL873493,,4472,In vivo,,50588,1466,,
,BAO_0000218,,N,,Tested for the half life period in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL621031,,4473,,,50588,5313,,
,BAO_0000218,,N,,Tested for the half life period in dog at dosage of 10 mpk,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL621032,,4474,In vivo,,50588,5313,,
,BAO_0000218,,N,,The compound was tested for half life in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL621033,,4475,,,50588,3880,,
Plasma,BAO_0000218,,N,,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL621034,,4476,,,50588,3639,,
,BAO_0000218,,N,,The half life was determined,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL621035,,4477,,,50588,3880,,
Plasma,BAO_0000218,,N,,The plasma half-life in dogs,1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL621036,,4478,,,50588,3918,,
Plasma,BAO_0000218,,N,,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,1,,9615.0,A,Canis lupus familiaris,1969.0,1,Intermediate,CHEMBL621037,,4479,,,50588,16452,,
,BAO_0000218,,N,,Half life in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL619812,,4480,,,50588,17796,,
,BAO_0000218,,N,,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL619813,,4481,In vivo,,50588,5983,,
,BAO_0000218,,N,,tmax upon peroral administration of 10.0 mg/Kg dose in dog,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL873335,,4482,In vivo,,50588,1466,,
,BAO_0000218,,N,,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,1,,9615.0,A,Canis lupus familiaris,,1,Intermediate,CHEMBL619814,,4483,In vivo,,50588,16456,,
,BAO_0000218,,N,,Cmax in ferrets after 30 mg/kg oral dose,1,,9669.0,A,Mustela putorius furo,,1,Expert,CHEMBL619815,,4484,In vivo,,50506,6113,,
,BAO_0000218,,N,,Emesis in ferrets at 30 mg/kg oral dose,1,,9669.0,F,Mustela putorius furo,,1,Expert,CHEMBL619816,,4485,In vivo,,50506,6113,,
,BAO_0000218,,U,,Bioavailability in cynomolgus monkey,1,,9541.0,A,Macaca fascicularis,,0,Autocuration,CHEMBL619817,,4486,In vivo,,22224,17796,,
,BAO_0000218,,N,,Volume of distribution in cynomolgus,1,,9541.0,A,Macaca fascicularis,,1,Intermediate,CHEMBL619818,,4487,In vivo,,100710,17796,,
Plasma,BAO_0000218,,U,,AUC tested in guinea pig when 3 mg/kg dose was given perorally,1,,10141.0,A,Cavia porcellus,1969.0,0,Autocuration,CHEMBL619819,,4488,,,22224,5308,,
,BAO_0000218,,U,,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL619820,,4489,,,22224,4877,,
,BAO_0000218,,U,,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL875419,,4490,,,22224,4876,,
Plasma,BAO_0000218,,U,,AUC in guinea pig after 3mg/kg oral dose,1,,10141.0,A,Cavia porcellus,1969.0,0,Autocuration,CHEMBL619821,,4491,In vivo,,22224,4878,,
,BAO_0000218,,U,,Bioavailability in guinea pig was tested,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL619822,,4492,In vivo,,22224,5308,,
,BAO_0000218,,U,,Tested for oral bioavailability in guinea pig at 5 mg/kg,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL619823,,4493,In vivo,,22224,4877,,
,BAO_0000218,,U,,Tested for the oral bioavailability of the compound,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL619824,,4494,In vivo,,22224,4876,,
,BAO_0000218,,U,,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL619825,,4495,In vivo,,22224,4876,,
,BAO_0000218,,U,,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL619826,,4496,In vivo,,22224,5308,,
Lung,BAO_0000218,,U,,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,1,,10141.0,A,Cavia porcellus,2048.0,0,Autocuration,CHEMBL619827,,4497,In vivo,,22224,4877,,
,BAO_0000218,,U,,Cmax in guinea pig after 3mg/kg oral dose,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618167,,4498,In vivo,,22224,4878,,
Blood,BAO_0000019,,U,,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,178.0,0,Autocuration,CHEMBL618168,,4499,,,22224,5689,,
Brain,BAO_0000019,,U,,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,955.0,0,Autocuration,CHEMBL618169,,4500,,,22224,5689,,
,BAO_0000019,,U,,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618170,,4501,,,22224,5689,,
Intestine,BAO_0000019,,U,,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,160.0,0,Autocuration,CHEMBL618171,,4502,,,22224,5689,,
Kidney,BAO_0000019,,U,,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,2113.0,0,Autocuration,CHEMBL618172,,4503,,,22224,5689,,
Liver,BAO_0000019,,U,,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,2107.0,0,Autocuration,CHEMBL618173,,4504,,,22224,5689,,
,BAO_0000019,,U,,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618174,,4505,,,22224,5689,,
Spleen,BAO_0000019,,U,,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,1,,10141.0,A,Cavia porcellus,2106.0,0,Autocuration,CHEMBL875408,,4506,,,22224,5689,,
,BAO_0000218,,U,,Elimination T1/2 in Guinea pig (PO dose),1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL839827,,4507,In vivo,,22224,14465,,
,BAO_0000019,,U,,Partition coefficient was measured as -log (counts per min ),1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618175,,4508,,,22224,5689,,
,BAO_0000218,,U,,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618176,,4509,In vivo,,22224,611,,
,BAO_0000218,,U,,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618177,,4510,In vivo,,22224,611,,
,BAO_0000218,,U,,Elimination T1/2 in Guinea pig (PO dose),1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618178,,4511,In vivo,,22224,14465,,
,BAO_0000218,,U,,"Tested for the half life period of the compound, intravenously",1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618179,,4512,In vivo,,22224,4876,,
,BAO_0000019,,U,,Half-life was measured,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL873489,,4513,,,22224,5689,,
,BAO_0000019,,U,,The time required for onset of inotropy after addition of a single dose of delta F75,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618180,,4514,,,22224,7515,,
,BAO_0000218,,U,,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618181,,4515,In vivo,,22224,17667,,
,BAO_0000218,,U,,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,1,,10141.0,A,Cavia porcellus,,0,Autocuration,CHEMBL618182,,4516,In vivo,,22224,17667,,
,BAO_0000218,,U,,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,1,,10029.0,A,Cricetulus griseus,,0,Autocuration,CHEMBL618183,,4517,In vivo,,22224,4727,,
,BAO_0000218,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL618184,,4518,In vivo,,50594,10107,,
,BAO_0000218,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL618185,,4519,In vivo,,50594,10107,,
,BAO_0000218,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL618186,,4520,In vivo,,50594,10107,,
,BAO_0000218,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL618187,,4521,In vivo,,50594,10107,,
,BAO_0000218,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL618188,,4522,In vivo,,50594,10107,,
,BAO_0000218,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL875409,,4523,In vivo,,50594,10107,,
,BAO_0000218,,N,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL618189,,4524,In vivo,,50594,10107,,
Blood,BAO_0000218,,N,,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,178.0,1,Intermediate,CHEMBL618190,,4525,In vivo,,50594,3655,,
Blood,BAO_0000218,,N,,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,178.0,1,Intermediate,CHEMBL618191,,4526,In vivo,,50594,3655,,
Blood,BAO_0000218,,N,,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,178.0,1,Intermediate,CHEMBL618192,,4527,In vivo,,50594,3655,,
Bone,BAO_0000218,,N,,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,10000001.0,1,Intermediate,CHEMBL618193,,4528,In vivo,,50594,3655,,
Bone,BAO_0000218,,N,,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,10000001.0,1,Intermediate,CHEMBL618194,,4529,In vivo,,50594,3655,,
Bone,BAO_0000218,,N,,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,10000001.0,1,Intermediate,CHEMBL618195,,4530,In vivo,,50594,3655,,
Brain,BAO_0000218,,N,,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,955.0,1,Intermediate,CHEMBL618196,,4531,In vivo,,50594,3655,,
Brain,BAO_0000218,,N,,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,955.0,1,Intermediate,CHEMBL618197,,4532,In vivo,,50594,3655,,
Brain,BAO_0000218,,N,,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,955.0,1,Intermediate,CHEMBL618198,,4533,In vivo,,50594,3655,,
Heart,BAO_0000218,,N,,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,948.0,1,Intermediate,CHEMBL618199,,4534,In vivo,,50594,3655,,
Heart,BAO_0000218,,N,,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,948.0,1,Intermediate,CHEMBL618200,,4535,In vivo,,50594,3655,,
Heart,BAO_0000218,,N,,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,948.0,1,Intermediate,CHEMBL618201,,4536,In vivo,,50594,3655,,
Intestine,BAO_0000218,,N,,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,160.0,1,Intermediate,CHEMBL618202,,4537,In vivo,,50594,3655,,
Intestine,BAO_0000218,,N,,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,160.0,1,Intermediate,CHEMBL618203,,4538,In vivo,,50594,3655,,
Intestine,BAO_0000218,,N,,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,160.0,1,Intermediate,CHEMBL618204,,4539,In vivo,,50594,3655,,
Kidney,BAO_0000218,,N,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,2113.0,1,Intermediate,CHEMBL618205,,4540,In vivo,,50594,3655,,
Kidney,BAO_0000218,,N,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,2113.0,1,Intermediate,CHEMBL618206,,4541,In vivo,,50594,3655,,
Kidney,BAO_0000218,,N,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,2113.0,1,Intermediate,CHEMBL618207,,4542,In vivo,,50594,3655,,
Liver,BAO_0000218,,N,,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,2107.0,1,Intermediate,CHEMBL618208,,4543,In vivo,,50594,3655,,
Liver,BAO_0000218,,N,,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,2107.0,1,Intermediate,CHEMBL618932,,4544,In vivo,,50594,3655,,
Liver,BAO_0000218,,N,,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,2107.0,1,Intermediate,CHEMBL618933,,4545,In vivo,,50594,3655,,
Lung,BAO_0000218,,N,,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,2048.0,1,Intermediate,CHEMBL618934,,4546,In vivo,,50594,3655,,
Lung,BAO_0000218,,N,,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,2048.0,1,Intermediate,CHEMBL618935,,4547,In vivo,,50594,3655,,
Lung,BAO_0000218,,N,,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,2048.0,1,Intermediate,CHEMBL618936,,4548,In vivo,,50594,3655,,
Muscle tissue,BAO_0000218,,N,,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,2385.0,1,Intermediate,CHEMBL618937,,4549,In vivo,,50594,3655,,
Muscle tissue,BAO_0000218,,N,,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,2385.0,1,Intermediate,CHEMBL618938,,4550,In vivo,,50594,3655,,
Muscle tissue,BAO_0000218,,N,,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,2385.0,1,Intermediate,CHEMBL619104,,4551,In vivo,,50594,3655,,
Spleen,BAO_0000218,,N,,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,2106.0,1,Intermediate,CHEMBL619105,,4552,In vivo,,50594,3655,,
Spleen,BAO_0000218,,N,,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,2106.0,1,Intermediate,CHEMBL619106,,4553,In vivo,,50594,3655,,
Spleen,BAO_0000218,,N,,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,2106.0,1,Intermediate,CHEMBL619107,,4554,In vivo,,50594,3655,,
Stomach,BAO_0000218,,N,,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,1,,10090.0,A,Mus musculus,945.0,1,Intermediate,CHEMBL875410,,4555,In vivo,,50594,3655,,
Stomach,BAO_0000218,,N,,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,1,,10090.0,A,Mus musculus,945.0,1,Intermediate,CHEMBL619108,,4556,In vivo,,50594,3655,,
Stomach,BAO_0000218,,N,,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,1,,10090.0,A,Mus musculus,945.0,1,Intermediate,CHEMBL619109,,4557,In vivo,,50594,3655,,
,BAO_0000218,,N,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL619110,,4558,In vivo,,50594,16597,,
,BAO_0000218,,N,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,1,,10090.0,F,Mus musculus,,1,Intermediate,CHEMBL619111,,4559,In vivo,,50594,16597,,
,BAO_0000218,,N,,MRT value at a dose of 10 mg/kg intravenous administration in mice.,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL619112,,4560,In vivo,,50594,16597,,
,BAO_0000218,,N,,MRT value at a dose of 10 mg/kg peroral administration in mice.,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL619113,,4561,In vivo,,50594,16597,,
,BAO_0000218,,N,,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,1,,10090.0,A,Mus musculus,,1,Intermediate,CHEMBL619114,,4562,In vivo,,50594,17764,,
,BAO_0000218,,N,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,1,,10090.0,F,Mus musculus,,1,Intermediate,CHEMBL619115,,4563,In vivo,,50594,17764,,
,BAO_0000219,,N,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,1,A2780,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL619116,,4564,,,81034,3830,478.0,
,BAO_0000219,,N,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,1,A2780,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL619117,,4565,,,81034,3829,478.0,
,BAO_0000219,,N,,Compound was evaluated for cytotoxicity against A2780 cell lines.,1,A2780,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL619118,,4566,,,81034,2040,478.0,
,BAO_0000219,,N,,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,1,A2780,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL619119,,4567,,,81034,15684,478.0,
,BAO_0000219,,N,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,1,A2780,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL619120,,4568,,,81034,15684,478.0,
