assay_id,assay_tissue,relationship_type,assay_tax_id,tissue_id,variant_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_strain,assay_cell_type
1448,Hippocamohs,H,,89433.0,,12639,Tested for the inhibitory activity against 5-hydroxytryptamine 1A receptor in rat hippocampal,B,,,,,
1449,,H,,,,13949,Tested in vitro for binding affinity by measuring its ability to inhibit [3H]8-OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes.,B,,,,,
1450,,D,28265.0,,,12463,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT,B,,,Rattus norvegicus,,
1451,Hip9ocakpus,H,,1741777.0,,14829,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation,B,,,,,
1452,Hoppocampks,H,,2605924.0,,14829,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation; ND=not determined,B,,,,,
1453,,H,,,,12092,The binding affinity was measured on 5-hydroxytryptamine 1A receptor using [3H]- 8-OH-DPAT as radioligand.,B,,,,,
1454,,H,,,,403,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 1 mM of MnCl2,B,,,,,
1455,,H,,,,403,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 3*10e-5 M GTP gamma S,B,,,,,
1456,,H,,,,3967,Binding affinity at 5-hydroxytryptamine 1A receptor from striata of wistar rats by [3H]- 8-OH -DPAT displacement.,B,,,,,
1457,,D,4996.0,,,12771,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat brain synaptosomal preparations,B,,,Rattus norvegicus,,
1458,,H,,,,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,,,,,
1459,Hipplcampks,H,,3417347.0,,14909,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,
1460,Hip0ocqmpus,H,,1550481.0,,14949,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,
1461,Hi9pocam0us,D,10332.0,600852.0,,2309,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]8-OH-DPAT,B,,,Rattus norvegicus,,
1462,,H,,,,4170,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1463,Hippocskpus,D,19041.0,4722904.0,,11642,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 from rat hippocampus,B,,,Rattus norvegicus,,
1464,Huppkcampus,H,,4081497.0,,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 radioligand in rat hippocampus,B,,,,,
1465,Hippocahpux,H,,818334.0,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,B,,,,,
1466,Hip9ocampis,H,,3019347.0,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,B,,,,,
1467,tippodampus,H,,3827926.0,,12953,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,B,,,,,
1468,,H,,,,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",B,,,,,CHO
1469,,H,,,,12536,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,,,,
1470,,H,,,,10058,The inhibition activity of 5-HT1A at 1 uM,B,,,,,
1471,,H,,,,12902,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",B,,,,,CHO-K1
1472,,H,,,,14057,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,B,,,,,
1473,,H,,,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,B,,,,,
1474,Hipoocamphs,H,,7437098.0,,11296,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,B,,,,,
1475,jippicampus,H,,2439973.0,,11296,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,B,,,,,
1476,,D,2039.0,,,16616,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,F,,,Rattus norvegicus,,
1477,Hippocan0us,D,43326.0,287397.0,,16616,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",F,,,Rattus norvegicus,,
1478,,H,,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,B,,,,,
1479,,H,,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,B,,,,,
1480,,H,,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,B,,,,,
1481,,H,,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,B,,,,,
1482,,H,,,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,B,,,,,
1483,,H,,,,17136,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,B,,,,,
1484,,D,14689.0,,,16616,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,B,,,Rattus norvegicus,,
1485,gippoczmpus,H,,2776630.0,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,B,,,,,
1486,Hippocxmpys,H,,2401703.0,,17331,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,B,,,,,
1487,Hipoocampuq,D,32226.0,4540766.0,,17167,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,B,,,Rattus norvegicus,,
1488,,H,,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,F,,,,,
1489,,H,,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,F,,,,,
1490,,H,,,,4671,Ratio of binding affinity to 5-HT 1A and D2 receptor,B,,,,,
1491,Hipp9campuc,H,,4516787.0,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,B,,,,,
1492,Hip0ocxmpus,H,,6926272.0,,10058,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,B,,,,,
1493,Hi0poczmpus,H,,2045018.0,,10058,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,B,,,,,
1494,,H,,,,12073,Percentage inhibition against 5-hydroxytryptamine 1A receptor,B,,,,,
1495,,H,,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),B,,,,,
1496,,H,,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),F,,,,,
1497,,H,,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),B,,,,,
1498,,H,,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),F,,,,,
1499,,H,,,,2759,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,F,,,,,
1500,Brzin,H,,1242536.0,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,,
1501,,H,,,,9737,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,B,,,,,
1502,,H,,,,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,F,,,,,
1503,Hippocahpuq,H,,6119998.0,,12253,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,,,,,
1504,,H,,,,14025,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,B,,,,,
1505,,H,,,,10425,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,B,,,,,
1506,,H,,,,14998,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,B,,,,,
1507,Hipp0cahpus,H,,2024437.0,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,B,,,,,
1508,Hip0ocam9us,H,,3163123.0,,13694,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,B,,,,,
1509,,H,,,,4342,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1510,,D,10293.0,,,12936,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B,,,Rattus norvegicus,,
1511,,D,2819.0,,,13144,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,B,,,Rattus norvegicus,,
1512,,H,,,,13343,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,B,,,,,
1513,,H,,,,12132,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,
1514,,H,,,,15419,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,B,,,,,
1515,jippocampux,H,,332506.0,,1479,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,B,,,,,
1516,,H,,,,14287,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,B,,,,,
1517,,H,,,,13116,Binding affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1518,,D,27365.0,,,2759,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,B,,,Rattus norvegicus,,
1519,,H,,,,2759,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,B,,,,,
1520,,H,,,,14748,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",B,,,,,
1521,,H,,,,12304,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,B,,,,,
1522,Hip0ocampuw,D,21022.0,6463337.0,,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,B,,,Rattus norvegicus,,
1523,Hippocamp6w,D,4920.0,2896543.0,,12409,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,B,,,Rattus norvegicus,,
1524,Hippocakp6s,H,,3941461.0,,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,B,,,,,
1525,,H,,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,
1526,,H,,,,14256,pKi value against rat 5-hydroxytryptamine 1A receptor.,B,,,,,
1527,,H,,,,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,B,,,,,
1528,,H,,,,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,F,,,,,
1529,,D,44197.0,,,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,B,,,Rattus norvegicus,,
1530,,H,,,,1970,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,B,,,,,
1531,hrain,H,,3948807.0,,10034,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,B,,,,,
1532,,H,294.0,,,13348,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,B,,,Rattus norvegicus,,
1533,,H,,,,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,,
1534,Bra8n,H,,978934.0,,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,,
1535,,H,,,,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B,,,,,
1536,,H,,,,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1537,,H,,,,15453,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,B,,,,,
1538,,H,,,,4820,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1539,,H,,,,1089,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,B,,,,,
1540,,H,,,,386,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,B,,,,,
1541,,H,,,,6011,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,B,,,,,
1542,,H,,,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,B,,,,,
1543,,H,,,,4402,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,B,,,,,
1544,,H,,,,17066,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1545,,H,,,,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,B,,,,,
1546,,H,,,,2474,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1547,,H,,,,4775,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1548,,D,36885.0,,,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,B,,,Homo sapiens,,
1549,,D,5016.0,,,14294,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,B,,,Homo sapiens,,
1550,,H,,,,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,CHO
1551,,H,,,,11376,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,B,,,,,
1552,,H,,,,2474,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,In vivo,,,,
1553,Hip9ocampux,H,,777403.0,,13311,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
1554,,H,,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1555,,H,,,,1633,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,B,,,,,
1556,,H,,,,11866,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1557,,H,,,,4373,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,B,,,,,
1558,,H,,,,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,B,,,,,
1559,,H,,,,16946,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,,,,
1560,,H,,,,13291,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,B,,,,,
1561,,H,,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1562,,H,,,,10812,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,B,,,,,
1563,,D,5100.0,,,3032,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,B,,,Mus musculus,,CHO
1564,,H,,,,16655,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,B,,,,,
1565,,H,,,,14532,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,B,,,,,
1566,,H,,,,13944,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1567,,H,,,,13033,Binding affinity against serotonergic 5-HT1a receptor,B,,,,,
1568,,H,,,,10321,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,B,,,,,
1569,,D,18845.0,,,2968,Binding affinity for 5-hydroxytryptamine 1A receptor,B,,,Mus musculus,,
1570,,H,,,,13964,Binding affinity at 5-hydroxytryptamine 1A receptor,B,,,,,
1571,,H,,,,15527,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",B,,,,,
1572,,H,,,,12248,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,CHO
1573,,H,,,,12249,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,B,,,,,CHO
1574,,H,,,,15120,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,B,,,,,
1575,,H,,,,13313,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,B,,,,,
1576,,H,,,,2613,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,B,,,,,
1577,,H,,,,16700,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,B,,,,,
1578,,H,,,,2201,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,B,,,,,
1579,,D,2389.0,,,1274,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,Mus musculus,,
1580,,H,,,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,B,,,,,
1581,,H,,,,12146,Tested against 5-hydroxytryptamine 1A receptor,B,,,,,
1582,,H,,,,14059,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1583,,H,13738.0,,,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,B,,,Oryctolagus cuniculus,,
1584,,H,17159.0,,,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,B,,,Oryctolagus cuniculus,,
1585,,D,49961.0,,,14447,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,B,,,Gorilla gorilla,,HEK293
1586,,H,4687.0,,,3025,5-HT1B agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,F,In vivo,,Cavia porcellus,,
1587,,H,16915.0,,,3025,5-hydroxytryptamine 1B receptor agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,F,In vivo,,Cavia porcellus,,
1588,,H,6217.0,,,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery,F,,,Cavia porcellus,,
1589,,H,51350.0,,,15329,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery; n.d. indicates Not determined,F,,,Cavia porcellus,,
1590,,H,615.0,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig,F,,,Cavia porcellus,,
1591,,H,23604.0,,,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig; ND means not done,F,,,Cavia porcellus,,
1592,,H,,,,14165,Intrinsic activity for Antagonism of 5-hydroxytryptamine 1B receptor-mediated stimulation of [35S]GTP gamma S binding,F,,,,,
1593,,H,,,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine (5-CT),F,,,,,
1594,,H,,,,14214,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine(5-CT),F,,,,,
1595,,D,27936.0,,,14214,Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation,F,,,Homo sapiens,,
1596,,D,15240.0,,,13729,Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells,F,,,Homo sapiens,,CHO-K1
1597,,H,,,,3025,Effective concentration determined by measuring inhibition of forskolin-stimulated c-AMP formation at 5-hydroxytryptamine 1B receptor stably transfected in CHO cell lines,F,,,,,CHO
1598,,H,,,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,B,,,,,
1599,,H,,,,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; full agonist,F,,,,,
1600,,H,,,,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor",F,,,,,CHO
1601,,H,,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line,F,,,,,CHO
1602,,H,,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Antagonist,F,,,,,CHO
1603,,H,,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Full Agonist,F,,,,,CHO
1604,,H,,,,2598,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Partial Agonist,F,,,,,CHO
1605,,H,,,,14956,"Efficacy was evaluated relative to human 5-HT1B receptor using [35S]GTP-gamma-S, as radioligand",F,,,,,
1606,,H,,,,14956,"Efficacy of compound was evaluated relative to human 5-hydroxytryptamine 1B receptor using [35S]GTP-gamma-S, as radioligand",F,,,,,
1607,,D,9350.0,,,14214,Percentage Maximal inhibition obtained with 1 uM 5-HT against 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,,
1608,,H,,,,3463,Ability to displace [3H]5-HT from recombinant human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells determined in vitro,B,,,,,CHO
1609,,H,,,,15331,Affinity of compound towards 5-hydroxytryptamine 1B receptor was evaluated using radioligand binding technique,B,,,,,
1610,,D,5639.0,,,16146,Binding affinity against 5-hydroxytryptamine 1B receptor,B,,,Homo sapiens,,
1611,,D,24352.0,,,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1B receptor expressed in CHO cells,B,,,Homo sapiens,,CHO
1612,,H,,,,14158,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells by [3H]5-HT binding displacement.,B,,,,,CHO
1613,,H,,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1B receptor,B,,,,,
1614,,H,,,,15250,Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,B,,,,,CHO
1615,,H,,,,15250,Binding affinity at cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells by [3H]5-HT displacement.,B,,,,,CHO
1616,,H,,,,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,B,,,,,CHO
1617,,H,,,,15332,Displacement of [3H]5-HT binding from cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells.,B,,,,,CHO
1618,,H,,,,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells,B,,,,,CHO
1619,,H,,,,3805,In vitro binding affinity against human 5-hydroxytryptamine 1B receptor at a concentration of 100 (nM),B,,,,,
1620,,H,,,,14875,Intrinsic activity for each compound is calculated as a percentage of the 5-hydroxytryptamine 1B receptor response,B,,,,,
1621,,H,12577.0,,,14454,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),F,,,Oryctolagus cuniculus,,
1622,,H,12402.0,,,14454,Tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),F,,,Oryctolagus cuniculus,,
1623,,H,,,,16288,Affinity at 5-hydroxytryptamine 1D receptor (For sumatriptan = Ki (nM)-12+/-1.9),B,,,,,
1624,,H,,,,16288,Affinity at 5-hydroxytryptamine 1D receptor from calf caudate using [3H]5-HT as radioligand (For sumatriptan = Ki(nM)-12+/-1.9),B,,,,,
1625,,H,,,,16312,Binding affinity against calf caudate 5-hydroxytryptamine 1D receptor,B,,,,,
1626,,H,56339.0,,,1348,Inhibitory activity against 5-hydroxytryptamine 1D receptor subtype,B,,,Bos taurus,,
1627,,H,13985.0,,,5834,Inhibitory concentration required against 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT,B,,,Bos taurus,,
1628,Striathm,H,26739.0,5881219.0,,13366,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,B,,,Bos taurus,,
1629,,H,20956.0,,,1414,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,B,,,Bos taurus,,
1630,,H,18528.0,,,14998,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,B,,,Bos taurus,,
1631,,H,2869.0,,,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,B,,,Bos taurus,,
1632,,H,10210.0,,,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,B,,,Bos taurus,,
1633,,H,24786.0,,,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,B,,,Bos taurus,,
