assays_ss_strn,assays_src_d,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tst_tp,assays_ss_rgnsm,assays_b_frmt,assays_ss_tp,assays_rltnshp_tp,assays_src_ss_d,assays_ss_d,assays_chmbl_d,assays_ss_tss,assays_ss_sbclllr_frctn,assays_dc_d,assays_tss_d,assays_crtd_b,assays_ss_tx_d,assays_dscrptn,assays_cnfdnc_scr,assays_cll_d,assays_td,assays_ss_ctgr
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9887,CHEMBL622485,Stomach,,8677,945.0,Intermediate,10116.0,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9888,CHEMBL622486,Thyroid gland,,8677,2046.0,Intermediate,10116.0,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9889,CHEMBL877613,Thyroid gland,,8677,2046.0,Intermediate,10116.0,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9890,CHEMBL622487,Thyroid gland,,8677,2046.0,Intermediate,10116.0,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9891,CHEMBL622488,Thyroid gland,,8677,2046.0,Intermediate,10116.0,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9892,CHEMBL622489,Heart,,8677,948.0,Intermediate,10116.0,"Biodistribution in Sprague-Dawley rats heart 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9893,CHEMBL622490,Urine,,6899,1088.0,Intermediate,10116.0,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9894,CHEMBL622491,Urine,,6899,1088.0,Intermediate,10116.0,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9895,CHEMBL622492,Liver,,6899,2107.0,Intermediate,10116.0,Compound was evaluated for percent dose tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in liver,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9896,CHEMBL622493,Urine,,6899,1088.0,Intermediate,10116.0,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9897,CHEMBL622494,Urine,,6899,1088.0,Intermediate,10116.0,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9898,CHEMBL622495,Muscle tissue,,8677,2385.0,Intermediate,10116.0,"Compound was evaluated for the biodistribution in Sprague-Dawley rats in muscle 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9899,CHEMBL622496,,,6899,,Intermediate,10116.0,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in rat kidney,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9900,CHEMBL622497,Urine,,6899,1088.0,Intermediate,10116.0,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9901,CHEMBL622498,,,2189,,Intermediate,10116.0,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9902,CHEMBL624918,Urine,,2189,1088.0,Intermediate,10116.0,Percent of radioactive dose in urine and feces excreted in 0-24 hr by rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9903,CHEMBL624919,Urine,,2189,1088.0,Intermediate,10116.0,Percent of radioactive dose in urine and feces excreted in 0-24 hr by rats; NA is <10% inhibition at 1 uM for binding data,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9904,CHEMBL624920,Blood,,10839,178.0,Intermediate,10116.0,Biodistribution of compound in rat blood after 5 min of administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9905,CHEMBL624921,Blood,,10839,178.0,Intermediate,10116.0,Biodistribution of compound in rat blood after 5 min of administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9906,CHEMBL624922,Brain,,10839,955.0,Intermediate,10116.0,Biodistribution of compound in rat brain after 5 min of administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9907,CHEMBL624923,Heart,,10839,948.0,Intermediate,10116.0,Biodistribution of compound in rat heart after 5 min of administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9908,CHEMBL624924,Heart,,10839,948.0,Intermediate,10116.0,Biodistribution of compound in rat heart after 5 min of administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9909,CHEMBL624925,Kidney,,10839,2113.0,Intermediate,10116.0,Biodistribution of compound in rat kidney after 5 min of administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9910,CHEMBL624926,Kidney,,10839,2113.0,Intermediate,10116.0,Biodistribution of compound in rat kidney after 5 min of administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9911,CHEMBL624927,Liver,,10839,2107.0,Intermediate,10116.0,Biodistribution of compound in rat liver after 5 min of administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9912,CHEMBL874402,Liver,,10839,2107.0,Intermediate,10116.0,Biodistribution of compound in rat liver after 5 min of administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9913,CHEMBL624928,Lung,,10839,2048.0,Intermediate,10116.0,Biodistribution of compound in rat lung after 5 min of administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9914,CHEMBL624929,Lung,,10839,2048.0,Intermediate,10116.0,Biodistribution of compound in rat lung after 5 min of administration.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9915,CHEMBL624930,Muscle tissue,,10839,2385.0,Intermediate,10116.0,Biodistribution of compound in rat muscle after 5 min of administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9916,CHEMBL624931,Muscle tissue,,10839,2385.0,Intermediate,10116.0,Biodistribution of compound in rat muscle after 5 min of administration.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9917,CHEMBL624932,Heart,,4043,948.0,Intermediate,10116.0,In vivo heart distribution of free doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9918,CHEMBL624933,Heart,,4043,948.0,Intermediate,10116.0,In vivo heart distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9919,CHEMBL624934,Liver,,4043,2107.0,Intermediate,10116.0,In vivo liver distribution of free doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9920,CHEMBL624935,Liver,,4043,2107.0,Intermediate,10116.0,In vivo liver distribution of total doxorubicin after 6 h intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9921,CHEMBL624936,,,4043,,Intermediate,10116.0,In vivo plasma distribution of free doxorubicin after 6 h intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9922,CHEMBL624937,,,4043,,Intermediate,10116.0,In vivo plasma distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9923,CHEMBL624938,Spleen,,4043,2106.0,Intermediate,10116.0,In vivo spleen distribution of free doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9924,CHEMBL624939,Spleen,,4043,2106.0,Intermediate,10116.0,In vivo spleen distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9925,CHEMBL624940,,,4043,,Intermediate,10116.0,In vivo tumor distribution of free doxorubicin after 6 h intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9926,CHEMBL874403,,,4043,,Intermediate,10116.0,In vivo tumor distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9927,CHEMBL624941,,,1446,,Intermediate,10116.0,Compound was tested for the duration that the plasma drug concentrations remained above the IC95,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9928,CHEMBL624942,Urine,,9971,1088.0,Intermediate,10116.0,Dose required to lower urine osmolality to 300 mOsm/kg in rat,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9929,CHEMBL624943,Urine,,9971,1088.0,Intermediate,10116.0,Dose required to lower urine osmolality to 300 mOsm/kg in rat; NT=Not tested,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9930,CHEMBL624944,,,5765,,Intermediate,10116.0,% Bioavailability after 1 day of the drug administration in rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9931,CHEMBL624945,,,5765,,Intermediate,10116.0,% Bioavailability after 4 day of the drug administration in rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9932,CHEMBL624946,,,4257,,Intermediate,10116.0,Absolute bioavailability was evaluated in rat,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9933,CHEMBL624947,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat fat at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9934,CHEMBL624948,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat fat at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9935,CHEMBL624949,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat fat at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9936,CHEMBL622025,Kidney,,13091,2113.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat kidney at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9937,CHEMBL622026,Kidney,,13091,2113.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat kidney at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9938,CHEMBL622027,Kidney,,13091,2113.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat kidney at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9939,CHEMBL622028,Kidney,,13091,2113.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat kidney at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9940,CHEMBL622029,Liver,,13091,2107.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat liver at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9941,CHEMBL622208,Liver,,13091,2107.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat liver at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9942,CHEMBL622209,Liver,,13091,2107.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat liver at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9943,CHEMBL622210,Liver,,13091,2107.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat liver at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9944,CHEMBL622211,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat lung at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9945,CHEMBL622212,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat lung at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9946,CHEMBL622213,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat lung at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9947,CHEMBL874404,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat lung at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9948,CHEMBL620452,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat muscle at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9949,CHEMBL620453,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat muscle at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9950,CHEMBL620454,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat muscle at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9951,CHEMBL624067,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat muscle at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9952,CHEMBL624068,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat ovaries at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9953,CHEMBL624069,Female gonad,,13091,992.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat ovaries at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9954,CHEMBL624070,Female gonad,,13091,992.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat ovaries at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9955,CHEMBL624071,Female gonad,,13091,992.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat ovaries at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9956,CHEMBL624072,Uterus,,13091,995.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9957,CHEMBL624073,Uterus,,13091,995.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9958,CHEMBL624788,Uterus,,13091,995.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9959,CHEMBL624789,Uterus,,13091,995.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9960,CHEMBL624790,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/blood at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9961,CHEMBL624791,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/blood at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9962,CHEMBL624792,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/blood at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9963,CHEMBL624793,,,13091,,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/blood at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9964,CHEMBL877491,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/muscle at 1 hr blocked time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9965,CHEMBL624957,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/muscle at 1 hr low time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9966,CHEMBL624958,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/muscle at 1 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9967,CHEMBL624959,Muscle tissue,,13091,2385.0,Intermediate,10116.0,Tissue biodistribution into estrogen-primed immature female rat uterus/muscle at 3 hr time interval,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9968,CHEMBL624960,,,11977,,Intermediate,10116.0,Dissociation constant was determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9969,CHEMBL624961,,,14941,,Intermediate,10116.0,"Pharmacokinetic Parameter, Kel is elimination rate constant in Female Wistar Rats at 100 mg/kg by po administration",1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9970,CHEMBL624962,,,15078,,Intermediate,10116.0,"The Kel value in female wistar rat at 100 mg/kg, p.o. dose",1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9971,CHEMBL624963,,,15078,,Intermediate,10116.0,"The Kel value in male wistar rat at 100 mg/kg, p.o. dose",1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9972,CHEMBL624964,,,4755,,Intermediate,10116.0,Observed rate constant in 80% rat plasma at 37 degree Centigrade,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9973,CHEMBL624965,,,589,,Intermediate,10116.0,LogP value was evaluated in the in situ rat gut perfusion assay,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9974,CHEMBL624966,,,17582,,Intermediate,10116.0,In vivo retention time was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9975,CHEMBL624967,,,5031,,Intermediate,10116.0,Mean residence time (Pharmacokinetic property) after i.v. administration in rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9976,CHEMBL624968,,,17764,,Intermediate,10116.0,Mean-residence time of compound after intravenous administration in rats at 24 uM/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9977,CHEMBL624969,,,17720,,Intermediate,10116.0,Mean residence time at a dose of 4 mg/kg in Rat Plasma after iv administration,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,F,N,,9978,CHEMBL624970,,,2862,,Expert,10116.0,Streptococcal cell wall-washed arthritis model in rats at 10.0 mg/kg peroral dose,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9979,CHEMBL624971,,,16423,,Intermediate,10116.0,Half-life was evaluated after 10 uM/kg of intra arterial administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9980,CHEMBL624972,,,16423,,Intermediate,10116.0,Half-life was evaluated after 20 uM/kg of peroral administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9981,CHEMBL624973,,,6005,,Intermediate,10116.0,Half-life was evaluated after i.v. administration in rat at a dose of 1 mg/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9982,CHEMBL624974,Plasma,,2938,1969.0,Intermediate,10116.0,Half-life was evaluated in plasma of rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9983,CHEMBL624975,,,6410,,Intermediate,10116.0,Half-life was evaluated in rats at an intravenous dose of 3 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9984,CHEMBL877492,,,6410,,Intermediate,10116.0,Half-life was evaluated in rats at an oral dose of 30 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9985,CHEMBL624976,,,6062,,Intermediate,10116.0,Half-life was measured in rat after an iv dose of 1 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9986,CHEMBL624977,,,6571,,Intermediate,10116.0,Half-life period of compound in rats after peroral administration,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9987,CHEMBL626848,Plasma,,3136,1969.0,Intermediate,10116.0,Half-life period of compound was measured in rat plasma.,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9988,CHEMBL626849,Plasma,,3136,1969.0,Intermediate,10116.0,Half-life period of compound was measured in rat plasma; ND is not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9989,CHEMBL626850,Plasma,,3136,1969.0,Intermediate,10116.0,Half-life period of compound was measured in rat plasma; not determined,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9990,CHEMBL626851,,,4521,,Intermediate,10116.0,Half-life period in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9991,CHEMBL626852,,,5871,,Intermediate,10116.0,Half-life period in rat by iv administration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9992,CHEMBL626853,,,6077,,Intermediate,10116.0,Half-life period in rats following intravenous administration at 2 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9993,CHEMBL626854,,,6679,,Intermediate,10116.0,Half-life period was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,9994,CHEMBL627486,,,5144,,Intermediate,10116.0,Half-life period was determined for the compound in rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9995,CHEMBL627487,,,4498,,Intermediate,10116.0,"Half-life period was evaluated in rat, after administering 1 mg/kg intravenously",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9996,CHEMBL627488,,,4498,,Intermediate,10116.0,"Half-life period was evaluated in rat, after administering 10 mg/kg orally",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9997,CHEMBL627489,,,1908,,Intermediate,10116.0,Half-life value after IV dose at a dose of 5 mg/kg in rats.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9998,CHEMBL627490,,,6211,,Intermediate,10116.0,Half-life was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,9999,CHEMBL873829,,,5529,,Intermediate,10116.0,Half-life was determined in rat after intravenous administration (0.5 mg/kg),1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10000,CHEMBL627655,,,6444,,Intermediate,10116.0,Half-life was determined in rat at a dose of 1 mpk i.v.,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10001,CHEMBL625994,,,6444,,Intermediate,10116.0,Half-life was determined in rat at a dose of 1 mpk i.v.; ND means not determined,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10002,CHEMBL625995,,,6444,,Intermediate,10116.0,Half-life was determined in rat at a dose of 1 mpk i.v.; ND=not determined,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,10003,CHEMBL625996,,,5207,,Intermediate,10116.0,Half-life in rat,1,,50597,
,1,,,In vitro,Rattus norvegicus,BAO_0000218,A,N,,10004,CHEMBL625850,Plasma,,530,1969.0,Intermediate,10116.0,In vitro half life in rat plasma,1,,50597,
,1,,,In vitro,Rattus norvegicus,BAO_0000218,A,N,,10005,CHEMBL625851,Plasma,,1116,1969.0,Intermediate,10116.0,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in rat plasma",1,,50597,
,1,,,In vitro,Rattus norvegicus,BAO_0000218,A,N,,10006,CHEMBL625852,,,3219,,Intermediate,10116.0,In vitro half life in rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10007,CHEMBL625853,,,6109,,Intermediate,10116.0,In vivo half life period after intravenous administration in rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10008,CHEMBL625854,,,17582,,Intermediate,10116.0,In vivo half-life period for compound after i.v. administration at a dose of 5 mg/kg was measured in rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10009,CHEMBL874450,,,17582,,Intermediate,10116.0,In vivo half-life period for compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10010,CHEMBL625855,,,5974,,Intermediate,10116.0,In vivo t1/2 was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10011,CHEMBL625856,,,5974,,Intermediate,10116.0,In vivo t1/2 was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10012,CHEMBL625857,,,5974,,Intermediate,10116.0,In vivo t1/2 was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10013,CHEMBL873831,,,5974,,Intermediate,10116.0,In vivo t1/2 was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10014,CHEMBL625858,,,17853,,Intermediate,10116.0,Longer half-life in rat (i.v.) at 0.5 mpk,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,10015,CHEMBL625859,,,17853,,Intermediate,10116.0,Longer half-life in rat (p.o.) at 2.0 mpk,1,,50597,
