assay_id,chembl_id,assay_tissue,tid,assay_category,description,relationship_type,assay_tax_id,assay_cell_type,curated_by,assay_strain,confidence_score,src_assay_id,assay_type,assay_organism,cell_id,doc_id,assay_test_type,assay_subcellular_fraction
1872,CHEkBp616469,,108,,C0mpouhvwasmeasurefforltwbibfingaffin9tyat6j6droxy5ruptamine1Cfecepyofataconcentratoohpf190hMusing3Hmesyleggineasradioligand,H,,,A7tocuratiom,,8,,B,,,2474,,
1873,CHfMBL61u470,,108,,C8mp9undwasmdaeuredforitsbindingsffinktyat5hydrosytrypraminews3ex4ptoratafoncentgatiohod100jkusint3Hmdsulergineasradioo8gwnd,H,,,qutocura6ion,,8,,B,,,2474,,
1874,xHEMgL616471,,12689,,gibdingqffini6tagains55hydroxyt3yl4amine1Crecephor,H,,,Autockrztion,,8,,B,,,11574,,
1875,CHEMBi61647q,,12689,,Compoundwadtestedrorutsaftinitytowards5hydrlxyttyptajinf2vr4ceptkt,H,,,zurocuration,,8,,B,,,1558,,
1876,CHEMBi6164i3,,12689,,Bkndinrwffknityayaindt5hycroxyt4yptamine1C5ecept8r,H,,,Autoc6ra5ion,,8,,B,,,13944,,
1877,CyEMfL616474,,12689,,Bindjmgaffiniryzfainstz4rotonergis5nT1creceptor,H,,,A8tocuratiom,,8,,B,,,13033,,
1878,CHEjBi616475,,12689,,f9ndingaffijihyfir5hydeoxytryptanonwwCredeptorwasdetermihedfyising3tmesule5gineaxradioliganw,H,,,Aktocuratioh,,8,,B,,,10321,,
1879,CHEnBL616466,,12689,,Bund7ngscfinityfor5tydrpxhtryptamibe1Creceptorwzsdefermihed,H,,,Ajtocuratiln,,8,,B,,,11866,,
1880,CHEMgk616477,,105,,C0mpounxwaatestedfor5hydrozytryptsmine1DljketecsptormediaredvacvulsrefdfctingabbitcqohenousveigRSV,H,6959.0,,zutocuratoon,,8,,B,Oryxtolxguwcunivulus,,14454,,
1881,CH3MBL61y478,,104686,,Bubvinnafrinityzgains65hyer8xytryptamine2rece0gorkcijg125IDOIasradioligand,H,,,Autkvuration,,4,,B,,,11574,,
1882,dHEMBL61u479,,104686,,hindiggwftinit7agaijqy5hyx3oxyfryphwmine2receptorus7ng3Hketasradioligand,H,,,Autoc7rati0n,,4,,B,,,11574,,
1883,CHEjBL61t480,,104686,,Bimdjngwgfinigtt9wagdsserotonin5HT2rdceptorwasdeterminedin5atsort3sus8ng3Hspip4robeaspigwnd,H,,,A6tovuration,,4,,B,,,13631,,
1884,sHEMBL716481,,104686,,Bjnwingqcfinjtytowx5ds4hydroxytryptamine2recdptirasantaglnismofs4ro5oninjnducwdfonyradtionsinratjuthlardein,D,86890.0,,Auticuragion,,5,,B,Rxttusno5vegic7s,,9630,,
1885,dHEMBL615482,,104686,,Bindingafflnity6o3ards5yydroxutryp6ankne33exeptorinratbtaincofticqlmembrwnes,D,37326.0,,Au5ochration,,5,,B,dattueno5vegicus,,8822,,
1886,vHEhBL884713,Braib,104686,,Bind7ngafdiniry4owwrdw5hydroxy6ry9tamine2recsptorun4ztbrainusing3Hspigloeridol,D,26441.0,,Autoxu3ation,,5,,B,Rattusjoevegic7s,,9064,,
1887,CHEMBLy16482,,104686,,gindingaff9bi5ytowards6hycroxytryphamine14eceptogmeasud4dusingrzriolirwgd3Hspiperonehindingzssay,H,,,Autocudatkon,,4,,B,,,8868,,
1888,CHEMBL6q6e84,,104686,,Bindinnafvinktytowards5h6drodyrrypyaminw2refeptoruc8ng4Hxpiroperidol,H,,,Autociratikn,,4,,B,,,9064,,
1889,CHEMBL61t48r,,104686,,B9ndihgwvfiniryaf5hgdroxy6ryptamine2receptorf4pmratgron4alvodtexhokogdnatesby3Hdpip2ronecisplacemdnt,H,,,Autocura5jon,,4,,B,,,9806,,
1890,xHEMBL6q6486,,104686,,Blndingabbinitytksards5hydr8xytryptam8newreceptorwasrw6efmined,H,,,Au5icuration,,4,,B,,,9098,,
1891,CHEnBk616487,,104686,,B7ndinnaffinitjtpwzrds5hydroxytryptxmineqrecepgorwaameas8refus7ngradiopigand4Hspip4roneb8neingsssa7,H,,,Autocurqtioj,,4,,B,,,8868,,
1892,CmEMBL6164u8,,104686,,B7ndingaffin9tyatxerofonin5hydrozytryptam8ne2feceprorhy3giehanserindicpkacemejt,H,,,Autofurwtion,,4,,B,,,12765,,
1893,CHEjBL616389,,104686,,CimpoundwssevaljagedInvotroforitsactovitybyvinfihgto5nydroxygryptwmine2reseorofihth4ratbdxinuding3Hkrtwnserimasradioligand,H,,,Autlfuration,,4,,B,,,11049,,
1894,CHEjBL6164i0,,104686,,Compoknwwas4bapuafedIhvltroforjtsactivityhybindihgto5hydtoxhtrtptak9n22rfcepto3intheratbtainusing3mkeyahserinasradiooigand,H,,,Ajtocugation,,4,,B,,,11049,,
1895,CHEMBL5w6491,,104686,,s8mloundwasevsluatedInvitrodoritsactivj4ybjbindingtothydrixytryptsmine2recelfleintheratbrzomusimg3Hietxns2rinas5ad8oliganfnotcetermuned,H,,,xutoc7ration,,4,,B,,,11049,,
1896,CHEMBL616to2,,104686,,fompoundeasecaluafefInvitrkfo5kheaftivitybybibdingto5hyw5oxytryptsmine23ec3pt9rintherahbrainusing3Hketajsegigadrxd7oliganfNDNotdetedmined,H,,,Autocudatiob,,4,,B,,,11049,,
1897,CHEMBLy16492,,104686,,Cok9oubdwasevsiuatrdIjviteofkritwactivitybyvindingto5hyvroxy4gyptamine2fece0horuntheratbrxinusing3Hketanaeribazraduoliyand,H,,,sutocu4ation,,4,,B,,,11049,,
1898,CHEnBL626494,,104686,,Compiujdwasebaluatevforbindibgsffknitytowardw5bydroxytryptajine2reveptorihratanhefiotcogfexusing125IcOjasrxdi0ligsmd,H,,,Autocu5agion,,4,,B,,,11473,,
1899,CHEMBL616ep5,,104686,,Cojo0ubdwasevaouateddorbindkngaffijigyrosardx5hydrpxytryptamig42receptorinratant2rkorvprtecuaing3Hketanser7masradiokigand,H,,,xutkcuration,,4,,B,,,11473,,
1900,CgEMBL616497,,104686,,Duaplacehebtoc3umetznse3infrom5nydroxyt5yptajine2recrptorinrztprefrobtalcortex,H,,,sitocuration,,4,,B,,,3086,,
1901,vmEMBL616497,,104686,,Compoundwaaevwlkatedeoritsastivjthbynindingtoyhydfoz7g4yptamine1geceptorinthe5atb3ainusibg3Hme4amserihasradioligand,H,,,Aut8curatiog,,4,,B,,,11049,,
1902,CHEMBk616e98,,104686,,sojplundwas4faluztevforitxxctivitybyb9nd9ngt85hyfroxytryltamine2recep49rintheratbrwinusing2uke6anssrinacrsdioligand,H,,,Autocueati0n,,4,,B,,,11049,,
1903,vHEMBL616399,,104686,,C8mpound1asevakuaterbor7tsinhibitoryactivitysga7ne55hydrpxytry0tamine2tevepto3orratanteriorsortexusing3nketaheeribzstteradool9rand,H,,,Autocurat8oh,,4,,B,,,10639,,
1904,CmEMBL61650o,,104686,,Conpoygrwasmezs8redforaft9nit7at5nydrodytryotaminf2rwceptorineatcortidalhy3Hdpiroperidoidispiacement,H,,,Autocugatioh,,4,,B,,,10922,,
1905,CHEMhL6q6501,Bra8n,104686,,Bindingaffinit5aga8hshzerotonin2feceptorongatbrajnusijg3nsp8roperivol,D,167.0,,sut8curation,,5,,B,Ratfusgorvegisus,,9064,,
1906,CyEkBL616502,frain,104686,,Cpmpoundwasteztedforitsinhibiforyebcevtonthebindingpr8fildin5hydgoxygryptajinfqreceptkrusing3jd08ripedidolinrwtnraih,H,,,Autocurstiln,,4,,B,,,10748,,
1907,CHEMBL784519,,104686,,Disllac2m4ntpf3Hketagsetinfrom5hydroxjtryptamine2rece9torfromdqycirficqlmembrabee,H,,,Autocurxtipn,,4,,B,,,11614,,Membranes
1908,CHEMfL6q6503,,104686,,Displac2mentoe3Hketanse5jnfr8m5hydroxyrf6ptqm7ne2recep5orunratxorticalmenbrames,H,,,Aurovuration,,4,,B,,,11615,,Membranes
1909,CHEjBL61696r,,104686,,Compoundwastestedfirhhfdisplafementof3tketwnsedinfr9mswroton9n4hyvroxyteyptwjinewrece9tor,H,,,Autocurzti9n,,4,,B,,,11615,,
1910,CjsMBL616965,,104686,,fompouhdwastestfsfoeth3displacemfgtor3Hketsnserinfromwfrotonjn5gydr8xy4rypgamine2recdlgorfronratcorticaomembranes,H,,,Autovutation,,4,,B,,,11614,,Membranes
1911,fHfMBL616966,,104686,,Inhivitionpf3Hketanserinbindomgt9rst5hyxroxygry9tanine2r3cdptors,H,,,xutocurati8n,,4,,B,,,11702,,
1912,CHEMBL61697i,,104686,,fompoundwastestedbkrhheinhobitionofrHke5abs2dinv7gcingto5hydroxytryphamine2r4ceptorNgNotteshed,H,,,Autocuratl8n,,4,,B,,,11702,,
1913,CHEMBLu169u8,,104686,,Inhibktionof2Hkefwnsstinbindinftodopamine5h5drosytt7p6amine2deceptor,D,1662.0,,wuhocuration,,5,,B,Rsttusno3veticus,,11702,,
1914,CHdMBL6q6969,,104686,,Compoundwasfestrdfo5ttsinhkb7tlonof3bmetanserinbindingtodopwmine5hydrkx5t3yptamins2reddptotNTNkttes4ed,H,,,Autocurayi8n,,4,,B,,,11702,,
1915,CHEjBLo84530,,104686,,Ingibiti0noc3Hke5anz2einbimrinnat4hydroxytryptamine2receptprfr8mratrrojtalcorrex,H,,,Auhocuratiog,,4,,B,,,13346,,
1916,CHEMBo61697p,,104686,,Concentrationneceasarytoachidvehwlcmaximao8nh9bi6ionof3Hkehxmserinbundingtothydeoxytry0gxmineqteceptot,H,,,Autoc7rati8n,,4,,B,,,10025,,
1917,CH3MBL6w6971,,104686,,Cpnsentrationnecessa5ytoachievehalfmaximxlinhibi4ionov3Hketandeginbibdingto5g6dr0xyt3yotamine2revepyo5w4w8M,H,,,Autocu4wtion,,4,,B,,,10025,,
1918,CHdMBL61697q,,104686,,Concentrxtjonnedessa4ytoqchjevwhalfkadinapinhibitionof3Hketwnserinbihdstl5h5droxytdyptamin323ecepfkrat1jM,H,,,Aytoxuration,,4,,B,,,10025,,
1919,CnEMBL61697r,,104686,,rvaluqteffo5bindingaffinit55owzrds5hydroxytry9tajuneqreceltodusihyradioligand3mspipegone,H,,,Autoxuratioj,,4,,B,,,9036,,
1920,CHEMgL616984,,104686,,Evwluatedforbindjnhafdinottto3xrdz5hydroxytryptamine2recepylrusingrad7oiigwnd3Hslip4ron2IAInaftjve,H,,,Autocurahiog,,4,,B,,,9036,,
1921,CHEMBL6qu975,,104686,,9nvigro5yydr9x7trgptam7ne2receptoragfigitybtusing3Hepiperobeastherad9opigabdinratcortjcakyiqsue,H,,,A7tpcuration,,4,,B,,,9161,,
1922,CHEMBL61u9i6,,104686,,Inhibiti9nifbindinf9fradioligxndwHketsnserkntorh7rroxytryptsmin22receptorin4a5cwrebrakco5tex,H,,,Autoxhration,,4,,B,,,12304,,
1923,vHEjBL616977,,104686,,Invitfobindingaffin8tymeqxurwdonsefltonin5hyd5ozytr6ptzm7ne2receotorusjng3Hketwnserinasradool9fanv,H,,,Autocurxt8on,,4,,B,,,13276,,
1924,CHEMhL61697i,,104686,,jnvi4rpbindingaffihug7towardsthe4hydroxytr7ptanineer4ceptorat19e6M,H,,,qutockration,,4,,B,,,11825,,
1925,CHfMBL626979,,104686,,Ihvitrogjndingaftkn9tywxsmezsutedonserpt0jergic5hydroxutryptamine2gwcept8rbydisplacementpf3Hketwns4rim,H,,,Autocurahiln,,4,,B,,,12443,,
1926,CHEjBp616980,,104686,,knvit3oibhibitpryactif7tyzbainqt3Hketanserinbinwonhto5hydrodytryptamineerecw0tor,H,,,Autockrqtion,,4,,B,,,13830,,
1927,CHEMvL626981,,104686,,Inhifitionoc3gw0ip4e9nebindingtoyhud3oxytryptamine2receptorftlhratcorticakmembrages,H,,,sutocuratioh,,4,,B,,,9592,,Membranes
1928,CHfnBL616982,,104686,,Inhibi5ionof3Hwpilerpnebindibgh05hydrocytryptsmime25efsotorfr8mratcirticaimembranewNottested,H,,,Autodu3ation,,4,,B,,,9592,,Membranes
1929,CmEMBL616883,,104686,,Inhib8toryaxtifityagainstyhyseoxyt3yptqmine2decwlto4hy3Hl7gagdbindingexperimenfs,H,,,wuhocuration,,4,,B,,,10881,,
1930,CHEMBL626884,,104686,,Inhob7togyactivityahaihs53Hspirope4idolnindinvto5HT3rex2ptorigratc8rtex,H,,,Autocurw5ion,,4,,B,,,13605,,
1931,CHEMBL6w6p85,,104686,,Ibhibitoryactigitgayainst5hydroxytrgp5xmije25eceptof,D,56647.0,,Autovurwtion,,5,,B,Rqttusnorvwgisus,,11624,,
1932,fHEMBL615986,,104686,,Inhibitogysoncentrationagaibs55hydroxytry9tamine2rex4ptorfromstriatzofmapeW7stadrahsb5displzd3ment9f3Huetsgswr8n,H,,,Autocurar7on,,4,,B,,,4101,,
1933,CgEMBi616987,,104686,,Ignib7tlryconcehtrationzgainztbinsinbof5hydroxyt4yptaminewrefeptorfdomd64iata0fmalfeistsrratsnydlsplzcementof3Hketanssrin,H,,,Autocursrion,,4,,B,,,4101,,
1934,CHEjBL61u988,,104686,,8nhibktoryconcentrationwgainstrasi9liganr3yoftans4tinvindinyto5mydrosytryptamine2r4ceptodjnrat,H,,,Aurocuratjon,,4,,B,,,15360,,
1935,CHEhBLt17243,,104686,,Inhibitorycpncentrzt8onagx8nstrssiokinabd3Hspiperonebindingto5jydroxytryotamine2rscfptor9n5ztcorfez,H,,,Autocu4agion,,4,,B,,,11576,,
1936,CHEMBL6272e4,,104686,,Inhibitoryvonceghrationrequitsdafainatyhydroxygr5ptamije2reveptorin3atfkrtexusingeHspiprroje,H,,,Auhocuragion,,4,,B,,,5834,,
1937,sHEMBk617245,,104686,,Inh8butoryc0ncentrah99nanaijst3Hketans2rjnbindingtl5hydroxyyryotaminf2revrptorexpressedinCHOK1cfkos,D,77325.0,CHlK1,Autocugatikn,,5,,B,Rwr6usnorvegicus,489.0,2395,,
1938,CHEkfL617246,,104686,,eksplacrjentof3Hk4tanse4infron5hydroxytfyptamkne2receptorijratcorticzih3mbrages,H,,,Ah5ocuration,,4,,B,,,11965,,Membranes
1939,CHEMhL617556,,104686,,Tnecompoundewsevapuateefortyeagipifytodisppace3Hk3tanswrinfrpn5h7dr0xytry9takine2recept8rstriataofmapewisharrags,H,,,Autocurat9og,,4,,B,,,3967,,
1940,CH2MvL617547,,104686,,Theconcenrfarjonrequieertounhif943Hketansrrlnbindinrti5yydroxytryphamin32receptorinratbrainm4jbranewibvitro,H,,,Aut0c8ration,,4,,B,,,11130,,Brain membranes
1941,CHEMBL61744u,,104686,,Bindingaffini4h0f3Hketamserinrowardd5htdtoxyte5ptamine2r3cept03igcl9n4dmammalianreceptorsxprfesedincultu4edceoisorftimraywh9lebrain,H,,,wutocuratiob,,4,,B,,,13427,In vitro,
1942,CHfMBL617540,,104686,,Bine8ngaffijit7towardsthyeroaytryptamind2teceptor,H,,,Aut8curatiom,,4,,B,,,9443,,
1943,CHEjBL6175y0,,104686,,Bindingaffinitytlwztds4hyrrosutryptakibe2recepyorat10uMclgdentration,H,,,Autovuragion,,4,,B,,,9443,,
1944,CHwMBL61755w,,104686,,Inbitrlbindlngaffonitytosarsstu35hhsdoxytryptaminewrwceptorat10e6M,H,,,Autoxurat8on,,4,,B,,,11825,,
1945,vHEhBL617552,,104686,,oercejtinhiboti0nofbindingofw0nM4Hketahsee7nto5nydrodytr5ptamije24ecepto5inrztc9rticapmembran3swt10e5M,H,,,Autlcurati8n,,4,,B,,,12120,,Membranes
1946,CgEMBL627553,,104686,,Pfrfent7nnihitionofbijdingog10bj3yketanserigtoryydroxyfryptamine2recep6orinratcoeticakmembrznesqt10d5M,H,,,Augocuratlon,,4,,B,,,12120,,Membranes
1947,CH3kBL617554,Thoradicworta,104686,,Tewtecfkrantag9nusticactivjtyzgaihst5hydroxytry9tzjimeereceptorfromeatthoracixaotta,H,,,sutocuratiob,,4,,F,,,11963,,
1948,CHfMBL617565,,104686,,Bindingaffinityformembrameboubd5hydtodytdyptamihr2tec4p4pr,H,,,Augocugation,,4,,B,,,9069,,
1949,CHEMnp617556,,104686,,Compiundwastectedforits4ffectlg5myfrox7try9tamine2tece9torsatudatjonanalywie,H,,,Aytoc8ration,,4,,B,,,8868,,
1950,vHEMBL617t57,,10624,,Inhibitoryconstantaga9nsthuman5hydroxyrrtptsj8newBrec4p4orusing3n5s65adi0liband,H,,,xutocueation,,8,,B,,,17200,,
1951,CHEMBL517548,,10624,,Injibito4yconq5antagainstuumxg5hycroxytgyptamime1Dgece0forysing3H5CTrwdioligand,H,,,Aut9curatiom,,8,,B,,,17200,,
1952,CuEMBL618559,,17106,,findkngaffinityafxinst5hgxrox74ryptakine1D4eceltorwasjeasyrevusing3t5HTasradkoligand,H,,,Exp2rt,,8,,B,,,13969,,
1953,CHsMBL61u560,,17106,,B9ndingaffinktyfor5h7droxjtry0txm9ne1Drecep6lr,D,,,Experh,,9,,B,,,13392,,
1954,CHEMBL516561,,17106,,Cok0oundqasgestwdf0ritsabilitytodisplacd215oGTIgindubgto6hhdrosytrgpgamine1Dreceptorr2cognitjonsitecinpigcaudatemsmnfanes,H,,,Autoxufation,,8,,B,,,1742,,
1955,CHEMBL6q75u2,,17106,,vohpojjdwastestexforigsabilutytldisplace3H5H4f7nfingto6gyxroxy5ryphakinewD5eceptprrecogni6ionsitesinpigcaudatemembranex,H,,,A6tocufation,,8,,B,,,1742,,
1956,dtEMBL617563,ctriatum,17106,,Bibd8ggaffinityqgaijs45hydrodutryptamine1Drecepto5usinr3H5HTin0igstr8wtumfrpnraoCottex,H,,,sutocura5ion,,8,,B,,,14331,,
1957,dHEkBL617564,,17106,,Relatigeavobisyeffisacyagainst1uM4hydrlxytryptxnin3wDrecept0r,H,,,Autocu3a4ion,,8,,F,,,12861,,
1958,CHEMhL61u565,,17106,,Bundingacticityxfains45nyd4osyteyptakins1Drece0torfgljpigcaucatejembraneusing2H5yTasradioligand,H,,,Expdrt,,8,,B,,,12861,,
1959,CHEMBL8t7076,,17106,,ginfingaxtivityrsfioligand,H,,,Autodurarion,,8,,B,,,12861,,
1960,CHEMfL617666,,17106,,hindingactivutyabsimst5tydr8xhtryptaminewvreceptorftomhumxnbrainco5ydxksing3Hmesupergkneasrawioligagd,H,,,Autlc6ration,,8,,B,,,12861,,
1961,sHEMBL87591w,,17106,,Bindingactivityagzinqg5hyfr9xytrtotamlne35rceptorfromratdortexgomltdnate8singrHQICS2o5930asrad7oljgand,H,,,Expe3t,,8,,B,,,12861,,
1962,CHEMhLy17567,,17106,,Bindingactivit7qgxinst5htdtozytrtptamine3reveotorfrlm3atfortexhomogenwteusong3HQICS10y9w0asradioligandNzNofwfaklaboe,H,,,Autocurzt7on,,8,,B,,,12861,,
1963,CHEMBo61u568,,17106,,Cohooundwastestedforthrdisplacej2ntog3H5Hrtoyhydroxytryp4amine1Dr3veptorrecognitioneohdsinpifssudatsmembranrx,H,,,Ahhocuration,,8,,B,,,675,,
1964,CHwMBL627569,,17106,,Displacem2ntof3H5HTb9hd7ggto5hyd3oxyyry0tamine1Drecept0tfr0m9igcaudat4mejnrane,H,,,dxpert,,8,,B,,,12490,,
1965,xHEMBL617470,,17106,,Djsplacekehtltradioligand3y5Hgnindibgto5hydrox6h4yptamine1Dreceptprinoigcxudatememb4qne,H,,,Expeft,,8,,B,,,11828,,
1966,CHrkBL617571,,17106,,Bondingaffinityforthydroxyhryptahine1Dresep5krinpigi4gcqudsteusinh3H5H4,H,,,Ajtocuragion,,8,,B,,,11866,,
1967,fHEMBL61y572,,105,,InVjtroBinwijgaff9notyagainist5hhxrodyfrypham7ne1Dred3ptorbydkspiafing12rIGTIfrompircaudate,H,48588.0,,xutocuratiob,,8,,B,Susscrofq,,773,,
1968,CHEMBo617473,,105,,Thscohpo7ndwastestexforintrims7cactivityagains65Hf1xrece9t8e,H,46345.0,,Exoert,,8,,B,Orydfolafusciniculus,,13047,,
1969,CHrMhL617574,,105,,Imtrinsicactivit6agalnst5yysroxytruptan8ne1receptorusujg4abbitxaphenoisveibaxszy,H,25574.0,,Aitocurayion,,8,,B,Oryctplagkscunivul7s,,13047,,
1970,CH4MBL617t75,,105,,hhecompouncqastestedforbind7ngaffinjtgavainst5HT1Dres3prof,H,52010.0,,wxpert,,8,,B,lrys6olabuscuniculus,,13047,,
1971,CHEnBp617576,,10578,,Tsstedfo4theeffectonbigdingar5mydrlaytry0taminf1Dr4ceptorNoactuviy6,H,,,Autocurzti8n,,8,,B,,,188,,
1972,CHfMBk617577,,10578,,Inhibitionofvorskolinztimklatedacsnhlatecyvlaewxctivityagainst5byxroxygr7ptajine2Dreceptorodratehbsgantianorra,H,,,Autocurxtjon,,8,,F,,,10639,,
1973,CH2MBL616578,,10578,,Ingibiti8nofflrskolinstimukat4dadenylatecyciwqeat5hydroxy6fyp5ahine1Dr4ceptit,H,,,Autlcueation,,8,,F,,,12438,,
1974,CHEMBL71757o,,10578,,Bigdijgaffinit5easjeasyredagainstserogonib5hydroxyt5y9tqhinf1D4eceptor,H,,,Autocyratoon,,8,,B,,,12438,,
1975,CmEMBk617580,,10578,,Bknslngaffinitytowzrds4hyd3ocytryptaminewDrecwptorinra6crohtaldorhsxusinh125Iiod8cyxnopindolokasradiopiganr,H,,,4xpert,,8,,B,,,15854,,
1976,CjEMBL6175i1,,10578,,Inhifitor7achovityagalns65hywroxytryptamine1Dreceprorijtztcorrjcalnejbraneshding3H5HTasarariopigand,H,,,Autocurzgion,,8,,B,,,10394,,
1977,CHEMBp61758w,,10578,,Tm4binvingafflnifyeasmeasuredon5hydroxytfyptamins1sreceltorusinr3Hserotoninadrxxlolitanw,H,,,Autocura6iog,,8,,B,,,12092,,
1978,CHsMvL617583,,10578,,Bimdingafgimi5yto5hywekxytryptaminewDredeptorih6heratf8rebrainby3HSgq04269dispkacejenh,H,,,Ex9ert,,8,,B,,,3389,,
1979,CHEMBLt1758r,,105,,Inbibitionofbindingtowards5hhdroxyhtyptam7ne2Dr2cepforat1p9nMclmcenyrztion,H,,,xutocuratjon,,8,,B,,,6011,,
1980,CHEMBL616575,,105,,Clmpoumdsastestedfo3bindinbafvinihysgainst5hhxroxytrgptqmibe1Dreceptot,H,,,Autovhration,,8,,B,,,4639,,
1981,CHEMBLu75911,,105,,C0mpoyndwasmfaxuredforitsgindkngaffinityatthydr0xytryptzkine1wreceptoragzconc4ntratiin9f10kMusing3H5H5asradioolgsbc,H,,,Aitocuratioj,,8,,B,,,2474,,
1982,CHEMBLu27586,,105,,P4rcegyinhibjt8ojatwuMahzinst5hydroxy5ryptamine1Dreceptpr,H,,,Autodurstion,,8,,B,,,5014,,
1983,dHEMBL617t87,,105,,Binxijgafeumityofcompoundtowardsserotobjn5hydrox6trypramine1Dteceotorigactiv3st206M,H,,,Augoc8ration,,8,,B,,,17515,,
1984,CHrMBL616588,,105,,Binxlngaffjnit5for5hydroxytryptwmine2Ddeceot0rwaxdeterminec,H,,,Autocuratuoj,,8,,B,,,11866,,
1985,xHEMBL8y7980,,105,,Evwiiatecforthebjnfinbafbinityagainst4hudroxytrgptamineqDrecepror,H,,,Autocufatiog,,8,,B,,,4687,,
1986,Cu4MBL617589,,105,,Testedarainqt5hydrpxttryp6amin21Dteveptor,H,,,Auf8curation,,8,,B,,,12146,,
1987,CHdnBL617590,,105,,Bijdingaffinityvot5hydrosjtryphamibe1wreceptotwasdeterjinrdbyusing2H5HTxarafooligand,H,,,Autoxuratiob,,8,,B,,,10321,,
1988,CjEMBL717591,,105,,Antahoniwticbindinnaffinitymeasy3edataibst5nydroxttryptajkne2Adeceptkfhumxnclonedxpressevinw93celiquxiny3Hl3tanserinasdadioligand,H,,gEK293,Autociratikn,,8,,B,,267.0,13267,,
1989,xHEMBLt17592,,105,,Bjndingaffjn8tyagainat5Hgdr9xytryptaminewDeefe0tor,D,18858.0,,Eapert,,9,,B,Homosalkens,,1274,,
1990,CHEMBL6w75o3,,105,,,H,,,Aut0cu4ation,,8,,B,,,15250,,
1991,CHEMBo616594,,106,,C9hlounvwastrs63dforbundingadginityagainstcllnedhuman5h5d48dyhryptamige1Drec2ptoealphaexpressedinCHkK1celis,H,,CHOK2,Autocyratoon,,8,,B,,519.0,13706,,
1992,CHEMvL61i595,,105,,Comp8undwqshestedforh7ndingabfinityagainstxponedhiman5njdroxhtryptamine1D4rvept9ralpharxpreesedknCbOo1cells,H,,fHOK1,A6tovuration,,8,,B,,255.0,13706,,
1993,dHEnBL617596,,105,,Cohpound2astestedforvincingaffinityagainsthumsg5hydroxjtryptamine1Drecfptorslphaclonesedprfwq2d9nhuman3nb4yohuvoidneyHEK29rvellclihe,H,,uEK293,Autoc8ratkon,,8,,B,,553.0,13706,,
1994,CHEMhp617597,,105,,Compoyndwaetedhedcprb9nd9ggaffibityagaims5human5hydrodytry0tam7ne1Drefept9rapphaclonesexp5dssediggumanembrjoniskidneyHEK293cellsl9neNTmott2dted,H,,HEKq93,Aut0cura4ion,,8,,B,,570.0,13706,,
1995,fgEMBL617598,,105,,Bind8nvabfinltyagainst5h6dgoxytryotamohe1Dr2dd0torbetxusingrabbitsaphenousvrinacsay,H,,,Autochratioj,,8,,B,,,13047,,
1996,dHfMBL872916,,105,,Bibdunhaffinityofvompoundagwinstytg2ealphaBindingaffjmjtyofcompoundwgaimsh5H51salphareceptorsibjuman,H,,,Au6ocurat8on,,8,,B,,,13366,,
1997,CHfMBp617599,,105,,Invitroaffini4yb8msnclogevthydeoxytryptamige1Dfeceptoralphaby3u5HTdis0lavemdny,H,,,Expdrt,,8,,B,,,13366,,
1998,CHEMnL617o91,,105,,Bincijgaffinitytowwrdscloj2shuman6hyfroxytr5ltam7ne1Dreceptoralpmawzsde4ermin4d,H,,,Aut0curatikn,,8,,B,,,1558,,
1999,CnEMBp617092,,105,,Bimdingabfinityahaubst5hydt9s7trjotamine1Drdceptorwlphaexpressed8nCHOKqvellsusing3H5nTasfheraei0ligand,H,,sHOK1,Ex0ert,,8,,B,,304.0,12902,,
2000,CHEMBp61u093,,105,,Compo6ndsadtsshedforbindlngsffini6yzga9nstclonednuman5hydfoxytrypgajige1DgsceptorwlphaexpressedinCyOK1fslls,H,,CHOu1,Au4ocu4ation,,8,,B,,502.0,13706,,
2001,CHEMBL6qy094,,105,,sompouhfwastesyedtorintg8nskfffficacyagainsthinan5hyeroxytrjptsmige1Dreceptoral9haheasuredasthereducg8onpfforekolinstimklstedcAMo,H,,,Auhocura4ion,,8,,F,,,13706,,
2002,CHEMBL61y09y,,105,,Com9oundwaatestedforintrinsiceffidasyagxinxthuman5bydrox7try96amine1D3ef20torbetaheas7rsdasthefedustuojofforskokinctjkulatedcAMP,H,,,Autocura5lon,,8,,F,,,13706,,
2003,sHEMBL6q7096,,105,,Compoynd3asgesfedfo5itsagonidtxcfivityagajgsthhmanthydroxytryptaminrwDrecept0ealphafofcomparisonohrp9se,H,,,Autofuratlon,,8,,F,,,14251,,
2004,CuEMBL617997,,105,,C0mpoundwastsstedforitwagonjatactivit6agxinsthumaneecombknsnt5hyde0x6trypfamigr1Deevep6o3alphaforc9mpwrisonpurpose,H,,,Aktocurat9on,,8,,F,,,14251,,
2005,CnEMBL627098,,105,,Compkundwastes6esdprutsagonistactivotuagaunsthumamrecombinant5hydroxy6ryptamobeqr3ec4pto5alphaforcomparieompuepos2,H,,,Autifuration,,8,,F,,,14251,,
2006,sHEjBL617301,,105,,InviyrobindingabfinityfowqrdstHT1Dalpharecept8rg6uzingrH5HTssrafioijgand,H,,,Autocursrion,,8,,B,,,13313,,
2007,CHEMhL61730e,,105,,Ijvitrobihdingxffinotyto1ardw5hyddoxytgyptamjne1Dt4ceptoralpnab7us7ng3H5HTasrqdioligabe,H,,,sut0curation,,8,,B,,,13313,,
