assays_chmbl_d,assays_cnfdnc_scr,assays_cll_d,assays_src_d,assays_ss_strn,assays_ss_ctgr,assays_src_ss_d,assays_ss_tp,assays_ss_d,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_rltnshp_tp,assays_ss_rgnsm,assays_ss_tss,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_dc_d,assays_td,assays_ss_sbclllr_frctn,assays_dscrptn
CHEMBL626351,1,,1,,,,A,9751,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,16435,50597,,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min
CHEMBL627650,1,,1,,,,A,9752,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,16435,50597,,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min
CHEMBL627651,1,,1,,,,F,9753,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,16435,50597,,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min
CHEMBL627652,1,,1,,,,A,9754,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,16435,50597,,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min
CHEMBL627653,1,,1,,,,A,9755,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,16435,50597,,Radioactivity distribution in tumor of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min
CHEMBL627654,1,,1,,,,A,9756,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat blood at 1 hr blocked time interval
CHEMBL627835,1,,1,,,,A,9757,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat blood at 1 hr low time interval
CHEMBL627836,1,,1,,,,A,9758,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat blood at 1 hr time interval
CHEMBL627837,1,,1,,,,A,9759,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat blood at 3 hr time interval
CHEMBL627838,1,,1,,,,A,9760,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat bone at 1 hr blocked time interval
CHEMBL875338,1,,1,,,,A,9761,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat bone at 1 hr low time interval
CHEMBL627839,1,,1,,,,A,9762,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat bone at 1 hr time interval
CHEMBL627840,1,,1,,,,A,9763,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat bone at 3 hr time interval
CHEMBL627841,1,,1,,,,A,9764,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr blocked time interval
CHEMBL627842,1,,1,,,,A,9765,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr low time interval
CHEMBL627843,1,,1,,,,A,9766,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr time interval
CHEMBL627844,1,,1,,,,A,9767,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat brain at 3 hr time interval
CHEMBL627845,1,,1,,,,A,9768,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,13091,50597,,Tissue biodistribution into estrogen-primed immature female rat fat at 1 hr blocked time interval
CHEMBL627846,1,,1,,,,A,9769,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5874,50597,,Half life period in rat by iv administration at a dose of 3 mg/kg
CHEMBL627847,1,,1,,,,A,9770,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,1515,50597,,Half life period in rat plasma at 25 degree Centigrade temperature (pH 7.4)
CHEMBL873821,1,,1,,,,A,9771,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,1515,50597,,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4)
CHEMBL626079,1,,1,,,,A,9772,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,1515,50597,,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data
CHEMBL626080,1,,1,,,,A,9773,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,1515,50597,,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data
CHEMBL626081,1,,1,,,,A,9774,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,5491,50597,,Half life period was evaluated in rat plasma
CHEMBL875344,1,,1,,,,A,9775,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,5491,50597,,Half life period was evaluated in rat plasma; Not tested
CHEMBL626082,1,,1,,,,A,9776,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,1918,50597,,Half life period was evaluated in rats
CHEMBL626250,1,,1,,,,A,9777,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,1918,50597,,"Half life period was evaluated in rats, iv"
CHEMBL626251,1,,1,,,,A,9778,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6113,50597,,Half life period after intravenous administration at 5 mg/kg in rat
CHEMBL626252,1,,1,,,,A,9779,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5546,50597,,Half life period was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration
CHEMBL626253,1,,1,,,,A,9780,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5553,50597,,Half life period was determined in rat after iv administration at a dose of 5 mg/kg
CHEMBL626254,1,,1,,,,A,9781,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,4188,50597,,Half life stability of compound was evaluated in rat plasma
CHEMBL626255,1,,1,,,,A,9782,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6215,50597,,Half life time after intravenous administration (5.0 mg/kg) was determined in rat
CHEMBL626256,1,,1,,,,A,9783,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6141,50597,,Half life time was evaluated at 1 mg/kg of iv administration in Sprague-Dawley rats
CHEMBL626257,1,,1,,,,A,9784,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5182,50597,,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat
CHEMBL626258,1,,1,,,,A,9785,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5182,50597,,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat; NC means not calculated
CHEMBL626259,1,,1,,,,A,9786,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5710,50597,,Half life was measured in fasted male administration of compound 0.5 mg/Kg i.v.
CHEMBL626260,1,,1,,,,A,9787,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5789,50597,,Half in rat i.v.
CHEMBL875345,1,,1,,,,A,9788,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6011,50597,,Half period in rat after intravenous administration
CHEMBL626261,1,,1,,,,A,9789,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17594,50597,,Half-life after repeated oral dose of compound at 1 mg/kg in rats
CHEMBL626262,1,,1,,,,A,9790,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,In vitro,,12357,50597,,Half-life measured in in vitro Cathepsin B assay in rat liver
CHEMBL626263,1,,1,,,,A,9791,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,5210,50597,,Half-life of compound was determined in rats
CHEMBL625270,1,,1,,,,A,9792,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17596,50597,,Half-life at 10 mg/kg in rat upon intravenous administration
CHEMBL625271,1,,1,,,,A,9793,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6672,50597,,Half-life determined in rat
CHEMBL625272,1,,1,,,,A,9794,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6673,50597,,Half-life determined in rat
CHEMBL625273,1,,1,,,,A,9795,Intermediate,BAO_0000218,955.0,N,Rattus norvegicus,Brain,10116.0,,In vivo,,4910,50597,,Half-life in brain after intravenous administration (4.7 mg/kg) to male rats
CHEMBL625274,1,,1,,,,A,9796,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,3741,50597,,"Half-life in chemical and enzymatic hydrolysis, in 80% rat plasma"
CHEMBL625275,1,,1,,,,A,9797,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17671,50597,,Half-life in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg
CHEMBL625276,1,,1,,,,A,9798,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,4910,50597,,Half-life in plasma after intravenous administration (4.7 mg/kg) to male rats
CHEMBL625277,1,,1,,,,A,9799,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17537,50597,,Half-life in rat plasma
CHEMBL625278,1,,1,,,,A,9800,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,4965,50597,,Half-life in rat plasma was determined
CHEMBL625279,1,,1,,,,A,9801,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17537,50597,,Half-life in rat plasma; Not tested
CHEMBL625280,1,,1,,,,A,9802,Intermediate,BAO_0000218,1977.0,N,Rattus norvegicus,Serum,10116.0,,,,6124,50597,,Half-life in rat serum
CHEMBL876797,1,,1,,,,A,9803,Intermediate,BAO_0000218,1977.0,N,Rattus norvegicus,Serum,10116.0,,,,6124,50597,,Half-life in rat serum; na is not available
CHEMBL625281,1,,1,,,,A,9804,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6078,50597,,Half-life was calculated in rat
CHEMBL873827,1,,1,,,,A,9805,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17668,50597,,Half-life was calculated in rat plasma
CHEMBL625282,1,,1,,,,A,9806,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,3185,50597,,Half-life was determined
CHEMBL625283,1,,1,,,,A,9807,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,4883,50597,,Half-life was determined
CHEMBL625284,1,,1,,,,A,9808,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,2959,50597,,Half-life after administration of 20 mg/Kg oral dose in rat
CHEMBL625285,1,,1,,,,A,9809,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,4029,50597,,Half-life after administration of 3.2 mg/kg intravenously in male rat
CHEMBL625286,1,,1,,,,A,9810,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,4029,50597,,Half-life after intravenous administration in female rat
CHEMBL625287,1,,1,,,,A,9811,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,4029,50597,,Half-life after intravenous administration in male rat
CHEMBL625288,1,,1,,,,A,9812,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6180,50597,,Half-life after intravenous dose in rat
CHEMBL625289,1,,1,,,,A,9813,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,1557,50597,,Half-life in a rat liver homogenate preparation
CHEMBL625290,1,,1,,,,A,9814,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,12500,50597,,Half-life in plasma of rat
CHEMBL876798,1,,1,,,,A,9815,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,12500,50597,,Half-life in plasma of rat at dose of 3-10 mgkg
CHEMBL625291,1,,1,,,,A,9816,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,5064,50597,,Half-life in rat
CHEMBL625292,1,,1,,,,A,9817,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,5145,50597,,Half-life in rat
CHEMBL625293,1,,1,,,,A,9818,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,5147,50597,,Half-life in rat
CHEMBL622832,1,,1,,,,A,9819,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,5833,50597,,Half-life in rat
CHEMBL622833,1,,1,,,,A,9820,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6596,50597,,Half-life in rat
CHEMBL622834,1,,1,,,,A,9821,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17655,50597,,Half-life in rat
CHEMBL622835,1,,1,,,,A,9822,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6495,50597,,Half-life in rat after oral administration at 10 mg/kg
CHEMBL622836,1,,1,,,,A,9823,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17538,50597,,Half-life in rat after po administration at a dose of 10 mg/kg
CHEMBL622837,1,,1,,,,A,9824,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17538,50597,,Half-life in rat after po administration at a dose of 10 mg/kg; nd is not determined
CHEMBL622838,1,,1,,,,A,9825,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,10,50597,,Half-life in rat at 3 mg/kg dose administered intravenously
CHEMBL622839,1,,1,,,,A,9826,Intermediate,BAO_0000218,955.0,N,Rattus norvegicus,Brain,10116.0,,,,17669,50597,,Half-life in rat brain homogenate
CHEMBL622840,1,,1,,,,A,9827,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17065,50597,,Half-life in rat plasma
CHEMBL622841,1,,1,,,,A,9828,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,4333,50597,,Half-life in rats
CHEMBL622842,1,,1,,,,A,9829,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6827,50597,,Half-life in Dawley rats
CHEMBL622843,1,,1,,,,A,9830,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vitro,,889,50597,,Half-life in vitro in rat plasma
CHEMBL622844,1,,1,,,,A,9831,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vitro,,889,50597,,Half-life in vitro in rat plasma; No detectable degradation over 2 hr; no detectable degradation over 2 hours
CHEMBL622845,1,,1,,,,A,9832,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,3747,50597,,"The area under concentration-time curve(AUC) was determined at 20 mg/kg of compound dose, administered intravenously in rat"
CHEMBL622846,1,,1,,,,A,9833,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15022,50597,,The area under the curve of compound was measured at the dose of 100 umol/kg
CHEMBL622847,1,,1,,,,A,9834,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15022,50597,,The area under the curve of compound was measured at the dose of 300 umol/kg
CHEMBL622848,1,,1,,,,A,9835,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15022,50597,,The area under the curve of compound was measured at the dose of 30 umol/kg
CHEMBL622849,1,,1,,,,A,9836,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,3360,50597,,Bioavailability as oral AUC in rats
CHEMBL622850,1,,1,,,,A,9837,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,5334,50597,,The plasma concentration versus time curve (AUC) was determined
CHEMBL876807,1,,1,,,,A,9838,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17411,50597,,Total concentration in kidney was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg
CHEMBL622851,1,,1,,,,A,9839,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17411,50597,,Total concentration in liver was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg
CHEMBL622852,1,,1,,,,A,9840,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17411,50597,,Total concentration in lung was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg
CHEMBL622853,1,,1,,,,A,9841,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6570,50597,,Total concentration in rat after 1 mg/kg i.v. administration in 24 hours
CHEMBL622854,1,,1,,,,A,9842,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6570,50597,,Total concentration in rat after 2 mg/kg peroral administration in 24 hours
CHEMBL622855,1,,1,,,,A,9843,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17411,50597,,Total concentration in serum was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg
CHEMBL622856,1,,1,,,,A,9844,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,14941,50597,,"Pharmacokinetic Parameter, AUC (0-infinity) is the area under the plasma concentration versus time curve extrapolated to infinity in Female Wistar Rats at 100 mg/kg by po administration"
CHEMBL622857,1,,1,,,,A,9845,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,14941,50597,,"Pharmacokinetic Parameter, AUC (0-t) is the area under the plasma concentration versus time curve in Female Wistar Rats at 100 mg/kg by po administration"
CHEMBL622858,1,,1,,,,A,9846,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17538,50597,,AUC in rat after po administration at a dose of 10 mg/kg
CHEMBL622859,1,,1,,,,A,9847,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17752,50597,,Area under the plasma concentration-time curve in rats after oral administration at 25 mg/kg
CHEMBL622860,1,,1,,,,A,9848,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17509,50597,,Area under curve value 24 hr after 10 mg/kg iv administration in rats
CHEMBL622861,1,,1,,,,A,9849,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17509,50597,,Area under curve value 24 hr after 10 mg/kg oral administration in rats
CHEMBL622862,1,,1,,,,A,9850,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17509,50597,,Area under curve value 24 hr after 2 mg/kg iv administration in rats
CHEMBL622863,1,,1,,,,A,9851,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17509,50597,,Area under curve value 24 hr after 2 mg/kg oral administration in rats
CHEMBL623817,1,,1,,,,A,9852,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17509,50597,,Area under curve value 6 hr after po administration in rat
CHEMBL623818,1,,1,,,,A,9853,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17717,50597,,Area under the curve at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11
CHEMBL623819,1,,1,,,,A,9854,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17717,50597,,"Area under the curve at a concentration of 3 mg/kg in rats, intravenously"
CHEMBL623820,1,,1,,,,A,9855,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17717,50597,,Area under the curve at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11
CHEMBL623821,1,,1,,,,A,9856,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17717,50597,,Area under the curve at a concentration of 60 mg/kg perorally in rats along with control
CHEMBL623822,1,,1,,,,A,9857,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,6642,50597,,AUC normalized for dose (AUCN) in rat
CHEMBL623823,1,,1,,,,A,9858,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6640,50597,,Area under curve in rat after p.o. administration
CHEMBL623824,1,,1,,,,A,9859,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6641,50597,,Area under curve in rat after p.o. administration
CHEMBL623825,1,,1,,,,A,9860,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6641,50597,,Area under curve in rat after p.o. administration; Not determined
CHEMBL622070,1,,1,,,,A,9861,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6641,50597,,Area under curve in rat after peroral administration
CHEMBL622071,1,,1,,,,A,9862,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,3603,50597,,Area under curve (carotid artery) value of the compound
CHEMBL622072,1,,1,,,,A,9863,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,3550,50597,,Bioavailability expressed as the area under curve of rat carotid artery
CHEMBL622073,1,,1,,,,A,9864,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,15662,50597,,Area under curve in male SD rats was observed after intravenous administration in rat
CHEMBL622074,1,,1,,,,A,9865,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17720,50597,,Area under curve of the compound was determined
CHEMBL622075,1,,1,,,,A,9866,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,5407,50597,,Compound was evaluated for its pharmacokinetic parameter maximum area under curve AUCmax
CHEMBL622076,1,,1,,,,A,9867,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17752,50597,,Area under the plasma concentration-time curve in rats after oral administration at 20 mg/kg
CHEMBL622077,1,,1,,,,A,9868,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17752,50597,,Area under the plasma concentration-time curve in rats following oral administration at 20 mg/kg
CHEMBL622078,1,,1,,,,A,9869,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,3603,50597,,Area under curve (portal vein) value of the compound
CHEMBL622079,1,,1,,,,A,9870,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,3550,50597,,Bioavailability expressed as the area under curve of rat portal vein
CHEMBL622080,1,,1,,,,A,9871,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,17655,50597,,Area Under plasma concentration time curve in rat upon peroral administration
CHEMBL877612,1,,1,,,,A,9872,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17582,50597,,In vivo area under curve was determined for the compound after i.v. administration at a dose of 5 mg/kg in rats
CHEMBL622081,1,,1,,,,A,9873,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17582,50597,,In vivo area under curve was determined for the compound after oral (po) administration at a dose of 10 mg/kg in rats
CHEMBL622082,1,,1,,,,A,9874,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17791,50597,,Compound was evaluated for oral bioavailability in rats
CHEMBL622083,1,,1,,,,A,9875,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17791,50597,,Compound was evaluated for oral bioavailability in rats after iv administration
CHEMBL622084,1,,1,,,,A,9876,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17791,50597,,Compound was evaluated for oral bioavailability in rats; 30-80
CHEMBL622085,1,,1,,,,A,9877,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17791,50597,,Compound was evaluated for oral bioavailability in rats; 50-60
CHEMBL622086,1,,1,,,,A,9878,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17791,50597,,Compound was evaluated for oral bioavailability in rats; no data
CHEMBL622087,1,,1,,,,A,9879,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17791,50597,,Compound was evaluated for oral bioavailability in rats; peptide
CHEMBL622088,1,,1,,,,A,9880,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,7768,50597,,"Distribution of radioactivity in blood of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.03-0.03"
CHEMBL622089,1,,1,,,,A,9881,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,7768,50597,,"Distribution of radioactivity in blood of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range-0.9-1.03"
CHEMBL623685,1,,1,,,,A,9882,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,7768,50597,,"Distribution of radioactivity in blood of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range = 0.88-1.15"
CHEMBL623686,1,,1,,,,A,9883,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,7768,50597,,"Distribution of radioactivity in blood of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range = 0.71-0.87"
CHEMBL623687,1,,1,,,,A,9884,Intermediate,BAO_0000218,945.0,N,Rattus norvegicus,Stomach,10116.0,,In vivo,,8677,50597,,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)"
CHEMBL623688,1,,1,,,,A,9885,Intermediate,BAO_0000218,945.0,N,Rattus norvegicus,Stomach,10116.0,,In vivo,,8677,50597,,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)"
CHEMBL623689,1,,1,,,,A,9886,Intermediate,BAO_0000218,945.0,N,Rattus norvegicus,Stomach,10116.0,,In vivo,,8677,50597,,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)"
CHEMBL622485,1,,1,,,,A,9887,Intermediate,BAO_0000218,945.0,N,Rattus norvegicus,Stomach,10116.0,,In vivo,,8677,50597,,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)"
CHEMBL622486,1,,1,,,,A,9888,Intermediate,BAO_0000218,2046.0,N,Rattus norvegicus,Thyroid gland,10116.0,,In vivo,,8677,50597,,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)"
CHEMBL877613,1,,1,,,,A,9889,Intermediate,BAO_0000218,2046.0,N,Rattus norvegicus,Thyroid gland,10116.0,,In vivo,,8677,50597,,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)"
CHEMBL622487,1,,1,,,,A,9890,Intermediate,BAO_0000218,2046.0,N,Rattus norvegicus,Thyroid gland,10116.0,,In vivo,,8677,50597,,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)"
