variant_id,cell_id,assay_strain,chembl_id,tissue_id,bao_format,src_assay_id,assay_category,assay_cell_type,assay_type,doc_id,assay_tax_id,tid,description,src_id,relationship_type,assay_id,assay_test_type,assay_organism,assay_tissue,confidence_score,assay_subcellular_fraction,curated_by
,,,CHEMBL618265,,BAO_0000218,,,,A,6757,10116.0,50597,Tmax value at a dose of 50 mg/kg in male SD rats,1,N,8024,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618266,1969.0,BAO_0000218,,,,A,4186,10116.0,50597,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,1,N,8025,In vivo,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL618267,,BAO_0000218,,,,A,15662,10116.0,50597,time required to reach maximum concentration (Cmax) after oral administration in rat,1,N,8026,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618450,1088.0,BAO_0000218,,,,A,429,10116.0,50597,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),1,N,8027,,Rattus norvegicus,Urine,1,,Intermediate
,,,CHEMBL618451,1088.0,BAO_0000218,,,,A,429,10116.0,50597,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),1,N,8028,,Rattus norvegicus,Urine,1,,Intermediate
,,,CHEMBL618452,,BAO_0000218,,,,A,5546,10116.0,50597,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,1,N,8029,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618453,1088.0,BAO_0000218,,,,A,3173,10116.0,50597,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,1,N,8030,,Rattus norvegicus,Urine,1,,Intermediate
,,,CHEMBL618454,1088.0,BAO_0000218,,,,A,3173,10116.0,50597,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,1,N,8031,,Rattus norvegicus,Urine,1,,Intermediate
,,,CHEMBL618455,1088.0,BAO_0000218,,,,A,3173,10116.0,50597,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,1,N,8032,,Rattus norvegicus,Urine,1,,Intermediate
,,,CHEMBL618456,,BAO_0000218,,,,A,4257,10116.0,50597,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,1,N,8033,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618457,,BAO_0000218,,,,A,6011,10116.0,50597,Compound distribution in rat tissues was determined,1,N,8034,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618458,,BAO_0000218,,,,A,5472,10116.0,50597,Volume of distribution was evaluated in rat,1,N,8035,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618459,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,1,N,8036,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL876733,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,1,N,8037,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618460,,BAO_0000218,,,,A,14346,9615.0,50588,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,1,N,8038,,Canis lupus familiaris,,1,,Intermediate
,,,CHEMBL618461,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,1,N,8039,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618462,,BAO_0000019,,,,A,15469,,22224,Area under the curve was determined after oral administration (300 uM/Kg),1,U,8040,,,,0,,Autocuration
,,,CHEMBL618463,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,1,N,8041,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618464,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,1,N,8042,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618465,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,1,N,8043,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618466,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,1,N,8044,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618467,,BAO_0000218,,,,A,14346,10116.0,50597,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,1,N,8045,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618468,,BAO_0000218,,,,A,15372,10116.0,50597,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,1,N,8046,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618469,1969.0,BAO_0000218,,,,A,12935,9615.0,50588,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,1,N,8047,,Canis lupus familiaris,Plasma,1,,Intermediate
,,,CHEMBL618470,1969.0,BAO_0000218,,,,A,12935,9615.0,50588,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,1,N,8048,,Canis lupus familiaris,Plasma,1,,Intermediate
,,,CHEMBL618471,,BAO_0000218,,,,A,14813,,22224,Plasma drug AUC in rat (PO dose),1,U,8049,,,,0,,Autocuration
,,,CHEMBL618472,,BAO_0000218,,,,A,15792,10090.0,50594,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,1,N,8050,,Mus musculus,,1,,Intermediate
,,,CHEMBL618473,,BAO_0000218,,,,A,3579,,22224,Area under was determined at a dose of 30 mg/kg,1,U,8051,,,,0,,Autocuration
,,,CHEMBL621699,,BAO_0000218,,,,A,12487,9669.0,50506,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,1,N,8052,,Mustela putorius furo,,1,,Intermediate
,,,CHEMBL621700,,BAO_0000218,,,,A,12487,10116.0,50597,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,1,N,8053,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621701,,BAO_0000218,,,,A,12487,10116.0,50597,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,1,N,8054,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621702,,BAO_0000218,,,,A,12487,9669.0,50506,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,1,N,8055,,Mustela putorius furo,,1,,Intermediate
,,,CHEMBL621703,,BAO_0000218,,,,A,12487,9615.0,50588,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,1,N,8056,,Canis lupus familiaris,,1,,Intermediate
,,,CHEMBL621704,,BAO_0000218,,,,A,12487,9615.0,50588,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,1,N,8057,,Canis lupus familiaris,,1,,Intermediate
,,,CHEMBL624259,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",1,N,8058,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624260,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",1,N,8059,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624430,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",1,N,8060,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624431,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",1,N,8061,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624432,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",1,N,8062,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624433,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",1,N,8063,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624434,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",1,N,8064,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624435,,BAO_0000218,,,,A,12902,10116.0,50597,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",1,N,8065,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618570,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,1,N,8066,,Mus musculus,,1,,Intermediate
,,,CHEMBL618571,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,N,8067,,Mus musculus,,1,,Intermediate
,,,CHEMBL618572,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,1,N,8068,,Mus musculus,,1,,Intermediate
,,,CHEMBL618573,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,N,8069,,Mus musculus,,1,,Intermediate
,,,CHEMBL619267,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,1,N,8070,,Mus musculus,,1,,Intermediate
,,,CHEMBL619431,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,N,8071,,Mus musculus,,1,,Intermediate
,,,CHEMBL619432,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,1,N,8072,,Mus musculus,,1,,Intermediate
,,,CHEMBL619433,,BAO_0000218,,,,A,12745,10090.0,50594,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,N,8073,,Mus musculus,,1,,Intermediate
,,,CHEMBL619434,1969.0,BAO_0000218,,,,A,13298,,22224,AUC in mice after oral dose (50 mg/kg),1,U,8074,,,Plasma,0,,Autocuration
,,,CHEMBL619435,1977.0,BAO_0000218,,,,A,12226,10090.0,50594,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,1,N,8075,,Mus musculus,Serum,1,,Intermediate
,,,CHEMBL619436,1969.0,BAO_0000019,,,,A,12634,,22224,AUC (0-4 hr) ug/ml/h,1,U,8076,,,Plasma,0,,Autocuration
,,,CHEMBL619437,,BAO_0000218,,,,A,14810,10116.0,50597,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,1,N,8077,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL619438,,BAO_0000218,,,,A,13889,,22224,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,1,U,8078,,,,0,,Autocuration
,,,CHEMBL619439,,BAO_0000218,,,,A,10018,10090.0,50594,Compound was evaluated for Area under curve in mice,1,N,8079,,Mus musculus,,1,,Intermediate
,,,CHEMBL619440,,BAO_0000218,,,,A,8758,10116.0,50597,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,1,N,8080,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL619441,,BAO_0000218,,,,F,8758,,22224,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,1,U,8081,,,,0,,Autocuration
,,,CHEMBL619442,,BAO_0000218,,,,A,8758,10116.0,50597,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,1,N,8082,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL875156,,BAO_0000019,,,,A,2249,,22224,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,1,U,8083,,,,0,,Autocuration
,,,CHEMBL619443,,BAO_0000019,,,,A,2249,,22224,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,1,U,8084,,,,0,,Autocuration
,,,CHEMBL619444,,BAO_0000019,,,,A,2249,,22224,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,1,U,8085,,,,0,,Autocuration
,,,CHEMBL623464,,BAO_0000019,,,,A,2249,,22224,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,1,U,8086,,,,0,,Autocuration
,,,CHEMBL623465,,BAO_0000218,,,,A,15115,10090.0,50594,Compound was evaluated for area under curve when administered through oral route in mouse,1,N,8087,,Mus musculus,,1,,Intermediate
,,,CHEMBL623466,,BAO_0000218,,,,A,6518,10116.0,50597,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,1,N,8088,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL623467,,BAO_0000218,,,,A,6518,10116.0,50597,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,1,N,8089,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL623468,,BAO_0000218,,,,A,6249,10116.0,50597,Plasma clearance in rat,1,N,8090,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622660,,BAO_0000218,,,,A,2463,10116.0,50597,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,1,N,8091,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622661,,BAO_0000218,,,,A,4969,10116.0,50597,Plasma clearance rate in Sprague-Dawley rats,1,N,8092,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622662,,BAO_0000218,,,,F,17720,10116.0,50597,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,1,N,8093,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622663,,BAO_0000218,,,,A,3457,10116.0,50597,Pharmacokinetic property (total body clearance) in rat,1,N,8094,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622664,,BAO_0000218,,,,A,5983,10116.0,50597,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,1,N,8095,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622665,,BAO_0000218,,,,A,6295,10116.0,50597,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,1,N,8096,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622666,,BAO_0000218,,,,A,6296,10116.0,50597,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,1,N,8097,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621615,,BAO_0000218,,,,A,17686,10116.0,50597,Cl in rat i.v. at 2 mg/kg concentration,1,N,8098,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621616,,BAO_0000218,,,,A,17764,10116.0,50597,Clearance of compound after intravenous administration in rats at 24 uM/kg,1,N,8099,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621617,,BAO_0000218,,,,A,5503,10116.0,50597,Clearance was determined,1,N,8100,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621618,,BAO_0000218,,,,A,4368,10116.0,50597,Clearance by intravenous administration of 3.4 mg/kg in rat,1,N,8101,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621619,,BAO_0000218,,,,A,6005,10116.0,50597,Clearance was evaluated after i.v. administration in rat at a dose of 1 mg/kg,1,N,8102,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621620,,BAO_0000218,,,,A,5031,10116.0,50597,Clearance rate after i.v. administration in rats,1,N,8103,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621786,,BAO_0000218,,,,A,4890,10116.0,50597,Clearance was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,1,N,8104,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621787,,BAO_0000218,,,,A,5182,10116.0,50597,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,1,N,8105,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621788,,BAO_0000218,,,,A,5979,10116.0,50597,Clearance (Cl) of compound after 2 h iv infusion of 8.4 mg/kg in three rat,1,N,8106,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621789,,BAO_0000218,,,,A,5656,10116.0,50597,Clearance (Cl) after oral administration in rat,1,N,8107,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621790,,BAO_0000218,,,,A,17804,10116.0,50597,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,1,N,8108,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621791,1969.0,BAO_0000218,,,,A,4839,10116.0,50597,Compound was tested for plasma clearance in rat,1,N,8109,In vivo,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL621792,,BAO_0000218,,,,A,5041,10116.0,50597,In vitro microsome metabolism clearance in rat was determined,1,N,8110,In vitro,Rattus norvegicus,,1,Microsomes,Intermediate
,,,CHEMBL621793,,BAO_0000218,,,,A,5041,10116.0,50597,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,1,N,8111,In vitro,Rattus norvegicus,,1,Microsomes,Intermediate
,,,CHEMBL621794,,BAO_0000218,,,,A,5974,10116.0,50597,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,1,N,8112,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621795,1969.0,BAO_0000218,,,,A,5496,10116.0,50597,In vivo plasma clearance was determined,1,N,8113,In vivo,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL621796,,BAO_0000218,,,,A,5739,10116.0,50597,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,1,N,8114,In vivo,Rattus norvegicus,,1,,Intermediate
,401.0,,CHEMBL621797,2107.0,BAO_0000218,,,Hepatocyte,A,5676,10116.0,50597,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,1,N,8115,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621798,,BAO_0000218,,,,A,4239,10116.0,50597,Pharmacokinetic property (Plasma clearance) was measured in rat,1,N,8116,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621799,,BAO_0000218,,,,A,5676,10116.0,50597,Pharmacokinetic property (clearance) in rat i.v.,1,N,8117,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621800,,BAO_0000218,,,,A,1918,10116.0,50597,"Plasma Clearance was evaluated in rats, iv",1,N,8118,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621801,,BAO_0000218,,,,A,17800,10116.0,50597,Plasma clearance (in vivo) in rats was determined,1,N,8119,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621802,,BAO_0000218,,,,A,6056,10116.0,50597,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,1,N,8120,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618596,,BAO_0000218,,,,A,5496,10116.0,50597,Plasma clearance was determined,1,N,8121,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618597,,BAO_0000218,,,,A,5939,10116.0,50597,Plasma clearance in rat after peroral administration at 10 mg/kg concentration,1,N,8122,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618598,,BAO_0000218,,,,A,5939,10116.0,50597,Plasma clearance in rat after peroral administration at 5 mg/kg concentration,1,N,8123,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618599,,BAO_0000218,,,,A,17752,10116.0,50597,Plasma clearance in rats,1,N,8124,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618600,,BAO_0000218,,,,A,4576,10116.0,50597,Plasma clearance rate determined in rat,1,N,8125,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618601,,BAO_0000218,,,,A,6011,10116.0,50597,Plasma clearance was determined in rat,1,N,8126,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618602,,BAO_0000218,,,,A,5510,10116.0,50597,Plasma clearance was determined,1,N,8127,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618603,,BAO_0000218,,,,A,5948,10116.0,50597,Plasma clearance value in rat,1,N,8128,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618604,2107.0,BAO_0000218,,,,A,6125,10116.0,50597,Clearance rate constant using isolated perfused rat liver (IPRL) assay,1,N,8129,Ex vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL618605,,BAO_0000218,,,,A,4839,10116.0,50597,Clearance in rat,1,N,8130,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618606,,BAO_0000218,,,,A,17686,10116.0,50597,Total body clearance in rat i.v. at 2 mg/kg concentration,1,N,8131,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618607,,BAO_0000218,,,,A,6571,10116.0,50597,Clearance of compound in rats after intravenous administration,1,N,8132,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618608,,BAO_0000218,,,,A,3364,10116.0,50597,Clearance after iv administration to rats,1,N,8133,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618609,,BAO_0000218,,,,A,13569,10116.0,50597,Clearance at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,1,N,8134,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618610,,BAO_0000218,,,,A,13569,10116.0,50597,Clearance at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,1,N,8135,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618611,,BAO_0000218,,,,A,13569,10116.0,50597,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,1,N,8136,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618612,,BAO_0000218,,,,A,13569,10116.0,50597,Clearance at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,1,N,8137,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618613,,BAO_0000218,,,,A,13569,10116.0,50597,Clearance at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,1,N,8138,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621076,,BAO_0000218,,,,A,13569,10116.0,50597,Clearance at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,1,N,8139,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621077,,BAO_0000218,,,,A,13569,10116.0,50597,Clearance at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,1,N,8140,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621078,,BAO_0000218,,,,A,17670,10116.0,50597,"Clearance in fischer rats at 5 mg/kg dose, administered intravenously",1,N,8141,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621251,,BAO_0000218,,,,A,5970,10116.0,50597,Clearance in rat,1,N,8142,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621252,,BAO_0000218,,,,A,6495,10116.0,50597,Clearance in rat after oral administration at 10 mg/kg,1,N,8143,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621253,,BAO_0000218,,,,A,4590,10116.0,50597,Clearance in rat.,1,N,8144,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621254,,BAO_0000218,,,,A,6193,10116.0,50597,Clearance rate following an oral dose of 20 mg/kg in rats,1,N,8145,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621255,,BAO_0000218,,,,A,2832,10116.0,50597,Compound was evaluated for the rate of clearance in rat upon intravenous administration.,1,N,8146,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621256,1969.0,BAO_0000218,,,,A,1052,10116.0,50597,Compound was tested for plasma clearance in rats after 5 mg/kg of intravenous dosing,1,N,8147,In vivo,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL621257,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,1,N,8148,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621258,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,1,N,8149,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621259,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,1,N,8150,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621260,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,1,N,8151,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL876494,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,1,N,8152,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621261,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,1,N,8153,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621262,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,1,N,8154,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621263,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,N,8155,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621264,2107.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,1,N,8156,In vivo,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL621265,2385.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,1,N,8157,In vivo,Rattus norvegicus,Muscle tissue,1,,Intermediate
,,,CHEMBL621266,2385.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,1,N,8158,In vivo,Rattus norvegicus,Muscle tissue,1,,Intermediate
,,,CHEMBL621267,2385.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,1,N,8159,In vivo,Rattus norvegicus,Muscle tissue,1,,Intermediate
,,,CHEMBL621268,2385.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,1,N,8160,In vivo,Rattus norvegicus,Muscle tissue,1,,Intermediate
,,,CHEMBL621269,2385.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,1,N,8161,In vivo,Rattus norvegicus,Muscle tissue,1,,Intermediate
,,,CHEMBL621270,2385.0,BAO_0000218,,,,A,9866,10116.0,50597,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,1,N,8162,In vivo,Rattus norvegicus,Muscle tissue,1,,Intermediate
