ASSI,CUB,ASSUBCELFRAC,ASTI,TISI,Desc,Ti,ASORG,DI,BAFO,ASSST,CONFISC,SI,SASI,CHEI,CI,VARI
7883,Intermediate,,,,Pharmacokinetic studies were carried out to determine the clearance after administration at 20 mg/kg intravenously in rat,50597,Rattus norvegicus,3747,BAO_0000218,,1,1,,CHEMBL623701,,
7884,Intermediate,,Plasma,1969.0,Pharmacokinetic parameter plasma clearance was determined at when a dose of 1 mg/kg is administered,50597,Rattus norvegicus,16366,BAO_0000218,,1,1,,CHEMBL623702,,
7885,Intermediate,,,,Plasma Clearance measured at steady-state following iv infusion at 0.6 mg/kg/h in rats,50597,Rattus norvegicus,4199,BAO_0000218,,1,1,,CHEMBL623703,,
7886,Intermediate,,,,Plasma clearance in rat was determined,50597,Rattus norvegicus,17267,BAO_0000218,,1,1,,CHEMBL623704,,
7887,Intermediate,,,,Plasma clearance in rat after administration of 2 mg/kg iv,50597,Rattus norvegicus,6535,BAO_0000218,,1,1,,CHEMBL623705,,
7888,Intermediate,,,,Plasma clearance in rat after administration of 2 mg/kg iv,50597,Rattus norvegicus,6535,BAO_0000218,,1,1,,CHEMBL623706,,
7889,Intermediate,,,,Plasma clearance was determined,50597,Rattus norvegicus,5041,BAO_0000218,,1,1,,CHEMBL623707,,
7890,Intermediate,,,,Plasma clearance in rat,50597,Rattus norvegicus,5960,BAO_0000218,,1,1,,CHEMBL623708,,
7891,Intermediate,,,,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,50597,Rattus norvegicus,5937,BAO_0000218,,1,1,,CHEMBL623709,,
7892,Intermediate,,,,Plasma clearance in rat by iv administration,50597,Rattus norvegicus,5871,BAO_0000218,,1,1,,CHEMBL623710,,
7893,Intermediate,,,,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,50597,Rattus norvegicus,5874,BAO_0000218,,1,1,,CHEMBL623711,,
7894,Intermediate,,,,Plasma clearance in rat p.o.,50597,Rattus norvegicus,6504,BAO_0000218,,1,1,,CHEMBL623712,,
7895,Intermediate,,,,Plasma clearance in rats,50597,Rattus norvegicus,6803,BAO_0000218,,1,1,,CHEMBL623713,,
7896,Intermediate,,,,Plasma clearance was determined; ND denotes no data,50597,Rattus norvegicus,5041,BAO_0000218,,1,1,,CHEMBL623714,,
7897,Intermediate,,,,Plasma clearance was determined; ND denotes not determined,50597,Rattus norvegicus,5041,BAO_0000218,,1,1,,CHEMBL623715,,
7898,Intermediate,,,,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,50597,Rattus norvegicus,1916,BAO_0000218,,1,1,,CHEMBL623716,,
7899,Intermediate,,,,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,50597,Rattus norvegicus,5199,BAO_0000218,,1,1,,CHEMBL622980,,
7900,Intermediate,,,,Plasma administration to rats,50597,Rattus norvegicus,16367,BAO_0000218,,1,1,,CHEMBL622981,,
7901,Intermediate,,,,Plasma clearance of the compound in female Sprague-Dawley rats,50597,Rattus norvegicus,6362,BAO_0000218,,1,1,,CHEMBL622982,,
7902,Intermediate,,,,Plasma clearance was observed after intravenous administration in rat,50597,Rattus norvegicus,15662,BAO_0000218,,1,1,,CHEMBL622983,,
7903,Intermediate,,,,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,50597,Rattus norvegicus,6215,BAO_0000218,,1,1,,CHEMBL622984,,
7904,Intermediate,,,,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,50597,Rattus norvegicus,1466,BAO_0000218,,1,1,,CHEMBL622985,,
7905,Intermediate,,Plasma,1969.0,plasma clearance was observed after intravenous administration in rat,50597,Rattus norvegicus,15662,BAO_0000218,,1,1,,CHEMBL623631,,
7906,Intermediate,,,,In vivo CL/F determined,50597,Rattus norvegicus,4723,BAO_0000218,,1,1,,CHEMBL623632,,
7907,Intermediate,,Plasma,1969.0,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,50597,Rattus norvegicus,2792,BAO_0000218,,1,1,,CHEMBL623633,,
7908,Intermediate,,Plasma,1969.0,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,50597,Rattus norvegicus,2792,BAO_0000218,,1,1,,CHEMBL623634,,
7909,Intermediate,,,,Compound was tested for the lower blood clearance in rat,50597,Rattus norvegicus,5213,BAO_0000218,,1,1,,CHEMBL623635,,
7910,Intermediate,,,,Evaluated for the low clearance in rat (in vivo),50597,Rattus norvegicus,4687,BAO_0000218,,1,1,,CHEMBL621195,,
7911,Intermediate,,,,Pharmacokinetic property (CLb)of the compound was determined in rat,50597,Rattus norvegicus,3371,BAO_0000218,,1,1,,CHEMBL621196,,
7912,Intermediate,,,,Rapid clearance after intravenous administration in rat was determined,50597,Rattus norvegicus,4690,BAO_0000218,,1,1,,CHEMBL875287,,
7913,Intermediate,,,,Clearance measured in rat,50597,Rattus norvegicus,5702,BAO_0000218,,1,1,,CHEMBL621197,,
7914,Intermediate,,Plasma,1969.0,Compound was evaluated for plasma clearance in rat,50597,Rattus norvegicus,740,BAO_0000218,,1,1,,CHEMBL621198,,
7915,Intermediate,,Plasma,1969.0,Low plasma clearance was calculated in rat,50597,Rattus norvegicus,4853,BAO_0000218,,1,1,,CHEMBL621199,,
7916,Intermediate,,,,Pharmacokinetic property (Clp) in rat,50597,Rattus norvegicus,5789,BAO_0000218,,1,1,,CHEMBL621200,,
7917,Intermediate,,,,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,50597,Rattus norvegicus,4527,BAO_0000218,,1,1,,CHEMBL621201,,
7918,Intermediate,,,,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,50597,Rattus norvegicus,4527,BAO_0000218,,1,1,,CHEMBL621202,,
7919,Intermediate,,,,Plasma clearance after IV dosing at 0.5 mg/kg in rat,50597,Rattus norvegicus,6518,BAO_0000218,,1,1,,CHEMBL621203,,
7920,Intermediate,,,,Plasma clearance after IV dosing at 1 mg/kg in rat,50597,Rattus norvegicus,6518,BAO_0000218,,1,1,,CHEMBL621204,,
7921,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621205,,
7922,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621206,,
7923,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621207,,
7924,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621208,,
7925,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621209,,
7926,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876484,,
7927,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621210,,
7928,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621211,,
7929,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621212,,
7930,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621213,,
7931,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621214,,
7932,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621215,,
7933,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621216,,
7934,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621217,,
7935,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621218,,
7936,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621219,,
7937,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621220,,
7938,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621221,,
7939,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621222,,
7940,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621223,,
7941,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876485,,
7942,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621224,,
7943,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621225,,
7944,Intermediate,,Heart,948.0,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621226,,
7945,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621227,,
7946,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621228,,
7947,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621229,,
7948,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621230,,
7949,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621231,,
7950,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621232,,
7951,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621233,,
7952,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621234,,
7953,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621235,,
7954,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621236,,
7955,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL621237,,
7956,Intermediate,,Kidney,2113.0,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876486,,
7957,Intermediate,,Intestine,160.0,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622436,,
7958,Intermediate,,Intestine,160.0,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622437,,
7959,Intermediate,,Intestine,160.0,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622438,,
7960,Intermediate,,Liver,2107.0,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622439,,
7961,Intermediate,,Liver,2107.0,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622440,,
7962,Intermediate,,Liver,2107.0,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622441,,
7963,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622442,,
7964,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622443,,
7965,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622444,,
7966,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622445,,
7967,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622446,,
7968,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622447,,
7969,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622448,,
7970,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622449,,
7971,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622450,,
7972,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622451,,
7973,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622452,,
7974,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622453,,
7975,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622454,,
7976,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL622455,,
7977,Intermediate,,Liver,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876024,,
7978,Intermediate,,,,T max was determined at 3 mg/kg po dose in rats,50597,Rattus norvegicus,2792,BAO_0000218,,1,1,,CHEMBL622456,,
7979,Intermediate,,,,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",50597,Rattus norvegicus,15078,BAO_0000218,,1,1,,CHEMBL622457,,
7980,Intermediate,,,,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",50597,Rattus norvegicus,15078,BAO_0000218,,1,1,,CHEMBL622458,,
7981,Intermediate,,,,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,50597,Rattus norvegicus,15022,BAO_0000218,,1,1,,CHEMBL622459,,
7982,Intermediate,,,,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,50597,Rattus norvegicus,15022,BAO_0000218,,1,1,,CHEMBL873343,,
7983,Intermediate,,,,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,50597,Rattus norvegicus,15022,BAO_0000218,,1,1,,CHEMBL622460,,
7984,Intermediate,,Plasma,1969.0,Time for maximum plasma concentration determined in rat,50597,Rattus norvegicus,4576,BAO_0000218,,1,1,,CHEMBL622461,,
7985,Intermediate,,Plasma,1969.0,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,50597,Rattus norvegicus,6681,BAO_0000218,,1,1,,CHEMBL622462,,
7986,Intermediate,,,,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,50597,Rattus norvegicus,16365,BAO_0000218,,1,1,,CHEMBL622463,,
7987,Intermediate,,,,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,50597,Rattus norvegicus,16365,BAO_0000218,,1,1,,CHEMBL622464,,
7988,Intermediate,,,,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,50597,Rattus norvegicus,16365,BAO_0000218,,1,1,,CHEMBL622465,,
7989,Intermediate,,,,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,50597,Rattus norvegicus,16365,BAO_0000218,,1,1,,CHEMBL622466,,
7990,Intermediate,,,,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,50597,Rattus norvegicus,16365,BAO_0000218,,1,1,,CHEMBL622467,,
7991,Intermediate,,Plasma,1969.0,Time of maximum plasma concentration in rat,50597,Rattus norvegicus,6824,BAO_0000218,,1,1,,CHEMBL622468,,
7992,Intermediate,,Plasma,1969.0,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",50597,Rattus norvegicus,6685,BAO_0000218,,1,1,,CHEMBL876025,,
7993,Intermediate,,Plasma,1969.0,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",50597,Rattus norvegicus,6685,BAO_0000218,,1,1,,CHEMBL622469,,
7994,Intermediate,,Plasma,1969.0,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",50597,Rattus norvegicus,6685,BAO_0000218,,1,1,,CHEMBL622470,,
7995,Intermediate,,,,Time required to reach maximum concentration (Cmax) after oral administration in rat,50597,Rattus norvegicus,15662,BAO_0000218,,1,1,,CHEMBL622471,,
7996,Intermediate,,Plasma,1969.0,Time required to reach maximum concentration in rat plasma,50597,Rattus norvegicus,1742,BAO_0000218,,1,1,,CHEMBL622472,,
7997,Intermediate,,Plasma,1969.0,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,50597,Rattus norvegicus,2774,BAO_0000218,,1,1,,CHEMBL622473,,
7998,Intermediate,,Plasma,1969.0,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,50597,Rattus norvegicus,5199,BAO_0000218,,1,1,,CHEMBL624282,,
7999,Intermediate,,Plasma,1969.0,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,50597,Rattus norvegicus,12873,BAO_0000218,,1,1,,CHEMBL624283,,
8000,Intermediate,,Plasma,1969.0,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,50597,Rattus norvegicus,12873,BAO_0000218,,1,1,,CHEMBL624284,,
8001,Intermediate,,Plasma,1969.0,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,50597,Rattus norvegicus,1916,BAO_0000218,,1,1,,CHEMBL624285,,
8002,Intermediate,,,,Time to reach Cmax after oral administration to rats,50597,Rattus norvegicus,16367,BAO_0000218,,1,1,,CHEMBL624286,,
8003,Intermediate,,,,Time to reach Cmax when a dose of 1 mg/kg is administered orally,50597,Rattus norvegicus,16366,BAO_0000218,,1,1,,CHEMBL624287,,
8004,Intermediate,,,,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,50597,Rattus norvegicus,216,BAO_0000218,,1,1,,CHEMBL624288,,
8005,Intermediate,,Plasma,1969.0,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,50597,Rattus norvegicus,6410,BAO_0000218,,1,1,,CHEMBL624289,,
8006,Intermediate,,Plasma,1969.0,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,50597,Rattus norvegicus,6410,BAO_0000218,,1,1,,CHEMBL873344,,
8007,Intermediate,,,,Tmax after peroral administration (10 mg/kg) was determined in rat,50597,Rattus norvegicus,6215,BAO_0000218,,1,1,,CHEMBL619623,,
8008,Expert,,,,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,50597,Rattus norvegicus,3598,BAO_0000218,,1,1,,CHEMBL621399,,
8009,Intermediate,,,,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,50597,Rattus norvegicus,4527,BAO_0000218,,1,1,,CHEMBL621400,,
8010,Intermediate,,,,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",50597,Rattus norvegicus,17670,BAO_0000218,,1,1,,CHEMBL621401,,
8011,Intermediate,,,,Tmax was determined,50597,Rattus norvegicus,1465,BAO_0000218,,1,1,,CHEMBL621402,,
8012,Intermediate,,,,Tmax was determined,50597,Rattus norvegicus,2552,BAO_0000218,,1,1,,CHEMBL621403,,
8013,Intermediate,,,,Tmax after oral administration in rat,50597,Rattus norvegicus,5656,BAO_0000218,,1,1,,CHEMBL621121,,
8014,Intermediate,,,,Tmax after peroral administration in rats at 2.4 uM/kg,50597,Rattus norvegicus,17764,BAO_0000218,,1,1,,CHEMBL872525,,
8015,Intermediate,,,,Tmax in male rat,50597,Rattus norvegicus,5610,BAO_0000218,,1,1,,CHEMBL621122,,
8016,Intermediate,,,,Tmax in rat at 10 mg/kg,50597,Rattus norvegicus,6046,BAO_0000218,,1,1,,CHEMBL621123,,
8017,Intermediate,,,,Tmax in rat by po administration at a dose of 40 mg/kg,50597,Rattus norvegicus,5874,BAO_0000218,,1,1,,CHEMBL621124,,
8018,Intermediate,,,,Tmax in rats,50597,Rattus norvegicus,17596,BAO_0000218,,1,1,,CHEMBL621125,,
8019,Intermediate,,,,Tmax was measured in rats after peroral administration at 5 mg/kg,50597,Rattus norvegicus,17804,BAO_0000218,,1,1,,CHEMBL621126,,
8020,Intermediate,,,,Tmax value after oral dose at a dose of 10 mg/kg in rats.,50597,Rattus norvegicus,1908,BAO_0000218,,1,1,,CHEMBL621127,,
8021,Intermediate,,,,Tmax value after administration of 20 mg/Kg oral dose in rat,50597,Rattus norvegicus,2959,BAO_0000218,,1,1,,CHEMBL621128,,
8022,Intermediate,,,,Tmax value at a dose of 10 mg/kg in male SD rats,50597,Rattus norvegicus,6757,BAO_0000218,,1,1,,CHEMBL618263,,
8023,Intermediate,,,,Tmax value at a dose of 100 mg/kg in male SD rats,50597,Rattus norvegicus,6757,BAO_0000218,,1,1,,CHEMBL618264,,
8024,Intermediate,,,,Tmax value at a dose of 50 mg/kg in male SD rats,50597,Rattus norvegicus,6757,BAO_0000218,,1,1,,CHEMBL618265,,
8025,Intermediate,,Plasma,1969.0,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,50597,Rattus norvegicus,4186,BAO_0000218,,1,1,,CHEMBL618266,,
8026,Intermediate,,,,time required to reach maximum concentration (Cmax) after oral administration in rat,50597,Rattus norvegicus,15662,BAO_0000218,,1,1,,CHEMBL618267,,
8027,Intermediate,,Urine,1088.0,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),50597,Rattus norvegicus,429,BAO_0000218,,1,1,,CHEMBL618450,,
8028,Intermediate,,Urine,1088.0,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),50597,Rattus norvegicus,429,BAO_0000218,,1,1,,CHEMBL618451,,
8029,Intermediate,,,,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,50597,Rattus norvegicus,5546,BAO_0000218,,1,1,,CHEMBL618452,,
8030,Intermediate,,Urine,1088.0,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,50597,Rattus norvegicus,3173,BAO_0000218,,1,1,,CHEMBL618453,,
8031,Intermediate,,Urine,1088.0,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,50597,Rattus norvegicus,3173,BAO_0000218,,1,1,,CHEMBL618454,,
8032,Intermediate,,Urine,1088.0,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,50597,Rattus norvegicus,3173,BAO_0000218,,1,1,,CHEMBL618455,,
8033,Intermediate,,,,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,50597,Rattus norvegicus,4257,BAO_0000218,,1,1,,CHEMBL618456,,
8034,Intermediate,,,,Compound distribution in rat tissues was determined,50597,Rattus norvegicus,6011,BAO_0000218,,1,1,,CHEMBL618457,,
8035,Intermediate,,,,Volume of distribution was evaluated in rat,50597,Rattus norvegicus,5472,BAO_0000218,,1,1,,CHEMBL618458,,
8036,Intermediate,,,,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL618459,,
8037,Intermediate,,,,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL876733,,
8038,Intermediate,,,,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,50588,Canis lupus familiaris,14346,BAO_0000218,,1,1,,CHEMBL618460,,
8039,Intermediate,,,,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL618461,,
8040,Autocuration,,,,Area under the curve was determined after oral administration (300 uM/Kg),22224,,15469,BAO_0000019,,0,1,,CHEMBL618462,,
8041,Intermediate,,,,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,50597,Rattus norvegicus,14346,BAO_0000218,,1,1,,CHEMBL618463,,
