assay_id,confidence_score,src_assay_id,bao_format,curated_by,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
3511,4,,BAO_0000019,Autocuration,945.0,7185,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation (resulted in discoloration in the oxygenated muscle bath to give varying results).,F,,,,,
3512,4,,BAO_0000019,Autocuration,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
3513,4,,BAO_0000224,Autocuration,,6960,Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2,B,,,,,
3514,4,,BAO_0000224,Autocuration,,6960,"Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2; Valid pA2, can not be determined because of slope of Schild plot.",B,,,,,
3515,8,,BAO_0000221,Autocuration,10000000.0,12416,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,B,,,,,
3516,8,,BAO_0000357,Expert,,15753,Binding affinity for rat 5-hydroxytryptamine transporter.,B,,,,,
3517,4,,BAO_0000019,Autocuration,,8062,Evaluated for inhibition of specific [3H]5-HT receptor binding in rat cortex.,B,,,,,
3518,5,,BAO_0000019,Autocuration,,9036,Binding affinity at serotonin 5-HT1-type site receptor in rat cortex by displacing [3H]5-HT,B,,,Rattus norvegicus,10116.0,
3519,5,,BAO_0000224,Autocuration,,15067,Compound was tested for its inhibitory activity against 5-hydroxytryptamine receptor,B,,,Rattus norvegicus,10116.0,
3520,9,,BAO_0000019,Expert,955.0,15753,Inhibitory activity against [3H]- 5-hydroxytryptamine reuptake in whole rat brain minus cerebellum,F,,,Rattus norvegicus,10116.0,
3521,9,,BAO_0000221,Expert,2037.0,15753,Inhibition of [3H]5-HT reuptake in whole rat brain (minus cerebellum) homogenate.,F,,,Rattus norvegicus,10116.0,
3522,5,,BAO_0000019,Autocuration,,15295,Displacement of [3H]-citalopram from rat forebrain membrane 5-hydroxytryptamine receptor at 10e-7 M,B,,,Rattus norvegicus,10116.0,
3523,5,,BAO_0000224,Autocuration,,6347,Percent binding affinity against 5-hydroxytryptamine receptor,B,,,Rattus norvegicus,10116.0,
3524,0,,BAO_0000019,Autocuration,,6763,Ability to displace 0.4 nM [3H]paroxetine binding to 5-hydroxytryptamine receptor in rat frontal cortex,B,,,,,
3525,5,,BAO_0000224,Autocuration,,12092,The binding affinity was measured on 5-hydroxytryptamine receptor uptake receptor using [3H]- paroxetine as radioligand.,B,,,Rattus norvegicus,10116.0,
3526,5,,BAO_0000224,Autocuration,,1579,Affinity against 5-hydroxytryptamine receptor was determined,B,,,Rattus norvegicus,10116.0,
3527,5,,BAO_0000019,Autocuration,945.0,1579,Affinity against 5-hydroxytryptamine receptor was determined in rat stomach fundus strip,B,,,Rattus norvegicus,10116.0,
3528,9,,BAO_0000219,Expert,,5963,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,B,In vitro,,Homo sapiens,9606.0,
3529,9,,BAO_0000219,Expert,,5963,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,B,In vitro,,Homo sapiens,9606.0,
3530,8,,BAO_0000357,Autocuration,,5030,Ability to compete with radioactive ligands specific to the Serotonergic 5-HT receptor at 10 uM; NA means compound failed to compete,B,,,,,
3531,8,,BAO_0000357,Expert,,15796,Inhibition of 5-hydroxytryptamine reuptake,B,,,,,
3532,8,,BAO_0000019,Autocuration,,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding",F,,,,,
3533,8,,BAO_0000019,Autocuration,,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 1)",F,,,,,
3534,8,,BAO_0000019,Autocuration,,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 2)",F,,,,,
3535,8,,BAO_0000019,Autocuration,,12409,Tested for 5-hydroxytryptamine receptor uptake,F,,,,,
3536,9,,BAO_0000219,Expert,,16909,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,B,,,Homo sapiens,9606.0,
3537,9,,BAO_0000019,Expert,,16909,Antagonistic affinity tested against isolated human cloned alpha-1d adrenoceptor subtype,F,,,Homo sapiens,9606.0,
3538,8,,BAO_0000249,Autocuration,,15629,In vitro binding affinity towards 5-hydroxytryptamine receptor 1A receptor by using [3H]8-OH-DPAT in rat hippocampal membranes.,B,,,Homo sapiens,9606.0,
3539,8,,BAO_0000357,Autocuration,,15629,Tested in vitro for % inhibition against 5-hydroxytryptamine receptor 1A,B,,,,,
3540,8,,BAO_0000249,Expert,,15629,In vitro binding affinity at 5-hydroxytryptamine receptor 1A receptor in rat hippocampal membranes by [3H]8-OH-DPAT displacement.,B,,,,,
3541,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 0.10 umol/kg,F,,,,,
3542,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 10 umol/kg,F,,,,,
3543,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 0.32 umol/kg,F,,,,,
3544,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 3.2 umol/kg,F,,,,,
3545,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 32 umol/kg,F,,,,,
3546,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 0.032 umol/kg,F,,,,,
3547,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 1.0 umol/kg,F,,,,,
3548,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 10 umol/kg,F,,,,,
3549,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 100 umol/kg,F,,,,,
3550,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 3.2 umol/kg,F,,,,,
3551,8,,BAO_0000019,Autocuration,2435.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 32 umol/kg,F,,,,,
3552,8,,BAO_0000019,Autocuration,349.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.032 umol/kg,F,,,,,
3553,8,,BAO_0000019,Autocuration,349.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,F,,,,,
3554,8,,BAO_0000019,Autocuration,349.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.32 umol/kg,F,,,,,
3555,8,,BAO_0000019,Autocuration,349.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 1.0 umol/kg,F,,,,,
3556,8,,BAO_0000019,Autocuration,349.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 10 umol/kg,F,,,,,
3557,8,,BAO_0000019,Autocuration,349.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 100 umol/kg,F,,,,,
3558,8,,BAO_0000019,Autocuration,349.0,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 3.2 umol/kg,F,,,,,
3559,8,,BAO_0000357,Expert,,1274,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
3560,8,,BAO_0000019,Autocuration,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,,
3561,8,,BAO_0000357,Autocuration,,14532,Inhibitory activity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand at 10e-5 M concentration,B,,,,,
3562,8,,BAO_0000357,Expert,,16989,Binding affinity towards Serotonin 5-hydroxytryptamine 4 receptor,B,,,,,
3563,8,,BAO_0000357,Autocuration,,17200,Inhibitory constant against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 radioligand,B,,,,,
3564,8,,BAO_0000357,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 4 receptor,B,,,,,
3565,8,,BAO_0000357,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,,,,,
3566,8,,BAO_0000357,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,,,,,
3567,8,,BAO_0000219,Autocuration,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4A receptor isoform expressed in COS-7 cells,B,,,,,
3568,8,,BAO_0000219,Autocuration,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4B receptor isoform expressed in COS-7 cells,B,,,,,
3569,8,,BAO_0000219,Autocuration,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4C receptor isoform expressed in COS-7 cells,B,,,,,
3570,8,,BAO_0000219,Autocuration,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4D receptor isoform expressed in COS-7 cells,B,,,,,
3571,8,,BAO_0000219,Autocuration,,17046,Binding affinity of compound towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,,,,,
3572,8,,BAO_0000219,Expert,,17046,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,,,,,
3573,8,,BAO_0000219,Expert,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808,B,,,,,
3574,8,,BAO_0000219,Expert,,17046,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand; Not determined,B,,,,,
3575,8,,BAO_0000357,Expert,,17066,Binding affinity towards 5-hydroxytryptamine 5 receptor,B,,,,,
3576,8,,BAO_0000357,Autocuration,,17200,Inhibitory constant against human 5-hydroxytryptamine 5A receptor using [3H]LSD radioligand,B,,,,,
3577,9,,BAO_0000357,Expert,,16146,Binding affinity against 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3578,8,,BAO_0000219,Autocuration,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 5A receptor stably expressed in CHO cells,B,,,,,
3579,9,,BAO_0000357,Expert,,6491,Affinity towards human 5-hydroxytryptamine 5A serotonin receptor,B,,,Homo sapiens,9606.0,
3580,9,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3581,9,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 5A receptor was evaluated using [3H]-5-CT as radioligand,B,,,Homo sapiens,9606.0,
3582,9,,BAO_0000357,Expert,,4234,Binding affinity to cloned human 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3583,8,,BAO_0000357,Autocuration,,6013,Binding affinity towards 5-HT5A receptor,B,,,,,
3584,8,,BAO_0000357,Expert,,17175,Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,,,,,
3585,8,,BAO_0000357,Autocuration,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 5A receptor,B,,,,,
3586,8,,BAO_0000357,Autocuration,,6166,Binding affinity towards cloned human 5-HT5A receptor was determined,B,,,,,
3587,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,
3588,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,,,,,
3589,8,,BAO_0000219,Autocuration,,5213,Compound was tested for its binding affinity in 5-hydroxytryptamine 5A receptor (using human cloned receptors in HEK 293 and [3H]5-CTas a radioligand ),B,,,,,
3590,9,,BAO_0000357,Expert,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor,B,,,Mus musculus,10090.0,
3591,9,,BAO_0000357,Expert,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,,,Mus musculus,10090.0,
3592,9,,BAO_0000357,Expert,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]- LSD as radioligand,B,,,Mus musculus,10090.0,
3593,9,,BAO_0000357,Expert,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]LSD as radioligand,B,,,Mus musculus,10090.0,
3594,9,,BAO_0000357,Expert,,17066,Binding affinity towards murine 5-hydroxytryptamine 5A receptor,B,,,Mus musculus,10090.0,
3595,8,,BAO_0000357,Expert,,17175,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,,,,,
3596,8,,BAO_0000219,Autocuration,,16190,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,,,,,
3597,8,,BAO_0000219,Autocuration,,16190,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,,,,,
3598,8,,BAO_0000357,Expert,,4820,Binding affinity towards 5-HT5a receptor,B,,,,,
3599,9,,BAO_0000357,Expert,,17066,Binding affinity towards 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3600,8,,BAO_0000357,Expert,,17066,Binding affinity for rodent 5-hydroxytryptamine 5A receptor,B,,,,,
3601,8,,BAO_0000357,Expert,,17175,Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand,B,,,,,
3602,8,,BAO_0000357,Autocuration,,16633,Binding affinities against 5-hydroxytryptamine 5A receptor,B,,,,,
3603,8,,BAO_0000357,Autocuration,,16633,Binding affinities towards 5-hydroxytryptamine 5A receptor,B,,,,,
3604,8,,BAO_0000357,Autocuration,,16700,The binding affinity towards 5-hydroxytryptamine 5A receptor; No affinity,B,,,,,
3605,4,,BAO_0000019,Autocuration,,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.01 uM,F,,,Cavia porcellus,10141.0,
3606,4,,BAO_0000223,Autocuration,,5486,Binding affinity towards 5-HT3 receptor by the displacement of [3H]GR-65630] in human recombinant receptors in mammalian cell,B,,,,,
3607,9,,BAO_0000357,Expert,,16146,Inhibition of human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3608,9,,BAO_0000357,Expert,,17273,Binding affinity towards 5-hydroxytryptamine 6 receptor using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,
3609,8,,BAO_0000357,Autocuration,,17687,Inhibition against human 5-hydroxytryptamine 6 receptor,B,,,,,
3610,9,,BAO_0000357,Expert,,6491,Affinity towards human 5-hydroxytryptamine 6 serotonin receptor,B,,,Homo sapiens,9606.0,
3611,8,,BAO_0000219,Expert,,16190,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,B,,,,,
3612,9,,BAO_0000357,Expert,,17066,Binding affinity towards [3H]LSD-labeled human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3613,9,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3614,9,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,,,Homo sapiens,9606.0,
3615,9,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [3H]-LSD as radioligand,B,,,Homo sapiens,9606.0,
3616,9,,BAO_0000357,Expert,,3555,Binding affinity against 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3617,8,,BAO_0000357,Expert,,5808,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3618,8,,BAO_0000357,Autocuration,,6013,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3619,8,,BAO_0000219,Expert,,15818,"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand",B,,,,,
3620,8,,BAO_0000357,Autocuration,,16209,Binding affinity towards human 5-hydroxytryptamine 6 receptor using [3H]LSD as radioligand,B,,,,,
3621,8,,BAO_0000219,Expert,,3935,Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells using [3H]-lysergic acid diethylamide as radioligand,B,,,,,
3622,8,,BAO_0000357,Autocuration,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3623,9,,BAO_0000219,Expert,,3805,Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,,,Homo sapiens,9606.0,
3624,8,,BAO_0000019,Expert,,16441,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD,B,,,,,
3625,8,,BAO_0000019,Expert,,16441,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD; ND is No Data.,B,,,,,
3626,8,,BAO_0000219,Expert,,6786,Ability to displace [3H]LSD from human 5-hydroxytryptamine 6 receptor transiently expressed in COS-7 cells,B,,,,,
3627,9,,BAO_0000357,Expert,,4234,In vitro binding affinity to human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3628,8,,BAO_0000019,Autocuration,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 6 receptor,B,,,,,
3629,8,,BAO_0000357,Autocuration,,17200,Inhibitory constant against human 5-hydroxytryptamine 6 receptor using [3H]LSD radioligand,B,,,,,
3630,8,,BAO_0000219,Autocuration,,17451,Antagonism assessed in a functional cAMP binding assay using 5-CT to stimulate human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,,,,,
3631,8,,BAO_0000019,Autocuration,,3935,The compound was tested for antagonist activity by inhibition of human 5-HT6 stimulated adenylate cyclase,F,,,,,
3632,8,,BAO_0000357,Autocuration,,5033,Ability to displace the radioligand [3H]LSD from human 5-hydroxytryptamine 6 receptor,B,,,,,
3633,8,,BAO_0000357,Expert,,4540,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,,,,,
3634,9,,BAO_0000219,Expert,,4540,Binding affinity to human cloned 5-HT6 receptor in HeLa cells using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,
3635,9,,BAO_0000219,Expert,,4540,Binding affinity to human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,
3636,8,,BAO_0000219,Autocuration,,17296,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells,B,,,,,
3637,8,,BAO_0000219,Autocuration,,17296,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,,,,,
3638,8,,BAO_0000219,Autocuration,,17296,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,,,,,
3639,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,,
3640,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,
3641,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand; ND means no data.,B,,,,,
3642,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,,,,,
3643,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HeLa cells using [3H]LSD as radioligand;ND means no data.,B,,,,,
3644,8,,BAO_0000357,Autocuration,,6166,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3645,8,,BAO_0000219,Autocuration,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD as radioligand,B,,,,,
3646,8,,BAO_0000357,Autocuration,,15316,Compound was evaluated for its ability to displace [3H]LSD binding from human recombinant 5-hydroxytryptamine 6 receptor,B,,,,,
3647,8,,BAO_0000357,Expert,,4199,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,,,,,
3648,8,,BAO_0000219,Expert,,15146,Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD,B,,,,,
3649,8,,BAO_0000357,Autocuration,,5213,Compound was tested for its binding affinity in 5-hydroxytryptamine 6 receptor (using human cloned receptors in HeLa and [3H]LSD as a radioligand ),B,,,,,
3650,8,,BAO_0000219,Autocuration,,16429,In vitro binding affinity at human recombinant 5-hydroxytryptamine 6 receptor in mammalian cells using 3[H]LSD as the radioligand,B,,,,,
3651,8,,BAO_0000219,Autocuration,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]5-LSD.,B,,,,,
3652,8,,BAO_0000219,Autocuration,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=3",B,,,,,
3653,8,,BAO_0000219,Autocuration,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=9",B,,,,,
3654,8,,BAO_0000219,Autocuration,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]LSD as radioligand; n=3",B,,,,,
3655,8,,BAO_0000219,Autocuration,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 6 receptor stably expressed in CHO cells,B,,,,,
3656,8,,BAO_0000019,Autocuration,,14423,Binding affinity against 5-hydroxytryptamine 6 receptor from CHO cell membranes using [3H]5-HT as the radioligand.,B,,,,,
3657,8,,BAO_0000357,Autocuration,,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 6 receptor,B,,,,,
3658,8,,BAO_0000357,Autocuration,,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor was determined,B,,,,,
3659,9,,BAO_0000219,Autocuration,,16190,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells,B,,,Homo sapiens,9606.0,
3660,8,,BAO_0000357,Expert,,4820,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3661,8,,BAO_0000357,Autocuration,,4639,Percentage of displacement at 5-hydroxytryptamine 6 receptor at 10e-8 M,B,,,,,
3662,9,,BAO_0000019,Expert,,17066,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,F,,,Homo sapiens,9606.0,
3663,8,,BAO_0000357,Autocuration,,6011,Inhibition of binding towards 5-hydroxytryptamine 6 receptor at 100 nM concentration,B,,,,,
3664,8,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3665,8,,BAO_0000357,Autocuration,,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor; inactive at 10 uM,B,,,,,
3666,8,,BAO_0000357,Autocuration,,5014,Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor,B,,,,,
3667,8,,BAO_0000357,Autocuration,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 6 receptor was determined,B,,,,,
3668,8,,BAO_0000019,Expert,,17066,Antagonistic activity towards 5-hydroxytryptamine 6 receptor,F,,,,,
3669,8,,BAO_0000019,Expert,,17066,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,F,,,,,
3670,8,,BAO_0000357,Autocuration,,4373,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,B,,,,,
3671,8,,BAO_0000357,Autocuration,,4687,Evaluated for the binding affinity towards 5-hydroxytryptamine 6 receptor,B,,,,,
3672,8,,BAO_0000357,Autocuration,,16946,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-6 M,B,,,,,
3673,8,,BAO_0000357,Autocuration,,16946,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-8 M,B,,,,,
3674,8,,BAO_0000357,Autocuration,,16633,Binding affinities against 5-hydroxytryptamine 6 receptor,B,,,,,
3675,8,,BAO_0000357,Autocuration,,16633,Binding affinities towards 5-hydroxytryptamine 6 receptor,B,,,,,
3676,9,,BAO_0000357,Expert,,17066,Binding affinity towards 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3677,8,,BAO_0000357,Autocuration,,16700,The binding affinity towards 5-hydroxytryptamine 6 receptor; No affinity,B,,,,,
3678,8,,BAO_0000357,Autocuration,,3269,Affinity against 5-hydroxytryptamine 6 receptor,B,,,,,
3679,8,,BAO_0000357,Autocuration,,5486,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-CT],B,,,,,
3680,9,,BAO_0000357,Expert,,16146,Inhibition of human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,
3681,8,,BAO_0000219,Autocuration,,5014,Compound was tested for its binding affinity towards human 5-hydroxytryptamine 7 receptor from HEK293 cells using radioligand [3H]LSD,B,,,,,
3682,8,,BAO_0000357,Autocuration,,15463,Compound at 1 uM was tested for the inhibition of radioligand [3H]LSD binding to recombinant human 5-hydroxytryptamine 7 receptor,B,,,,,
3683,8,,BAO_0000357,Autocuration,,3805,In vitro binding affinity against human 5-hydroxytryptamine 7 receptor at a concentration of 100 (nM),B,,,,,
3684,8,,BAO_0000219,Expert,,5014,Inhibition (at 1 uM) of radioligand [3H]LSD binding to human 5-hydroxytryptamine 7 receptor on HEK293 cells,B,,,,,
3685,9,,BAO_0000357,Expert,,6491,Affinity towards human 5-hydroxytryptamine 7 serotonin receptor,B,,,Homo sapiens,9606.0,
3686,8,,BAO_0000219,Autocuration,,16190,Binding affinity for 5-hydroxytryptamine 7 receptor human cloned receptors in CHO cells using [3H]5-HT,B,,,,,
3687,9,,BAO_0000357,Expert,,17066,Binding affinity towards human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,
3688,9,,BAO_0000357,Expert,,17066,Displacement of [3H]5-HT from human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,
