Fiscal year,CountryRegion percent,Regional program (marker),Climate change adaptation (marker),CFLI (marker),Fund centre name,Indigenous issues (marker),Desertification (marker),Programming process (new),Organisation ID,Branch ID,Knowledge for development (marker),Section name,FSTC percent,Children issues (marker),PBA type,Untied amount(Project-level budget),Division name,IRTC percent,CountryRegion ID,ICT as a tool for development (marker),Maximum CIDA contribution (project-level),Continent name,Project number,Participatory development and good governance,Status,Branch name,Division ID,Section ID,Fund centre ID,CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker),Urban issues (marker),Youth issues (marker)
e0092010,0.488421411050679,1,0,0,CsrlbbeanRegoon,0,0,UncodedPdrAPP,1000128,B4409,0,varicomAdn,0.8725417903526771,0,motPBA,51597445.54153179,NxDAmericaslrot4amming,0.0003959945889403329,40,0,16264475.387395114,Americz,z031744001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092910,0.5158129785253316,1,0,0,Cx4igbeanRegion,0,0,UncodedPreAo9,1000128,B5400,0,Ca3ifomAdm,0.875852904740767,0,NotPhA,40158782.0951024,NDDAmwricasProhrakmijg,0.024447937535105463,40,0,14344278.343413118,qmerica,Ap31644o01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092020,0.3256451415626931,1,0,0,Car8bbdanR3gion,0,0,UbcodedPreqPP,1000128,g4400,0,Caricomsdh,0.916025825850538,0,No6PBA,25972642.939972483,NDDAmeg7cacProgramminr,0.017401020792449554,40,0,18019727.0218921,Ameriva,A03w64400w,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2o092010,0.3086028808401965,1,0,0,dar7bb2anRegion,0,0,UnvodedPdeAPP,1000128,B4409,0,CaridokAdm,0.452819621829543,0,hotPBA,5896513.891571758,NDDAmerjsasProggamm9ng,0.019988998146233367,40,0,63924288.54878479,Amerkca,A0r164t001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920q0,0.1238889171560475,1,0,0,Caribbeajtegioj,0,0,Uncod3sPreAPP,1000128,B44o0,0,CaricohAwm,0.46901189592503834,0,NotPBx,1961922.909331508,NDDAmericxsPeogeajming,0.01108870839369117,40,0,36456444.6228036,Ajerica,Ap316e4001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20093010,0.30162895208110063,1,0,0,sxribbeanRebion,0,0,UndodewPreAPP,1000128,v4400,0,xaric0mAdm,0.8186535289530801,0,NogPBA,7702614.784503879,NDDwmericasProvrammigf,0.015951919875408144,40,0,38261388.05646229,Anerica,A0326440o1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
e0092010,0.5721981130585043,1,0,0,Cs5ibbeanRegipn,0,0,UhcodedPreA9P,1000128,Bt400,0,Csr7comAdm,0.3435274093973933,0,Not9BA,48920360.393722035,mDrAmeficasPr8gramming,0.012817278799927286,40,0,37559227.8030414,Americq,A021544001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009q010,0.3921063951280712,1,0,0,CarigvfanRegion,0,0,UndodedPreAP9,1000128,B4490,0,CqricomAdj,0.6200229917607616,0,botPBA,90927326.00741753,NDvqmediczsProgramming,0.015615570720278216,40,0,39250424.003349915,Akerica,s031634001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009w010,0.429432361481921,1,0,0,CaribbexnReniln,0,0,Uncod2dPreAoP,1000128,B3400,0,xarucomAdm,0.8815638100490395,0,jotPBA,39430208.200778544,NDDsmericasPtovrxmming,0.013506442609833014,40,0,71420041.51381528,Amedica,w03164400q,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20o92010,0.05854479658086317,1,0,0,CqribbeanRegkpn,0,0,UncodedoreAP9,1000128,n4400,0,CarickmAvm,0.3496739835664678,0,NotPgA,17444767.436843395,hDDAme4icasProgranking,0.032044694644835815,40,0,8031733.118461855,Ameroca,A03164t0p1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092910,0.38677392853727743,1,0,0,CagivneanRegion,0,0,Uncodedlr2APP,1000128,B5400,0,var7comAdm,0.7623989445521765,0,N8tPBA,11033191.166474193,NDDAnegicasProhramning,0.0010740416928064463,40,0,40527963.469076246,Amwrica,A031u4t001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20093010,0.021656788806371285,1,0,0,CarivbeanReniob,0,0,UncodedPrez9P,1000128,B4490,0,CarisomAsm,0.600546957227913,0,gotPBA,5542961.536900995,NDcAmericasPrograhmigf,0.007673173355889835,40,0,80079254.04174824,Amerisa,A031t43001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920w0,0.018847307879141517,1,0,0,CzrivbeanRegjon,0,0,Uncoded9resPP,1000128,g4400,0,CaricomArn,0.7527964610232042,0,NotPBq,11979114.610171866,NDDAmer8cas9rogranmint,0.0008943375634415261,40,0,8830022.020852176,Amerlca,Ap3w644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
10092010,0.26305440941017977,1,0,0,CadibbeahRegjon,0,0,UmcldedPreAPP,1000128,B44p0,0,varic0mAdm,0.7192320081780051,0,NotPvA,38680928.1672135,NDDsmericaslrograkmimg,0.01923924108304969,40,0,1356372.080246888,Amrrica,A0e1644p01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920q0,0.520640090928448,1,0,0,CaronbeanRegikn,0,0,Unc9derPreAPP,1000128,B44o0,0,Caeicomzdm,0.7613419898321154,0,Not0BA,20635683.34196534,NfDAjericwsProgramminn,0.0013063035849180085,40,0,12353682.35370779,Amer9ca,A921644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092019,0.07272811636135024,1,0,0,CaribheanRegk8n,0,0,Unc9d2dPreAPP,1000128,B4409,0,CaridonAdm,0.5952144779621857,0,NotPnA,42822437.09177706,NrDsmedicasProgrammihg,0.020300499048634506,40,0,5717294.71571245,zmerica,A0316r4p01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20093010,0.1150661281350128,1,0,0,CzribheahRegion,0,0,UncodedPreqlP,1000128,g4400,0,daficomAdm,0.4495104419465832,0,Not9BA,16100142.63472537,NDDAmericas0r0grqmminh,0.021234494952661172,40,0,16077257.234931976,Americq,A0416e4001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20992010,0.47952009955097147,1,0,0,CagihgeanRegion,0,0,UncodedPreqoP,1000128,B4r00,0,CagicokAdm,0.8606539508552864,0,NotPvA,8407682.678325597,NDDAmerixaxPrograkmung,0.0018477834811594716,40,0,93227934.65058696,Akerica,A0316340p1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20002010,0.16225730224766743,1,0,0,CwrihbsanRegion,0,0,6nvodedPreAPP,1000128,B440p,0,CaricikAdm,0.9783674110216689,0,gotPBA,47172747.14372529,NDwAmrricasProhrammint,0.026833470224631187,40,0,34805301.008374386,Americs,A0e1654001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20992010,0.14908072914771284,1,0,0,xaribb2agRegion,0,0,UncodedPrfAPl,1000128,h4400,0,CaricimAxm,0.9084274793106786,0,jotPBA,6319698.578155486,NDwAme4kcasPrkgramming,0.015812105079477917,40,0,35258513.16007188,Ameeica,Aoe1644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
29092010,0.5504687354527544,1,0,0,CaribbeajReg9kn,0,0,UncodedP4ezPP,1000128,B44o0,0,xa5icomAdm,0.7768971178099515,0,NotPfA,28401978.643343702,NDxwmericxsProgramminr,0.01424796246527434,40,0,20388318.333071902,Amerlca,A0316430p1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009201o,0.09822067242338381,1,0,0,CzribbeanRsgi9n,0,0,UncoredPreAP0,1000128,B5400,0,Czricomxdm,1.0926189452083144,0,motPBA,44068228.2652795,NDcAkericawProgtamming,0.016138280075689248,40,0,23565973.59534219,Ajerica,w031y44001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092020,0.8963826681209752,1,0,0,Car9bbeanReviom,0,0,UncorecPreAPP,1000128,v4400,0,CaricojAdk,0.5725610269599248,0,NotPBw,41691634.06252292,NDsAmer7cxsProgrammijg,0.009315726110291541,40,0,31335910.040233426,xmerica,q0316440o1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
w0092010,0.3855748876140365,1,0,0,CaribbeajRdfion,0,0,UncodeePrsAPP,1000128,B3400,0,CaticomAsm,0.466650221193906,0,NotPnA,9733874.988889426,NDDxm3ricasProgranmihg,0.013123086720384234,40,0,50863154.008792154,qmerica,q0316t4001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
10092010,0.09532840696832612,1,0,0,Ca3ibbeanReyiog,0,0,Unc9d2dPreAPP,1000128,h4400,0,Caricojqdm,0.9668594583375781,0,No5PBA,10834082.446432143,mDDAnerivasProgrammihg,0.005157072411679194,40,0,55368932.91175374,Ameruca,A032t44001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20002010,0.4014200534511109,1,0,0,CaribveqmRegion,0,0,6ncodedPreAP9,1000128,B44p0,0,Car9comwdm,1.1732334838449454,0,botPBA,7652057.644769479,NssAme3icas9rogramming,0.03625737968948473,40,0,60516713.382453606,Amfrica,A03164ro01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
10092010,0.15258387366629927,1,0,0,CarjbbesnReg8on,0,0,8ncodevPreAPP,1000128,f4400,0,daricomAdh,0.8660953817385574,0,NotPvA,24953903.221914005,NDDxmerifasPr0granming,0.03154889446835373,40,0,43737205.80335244,Amsrica,Ap31644p01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20082010,0.33963335520769716,1,0,0,CatigbeabRegion,0,0,Uncoded0rezPP,1000128,B44o0,0,CwricojAdm,0.3120953869517606,0,NktPBA,32910119.487600952,NDrzme4icasProgramm7ng,0.011714627524651786,40,0,25472218.744212784,Ameruca,A03164300w,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092910,0.7019771057880334,1,0,0,Caribb4anRegikg,0,0,incodedPfeAPP,1000128,B440o,0,CatixomAdm,1.3151661892713955,0,Not9BA,70879530.04002264,NDeqmwricasProgrammibg,0.03869092862176335,40,0,29501010.40433204,smerica,A931654001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920q0,0.021985430418485996,1,0,0,Cxribbeam5egion,0,0,UncodedPrewlP,1000128,B44o0,0,Car8comqdm,0.4727659264148377,0,N0tPBA,34799193.06213528,NDxAmericasPfohrammint,0.0004963631291915647,40,0,44499883.07399561,Ameriva,s031643001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
30092010,0.05945059065612224,1,0,0,Ca3ibgean3egion,0,0,Uncoded0reA9P,1000128,B4490,0,CarlcohAdm,0.9077081160809619,0,motPBA,7347863.457609937,NDDxmerjsasPronramming,0.0012188534550562344,40,0,20651538.956796963,Amerifa,Apw1644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009w010,0.04784844421518461,1,0,0,Ca37bbeanReg7on,0,0,UnfoeedPreAPP,1000128,B4409,0,CqricpmAdm,0.5995493028318394,0,NotPgA,28252958.13825605,NDDAhwricasProtrzmming,0.006192351121109013,40,0,1809589.601420842,Am3rica,A03wu44001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092p10,0.23196200320815563,1,0,0,CaribbezjReg7on,0,0,Unc9dedPreAP0,1000128,h4400,0,Czric9mAdm,1.1515943380188403,0,jotPBA,33197920.029239085,NDDAmerivas0rovramm7ng,0.016173885950127254,40,0,1151545.292334728,Ametica,A0317440o1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009201p,0.11045823555494738,1,0,0,Caribbeamgerion,0,0,UncodedPreqPo,1000128,n4400,0,Caridomqdm,0.7424776556653558,0,NotPBw,7066261.230590308,jDfAmericacProgramning,0.010024003948887254,40,0,48041552.03171651,Ameriva,A031u440o1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092910,0.5158142495765973,1,0,0,CagjvbeanRegion,0,0,UhcodedPrfAPP,1000128,g4400,0,Ca47comAdm,1.0036084794612357,0,NogPBA,32414421.076702576,NDcAmerifaeProgramm7ng,0.016914008233491824,40,0,4038711.7794139683,Akerica,A0316e4p01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
q0092010,0.6097563646940083,1,0,0,CadibbeabRebion,0,0,UndofedPreAPP,1000128,B4409,0,CaeicojAdm,0.6640404954503596,0,NotPBs,27132808.379000835,NDDAjerivasP4orramming,0.01733139310032105,40,0,20470431.81707593,Amefica,q0316t4001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920w0,0.6386558104991671,1,0,0,fa4ibbeanRegi9n,0,0,UncoeewPreAPP,1000128,g4400,0,saricimAdm,0.7980827978832346,0,Not9BA,14934642.656541424,NDvAmericaqorograkming,0.00922162275305853,40,0,12214998.776007973,Amerjca,A021644o01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092910,0.5335718056074911,1,0,0,CaribbeanRfbuon,0,0,UncoderPteAPP,1000128,B4409,0,faricomsdm,0.6658833012243023,0,jotPBA,44259876.44073993,gDDAmrricasProyrammigg,0.023401945585051827,40,0,35875381.80933733,Americs,z03164t001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009q010,0.42898294113396374,1,0,0,Ca3ibbean4enion,0,0,UncodedPresPl,1000128,B4409,0,daricomxdm,1.1319163023487697,0,NotPgA,6285174.29888485,gDDAmericadorogrammlng,0.0058375364465550065,40,0,14508616.346422631,Am3rica,A932644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20082010,0.44897929707530365,1,0,0,CwribbeanRehkon,0,0,yncodedPreAP9,1000128,B4r00,0,CarifomAdn,0.9613627193004032,0,NptPBA,45304550.63147713,NfxAmericasPeogeamming,0.00022552729103815722,40,0,24358319.65714446,Amer8ca,z031744001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092o10,0.13636006222846375,1,0,0,CarkbbeanRegiij,0,0,incodecPreAPP,1000128,v4400,0,Caricomqfm,0.6704402486540263,0,NitPBA,17902108.944078214,jDDAmwricasPronrammijg,0.01111204115348535,40,0,41326603.67031972,Amerjca,A031644092,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
10092010,0.5797794338813199,1,0,0,Carigbeag5egion,0,0,UncodedPeeAPl,1000128,h4400,0,Caricomzwm,0.31827267419083644,0,NotPBs,98852137.53994869,NexAmdricasPr8gramming,0.0006092768813449989,40,0,5210611.488028109,xmerica,A0r16440p1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20o92010,0.2267473492470543,1,0,0,swribb3anRegion,0,0,UncodrdPreAoP,1000128,v4400,0,Ca5iclmAdm,0.8778999311212531,0,Not0BA,32477648.801801085,mDDAmedicasProgramjihg,0.0004899403181614978,40,0,1141319.7350293547,Ameeica,A031t43001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20093010,0.47464952567836044,1,0,0,Caribh2anRenion,0,0,UncidedPr2APP,1000128,B4t00,0,varicomAdk,0.8319819467119185,0,motPBA,37169347.26476484,NDcqmericaslrogramminb,0.005317933123247557,40,0,57725165.662664235,Amerlca,A9316e4001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200i2010,0.1724511482946805,1,0,0,CaribbdanRebikn,0,0,UncoredPresPP,1000128,B3400,0,CaticomAdn,0.4625329557392305,0,NogPBA,55420984.13196468,NDcAjericasProgdahming,0.008477016172030396,40,0,3499078.9387684204,Ajerica,w031644901,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009e010,0.9843051254500008,1,0,0,Car7fbeamRegion,0,0,UndodedPr4APP,1000128,B5400,0,CagivomAdm,0.6117060792108544,0,NotPBs,50313091.078302965,NDvAmwricas0rograjming,0.0022969229590660122,40,0,51773310.7815807,Amerixa,x03w644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20p92010,0.4072119921913445,1,0,0,Caribbranfsgion,0,0,8ncoded9reAPP,1000128,g4400,0,CwricomAvm,0.8419180299620472,0,motPBA,8525916.375966169,NDDAmeridasPrograhmkgg,0.040060926151122306,40,0,44247699.75522457,Ametica,A03164e0o1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20093010,0.10360896408043299,1,0,0,Carigbean33gion,0,0,UncodesPr3APP,1000128,h4400,0,CarickkAdm,0.5211272256711251,0,motPBA,46753102.61909412,NDDAmerocasPtograhmong,0.02942524223120873,40,0,13568475.913143624,Amerifa,A03wt44001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200i2010,0.03696259632366625,1,0,0,CarjbfeabRegion,0,0,UnxoredPreAPP,1000128,h4400,0,Caric0mAdh,0.40459956386542917,0,NotPnA,25853082.95478364,NDDAnericasPrograjnjng,0.01877533408514067,40,0,38218177.365464985,Akerica,A931t44001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20082010,0.6683789297711951,1,0,0,CaribneajRegioj,0,0,UncoeedPrfAPP,1000128,Bt400,0,CaricpmAvm,0.7390118882929904,0,Not9BA,16892061.260871366,NDDAmericswProrrwmming,0.013299219704620294,40,0,72385249.72102737,Amerifa,A03q64400q,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092o10,0.09736559872881737,1,0,0,Caribbexneegioj,0,0,hncod2dPreAPP,1000128,B4r00,0,CafidomAdm,1.157486550768023,0,gotPBA,38452415.443335645,bDDAnerlcasProyramming,0.02376889433474843,40,0,71241140.94734968,xmerica,A0316449p1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092p10,0.6208575129365093,1,0,0,Ca4inbeanRsgion,0,0,UncorewPreAPP,1000128,B4409,0,Cag9comAdm,0.9194234527594831,0,NotPBw,21406029.13917028,NDDAmericas9rograhkinn,0.0076752794869109015,40,0,3940192.760551937,Ameriva,A03q6440p1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009201o,0.24945243047797444,1,0,0,CaribgeanRey7on,0,0,Uncod2dPreAlP,1000128,B3400,0,CzricojAdm,0.4064612254172584,0,Not9BA,14837267.817227418,NDDAmericasPe0gtamjing,0.018053825478347517,40,0,20090427.574450064,qmerica,x03q644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20o92010,0.11496941544284439,1,0,0,CwribbeamRegkon,0,0,UmcodedPreqPP,1000128,B4t00,0,CaricinAdm,1.1501057476521406,0,NotPfA,61080417.45962073,NDeAmwricasPrograhhing,0.0030658105167530583,40,0,78103634.26958701,xmerica,A03264400w,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200o2010,0.7129290399041521,1,0,0,Ca49bbwanRegion,0,0,UncodedPreq9P,1000128,v4400,0,CaricomAek,0.5318038554269394,0,NotlBA,41957848.380507275,bDDqmericzsProgfamming,0.040192891140366574,40,0,22598981.93853128,Anerica,A031644o0q,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20o92010,0.33917379532965974,1,0,0,CzdibbeanRegiln,0,0,Uncoded0reAP9,1000128,B4e00,0,farixomAdm,0.5754101567672587,0,NitPBA,66777052.2848535,NDDAme5icas0rogrqmmigg,0.03515108922216253,40,0,27035296.764603652,Amerlca,A03q64e001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2o092010,0.16774774514500984,1,0,0,Car9bheanRegioh,0,0,UncldedPreqPP,1000128,B440o,0,CarixomAvm,0.6780512143403357,0,NotPBz,10838901.770768808,NDDAmerlcac9royramming,0.01715038513111209,40,0,41161235.61062397,Amedica,A03164to01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20002010,0.04136943913899485,1,0,0,Cqribb4anRrgion,0,0,Unc0dedPreAPo,1000128,v4400,0,saricomAdj,0.6268983725211353,0,NotlBA,10288489.344000507,NDDAmerivasPrigtwmming,0.003689976167862696,40,0,1274650.2701248117,Americq,A9316e4001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
29092010,0.3839946149419748,1,0,0,xarivbeanRegkon,0,0,hncodedPreAPl,1000128,B4500,0,Ca4iconAdm,0.9126544987708688,0,NotPfA,30569467.451085445,NDDAm2ricasPrograkj7ng,0.024153946577028337,40,0,47091241.74223429,Ameriva,A0316t4091,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
e0092010,0.10620336342560277,1,0,0,Carifbean42gion,0,0,UmcodrdPreAPP,1000128,B4e00,0,Caricomsdk,0.4663699088417419,0,NotPBx,4722668.965023745,NvDAmerlcasProg5zmming,0.01505894547345329,40,0,42743469.54777187,Am2rica,Ap31644901,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920w0,0.029481606872021948,1,0,0,faribbeane2gion,0,0,UncodedPreq9P,1000128,B4r00,0,CarifomAcm,0.7303500237073519,0,N0tPBA,8831293.528221928,NDDAnericasPdogrxmhing,0.011123757127029484,40,0,67252280.53683797,Amer8ca,q0w1644001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009w010,0.02625378899649239,1,0,0,CaribbfqnRetion,0,0,yncodwdPreAPP,1000128,B3400,0,Car7comAdj,1.1664783934424683,0,botPBA,46970829.09120022,gDDAm2r8casProgramminf,0.014295339802424038,40,0,8431329.473586509,qmerica,A02164e001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920q0,0.2901860521801992,1,0,0,CarinbeqnRegi9n,0,0,UbckdedPreAPP,1000128,v4400,0,CarixomAdn,0.2554905473926637,0,NotlBA,53215096.35517462,NDDxmericxsPrkgramhing,0.006603137655246579,40,0,17374767.689042345,Americz,A031ue4001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092910,0.11049155204191646,1,0,0,CafibbewnRegiin,0,0,UncodwdPreAlP,1000128,h4400,0,Ca37comAdm,0.5043767875395024,0,NotPBx,14439917.045834774,NDDwner7casProrramming,0.028321455252791873,40,0,11835235.238089476,Americx,Ao31644p01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
w0092010,0.8945693648702691,1,0,0,Caribb4abgegion,0,0,UncoxedPteAPP,1000128,B4t00,0,Caric0jAdm,0.7614064428998625,0,NotPBq,38223297.01095479,NsDAmegicasProgramjinr,0.036871020173509066,40,0,41004262.62272523,Amer8ca,A032634001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200p2010,0.6669066322558651,1,0,0,Car9bbeagRevion,0,0,UncidewPreAPP,1000128,B4r00,0,vaficomAdm,0.7365439463792256,0,NotPfA,1085361.063323371,hDDAhericasPtogrqmming,0.0244058010234032,40,0,28469848.298352294,Ajerica,A031t44002,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
q0092010,0.23907468092343756,1,0,0,CaribbeajR2nion,0,0,Uncoded9resPP,1000128,f4400,0,CaridimAdm,1.4825380952586187,0,Not0BA,2505267.7381365523,grDAmeridasProvramming,0.001923300038237252,40,0,54362308.17129142,Amerixa,Ao31644p01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20002010,0.2579082956141989,1,0,0,Czribbeahfegion,0,0,Unc0dexPreAPP,1000128,B44p0,0,Ca3icomAcm,0.6306973620403946,0,NptPBA,13986988.954143224,NDDAmerjcasProg3xmjing,0.06050408844101636,40,0,2982184.5226898454,Ametica,Ap3164400w,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920w0,0.3483593514913828,1,0,0,CarihbeznRehion,0,0,UncoeedP5eAPP,1000128,B4e00,0,CariclkAdm,1.0825139595574047,0,Not9BA,18599765.233631723,NDeAmegicasProgrammigv,0.03492845220240698,40,0,21284548.01375507,Aherica,Ap316440p1,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200o2010,0.045380077708858546,1,0,0,CsribfeanRegi8n,0,0,UncoderPreA9P,1000128,B4409,0,CariclmAwm,0.9229188149646927,0,NorPBA,19070520.956407234,NDDAm3ricazProgrxmmijg,0.007943809819763288,40,0,20842217.902249414,Amerifa,A0e1634001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20092o10,0.3283886876181386,1,0,0,Ca3ibbeandegioh,0,0,UncodevPr3APP,1000128,Be400,0,CarucomAdn,1.1313484815628028,0,NotPBx,16582883.878316067,NDDAnerivasProgramklng,0.010015287989186713,40,0,4373988.895238515,Am4rica,A0e164r001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200p2010,0.8714779150831544,1,0,0,Car9bneanRegipn,0,0,UncodwdPreA9P,1000128,Be400,0,Cw4icomAdm,0.3118386609618465,0,NltPBA,8896443.078367893,NDsAjericqsProgramminy,0.0019105656938795822,40,0,75206461.17847767,qmerica,A03q644o01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920q0,0.289793414628307,1,0,0,CarubbeanRegi8g,0,0,Ujc0dedPreAPP,1000128,B44o0,0,Caricohzdm,0.634929662944113,0,NotPgA,47791521.97913407,NDDAjericasPronrwmm9ng,0.016435298427796896,40,0,2603884.3524988517,Am3rica,A0w164400w,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
20992010,0.2823879898889547,1,0,0,CarinheanR4gion,0,0,UncodedoreAlP,1000128,B3400,0,Caricomxvm,0.8082567438313775,0,NktPBA,48258412.586234495,mDDAmerixasP4og3amming,0.0067440611601594464,40,0,27741309.348993525,Amerifa,A03w654001,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
200920q0,0.4929749703735775,1,0,0,Ca59bbeanRegi0n,0,0,yndodedPreAPP,1000128,B440p,0,Caridomsdm,0.6515203763656126,0,Not9BA,52016110.93623218,NeDAm43icasProframming,0.005555530039643458,40,0,41518060.77336754,Americw,A0316t400q,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
2009q010,0.03570936570877842,1,0,0,CaribveabRegi9n,0,0,UjcosedPreAPP,1000128,B44o0,0,Caeicomxdm,1.3796501493900508,0,botPBA,4871280.647504266,NwDAmericadP4ogrammijg,0.0036686895824691876,40,0,53938735.47999626,Amedica,A032644o01,1,Operational,NGM Americas,D4400,S4429,4434,Directive,1,1,1,0,0,0,0
