assays_ss_d,assays_ss_ctgr,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tp,assays_tss_d,assays_ss_tss,assays_b_frmt,assays_rltnshp_tp,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_ss_tst_tp,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_crtd_b,assays_td,assays_cnfdnc_scr,assays_src_d,assays_cll_d
10512,,,,A,,,BAO_0000218,N,6028,CHEMBL623053,,In vivo,,,Intermediate,50597,1,1,
10513,,,,A,,,BAO_0000218,N,6078,CHEMBL623054,,In vivo,,,Intermediate,50597,1,1,
10514,,,,A,,,BAO_0000218,N,6168,CHEMBL623055,,In vivo,,,Intermediate,50597,1,1,
10515,,,,A,,,BAO_0000218,N,6168,CHEMBL623056,,In vivo,,,Intermediate,50597,1,1,
10516,,,,A,,,BAO_0000218,N,5160,CHEMBL623057,,In vivo,,,Intermediate,50597,1,1,
10517,,,,A,,,BAO_0000218,N,6057,CHEMBL623058,,In vivo,,,Intermediate,50597,1,1,
10518,,,,A,,,BAO_0000218,N,6535,CHEMBL623059,,In vivo,,,Intermediate,50597,1,1,
10519,,,,A,,,BAO_0000218,N,6535,CHEMBL623060,,In vivo,,,Intermediate,50597,1,1,
10520,,,,A,,,BAO_0000218,N,4194,CHEMBL623061,,In vivo,,,Intermediate,50597,1,1,
10521,,,,A,,,BAO_0000218,N,6230,CHEMBL623062,,In vivo,,,Intermediate,50597,1,1,
10522,,,,A,,,BAO_0000218,N,6619,CHEMBL623063,,In vivo,,,Intermediate,50597,1,1,
10523,,,,A,,,BAO_0000218,N,17607,CHEMBL623064,,In vivo,,,Intermediate,50597,1,1,
10524,,,,A,,,BAO_0000218,N,4942,CHEMBL623065,,In vivo,,,Intermediate,50597,1,1,
10525,,,,A,,,BAO_0000218,N,4942,CHEMBL623066,,In vivo,,,Intermediate,50597,1,1,
10526,,,,A,,,BAO_0000218,N,6646,CHEMBL623067,,In vivo,,,Intermediate,50597,1,1,
10527,,,,A,,,BAO_0000218,N,5237,CHEMBL623068,,In vivo,,,Intermediate,50597,1,1,
10528,,,,A,,,BAO_0000218,N,6646,CHEMBL623069,,In vivo,,,Intermediate,50597,1,1,
10529,,,,A,,,BAO_0000218,N,4449,CHEMBL623070,,In vivo,,,Intermediate,50597,1,1,
10530,,,,A,,,BAO_0000218,N,6057,CHEMBL623071,,In vivo,,,Intermediate,50597,1,1,
10531,,,,A,,,BAO_0000218,N,2552,CHEMBL623072,,In vivo,,,Intermediate,50597,1,1,
10532,,,,A,,,BAO_0000218,N,5496,CHEMBL623073,,In vivo,,,Intermediate,50597,1,1,
10533,,,,A,,,BAO_0000218,N,6484,CHEMBL623074,,In vivo,,,Intermediate,50597,1,1,
10534,,,,A,,,BAO_0000218,N,6485,CHEMBL623075,,In vivo,,,Intermediate,50597,1,1,
10535,,,,A,,,BAO_0000218,N,6616,CHEMBL623076,,In vivo,,,Intermediate,50597,1,1,
10536,,,,A,,,BAO_0000218,N,4969,CHEMBL623077,,In vivo,,,Intermediate,50597,1,1,
10537,,,,A,,,BAO_0000218,N,5862,CHEMBL623078,,In vivo,,,Intermediate,50597,1,1,
10538,,,,A,,,BAO_0000218,N,4514,CHEMBL623079,,In vivo,,,Intermediate,50597,1,1,
10539,,,,A,,,BAO_0000218,N,4514,CHEMBL623080,,In vivo,,,Intermediate,50597,1,1,
10540,,,,A,,,BAO_0000218,N,4514,CHEMBL623081,,In vivo,,,Intermediate,50597,1,1,
10541,,,,A,,,BAO_0000218,N,5546,CHEMBL623082,,In vivo,,,Intermediate,50597,1,1,
10542,,,,A,,,BAO_0000218,N,6168,CHEMBL874400,,In vivo,,,Intermediate,50597,1,1,
10543,,,,A,,,BAO_0000218,N,6168,CHEMBL623083,,In vivo,,,Intermediate,50597,1,1,
10544,,,,A,,,BAO_0000218,N,3624,CHEMBL623084,,In vivo,,,Intermediate,50597,1,1,
10545,,,,A,,,BAO_0000218,N,5213,CHEMBL623085,,In vivo,,,Intermediate,50597,1,1,
10546,,,,A,,,BAO_0000218,N,5496,CHEMBL623086,,In vivo,,,Intermediate,50597,1,1,
10547,,,,A,,,BAO_0000218,N,5553,CHEMBL623087,,In vivo,,,Intermediate,50597,1,1,
10548,,,,A,,,BAO_0000218,N,5833,CHEMBL623088,,In vivo,,,Intermediate,50597,1,1,
10549,,,,A,,,BAO_0000218,N,5836,CHEMBL623089,,In vivo,,,Intermediate,50597,1,1,
10550,,,,A,,,BAO_0000218,N,5865,CHEMBL623090,,In vivo,,,Intermediate,50597,1,1,
10551,,,,A,,,BAO_0000218,N,5960,CHEMBL623091,,In vivo,,,Intermediate,50597,1,1,
10552,,,,A,,,BAO_0000218,N,6249,CHEMBL623092,,In vivo,,,Intermediate,50597,1,1,
10553,,,,A,,,BAO_0000218,N,6448,CHEMBL623093,,In vivo,,,Intermediate,50597,1,1,
10554,,,,A,,,BAO_0000218,N,6453,CHEMBL874401,,In vivo,,,Intermediate,50597,1,1,
10555,,,,A,,,BAO_0000218,N,6640,CHEMBL623094,,In vivo,,,Intermediate,50597,1,1,
10556,,,,A,,,BAO_0000218,N,17607,CHEMBL623095,,In vivo,,,Intermediate,50597,1,1,
10557,,,,A,,,BAO_0000218,N,5939,CHEMBL623096,,In vivo,,,Intermediate,50597,1,1,
10558,,,,A,,,BAO_0000218,N,5939,CHEMBL624913,,In vivo,,,Intermediate,50597,1,1,
10559,,,,A,,,BAO_0000218,N,6281,CHEMBL624914,,In vivo,,,Intermediate,50597,1,1,
10560,,,,A,,,BAO_0000218,N,5874,CHEMBL624915,,In vivo,,,Intermediate,50597,1,1,
10561,,,,A,,,BAO_0000218,N,5213,CHEMBL624916,,In vivo,,,Intermediate,50597,1,1,
10562,,,,A,,,BAO_0000218,N,4964,CHEMBL624917,,In vivo,,,Intermediate,50597,1,1,
10563,,,,A,,,BAO_0000218,N,11020,CHEMBL625157,,,,,Intermediate,50597,1,1,
10564,,,,A,2107.0,Liver,BAO_0000218,N,6251,CHEMBL625158,,,,,Intermediate,50597,1,1,
10565,,,,A,,,BAO_0000218,N,1568,CHEMBL625159,,In vivo,,,Intermediate,50597,1,1,
10566,,,,A,,,BAO_0000218,N,3032,CHEMBL625160,,In vivo,,,Intermediate,50597,1,1,
10567,,,,A,,,BAO_0000218,N,3748,CHEMBL625161,,In vivo,,,Intermediate,50597,1,1,
10568,,,,A,,,BAO_0000218,N,401,CHEMBL625162,,In vivo,,,Intermediate,50597,1,1,
10569,,,,A,,,BAO_0000218,N,6512,CHEMBL625163,,In vivo,,,Intermediate,50597,1,1,
10570,,,,A,,,BAO_0000218,N,17617,CHEMBL625164,,In vivo,,,Intermediate,50597,1,1,
10571,,,,A,,,BAO_0000218,N,6679,CHEMBL625165,,In vivo,,,Intermediate,50597,1,1,
10572,,,,A,,,BAO_0000218,N,6742,CHEMBL625166,,In vivo,,,Intermediate,50597,1,1,
10573,,,,A,,,BAO_0000218,N,589,CHEMBL625167,,,,,Intermediate,50597,1,1,
10574,,,,A,,,BAO_0000218,N,589,CHEMBL625168,,,,,Intermediate,50597,1,1,
10575,,,,A,,,BAO_0000218,N,3185,CHEMBL625169,,In vivo,,,Intermediate,50597,1,1,
10576,,,,A,,,BAO_0000218,N,17596,CHEMBL626264,,In vivo,,,Intermediate,50597,1,1,
10577,,,,A,,,BAO_0000218,N,2713,CHEMBL626265,,In vivo,,,Intermediate,50597,1,1,
10578,,,,A,1969.0,Plasma,BAO_0000218,N,12500,CHEMBL626266,,In vivo,,,Intermediate,50597,1,1,
10579,,,,A,1969.0,Plasma,BAO_0000218,N,12500,CHEMBL626267,,In vivo,,,Intermediate,50597,1,1,
10580,,,,A,,,BAO_0000218,N,2713,CHEMBL626268,,,,,Intermediate,50597,1,1,
10581,,,,A,,,BAO_0000218,N,1446,CHEMBL626269,,,,,Intermediate,50597,1,1,
10582,,,,A,,,BAO_0000218,N,6227,CHEMBL626270,,,,,Intermediate,50597,1,1,
10583,,,,A,,,BAO_0000218,N,4709,CHEMBL626271,,,,,Intermediate,50597,1,1,
10584,,,,A,,,BAO_0000218,N,5510,CHEMBL626272,,,,,Intermediate,50597,1,1,
10585,,,,A,,,BAO_0000218,N,5510,CHEMBL626273,,,,,Intermediate,50597,1,1,
10586,,,,A,,,BAO_0000218,N,5510,CHEMBL875346,,,,,Intermediate,50597,1,1,
10587,,,,A,,,BAO_0000218,N,5510,CHEMBL626274,,,,,Intermediate,50597,1,1,
10588,,,,A,,,BAO_0000218,N,4514,CHEMBL626275,,,,,Intermediate,50597,1,1,
10589,,,,A,,,BAO_0000218,N,2713,CHEMBL624646,,,,,Intermediate,50597,1,1,
10590,,,,A,,,BAO_0000218,N,2713,CHEMBL624647,,,,,Intermediate,50597,1,1,
10591,,,,A,2107.0,Liver,BAO_0000218,N,5340,CHEMBL624648,,,,,Intermediate,50597,1,1,
10592,,,,A,,,BAO_0000218,N,12058,CHEMBL624649,,,,,Intermediate,50597,1,1,
10593,,,,A,,,BAO_0000218,N,11195,CHEMBL624650,,,,,Intermediate,50597,1,1,
10594,,,,A,,,BAO_0000218,N,11195,CHEMBL624651,,,,,Intermediate,50597,1,1,
10595,,,,A,,,BAO_0000218,N,11195,CHEMBL624652,,,,,Intermediate,50597,1,1,
10596,,,,A,,,BAO_0000218,N,6495,CHEMBL624653,,,,,Intermediate,50597,1,1,
10597,,,,A,,,BAO_0000218,N,6078,CHEMBL624654,,,,,Intermediate,50597,1,1,
10598,,,,A,,,BAO_0000218,N,5656,CHEMBL624655,,,,,Intermediate,50597,1,1,
10599,,,,A,,,BAO_0000218,N,4910,CHEMBL624656,,,,,Intermediate,50597,1,1,
10600,,,,A,,,BAO_0000218,N,4910,CHEMBL624657,,,,,Intermediate,50597,1,1,
10601,,,,A,,,BAO_0000218,N,4910,CHEMBL624658,,,,,Intermediate,50597,1,1,
10602,,,,A,,,BAO_0000218,N,10130,CHEMBL624659,,,,,Intermediate,50597,1,1,
10603,,,,A,,,BAO_0000218,N,10130,CHEMBL624660,,,,,Intermediate,50597,1,1,
10604,,,,A,,,BAO_0000218,N,10130,CHEMBL624661,,,,,Intermediate,50597,1,1,
10605,,,,A,,,BAO_0000218,N,5213,CHEMBL624662,,,,,Intermediate,50597,1,1,
10606,,,,A,,,BAO_0000218,N,4910,CHEMBL625199,,,,,Intermediate,50597,1,1,
10607,,,,A,,,BAO_0000218,N,4910,CHEMBL625200,,,,,Intermediate,50597,1,1,
10608,,,,A,,,BAO_0000218,N,4910,CHEMBL625201,,,,,Intermediate,50597,1,1,
10609,,,,A,,,BAO_0000218,N,4910,CHEMBL625202,,,,,Intermediate,50597,1,1,
10610,,,,A,,,BAO_0000218,N,2083,CHEMBL625203,,,,,Intermediate,50597,1,1,
10611,,,,A,,,BAO_0000218,N,2082,CHEMBL625204,,,,,Intermediate,50597,1,1,
10612,,,,A,,,BAO_0000218,N,2082,CHEMBL625205,,,,,Intermediate,50597,1,1,
10613,,,,A,,,BAO_0000218,N,6351,CHEMBL625206,,,,,Intermediate,50597,1,1,
10614,,,,A,,,BAO_0000019,U,14583,CHEMBL625207,,,,,Autocuration,22224,0,1,
10615,,,,A,,,BAO_0000019,U,14583,CHEMBL625208,,,,,Autocuration,22224,0,1,
10616,,Caco-2,,A,,,BAO_0000218,N,4608,CHEMBL625209,,,,,Intermediate,50587,1,1,495.0
10617,,,,P,,,BAO_0000100,U,13668,CHEMBL625210,,,,,Autocuration,22229,0,1,
10618,,,,A,,,BAO_0000218,N,5669,CHEMBL625211,,,,,Intermediate,50597,1,1,
10619,,,,A,,,BAO_0000218,N,5669,CHEMBL625212,,,,,Intermediate,50797,1,1,
10620,,,,A,,,BAO_0000218,N,5669,CHEMBL625213,,,,,Intermediate,50597,1,1,
10621,,,,A,,,BAO_0000218,N,5669,CHEMBL625214,,,,,Intermediate,50597,1,1,
10622,,,,A,,,BAO_0000218,N,5669,CHEMBL874542,,,,,Intermediate,50597,1,1,
10623,,,,P,,,BAO_0000100,U,6472,CHEMBL625215,,,,,Autocuration,22229,0,1,
10624,,,,A,,,BAO_0000019,U,15106,CHEMBL625216,,,,,Autocuration,22224,0,1,
10625,,,,P,,,BAO_0000100,U,15207,CHEMBL625217,,,,,Autocuration,22224,0,1,
10626,,,,P,,,BAO_0000100,U,15207,CHEMBL625218,,,,,Autocuration,22224,0,1,
10627,,,,A,1969.0,Plasma,BAO_0000218,N,13941,CHEMBL622864,,,,,Intermediate,50588,1,1,
10628,,,,A,1969.0,Plasma,BAO_0000218,N,13941,CHEMBL622865,,,,,Intermediate,50597,1,1,
10629,,,,A,1969.0,Plasma,BAO_0000218,N,13941,CHEMBL622866,,,,,Intermediate,50597,1,1,
10630,,,,A,1969.0,Plasma,BAO_0000218,N,13941,CHEMBL622867,,,,,Intermediate,50588,1,1,
10631,,,,A,1969.0,Plasma,BAO_0000218,N,15240,CHEMBL876808,,,,,Intermediate,50512,1,1,
10632,,,,A,955.0,Brain,BAO_0000019,U,10655,CHEMBL627725,,,,,Autocuration,22224,0,1,
10633,,,,A,1977.0,Serum,BAO_0000019,U,10655,CHEMBL627726,,,,,Autocuration,22224,0,1,
10634,,,,A,1969.0,Plasma,BAO_0000019,U,6504,CHEMBL627727,,,,,Autocuration,22224,0,1,
10635,,,,A,1969.0,Plasma,BAO_0000019,U,10615,CHEMBL627728,,,,,Autocuration,22224,0,1,
10636,,,,A,1969.0,Plasma,BAO_0000019,U,10353,CHEMBL627729,,,,,Autocuration,22224,0,1,
10637,,,,A,1969.0,Plasma,BAO_0000019,U,14907,CHEMBL627730,,,,,Autocuration,22224,0,1,
10638,,,,A,1969.0,Plasma,BAO_0000019,U,14907,CHEMBL627731,,,,,Autocuration,22224,0,1,
10639,,,,A,1969.0,Plasma,BAO_0000019,U,14907,CHEMBL627732,,,,,Autocuration,22224,0,1,
10640,,,,A,1969.0,Plasma,BAO_0000019,U,14907,CHEMBL627733,,,,,Autocuration,22224,0,1,
10641,,,,A,1969.0,Plasma,BAO_0000218,N,16359,CHEMBL627734,,,,,Intermediate,50597,1,1,
10642,,,,A,1969.0,Plasma,BAO_0000218,N,16359,CHEMBL627735,,,,,Intermediate,50597,1,1,
10643,,,,A,1969.0,Plasma,BAO_0000218,N,15240,CHEMBL627736,,,,,Intermediate,50512,1,1,
10644,,,,A,1969.0,Plasma,BAO_0000218,N,15240,CHEMBL876809,,,,,Intermediate,50597,1,1,
10645,,,,A,,,BAO_0000019,U,15469,CHEMBL627737,,,,,Autocuration,22224,0,1,
10646,,,,A,,,BAO_0000019,U,15469,CHEMBL627738,,,,,Autocuration,22224,0,1,
10647,,,,A,,,BAO_0000019,U,13520,CHEMBL627739,,,,,Autocuration,22224,0,1,
10648,,,,A,,,BAO_0000218,N,17025,CHEMBL626143,,,,,Intermediate,50588,1,1,
10649,,,,A,,,BAO_0000218,U,17025,CHEMBL626144,,,,,Autocuration,22224,0,1,
10650,,,,A,,,BAO_0000218,N,17025,CHEMBL626145,,,,,Intermediate,50592,1,1,
10651,,,,A,,,BAO_0000218,N,17025,CHEMBL626146,,,,,Intermediate,50597,1,1,
10652,,,,A,178.0,Blood,BAO_0000218,N,12032,CHEMBL626147,,,,,Intermediate,50597,1,1,
10653,,,,A,,,BAO_0000019,U,10291,CHEMBL626148,,,,,Autocuration,22224,0,1,
10654,,,,A,,,BAO_0000218,U,5767,CHEMBL626149,,,,,Autocuration,22224,0,1,
10655,,,,A,,,BAO_0000019,U,1434,CHEMBL626150,,,,,Autocuration,22224,0,1,
10656,,,,A,,,BAO_0000218,N,14925,CHEMBL626151,,,,,Intermediate,50588,1,1,
10657,,,,A,,,BAO_0000218,N,14925,CHEMBL626152,,,,,Intermediate,50588,1,1,
10658,,,,A,,,BAO_0000218,N,14925,CHEMBL626153,,,,,Intermediate,50588,1,1,
10659,,,,A,,,BAO_0000019,U,1434,CHEMBL626154,,,,,Autocuration,22224,0,1,
10660,,,,A,,,BAO_0000019,U,11883,CHEMBL626155,,,,,Autocuration,22224,0,1,
10661,,,,A,,,BAO_0000019,U,11883,CHEMBL626156,,,,,Autocuration,22224,0,1,
10662,,,,A,,,BAO_0000019,U,11883,CHEMBL626157,,,,,Autocuration,22224,0,1,
10663,,,,A,,,BAO_0000019,U,11883,CHEMBL626158,,,,,Autocuration,22224,0,1,
10664,,,,A,,,BAO_0000218,N,15233,CHEMBL626159,,,,,Intermediate,50588,1,1,
10665,,,,A,,,BAO_0000218,N,15233,CHEMBL626160,,,,,Intermediate,50597,1,1,
10666,,,,A,,,BAO_0000218,N,15233,CHEMBL626161,,,,,Intermediate,50588,1,1,
10667,,,,A,,,BAO_0000218,N,15233,CHEMBL626162,,,,,Intermediate,50597,1,1,
10668,,,,A,,,BAO_0000019,U,12978,CHEMBL626163,,,,,Autocuration,22224,0,1,
10669,,,,A,,,BAO_0000019,U,12978,CHEMBL626164,,,,,Autocuration,22224,0,1,
10670,,,,A,,,BAO_0000218,N,11355,CHEMBL626165,,,,,Intermediate,50594,1,1,
10671,,,,A,,,BAO_0000218,N,11355,CHEMBL626166,,,,,Intermediate,50594,1,1,
10672,,,,A,,,BAO_0000218,N,12923,CHEMBL626167,,,,,Intermediate,50588,1,1,
10673,,,,A,,,BAO_0000218,N,12923,CHEMBL626168,,,,,Intermediate,50588,1,1,
10674,,,,A,,,BAO_0000218,N,12923,CHEMBL877463,,,,,Intermediate,50588,1,1,
10675,,,,A,,,BAO_0000218,N,12923,CHEMBL626169,,,,,Intermediate,50588,1,1,
10676,,,,A,948.0,Heart,BAO_0000218,N,17738,CHEMBL626170,,In vivo,,,Intermediate,50597,1,1,
10677,,,,A,948.0,Heart,BAO_0000218,N,17738,CHEMBL626171,,In vivo,,,Intermediate,50597,1,1,
10678,,,,A,948.0,Heart,BAO_0000218,N,17738,CHEMBL626172,,In vivo,,,Intermediate,50597,1,1,
10679,,,,A,948.0,Heart,BAO_0000218,N,17738,CHEMBL626173,,In vivo,,,Intermediate,50597,1,1,
10680,,,,A,2113.0,Kidney,BAO_0000218,N,17738,CHEMBL626174,,In vivo,,,Intermediate,50597,1,1,
10681,,,,A,2113.0,Kidney,BAO_0000218,N,17738,CHEMBL626175,,In vivo,,,Intermediate,50597,1,1,
10682,,,,A,2113.0,Kidney,BAO_0000218,N,17738,CHEMBL626176,,In vivo,,,Intermediate,50597,1,1,
10683,,,,A,2113.0,Kidney,BAO_0000218,N,17738,CHEMBL626177,,In vivo,,,Intermediate,50597,1,1,
10684,,,,A,2113.0,Kidney,BAO_0000218,N,17738,CHEMBL622499,,In vivo,,,Intermediate,50597,1,1,
10685,,,,A,2107.0,Liver,BAO_0000218,N,17738,CHEMBL622500,,In vivo,,,Intermediate,50597,1,1,
10686,,,,A,2107.0,Liver,BAO_0000218,N,17738,CHEMBL622501,,In vivo,,,Intermediate,50597,1,1,
10687,,,,A,2107.0,Liver,BAO_0000218,N,17738,CHEMBL622502,,In vivo,,,Intermediate,50597,1,1,
10688,,,,A,2107.0,Liver,BAO_0000218,N,17738,CHEMBL622503,,In vivo,,,Intermediate,50597,1,1,
10689,,,,A,2107.0,Liver,BAO_0000218,N,17738,CHEMBL877614,,In vivo,,,Intermediate,50597,1,1,
10690,,,,A,2048.0,Lung,BAO_0000218,N,17738,CHEMBL624839,,In vivo,,,Intermediate,50597,1,1,
10691,,,,A,2048.0,Lung,BAO_0000218,N,17738,CHEMBL624840,,In vivo,,,Intermediate,50597,1,1,
10692,,,,A,2048.0,Lung,BAO_0000218,N,17738,CHEMBL624841,,In vivo,,,Intermediate,50597,1,1,
10693,,,,A,2048.0,Lung,BAO_0000218,N,17738,CHEMBL624842,,In vivo,,,Intermediate,50597,1,1,
10694,,,,A,2385.0,Muscle tissue,BAO_0000218,N,17738,CHEMBL624843,,In vivo,,,Intermediate,50597,1,1,
10695,,,,A,2385.0,Muscle tissue,BAO_0000218,N,17738,CHEMBL624844,,In vivo,,,Intermediate,50597,1,1,
10696,,,,A,2385.0,Muscle tissue,BAO_0000218,N,17738,CHEMBL624845,,In vivo,,,Intermediate,50597,1,1,
10697,,,,A,2385.0,Muscle tissue,BAO_0000218,N,17738,CHEMBL621904,,In vivo,,,Intermediate,50597,1,1,
10698,,,,A,178.0,Blood,BAO_0000218,N,11195,CHEMBL621905,,In vivo,,,Intermediate,50597,1,1,
10699,,,,A,178.0,Blood,BAO_0000218,N,11195,CHEMBL874382,,In vivo,,,Intermediate,50597,1,1,
10700,,,,A,178.0,Blood,BAO_0000218,N,11195,CHEMBL621906,,In vivo,,,Intermediate,50597,1,1,
10701,,,,A,955.0,Brain,BAO_0000218,N,11195,CHEMBL621907,,In vivo,,,Intermediate,50597,1,1,
10702,,,,A,955.0,Brain,BAO_0000218,N,11195,CHEMBL622096,,In vivo,,,Intermediate,50597,1,1,
10703,,,,A,955.0,Brain,BAO_0000218,N,11195,CHEMBL622097,,In vivo,,,Intermediate,50597,1,1,
10704,,,,A,948.0,Heart,BAO_0000218,N,11195,CHEMBL622098,,In vivo,,,Intermediate,50597,1,1,
10705,,,,A,948.0,Heart,BAO_0000218,N,11195,CHEMBL622099,,In vivo,,,Intermediate,50597,1,1,
10706,,,,A,948.0,Heart,BAO_0000218,N,11195,CHEMBL622100,,In vivo,,,Intermediate,50597,1,1,
10707,,,,A,2113.0,Kidney,BAO_0000218,N,11195,CHEMBL622101,,In vivo,,,Intermediate,50597,1,1,
10708,,,,A,2113.0,Kidney,BAO_0000218,N,11195,CHEMBL622102,,In vivo,,,Intermediate,50597,1,1,
10709,,,,A,2113.0,Kidney,BAO_0000218,N,11195,CHEMBL622103,,In vivo,,,Intermediate,50597,1,1,
10710,,,,A,2107.0,Liver,BAO_0000218,N,11195,CHEMBL622104,,In vivo,,,Intermediate,50597,1,1,
10711,,,,A,2107.0,Liver,BAO_0000218,N,11195,CHEMBL622105,,In vivo,,,Intermediate,50597,1,1,
10712,,,,A,2107.0,Liver,BAO_0000218,N,11195,CHEMBL622106,,In vivo,,,Intermediate,50597,1,1,
10713,,,,A,2048.0,Lung,BAO_0000218,N,11195,CHEMBL622107,,In vivo,,,Intermediate,50597,1,1,
10714,,,,A,2048.0,Lung,BAO_0000218,N,11195,CHEMBL622108,,In vivo,,,Intermediate,50597,1,1,
10715,,,,A,2048.0,Lung,BAO_0000218,N,11195,CHEMBL622109,,In vivo,,,Intermediate,50597,1,1,
10716,,,,A,2385.0,Muscle tissue,BAO_0000218,N,11195,CHEMBL622110,,In vivo,,,Intermediate,50597,1,1,
10717,,,,A,2385.0,Muscle tissue,BAO_0000218,N,11195,CHEMBL622111,,In vivo,,,Intermediate,50597,1,1,
10718,,,,A,2385.0,Muscle tissue,BAO_0000218,N,11195,CHEMBL874383,,In vivo,,,Intermediate,50597,1,1,
10719,,,,A,14.0,Zone of skin,BAO_0000218,N,11195,CHEMBL622112,,In vivo,,,Intermediate,50597,1,1,
10720,,,,A,14.0,Zone of skin,BAO_0000218,N,11195,CHEMBL622113,,In vivo,,,Intermediate,50597,1,1,
10721,,,,A,14.0,Zone of skin,BAO_0000218,N,11195,CHEMBL622114,,In vivo,,,Intermediate,50597,1,1,
10722,,,,A,2106.0,Spleen,BAO_0000218,N,11195,CHEMBL622115,,In vivo,,,Intermediate,50597,1,1,
10723,,,,A,2106.0,Spleen,BAO_0000218,N,11195,CHEMBL622116,,In vivo,,,Intermediate,50597,1,1,
10724,,,,A,,,BAO_0000218,N,6193,CHEMBL622117,,In vivo,,,Intermediate,50597,1,1,
10725,,,,A,,,BAO_0000218,N,6803,CHEMBL622118,,In vivo,,,Intermediate,50597,1,1,
10726,,,,A,,,BAO_0000218,N,6647,CHEMBL622119,,In vivo,,,Intermediate,50597,1,1,
10727,,,,A,,,BAO_0000218,N,6647,CHEMBL622120,,In vivo,,,Intermediate,50597,1,1,
10728,,,,A,,,BAO_0000218,N,6647,CHEMBL622121,,In vivo,,,Intermediate,50597,1,1,
10729,,,,A,,,BAO_0000218,N,6640,CHEMBL622122,,In vivo,,,Intermediate,50597,1,1,
10730,,,,A,,,BAO_0000218,N,6641,CHEMBL622123,,In vivo,,,Intermediate,50597,1,1,
10731,,,,A,,,BAO_0000218,N,6641,CHEMBL622124,,In vivo,,,Intermediate,50597,1,1,
10732,,,,A,,,BAO_0000218,N,6642,CHEMBL622125,,In vivo,,,Intermediate,50597,1,1,
10733,,,,A,,,BAO_0000218,N,5472,CHEMBL622126,,In vivo,,,Intermediate,50597,1,1,
10734,,,,A,,,BAO_0000218,N,6141,CHEMBL620455,,In vivo,,,Intermediate,50597,1,1,
10735,,,,A,,,BAO_0000218,N,4390,CHEMBL620456,,In vivo,,,Intermediate,50597,1,1,
10736,,,,A,,,BAO_0000218,N,5472,CHEMBL620457,,In vivo,,,Intermediate,50597,1,1,
10737,,,,A,,,BAO_0000218,N,5472,CHEMBL620458,,In vivo,,,Intermediate,50597,1,1,
10738,,,,A,,,BAO_0000218,N,5438,CHEMBL620459,,In vivo,,,Intermediate,50597,1,1,
10739,,,,A,,,BAO_0000218,N,4883,CHEMBL620460,,In vivo,,,Intermediate,50597,1,1,
10740,,,,A,,,BAO_0000218,N,1908,CHEMBL620461,,In vivo,,,Intermediate,50597,1,1,
10741,,,,A,,,BAO_0000218,N,4853,CHEMBL620462,,In vivo,,,Intermediate,50597,1,1,
10742,,,,A,,,BAO_0000218,N,4853,CHEMBL620463,,In vivo,,,Intermediate,50597,1,1,
10743,,,,A,,,BAO_0000218,N,4853,CHEMBL620464,,In vivo,,,Intermediate,50597,1,1,
10744,,,,A,,,BAO_0000218,N,4853,CHEMBL620465,,In vivo,,,Intermediate,50597,1,1,
10745,,,,A,,,BAO_0000218,N,4853,CHEMBL620466,,In vivo,,,Intermediate,50597,1,1,
10746,,,,A,,,BAO_0000218,N,4853,CHEMBL620467,,In vivo,,,Intermediate,50597,1,1,
10747,,,,A,,,BAO_0000218,N,4853,CHEMBL620468,,In vivo,,,Intermediate,50597,1,1,
10748,,,,A,,,BAO_0000218,N,12873,CHEMBL620469,,In vivo,,,Intermediate,50597,1,1,
10749,,,,A,,,BAO_0000218,N,12873,CHEMBL620470,,In vivo,,,Intermediate,50597,1,1,
10750,,,,A,,,BAO_0000218,N,3169,CHEMBL620471,,In vivo,,,Intermediate,50597,1,1,
10751,,,,A,,,BAO_0000218,N,6305,CHEMBL620472,,In vivo,,,Intermediate,50597,1,1,
10752,,,,A,,,BAO_0000218,N,4762,CHEMBL620473,,In vivo,,,Intermediate,50597,1,1,
10753,,,,A,,,BAO_0000218,N,17847,CHEMBL620474,,In vivo,,,Intermediate,50597,1,1,
10754,,,,A,,,BAO_0000218,N,6211,CHEMBL620475,,In vivo,,,Intermediate,50597,1,1,
10755,,,,A,,,BAO_0000218,N,6011,CHEMBL620476,,In vivo,,,Intermediate,50597,1,1,
10756,,,,A,,,BAO_0000218,N,6317,CHEMBL620477,,In vivo,,,Intermediate,50597,1,1,
10757,,,,A,,,BAO_0000218,N,6644,CHEMBL620478,,In vivo,,,Intermediate,50597,1,1,
10758,,,,A,,,BAO_0000218,N,6644,CHEMBL618768,,In vivo,,,Intermediate,50597,1,1,
10759,,,,A,,,BAO_0000218,N,6644,CHEMBL618769,,In vivo,,,Intermediate,50597,1,1,
10760,,,,A,,,BAO_0000218,N,6644,CHEMBL618770,,In vivo,,,Intermediate,50597,1,1,
10761,,,,A,,,BAO_0000218,N,6113,CHEMBL618771,,In vivo,,,Intermediate,50597,1,1,
10762,,,,A,,,BAO_0000218,N,5937,CHEMBL618772,,In vivo,,,Intermediate,50597,1,1,
10763,,,,A,,,BAO_0000218,N,5711,CHEMBL618773,,In vivo,,,Intermediate,50597,1,1,
