assay_id,assay_subcellular_fraction,assay_organism,description,relationship_type,assay_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id
8952,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,N,A,1,Intermediate,1,,CHEMBL624008,,BAO_0000218,948.0,
8953,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,N,A,1,Intermediate,1,,CHEMBL624009,,BAO_0000218,948.0,
8954,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,N,A,1,Intermediate,1,,CHEMBL874387,,BAO_0000218,948.0,
8955,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,N,A,1,Intermediate,1,,CHEMBL624010,,BAO_0000218,948.0,
8956,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,N,A,1,Intermediate,1,,CHEMBL624011,,BAO_0000218,948.0,
8957,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,N,A,1,Intermediate,1,,CHEMBL624012,,BAO_0000218,948.0,
8958,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,N,A,1,Intermediate,1,,CHEMBL624013,,BAO_0000218,948.0,
8959,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,N,A,1,Intermediate,1,,CHEMBL624736,,BAO_0000218,948.0,
8960,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,N,A,1,Intermediate,1,,CHEMBL624737,,BAO_0000218,948.0,
8961,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,N,A,1,Intermediate,1,,CHEMBL624738,,BAO_0000218,948.0,
8962,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,N,A,1,Intermediate,1,,CHEMBL624739,,BAO_0000218,948.0,
8963,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,N,A,1,Intermediate,1,,CHEMBL624740,,BAO_0000218,948.0,
8964,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,N,A,1,Intermediate,1,,CHEMBL624896,,BAO_0000218,948.0,
8965,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,N,A,1,Intermediate,1,,CHEMBL624897,,BAO_0000218,948.0,
8966,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,N,A,1,Intermediate,1,,CHEMBL624108,,BAO_0000218,948.0,
8967,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,N,A,1,Intermediate,1,,CHEMBL624109,,BAO_0000218,948.0,
8968,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,N,A,1,Intermediate,1,,CHEMBL624110,,BAO_0000218,948.0,
8969,,Rattus norvegicus,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,N,A,1,Intermediate,1,,CHEMBL624111,,BAO_0000218,948.0,
8970,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,N,A,1,Intermediate,1,,CHEMBL624112,,BAO_0000218,948.0,
8971,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,N,A,1,Intermediate,1,,CHEMBL624113,,BAO_0000218,948.0,
8972,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,N,A,1,Intermediate,1,,CHEMBL619709,,BAO_0000218,948.0,
8973,,Rattus norvegicus,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,N,A,1,Intermediate,1,,CHEMBL619710,,BAO_0000218,948.0,
8974,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,N,A,1,Intermediate,1,,CHEMBL619711,,BAO_0000218,2113.0,
8975,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,N,A,1,Intermediate,1,,CHEMBL619712,,BAO_0000218,2113.0,
8976,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,N,A,1,Intermediate,1,,CHEMBL619713,,BAO_0000218,2113.0,
8977,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,N,A,1,Intermediate,1,,CHEMBL619714,,BAO_0000218,2113.0,
8978,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,N,A,1,Intermediate,1,,CHEMBL619715,,BAO_0000218,2113.0,
8979,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,N,A,1,Intermediate,1,,CHEMBL619716,,BAO_0000218,2113.0,
8980,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,N,A,1,Intermediate,1,,CHEMBL619717,,BAO_0000218,2113.0,
8981,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,N,A,1,Intermediate,1,,CHEMBL619718,,BAO_0000218,2113.0,
8982,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,N,A,1,Intermediate,1,,CHEMBL619719,,BAO_0000218,2113.0,
8983,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,N,A,1,Intermediate,1,,CHEMBL875329,,BAO_0000218,2113.0,
8984,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,N,A,1,Intermediate,1,,CHEMBL619720,,BAO_0000218,2113.0,
8985,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,N,A,1,Intermediate,1,,CHEMBL619721,,BAO_0000218,2113.0,
8986,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,N,A,1,Intermediate,1,,CHEMBL619722,,BAO_0000218,2113.0,
8987,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,N,A,1,Intermediate,1,,CHEMBL619723,,BAO_0000218,2113.0,
8988,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,N,A,1,Intermediate,1,,CHEMBL619724,,BAO_0000218,2113.0,
8989,,Rattus norvegicus,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,N,A,1,Intermediate,1,,CHEMBL619725,,BAO_0000218,2113.0,
8990,,Rattus norvegicus,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,N,A,1,Intermediate,1,,CHEMBL619726,,BAO_0000218,2113.0,
8991,,Rattus norvegicus,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,N,A,1,Intermediate,1,,CHEMBL619727,,BAO_0000218,2113.0,
8992,,Rattus norvegicus,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,N,A,1,Intermediate,1,,CHEMBL619728,,BAO_0000218,2113.0,
8993,,Rattus norvegicus,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,N,A,1,Intermediate,1,,CHEMBL619729,,BAO_0000218,2113.0,
8994,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL619730,,BAO_0000218,2385.0,
8995,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL619731,,BAO_0000218,2385.0,
8996,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,A,1,Intermediate,1,,CHEMBL619732,,BAO_0000218,2385.0,
8997,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL619733,,BAO_0000218,2385.0,
8998,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL619734,,BAO_0000218,2385.0,
8999,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL619735,,BAO_0000218,14.0,
9000,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL875330,,BAO_0000218,14.0,
9001,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,A,1,Intermediate,1,,CHEMBL628465,,BAO_0000218,14.0,
9002,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL628466,,BAO_0000218,14.0,
9003,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL628467,,BAO_0000218,14.0,
9004,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL628468,,BAO_0000218,2106.0,
9005,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL628469,,BAO_0000218,2106.0,
9006,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,A,1,Intermediate,1,,CHEMBL628470,,BAO_0000218,2106.0,
9007,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL628471,,BAO_0000218,2106.0,
9008,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL628472,,BAO_0000218,2106.0,
9009,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 120 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL625191,,BAO_0000218,2046.0,
9010,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL625192,,BAO_0000218,2046.0,
9011,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 2 rats),N,A,1,Intermediate,1,,CHEMBL875337,,BAO_0000218,2046.0,
9012,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL626341,,BAO_0000218,2046.0,
9013,,Rattus norvegicus,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 60 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL626342,,BAO_0000218,2046.0,
9014,,Rattus norvegicus,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),N,A,1,Intermediate,1,,CHEMBL621943,,BAO_0000218,2107.0,
9015,,Rattus norvegicus,Half life in rats,N,A,1,Intermediate,1,,CHEMBL621944,,BAO_0000218,,
9016,,Rattus norvegicus,Mean percent inhibition of joint damage reduction in fasted rats at 35 mg/kg administered orally twice daily,N,A,1,Intermediate,1,,CHEMBL621945,,BAO_0000218,,
9017,,Rattus norvegicus,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver),N,A,1,Intermediate,1,,CHEMBL621946,,BAO_0000218,,
9018,,Rattus norvegicus,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver); ND=Not determined,N,A,1,Intermediate,1,,CHEMBL621947,,BAO_0000218,,
9019,,Rattus norvegicus,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver),N,A,1,Intermediate,1,,CHEMBL621948,,BAO_0000218,,
9020,,Rattus norvegicus,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver); ND=Not determined,N,A,1,Intermediate,1,,CHEMBL621949,,BAO_0000218,,
9021,,Rattus norvegicus,Rate constant (k) of clearance from isolated perfused rat liver (IPRL),N,A,1,Intermediate,1,,CHEMBL621950,,BAO_0000218,,
9022,,Rattus norvegicus,Tested for rate of clearance from isolated perfused rat liver (IPRL) and expressed in terms of rate constant (k); not determined,N,A,1,Intermediate,1,,CHEMBL621951,,BAO_0000218,,
9023,,Rattus norvegicus,Maximal blood concentration after oral administration of a 30 uM/kg dose of compound,N,A,1,Intermediate,1,,CHEMBL621952,,BAO_0000218,178.0,
9024,,Rattus norvegicus,Stability (%) in rat liver microsomes,N,A,1,Intermediate,1,,CHEMBL621953,,BAO_0000218,2107.0,
9025,,Rattus norvegicus,Area under curve was calculated after intravenous administration,N,A,1,Intermediate,1,,CHEMBL621954,,BAO_0000218,,
9026,,Rattus norvegicus,Area under the curve was calculated after iv administration in rat,N,A,1,Intermediate,1,,CHEMBL621955,,BAO_0000218,,
9027,,Rattus norvegicus,Area under the curve was calculated in rat after peroral administration,N,A,1,Intermediate,1,,CHEMBL621956,,BAO_0000218,,
9028,,Rattus norvegicus,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,N,A,1,Intermediate,1,,CHEMBL621957,,BAO_0000218,,
9029,,Rattus norvegicus,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral dose of 2 mg/Kg,N,A,1,Intermediate,1,,CHEMBL621958,,BAO_0000218,,
9030,,Rattus norvegicus,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral of 2 mg/Kg,N,A,1,Intermediate,1,,CHEMBL621959,,BAO_0000218,,
9031,,Rattus norvegicus,Dose-normalized area under curve in rat (i.v.) at 0.5 mpk,N,A,1,Intermediate,1,,CHEMBL621960,,BAO_0000218,,
9032,,Rattus norvegicus,Dose-normalized area under curve in rat (p.o.) at 2.0 mpk,N,A,1,Intermediate,1,,CHEMBL621961,,BAO_0000218,,
9033,,Rattus norvegicus,p value of the compound,N,A,1,Intermediate,1,,CHEMBL621962,,BAO_0000218,,
9034,,Rattus norvegicus,p value of the compound,N,F,1,Intermediate,1,,CHEMBL876787,,BAO_0000218,,
9035,,Rattus norvegicus,p value of the compound,N,A,1,Intermediate,1,,CHEMBL621963,,BAO_0000218,,
9036,,Rattus norvegicus,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),N,A,1,Intermediate,1,,CHEMBL622637,,BAO_0000218,945.0,
9037,,Rattus norvegicus,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (20 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),N,A,1,Intermediate,1,,CHEMBL622638,,BAO_0000218,945.0,
9038,,Rattus norvegicus,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),N,A,1,Intermediate,1,,CHEMBL626561,,BAO_0000218,945.0,
9039,,Oryctolagus cuniculus,Negative log of minimum effective dose (moles per kilogram) in rabbits (hypnotic),U,F,0,Autocuration,1,,CHEMBL626562,,BAO_0000019,,
9040,,Oryctolagus cuniculus,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg ( 0-4 hr ),U,A,0,Autocuration,1,,CHEMBL626563,,BAO_0000218,,
9041,,Oryctolagus cuniculus,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg (0-4 hr ),U,A,0,Autocuration,1,,CHEMBL626564,,BAO_0000218,,
9042,,Oryctolagus cuniculus,Clearance was measured at the concentration of 1.11 mg/kg in rabbit blood sample,U,A,0,Autocuration,1,,CHEMBL626565,,BAO_0000218,,
9043,,Oryctolagus cuniculus,Clearance was measured at the concentration of 2.0 mg/kg in rabbit blood sample,U,A,0,Autocuration,1,,CHEMBL626566,,BAO_0000218,,
9044,,Oryctolagus cuniculus,Clearance rate in rabbits,U,A,0,Autocuration,1,,CHEMBL626567,,BAO_0000218,,
9045,,Oryctolagus cuniculus,Plasma clearance was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,U,A,0,Autocuration,1,,CHEMBL626568,,BAO_0000218,,
9046,,Oryctolagus cuniculus,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,U,A,0,Autocuration,1,,CHEMBL626569,,BAO_0000218,,
9047,,Oryctolagus cuniculus,Clearance in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,U,A,0,Autocuration,1,,CHEMBL626570,,BAO_0000218,,
9048,,Oryctolagus cuniculus,Clearance in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,U,A,0,Autocuration,1,,CHEMBL626571,,BAO_0000218,,
9049,,Oryctolagus cuniculus,Evaluated for pharmacokinetic parameter Cmax in rabbit at the dose 20 mg/kg,U,A,0,Autocuration,1,,CHEMBL626572,,BAO_0000218,,
9050,,Oryctolagus cuniculus,Maximum plasma concentration was determined in rabbit at a dose of 5 mg/kg/h administered i.v.,U,A,0,Autocuration,1,,CHEMBL626573,,BAO_0000218,1969.0,
9051,Microsomes,Oryctolagus cuniculus,Oxidation by dutch rabbit liver microsomes in presence of NADPH/O2,U,A,0,Autocuration,1,,CHEMBL626574,,BAO_0000251,2107.0,
9052,Microsomes,Oryctolagus cuniculus,Oxidation by dutch rabbit liver microsomes in presence of cumene hydroperoxide,U,A,0,Autocuration,1,,CHEMBL626575,,BAO_0000251,2107.0,
9053,,Oryctolagus cuniculus,Dose at which bioavailability of intravenously administered compound was tested in rabbit,U,A,0,Autocuration,1,,CHEMBL626576,,BAO_0000218,,
9054,,Oryctolagus cuniculus,Dose at which bioavailability of perorally administered compound was tested in rabbit,U,A,0,Autocuration,1,,CHEMBL626577,,BAO_0000218,,
9055,,Oryctolagus cuniculus,The compound was tested for its bioavailability in rabbit (by oral dosage).,U,A,0,Autocuration,1,,CHEMBL626578,,BAO_0000218,,
9056,,Oryctolagus cuniculus,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,U,A,0,Autocuration,1,,CHEMBL625263,,BAO_0000218,,
9057,,Oryctolagus cuniculus,Mean retention time in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,U,A,0,Autocuration,1,,CHEMBL625264,,BAO_0000218,,
9058,,Oryctolagus cuniculus,Mean retention time in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,U,A,0,Autocuration,1,,CHEMBL625265,,BAO_0000218,,
9059,Microsomes,Oryctolagus cuniculus,Metabolism of compound in rabbit S9 microsomes ('+''indicates <20% largest observed peak),U,A,0,Autocuration,1,,CHEMBL625266,,BAO_0000251,,
9060,Microsomes,Oryctolagus cuniculus,Metabolism of compound in rabbit S9 microsomes ('++++' indicates largest observed peak),U,A,0,Autocuration,1,,CHEMBL876796,,BAO_0000251,,
9061,,Oryctolagus cuniculus,Evaluated for pharmacokinetic parameter half-life in rabbit at the dose 20 mg/kg,U,A,0,Autocuration,1,,CHEMBL625267,,BAO_0000218,,
9062,,Oryctolagus cuniculus,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 4.9 mg/kg,U,A,0,Autocuration,1,,CHEMBL625268,,BAO_0000218,1969.0,
9063,,Oryctolagus cuniculus,Plasma half-life in male New Zealand white rabbits after administration via an indwelling catheter in an ear vein at 5 mg/kg,U,A,0,Autocuration,1,,CHEMBL625269,,BAO_0000218,1969.0,
9064,,Oryctolagus cuniculus,Plasma half-life in male New Zealand white rabbits after i.v. administration at 2.0 mg/kg,U,A,0,Autocuration,1,,CHEMBL624689,,BAO_0000218,1969.0,
9065,,Oryctolagus cuniculus,Evaluated for pharmacokinetic parameter tmax in rabbit at the dose 20 mg/kg,U,A,0,Autocuration,1,,CHEMBL624690,,BAO_0000218,,
9066,,Oryctolagus cuniculus,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg ( 0-24 hr ),U,A,0,Autocuration,1,,CHEMBL624691,,BAO_0000218,1088.0,
9067,,Oryctolagus cuniculus,Evaluated for pharmacokinetic parameter urine recovery in rabbit at the dose 20 mg/kg (0-24 hr),U,A,0,Autocuration,1,,CHEMBL624692,,BAO_0000218,1088.0,
9068,,Oryctolagus cuniculus,The compound was evaluated for volume of distribution in rabbit at a dose of 5 mg/kg/h administered i.v.,U,A,0,Autocuration,1,,CHEMBL624693,,BAO_0000218,,
9069,,Oryctolagus cuniculus,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,U,A,0,Autocuration,1,,CHEMBL624694,,BAO_0000218,,
9070,,Oryctolagus cuniculus,In vitro Biological half-life in crude homogenate of rabbit renal cortex,U,A,0,Autocuration,1,,CHEMBL877596,,BAO_0000221,,
9071,,Oryctolagus cuniculus,Time within which only 10% of the drug was degraded,U,A,0,Autocuration,1,,CHEMBL624695,,BAO_0000019,,
9072,,Oryctolagus cuniculus,Half life period in rabbit liver homogenate,U,A,0,Autocuration,1,,CHEMBL624696,,BAO_0000221,2107.0,
9073,,Oryctolagus cuniculus,Half life value in rabbits,U,A,0,Autocuration,1,,CHEMBL624697,,BAO_0000019,,
9074,,Oryctolagus cuniculus,Half-life was measured at the concentration of 1.11 mg/kg in rabbit blood sample,U,A,0,Autocuration,1,,CHEMBL624698,,BAO_0000218,178.0,
9075,,Oryctolagus cuniculus,Half-life was measured at the concentration of 2.0 mg/kg in rabbit blood sample,U,A,0,Autocuration,1,,CHEMBL624699,,BAO_0000218,178.0,
9076,,Oryctolagus cuniculus,Half-life period in rabbits following intravenous administration at 2 mg/kg,U,A,0,Autocuration,1,,CHEMBL624700,,BAO_0000218,,
9077,,Rattus norvegicus,AUC 0-8 hr value in rats at 10 mg/kg,N,A,1,Intermediate,1,,CHEMBL622903,,BAO_0000218,1969.0,
9078,,Rattus norvegicus,AUC after administration at 2000 mg/kg/day in rats,N,A,1,Intermediate,1,,CHEMBL622904,,BAO_0000218,1969.0,
9079,,Rattus norvegicus,AUC of compound for a 2 mpk po dose of the sodium salt in rats.,N,A,1,Intermediate,1,,CHEMBL622905,,BAO_0000218,1969.0,
9080,,Rattus norvegicus,AUC at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,A,1,Intermediate,1,,CHEMBL622906,,BAO_0000218,1969.0,
9081,,Rattus norvegicus,AUC at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,A,1,Intermediate,1,,CHEMBL622907,,BAO_0000218,1969.0,
9082,,Rattus norvegicus,AUC in rat after oral administration at 10.5 mg/kg dose,N,A,1,Intermediate,1,,CHEMBL622908,,BAO_0000218,1969.0,
9083,,Rattus norvegicus,AUC in rat after oral administration at 11.2 mg/kg dose,N,A,1,Intermediate,1,,CHEMBL622909,,BAO_0000218,1969.0,
9084,,Rattus norvegicus,AUC in rat after oral administration at 9.7 mg/kg dose,N,A,1,Intermediate,1,,CHEMBL622910,,BAO_0000218,1969.0,
9085,,Rattus norvegicus,AUC in rat brain after oral administration at 10 mg/kg,N,A,1,Intermediate,1,,CHEMBL622911,,BAO_0000218,955.0,
9086,,Rattus norvegicus,AUC in rat p.o.,N,A,1,Intermediate,1,,CHEMBL622912,,BAO_0000218,1969.0,
9087,,Rattus norvegicus,AUC in rat p.o. at 20 mg/kg concentration,N,A,1,Intermediate,1,,CHEMBL622913,,BAO_0000218,1969.0,
9088,,Rattus norvegicus,AUC in rat plasma after oral administration at 10 mg/kg,N,A,1,Intermediate,1,,CHEMBL622914,,BAO_0000218,1969.0,
9089,,Rattus norvegicus,AUC in rats,N,A,1,Intermediate,1,,CHEMBL622915,,BAO_0000218,1969.0,
9090,,Rattus norvegicus,AUC value after IV dose at a dose of 5 mg/kg in rats.,N,A,1,Intermediate,1,,CHEMBL622916,,BAO_0000218,1969.0,
9091,,Rattus norvegicus,AUC value after oral dose at a dose of 10 mg/kg in rats.,N,A,1,Intermediate,1,,CHEMBL622917,,BAO_0000218,1969.0,
9092,,Rattus norvegicus,"Maximum plasma concentration in rats at 2 mg/kg, i.v. dose; n/a: not applicable",N,A,1,Intermediate,1,,CHEMBL622918,,BAO_0000218,1969.0,
9093,,Rattus norvegicus,Maximum plasma concentration in rats when a oral dose of 200 mg/kg was given,N,A,1,Intermediate,1,,CHEMBL622919,,BAO_0000218,1969.0,
9094,,Rattus norvegicus,Maximum plasma concentration was evaluated in rat,N,A,1,Intermediate,1,,CHEMBL622920,,BAO_0000218,1969.0,
9095,,Rattus norvegicus,Maximum plasma concentration was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,N,A,1,Intermediate,1,,CHEMBL622921,,BAO_0000218,1969.0,
9096,,Rattus norvegicus,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,N,A,1,Intermediate,1,,CHEMBL622922,,BAO_0000218,1969.0,
9097,,Rattus norvegicus,Maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,N,A,1,Intermediate,1,,CHEMBL622923,,BAO_0000218,1969.0,
9098,,Rattus norvegicus,Maximum plasma concentration was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,N,A,1,Intermediate,1,,CHEMBL877604,,BAO_0000218,1969.0,
9099,,Rattus norvegicus,Maximum plasma concentration was evaluated in rats at an intravenous dose of 3 mg/kg,N,A,1,Intermediate,1,,CHEMBL622924,,BAO_0000218,1969.0,
9100,,Rattus norvegicus,Maximum plasma concentration was evaluated in rats at an oral dose of 30 mg/kg,N,A,1,Intermediate,1,,CHEMBL622925,,BAO_0000218,1969.0,
