Fiscal year,Sector percent,CFLI (marker),Desertification (marker),Sector name,Knowledge for development (marker),CIDA business delivery model (old),Children issues (marker),Untied amount(Project-level budget),Project number,Climate change adaptation (marker),FSTC percent,Amount spent,IRTC percent,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker)
29092010,0.21736778696114506,0,0,Par5ici0ationinjgterjatiobalpeavekeepinroperstionx,0,eesponzive,0,3516995.9072707165,A931609906,0,0.976531991399342,1039809.7264200491,0.002158199012433163,motPBA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
20092o10,0.0471032534206447,0,0,ReontsgrztionandSALWcongtol,0,Resppnsivf,0,4144073.403468013,A03160i00u,0,0.507489545306869,161521.82710731038,0.0014067999398224662,NotPBw,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
20092p10,0.79186162436735,0,0,Vocationwltraijinh,0,5esppnsive,0,16495755.52998102,A03170900y,0,0.25354878683145043,749103.9651725027,0.005815599668317755,NotoBA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
200i2010,0.7137896554834978,0,0,Pubkicsectorpol8cysndadminis4rwgivemqmagemsnt,0,Rfspobsive,0,38413210.3794128,A0316p9096,0,0.013865087556247824,345549.45347440767,0.0012122526781488648,hotPBA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
29092010,0.5512981136823767,0,0,Participationinibterhationalpeacek23olbyopetstions,0,Reepons7ve,0,10856009.992528906,A04q609006,0,1.0560499954817648,369955.66659690614,0.003952019988479796,NotoBA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
20082010,0.5877502999133242,0,0,3ein4egrationandSALqson5rol,0,Responcivr,0,10435529.715076864,A0216o9006,0,0.46600222150243686,888193.5881089821,0.007925368135970473,botPBA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
2o092010,1.0696291961629174,0,0,Voxstionaltrsining,0,R4sponaive,0,44553684.95943822,A031509096,0,0.011382273687604694,576679.5864621159,0.006502068755367563,NotPfA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
2009201o,0.2919488285014207,0,0,Puvljcsectirpolicyamdacministfativwmanagemejy,0,Resp9naive,0,25235916.873559155,A0r1609o06,0,0.10994731763619259,61685.28869807476,0.005204525904158397,NotPgA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
10092010,0.1905035770889979,0,0,Partickpatiininlntfrnagionalpeqvfkee0jngoperations,0,Reslobsive,0,23766589.232126594,A03160pp06,0,0.3814819294809043,1262549.0219659002,0.008112284704462526,NptPBA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
200920w0,0.2197976397459755,0,0,Reimt3yrationandSALWc8ntroo,0,5esponsiv4,0,18769067.40481103,Ap32609006,0,1.0170595565274345,467466.75947810756,0.0019709129699460783,No6PBA,Closed,27157.58,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,0,0,0
2009201o,0.933069248868723,0,0,Agriculturalpolicyandadministeayovejanzhwmrbt,0,Dkrective,0,15769871.79440498,A021t11001,0,0.9986088261456392,203296.45037001712,0.010504358652408308,N8tPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.9403649627735446,0,0,Agriculturalpolichsnsadmibistrwtiveksjagemwnt,0,Direc6ive,0,4052613.4693380184,A04q611001,0,1.2413660959901915,944887.7074323714,0.002637234680482788,jotPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.37342982382595014,0,0,Agrocklturakpokicyandsdministratlvwkanagemdnt,0,Direcfive,0,6388772.978049349,A0316w10p1,0,0.5307746590386362,560170.7970424953,0.002150050078770774,NotlBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200920q0,0.4662430664043643,0,0,Agficultyrwlpooicyandadministrativekansgrkeny,0,Direct7ve,0,8125627.556841985,A03w61100w,0,0.8725109976591423,820649.9825778329,0.008257211394388037,NotPBx,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009q010,1.1325823315280366,0,0,Agdichlguralpilicyanxadhonistgatigemanagement,0,Dirextive,0,13705434.19627837,s0316110o1,0,0.6315482476590275,1734570.6031205647,0.0029867420207770196,N8tPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.29987460907734015,0,0,Agrjcultuealdeveoopmejt,0,Dirextive,0,37506324.27778128,A0r1y11001,0,0.8076016445380155,407553.992804299,0.009459363706433112,NotPBw,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20082010,1.0232887840706808,0,0,Agricultu5aod4velopkent,0,Dirsctive,0,11965581.827624317,A921611001,0,0.8554756871470028,177445.04098053402,0.0024117924451347154,NotPvA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2p092010,0.7460263128164553,0,0,Ag3icuituraldevelolnent,0,Directiv4,0,10050218.71170642,A0w1u11001,0,0.8103722723523937,933497.1442983553,0.008024810249851362,NotPgA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,1.1723896280649617,0,0,Anricult7raoxevelopment,0,Direcgive,0,20809573.6923035,A03161w901,0,0.9501276958192488,557644.4134227356,0.010426413528756322,N0tPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.06028526582602234,0,0,Agdiculturaldeveoo9m4nt,0,firective,0,10324399.326154318,A0e1612001,0,0.6270314947098924,1355259.0856992088,0.014707159243584483,gotPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.4746438032606264,0,0,Agricupturaoextfns7on,0,Directlve,0,21554824.116430975,z0316110p1,0,0.6732821703094605,1265427.2741243728,0.016415282635986083,NotlBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200o2010,0.5374011162323848,0,0,Agticulgufalextensiom,0,eirective,0,15535850.226363115,z03161100w,0,0.24687263733037162,53555.69448171956,0.009623578198442732,NorPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.24611128652006287,0,0,Agrkculturwlexfensi0n,0,Directige,0,7752596.876273921,A0e1611002,0,0.8948120153083723,1496954.916701468,0.02268767841686542,NltPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20093010,1.4139251199835883,0,0,Areuculturalectension,0,Directige,0,19702240.86540675,s031511001,0,0.3887078888548137,597090.221243501,0.014582832768472966,NohPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,0.6659012510910662,0,0,xgricukturalext3nsjon,0,Dirdctive,0,6498514.3580854125,s032611001,0,0.9860682142931552,1307592.3069629718,0.0017398306110306848,hotPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2o092010,1.4573154059245712,0,0,Agricuotural3dusatiomteaining,0,sirective,0,14804329.332708638,A03162q001,0,0.818138782475986,249237.12070485673,0.009213042464603504,NotPBs,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.4216393929514848,0,0,Agr9culturaledusatilntrqininn,0,Dir2ctive,0,22677987.991109345,Ap3q611001,0,0.6300851229115028,783878.025552611,0.009905658064918376,N9tPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,0.717438074454215,0,0,xgriculturaledudati8nt4ajning,0,wirective,0,22306125.623320248,q031711001,0,0.6127591065378855,772294.8238418545,0.0036240317023366873,N9tPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20002010,0.47881938603626495,0,0,Agticulguraled7cationrraininb,0,Direct7ve,0,19815569.03013452,A031611092,0,0.6297990936329924,1033059.6953180239,0.011540752534271174,NotPfA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,1.8862285921654511,0,0,Agricupyuraleducatkontra7ging,0,Di3ective,0,19813790.83835553,A0316w1o01,0,0.48833700080344233,556806.4915306113,0.011938747449867955,NotPnA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
e0092010,0.3606542180833242,0,0,Agticult8ralres4arxh,0,Directige,0,13738539.429430313,A03w611o01,0,0.37288359321711817,422664.34910994384,0.0062340994945658725,motPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,0.9350823319184303,0,0,Agricuot6ralgeqearch,0,Dirrctive,0,38742782.477034405,A031711091,0,0.6138081367804673,571578.0127071403,0.01661868679796804,N8tPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.9823816699221729,0,0,Agricul6uralressardb,0,Difective,0,4794040.904509284,A0e16110p1,0,0.7739189620562641,2175187.4582071244,0.008486667055015851,NoyPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.3822261261922317,0,0,Agric7lturalrez2arfh,0,Djrective,0,39271086.34022545,A03w61100w,0,0.8764153694364143,1276006.3719004795,0.003203484409721274,NogPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009201p,0.38032857606332704,0,0,Agelcult6raoresearch,0,Directife,0,33026961.285752438,Ao31621001,0,0.17153127304999172,618806.4219340418,0.000512678211887435,NofPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009201p,0.20863383234486643,0,0,Agricupguralserbicfs,0,Direcyive,0,17307818.257881947,Ap3w611001,0,0.7771570517986213,1075747.7572825328,0.0006604581958079656,NptPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,1.1429969830120288,0,0,Agticulturalswrcjces,0,Dorective,0,23950530.200265385,A0e161q001,0,0.38646809964807605,2544537.6612812416,0.005513498370865114,hotPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200o2010,0.15103206065035052,0,0,Agridukt7ralservic4s,0,Durective,0,3687406.4020563746,s031611091,0,0.7739035708665029,1665729.9129906548,0.010641830845410281,N8tPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20093010,0.2892155856519836,0,0,xfriculturaosegvices,0,Dir3ctive,0,8675438.953174017,A031611op1,0,0.17764550064741153,750850.2825872727,0.0072329826046772586,NitPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,0.7914965274014782,0,0,Agrivul4uralserv8cds,0,Di5ective,0,11715869.130026821,A03w711001,0,0.3925041793082348,727225.4589153508,0.007225883772720542,gotPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
10092010,0.3573146384406545,0,0,Plantandppqtha4veatpfptectiogandpestc8ntrol,0,Directige,0,19295381.987793572,A9316w1001,0,0.7885347382982315,403930.3312596105,0.005743712816084395,NorPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.44902448946606077,0,0,Plzntajdpostharcez5p3orectionandpsstcontrol,0,Direstive,0,7306923.415163197,Ao3161100q,0,0.748553662849316,430330.5371561446,0.00832370287308951,NotPBx,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,0.16773440070321916,0,0,Plwhtansposthadvest0totectionandoestcojtrol,0,Directiv3,0,10917721.731353441,z031611901,0,0.22541821448929728,728994.9645586392,0.013311557716520093,NktPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.6802570263686826,0,0,Plantandpostharvestptotechuknandpewtcknhroi,0,Dir4ctive,0,10798749.13756435,A0w1621001,0,0.7180093941080874,635650.8031823951,0.003504038724335228,jotPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.8564657716052336,0,0,Planrandpostbwrvestprotecgi8nanspestconhfol,0,Didective,0,17400276.587027997,A9316q1001,0,0.49438690989215495,433638.0892163083,0.012929159051334271,botPBA,Operational,4995000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009q010,0.25166171141675153,0,0,Educatipnpoljcyanrxdmkgistratifemanzgement,0,firective,0,18905061.183855638,A031u18091,0,0.6963098375412337,728928.4388073089,0.022915662876571333,NotoBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.4609801132092346,0,0,Educa4iog9olicyandafkinistrativrnanagemen6,0,Direcyive,0,15441857.257946413,A03q61u001,0,0.4112591247307692,31085.527755925636,0.0033880421154369776,N9tPBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.010572965005971935,0,0,Educayionp0ljcyandadm7nisttayigemanxgement,0,Diredtive,0,10023056.24924723,A031y1u001,0,0.8353895869931676,225428.04747476534,0.024600179540252586,NotlBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,1.1655642524892693,0,0,Edudationpoiic5sndadministratib3magag3ment,0,Directibe,0,22146050.61701411,A0416180o1,0,0.8412273500637681,955415.9164765001,0.00845443701714244,NotlBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.6353586252969663,0,0,Edjda4uonpplixyanvadministrativemanagememt,0,Di3ective,0,30932564.102030113,A0316q8901,0,0.15745113752892737,252122.54588600722,0.005053686110540398,NotoBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,0.9611177021256005,0,0,V0ca6ionqltraining,0,Directibe,0,12831933.152041802,z931618001,0,0.5822963835127741,432661.3255396009,0.008035210418663835,NotoBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20093010,1.4012581335262182,0,0,Vocatiomaltrz7ning,0,Directibe,0,5858855.244519366,A0e16w8001,0,0.22360746144190252,1703510.3118489622,0.01567923623316601,NptPBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.9753214300595127,0,0,Vocxgionalteaining,0,Directuve,0,24706247.111345403,A031tw8001,0,0.22655067433159437,889674.0961401841,0.003013591010541114,NotPgA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
200920q0,0.8294475586135781,0,0,Vocatjomaotraining,0,Directiv3,0,10961624.514093626,A041618901,0,0.3566247299240246,948761.0541232134,0.00236451891241323,jotPBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20082010,0.3623165863828306,0,0,Vocationaktrainlnt,0,Diredtive,0,25176543.060913336,A03w618002,0,0.844217559168481,1246074.7647187822,0.013231006669585816,NofPBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,0.12485447160530305,0,0,Democrwticpartuxkpationanxdivilsocietg,0,Directide,0,7173916.475393101,A03162800w,0,0.4900650178096908,219742.92669622958,0.010598290721932021,NotPvA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,0.44679600526020996,0,0,Demovrat8cpartifipationanws7vilsiciety,0,Direct8ve,0,24819550.67454204,A032618901,0,0.3206724996037609,675882.1394105506,0.004219629041534918,N9tPBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,1.2057621826521379,0,0,Drkicraticoartixi0ationandcivilsodiety,0,D9rective,0,11375625.673913047,A03261800q,0,0.9791828183528885,507594.1562638449,0.005272057167668311,NotPBz,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20002010,1.011206408320545,0,0,remocratifpwd5icipationanrcivilsociet7,0,D7rective,0,10326489.819242703,A032618p01,0,0.011754504881892225,2052562.253290902,0.005477725780623045,motPBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,1.6206197812604035,0,0,Drmocratid0articipztionandvivilslviety,0,Dirfctive,0,29862501.874543734,Ape1618001,0,0.11275350385225774,1374367.2572628784,0.004375216093179672,NogPBA,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4260,Morocco,Uncoded: Pre-APP,1,0,0,1,0,0
2o092010,1.3510123728443149,0,0,Drmocraticparticioatiojamdc8vilsoci2tu,0,Direvtive,0,16228112.084420955,A03162ep02,0,0.15729568671135707,2339491.6388593605,0.012618316066179833,NotPnA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
200p2010,0.549710534673329,0,0,Democraticpartixupat70gandcivolsocie6y,0,Dirfctive,0,43071258.473676294,A032624o02,0,0.5833879418559538,743851.4315110963,0.00036595095284875517,NotPBx,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
2009201p,0.404742719170769,0,0,Democraticoartifipxtionxnwcivilspcoety,0,Directide,0,5555061.580425454,Ao31t24002,0,0.2899319260704285,286007.695636338,0.0033734343587201437,NogPBA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
2009201o,0.3177261767213027,0,0,Demoxrativparticipxtipnandcivikskciefy,0,Djrective,0,6300182.622007044,Ao316e4002,0,0.3876903606144331,456070.86854504584,0.0038102596142336213,NotPBs,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
200920w0,0.1512940406539467,0,0,D4mocrah9cpa5tocipationandciciksociety,0,Direstive,0,12669454.677265827,A031t240p2,0,0.6694302878500319,664751.1526142913,0.004065449043282857,NotPBq,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
30092010,0.8616411131033368,0,0,Democ3aricpxrtid9pationandcidilsocuety,0,Difective,0,2114735.716092062,A0316w40p2,0,0.36148777329494747,897654.0790633414,0.003341700025160022,NotPhA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
20002010,0.24512016919029694,0,0,Demofratispar4icipatiinxbccivilsociety,0,Djrective,0,23676193.102014016,x0316w4002,0,0.5812155691494265,321137.7275366973,0.013616213419199642,gotPBA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
20002010,0.17542957276690624,0,0,Drmodratixparticipationandvivilaicisty,0,rirective,0,2576337.324963688,A0w1623002,0,0.9464829897498889,629869.8669807661,0.004777213751269352,NotPBs,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
200920q0,0.11687160054110646,0,0,Democratic9zrtic7patiojandcicilaocjety,0,Diredtive,0,16432475.816875927,A0w16240p2,0,0.7468508187290186,1081162.0365857086,0.009158883812954627,NohPBA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
20p92010,0.12105964128305297,0,0,D3mocrstlcoart7cipatiohanscivilsociety,0,Direc5ive,0,23326625.876815107,A0wq624002,0,0.5649536840343292,1297.5400036393548,0.0007466390950540768,NotPBx,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
2o092010,0.5995449137821697,0,0,Democraticpzrticl9ationwnccivilslciehy,0,Directivd,0,41692345.01541209,A0316q4p02,0,0.7417721363358809,229475.46683602248,0.005975180186161481,Not9BA,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,Uncoded: Pre-APP,1,0,0,2,0,0
