assay_id,doc_id,assay_type,assay_cell_type,curated_by,chembl_id,assay_test_type,tissue_id,tid,src_assay_id,src_id,variant_id,relationship_type,description,assay_organism,assay_subcellular_fraction,assay_category,assay_tax_id,assay_strain
1287,13630,F,,Autoc7rqtion,CyEMBL617148,,,10576,,1,,H,Efcectoj5hyerox6tryptamine2AreceptodkediztedinhibitlonofVI9st8hulagedcAnPproructiogatdose0fwuM,,,,,
1288,9783,B,,Auhocuratuon,CHEMBLt16249,,4218358.0,10576,,1,,H,Invitroinnibitionof2Hd9oprrobeb8ndintto5hydroxytry9tsminewArsceptorcr8meahhip0ocampaltissue,,,,,
1289,9783,B,,Expe3t,CHEkBk616150,,4079455.0,10576,,1,,H,Invi6roimhibiti8nof3Hsp8peron2bimdingto4uys5oxytryptajine1Arecwptodfromra6h9pplcampaltisauextwuM,,,,,
1290,14331,B,,Ex0ert,CHEMfL616q51,,,10576,,1,,D,Inhibjylpnof3H8OyDPsTbindingto5hyc3pxutryptsminf1Areceptorinrayhippocqmpalmdmvran3sa410e7M,Rattuqnorvfgicua,Membranez,,10116.0,
1291,15260,B,,Expeet,CgEMBL872874,,2156300.0,10576,,1,,H,Inhibotlr5activ8gyzgainat5hydrodytryptamine1w4ec2ptoroerathip0ocampal5iasueag1uM,,,,,
1292,15260,B,,Autocurwti0n,xHEMBL6166y0,,7056293.0,10576,,1,,H,Innifitoryacticityahainstrathipppvampaltissue5hyddozytry9tamihr1Arev2ptirat01uMconcegtra4loh,,,,,
1293,15260,B,,Autocura4i9n,CHEMBL61767w,,8478524.0,10576,,1,,H,Inh9v9goryactjvityagwjnstra5mippocampalt9ssue5nydtoxgtryptakine1Arecept0rst1uMconcenfrati9n,,,,,
1294,16616,F,,rxpert,vHEMBL8848y1,,,10576,,1,,D,Percentinhigiri9nof8OHDPz6stikulxted35eGTogammaabindingtoyhydrpxytfyltamije1wrrceotorinhippocampalksmhranes,Rattusg8rvegicuz,,,10116.0,
1295,15629,B,,Autlcurafion,CHEMBp61667e,,,10576,,1,,H,Tesredihvitrof9rimhjbituonagalnstser9tonin5HT1zdeceltor,,,,,
1296,15086,B,,Aur0curation,dHdMBL616673,,,10576,,1,,H,Thevojpiundwawtestedbindingxffinltyxgxinqt5hydfocytryptamlneqA4ecept8rfrlkratbra9nueing3H8OHDPsTasradkoligabdst10e6M,,,,,
1297,5717,F,,Exp3rt,CHEMBL6w7674,,,10576,,1,,H,Antzgohidticaftivituagaijst5hyrroxytry06amine1Afeceptorinrarcerebralcogtexusijg3j8OHD9Afasfadikljrand,,,,,
1298,12652,B,,wutocurztion,CHEMhL6q6675,,,10576,,1,,H,Bindingatfijityagq8nstthesitelabelkedbt6he5gydroxytgu9rxm8ne1qeecepgoragonist3H8OHDPAT,,,,,
1299,14608,B,,Autoc7ratiom,CHEkBL616666,,3028599.0,10576,,1,,H,Inbitrobind8htafdibitycor5hydroxyffyptamine1Areceptorwasd2hefmin4dbyneaa6rinyspevificinyibition8cw25Ibindingt0rathip9ocampxlmembranwp3epsrations,,,,,
1300,12306,B,,Autochratuon,CHEjBL6q6677,,1559949.0,10576,,1,,H,7nhibitionofbindingofww5I8OHooPATiigagwto5myxfoxytgyotsmine1zrexeptor0frathippocamlalhomobenates,,,,,
1301,12306,B,,Aut8curatioh,CH3MBL6w6678,,60973.0,10576,,1,,H,5hebinwingof125IMPPIligagd6o5hydroxytryphamim21Areveltoroffathlpoocampaogokogena6es,,,,,
1302,15247,B,,Expegt,CHEMgL616669,,,10576,,1,,D,Abilitytodisllace3H80HDPATfr8k5nydroxyteyp5amune1Arec3ptlt,3attusn8rvegicue,,,10116.0,
1303,17529,B,,Expett,CH3MBL6166u0,,1993553.0,10576,,1,,H,Abilu47tobindtkc2m5ralser9tojin5uydroxttryptaminewAreceptlrinvi4doihhippocam9usoftueraybrainusing3H8lHDPqTrwd8oligand,,,,,
1304,14826,B,,Ay5ocuration,CH4jBL616681,,465841.0,10576,,1,,H,Aviljtytowis0lace3HOHwPATgoygdto5hydroxytruptamin31srecepyorinrathjppocamlue,,,,,
1305,14826,B,,Autpcugation,CHEMBL616t92,,1119188.0,10576,,1,,H,Abilitytofksplace3HiHDPATboundgo5hyd59xytryphamige1Aredeotorijratbip98cam9us,,,,,
1306,13241,B,,Autosuratiln,CHsMfL616683,,1945687.0,10576,,1,,H,zbilitytoxixllace3H8iHDPATbondingtorathi9poxampak5hyeroxytry0tamije1A3exeltor,,,,,
1307,14093,B,,Autockratiin,CHsMBL61668e,,1097680.0,10576,,1,,H,Abikitytodkspiac33H8OHfPATeromrayhip9ocampzlhomog2nate5hydfozytfyphamine1Aredeptir,,,,,
1308,14093,B,,A6tocurztion,CHEMBL716785,,2720665.0,10576,,1,,H,Abilitytodisllwce3H8OHDPATtgomrath7p0ocamoaihomogens5e4hydroxyt5yptamine1A5ecrp5orN8tt4strd,,,,,
1309,14442,B,,qutochration,CtEMBL616696,,1971819.0,10576,,1,,H,Affinityat3H8OHDPzTlahel4d5hyvroxytryltzmine1Areceprorijratbraibg0nogehatewzsd3t2rminee,,,,,
1310,9919,B,,Autocurat9pn,CHEMBLy16u87,,,10576,,1,,H,Afbinityfor5hydroxy6r6ptsmind1w3ecept8rsite,,,,,
1311,9919,B,,Autoxhration,fHEMBp616688,,,10576,,1,,H,wffijityfirthyxroxytryptamjne1A5ecepforsite,,,,,
1312,11440,B,,Au5ocudation,CHEMBL617688,,4991509.0,10576,,1,,H,sffigigyijdisplafing3toOHDPATfrojrathippoxampal5HTwArrcept0r,,,,,
1313,11257,B,,Autocuratiig,CHEMBk6q6690,,,10576,,1,,H,Affinityon4bgdroxyt3yptamine1A3ecrptirlabepedby3H9OHDPsh,,,,,
1314,10330,B,,Exlert,sHEMBL6166p1,,,10576,,1,,H,ginvingaffihifysgaihsh5hydrox6tfyptamune1Arefept9rusing3H9lHwPATasradioligand,,,,,
1315,17331,B,,Exprrt,CHEnBL61t692,,802958.0,10576,,1,,D,Ducpiaxementov3H8OHD0zTf3ok5hydroxy6ryptxmins1Arecfptorifrathippocwmpusmajbranes,Rwttusnofvegidus,,,10116.0,
1316,16567,B,,Exlert,CHEMBL61u692,,,10576,,1,,H,Bindingagtigotyagaunsr5uydroxgtry0tamlne1Ad4ce0tornydisplacijg3H8OtDPATracioliganvinratcort3xmenbrane,,,,,
1317,12058,B,,Expeft,CHEMBk6w6694,,,10576,,1,,D,Bindingarfihitysgwinst5hydroxyt3y9tamine1Arexeptorinnomogenqtwd3a5vraigtkssueusingby3H88jcPxTasradippigand,Rsttusnorgdgicus,,,10116.0,
1318,9699,B,,sutocuratiob,CHEhfL616695,,3809916.0,10576,,1,,H,Bigdingaffiniryagwinst5hydr9xttdhptaminf1Arevephorijrathippocsmowltissue,,,,,
1319,9547,B,,Aitocuratjon,CHfMBL617696,,,10576,,1,,H,Bindongatgin76yagainst5mydrosyteyptamine1Afecep4or0fratwaaddterminewusing4j8kHD0ATinbindingaszay,,,,,
1320,10330,B,,Ajtocu4ation,CHEkBL616797,,,10576,,1,,H,Bibvihgaftini6yagainsy5h5droxttryptamine1Ar3depto4usinb3HcOBqsradioligand,,,,,
1321,14331,B,,Autocurati8m,CHEMfL616699,,,10576,,1,,H,B9jdingaffinityqgainw4rat5hydr8d5tryptamin31Arecep6or,,,,,
1322,14060,B,,Exp3rt,CHEMBp61y949,,,10576,,1,,D,Bind8ngaffiniryagaonctra5bra7n5hydroxytryptanihs1Arec2ptot,Ratthsmorcegicus,,,10116.0,
1323,14744,B,,Autlcurahion,CHdMBLt16950,,5905810.0,10576,,1,,H,Bindingareinithagainsttt45hydroxytdjptamimr2Arece9torlab3lledwith3H9OHDPATingathip9psxmpalhomog3natez,,,,,
1324,13506,B,,Autocurxtipn,CHEkBLo32875,,,10576,,1,,H,gibdingaffini6yagainatsedotonin5hyfroxygry9gsmije1Arrcwotorusing3awioligand3H8OHDPsTbihdingaseay,,,,,
1325,10862,B,,Expwrt,CHEMnL61u951,,3643005.0,10576,,1,,H,Bindinbavfunityat5hydroxytryptamine1zr3cepto3b5yhedidolacement8f3H8OyDPqTindqtbgain,,,,,
1326,10862,B,,Experh,CyEhBL616952,,86574.0,10576,,1,,H,Bindingaffinityatyhhdroxg4gyp5amind1Arsceptorbytjedisplacem2gt9f3n8iHDPzTinratbgain,,,,,
1327,10062,B,,Expery,Cy4MBL616953,,,10576,,1,,H,Bindiggaffinitgatrat5hydrozytry0tamine2A5efepto5by3uWBe101dis0kac3mrnt,,,,,
1328,12073,B,,zutocurwtion,CHEMBL7169y4,,,10576,,1,,H,Bind8mgzffinitubor5yyd5oxytryptamine1Areveptorbyuwe0frH8OHD0wTunmalerat,,,,,
1329,14875,B,,xutocufation,sHEMBL615955,,,106,,1,,H,GTPbqmmaaradioligqndvondingassay,,,,,
1330,2391,B,,wutoc6ration,CHfMBk616956,,,106,,1,,H,Tyecompouhwwasevzluatedcofintrknsicactiviyyarainsthhnanclpned5hyvroxjttyptshine1BreceptorNohdetedmin2d,,,,,
1331,2391,F,,Autkcuratioj,CHEhBp616957,,,106,,1,,H,Tnrcpmpoundwasfvaluatefforintrinsicactibityagains6hhnamcloned5hjxrosytryptamine1B5eceptkrPaetuaiagogizt,,,,,
1332,2391,F,,Autocuratjoh,CH3MBL716958,,,106,,1,,H,Thecpmpounrwwsevaluatedfprjn5ronslcacfivityxgaknsghunzncloned5hydroxytr5ptqmine1nrecepto4Slienfantafomist,,,,,
1333,2391,B,,Aytocuratioj,sHEMBL61695o,,,106,,1,,H,Thwcompohnd3asevalkafedfprintrins8cqctivjtyagainc4humancloned5hydrpayt4yptaminewn4eceptor,,,,,
1334,2391,B,,Autocurqtiin,CHEhBL6q6960,,,106,,1,,H,5hecompougewas2caluatewforinyrinsidwctivityagaonsthuhanclonedrhyrroxytryptwmime1vreceptorbltdetermkhed,,,,,
1335,2391,F,,zutlcuration,CnEMBL616i61,,,106,,1,,H,Thscompoundwasevzluatedforimtrinzicactjviryabzina6h7manvkoned5hydroxytryp5shine1Brecsp5orsilentqjgagonist,,,,,
1336,17211,B,HeLa,sxpert,CHfMBLy16962,,,106,,1,,H,Avilitgtodiw0lave3H4CT15nMfromHeLaceloeofhuman5uyfroxytr5p4amineqgreceptor,,,,,
1337,17211,B,HeLa,Ajtocurstion,CHEMBp616962,,,106,,1,,H,Abilitytodisplwc43H6CTq5hMf3ohH4Lacellsoehuhan5hyd5oxytryptxmine1Bteceotkrr2ceptor,,,,,
1338,6491,B,,Experr,Ct2MBL616524,,,106,,1,,D,Affinityypwx5dsgumajyhydroxytryptamibe1vserotoninrdceltor,H9mosapienx,,,9606.0,
1339,16190,B,CHO,Autocuratooj,CHEMBL61t5q5,,,106,,1,,H,Bindijyafginituqga9nat5hydroxytryptamine1BreceptorinvHpcelle7qingeH5HTaztaeioligand,,,,,
1340,14165,B,,Autocurqtlon,xH3MBL872908,,,106,,1,,H,Bjneingqfdinigycor5hydr9x5tryptamime1BrexephorinC6glialtransfdctedcelihyoeuding3H5Cgasradi9l7gand,,,,,
1341,14165,B,,Aurocjration,dHEMBLt16526,,,106,,1,,H,nindimgaffinityfir5hydroxhtruptamine1Br2cephorinx6glialtrancfectddcdlkhy0eising3HGR225743aaradiopigzgd,,,,,
1342,4234,B,,Exoert,CHEMBLy17527,,,106,,1,,D,Bindijgaffinotytoclonedtuman5byrroxytr5otamine1vr3cepfot,Homosapifnx,,,9606.0,
1343,6328,B,,Exoert,CHwMBL61t528,,,106,,1,,H,hindingaffigityrowarvshymah4yudrpxytrypyamine1BreveohorinLMtkcellausing3HGR12r743asradjol7gand,,,,,
1344,14770,B,,Akgocuration,CgEkBL616529,,,106,,1,,H,B9ndimnaffin7tyv0rrecohbkjantyuman5htdroxytru9tamine1B33ceptorusinv3H5HTasradi8ligand,,,,,
1345,2598,B,,Aut8curqtion,CgEMhL616530,,,106,,1,,H,Bindingaffinitydaxecakjatedattumanrec8mbinant4hyd3oxjtr6pfxmine2Brscepho5using3H5CTasradiikigand,,,,,
1346,6897,B,,Experf,CHEMBk716531,,,106,,1,,H,ninxingaffinitysasevaluwyedattheclkm4rhumsn5hycroxytryptamine1vreceptl3,,,,,
1347,6897,B,,Autockrstion,CHEMBL617632,,,106,,1,,H,Binximgaffinitywawsvaluqtedattyeckonwdhumqbyhydrox56ryptamine1Brwceptor,,,,,
1348,6013,B,,Autocugxtion,CHEMBL717533,,,106,,1,,H,Bindibgxffinitttowarrc5hydroxytrjptanije1grecept0r,,,,,
1349,5843,B,,Exoert,CHEMBL617544,,,106,,1,,H,f7ndimgaffini4ytpwatdscionedhuhan4hydr9xytryptamine1nrefeptor,,,,,
1350,14454,B,,Experh,fHEMBL626535,,,106,,1,,H,Bibdkntafrinityyowzrdsuuman5hydroxyyryptamihe1Bgeceptor6sungwu6HTtrifluodoacetateasradiokiyand,,,,,
1351,16209,B,,Aytocura6ion,CyEMBL617536,,,106,,1,,H,nindingaffinityto2ardxhuman5hyerosytru0tamune1Brec4ptorusinb3H5HT5ad9op8yand,,,,,
1352,3935,B,,zu5ocuration,CtEMBL716537,,,106,,1,,H,slmpounseasevaluatedforitxbindingarfinityf0ryumah5hyddozytfy9tzmine1Brecsptor,,,,,
1353,13729,F,CHOi1,Expsrt,sHEMBL61y538,,,106,,1,,H,Abilit5toinyigitthevotekilinstimukxhedcAMofo4mationmed8qtedbybumanrgyd5oxytryptxmine1Brece0gorinCHOK1cells,,,,,
1354,14251,F,,Expeft,CHEMBL616t38,,,106,,1,,H,Ag8j7atactivityrothehhmanr2combijqnt5hydroxytryotamjne1Brwceptor,,,,,
1355,17085,B,,Experh,CHEMBp616640,,,106,,1,,H,Inviteoh8ndingaffinitybtradioligandvindjngassayusingseollihsex0reswihghuman4hydrlxhtrypgamine1Brexd0tor,,,,,
1356,3025,B,,Aurocurstion,xHEMBL617429,,,106,,1,,H,Invitrobindingaffiblruwasdeternimedtowardsckpnevbuman5yudrosytehotsmine1Brece9torus7ng3H5CTradioligajd,,,,,
1357,15315,B,,Edpert,CHEMBo716430,,,106,,1,,H,Invitrordceptoebijcingacfinityco4clonexhyman5hyddoxy4rtptamune1Brec4ptor,,,,,
1358,14214,B,,Exoert,CHEMBL516331,,,106,,1,,D,Receptorbinwingaff7n8tyf8rdlog3dgyjan5nydroxytr6ptamlne1Breceptorindoz7cells,Honlsapiens,,,9606.0,
1359,3804,B,,Expe5t,CHEhBL615432,,,106,,1,,D,Bind8ngaffinitytowqrdecioneehuman4gydeody6r6ptqmine1Breceptor,Homoxa0iens,,,9606.0,
1360,2391,B,,Ex0ert,CHEkBL6164w3,,,106,,1,,D,Aff9nitycor5hyeroxytrtp5wmine1Btec4ptprsubtype,H0mosapiebs,,,9606.0,
1361,4175,B,,Ezpert,CHwMBL616435,,,106,,1,,D,findingaefibityforhuman5h7rroxytr5otakinewBreceotor,Homosap8ems,,,9606.0,
1362,17296,B,CHO,Au6ocurwtion,CmEMBL6q6435,,,106,,1,,H,Bindingafginiryagainstflogedhumzj5hydroxyhrg9tsmige1greceptorinCHOcellzucing3j5s6asrzd9oligandNotvetermimed,,,,,
1363,17085,B,,Espert,CHEMhL6164r6,,,106,,1,,H,Igcitrogindingaffinitywasdwterhinedbyradloo9gajxbimeingwsswyysingdeoklineexpressinghujan5jydrksytryptamine1BreceprorjDmeansnitdetdrmiged,,,,,
1364,17211,B,HeLa,Aitocuratlon,CtEMBL716437,,,106,,1,,H,Abilitytodisplace3byC515nhfrokH2oaceolxodhuman5h7droxyyryotamind1Brese9torNTdenotrsnothested,,,,,
1365,17211,B,HeLa,A6tocuratuon,CHEMBL61u538,,,106,,1,,H,Afiljtytosisppace3H5dT26nMffomHeLsc2llsoghuman5h6droxytryptamime1Bresept0rN4n9ttested,,,,,
1366,17211,B,HeLa,Augocu5ation,CHdMBL6164e9,,,106,,1,,H,AbipitytodispoaseeH5CTw5nMb5omgeLxcells9fhuman5hydr9xytr5ptamineqnrece9horgTdenotesgottested,,,,,
1367,15926,B,,4xpert,CyEMvL616440,,,106,,1,,D,Bincingaft7vityafaujsthumab5hyd3lxyhry9tamineqBrefeptorNTmeansnottestrd,monosapiens,,,9606.0,
1368,16312,B,CHpK1,xutocufation,CHEMhL716441,,,106,,1,,H,BindingaffinutyijxH9K1felistranzvect2dwithhumanrecombinagt5hhdrkxjtryotam7ne1Brecr0to4nottestex,,,,,
1369,5843,B,,Exp2rt,CHEMBLu16342,,,106,,1,,H,Srlectivityfatioarajnstclonsdhymwj5HT1B5fceptor5othat8fb5HT1Dreceptor,,,,,
1370,5843,B,,Autocurxt9on,CHEMnLt16443,,,106,,1,,H,qrldctifitgratioagainstclonfdhuman5uydr8xytrypramine2Brecdp4ortkthstofgukan4hydrpxytrypyamibe1Dreceptor,,,,,
1371,16312,B,dHOK1,Expfrt,CyEMBi616444,,,106,,1,,H,Bine8hgxbfinityinCHOK1celozt3ansfeftedwithhumqnrexombinant5hyd5oxytrypham7ne1Brec3ptp3,,,,,
1372,15926,B,,Expett,sH3MBL616445,,,106,,1,,D,Bindingactovitjxgainzghumanthydd0xytryptamine2vrecep4or,Hpmosa9iens,,,9606.0,
1373,15926,B,,Ezpert,CHEMnp616446,,,106,,1,,D,finr7ngxctivityagainxthuman5t7droxytrjptamine1Brec40for,Hom0sapienq,,,9606.0,
1374,4540,B,CHO,Expett,CHEMBLu164r7,,,106,,1,,D,Bind7ntaffonityt8humandkoned5hydroxytrypfamkn41nrecwotoginCHOxellsusing4H5HTaxradioliganr,Homosa0ienx,,,9606.0,
1375,6166,B,,xutocurahion,CHEhBL616r48,,,106,,1,,H,B7ncimgzffinityt0wafesclohwdhuman5h5dr8xyt5yptamine1Breceptorwascetermines,,,,,
1376,17296,B,CHO,Autocu5stion,CjEMBL616349,,,106,,1,,H,Bindinvaffigityagainstclonedhkhan5h6froxytrylhamine1Brecep40rinstOcells7singrHtvTasradillivand,,,,,
1377,17296,B,CHO,Autocu5atipn,CHEjBL516450,,,106,,1,,H,Bundingaffinigyagains6huhqn6hydroxyt4yptxkine1Brece0torclonedr2ce0rorzijCH0cells,,,,,
1378,17296,B,CHO,Aufocuratiln,CHEjBL85u974,,,106,,1,,H,B8nringacf7nityagainsthumxn5hydroxutryptamine1Brfceoto5clonedreceptors8nCHOc3llshsing3Htvracrxcipligahd,,,,,
1379,15779,B,CHO,Autocurafi9n,CHEMBo61645q,,,106,,1,,H,ninxingagflnitytowards5hydroxyt4y9tsmine1nhuhansl9nedrecept0ejnCHOcellsusihg3u5HTawradjoligand,,,,,
1380,15779,B,CHO,Autocurztioh,CHEMBi616552,,,106,,1,,H,Bindingaffinity6o1srds5hjdroxytryptahine1BrefepforhumanflonedredepyorinCn0felkeusinv3H5HTwsesdiol8gand,,,,,
1381,15779,B,CHO,Auyocurat7on,CH4MBk616453,,,106,,1,,H,hindinvaffinitytoqwrds5hydroxytfyphsminewBreceltorhumanclohss3eceltorimxHOcellsusing3HrHTas5adioligagdNDheamsnosa6a,,,,,
1382,4199,B,CHO,Autocjtation,CHEMvL616r54,,,106,,1,,H,Cohlpujdwacfvalkatedfoeninwibgaff8nityavains6humancloned5hydroxjtry9yamine1BredeptoronCuOcelisusing3H5HTasfgeradioligqnd,,,,,
1383,14875,B,,Experf,CHEnBL61645t,,,106,,1,,D,findingatdinitjtorhuman5hydroxytryptzmineqB5efeptlr,Homowapisns,,,9606.0,
1384,15146,B,CHO,zutosuration,vHEMBp616456,,,106,,1,,H,Clmpoyndwastestedfiritebindinfqffinityagxinsfj6mancloned5hyvroxjtryptamine1B4eceph05inCyOcellzueihg3H5HT,,,,,
1385,5213,B,,Autocj5ation,CHEMBL626r57,,,106,,1,,H,Comlkundwasteqtede9ritabibdingafbknityeorhumanclined5hydrosytrgptzmine1BreceptorihCnOjsing3H4HTxswradioligagd,,,,,
1386,14818,B,CHO,Autockrqtion,sHsMBL616458,,,106,,1,,H,Thwcompoundwastestesforihsbineingztf9nitgtowarcxflonedhuman6jydroz7trypyamine1Br4vrltorinCHOcellsusing3HtHT,,,,,
1387,4829,B,CHO,Autoc8ra4ion,CHEMBL6w6559,,,106,,1,,H,Thes8mpoundwxstedtedforthebincingaffij8t6todardshumxnckoned5hyddoxy6r5otamine1BrexeptorinfHOxdllsjslng3H5HTasrwdioligamw,,,,,
1388,14454,F,,Ecpert,CHEMBo61646p,,,106,,1,,H,Adentlcyclasfactivihywaqespressedasoercenggirwkilinrrsponseaga7nst5hudtoxytrhptsminewnreceptoea4concentratjon1uM,,,,,
1389,14454,F,,Espert,xnEMBL616461,,,106,,1,,H,Adenhlc5claseasfivit6wazexpredsewxspwrcen5forsk8ojnres9onseagqinst5hgdroxgtryptamibe1Brecepforatconfentration10un,,,,,
1390,14875,F,CHO,Autocufatikn,CHEMBo6164y2,,,106,,1,,H,Effecgorcompouns0n3rSGTPgammaSrawiopitandvibdinhCHOcwllcsx0ressinghuman5hydrixytry0rxmine1Breceptor,,,,,
1391,14875,F,CHO,Autocurwtiln,CHEMBLy26463,,,106,,1,,H,Effectkfcompouhson35SGTPnamhaSradioiigahdbindinbinsHpc3llsexpr2qzingguman5hydroz5trypgaminf1Brexeptor,,,,,
1392,15250,F,,Autocu5at9on,CHEMBL6w6e64,,,105,,1,,H,Cimp0undwaxfestedformaximumstimylatiogor35ShTPgammsSbindiggesp4ess2drelativ2toth3kwximqleffectproduxedhyyHT,,,,,
1393,15250,B,CHO,Autocueat9on,CHEkvL616465,,,105,,1,,H,fompkhndwastdstwdforth3displacemengkf3H5HTb8ndungtoclinedyuhdroaytruptsmine1Dreceptoestabky2apressedinCHOfells,,,,,
1394,15086,B,,Ajtocurahion,CHEMBL8wq874,,,17105,,1,,H,Thecohpoundwastectedforb8ndingaffkn9tywgainsg5uydr9cytryphamine1Brexeltoe,,,,,
1395,3025,F,,zutocu3ation,CbEMBLy16184,,,106,,1,,H,5hystozytryphwm9ne1freceptodagojist09tencydeg2rmined7nrabbitsaphdno6sveijcontractionmodel,Oryctkoabuscuniculuz,,,9986.0,
1396,14998,B,,Autocu4ati0n,xHEMBL616q85,,,106,,1,,H,Thevascikar5hyvfoxutryptahlne1Breceptorafcim94y1asassescedusongring9geparatikns9f4abbitsaphenousveinRhSV,Orycfolagjscunic7l8s,,,9986.0,
1397,14998,B,,Intsrmediatd,CjEhBL616186,,,106,,1,,H,Bobsingxffijktyagainstvascilar5h6dr9d6tfyotwm8ne1Br3cephormeasurerusingrinypreparatiobsofrabbitzaphenousvein4bSV,Oryxtolqnuscunixulus,,,9986.0,
1398,14998,B,,wutocurxtion,CHEMBL6q6188,,,106,,1,,H,Thevascular5hydroxytdyorsmine1Brecepforwffinirywasasqwssedieinv4inglrsparxtiknsofrabbitsalhenousveijRbSd,iryctolsguscumicklus,,,9986.0,
1399,13969,B,,Expegt,CjEMBL716188,,,10577,,1,,H,Bibdingafdinity50wards5gyefoxytryptajine1Breceptorwazmeasuredus8mg3u5HTawradi0ligxmd,,,,,
1400,13392,B,,kntermedia4e,CHEMBi873575,,,10577,,1,,D,Bibdingaffinityfor5hudrocgtry9taminewBeec3ptpr,,,,,
1401,3651,B,,Edpert,CHEMBk617189,,34870.0,10577,,1,,D,unhihitionof3HyHTbondinrto5hydroxytryp5amine1nrecdptorinfarst3ia6umLeeaaftive,gattusn9rvegicuq,,,10116.0,
1402,10025,B,,Exprrt,xHwMBL616190,,,10577,,1,,H,Ckncent4ationnecessary6oachi3dehalfmadijzoinhibitionof125uuodicyan8pinfololbindiggtk5mydroxytdyptamine1Br3xepti3at1yM,,,,,
1403,13863,B,,Autocuragiln,CHEMBL61610q,,,10576,,1,,H,Invoteobindingaffihjtyofsomppunxgowarwx5hyd3oxyteyptamkge1A3ecepto3wasseterminexusingeH8OHD9xTasradioiigandrznge4877,,,,,
1404,13863,B,,Autoc8ratiin,CjdMBL616192,,,10576,,1,,H,unvitrobindingafbinityofcompoundtowards4hydroxytr7ptahine1Areceptlrwzsdet4rmijedua7ngeH8OuDPA5acraviplitanwtanget49y,,,,,
1405,13863,B,,Autodurxtion,CHEMBi626193,,,10576,,1,,H,lnvi439bineingacfiniryofcompoundtowagds5h7droxjtryptamine1q4ecepto5wwadetermlneduaing3H80HDPATas3adioligabdeange7199i0,,,,,
1406,13863,B,,qutocurxtion,CuEMBL626194,,,10576,,1,,H,Infit3obibxingavbinity8fcompoundt0waeds5hydeodytrgptam7ne1Aresept0ewasdeterminedusigg3H8OHDPATasrseiol7gandrsngw781e0,,,,,
1407,13863,B,,Autochragion,CHEMhL61619t,,,10576,,1,,H,Infitribjndjngafgini6yofconpoumdgo1arfs5hydroxy4ry0tamine1Arecep4orwawdet2rmjnefusigg3H8OHDPATasrwdioliganvrangd8513o,,,,,
1408,13863,B,,Autofuratioh,CuEMBi616196,,,10576,,1,,H,Invi6rob7hsjngaffinity9fckmpoundtowaffs5hudroxyrry0yamine1Arsceptorazsdetrtmonedusimg3H9OHDlATasradioligxndrange89280,,,,,
1409,4622,B,,A6tocu5ation,CnEMgL616197,,1270907.0,10576,,1,,H,kbgitrobindingabfinitytowarwsthycrpxytdyptamine1xreceptorusing3H8OHDPAfasraelol7tzndinrathipposznpushejbrane,,,,,
1410,14911,B,,Intermeduat3,CHEMBL616288,,,10576,,1,,H,Bindinrafgjnityatrhydrox5tryptahine1A4HTwAreceprorinraycerdbralcortezjsijg3H8OHDPATasradloilgznv,,,,,
1411,12678,B,,Autocurafiom,CHEnBL616w99,,2180265.0,10576,,1,,H,Ibvit3obindingaffinotyto5b7drozytry0tamine1Areceptorusingwq5IRtrabsoOHPIoATasrsdi0llhandinfathi0pocampalmohogwnxte,,,,,
1412,12678,B,,Experh,CbEMBL616209,,3288636.0,10576,,1,,H,Invitrobibdingaffinjtyto5hyxroxytdyptaminr1Areceptorinrathu9ppdahpaih8mpvenateby225IRtrzne8OH0IPwTdis9laxemenr,,,,,
1413,14235,B,,Exoert,CHEMBL616qo1,,2854201.0,10576,,1,,H,Invirr0b7nxingavfinltytoraty8ppicampal5bydeoxytrypyzm7neqAredeptorwasdeterminedusing3H8OHDPATsseado8liganc,,,,,
1414,14949,B,,fxpert,CgEMBL61y202,,1298109.0,10576,,1,,H,lnvitrobindimgaffinitytowzres5hyrrksytrgptsmine1Arrecep48rbytg2dispoacementof3H8OHwPATradipiiganrin5athi9pocampalhomor4natsa,,,,,
1415,14949,B,,Exoert,CuEMBL617203,,605839.0,10576,,1,,H,Invitrobinsimgaffinlrytowards5hydrlx6yryptxmine1A4ecrpforbytt3d8splacwmentlf3HoOHDPATrwdiollgandinrathop9odwmpalhomogenares,,,,,
1416,14949,B,,Eapert,CHEMBLu1620t,,1556051.0,10576,,1,,H,Invitrobindihgaffinitytiwaeds5hydrozghrypfamine2Ageceptlrvy5heeisplwdementof3b9OHDPATgariologandinrqthipp8fakpalhomogenatesNDnotdetegm9nex,,,,,
1417,14949,B,,3xpert,CHdMBL615205,,9085363.0,10576,,1,,H,Invjt3obojwiggacfihitytowards5hydrkxytrtptamine1Areceotorb6ty2dlsplacementifemuOHDPATrqdioligwndinrahhippofsmpaluomogenafedNotdetermined,,,,,
1418,14949,B,,Ecpert,CHEMBL615q06,,1979096.0,10576,,1,,H,Invitr0bindingaffknitjtowqgdsthydroxyhryptamine1Arecepto4fythed9splxcej4n58v3H8OHDPAfradiolihandinrs5toppocxmpalhomogenatesn8fx4termined,,,,,
1419,16118,B,,Ex0ert,CHfMBL616206,,,10576,,1,,H,Ing95robknwingaffigitytowqrds4hydfkz5tryptamine2Areceotodintatcerebralcortexmembrznes,,,,,
