assays_ASI,assays_DOI,assays_ASST,assays_ASSCT,assays_CURAB,assays_CHEI,assays_ASTTY,assays_TII,assays_Ti,assays_SASI,assays_SRI,assays_VARII,assays_RELATTY,assays_Descri,assays_ASSOR,assays_ASSSUBFRA,assays_ASTI,assays_CONFSC,assays_CEI,assays_BFOR
9333,11450,A,,Intermediate,CHEMBL622526,,955.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.16-1.76 % dose/g",Rattus norvegicus,,Brain,1,,BAO_0000218
9334,11450,A,,Intermediate,CHEMBL619849,,955.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.96-3.72 % dose/g",Rattus norvegicus,,Brain,1,,BAO_0000218
9335,11450,A,,Intermediate,CHEMBL619850,,955.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.57-3.59 % dose/g",Rattus norvegicus,,Brain,1,,BAO_0000218
9336,11450,A,,Intermediate,CHEMBL623864,,955.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.36-1.53 % dose/g",Rattus norvegicus,,Brain,1,,BAO_0000218
9337,11450,A,,Intermediate,CHEMBL623865,,955.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.81-1.08 % dose/g",Rattus norvegicus,,Brain,1,,BAO_0000218
9338,11450,A,,Intermediate,CHEMBL623866,,948.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.84-0.98 % dose/g",Rattus norvegicus,,Heart,1,,BAO_0000218
9339,11450,A,,Intermediate,CHEMBL623867,,948.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.53 % dose/g",Rattus norvegicus,,Heart,1,,BAO_0000218
9340,11450,A,,Intermediate,CHEMBL877615,,948.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.22-1.48 % dose/g",Rattus norvegicus,,Heart,1,,BAO_0000218
9341,11450,A,,Intermediate,CHEMBL623868,,948.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.85-1.13 % dose/g",Rattus norvegicus,,Heart,1,,BAO_0000218
9342,11450,A,,Intermediate,CHEMBL623869,,948.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.55-0.63 % dose/g",Rattus norvegicus,,Heart,1,,BAO_0000218
9343,11450,A,,Intermediate,CHEMBL623870,,948.0,50597,,1,,N,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.33-0.42 % dose/g",Rattus norvegicus,,Heart,1,,BAO_0000218
9344,16434,A,,Intermediate,CHEMBL623871,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9345,16434,A,,Intermediate,CHEMBL623872,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9346,16435,A,,Intermediate,CHEMBL622129,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9347,16435,A,,Intermediate,CHEMBL622130,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9348,16435,A,,Intermediate,CHEMBL622131,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9349,16435,A,,Intermediate,CHEMBL622132,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9350,16435,A,,Intermediate,CHEMBL622133,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9351,16435,A,,Intermediate,CHEMBL622134,,2048.0,50597,,1,,N,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Rattus norvegicus,,Lung,1,,BAO_0000218
9352,16435,A,,Intermediate,CHEMBL622135,,2048.0,50597,,1,,N,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Rattus norvegicus,,Lung,1,,BAO_0000218
9353,16435,A,,Intermediate,CHEMBL622136,,2048.0,50597,,1,,N,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Rattus norvegicus,,Lung,1,,BAO_0000218
9354,16434,A,,Intermediate,CHEMBL622137,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9355,16434,A,,Intermediate,CHEMBL622138,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9356,16434,A,,Intermediate,CHEMBL623017,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9357,16434,A,,Intermediate,CHEMBL623018,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9358,16434,A,,Intermediate,CHEMBL623019,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9359,16434,A,,Intermediate,CHEMBL623020,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9360,16434,A,,Intermediate,CHEMBL623021,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9361,16434,A,,Intermediate,CHEMBL623022,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9362,16435,A,,Intermediate,CHEMBL623023,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9363,16435,A,,Intermediate,CHEMBL623024,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9364,16435,A,,Intermediate,CHEMBL623025,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9365,16435,A,,Intermediate,CHEMBL620545,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9366,16435,A,,Intermediate,CHEMBL620546,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9367,16435,A,,Intermediate,CHEMBL620547,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9368,16435,A,,Intermediate,CHEMBL620548,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9369,16435,A,,Intermediate,CHEMBL620549,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9370,16434,A,,Intermediate,CHEMBL620550,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9371,16434,A,,Intermediate,CHEMBL620551,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9372,16434,A,,Intermediate,CHEMBL620552,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9373,16435,A,,Intermediate,CHEMBL620553,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9374,16435,A,,Intermediate,CHEMBL620554,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9375,16435,A,,Intermediate,CHEMBL875845,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9376,16435,A,,Intermediate,CHEMBL620555,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9377,16435,A,,Intermediate,CHEMBL620556,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9378,16435,A,,Intermediate,CHEMBL620557,,2385.0,50597,,1,,N,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Rattus norvegicus,,Muscle tissue,1,,BAO_0000218
9379,16434,A,,Intermediate,CHEMBL620558,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Rattus norvegicus,,,1,,BAO_0000218
9380,16434,A,,Intermediate,CHEMBL620559,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Rattus norvegicus,,,1,,BAO_0000218
9381,16434,A,,Intermediate,CHEMBL622939,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Rattus norvegicus,,,1,,BAO_0000218
9382,16434,A,,Intermediate,CHEMBL622940,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Rattus norvegicus,,,1,,BAO_0000218
9383,16434,A,,Intermediate,CHEMBL622941,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Rattus norvegicus,,,1,,BAO_0000218
9384,16434,A,,Intermediate,CHEMBL622942,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Rattus norvegicus,,,1,,BAO_0000218
9385,16434,A,,Intermediate,CHEMBL622943,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Rattus norvegicus,,,1,,BAO_0000218
9386,16434,A,,Intermediate,CHEMBL622944,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Rattus norvegicus,,,1,,BAO_0000218
9387,16435,A,,Intermediate,CHEMBL622945,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Rattus norvegicus,,,1,,BAO_0000218
9388,16435,A,,Intermediate,CHEMBL622946,,,50597,,1,,N,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Rattus norvegicus,,,1,,BAO_0000218
9389,3341,A,,Intermediate,CHEMBL622947,,,50597,,1,,N,Compound was evaluated for terminal half life in rat,Rattus norvegicus,,,1,,BAO_0000218
9390,3634,A,,Intermediate,CHEMBL622948,In vivo,1969.0,50597,,1,,N,Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,Rattus norvegicus,,Plasma,1,,BAO_0000218
9391,3634,A,,Intermediate,CHEMBL622949,In vivo,1969.0,50597,,1,,N,Compound was evaluated in vivo in rat for the plasma half-life at a oral dose of 20 mg/kg experiment by using concentration vs time curve,Rattus norvegicus,,Plasma,1,,BAO_0000218
9392,4839,A,,Intermediate,CHEMBL622950,,,50597,,1,,N,Compound was tested for its half life in rat,Rattus norvegicus,,,1,,BAO_0000218
9393,5005,A,,Intermediate,CHEMBL622951,In vivo,1969.0,22224,,1,,U,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,Macaca mulatta,,Plasma,0,,BAO_0000218
9394,5005,A,,Intermediate,CHEMBL622952,,1969.0,22224,,1,,U,Compound was tested for its plasma half life in Sprague Dawley rats,Rattus norvegicus,,Plasma,0,,BAO_0000366
9395,5005,A,,Intermediate,CHEMBL622953,,1969.0,22224,,1,,U,Compound was tested for its plasma half life in Sprague Dawley rats; ND is not determined,Rattus norvegicus,,Plasma,0,,BAO_0000366
9396,1094,A,,Intermediate,CHEMBL873818,,1969.0,50597,,1,,N,Compound was tested for plasma half-life period in rat,Rattus norvegicus,,Plasma,1,,BAO_0000218
9397,5031,A,,Intermediate,CHEMBL622954,In vivo,,50597,,1,,N,Elimination half life after i.v. administration of compound in rats,Rattus norvegicus,,,1,,BAO_0000218
9398,6518,A,,Intermediate,CHEMBL622955,In vivo,,50597,,1,,N,Elimination half-life after IV dosing at 0.5 mg/kg in rat,Rattus norvegicus,,,1,,BAO_0000218
9399,6518,A,,Intermediate,CHEMBL875229,In vivo,,50597,,1,,N,Elimination half-life after IV dosing at 1 mg/kg in rat,Rattus norvegicus,,,1,,BAO_0000218
9400,6518,A,,Intermediate,CHEMBL622956,In vivo,,50597,,1,,N,Elimination half-life after oral administration at a dose of 2 mg/kg in rat,Rattus norvegicus,,,1,,BAO_0000218
9401,6518,A,,Intermediate,CHEMBL622957,In vivo,,50597,,1,,N,Elimination half-life after oral administration at a dose of 4 mg/kg in rat,Rattus norvegicus,,,1,,BAO_0000218
9402,5408,A,,Intermediate,CHEMBL622958,In vivo,955.0,50597,,1,,N,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,Rattus norvegicus,,Brain,1,,BAO_0000218
9403,5408,A,,Intermediate,CHEMBL622959,In vivo,1969.0,50597,,1,,N,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,Rattus norvegicus,,Plasma,1,,BAO_0000218
9404,5408,A,,Intermediate,CHEMBL622960,In vivo,955.0,50597,,1,,N,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,Rattus norvegicus,,Brain,1,,BAO_0000218
9405,5408,A,,Intermediate,CHEMBL622961,In vivo,1969.0,50597,,1,,N,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,Rattus norvegicus,,Plasma,1,,BAO_0000218
9406,4687,A,,Intermediate,CHEMBL622962,In vivo,,50597,,1,,N,Evaluated for the half life in rat (in vivo),Rattus norvegicus,,,1,,BAO_0000218
9407,6640,A,,Intermediate,CHEMBL622963,,,50597,,1,,N,Hafl life in rat,Rattus norvegicus,,,1,,BAO_0000218
9408,6640,A,,Intermediate,CHEMBL622964,,,50597,,1,,N,Hafl life rat,Rattus norvegicus,,,1,,BAO_0000218
9409,6641,A,,Intermediate,CHEMBL622965,,,50597,,1,,N,Hafl life rat,Rattus norvegicus,,,1,,BAO_0000218
9410,6640,A,,Intermediate,CHEMBL622966,,,50597,,1,,N,Hafl life rat; Not determined,Rattus norvegicus,,,1,,BAO_0000218
9411,6641,A,,Intermediate,CHEMBL622967,,,50597,,1,,N,Hafl life rat; Not determined,Rattus norvegicus,,,1,,BAO_0000218
9412,17411,A,,Intermediate,CHEMBL622968,In vivo,2113.0,50597,,1,,N,Half life in kidney was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,Rattus norvegicus,,Kidney,1,,BAO_0000218
9413,17411,A,,Intermediate,CHEMBL622969,In vivo,2107.0,50597,,1,,N,Half life in liver was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,Rattus norvegicus,,Liver,1,,BAO_0000218
9414,17411,A,,Intermediate,CHEMBL875327,In vivo,2048.0,50597,,1,,N,Half life in lung was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,Rattus norvegicus,,Lung,1,,BAO_0000218
9415,6570,A,,Intermediate,CHEMBL628638,In vivo,,50597,,1,,N,Half life in rat after 1 mg/kg i.v. administration,Rattus norvegicus,,,1,,BAO_0000218
9416,6570,A,,Intermediate,CHEMBL628639,In vivo,,50597,,1,,N,Half life in rat after 2 mg/kg peroral administration,Rattus norvegicus,,,1,,BAO_0000218
9417,17411,A,,Intermediate,CHEMBL625840,In vivo,,50597,,1,,N,Half life in serum was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,Rattus norvegicus,,,1,,BAO_0000218
9418,4722,A,,Intermediate,CHEMBL625841,In vivo,,50597,,1,,N,Half life of 10 mg/kg oral dose determined in rats,Rattus norvegicus,,,1,,BAO_0000218
9419,5978,A,,Intermediate,CHEMBL625842,In vivo,,50597,,1,,N,Half life of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9420,5978,A,,Intermediate,CHEMBL625843,In vivo,,50597,,1,,N,Half life of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9421,5978,A,,Intermediate,CHEMBL625844,In vivo,,50597,,1,,N,Half life of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9422,5978,A,,Intermediate,CHEMBL873822,In vivo,,50597,,1,,N,Half life of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9423,5978,A,,Intermediate,CHEMBL625845,In vivo,,50597,,1,,N,Half life of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9424,5978,A,,Intermediate,CHEMBL627059,In vivo,,50597,,1,,N,Half life of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9425,5978,A,,Intermediate,CHEMBL627060,In vivo,,50597,,1,,N,Half life of compound (9.84 mg/kg) after po administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9426,5978,A,,Intermediate,CHEMBL627061,In vivo,,50597,,1,,N,Half life of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,Rattus norvegicus,,,1,,BAO_0000218
9427,4762,A,,Intermediate,CHEMBL627709,In vivo,,50597,,1,,N,Half life of compound at 5 mg/kg after po administration was determined in rat,Rattus norvegicus,,,1,,BAO_0000218
9428,5327,A,,Intermediate,CHEMBL627710,In vivo,,50597,,1,,N,Half life of compound determined after intravenous administration to rat,Rattus norvegicus,,,1,,BAO_0000218
9429,4847,A,,Intermediate,CHEMBL627711,,,50597,,1,,N,Half life of compound was determined in rat,Rattus norvegicus,,,1,,BAO_0000218
9430,17720,A,,Intermediate,CHEMBL627712,In vivo,1969.0,50597,,1,,N,Half life at a dose of 4 mg/kg in Rat Plasma after iv administration,Rattus norvegicus,,Plasma,1,,BAO_0000218
9431,4723,A,,Intermediate,CHEMBL627713,In vivo,,50597,,1,,N,Half life determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,Rattus norvegicus,,,1,,BAO_0000218
9432,4723,A,,Intermediate,CHEMBL627714,In vivo,,50597,,1,,N,Half life determined after 3 mg/kg oral administration in potassium oxonate treated rats,Rattus norvegicus,,,1,,BAO_0000218
9433,4256,A,,Intermediate,CHEMBL627889,In vivo,,22224,,1,,U,Half life determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,Macaca fascicularis,,,0,,BAO_0000218
9434,4256,A,,Intermediate,CHEMBL627890,In vivo,,22224,,1,,U,Half life determined in rat by intravenous administration,Rattus norvegicus,,,0,,BAO_0000218
9435,4722,A,,Intermediate,CHEMBL627891,In vivo,,50597,,1,,N,Half life determined in rats after iv administration,Rattus norvegicus,,,1,,BAO_0000218
9436,6535,A,,Intermediate,CHEMBL627892,In vivo,1969.0,50597,,1,,N,Half life in rat plasma after administration of 2 mg/kg iv,Rattus norvegicus,,Plasma,1,,BAO_0000218
9437,6535,A,,Intermediate,CHEMBL627893,In vivo,1969.0,50597,,1,,N,Half life in rat plasma after administration of 2 mg/kg iv,Rattus norvegicus,,Plasma,1,,BAO_0000218
9438,1435,A,,Intermediate,CHEMBL627894,,1969.0,50597,,1,,N,Half life in rat plasma was determined,Rattus norvegicus,,Plasma,1,,BAO_0000218
9439,1435,A,,Intermediate,CHEMBL627895,,1969.0,50597,,1,,N,Half life in rat plasma was determined; NA means not applicable,Rattus norvegicus,,Plasma,1,,BAO_0000218
9440,5206,A,,Intermediate,CHEMBL627896,,,50597,,1,,N,Half life in rat was tested,Rattus norvegicus,,,1,,BAO_0000218
9441,6080,A,,Intermediate,CHEMBL627897,,1969.0,50597,,1,,N,Half life measured in rat plasma,Rattus norvegicus,,Plasma,1,,BAO_0000218
9442,4449,A,,Intermediate,CHEMBL627898,,,50597,,1,,N,Half life recorded in rats,Rattus norvegicus,,,1,,BAO_0000218
9443,6057,A,,Intermediate,CHEMBL627899,,,50597,,1,,N,Half life was calculated,Rattus norvegicus,,,1,,BAO_0000218
9444,6057,A,,Intermediate,CHEMBL873823,,,50597,,1,,N,Half life was calculated in rat,Rattus norvegicus,,,1,,BAO_0000218
9445,3747,A,,Intermediate,CHEMBL627900,,,50597,,1,,N,Half life was determined,Rattus norvegicus,,,1,,BAO_0000218
9446,17858,A,,Intermediate,CHEMBL627901,In vivo,,50597,,1,,N,Half life after 10 mg/kg oral administration in rat,Rattus norvegicus,,,1,,BAO_0000218
9447,16365,A,,Intermediate,CHEMBL627902,In vivo,,50597,,1,,N,Half life after administering orally a dose of 10 mg/kg to a fasting rat,Rattus norvegicus,,,1,,BAO_0000218
9448,16365,A,,Intermediate,CHEMBL627903,In vivo,,50597,,1,,N,Half life after administering orally a dose of 30 mg/kg,Rattus norvegicus,,,1,,BAO_0000218
9449,5031,A,,Intermediate,CHEMBL627904,,,50597,,1,,N,Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,Rattus norvegicus,,,1,,BAO_0000218
9450,4722,A,,Intermediate,CHEMBL627905,,,50597,,1,,N,Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,Rattus norvegicus,,,1,,BAO_0000218
9451,6078,A,,Intermediate,CHEMBL627906,,,50597,,1,,N,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,Rattus norvegicus,,,1,,BAO_0000218
9452,6078,A,,Intermediate,CHEMBL627907,,,50597,,1,,N,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,Rattus norvegicus,,,1,,BAO_0000218
9453,6078,A,,Intermediate,CHEMBL876783,,,50597,,1,,N,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,Rattus norvegicus,,,1,,BAO_0000218
9454,6078,A,,Intermediate,CHEMBL627908,,,50597,,1,,N,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,Rattus norvegicus,,,1,,BAO_0000218
9455,17065,A,,Intermediate,CHEMBL627909,,,50597,,1,,N,Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,Rattus norvegicus,,,1,,BAO_0000218
9456,1353,A,,Intermediate,CHEMBL627910,,,50597,,1,,N,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,Rattus norvegicus,,,1,,BAO_0000218
9457,1353,A,,Intermediate,CHEMBL627911,,,50597,,1,,N,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),Rattus norvegicus,,,1,,BAO_0000218
9458,1353,A,,Intermediate,CHEMBL627912,,,50597,,1,,N,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),Rattus norvegicus,,,1,,BAO_0000218
9459,1353,A,,Intermediate,CHEMBL627913,,,50597,,1,,N,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),Rattus norvegicus,,,1,,BAO_0000218
9460,1353,A,,Intermediate,CHEMBL627914,,,50597,,1,,N,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),Rattus norvegicus,,,1,,BAO_0000218
9461,16423,A,,Intermediate,CHEMBL627915,,,50597,,1,,N,Area under the curve was evaluated after 10 uM/kg of intra arterial administration,Rattus norvegicus,,,1,,BAO_0000218
9462,16423,A,,Intermediate,CHEMBL627916,,,50597,,1,,N,Area under the curve was evaluated after 20 uM/kg of peroral administration,Rattus norvegicus,,,1,,BAO_0000218
9463,6062,A,,Intermediate,CHEMBL627917,,,50597,,1,,N,Area under the curve was measured in rat after an iv dose of 1 mg/kg,Rattus norvegicus,,,1,,BAO_0000218
9464,6056,A,,Intermediate,CHEMBL627918,,,50597,,1,,N,Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,Rattus norvegicus,,,1,,BAO_0000218
