assays_ss_tp,assays_cnfdnc_scr,assays_b_frmt,assays_dscrptn,assays_ss_d,assays_ss_rgnsm,assays_td,assays_src_ss_d,assays_vrnt_d,assays_ss_tss,assays_ss_cll_tp,assays_rltnshp_tp,assays_dc_d,assays_ss_strn,assays_cll_d,assays_ss_ctgr,assays_tss_d,assays_ss_tst_tp,assays_src_d,assays_ss_tx_d,assays_chmbl_d,assays_crtd_b,assays_ss_sbclllr_frctn
A,1,BAO_0000218,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr blocked time interval,9764,Rattus norvegicus,50597,,,,,N,13091,,,,,,1,10116.0,CHEMBL627841,Intermediate,
A,1,BAO_0000218,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr low time interval,9765,Rattus norvegicus,50597,,,,,N,13091,,,,,,1,10116.0,CHEMBL627842,Intermediate,
A,1,BAO_0000218,Tissue biodistribution into estrogen-primed immature female rat brain at 1 hr time interval,9766,Rattus norvegicus,50597,,,,,N,13091,,,,,,1,10116.0,CHEMBL627843,Intermediate,
A,1,BAO_0000218,Tissue biodistribution into estrogen-primed immature female rat brain at 3 hr time interval,9767,Rattus norvegicus,50597,,,,,N,13091,,,,,,1,10116.0,CHEMBL627844,Intermediate,
A,1,BAO_0000218,Tissue biodistribution into estrogen-primed immature female rat fat at 1 hr blocked time interval,9768,Rattus norvegicus,50597,,,,,N,13091,,,,,,1,10116.0,CHEMBL627845,Intermediate,
A,1,BAO_0000218,Half life period in rat by iv administration at a dose of 3 mg/kg,9769,Rattus norvegicus,50597,,,,,N,5874,,,,,In vivo,1,10116.0,CHEMBL627846,Intermediate,
A,1,BAO_0000218,Half life period in rat plasma at 25 degree Centigrade temperature (pH 7.4),9770,Rattus norvegicus,50597,,,Plasma,,N,1515,,,,1969.0,,1,10116.0,CHEMBL627847,Intermediate,
A,1,BAO_0000218,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4),9771,Rattus norvegicus,50597,,,Plasma,,N,1515,,,,1969.0,,1,10116.0,CHEMBL873821,Intermediate,
A,1,BAO_0000218,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,9772,Rattus norvegicus,50597,,,Plasma,,N,1515,,,,1969.0,,1,10116.0,CHEMBL626079,Intermediate,
A,1,BAO_0000218,Half life period in rat plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,9773,Rattus norvegicus,50597,,,Plasma,,N,1515,,,,1969.0,,1,10116.0,CHEMBL626080,Intermediate,
A,1,BAO_0000218,Half life period was evaluated in rat plasma,9774,Rattus norvegicus,50597,,,Plasma,,N,5491,,,,1969.0,,1,10116.0,CHEMBL626081,Intermediate,
A,1,BAO_0000218,Half life period was evaluated in rat plasma; Not tested,9775,Rattus norvegicus,50597,,,Plasma,,N,5491,,,,1969.0,,1,10116.0,CHEMBL875344,Intermediate,
A,1,BAO_0000218,Half life period was evaluated in rats,9776,Rattus norvegicus,50597,,,,,N,1918,,,,,,1,10116.0,CHEMBL626082,Intermediate,
A,1,BAO_0000218,"Half life period was evaluated in rats, iv",9777,Rattus norvegicus,50597,,,,,N,1918,,,,,In vivo,1,10116.0,CHEMBL626250,Intermediate,
A,1,BAO_0000218,Half life period after intravenous administration at 5 mg/kg in rat,9778,Rattus norvegicus,50597,,,,,N,6113,,,,,In vivo,1,10116.0,CHEMBL626251,Intermediate,
A,1,BAO_0000218,Half life period was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,9779,Rattus norvegicus,50597,,,,,N,5546,,,,,In vivo,1,10116.0,CHEMBL626252,Intermediate,
A,1,BAO_0000218,Half life period was determined in rat after iv administration at a dose of 5 mg/kg,9780,Rattus norvegicus,50597,,,,,N,5553,,,,,In vivo,1,10116.0,CHEMBL626253,Intermediate,
A,1,BAO_0000218,Half life stability of compound was evaluated in rat plasma,9781,Rattus norvegicus,50597,,,Plasma,,N,4188,,,,1969.0,,1,10116.0,CHEMBL626254,Intermediate,
A,1,BAO_0000218,Half life time after intravenous administration (5.0 mg/kg) was determined in rat,9782,Rattus norvegicus,50597,,,,,N,6215,,,,,In vivo,1,10116.0,CHEMBL626255,Intermediate,
A,1,BAO_0000218,Half life time was evaluated at 1 mg/kg of iv administration in Sprague-Dawley rats,9783,Rattus norvegicus,50597,,,,,N,6141,,,,,In vivo,1,10116.0,CHEMBL626256,Intermediate,
A,1,BAO_0000218,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,9784,Rattus norvegicus,50597,,,,,N,5182,,,,,In vivo,1,10116.0,CHEMBL626257,Intermediate,
A,1,BAO_0000218,Half life was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat; NC means not calculated,9785,Rattus norvegicus,50597,,,,,N,5182,,,,,In vivo,1,10116.0,CHEMBL626258,Intermediate,
A,1,BAO_0000218,Half life was measured in fasted male administration of compound 0.5 mg/Kg i.v.,9786,Rattus norvegicus,50597,,,,,N,5710,,,,,In vivo,1,10116.0,CHEMBL626259,Intermediate,
A,1,BAO_0000218,Half in rat i.v.,9787,Rattus norvegicus,50597,,,,,N,5789,,,,,In vivo,1,10116.0,CHEMBL626260,Intermediate,
A,1,BAO_0000218,Half period in rat after intravenous administration,9788,Rattus norvegicus,50597,,,,,N,6011,,,,,In vivo,1,10116.0,CHEMBL875345,Intermediate,
A,1,BAO_0000218,Half-life after repeated oral dose of compound at 1 mg/kg in rats,9789,Rattus norvegicus,50597,,,,,N,17594,,,,,In vivo,1,10116.0,CHEMBL626261,Intermediate,
A,1,BAO_0000218,Half-life measured in in vitro Cathepsin B assay in rat liver,9790,Rattus norvegicus,50597,,,Liver,,N,12357,,,,2107.0,In vitro,1,10116.0,CHEMBL626262,Intermediate,
A,1,BAO_0000218,Half-life of compound was determined in rats,9791,Rattus norvegicus,50597,,,,,N,5210,,,,,,1,10116.0,CHEMBL626263,Intermediate,
A,1,BAO_0000218,Half-life at 10 mg/kg in rat upon intravenous administration,9792,Rattus norvegicus,50597,,,,,N,17596,,,,,In vivo,1,10116.0,CHEMBL625270,Intermediate,
A,1,BAO_0000218,Half-life determined in rat,9793,Rattus norvegicus,50597,,,,,N,6672,,,,,,1,10116.0,CHEMBL625271,Intermediate,
A,1,BAO_0000218,Half-life determined in rat,9794,Rattus norvegicus,50597,,,,,N,6673,,,,,,1,10116.0,CHEMBL625272,Intermediate,
A,1,BAO_0000218,Half-life in brain after intravenous administration (4.7 mg/kg) to male rats,9795,Rattus norvegicus,50597,,,Brain,,N,4910,,,,955.0,In vivo,1,10116.0,CHEMBL625273,Intermediate,
A,1,BAO_0000218,"Half-life in chemical and enzymatic hydrolysis, in 80% rat plasma",9796,Rattus norvegicus,50597,,,Plasma,,N,3741,,,,1969.0,,1,10116.0,CHEMBL625274,Intermediate,
A,1,BAO_0000218,Half-life in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,9797,Rattus norvegicus,50597,,,,,N,17671,,,,,In vivo,1,10116.0,CHEMBL625275,Intermediate,
A,1,BAO_0000218,Half-life in plasma after intravenous administration (4.7 mg/kg) to male rats,9798,Rattus norvegicus,50597,,,Plasma,,N,4910,,,,1969.0,In vivo,1,10116.0,CHEMBL625276,Intermediate,
A,1,BAO_0000218,Half-life in rat plasma,9799,Rattus norvegicus,50597,,,Plasma,,N,17537,,,,1969.0,,1,10116.0,CHEMBL625277,Intermediate,
A,1,BAO_0000218,Half-life in rat plasma was determined,9800,Rattus norvegicus,50597,,,Plasma,,N,4965,,,,1969.0,,1,10116.0,CHEMBL625278,Intermediate,
A,1,BAO_0000218,Half-life in rat plasma; Not tested,9801,Rattus norvegicus,50597,,,Plasma,,N,17537,,,,1969.0,,1,10116.0,CHEMBL625279,Intermediate,
A,1,BAO_0000218,Half-life in rat serum,9802,Rattus norvegicus,50597,,,Serum,,N,6124,,,,1977.0,,1,10116.0,CHEMBL625280,Intermediate,
A,1,BAO_0000218,Half-life in rat serum; na is not available,9803,Rattus norvegicus,50597,,,Serum,,N,6124,,,,1977.0,,1,10116.0,CHEMBL876797,Intermediate,
A,1,BAO_0000218,Half-life was calculated in rat,9804,Rattus norvegicus,50597,,,,,N,6078,,,,,,1,10116.0,CHEMBL625281,Intermediate,
A,1,BAO_0000218,Half-life was calculated in rat plasma,9805,Rattus norvegicus,50597,,,Plasma,,N,17668,,,,1969.0,,1,10116.0,CHEMBL873827,Intermediate,
A,1,BAO_0000218,Half-life was determined,9806,Rattus norvegicus,50597,,,,,N,3185,,,,,,1,10116.0,CHEMBL625282,Intermediate,
A,1,BAO_0000218,Half-life was determined,9807,Rattus norvegicus,50597,,,,,N,4883,,,,,,1,10116.0,CHEMBL625283,Intermediate,
A,1,BAO_0000218,Half-life after administration of 20 mg/Kg oral dose in rat,9808,Rattus norvegicus,50597,,,,,N,2959,,,,,In vivo,1,10116.0,CHEMBL625284,Intermediate,
A,1,BAO_0000218,Half-life after administration of 3.2 mg/kg intravenously in male rat,9809,Rattus norvegicus,50597,,,,,N,4029,,,,,In vivo,1,10116.0,CHEMBL625285,Intermediate,
A,1,BAO_0000218,Half-life after intravenous administration in female rat,9810,Rattus norvegicus,50597,,,,,N,4029,,,,,In vivo,1,10116.0,CHEMBL625286,Intermediate,
A,1,BAO_0000218,Half-life after intravenous administration in male rat,9811,Rattus norvegicus,50597,,,,,N,4029,,,,,In vivo,1,10116.0,CHEMBL625287,Intermediate,
A,1,BAO_0000218,Half-life after intravenous dose in rat,9812,Rattus norvegicus,50597,,,,,N,6180,,,,,In vivo,1,10116.0,CHEMBL625288,Intermediate,
A,1,BAO_0000218,Half-life in a rat liver homogenate preparation,9813,Rattus norvegicus,50597,,,Liver,,N,1557,,,,2107.0,,1,10116.0,CHEMBL625289,Intermediate,
A,1,BAO_0000218,Half-life in plasma of rat,9814,Rattus norvegicus,50597,,,Plasma,,N,12500,,,,1969.0,,1,10116.0,CHEMBL625290,Intermediate,
A,1,BAO_0000218,Half-life in plasma of rat at dose of 3-10 mgkg,9815,Rattus norvegicus,50597,,,Plasma,,N,12500,,,,1969.0,,1,10116.0,CHEMBL876798,Intermediate,
A,1,BAO_0000218,Half-life in rat,9816,Rattus norvegicus,50597,,,,,N,5064,,,,,,1,10116.0,CHEMBL625291,Intermediate,
A,1,BAO_0000218,Half-life in rat,9817,Rattus norvegicus,50597,,,,,N,5145,,,,,,1,10116.0,CHEMBL625292,Intermediate,
A,1,BAO_0000218,Half-life in rat,9818,Rattus norvegicus,50597,,,,,N,5147,,,,,,1,10116.0,CHEMBL625293,Intermediate,
A,1,BAO_0000218,Half-life in rat,9819,Rattus norvegicus,50597,,,,,N,5833,,,,,,1,10116.0,CHEMBL622832,Intermediate,
A,1,BAO_0000218,Half-life in rat,9820,Rattus norvegicus,50597,,,,,N,6596,,,,,,1,10116.0,CHEMBL622833,Intermediate,
A,1,BAO_0000218,Half-life in rat,9821,Rattus norvegicus,50597,,,,,N,17655,,,,,,1,10116.0,CHEMBL622834,Intermediate,
A,1,BAO_0000218,Half-life in rat after oral administration at 10 mg/kg,9822,Rattus norvegicus,50597,,,,,N,6495,,,,,In vivo,1,10116.0,CHEMBL622835,Intermediate,
A,1,BAO_0000218,Half-life in rat after po administration at a dose of 10 mg/kg,9823,Rattus norvegicus,50597,,,,,N,17538,,,,,In vivo,1,10116.0,CHEMBL622836,Intermediate,
A,1,BAO_0000218,Half-life in rat after po administration at a dose of 10 mg/kg; nd is not determined,9824,Rattus norvegicus,50597,,,,,N,17538,,,,,In vivo,1,10116.0,CHEMBL622837,Intermediate,
A,1,BAO_0000218,Half-life in rat at 3 mg/kg dose administered intravenously,9825,Rattus norvegicus,50597,,,,,N,10,,,,,In vivo,1,10116.0,CHEMBL622838,Intermediate,
A,1,BAO_0000218,Half-life in rat brain homogenate,9826,Rattus norvegicus,50597,,,Brain,,N,17669,,,,955.0,,1,10116.0,CHEMBL622839,Intermediate,
A,1,BAO_0000218,Half-life in rat plasma,9827,Rattus norvegicus,50597,,,Plasma,,N,17065,,,,1969.0,,1,10116.0,CHEMBL622840,Intermediate,
A,1,BAO_0000218,Half-life in rats,9828,Rattus norvegicus,50597,,,,,N,4333,,,,,,1,10116.0,CHEMBL622841,Intermediate,
A,1,BAO_0000218,Half-life in Dawley rats,9829,Rattus norvegicus,50597,,,,,N,6827,,,,,,1,10116.0,CHEMBL622842,Intermediate,
A,1,BAO_0000218,Half-life in vitro in rat plasma,9830,Rattus norvegicus,50597,,,Plasma,,N,889,,,,1969.0,In vitro,1,10116.0,CHEMBL622843,Intermediate,
A,1,BAO_0000218,Half-life in vitro in rat plasma; No detectable degradation over 2 hr; no detectable degradation over 2 hours,9831,Rattus norvegicus,50597,,,Plasma,,N,889,,,,1969.0,In vitro,1,10116.0,CHEMBL622844,Intermediate,
A,1,BAO_0000218,"The area under concentration-time curve(AUC) was determined at 20 mg/kg of compound dose, administered intravenously in rat",9832,Rattus norvegicus,50597,,,,,N,3747,,,,,,1,10116.0,CHEMBL622845,Intermediate,
A,1,BAO_0000218,The area under the curve of compound was measured at the dose of 100 umol/kg,9833,Rattus norvegicus,50597,,,,,N,15022,,,,,,1,10116.0,CHEMBL622846,Intermediate,
A,1,BAO_0000218,The area under the curve of compound was measured at the dose of 300 umol/kg,9834,Rattus norvegicus,50597,,,,,N,15022,,,,,,1,10116.0,CHEMBL622847,Intermediate,
A,1,BAO_0000218,The area under the curve of compound was measured at the dose of 30 umol/kg,9835,Rattus norvegicus,50597,,,,,N,15022,,,,,,1,10116.0,CHEMBL622848,Intermediate,
A,1,BAO_0000218,Bioavailability as oral AUC in rats,9836,Rattus norvegicus,50597,,,,,N,3360,,,,,In vivo,1,10116.0,CHEMBL622849,Intermediate,
A,1,BAO_0000218,The plasma concentration versus time curve (AUC) was determined,9837,Rattus norvegicus,50597,,,Plasma,,N,5334,,,,1969.0,,1,10116.0,CHEMBL622850,Intermediate,
A,1,BAO_0000218,Total concentration in kidney was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,9838,Rattus norvegicus,50597,,,,,N,17411,,,,,,1,10116.0,CHEMBL876807,Intermediate,
A,1,BAO_0000218,Total concentration in liver was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,9839,Rattus norvegicus,50597,,,,,N,17411,,,,,,1,10116.0,CHEMBL622851,Intermediate,
A,1,BAO_0000218,Total concentration in lung was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,9840,Rattus norvegicus,50597,,,,,N,17411,,,,,,1,10116.0,CHEMBL622852,Intermediate,
A,1,BAO_0000218,Total concentration in rat after 1 mg/kg i.v. administration in 24 hours,9841,Rattus norvegicus,50597,,,,,N,6570,,,,,,1,10116.0,CHEMBL622853,Intermediate,
A,1,BAO_0000218,Total concentration in rat after 2 mg/kg peroral administration in 24 hours,9842,Rattus norvegicus,50597,,,,,N,6570,,,,,,1,10116.0,CHEMBL622854,Intermediate,
A,1,BAO_0000218,Total concentration in serum was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,9843,Rattus norvegicus,50597,,,,,N,17411,,,,,,1,10116.0,CHEMBL622855,Intermediate,
A,1,BAO_0000218,"Pharmacokinetic Parameter, AUC (0-infinity) is the area under the plasma concentration versus time curve extrapolated to infinity in Female Wistar Rats at 100 mg/kg by po administration",9844,Rattus norvegicus,50597,,,Plasma,,N,14941,,,,1969.0,,1,10116.0,CHEMBL622856,Intermediate,
A,1,BAO_0000218,"Pharmacokinetic Parameter, AUC (0-t) is the area under the plasma concentration versus time curve in Female Wistar Rats at 100 mg/kg by po administration",9845,Rattus norvegicus,50597,,,Plasma,,N,14941,,,,1969.0,,1,10116.0,CHEMBL622857,Intermediate,
A,1,BAO_0000218,AUC in rat after po administration at a dose of 10 mg/kg,9846,Rattus norvegicus,50597,,,Plasma,,N,17538,,,,1969.0,,1,10116.0,CHEMBL622858,Intermediate,
A,1,BAO_0000218,Area under the plasma concentration-time curve in rats after oral administration at 25 mg/kg,9847,Rattus norvegicus,50597,,,Plasma,,N,17752,,,,1969.0,,1,10116.0,CHEMBL622859,Intermediate,
A,1,BAO_0000218,Area under curve value 24 hr after 10 mg/kg iv administration in rats,9848,Rattus norvegicus,50597,,,,,N,17509,,,,,,1,10116.0,CHEMBL622860,Intermediate,
A,1,BAO_0000218,Area under curve value 24 hr after 10 mg/kg oral administration in rats,9849,Rattus norvegicus,50597,,,,,N,17509,,,,,,1,10116.0,CHEMBL622861,Intermediate,
A,1,BAO_0000218,Area under curve value 24 hr after 2 mg/kg iv administration in rats,9850,Rattus norvegicus,50597,,,,,N,17509,,,,,,1,10116.0,CHEMBL622862,Intermediate,
A,1,BAO_0000218,Area under curve value 24 hr after 2 mg/kg oral administration in rats,9851,Rattus norvegicus,50597,,,,,N,17509,,,,,,1,10116.0,CHEMBL622863,Intermediate,
A,1,BAO_0000218,Area under curve value 6 hr after po administration in rat,9852,Rattus norvegicus,50597,,,,,N,17509,,,,,,1,10116.0,CHEMBL623817,Intermediate,
A,1,BAO_0000218,Area under the curve at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,9853,Rattus norvegicus,50597,,,,,N,17717,,,,,,1,10116.0,CHEMBL623818,Intermediate,
A,1,BAO_0000218,"Area under the curve at a concentration of 3 mg/kg in rats, intravenously",9854,Rattus norvegicus,50597,,,,,N,17717,,,,,,1,10116.0,CHEMBL623819,Intermediate,
A,1,BAO_0000218,Area under the curve at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,9855,Rattus norvegicus,50597,,,,,N,17717,,,,,,1,10116.0,CHEMBL623820,Intermediate,
A,1,BAO_0000218,Area under the curve at a concentration of 60 mg/kg perorally in rats along with control,9856,Rattus norvegicus,50597,,,,,N,17717,,,,,,1,10116.0,CHEMBL623821,Intermediate,
A,1,BAO_0000218,AUC normalized for dose (AUCN) in rat,9857,Rattus norvegicus,50597,,,Plasma,,N,6642,,,,1969.0,,1,10116.0,CHEMBL623822,Intermediate,
A,1,BAO_0000218,Area under curve in rat after p.o. administration,9858,Rattus norvegicus,50597,,,,,N,6640,,,,,,1,10116.0,CHEMBL623823,Intermediate,
A,1,BAO_0000218,Area under curve in rat after p.o. administration,9859,Rattus norvegicus,50597,,,,,N,6641,,,,,,1,10116.0,CHEMBL623824,Intermediate,
A,1,BAO_0000218,Area under curve in rat after p.o. administration; Not determined,9860,Rattus norvegicus,50597,,,,,N,6641,,,,,,1,10116.0,CHEMBL623825,Intermediate,
A,1,BAO_0000218,Area under curve in rat after peroral administration,9861,Rattus norvegicus,50597,,,,,N,6641,,,,,,1,10116.0,CHEMBL622070,Intermediate,
A,1,BAO_0000218,Area under curve (carotid artery) value of the compound,9862,Rattus norvegicus,50597,,,,,N,3603,,,,,,1,10116.0,CHEMBL622071,Intermediate,
A,1,BAO_0000218,Bioavailability expressed as the area under curve of rat carotid artery,9863,Rattus norvegicus,50597,,,,,N,3550,,,,,,1,10116.0,CHEMBL622072,Intermediate,
A,1,BAO_0000218,Area under curve in male SD rats was observed after intravenous administration in rat,9864,Rattus norvegicus,50597,,,,,N,15662,,,,,,1,10116.0,CHEMBL622073,Intermediate,
A,1,BAO_0000218,Area under curve of the compound was determined,9865,Rattus norvegicus,50597,,,,,N,17720,,,,,,1,10116.0,CHEMBL622074,Intermediate,
A,1,BAO_0000218,Compound was evaluated for its pharmacokinetic parameter maximum area under curve AUCmax,9866,Rattus norvegicus,50597,,,,,N,5407,,,,,,1,10116.0,CHEMBL622075,Intermediate,
A,1,BAO_0000218,Area under the plasma concentration-time curve in rats after oral administration at 20 mg/kg,9867,Rattus norvegicus,50597,,,Plasma,,N,17752,,,,1969.0,,1,10116.0,CHEMBL622076,Intermediate,
A,1,BAO_0000218,Area under the plasma concentration-time curve in rats following oral administration at 20 mg/kg,9868,Rattus norvegicus,50597,,,Plasma,,N,17752,,,,1969.0,,1,10116.0,CHEMBL622077,Intermediate,
A,1,BAO_0000218,Area under curve (portal vein) value of the compound,9869,Rattus norvegicus,50597,,,,,N,3603,,,,,,1,10116.0,CHEMBL622078,Intermediate,
A,1,BAO_0000218,Bioavailability expressed as the area under curve of rat portal vein,9870,Rattus norvegicus,50597,,,,,N,3550,,,,,,1,10116.0,CHEMBL622079,Intermediate,
A,1,BAO_0000218,Area Under plasma concentration time curve in rat upon peroral administration,9871,Rattus norvegicus,50597,,,Plasma,,N,17655,,,,1969.0,,1,10116.0,CHEMBL622080,Intermediate,
A,1,BAO_0000218,In vivo area under curve was determined for the compound after i.v. administration at a dose of 5 mg/kg in rats,9872,Rattus norvegicus,50597,,,,,N,17582,,,,,,1,10116.0,CHEMBL877612,Intermediate,
A,1,BAO_0000218,In vivo area under curve was determined for the compound after oral (po) administration at a dose of 10 mg/kg in rats,9873,Rattus norvegicus,50597,,,,,N,17582,,,,,,1,10116.0,CHEMBL622081,Intermediate,
A,1,BAO_0000218,Compound was evaluated for oral bioavailability in rats,9874,Rattus norvegicus,50597,,,,,N,17791,,,,,,1,10116.0,CHEMBL622082,Intermediate,
A,1,BAO_0000218,Compound was evaluated for oral bioavailability in rats after iv administration,9875,Rattus norvegicus,50597,,,,,N,17791,,,,,,1,10116.0,CHEMBL622083,Intermediate,
A,1,BAO_0000218,Compound was evaluated for oral bioavailability in rats; 30-80,9876,Rattus norvegicus,50597,,,,,N,17791,,,,,,1,10116.0,CHEMBL622084,Intermediate,
A,1,BAO_0000218,Compound was evaluated for oral bioavailability in rats; 50-60,9877,Rattus norvegicus,50597,,,,,N,17791,,,,,,1,10116.0,CHEMBL622085,Intermediate,
A,1,BAO_0000218,Compound was evaluated for oral bioavailability in rats; no data,9878,Rattus norvegicus,50597,,,,,N,17791,,,,,,1,10116.0,CHEMBL622086,Intermediate,
A,1,BAO_0000218,Compound was evaluated for oral bioavailability in rats; peptide,9879,Rattus norvegicus,50597,,,,,N,17791,,,,,,1,10116.0,CHEMBL622087,Intermediate,
A,1,BAO_0000218,"Distribution of radioactivity in blood of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.03-0.03",9880,Rattus norvegicus,50597,,,Blood,,N,7768,,,,178.0,,1,10116.0,CHEMBL622088,Intermediate,
A,1,BAO_0000218,"Distribution of radioactivity in blood of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range-0.9-1.03",9881,Rattus norvegicus,50597,,,Blood,,N,7768,,,,178.0,,1,10116.0,CHEMBL622089,Intermediate,
A,1,BAO_0000218,"Distribution of radioactivity in blood of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range = 0.88-1.15",9882,Rattus norvegicus,50597,,,Blood,,N,7768,,,,178.0,,1,10116.0,CHEMBL623685,Intermediate,
A,1,BAO_0000218,"Distribution of radioactivity in blood of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range = 0.71-0.87",9883,Rattus norvegicus,50597,,,Blood,,N,7768,,,,178.0,,1,10116.0,CHEMBL623686,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",9884,Rattus norvegicus,50597,,,Stomach,,N,8677,,,,945.0,In vivo,1,10116.0,CHEMBL623687,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",9885,Rattus norvegicus,50597,,,Stomach,,N,8677,,,,945.0,In vivo,1,10116.0,CHEMBL623688,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",9886,Rattus norvegicus,50597,,,Stomach,,N,8677,,,,945.0,In vivo,1,10116.0,CHEMBL623689,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",9887,Rattus norvegicus,50597,,,Stomach,,N,8677,,,,945.0,In vivo,1,10116.0,CHEMBL622485,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",9888,Rattus norvegicus,50597,,,Thyroid gland,,N,8677,,,,2046.0,In vivo,1,10116.0,CHEMBL622486,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",9889,Rattus norvegicus,50597,,,Thyroid gland,,N,8677,,,,2046.0,In vivo,1,10116.0,CHEMBL877613,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",9890,Rattus norvegicus,50597,,,Thyroid gland,,N,8677,,,,2046.0,In vivo,1,10116.0,CHEMBL622487,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",9891,Rattus norvegicus,50597,,,Thyroid gland,,N,8677,,,,2046.0,In vivo,1,10116.0,CHEMBL622488,Intermediate,
A,1,BAO_0000218,"Biodistribution in Sprague-Dawley rats heart 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",9892,Rattus norvegicus,50597,,,Heart,,N,8677,,,,948.0,In vivo,1,10116.0,CHEMBL622489,Intermediate,
A,1,BAO_0000218,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,9893,Rattus norvegicus,50597,,,Urine,,N,6899,,,,1088.0,,1,10116.0,CHEMBL622490,Intermediate,
A,1,BAO_0000218,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,9894,Rattus norvegicus,50597,,,Urine,,N,6899,,,,1088.0,,1,10116.0,CHEMBL622491,Intermediate,
A,1,BAO_0000218,Compound was evaluated for percent dose tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in liver,9895,Rattus norvegicus,50597,,,Liver,,N,6899,,,,2107.0,,1,10116.0,CHEMBL622492,Intermediate,
A,1,BAO_0000218,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,9896,Rattus norvegicus,50597,,,Urine,,N,6899,,,,1088.0,,1,10116.0,CHEMBL622493,Intermediate,
A,1,BAO_0000218,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,9897,Rattus norvegicus,50597,,,Urine,,N,6899,,,,1088.0,,1,10116.0,CHEMBL622494,Intermediate,
A,1,BAO_0000218,"Compound was evaluated for the biodistribution in Sprague-Dawley rats in muscle 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",9898,Rattus norvegicus,50597,,,Muscle tissue,,N,8677,,,,2385.0,,1,10116.0,CHEMBL622495,Intermediate,
A,1,BAO_0000218,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in rat kidney,9899,Rattus norvegicus,50597,,,,,N,6899,,,,,,1,10116.0,CHEMBL622496,Intermediate,
A,1,BAO_0000218,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,9900,Rattus norvegicus,50597,,,Urine,,N,6899,,,,1088.0,,1,10116.0,CHEMBL622497,Intermediate,
A,1,BAO_0000218,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by rats,9901,Rattus norvegicus,50597,,,,,N,2189,,,,,,1,10116.0,CHEMBL622498,Intermediate,
A,1,BAO_0000218,Percent of radioactive dose in urine and feces excreted in 0-24 hr by rats,9902,Rattus norvegicus,50597,,,Urine,,N,2189,,,,1088.0,,1,10116.0,CHEMBL624918,Intermediate,
