confidence_score,doc_id,tissue_id,assay_type,assay_subcellular_fraction,src_assay_id,curated_by,chembl_id,src_id,assay_tissue,variant_id,assay_id,assay_test_type,relationship_type,bao_format,assay_cell_type,assay_tax_id,assay_category,assay_organism,description,assay_strain,tid,cell_id
8.0,12953.0,10000000.0,B,,,Autocuration,CHEMBL616588,1.0,Hippocampus,,1465.0,,H,BAO_0000221,,,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,,10576.0,
8.0,12953.0,10000000.0,B,,,Autocuration,CHEMBL616589,1.0,Hippocampus,,1466.0,,H,BAO_0000221,,,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,,10576.0,
8.0,12953.0,10000000.0,B,,,Expert,CHEMBL616590,1.0,Hippocampus,,1467.0,,H,BAO_0000221,,,,,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,,10576.0,
8.0,12903.0,,B,,,Expert,CHEMBL616591,1.0,,,1468.0,,H,BAO_0000219,CHO,,,,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",,10576.0,449.0
8.0,12536.0,,B,,,Expert,CHEMBL616592,1.0,,,1469.0,,H,BAO_0000357,,,,,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,10576.0,
8.0,10058.0,,B,,,Autocuration,CHEMBL616593,1.0,,,1470.0,,H,BAO_0000357,,,,,The inhibition activity of 5-HT1A at 1 uM,,10576.0,
8.0,12902.0,,B,,,Expert,CHEMBL616594,1.0,,,1471.0,,H,BAO_0000219,CHO-K1,,,,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",,10576.0,485.0
8.0,14057.0,,B,,,Expert,CHEMBL616595,1.0,,,1472.0,,H,BAO_0000249,,,,,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,,10576.0,
8.0,11296.0,,B,,,Autocuration,CHEMBL616596,1.0,,,1473.0,,H,BAO_0000357,,,,,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,,10576.0,
8.0,11296.0,10000000.0,B,,,Autocuration,CHEMBL616597,1.0,Hippocampus,,1474.0,,H,BAO_0000221,,,,,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,10576.0,
8.0,11296.0,10000000.0,B,,,Expert,CHEMBL616598,1.0,Hippocampus,,1475.0,,H,BAO_0000221,,,,,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,10576.0,
9.0,16616.0,,F,Membranes,,Expert,CHEMBL616599,1.0,,,1476.0,,D,BAO_0000249,,10116.0,,Rattus norvegicus,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,,10576.0,
9.0,16616.0,10000000.0,F,Membranes,,Expert,CHEMBL616600,1.0,Hippocampus,,1477.0,,D,BAO_0000249,,10116.0,,Rattus norvegicus,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",,10576.0,
8.0,16567.0,,B,,,Autocuration,CHEMBL616601,1.0,,,1478.0,,H,BAO_0000019,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,,10576.0,
8.0,16567.0,,B,,,Autocuration,CHEMBL616602,1.0,,,1479.0,,H,BAO_0000019,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,,10576.0,
8.0,16567.0,,B,,,Autocuration,CHEMBL616603,1.0,,,1480.0,,H,BAO_0000019,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,,10576.0,
8.0,16567.0,,B,,,Autocuration,CHEMBL616604,1.0,,,1481.0,,H,BAO_0000019,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,,10576.0,
8.0,17136.0,,B,,,Autocuration,CHEMBL616316,1.0,,,1482.0,,H,BAO_0000249,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,,10576.0,
8.0,17136.0,,B,,,Autocuration,CHEMBL616317,1.0,,,1483.0,,H,BAO_0000249,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,,10576.0,
9.0,16616.0,,B,,,Expert,CHEMBL616318,1.0,,,1484.0,,D,BAO_0000019,,10116.0,,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,,10576.0,
8.0,17331.0,10000000.0,B,,,Autocuration,CHEMBL616319,1.0,Hippocampus,,1485.0,,H,BAO_0000221,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,,10576.0,
8.0,17331.0,10000000.0,B,,,Autocuration,CHEMBL616320,1.0,Hippocampus,,1486.0,,H,BAO_0000221,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,,10576.0,
9.0,17167.0,10000000.0,B,,,Expert,CHEMBL616321,1.0,Hippocampus,,1487.0,,D,BAO_0000221,,10116.0,,Rattus norvegicus,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,,10576.0,
8.0,15740.0,,F,,,Autocuration,CHEMBL616322,1.0,,,1488.0,,H,BAO_0000019,,,,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,10576.0,
8.0,15740.0,,F,,,Autocuration,CHEMBL616323,1.0,,,1489.0,,H,BAO_0000019,,,,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,,10576.0,
8.0,4671.0,,B,,,Autocuration,CHEMBL616324,1.0,,,1490.0,,H,BAO_0000357,,,,,Ratio of binding affinity to 5-HT 1A and D2 receptor,,10576.0,
8.0,10058.0,10000000.0,B,,,Autocuration,CHEMBL616325,1.0,Hippocampus,,1491.0,,H,BAO_0000221,,,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,10576.0,
8.0,10058.0,10000000.0,B,,,Autocuration,CHEMBL616326,1.0,Hippocampus,,1492.0,,H,BAO_0000221,,,,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,10576.0,
8.0,10058.0,10000000.0,B,,,Autocuration,CHEMBL616327,1.0,Hippocampus,,1493.0,,H,BAO_0000221,,,,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,,10576.0,
8.0,12073.0,,B,,,Autocuration,CHEMBL616328,1.0,,,1494.0,,H,BAO_0000357,,,,,Percentage inhibition against 5-hydroxytryptamine 1A receptor,,10576.0,
8.0,2759.0,,B,,,Autocuration,CHEMBL858110,1.0,,,1495.0,,H,BAO_0000249,,,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,10576.0,
8.0,2759.0,,F,,,Autocuration,CHEMBL616329,1.0,,,1496.0,,H,BAO_0000249,,,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,10576.0,
8.0,2759.0,,B,,,Autocuration,CHEMBL616330,1.0,,,1497.0,,H,BAO_0000249,,,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,10576.0,
8.0,2759.0,,F,,,Autocuration,CHEMBL616331,1.0,,,1498.0,,H,BAO_0000249,,,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,10576.0,
8.0,2759.0,,F,,,Autocuration,CHEMBL616332,1.0,,,1499.0,,H,BAO_0000249,,,,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,10576.0,
8.0,9737.0,955.0,B,,,Autocuration,CHEMBL857063,1.0,Brain,,1500.0,,H,BAO_0000249,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,10576.0,
8.0,9737.0,,B,,,Autocuration,CHEMBL616333,1.0,,,1501.0,,H,BAO_0000019,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,,10576.0,
8.0,5717.0,,F,,,Expert,CHEMBL616334,1.0,,,1502.0,,H,BAO_0000019,,,,,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,,10576.0,
8.0,12253.0,10000000.0,B,,,Autocuration,CHEMBL616335,1.0,Hippocampus,,1503.0,,H,BAO_0000221,,,,,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,10576.0,
8.0,14025.0,,B,,,Autocuration,CHEMBL616336,1.0,,,1504.0,,H,BAO_0000019,,,,,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,,10576.0,
8.0,10425.0,,B,,,Expert,CHEMBL616337,1.0,,,1505.0,,H,BAO_0000249,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,,10576.0,
8.0,14998.0,,B,,,Autocuration,CHEMBL616338,1.0,,,1506.0,,H,BAO_0000019,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,,10576.0,
8.0,13694.0,10000000.0,B,,,Autocuration,CHEMBL616339,1.0,Hippocampus,,1507.0,,H,BAO_0000221,,,,,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,,10576.0,
8.0,13694.0,10000000.0,B,,,Autocuration,CHEMBL616340,1.0,Hippocampus,,1508.0,,H,BAO_0000221,,,,,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,,10576.0,
8.0,4342.0,,B,,,Autocuration,CHEMBL616341,1.0,,,1509.0,,H,BAO_0000357,,,,,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,,10576.0,
9.0,12936.0,,B,,,Expert,CHEMBL616342,1.0,,,1510.0,,D,BAO_0000357,,10116.0,,Rattus norvegicus,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,10576.0,
9.0,13144.0,,B,,,Expert,CHEMBL616343,1.0,,,1511.0,,D,BAO_0000019,,10116.0,,Rattus norvegicus,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,,10576.0,
8.0,13343.0,,B,,,Expert,CHEMBL616344,1.0,,,1512.0,,H,BAO_0000019,,,,,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,,10576.0,
8.0,12132.0,,B,,,Expert,CHEMBL616345,1.0,,,1513.0,,H,BAO_0000357,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,10576.0,
8.0,15419.0,,B,,,Expert,CHEMBL616346,1.0,,,1514.0,,H,BAO_0000019,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,,10576.0,
8.0,1479.0,10000000.0,B,,,Autocuration,CHEMBL616347,1.0,Hippocampus,,1515.0,,H,BAO_0000221,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,10576.0,
8.0,14287.0,,B,,,Expert,CHEMBL616348,1.0,,,1516.0,,H,BAO_0000019,,,,,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,,10576.0,
8.0,13116.0,,B,,,Expert,CHEMBL616349,1.0,,,1517.0,,H,BAO_0000357,,,,,Binding affinity at 5-hydroxytryptamine 1A receptor,,10576.0,
9.0,2759.0,,B,Membranes,,Expert,CHEMBL616152,1.0,,,1518.0,,D,BAO_0000249,,10116.0,,Rattus norvegicus,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,,10576.0,
8.0,2759.0,,B,,,Autocuration,CHEMBL616153,1.0,,,1519.0,,H,BAO_0000249,,,,,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,10576.0,
8.0,14748.0,,B,,,Expert,CHEMBL616154,1.0,,,1520.0,,H,BAO_0000019,,,,,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",,10576.0,
8.0,12304.0,,B,,,Autocuration,CHEMBL616155,1.0,,,1521.0,,H,BAO_0000019,,,,,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,10576.0,
9.0,12409.0,10000000.0,B,,,Expert,CHEMBL616156,1.0,Hippocampus,,1522.0,,D,BAO_0000221,,10116.0,,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,,10576.0,
9.0,12409.0,10000000.0,B,,,Expert,CHEMBL616157,1.0,Hippocampus,,1523.0,,D,BAO_0000221,,10116.0,,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,,10576.0,
8.0,13267.0,10000000.0,B,,,Autocuration,CHEMBL616158,1.0,Hippocampus,,1524.0,,H,BAO_0000221,,,,,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,,10576.0,
8.0,15194.0,,B,,,Autocuration,CHEMBL616159,1.0,,,1525.0,,H,BAO_0000357,,,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,10576.0,
8.0,14256.0,,B,,,Expert,CHEMBL616160,1.0,,,1526.0,,H,BAO_0000357,,,,,pKi value against rat 5-hydroxytryptamine 1A receptor.,,10576.0,
8.0,16567.0,,B,,,Autocuration,CHEMBL616161,1.0,,,1527.0,,H,BAO_0000019,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,,10576.0,
8.0,15740.0,,F,,,Autocuration,CHEMBL616162,1.0,,,1528.0,,H,BAO_0000019,,,,,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,10576.0,
9.0,13278.0,,B,,,Expert,CHEMBL616163,1.0,,,1529.0,,D,BAO_0000357,,10116.0,,Rattus norvegicus,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,,12687.0,
8.0,1970.0,,B,Membranes,,Expert,CHEMBL616164,1.0,,,1530.0,,H,BAO_0000249,,,,,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,10626.0,
8.0,10034.0,955.0,B,,,Autocuration,CHEMBL616165,1.0,Brain,,1531.0,,H,BAO_0000221,,,,,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,,10576.0,
8.0,13348.0,,B,,,Autocuration,CHEMBL616355,1.0,,,1532.0,,H,BAO_0000019,,10116.0,,Rattus norvegicus,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,,51.0,
8.0,13630.0,,F,,,Autocuration,CHEMBL616356,1.0,,,1533.0,,H,BAO_0000019,,,,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,10576.0,
8.0,10862.0,955.0,B,,,Autocuration,CHEMBL616357,1.0,Brain,,1534.0,,H,BAO_0000221,,,,,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,10576.0,
8.0,12058.0,,B,,,Autocuration,CHEMBL616358,1.0,,,1535.0,,H,BAO_0000019,,,,,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,10576.0,
8.0,4639.0,,B,,,Autocuration,CHEMBL616359,1.0,,,1536.0,,H,BAO_0000357,,,,,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,,51.0,
8.0,15453.0,,B,,,Expert,CHEMBL616360,1.0,,,1537.0,,H,BAO_0000357,,,,,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,,51.0,
8.0,4820.0,,B,,,Expert,CHEMBL616361,1.0,,,1538.0,,H,BAO_0000357,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor,,51.0,
8.0,1089.0,,B,,,Autocuration,CHEMBL616362,1.0,,,1539.0,,H,BAO_0000357,,,,,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,,51.0,
8.0,386.0,,B,Brain membranes,,Autocuration,CHEMBL616363,1.0,,,1540.0,,H,BAO_0000249,,,,,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,,51.0,
8.0,6011.0,,B,,,Autocuration,CHEMBL616364,1.0,,,1541.0,,H,BAO_0000357,,,,,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,,51.0,
8.0,5014.0,,B,,,Autocuration,CHEMBL616365,1.0,,,1542.0,,H,BAO_0000357,,,,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,,51.0,
8.0,4402.0,,B,,,Expert,CHEMBL616366,1.0,,,1543.0,,H,BAO_0000357,,,,,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,,51.0,
8.0,17066.0,,B,,,Expert,CHEMBL872906,1.0,,,1544.0,,H,BAO_0000357,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor,,51.0,
8.0,17515.0,,B,,,Autocuration,CHEMBL616367,1.0,,,1545.0,,H,BAO_0000357,,,,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,,51.0,
8.0,2474.0,,B,,,Autocuration,CHEMBL616368,1.0,,,1546.0,,H,BAO_0000357,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor,,51.0,
8.0,4775.0,,B,,,Autocuration,CHEMBL616369,1.0,,,1547.0,,H,BAO_0000357,,,,,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,,51.0,
9.0,14294.0,,B,,,Expert,CHEMBL616370,1.0,,,1548.0,,D,BAO_0000357,,9606.0,,Homo sapiens,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,,51.0,
9.0,14294.0,,B,,,Expert,CHEMBL616371,1.0,,,1549.0,,D,BAO_0000357,,9606.0,,Homo sapiens,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,,51.0,
8.0,12249.0,,B,,,Autocuration,CHEMBL616372,1.0,,,1550.0,,H,BAO_0000219,CHO,,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,51.0,449.0
8.0,11376.0,,B,,,Expert,CHEMBL616373,1.0,,,1551.0,,H,BAO_0000219,,,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,,51.0,
8.0,2474.0,,B,,,Autocuration,CHEMBL616374,1.0,,,1552.0,In vivo,H,BAO_0000218,,,,,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,51.0,
8.0,13311.0,10000000.0,B,,,Autocuration,CHEMBL616375,1.0,Hippocampus,,1553.0,,H,BAO_0000221,,,,,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,,51.0,
8.0,4373.0,,B,,,Autocuration,CHEMBL616376,1.0,,,1554.0,,H,BAO_0000357,,,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,,51.0,
8.0,1633.0,,B,,,Expert,CHEMBL857064,1.0,,,1555.0,,H,BAO_0000357,,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,,51.0,
8.0,11866.0,,B,,,Autocuration,CHEMBL616377,1.0,,,1556.0,,H,BAO_0000357,,,,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,51.0,
8.0,4373.0,,B,,,Autocuration,CHEMBL616378,1.0,,,1557.0,,H,BAO_0000357,,,,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,51.0,
8.0,4687.0,,B,,,Autocuration,CHEMBL616379,1.0,,,1558.0,,H,BAO_0000357,,,,,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,,51.0,
8.0,16946.0,,B,,,Autocuration,CHEMBL616380,1.0,,,1559.0,,H,BAO_0000357,,,,,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,13291.0,,B,,,Autocuration,CHEMBL616381,1.0,,,1560.0,,H,BAO_0000357,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,,11863.0,
8.0,14159.0,,B,,,Autocuration,CHEMBL616382,1.0,,,1561.0,,H,BAO_0000357,,,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,10812.0,,B,,,Autocuration,CHEMBL616383,1.0,,,1562.0,,H,BAO_0000357,,,,,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,,11863.0,
9.0,3032.0,,B,,,Expert,CHEMBL616350,1.0,,,1563.0,,D,BAO_0000219,CHO,10090.0,,Mus musculus,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,,11863.0,449.0
8.0,16655.0,,B,,,Autocuration,CHEMBL616351,1.0,,,1564.0,,H,BAO_0000357,,,,,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,14532.0,,B,,,Autocuration,CHEMBL616352,1.0,,,1565.0,,H,BAO_0000357,,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,,11863.0,
8.0,13944.0,,B,,,Autocuration,CHEMBL616353,1.0,,,1566.0,,H,BAO_0000357,,,,,Binding affinity against 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,13033.0,,B,,,Autocuration,CHEMBL616354,1.0,,,1567.0,,H,BAO_0000357,,,,,Binding affinity against serotonergic 5-HT1a receptor,,11863.0,
8.0,10321.0,,B,,,Autocuration,CHEMBL616508,1.0,,,1568.0,,H,BAO_0000357,,,,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,,11863.0,
9.0,2968.0,,B,,,Expert,CHEMBL616559,1.0,,,1569.0,,D,BAO_0000357,,10090.0,,Mus musculus,Binding affinity for 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,13964.0,,B,,,Autocuration,CHEMBL616560,1.0,,,1570.0,,H,BAO_0000357,,,,,Binding affinity at 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,15527.0,,B,,,Autocuration,CHEMBL616561,1.0,,,1571.0,,H,BAO_0000357,,,,,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",,11863.0,
8.0,12248.0,,B,,,Autocuration,CHEMBL616562,1.0,,,1572.0,,H,BAO_0000219,CHO,,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,11863.0,449.0
8.0,12249.0,,B,,,Autocuration,CHEMBL616563,1.0,,,1573.0,,H,BAO_0000219,CHO,,,,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,11863.0,449.0
8.0,15120.0,,B,,,Autocuration,CHEMBL616564,1.0,,,1574.0,,H,BAO_0000357,,,,,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,13313.0,,B,,,Autocuration,CHEMBL616565,1.0,,,1575.0,,H,BAO_0000357,,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,,11863.0,
8.0,2613.0,,B,,,Autocuration,CHEMBL616566,1.0,,,1576.0,,H,BAO_0000218,,,,,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,16700.0,,B,,,Autocuration,CHEMBL616989,1.0,,,1577.0,,H,BAO_0000357,,,,,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,,11863.0,
8.0,2201.0,,B,,,Autocuration,CHEMBL857975,1.0,,,1578.0,,H,BAO_0000357,,,,,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,,11863.0,
9.0,1274.0,,B,,,Expert,CHEMBL616990,1.0,,,1579.0,,D,BAO_0000357,,10090.0,,Mus musculus,Binding affinity against 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,1317.0,,B,,,Autocuration,CHEMBL616991,1.0,,,1580.0,,H,BAO_0000357,,,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,,11863.0,
8.0,12146.0,,B,,,Autocuration,CHEMBL616992,1.0,,,1581.0,,H,BAO_0000357,,,,,Tested against 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,14059.0,,B,,,Autocuration,CHEMBL616993,1.0,,,1582.0,,H,BAO_0000357,,,,,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,,11863.0,
8.0,14025.0,,B,,,Expert,CHEMBL616994,1.0,,,1583.0,,H,BAO_0000019,,9986.0,,Oryctolagus cuniculus,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,,106.0,
8.0,14025.0,,B,,,Autocuration,CHEMBL616995,1.0,,,1584.0,,H,BAO_0000019,,9986.0,,Oryctolagus cuniculus,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,,106.0,
9.0,14447.0,,B,,,Intermediate,CHEMBL616996,1.0,,,1585.0,,D,BAO_0000219,HEK293,9593.0,,Gorilla gorilla,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,,105571.0,722.0
