miller2_FiscalYear,miller2_IndigenousIssues(marker),miller2_CFLI(marker),miller2_Biodiversity(marker),miller2_RegionalProgram(marker),miller2_DivisionName,miller2_UntiedAmount(Project-levelBudget),miller2_SectorPercent,miller2_OrganisationSub-class,miller2_FundCentreID,miller2_ProjectNumber,miller2_FundCentreName,miller2_OrganisationType,miller2_KnowledgeForDevelopment(marker),miller2_GenderEquality(marker),miller2_TradeDevelopment(marker),miller2_UrbanIssues(marker),miller2_ChildrenIssues(marker),miller2_YouthIssues(marker),miller2_DisabilityIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_OrganisationID,miller2_OrganisationName,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_ProjectBrowserCountryID,miller2_CountryRegionID,miller2_CountryRegionName,miller2_CountryRegionPercent,miller2_SectorID,miller2_SectorName,miller2_AmountSpent
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,BD,BD,Bangladesh,0.02,43040,Rural development,2975.3064
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,BD,BD,Bangladesh,0.02,99820,Promotion of development awareness,1652.9479999999999
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,15150,Democratic participation and civil society,23141.272
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,15160,Human rights,18513.0176
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,43040,Rural development,10413.5724
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,99820,Promotion of development awareness,5785.318
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,15150,Democratic participation and civil society,33.05896
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,15160,Human rights,26.447167999999998
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,43040,Rural development,14.876532000000001
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,99820,Promotion of development awareness,8.26474
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,15150,Democratic participation and civil society,6611.7919999999995
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,15160,Human rights,5289.4336
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,43040,Rural development,2975.3064
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,99820,Promotion of development awareness,1652.9479999999999
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,GT,GT,Guatemala,0.08,15150,Democratic participation and civil society,26447.167999999998
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,GT,GT,Guatemala,0.08,15160,Human rights,21157.7344
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,GT,GT,Guatemala,0.08,43040,Rural development,11901.2256
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,GT,GT,Guatemala,0.08,99820,Promotion of development awareness,6611.7919999999995
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GW,GW,Guinea-Bissau,0.06,15150,Democratic participation and civil society,19835.376
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GW,GW,Guinea-Bissau,0.06,15160,Human rights,15868.3008
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GW,GW,Guinea-Bissau,0.06,43040,Rural development,8925.9192
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GW,GW,Guinea-Bissau,0.06,99820,Promotion of development awareness,4958.844
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,IN,IN,India,0.02,15150,Democratic participation and civil society,6611.7919999999995
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,IN,IN,India,0.02,15160,Human rights,5289.4336
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,IN,IN,India,0.02,43040,Rural development,2975.3064
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,IN,IN,India,0.02,99820,Promotion of development awareness,1652.9479999999999
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,LK,LK,Sri Lanka,0.027999999999999997,15150,Democratic participation and civil society,9256.5088
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,LK,LK,Sri Lanka,0.027999999999999997,15160,Human rights,7405.20704
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,LK,LK,Sri Lanka,0.027999999999999997,43040,Rural development,4165.42896
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,LK,LK,Sri Lanka,0.027999999999999997,99820,Promotion of development awareness,2314.1272
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,MX,MX,Mexico,0.03,15150,Democratic participation and civil society,9917.688
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,MX,MX,Mexico,0.03,15160,Human rights,7934.1504
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,MX,MX,Mexico,0.03,43040,Rural development,4462.9596
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,MX,MX,Mexico,0.03,99820,Promotion of development awareness,2479.422
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,MY,MY,Malaysia,0.0001,15150,Democratic participation and civil society,33.05896
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,MY,MY,Malaysia,0.0001,15160,Human rights,26.447167999999998
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,MY,MY,Malaysia,0.0001,43040,Rural development,14.876532000000001
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,MY,MY,Malaysia,0.0001,99820,Promotion of development awareness,8.26474
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,NI,NI,Nicaragua,0.03,15150,Democratic participation and civil society,9917.688
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,NI,NI,Nicaragua,0.03,15160,Human rights,7934.1504
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,NI,NI,Nicaragua,0.03,43040,Rural development,4462.9596
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,NI,NI,Nicaragua,0.03,99820,Promotion of development awareness,2479.422
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,PE,PE,Peru,0.1,15150,Democratic participation and civil society,33058.96
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,PE,PE,Peru,0.1,15160,Human rights,26447.167999999998
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,PE,PE,Peru,0.1,43040,Rural development,14876.532
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,PE,PE,Peru,0.1,99820,Promotion of development awareness,8264.74
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,PH,PH,Philippines,0.05,15150,Democratic participation and civil society,16529.48
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,PH,PH,Philippines,0.05,15160,Human rights,13223.583999999999
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,PH,PH,Philippines,0.05,43040,Rural development,7438.266
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,PH,PH,Philippines,0.05,99820,Promotion of development awareness,4132.37
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,SD,SD,Sudan,0.0267,15150,Democratic participation and civil society,8826.742320000001
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,SD,SD,Sudan,0.0267,15160,Human rights,7061.393856000001
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,SD,SD,Sudan,0.0267,43040,Rural development,3972.0340439999995
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,SD,SD,Sudan,0.0267,99820,Promotion of development awareness,2206.6855800000003
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,SV,SV,El Salvador,0.035,15150,Democratic participation and civil society,11570.636
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,SV,SV,El Salvador,0.035,15160,Human rights,9256.5088
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,SV,SV,El Salvador,0.035,43040,Rural development,5206.7862
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,SV,SV,El Salvador,0.035,99820,Promotion of development awareness,2892.659
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,TH,TH,Thailand,0.0001,15150,Democratic participation and civil society,33.05896
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,TH,TH,Thailand,0.0001,15160,Human rights,26.447167999999998
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,TH,TH,Thailand,0.0001,43040,Rural development,14.876532000000001
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,TH,TH,Thailand,0.0001,99820,Promotion of development awareness,8.26474
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,X1,X1,Africa MC,0.15,15150,Democratic participation and civil society,49588.44
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,X1,X1,Africa MC,0.15,15160,Human rights,39670.752
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,X1,X1,Africa MC,0.15,43040,Rural development,22314.798
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,X1,X1,Africa MC,0.15,99820,Promotion of development awareness,12397.11
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,X2,X2,Americas MC,0.18,15150,Democratic participation and civil society,59506.128
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,X2,X2,Americas MC,0.18,15160,Human rights,47604.9024
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,X2,X2,Americas MC,0.18,43040,Rural development,26777.7576
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,X2,X2,Americas MC,0.18,99820,Promotion of development awareness,14876.532
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.4,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,X3,X3,Asia MC,0.1,15150,Democratic participation and civil society,33058.96
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.32,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,X3,X3,Asia MC,0.1,15160,Human rights,26447.167999999998
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.18,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,X3,X3,Asia MC,0.1,43040,Rural development,14876.532
2009/2010,0,0,0,0,KGD Sustainable Economic Growth Partner.,7410000.0,0.1,NGO,6218,S062946PRG,Governance & Human Rights,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,X3,X3,Asia MC,0.1,99820,Promotion of development awareness,8264.74
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.4,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,BD,BD,Bangladesh,0.02,15150,Democratic participation and civil society,4044.208
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.32,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,BD,BD,Bangladesh,0.02,15160,Human rights,3235.3664
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.18,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,BD,BD,Bangladesh,0.02,43040,Rural development,1819.8936
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.1,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,BD,BD,Bangladesh,0.02,99820,Promotion of development awareness,1011.052
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.4,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,15150,Democratic participation and civil society,14154.728000000001
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.32,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,15160,Human rights,11323.7824
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.18,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,43040,Rural development,6369.6276
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.1,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,1,America,CA,CA,Canada,0.07,99820,Promotion of development awareness,3538.6820000000002
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.4,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,15150,Democratic participation and civil society,20.22104
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.32,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,15160,Human rights,16.176832
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.18,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,43040,Rural development,9.099468
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.1,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,3,Asia,CN,CN,China,0.0001,99820,Promotion of development awareness,5.05526
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.4,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,15150,Democratic participation and civil society,4044.208
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.32,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,15160,Human rights,3235.3664
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.18,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,43040,Rural development,1819.8936
2009/2010,0,0,0,0,KED Engaging Canadians,7410000.0,0.1,NGO,6162,S062946PRG,Volunteers Cooperation Agencies,Canadian Non-Profit Making,0,0,0,0,0,0,0,0,1000101,Inter Pares,Civil Society,2,Africa,GH,GH,Ghana,0.02,99820,Promotion of development awareness,1011.052
