ASI,ASSSTR,DOI,SRASI,ASSSUBFRA,CHEI,ASSCATE,RELATT,CUB,SI,ASSCET,T,ASORGA,ASSTAI,ASTI,CI,CONFSCO,BFO,TII,VAI
8516,,17655,,,CHEMBL627018,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8517,,3293,,,CHEMBL625331,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8518,,4075,,,CHEMBL625332,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8519,,2792,,,CHEMBL877590,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8520,,2792,,,CHEMBL625333,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8521,,17594,,,CHEMBL625334,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8522,,17594,,,CHEMBL625335,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8523,,4762,,,CHEMBL625336,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8524,,17509,,,CHEMBL625337,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8525,,17509,,,CHEMBL625338,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8526,,1466,,,CHEMBL625339,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8527,,6535,,,CHEMBL625340,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8528,,6535,,,CHEMBL625341,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8529,,3169,,,CHEMBL622687,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8530,,6515,,,CHEMBL622688,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8531,,11149,,,CHEMBL622689,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8532,,11149,,,CHEMBL620295,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8533,,17858,,,CHEMBL620296,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8534,,6518,,,CHEMBL620297,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8535,,6518,,,CHEMBL620298,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8536,,4426,,,CHEMBL620299,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8537,,4426,,,CHEMBL620300,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8538,,4426,,,CHEMBL620301,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8539,,5656,,,CHEMBL620302,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8540,,6518,,,CHEMBL620303,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8541,,6518,,,CHEMBL620304,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8542,,6113,,,CHEMBL620305,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8543,,17764,,,CHEMBL620306,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8544,,4756,,,CHEMBL620307,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8545,,4756,,,CHEMBL620308,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8546,,6402,,,CHEMBL620309,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8547,,5610,,,CHEMBL620310,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8548,,5207,,,CHEMBL620311,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8549,,6011,,,CHEMBL620312,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8550,,6504,,,CHEMBL620313,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8551,,6046,,,CHEMBL620314,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8552,,6504,,,CHEMBL620315,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8553,,5874,,,CHEMBL620316,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8554,,17686,,,CHEMBL620317,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8555,,5836,,,CHEMBL620318,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8556,,17596,,,CHEMBL620319,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8557,,16423,,,CHEMBL620320,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8558,,17804,,,CHEMBL620321,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8559,,1908,,,CHEMBL620322,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8560,,13950,,,CHEMBL620323,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8561,,13950,,,CHEMBL620324,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Frontal cortex,,1,BAO_0000218,1870.0,
8562,,13950,,,CHEMBL620325,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Frontal cortex,,1,BAO_0000218,1870.0,
8563,,13950,,,CHEMBL620326,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Hippocampus,,1,BAO_0000218,10000000.0,
8564,,13950,,,CHEMBL620327,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Hippocampus,,1,BAO_0000218,10000000.0,
8565,,13950,,,CHEMBL620328,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8566,,13950,,,CHEMBL620329,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8567,,13950,,,CHEMBL620330,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Midbrain,,1,BAO_0000218,1891.0,
8568,,13950,,,CHEMBL875286,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Midbrain,,1,BAO_0000218,1891.0,
8569,,13950,,,CHEMBL620331,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8570,,13950,,,CHEMBL620332,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8571,,13950,,,CHEMBL620333,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
8572,,13950,,,CHEMBL620334,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Striatum,,1,BAO_0000218,2435.0,
8573,,16434,,,CHEMBL621015,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8574,,16434,,,CHEMBL621016,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8575,,16434,,,CHEMBL621191,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8576,,16434,,,CHEMBL621192,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8577,,16434,,,CHEMBL621193,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8578,,16434,,,CHEMBL621194,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8579,,16434,,,CHEMBL624204,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8580,,16434,,,CHEMBL624205,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8581,,16435,,,CHEMBL624206,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8582,,16435,,,CHEMBL624207,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8583,,16435,,,CHEMBL624208,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8584,,16435,,,CHEMBL624209,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8585,,16435,,,CHEMBL624210,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8586,,16435,,,CHEMBL624211,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8587,,16435,,,CHEMBL624212,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8588,,16435,,,CHEMBL624213,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8589,,16434,,,CHEMBL876611,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8590,,16434,,,CHEMBL624214,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8591,,16434,,,CHEMBL624215,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8592,,16435,,,CHEMBL624216,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8593,,16435,,,CHEMBL624217,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8594,,16435,,,CHEMBL624218,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8595,,16435,,,CHEMBL624219,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8596,,16435,,,CHEMBL624220,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8597,,16435,,,CHEMBL624221,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8598,,16434,,,CHEMBL624222,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8599,,16434,,,CHEMBL624223,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8600,,16434,,,CHEMBL624224,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8601,,16434,,,CHEMBL624225,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8602,,17764,,,CHEMBL622420,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8603,,5031,,,CHEMBL622421,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8604,,6215,,,CHEMBL622422,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8605,,17671,,,CHEMBL622423,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8606,,17752,,,CHEMBL622424,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8607,,6596,,,CHEMBL622425,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8608,,16423,,,CHEMBL876612,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8609,,15662,,,CHEMBL622426,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8610,,6062,,,CHEMBL622427,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8611,,5874,,,CHEMBL622428,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8612,,4942,,,CHEMBL622429,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8613,,17796,,,CHEMBL622430,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8614,,4890,,,CHEMBL622431,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8615,,15765,,,CHEMBL622432,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Ileum,,1,BAO_0000218,2116.0,
8616,,13569,,,CHEMBL622433,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8617,,13569,,,CHEMBL622434,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8618,,13569,,,CHEMBL622435,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8619,,13569,,,CHEMBL618748,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8620,,13569,,,CHEMBL618749,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8621,,13569,,,CHEMBL618750,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8622,,13569,,,CHEMBL618751,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8623,,13569,,,CHEMBL618752,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8624,,4576,,,CHEMBL618753,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8625,,750,,,CHEMBL618754,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8626,,750,,,CHEMBL618755,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8627,,4590,,,CHEMBL618756,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8628,,1716,,,CHEMBL618757,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8629,,1974,,,CHEMBL618758,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8630,,4502,,,CHEMBL621088,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8631,,3371,,,CHEMBL621089,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8632,,9099,,,CHEMBL621090,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8633,,9099,,,CHEMBL621091,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Blood,,1,BAO_0000218,178.0,
8634,,4590,,,CHEMBL876731,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8635,,3184,,,CHEMBL621092,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8636,,16456,,,CHEMBL621093,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8637,,4199,,,CHEMBL621094,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8638,,4199,,,CHEMBL621095,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8639,,4199,,,CHEMBL621096,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8640,,8677,,,CHEMBL621097,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
8641,,7449,,,CHEMBL621098,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8642,,11977,,,CHEMBL621099,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cerebellum,,1,BAO_0000218,2037.0,
8643,,11977,,,CHEMBL621100,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cerebellum,,1,BAO_0000218,2037.0,
8644,,11977,,,CHEMBL621101,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cerebellum,,1,BAO_0000218,2037.0,
8645,,11977,,,CHEMBL621102,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cerebellum,,1,BAO_0000218,2037.0,
8646,,11977,,,CHEMBL876732,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Cerebellum,,1,BAO_0000218,2037.0,
8647,,11977,,,CHEMBL621103,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8648,,11977,,,CHEMBL621104,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8649,,11977,,,CHEMBL621105,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8650,,11977,,,CHEMBL621106,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8651,,11977,,,CHEMBL621107,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8652,,11977,,,CHEMBL621108,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8653,,11977,,,CHEMBL621109,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8654,,17208,,,CHEMBL621110,,N,Intermediate,1,,50594,Mus musculus,10090.0,Kidney,,1,BAO_0000218,2113.0,
8655,,17208,,,CHEMBL621111,,N,Intermediate,1,,50594,Mus musculus,10090.0,Kidney,,1,BAO_0000218,2113.0,
8656,,17208,,,CHEMBL622541,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
8657,,17208,,,CHEMBL622542,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
8658,,17208,,,CHEMBL622543,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
8659,,17208,,,CHEMBL624412,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
8660,,17208,,,CHEMBL624413,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
8661,,17208,,,CHEMBL624414,,N,Intermediate,1,,50594,Mus musculus,10090.0,Liver,,1,BAO_0000218,2107.0,
8662,,17208,,,CHEMBL624415,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
8663,,17208,,,CHEMBL624416,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
8664,,17208,,,CHEMBL624417,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
8665,,17208,,,CHEMBL624418,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
8666,,17208,,,CHEMBL624419,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
8667,,17208,,,CHEMBL624420,,N,Intermediate,1,,50594,Mus musculus,10090.0,Lung,,1,BAO_0000218,2048.0,
8668,,17208,,,CHEMBL624421,,N,Intermediate,1,,50594,Mus musculus,10090.0,Muscle tissue,,1,BAO_0000218,2385.0,
8669,,17208,,,CHEMBL624422,,N,Intermediate,1,,50594,Mus musculus,10090.0,Muscle tissue,,1,BAO_0000218,2385.0,
8670,,17208,,,CHEMBL624423,,N,Intermediate,1,,50594,Mus musculus,10090.0,Muscle tissue,,1,BAO_0000218,2385.0,
8671,,17208,,,CHEMBL625123,,N,Intermediate,1,,50594,Mus musculus,10090.0,Muscle tissue,,1,BAO_0000218,2385.0,
8672,,17208,,,CHEMBL625124,,N,Intermediate,1,,50594,Mus musculus,10090.0,Muscle tissue,,1,BAO_0000218,2385.0,
8673,,17208,,,CHEMBL625125,,N,Intermediate,1,,50594,Mus musculus,10090.0,Muscle tissue,,1,BAO_0000218,2385.0,
8674,,17208,,,CHEMBL625126,,N,Intermediate,1,,50594,Mus musculus,10090.0,Zone of skin,,1,BAO_0000218,14.0,
8675,,17208,,,CHEMBL626947,,N,Intermediate,1,,50594,Mus musculus,10090.0,Zone of skin,,1,BAO_0000218,14.0,
8676,,17208,,,CHEMBL626948,,N,Intermediate,1,,50594,Mus musculus,10090.0,Zone of skin,,1,BAO_0000218,14.0,
8677,,17208,,,CHEMBL626949,,N,Intermediate,1,,50594,Mus musculus,10090.0,Zone of skin,,1,BAO_0000218,14.0,
8678,,17208,,,CHEMBL626950,,N,Intermediate,1,,50594,Mus musculus,10090.0,Zone of skin,,1,BAO_0000218,14.0,
8679,,17208,,,CHEMBL626951,,N,Intermediate,1,,50594,Mus musculus,10090.0,Zone of skin,,1,BAO_0000218,14.0,
8680,,17208,,,CHEMBL626952,,N,Intermediate,1,,50594,Mus musculus,10090.0,Spleen,,1,BAO_0000218,2106.0,
8681,,17208,,,CHEMBL626953,,N,Intermediate,1,,50594,Mus musculus,10090.0,Spleen,,1,BAO_0000218,2106.0,
8682,,17208,,,CHEMBL626954,,N,Intermediate,1,,50594,Mus musculus,10090.0,Spleen,,1,BAO_0000218,2106.0,
8683,,17208,,,CHEMBL626955,,N,Intermediate,1,,50594,Mus musculus,10090.0,Spleen,,1,BAO_0000218,2106.0,
8684,,17208,,,CHEMBL626956,,N,Intermediate,1,,50594,Mus musculus,10090.0,Spleen,,1,BAO_0000218,2106.0,
8685,,17208,,,CHEMBL626957,,N,Intermediate,1,,50594,Mus musculus,10090.0,Spleen,,1,BAO_0000218,2106.0,
8686,,17208,,,CHEMBL626958,,N,Intermediate,1,,50594,Mus musculus,10090.0,Blood,,1,BAO_0000218,178.0,
8687,,17208,,,CHEMBL626959,,N,Intermediate,1,,50594,Mus musculus,10090.0,Blood,,1,BAO_0000218,178.0,
8688,,17208,,,CHEMBL626960,,N,Intermediate,1,,50594,Mus musculus,10090.0,Blood,,1,BAO_0000218,178.0,
8689,,17208,,,CHEMBL626961,,N,Intermediate,1,,50594,Mus musculus,10090.0,Blood,,1,BAO_0000218,178.0,
8690,,17208,,,CHEMBL627589,,N,Intermediate,1,,50594,Mus musculus,10090.0,Blood,,1,BAO_0000218,178.0,
8691,,17208,,,CHEMBL627590,,N,Intermediate,1,,50594,Mus musculus,10090.0,Blood,,1,BAO_0000218,178.0,
8692,,3132,,,CHEMBL627591,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
8693,,3132,,,CHEMBL627592,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
8694,,16597,,,CHEMBL627593,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
8695,,5727,,,CHEMBL627594,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
8696,,5302,,,CHEMBL876813,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
8697,,5302,,,CHEMBL627595,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
8698,,6348,,,CHEMBL627596,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
8699,,5964,,,CHEMBL627597,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8700,,6078,,,CHEMBL627598,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8701,,5206,,,CHEMBL627599,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
8702,,2959,,,CHEMBL627600,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8703,,5964,,,CHEMBL627601,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8704,,5964,,,CHEMBL627776,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8705,,6757,,,CHEMBL627777,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8706,,6757,,,CHEMBL627778,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8707,,6757,,,CHEMBL627779,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8708,,17617,,,CHEMBL876814,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8709,,1445,,,CHEMBL627780,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8710,,6082,,,CHEMBL627781,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8711,,1446,,,CHEMBL627782,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8712,,5407,,,CHEMBL627783,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8713,,2690,,,CHEMBL627784,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8714,,2661,,,CHEMBL627785,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8715,,2661,,,CHEMBL627786,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8716,,4891,,,CHEMBL627787,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8717,,2807,,,CHEMBL627788,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8718,,2807,,,CHEMBL626579,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8719,,2807,,,CHEMBL626580,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8720,,3634,,,CHEMBL876815,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8721,,1881,,,CHEMBL626581,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8722,,1881,,,CHEMBL626582,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
8723,,429,,,CHEMBL626583,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8724,,5974,,,CHEMBL626205,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8725,,5974,,,CHEMBL626206,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8726,,5974,,,CHEMBL626207,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8727,,5974,,,CHEMBL623882,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8728,,17582,,,CHEMBL623883,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
8729,,17582,,,CHEMBL623884,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
