AgencyID,Employer,City,NumberCreditCards,Gender,MiddleInitial,Income,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,NetWorth
Akb2069,Energy Transfer Equity,Detroit,0.0,F,,,2.0,0.0,S,54.0,645.0,O,1452510.0
Con2070,Walt Disney,Raleigh,0.0,F,,209103.0,1.0,4.0,M,21.0,355.0,U,3215282.0
POP2071,Varian Medical Systems,Seattle,2.0,,,384117.0,4.0,,M,79.0,381.0,U,3849268.0
Mor2072,Philip Morris International,Tempe,0.0,M,,301522.0,3.0,3.0,W,12.0,590.0,O,1364798.0
Meg2073,Administaff,Aurora,1.0,,,39856.0,1.0,3.0,U,97.0,,R,296877.0
Abb2074,MeadWestvaco,New Haven,3.0,F,,1138.0,2.0,3.0,S,45.0,654.0,O,
DOM2075,Boston Scientific,Salinas,6.0,,,202240.0,2.0,0.0,M,13.0,819.0,O,2710548.0
Abe2076,Cinemark Holdings,Alexandria,5.0,M,,423054.0,5.0,4.0,M,32.0,417.0,O,1190003.0
BAR2077,Temple-Inland,Pomona,10.0,,I,449660.0,4.0,0.0,,94.0,407.0,O,134214.0
Roh2078,NewPage Holding,Detroit,5.0,,L,5959.0,4.0,1.0,U,50.0,728.0,,406688.0
Rid2079,Hasbro,Jacksonville,4.0,,,128625.0,1.0,1.0,M,4.0,639.0,O,1710567.0
Pec2080,,New York,4.0,,,199590.0,3.0,5.0,U,67.0,423.0,O,210747.0
Doa2081,Equifax,El Monte,8.0,f,,110401.0,,0.0,M,,686.0,O,3783852.0
BAD2082,Massey Energy,Elizabeth,8.0,m,M,435606.0,5.0,5.0,M,12.0,810.0,O,2792723.0
HOE2083,Baxter International,Plano,6.0,,,147855.0,2.0,3.0,M,69.0,649.0,O,3415412.0
Bin2084,McClatchy,Grand Rapids,5.0,,,26933.0,1.0,1.0,W,6.0,410.0,R,3358673.0
mym2085,Regis,Spokane,9.0,,,307065.0,0.0,5.0,M,69.0,809.0,O,2329856.0
Uda2086,Reliance Steel & Aluminum,El Paso,10.0,,,431396.0,1.0,3.0,M,39.0,849.0,O,3533670.0
Nes2087,Kellogg,Cleveland,10.0,,,189391.0,5.0,4.0,W,95.0,401.0,R,1179460.0
ADA2088,E.W. Scripps,Toronto,10.0,y,,280433.0,5.0,0.0,S,65.0,453.0,O,1271651.0
SHE2089,BMC Software,Erie,10.0,M,P,54908.0,0.0,2.0,U,98.0,468.0,O,3556870.0
sta2090,Sysco,Las Vegas,9.0,M,V,200827.0,5.0,4.0,M,76.0,773.0,U,1700411.0
ALT2091,Sanderson Farms,Gary,10.0,,,49514.0,0.0,3.0,D,0.0,528.0,O,146477.0
all2092,Northrop Grumman,Montgomery,2.0,F,S,458844.0,3.0,2.0,W,75.0,363.0,O,2718355.0
Ond2093,Flowers Foods,Richmond,2.0,,O,361238.0,0.0,2.0,D,66.0,706.0,O,2146102.0
Zap2094,NTK Holdings,Fort Smith,7.0,f,,119807.0,2.0,,D,22.0,725.0,O,2385658.0
Dug2095,United Services Automobile,Victoria,3.0,F,B,309386.0,4.0,2.0,S,90.0,740.0,U,2981947.0
LUH2096,LKQ,Mesa,1.0,,F,476845.0,5.0,5.0,M,90.0,833.0,O,3524237.0
Ito2097,Airtran Holdings,Dallas,8.0,M,,424509.0,4.0,2.0,W,31.0,599.0,O,2199779.0
Hec2098,,Grand Prairie,7.0,F,U,258208.0,4.0,1.0,U,30.0,808.0,O,2729726.0
per2099,Exxon Mobil,Newark,9.0,f,,88349.0,2.0,1.0,W,83.0,683.0,O,3476735.0
Cum2100,Packaging Corp. of America,Fort Lauderdale,7.0,F,P,84083.0,,3.0,M,16.0,333.0,O,1115519.0
ELI2101,Eastman Chemical,Casper,5.0,,R,86501.0,0.0,4.0,M,78.0,547.0,R,698809.0
byk2102,American Axle & Manufacturing,Erie,6.0,,,164128.0,3.0,,S,95.0,310.0,U,3973778.0
MAC2103,Covance,Oshawa,3.0,f,,327356.0,5.0,,U,78.0,517.0,U,1254778.0
GOO2104,Sally Beauty Holdings,Miami,2.0,,,347555.0,0.0,3.0,U,5.0,488.0,O,2552938.0
Jen2105,El Paso,Fort Lauderdale,2.0,,J,238482.0,2.0,2.0,S,27.0,363.0,O,1307542.0
Pri2106,Marriott International,Sioux Falls,6.0,,,272883.0,2.0,2.0,M,61.0,622.0,O,2517482.0
Vem2107,Mylan,Memphis,2.0,,,46680.0,1.0,5.0,M,3.0,508.0,O,1766044.0
LIN2108,SanDisk,Anchorage,0.0,,,376150.0,5.0,0.0,U,,313.0,O,
Kle2109,Hayes Lemmerz,Lincoln,9.0,m,,257358.0,2.0,4.0,M,53.0,614.0,U,790562.0
Che2110,Rockwood Holdings,Sioux Falls,7.0,,,352354.0,3.0,4.0,S,28.0,,O,2198082.0
Pas2111,Sanderson Farms,Pittsburgh,5.0,M,,37429.0,1.0,5.0,M,0.0,389.0,O,1996495.0
Wit2112,Conseco,Elizabeth,3.0,,E,,,,,45.0,427.0,R,639832.0
NEA2113,Philip Morris International,Madison,3.0,,,215304.0,5.0,5.0,S,78.0,534.0,O,2802913.0
mik2114,Hospira,Tacoma,7.0,,T,,4.0,3.0,U,6.0,640.0,O,2834537.0
Sut2115,Ford Motor,San Francisco,6.0,,,195400.0,0.0,0.0,M,86.0,777.0,,3029877.0
Che2116,HealthSpring,Philadelphia,2.0,,,448262.0,4.0,0.0,S,40.0,714.0,R,2190927.0
Bag2117,Allergan,Moncton,5.0,F,X,143857.0,3.0,0.0,S,73.0,720.0,,1971051.0
Ken2118,,Boston,4.0,,C,179841.0,4.0,0.0,D,93.0,814.0,R,2107368.0
Gir2119,Magellan Health Services,Sacramento,0.0,,M,452925.0,0.0,0.0,M,74.0,475.0,O,1235106.0
Neu2120,Warnaco Group,Sacramento,0.0,M,,479884.0,2.0,4.0,,39.0,338.0,O,3859061.0
Kho2121,Alliant Energy,Houston,6.0,M,,170729.0,2.0,4.0,U,70.0,704.0,O,1360442.0
Mak2122,National Semiconductor,Independence,9.0,m,,325731.0,3.0,0.0,M,96.0,310.0,O,1972245.0
MCK2123,Western Union,Torrance,10.0,,,175574.0,1.0,5.0,M,76.0,426.0,O,2728113.0
Hox2124,AMR,Amarillo,0.0,,A,411899.0,1.0,2.0,U,38.0,651.0,U,
hop2125,Pioneer Natural Resources,Vancouver,9.0,F,,146326.0,2.0,3.0,U,25.0,666.0,O,
Jor2126,Landstar System,Fullerton,3.0,M,,207930.0,3.0,4.0,U,5.0,594.0,O,2185221.0
Lei2127,Exelon,Tacoma,10.0,m,,18272.0,5.0,4.0,S,58.0,503.0,O,3041565.0
wal2128,Alaska Air Group,Evansville,4.0,M,W,127650.0,3.0,1.0,,26.0,749.0,O,2948782.0
MIL2129,Alliant Techsystems,Sandy,7.0,,E,168755.0,1.0,1.0,D,,849.0,O,1661630.0
sey2130,AptarGroup,Shreveport,5.0,,,143627.0,3.0,0.0,U,93.0,612.0,R,
MIR2131,Nasdaq OMX Group,Amarillo,5.0,m,V,377718.0,2.0,2.0,M,14.0,662.0,U,170102.0
Boh2132,J.C. Penney,Salt Lake City,8.0,,,403878.0,1.0,4.0,M,21.0,378.0,O,2649768.0
MCC2133,Altria Group,Ann Arbor,10.0,,,107422.0,5.0,2.0,M,74.0,696.0,O,823261.0
gae2134,Perot Systems,Windsor,8.0,,,10506.0,3.0,1.0,,20.0,494.0,O,878941.0
Kob2135,Affiliated Computer Services,Las Vegas,9.0,M,,465128.0,2.0,1.0,M,17.0,675.0,O,3385169.0
Hat2136,Duke Energy,Oceanside,9.0,,N,123912.0,3.0,4.0,U,20.0,750.0,O,2328754.0
HAL2137,Weis Markets,St. Johns,6.0,,,306314.0,1.0,2.0,U,44.0,744.0,O,3909663.0
Edm2138,HNI,Pueblo,4.0,,A,130729.0,2.0,0.0,S,63.0,426.0,O,184992.0
Sav2139,TD Ameritrade,Glendale,3.0,,,278265.0,2.0,2.0,M,57.0,394.0,O,2149895.0
cha2140,Unitrin,Hollywood,,,,117675.0,1.0,,,19.0,802.0,O,2722571.0
Etc2141,Warner Music Group,Beaumont,2.0,,X,82092.0,4.0,0.0,M,98.0,617.0,O,2876358.0
gri2142,Nash-Finch,Peoria,5.0,f,,8457.0,4.0,,W,85.0,417.0,U,3684172.0
nte2143,,New Orleans,4.0,F,T,217880.0,2.0,4.0,S,45.0,385.0,R,2524898.0
Bra2144,PerkinElmer,Gary,4.0,,Z,162353.0,4.0,5.0,M,74.0,366.0,O,164059.0
Pie2145,Briggs & Stratton,Inglewood,1.0,m,,134997.0,4.0,3.0,U,89.0,518.0,O,563127.0
Kos2146,Avon Products,Palmdale,3.0,F,,447989.0,4.0,0.0,U,65.0,432.0,O,3367241.0
Lea2147,AGCO,Fort Lauderdale,8.0,,,255358.0,4.0,,W,68.0,827.0,O,3621212.0
She2148,CB Richard Ellis Group,Corona,8.0,,,,5.0,1.0,D,73.0,364.0,O,
tim2149,Baldor Electric,Kitchener,0.0,M,C,138836.0,0.0,5.0,U,0.0,728.0,O,309488.0
TAB2150,Great Plains Energy,Minneapolis,8.0,f,,2602.0,1.0,5.0,M,53.0,631.0,R,
IEN2151,Qwest Communications,Corona,5.0,M,,496128.0,5.0,,M,73.0,656.0,O,362797.0
Kho2152,,Beaumont,8.0,,,489272.0,0.0,3.0,S,28.0,633.0,,2362673.0
KIN2153,Int. Business Machines,Thousand Oaks,8.0,,C,337207.0,4.0,0.0,U,59.0,500.0,O,1940630.0
Fer2154,,Orange,6.0,,B,120903.0,2.0,4.0,W,63.0,443.0,R,3940940.0
fal2155,Mueller Industries,Shreveport,1.0,M,,,4.0,4.0,,73.0,500.0,O,2157046.0
MUK2156,Snap-On,Tempe,8.0,M,,263504.0,3.0,4.0,U,,774.0,R,2785321.0
Osl2157,Enbridge Energy Partners,Saskatoon,3.0,,,396198.0,2.0,5.0,M,65.0,818.0,U,3405858.0
COS2158,McCormick,Fairbanks,10.0,,W,327872.0,5.0,0.0,S,26.0,470.0,O,499101.0
Bin2159,Westar Energy,Anaheim,6.0,m,,293171.0,2.0,2.0,S,47.0,784.0,O,3217379.0
zei2160,Sauer-Danfoss,Miami,5.0,,C,420974.0,2.0,2.0,W,65.0,747.0,O,
Edm2161,Complete Production Services,Inglewood,1.0,,E,424114.0,4.0,5.0,S,72.0,556.0,R,395511.0
Red2162,HealthSpring,Lakewood,6.0,m,,172483.0,3.0,0.0,S,,386.0,R,2203367.0
Bal2163,Cliffs Natural Resources,Elizabeth,8.0,F,,75682.0,0.0,0.0,D,1.0,672.0,,1948845.0
LIP2164,Lowe's,Irving,9.0,,,74866.0,,1.0,S,60.0,,O,3499162.0
kum2165,,Nashua,1.0,f,,379693.0,5.0,2.0,S,40.0,436.0,O,659820.0
Mec2166,Clorox,Fairbanks,10.0,f,,460272.0,,2.0,S,48.0,432.0,R,482254.0
ROB2167,Imation,Idaho Falls,1.0,,,260066.0,3.0,4.0,D,59.0,827.0,O,3194697.0
lea2168,,Denver,3.0,,,462530.0,0.0,5.0,M,58.0,760.0,O,2648052.0
Kuc2169,Liberty Media,Warwick,10.0,,D,324115.0,0.0,5.0,M,59.0,761.0,R,425846.0
Hof2170,Winn-Dixie Stores,Provo,3.0,M,A,294061.0,1.0,0.0,S,99.0,415.0,O,1900158.0
cam2171,O'Reilly Automotive,Irving,6.0,,U,298989.0,1.0,1.0,S,12.0,826.0,U,3968721.0
Shi2172,Limited Brands,Plano,,,,230233.0,2.0,3.0,,83.0,411.0,R,1720222.0
tor2173,JohnsonDiversey,Albuquerque,0.0,,I,382256.0,1.0,3.0,U,2.0,514.0,O,961918.0
gor2174,Reynolds American,Jackson,4.0,,,417656.0,5.0,,S,13.0,476.0,O,2674201.0
FAR2175,Leap Wireless International,Charlotte,9.0,,,274723.0,1.0,1.0,M,16.0,741.0,R,3545359.0
bog2176,Kansas City Southern,Sydney,7.0,,P,350746.0,4.0,2.0,S,12.0,783.0,O,1986252.0
con2177,Michael Foods,Missoula,3.0,,,357975.0,5.0,1.0,S,87.0,598.0,O,467050.0
Mac2178,Scana,Chesapeake,9.0,,Q,60602.0,2.0,2.0,M,37.0,779.0,O,3905751.0
Cho2179,Guardian Life Ins. Co.,Moncton,10.0,M,,416907.0,5.0,3.0,U,37.0,643.0,U,1642694.0
May2180,Cameron International,San Francisco,3.0,,,413032.0,0.0,1.0,D,91.0,491.0,O,2137846.0
TSE2181,Dominion Resources,Kitchener,5.0,,,448322.0,2.0,3.0,D,94.0,621.0,O,240320.0
COC2182,Eagle Rock Energy Partners,Sandy,0.0,,,,3.0,0.0,S,34.0,,O,974526.0
kat2183,Jones Apparel Group,Indianapolis,4.0,,,67742.0,5.0,,W,57.0,624.0,O,1172636.0
Che2184,Thermo Fisher Scientific,Hayward,1.0,m,,417385.0,1.0,0.0,U,51.0,486.0,U,2616777.0
Aza2185,Liberty Mutual Insurance Group,Moreno Valley,0.0,,,294993.0,0.0,2.0,M,35.0,529.0,O,3600531.0
mer2186,Solutia,Milwaukee,4.0,f,Q,252462.0,1.0,2.0,U,12.0,617.0,O,95158.0
RAL2187,BE Aerospace,Austin,4.0,m,S,18471.0,0.0,0.0,S,39.0,543.0,O,725079.0
Ott2188,Ecolab,Casper,10.0,,,21390.0,3.0,2.0,S,1.0,531.0,O,3698763.0
Rod2189,,Naperville,1.0,m,,209725.0,0.0,5.0,M,50.0,829.0,O,1646529.0
Moh2190,Shaw Group,Berkeley,3.0,,A,325520.0,0.0,4.0,D,98.0,550.0,O,2962329.0
Bor2191,D.R. Horton,Lewiston,2.0,,,30311.0,1.0,3.0,S,36.0,459.0,R,2318873.0
lud2192,Popular,St. Catharines,0.0,F,,253568.0,4.0,3.0,W,79.0,351.0,U,641809.0
coa2193,CVR Energy,Shreveport,,,,352434.0,2.0,1.0,M,42.0,359.0,O,1063042.0
Al 2194,Coca-Cola,Hampton,8.0,,C,492432.0,3.0,1.0,D,23.0,602.0,O,1235598.0
pea2195,Liberty Media,Charleston,1.0,,,419550.0,4.0,0.0,M,,767.0,O,824700.0
val2196,ABM Industries,Aurora,,,,174911.0,1.0,0.0,S,85.0,514.0,O,1813464.0
Loy2197,Peabody Energy,Tampa,4.0,m,,31745.0,3.0,5.0,M,65.0,663.0,R,419792.0
Suw2198,Terra Industries,Allentown,,m,,137037.0,3.0,1.0,M,16.0,560.0,O,545067.0
KLA2199,Teledyne Technologies,Charleston,2.0,F,R,58259.0,5.0,2.0,W,60.0,471.0,O,815661.0
WEE2200,Bon-Ton Stores,Tulsa,5.0,,N,435413.0,4.0,4.0,W,83.0,406.0,O,2643505.0
Tra2201,CACI International,Buffalo,9.0,,U,322953.0,1.0,5.0,S,84.0,774.0,O,1243192.0
pit2202,Travelers Cos.,Ontario,2.0,F,N,361990.0,3.0,,U,37.0,319.0,O,1610451.0
STA2203,Celanese,Elizabeth,0.0,,T,195192.0,,0.0,M,64.0,623.0,O,184546.0
blo2204,Supervalu,Livonia,8.0,,G,90147.0,4.0,0.0,U,66.0,309.0,O,
Bow2205,NV Energy,Halifax,10.0,,T,139623.0,1.0,0.0,S,83.0,749.0,O,3388619.0
Cou2206,Celgene,Ann Arbor,1.0,m,J,396615.0,,1.0,M,11.0,678.0,O,3228183.0
noo2207,Enersys,Chula Vista,5.0,,X,,2.0,5.0,D,83.0,415.0,O,2650029.0
Bra2208,Office Depot,Greensboro,2.0,F,,391739.0,5.0,4.0,W,79.0,842.0,,
Leb2209,,Fort Lauderdale,5.0,,Z,390609.0,4.0,1.0,U,37.0,554.0,O,2757645.0
bou2210,DirecTV Group,Regina,4.0,F,,325550.0,3.0,0.0,M,91.0,659.0,U,2982964.0
Lua2211,Aventine Renewable Energy,Waterbury,3.0,m,,293691.0,0.0,1.0,M,85.0,608.0,O,2073728.0
BVW2212,Juniper Networks,Fargo,10.0,,,61619.0,4.0,2.0,U,,454.0,U,1939876.0
Bob2213,Chemtura,St. Johns,2.0,,,445303.0,3.0,1.0,M,10.0,550.0,O,2858774.0
De 2214,Ross Stores,San Buenaventura,9.0,,,293105.0,0.0,2.0,M,100.0,516.0,O,2416064.0
Mox2215,St. Jude Medical,San Bernardino,2.0,h,,226478.0,4.0,0.0,U,,345.0,O,1190422.0
Han2216,Host Hotels & Resorts,Fayetteville,2.0,,,144259.0,2.0,3.0,,1.0,847.0,O,828465.0
Zad2217,Cummins,Montgomery,8.0,,,212364.0,1.0,1.0,U,,703.0,U,3079265.0
SUG2218,Noble Energy,Overland Park,8.0,,,50136.0,1.0,2.0,S,29.0,443.0,O,3832103.0
Cos2219,Macy's,Hampton,0.0,m,,274124.0,2.0,1.0,U,22.0,,O,2668580.0
LIN2220,McClatchy,Hayward,6.0,F,,147109.0,2.0,0.0,D,42.0,301.0,O,1482017.0
ols2221,,Lansing,7.0,F,R,66281.0,2.0,2.0,M,20.0,496.0,O,2850059.0
Fer2222,Markel,Vallejo,2.0,M,,211254.0,1.0,4.0,S,99.0,414.0,O,2638386.0
BRO2223,Discover Financial Services,Regina,0.0,F,,106807.0,0.0,3.0,S,38.0,468.0,R,2747300.0
Tar2224,Piedmont Natural Gas,Pembroke Pines,4.0,,N,15654.0,1.0,4.0,M,48.0,542.0,O,557889.0
Buf2225,Wyeth,Santa Rosa,2.0,,,398145.0,3.0,0.0,S,53.0,672.0,O,3329855.0
Cur2226,Duke Energy,Sioux Falls,0.0,,,356110.0,0.0,5.0,S,99.0,328.0,R,1393026.0
Ver2227,Penske Automotive Group,Greensboro,8.0,m,,54815.0,2.0,1.0,M,26.0,445.0,,408633.0
Sch2228,Interstate Bakeries,St. Petersburg,7.0,f,,339019.0,0.0,5.0,W,24.0,327.0,O,1984436.0
Cre2229,Ryland Group,Greensboro,5.0,,,93925.0,5.0,4.0,M,62.0,489.0,O,1404547.0
LAS2230,Universal,Evansville,6.0,,,230037.0,0.0,5.0,D,46.0,413.0,O,1761507.0
BOG2231,Neiman Marcus,Sterling Heights,8.0,m,B,461496.0,5.0,4.0,,10.0,704.0,O,2227297.0
PRO2232,Tech Data,Victoria,10.0,M,,273162.0,2.0,0.0,W,65.0,375.0,O,967270.0
Nao2233,CHS,Fresno,9.0,,W,172115.0,,2.0,U,98.0,681.0,R,747031.0
Gri2234,Administaff,Norfolk,2.0,F,,36882.0,5.0,1.0,W,69.0,575.0,O,3172177.0
Lav2235,Energy Transfer Equity,Garland,8.0,,,299947.0,5.0,2.0,M,3.0,,O,326172.0
KRE2236,Zimmer Holdings,Santa Clara,4.0,,R,12288.0,5.0,1.0,M,0.0,359.0,O,1134832.0
Td2237,Procter & Gamble,Scottsdale,3.0,f,E,280713.0,0.0,1.0,M,17.0,655.0,O,2940157.0
VRE2238,Tupperware Brands,Eugene,1.0,,B,201411.0,5.0,2.0,S,44.0,576.0,O,2623046.0
pbx2239,Pitney Bowes,Montreal,8.0,,Y,,2.0,3.0,W,60.0,493.0,U,1128811.0
Lac2240,International Paper,Fort Collins,9.0,M,,130185.0,4.0,4.0,U,90.0,715.0,O,1236194.0
Mei2241,Tiffany & Co,Windsor,2.0,,,104271.0,4.0,2.0,M,30.0,639.0,O,3767930.0
Cum2242,,Chula Vista,7.0,m,,491280.0,4.0,2.0,S,79.0,733.0,O,
Bro2243,Home Depot,Winston-Salem,2.0,,,182489.0,0.0,5.0,W,23.0,385.0,O,3041308.0
Bru2244,Supervalu,San Bernardino,8.0,,U,,0.0,2.0,U,90.0,484.0,R,3873645.0
Kik2245,Insight Enterprises,Costa Mesa,,f,,301456.0,5.0,3.0,S,2.0,831.0,,1653673.0
Dan2246,YRC Worldwide,Vancouver,6.0,,R,160217.0,2.0,1.0,S,58.0,557.0,R,2992277.0
Sev2247,Southwestern Energy,Reno,,m,O,218278.0,1.0,5.0,W,69.0,543.0,U,3264333.0
Man2248,Estee Lauder,Nashville,5.0,M,A,51626.0,1.0,2.0,M,15.0,307.0,O,3994013.0
NAU2249,Caterpillar,Stockton,7.0,f,T,446209.0,3.0,0.0,M,55.0,460.0,O,3575154.0
bor2250,Equity Residential,Santa Rosa,2.0,f,D,202504.0,0.0,0.0,M,65.0,583.0,U,3930784.0
hug2251,Brink's,Colorado Springs,6.0,,,268782.0,2.0,5.0,M,4.0,751.0,O,2620437.0
Syd2252,Allegheny Technologies,Grand Rapids,3.0,F,D,293569.0,0.0,0.0,M,37.0,,O,574754.0
EAR2253,Apollo Group,Livonia,6.0,f,,109482.0,1.0,3.0,S,96.0,719.0,O,398547.0
sha2254,Newell Rubbermaid,Oxnard,6.0,,,36620.0,5.0,2.0,D,70.0,318.0,O,
DYB2255,McGraw-Hill,Thousand Oaks,6.0,,U,354302.0,0.0,0.0,M,26.0,841.0,R,2630153.0
Whi2256,eBay,Des Moines,5.0,M,,373145.0,4.0,2.0,M,48.0,,,707793.0
CAM2257,Protective Life,Tallahassee,2.0,,,405984.0,3.0,1.0,U,42.0,835.0,R,1417934.0
Gav2258,Bristol-Myers Squibb,Simi Valley,7.0,f,,55640.0,5.0,1.0,S,4.0,429.0,O,1289312.0
KUR2259,Hewlett-Packard,Austin,7.0,,W,28337.0,1.0,4.0,W,80.0,540.0,R,2108279.0
MUL2260,Staples,Fairbanks,7.0,,W,121726.0,2.0,3.0,M,28.0,586.0,O,3266194.0
Law2261,Modine Manufacturing,London,1.0,f,,481904.0,4.0,2.0,M,39.0,467.0,,652363.0
HEA2262,Jacobs Engineering Group,Chicago,9.0,,,13808.0,0.0,2.0,M,21.0,819.0,O,1883004.0
Hum2263,Nucor,Toronto,3.0,,K,80614.0,4.0,5.0,,84.0,599.0,O,3893078.0
Hel2264,Belk,Knoxville,9.0,,G,214149.0,5.0,5.0,U,25.0,412.0,O,1390265.0
OPE2265,Vulcan Materials,Edmonton,6.0,f,,381996.0,2.0,1.0,M,72.0,548.0,O,
Ess2266,Amerco,Oklahoma City,9.0,M,,447390.0,0.0,,U,53.0,692.0,O,2038893.0
Mun2267,Praxair,Tacoma,3.0,,V,229848.0,4.0,3.0,U,11.0,768.0,O,
Str2268,Gardner Denver,Chula Vista,3.0,,Z,264281.0,3.0,5.0,W,21.0,448.0,O,3305120.0
POR2269,Dick's Sporting Goods,Costa Mesa,,M,,248054.0,4.0,3.0,U,66.0,796.0,,3279204.0
dev2270,Mosaic,Warren,1.0,,,94612.0,5.0,2.0,U,72.0,830.0,O,51515.0
Dik2271,Southern,Mesquite,4.0,,Y,391600.0,0.0,2.0,U,67.0,794.0,O,3395383.0
PIZ2272,Genzyme,Amarillo,8.0,,,73933.0,5.0,2.0,M,12.0,416.0,O,2810972.0
Mar2273,Tyson Foods,Pomona,10.0,,R,41919.0,5.0,5.0,S,38.0,372.0,O,2340572.0
FOG2274,CenterPoint Energy,Raleigh,1.0,f,,447666.0,2.0,4.0,M,56.0,667.0,O,1470592.0
luc2275,CC Media Holdings,Tempe,8.0,M,,,3.0,0.0,M,6.0,,O,202727.0
Rot2276,Aleris International,Tucson,4.0,,,73642.0,3.0,0.0,D,,405.0,R,2529122.0
TRE2277,Brown Shoe,Knoxville,5.0,f,X,204354.0,4.0,3.0,S,95.0,541.0,O,2681930.0
Tra2278,RadioShack,Mobile,2.0,,,489505.0,3.0,1.0,M,38.0,432.0,R,3231612.0
Gon2279,Genzyme,Lewiston,9.0,,,121694.0,3.0,5.0,W,87.0,504.0,O,3514932.0
TEE2280,Insight Enterprises,Alexandria,0.0,F,X,194556.0,3.0,4.0,M,23.0,,O,2224454.0
Nos2281,H&R Block,Rapid City,1.0,,N,98424.0,0.0,4.0,D,51.0,364.0,O,
DEE2282,General Cable,Little Rock,8.0,f,,475499.0,4.0,0.0,M,41.0,698.0,R,3924427.0
Zbu2283,Unified Grocers,Virginia Beach,8.0,,Y,282310.0,3.0,4.0,,,756.0,O,115798.0
O'R2284,Cooper-Standard Holdings,Coral Springs,10.0,f,,60104.0,3.0,1.0,S,,592.0,U,3637801.0
Bre2285,Discovery Communications,Saint John,6.0,,U,316804.0,,1.0,M,40.0,458.0,R,814000.0
Kum2286,Applied Biosystems,Lancaster,4.0,f,,269740.0,2.0,3.0,M,68.0,441.0,O,3294853.0
Moo2287,Convergys,Warwick,0.0,,,119158.0,5.0,1.0,M,14.0,759.0,O,3398170.0
KAT2288,Sempra Energy,Alexandria,10.0,,,6965.0,5.0,0.0,M,24.0,695.0,O,2620242.0
Mou2289,Fortune Brands,San Bernardino,3.0,,,,2.0,3.0,W,5.0,634.0,U,2441656.0
ero2290,Cummins,Henderson,0.0,m,,220392.0,,,M,80.0,585.0,R,2878456.0
Hol2291,Northern Trust Corp.,Hilo,7.0,F,,471016.0,,3.0,W,3.0,767.0,O,2658916.0
RIT2292,ConocoPhillips,Wichita,2.0,F,B,52045.0,2.0,2.0,S,35.0,717.0,O,
BLA2293,Nash-Finch,Fort Collins,0.0,f,,355829.0,5.0,2.0,M,50.0,706.0,R,3704935.0
Mcm2294,Pool,Irvine,7.0,,A,75149.0,3.0,2.0,M,27.0,757.0,O,416153.0
lin2295,LandAmerica Financial Group,San Antonio,0.0,,,474316.0,0.0,5.0,M,73.0,690.0,O,1723082.0
cho2296,First American Corp.,Saint John,2.0,m,,112638.0,3.0,5.0,M,27.0,356.0,O,429379.0
dzi2297,Kellogg,Phoenix,,m,,303430.0,1.0,0.0,U,78.0,632.0,,1047754.0
DUP2298,Magellan Health Services,Fort Collins,0.0,,,37937.0,0.0,1.0,U,84.0,483.0,R,
Bar2299,,Irvine,4.0,F,O,284757.0,5.0,5.0,S,38.0,722.0,,3912108.0
Boy2300,Clorox,Charleston,8.0,F,,242727.0,5.0,4.0,U,74.0,,O,3998775.0
Che2301,FirstEnergy,Charlotte,6.0,M,,134606.0,2.0,3.0,M,,319.0,O,970582.0
ala2302,McKesson,Minneapolis,4.0,,,292291.0,2.0,1.0,,3.0,423.0,O,
Gat2303,Hayes Lemmerz,Lincoln,0.0,f,P,293566.0,1.0,2.0,S,43.0,624.0,R,2818031.0
Van2304,Centex,Fremont,10.0,M,,443983.0,1.0,2.0,S,80.0,688.0,O,834838.0
pel2305,Fortune Brands,Montreal,8.0,,R,184998.0,2.0,0.0,M,14.0,329.0,O,1401306.0
Wic2306,Wendy's/Arby's Group,Dawson City,4.0,F,A,348409.0,4.0,4.0,U,51.0,774.0,O,1949038.0
Sta2307,Las Vegas Sands,Fort Collins,6.0,F,,340287.0,0.0,2.0,S,74.0,511.0,O,1178413.0
Mcg2308,OM Group,Oakland,2.0,,,127452.0,2.0,2.0,U,,413.0,O,3048799.0
jan2309,NCI Building Systems,Grand Prairie,6.0,,P,42707.0,2.0,5.0,U,16.0,554.0,O,3135220.0
Tan2310,National Fuel Gas,Bellevue,5.0,F,W,366758.0,2.0,0.0,U,100.0,821.0,O,1739318.0
O'g2311,CHS,Sudbury,5.0,,,75183.0,,1.0,U,29.0,512.0,O,2825750.0
DEM2312,United Rentals,Grand Prairie,6.0,,,493454.0,0.0,3.0,W,84.0,423.0,O,1956967.0
RUD2313,Watson Wyatt Worldwide,McAllen,10.0,,,216137.0,1.0,,S,77.0,549.0,O,3675083.0
Gab2314,Baker Hughes,Pittsburgh,8.0,F,H,252633.0,4.0,4.0,M,12.0,778.0,R,1966185.0
Hil2315,BE Aerospace,North Las Vegas,5.0,,,477451.0,0.0,4.0,M,42.0,665.0,O,3943075.0
bam2316,Briggs & Stratton,Warren,2.0,,,374480.0,4.0,2.0,S,97.0,535.0,U,1635014.0
sch2317,ConAgra Foods,Warren,10.0,,,489398.0,3.0,3.0,M,42.0,698.0,R,3266869.0
Cro2318,Land O'Lakes,Arlington,0.0,f,,58340.0,2.0,5.0,U,75.0,766.0,O,2308190.0
Lom2319,Aramark,Lewiston,9.0,M,,151060.0,5.0,4.0,M,99.0,770.0,O,908999.0
