miller2_FiYe,miller2_CouReN,miller2_OrgaID,miller2_IndigIs,miller2_BrN,miller2_SecPer,miller2_OrganTy,miller2_SecID,miller2_ChIss,miller2_ProBroCounID,miller2_Biodiv,miller2_ConNa,Sector ID,miller2_OrganiCl,miller2_DiID,miller2_CliChaAda,miller2_ClChaMiti,miller2_Deser,miller2_PartiDevAGoGov,miller2_TrDevelo,miller2_UrIs,miller2_YoIss,miller2_DisIs,miller2_ICTAATFoDeve,miller2_KnoFDevelo,miller2_GeEqu,miller2_OrgN,miller2_OrgSu,miller2_ContiID,miller2_CouRegID,miller2_CouRegPer,miller2_SecNa,miller2_AmSp
2009/2010,Bangladesh,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,BD,0,Asia,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,BD,0.0097,Small and medium-sized enterprises (SME) development,11155.0
2009/2010,Bangladesh,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,BD,0,Asia,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,BD,0.0097,Environmental policy and administrative management,4365.0
2009/2010,Bangladesh,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,BD,0,Asia,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,BD,0.0097,Promotion of development awareness,4365.0
2009/2010,Burkina-Faso,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,BF,0,Africa,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,BF,0.0945,Primary education,85050.0
2009/2010,Burkina-Faso,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,BF,0,Africa,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,BF,0.0945,Basic health care,66150.0
2009/2010,Burkina-Faso,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,BF,0,Africa,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,BF,0.0945,Public sector policy and administrative management,127575.0
2009/2010,Burkina-Faso,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,BF,0,Africa,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,BF,0.0945,Small and medium-sized enterprises (SME) development,108675.0
2009/2010,Burkina-Faso,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,BF,0,Africa,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,BF,0.0945,Environmental policy and administrative management,42525.0
2009/2010,Burkina-Faso,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,BF,0,Africa,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,BF,0.0945,Promotion of development awareness,42525.0
2009/2010,Bolivia,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,BO,0,America,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,BO,0.0919,Primary education,82710.0
2009/2010,Bolivia,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,BO,0,America,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,BO,0.0919,Basic health care,64330.0
2009/2010,Bolivia,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,BO,0,America,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,BO,0.0919,Public sector policy and administrative management,124065.0
2009/2010,Bolivia,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,BO,0,America,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,BO,0.0919,Small and medium-sized enterprises (SME) development,105685.0
2009/2010,Bolivia,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,BO,0,America,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,BO,0.0919,Environmental policy and administrative management,41355.0
2009/2010,Bolivia,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,BO,0,America,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,BO,0.0919,Promotion of development awareness,41355.0
2009/2010,Congo,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,CG,0,Africa,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CG,0.0006,Primary education,540.0
2009/2010,Congo,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,CG,0,Africa,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CG,0.0006,Basic health care,420.0
2009/2010,Congo,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,CG,0,Africa,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CG,0.0006,Public sector policy and administrative management,810.0
2009/2010,Congo,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,CG,0,Africa,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CG,0.0006,Small and medium-sized enterprises (SME) development,690.0
2009/2010,Congo,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,CG,0,Africa,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CG,0.0006,Environmental policy and administrative management,270.0
2009/2010,Congo,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,CG,0,Africa,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CG,0.0006,Promotion of development awareness,270.0
2009/2010,Cameroon,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,CM,0,Africa,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CM,0.0326,Primary education,29340.0
2009/2010,Cameroon,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,CM,0,Africa,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CM,0.0326,Basic health care,22820.0
2009/2010,Cameroon,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,CM,0,Africa,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CM,0.0326,Public sector policy and administrative management,44010.0
2009/2010,Cameroon,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,CM,0,Africa,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CM,0.0326,Small and medium-sized enterprises (SME) development,37490.0
2009/2010,Cameroon,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,CM,0,Africa,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CM,0.0326,Environmental policy and administrative management,14670.0
2009/2010,Cameroon,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,CM,0,Africa,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,CM,0.0326,Promotion of development awareness,14670.0
2009/2010,Ecuador,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,EC,0,America,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,EC,0.0074,Primary education,6660.0
2009/2010,Ecuador,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,EC,0,America,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,EC,0.0074,Basic health care,5180.0
2009/2010,Ecuador,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,EC,0,America,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,EC,0.0074,Public sector policy and administrative management,9990.0
2009/2010,Ecuador,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,EC,0,America,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,EC,0.0074,Small and medium-sized enterprises (SME) development,8510.0
2009/2010,Ecuador,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,EC,0,America,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,EC,0.0074,Environmental policy and administrative management,3330.0
2009/2010,Ecuador,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,EC,0,America,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,EC,0.0074,Promotion of development awareness,3330.0
2009/2010,Ethiopia,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,ET,0,Africa,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ET,0.0629,Primary education,56610.0
2009/2010,Ethiopia,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,ET,0,Africa,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ET,0.0629,Basic health care,44030.0
2009/2010,Ethiopia,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,ET,0,Africa,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ET,0.0629,Public sector policy and administrative management,84915.0
2009/2010,Ethiopia,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,ET,0,Africa,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ET,0.0629,Small and medium-sized enterprises (SME) development,72335.0
2009/2010,Ethiopia,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,ET,0,Africa,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ET,0.0629,Environmental policy and administrative management,28305.0
2009/2010,Ethiopia,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,ET,0,Africa,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ET,0.0629,Promotion of development awareness,28305.0
2009/2010,Honduras,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,HN,0,America,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HN,0.0288,Primary education,25920.0
2009/2010,Honduras,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,HN,0,America,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HN,0.0288,Basic health care,20160.0
2009/2010,Honduras,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,HN,0,America,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HN,0.0288,Public sector policy and administrative management,38880.0
2009/2010,Honduras,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,HN,0,America,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HN,0.0288,Small and medium-sized enterprises (SME) development,33120.0
2009/2010,Honduras,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,HN,0,America,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HN,0.0288,Environmental policy and administrative management,12960.0
2009/2010,Honduras,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,HN,0,America,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HN,0.0288,Promotion of development awareness,12960.0
2009/2010,Haiti,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,HT,0,America,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HT,0.0244,Primary education,21960.0
2009/2010,Haiti,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,HT,0,America,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HT,0.0244,Basic health care,17080.0
2009/2010,Haiti,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,HT,0,America,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HT,0.0244,Public sector policy and administrative management,32940.0
2009/2010,Haiti,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,HT,0,America,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HT,0.0244,Small and medium-sized enterprises (SME) development,28060.0
2009/2010,Haiti,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,HT,0,America,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HT,0.0244,Environmental policy and administrative management,10980.0
2009/2010,Haiti,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,HT,0,America,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,HT,0.0244,Promotion of development awareness,10980.0
2009/2010,India,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,IN,0,Asia,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,IN,0.1863,Primary education,167670.0
2009/2010,India,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,IN,0,Asia,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,IN,0.1863,Basic health care,130410.0
2009/2010,India,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,IN,0,Asia,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,IN,0.1863,Public sector policy and administrative management,251505.0
2009/2010,India,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,IN,0,Asia,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,IN,0.1863,Small and medium-sized enterprises (SME) development,214245.0
2009/2010,India,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,IN,0,Asia,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,IN,0.1863,Environmental policy and administrative management,83835.0
2009/2010,India,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,IN,0,Asia,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,IN,0.1863,Promotion of development awareness,83835.0
2009/2010,Cambodia,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,KH,0,Asia,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,KH,0.0112,Primary education,10080.0
2009/2010,Cambodia,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,KH,0,Asia,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,KH,0.0112,Basic health care,7840.0
2009/2010,Cambodia,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,KH,0,Asia,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,KH,0.0112,Public sector policy and administrative management,15120.0
2009/2010,Cambodia,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,KH,0,Asia,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,KH,0.0112,Small and medium-sized enterprises (SME) development,12880.0
2009/2010,Cambodia,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,KH,0,Asia,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,KH,0.0112,Environmental policy and administrative management,5040.0
2009/2010,Cambodia,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,KH,0,Asia,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,KH,0.0112,Promotion of development awareness,5040.0
2009/2010,Sri Lanka,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,LK,0,Asia,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,LK,0.0174,Primary education,15660.0
2009/2010,Sri Lanka,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,LK,0,Asia,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,LK,0.0174,Basic health care,12180.0
2009/2010,Sri Lanka,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,LK,0,Asia,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,LK,0.0174,Public sector policy and administrative management,23490.0
2009/2010,Sri Lanka,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,LK,0,Asia,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,LK,0.0174,Small and medium-sized enterprises (SME) development,20010.0
2009/2010,Sri Lanka,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,LK,0,Asia,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,LK,0.0174,Environmental policy and administrative management,7830.0
2009/2010,Sri Lanka,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,LK,0,Asia,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,3,LK,0.0174,Promotion of development awareness,7830.0
2009/2010,Mali,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,ML,0,Africa,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ML,0.1816,Primary education,163440.0
2009/2010,Mali,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,ML,0,Africa,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ML,0.1816,Basic health care,127120.0
2009/2010,Mali,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,ML,0,Africa,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ML,0.1816,Public sector policy and administrative management,245160.0
2009/2010,Mali,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,ML,0,Africa,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ML,0.1816,Small and medium-sized enterprises (SME) development,208840.0
2009/2010,Mali,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,ML,0,Africa,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ML,0.1816,Environmental policy and administrative management,81720.0
2009/2010,Mali,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,ML,0,Africa,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,ML,0.1816,Promotion of development awareness,81720.0
2009/2010,Malawi,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,MW,0,Africa,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,MW,0.0324,Primary education,29160.0
2009/2010,Malawi,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,MW,0,Africa,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,MW,0.0324,Basic health care,22680.0
2009/2010,Malawi,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,MW,0,Africa,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,MW,0.0324,Public sector policy and administrative management,43740.0
2009/2010,Malawi,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,MW,0,Africa,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,MW,0.0324,Small and medium-sized enterprises (SME) development,37260.0
2009/2010,Malawi,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,MW,0,Africa,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,MW,0.0324,Environmental policy and administrative management,14580.0
2009/2010,Malawi,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,MW,0,Africa,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,MW,0.0324,Promotion of development awareness,14580.0
2009/2010,Niger,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,NE,0,Africa,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,NE,0.0103,Primary education,9270.0
2009/2010,Niger,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,NE,0,Africa,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,NE,0.0103,Basic health care,7210.0
2009/2010,Niger,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,NE,0,Africa,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,NE,0.0103,Public sector policy and administrative management,13905.0
2009/2010,Niger,1001481,0,KFM Partnership for Develop. Innovation,0.23,Canadian Non-Profit Making,S6213,0,NE,0,Africa,32130,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,NE,0.0103,Small and medium-sized enterprises (SME) development,11845.0
2009/2010,Niger,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,NE,0,Africa,41010,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,NE,0.0103,Environmental policy and administrative management,4635.0
2009/2010,Niger,1001481,0,KFM Partnership for Develop. Innovation,0.09,Canadian Non-Profit Making,S6213,0,NE,0,Africa,99820,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,2,NE,0.0103,Promotion of development awareness,4635.0
2009/2010,Nicaragua,1001481,0,KFM Partnership for Develop. Innovation,0.18,Canadian Non-Profit Making,S6213,0,NI,0,America,11220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,NI,0.0197,Primary education,17730.0
2009/2010,Nicaragua,1001481,0,KFM Partnership for Develop. Innovation,0.14,Canadian Non-Profit Making,S6213,0,NI,0,America,12220,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,NI,0.0197,Basic health care,13790.0
2009/2010,Nicaragua,1001481,0,KFM Partnership for Develop. Innovation,0.27,Canadian Non-Profit Making,S6213,0,NI,0,America,15110,Civil Society,D6211,0,0,0,1,0,0,0,0,0,0,2,Fondation Jules et Paul-�mile L�ger,NGO,1,NI,0.0197,Public sector policy and administrative management,26595.0
