rltnshp_tp,ss_strn,src_ss_d,tss_d,b_frmt,crtd_b,ss_ctgr,ss_tp,ss_tss,chmbl_d,td,ss_cll_tp,cnfdnc_scr,ss_tx_d,ss_d,ss_tst_tp,vrnt_d,dscrptn,dc_d,ss_rgnsm,ss_sbclllr_frctn,cll_d,src_d
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627995,50597,,1,10116.0,9475,,,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in rat,4709,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627996,50597,,1,10116.0,9476,,,Blood level after a 10 mg/kg oral dose in rat expressed as AUC was determined,4075,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627997,50597,,1,10116.0,9477,,,Compound at a dose 10 mg/kg was administered orally to rat and the pharmacokinetic parameter area under curve (AUC) was measured,5394,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627998,50597,,1,10116.0,9478,,,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female wistar rats,2661,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628640,50597,,1,10116.0,9479,,,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to male wistar rats,2661,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628641,50597,,1,10116.0,9480,,,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female wistar rats,2661,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628642,50597,,1,10116.0,9481,,,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to male wistar rats,2661,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628643,50597,,1,10116.0,9482,,,Compound was evaluated for area under the curve expressed as (h*ug/ml),17791,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628644,50597,,1,10116.0,9483,,,Compound was tested for area under curve in rat,2591,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628645,50597,,1,10116.0,9484,,,Concentration in rat plasma after 5 mg/kg oral gavage for 8 hours,6567,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628646,50597,,1,10116.0,9485,,,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,6211,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628647,50597,,1,10116.0,9486,,,Dose-normalized AUC was determined in rat after peroral administration (2 mg/kg),5529,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628648,50597,,1,10116.0,9487,,,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,5408,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625358,50597,,1,10116.0,9488,,,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,5408,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625359,50597,,1,10116.0,9489,,,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,5408,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625360,50597,,1,10116.0,9490,,,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,5408,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625361,50597,,1,10116.0,9491,,,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg ( 0-8 hr ),429,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625362,50597,,1,10116.0,9492,,,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr ),429,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625363,50597,,1,10116.0,9493,,,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr),429,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625364,50597,,1,10116.0,9494,,,Hepatic portal AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,4796,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625365,50597,,1,10116.0,9495,,,In vivo Area under curve (AUC) was determined after intravenous administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,5974,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625366,50597,,1,10116.0,9496,,,In vivo Area under curve (AUC) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,5974,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625367,50597,,1,10116.0,9497,,,In vivo Area under curve (AUC) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,5974,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL625368,50597,,1,10116.0,9498,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.98-2.56 % dose/g",11450,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL625369,50597,,1,10116.0,9499,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.15-1.43 % dose/g",11450,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL625370,50597,,1,10116.0,9500,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.43-4.52 % dose/g",11450,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL625371,50597,,1,10116.0,9501,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.12-3.14 % dose/g",11450,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL625372,50597,,1,10116.0,9502,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.40-1.60 % dose/g",11450,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL625373,50597,,1,10116.0,9503,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.74-0.85 % dose/g",11450,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL625374,50597,,1,10116.0,9504,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.31-1.45 % dose/g",11450,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL877593,50597,,1,10116.0,9505,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.90 % dose/g",11450,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL625375,50597,,1,10116.0,9506,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.02-2.78 % dose/g",11450,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL625376,50597,,1,10116.0,9507,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.64-2.38 % dose/g",11450,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL621973,50597,,1,10116.0,9508,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.95-1.07 % dose/g",11450,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL621974,50597,,1,10116.0,9509,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.61-0.81 % dose/g",11450,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL621975,50597,,1,10116.0,9510,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 5.01-7.13 % dose/g",11450,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL622166,50597,,1,10116.0,9511,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.51-3.71 % dose/g",11450,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL622167,50597,,1,10116.0,9512,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 10.84-13.77 % dose/g",11450,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL622168,50597,,1,10116.0,9513,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.92-8.51% dose/g",11450,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL622169,50597,,1,10116.0,9514,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.37-3.94 % dose/g",11450,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL622170,50597,,1,10116.0,9515,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.87-2.12 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622171,50597,,1,10116.0,9516,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 37.97-75.23 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622172,50597,,1,10116.0,9517,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.03-36.88 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622173,50597,,1,10116.0,9518,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 13.20-17.31 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622174,50597,,1,10116.0,9519,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 7.87-16.51 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622175,50597,,1,10116.0,9520,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 81.37-166.09 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622176,50597,,1,10116.0,9521,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 31.90-39.98 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622177,50597,,1,10116.0,9522,,,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.41-0.83 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622178,50597,,1,10116.0,9523,,,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.05-0.38 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622179,50597,,1,10116.0,9524,,,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.16-0.20 % dose/g",11450,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL622180,50597,,1,10116.0,9525,,,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.17 % dose/g",11450,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622181,50597,,1,10116.0,9526,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622182,50597,,1,10116.0,9527,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622183,50597,,1,10116.0,9528,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622184,50597,,1,10116.0,9529,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622185,50597,,1,10116.0,9530,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622186,50597,,1,10116.0,9531,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622187,50597,,1,10116.0,9532,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL625002,50597,,1,10116.0,9533,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622090,50597,,1,10116.0,9534,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622091,50597,,1,10116.0,9535,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622092,50597,,1,10116.0,9536,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622093,50597,,1,10116.0,9537,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622094,50597,,1,10116.0,9538,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622095,50597,,1,10116.0,9539,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL622264,50597,,1,10116.0,9540,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL622265,50597,,1,10116.0,9541,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL622266,50597,,1,10116.0,9542,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL622267,50597,,1,10116.0,9543,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL622268,50597,,1,10116.0,9544,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL622269,50597,,1,10116.0,9545,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL625071,50597,,1,10116.0,9546,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621621,50597,,1,10116.0,9547,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621622,50597,,1,10116.0,9548,,,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621623,50597,,1,10116.0,9549,,,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621624,50597,,1,10116.0,9550,,,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621625,50597,,1,10116.0,9551,,,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621626,50597,,1,10116.0,9552,,,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621627,50597,,1,10116.0,9553,,,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621628,50597,,1,10116.0,9554,,,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL875328,50597,,1,10116.0,9555,,,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621629,50597,,1,10116.0,9556,,,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621630,50597,,1,10116.0,9557,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621631,50597,,1,10116.0,9558,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621632,50597,,1,10116.0,9559,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,16434,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621633,50597,,1,10116.0,9560,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621634,50597,,1,10116.0,9561,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621635,50597,,1,10116.0,9562,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621636,50597,,1,10116.0,9563,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621637,50597,,1,10116.0,9564,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,16435,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL621638,50597,,1,10116.0,9565,,,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,16435,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL618883,50597,,1,10116.0,9566,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL618884,50597,,1,10116.0,9567,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628627,50597,,1,10116.0,9568,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628628,50597,,1,10116.0,9569,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628629,50597,,1,10116.0,9570,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,16434,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628630,50597,,1,10116.0,9571,In vivo,,Half life after administering orally a dose of 3 mg/kg,16365,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628631,50597,,1,10116.0,9572,In vivo,,Half life after administering orally a dose of 3 mg/kg to a fasting rat,16365,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628632,50597,,1,10116.0,9573,In vivo,,Half life after administering intravenously a dose of 1 mg/kg,16365,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628633,50597,,1,10116.0,9574,In vivo,,Half life after oral dosing in rats,526,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL628634,50597,,1,10116.0,9575,In vivo,,Half life after the administered orally a dose of 1 mg/kg to a fasting rat,16365,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627789,50597,,1,10116.0,9576,In vivo,,Half life by intravenous administration of 3.4 mg/kg in rat,4368,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627790,50597,,1,10116.0,9577,,,Half life in rat,3371,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627791,50597,,1,10116.0,9578,,,Half life in rat,6448,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627792,50597,,1,10116.0,9579,,,Half life in rat,6453,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627793,50597,,1,10116.0,9580,In vivo,,Half life in rat after intravenous administration of the compound,4353,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627794,50597,,1,10116.0,9581,In vivo,,Half life in rat after intravenous administration of the compound; nf:unable to estimate plasma elimination half life,4353,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627795,50597,,1,10116.0,9582,In vivo,,Half life in rat after po administration of the compound,4353,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627796,50597,,1,10116.0,9583,In vivo,,Half life in rat after po administration of the compound; ND means Not determined,4353,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL875335,50597,,1,10116.0,9584,In vivo,,Half life in rat after po administration of the compound; nf: unable to estimate plasma elimination half life,4353,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL627797,50597,,1,10116.0,9585,In vivo,,Half life in rat after po administration of the compound; nf:unable to estimate plasma elimination half life,4353,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627798,50597,,1,10116.0,9586,In vivo,,Half life in rat i.v.,5789,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627799,50597,,1,10116.0,9587,In vivo,,Half life in rat i.v. at 2 mg/kg concentration,17686,Rattus norvegicus,,,1
