assays_ss_d,assays_ss_tst_tp,assays_dc_d,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_src_d,assays_dscrptn,assays_cll_d,assays_src_ss_d,assays_chmbl_d,assays_ss_sbclllr_frctn,assays_td,assays_ss_rgnsm,assays_ss_cll_tp,assays_vrnt_d,assays_rltnshp_tp,assays_cnfdnc_scr,assays_b_frmt,assays_tss_d
7807,,14599,Intermediate,9615.0,,1,Area under curve was measured after iv administration into Beagle dog,,,CHEMBL875838,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7808,,14599,Intermediate,9615.0,,1,Area under curve was measured after po administration into Beagle dog,,,CHEMBL621339,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7809,,14599,Intermediate,9615.0,,1,Area under curve was measured after po administration into Beagle dog.,,,CHEMBL621340,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7810,,15675,Autocuration,,,1,Area under curve was measured at peroral dose of 3 mg/kg,,,CHEMBL621341,,22224,,,,U,0,BAO_0000218,
7811,,12706,Autocuration,,,1,Area under curve was measured by using concentration Vs time,,,CHEMBL621342,,22224,,,,U,0,BAO_0000019,
7812,,12706,Autocuration,,,1,Area under curve was measured by using concentration Vs time; not tested,,,CHEMBL621343,,22224,,,,U,0,BAO_0000019,
7813,,9750,Intermediate,10090.0,,1,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),,,CHEMBL621344,,50594,Mus musculus,,,N,1,BAO_0000218,
7814,,9750,Intermediate,10090.0,,1,Area under curve(AUC) was measured in mice after oral administration.,,,CHEMBL621345,,50594,Mus musculus,,,N,1,BAO_0000218,
7815,,14691,Autocuration,,,1,Area under curve(AUC) value of the compound,,,CHEMBL621346,,22224,,,,U,0,BAO_0000019,
7816,,14691,Autocuration,,,1,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,,,CHEMBL621347,,22224,,,,U,0,BAO_0000218,
7817,,14691,Intermediate,9615.0,,1,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,,,CHEMBL621348,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7818,,2939,Autocuration,,,1,Area under curve(carotid artery) was determined by the availability in blood,,,CHEMBL621349,,22224,,,,U,0,BAO_0000019,178.0
7819,,2939,Autocuration,,,1,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,,,CHEMBL621350,,22224,,,,U,0,BAO_0000019,178.0
7820,,2939,Autocuration,,,1,Area under curve(carotid artery) was determined by the availability in blood; No data,,,CHEMBL875839,,22224,,,,U,0,BAO_0000019,178.0
7821,,2939,Autocuration,,,1,Area under curve(portal vein) was determined by the availability in blood,,,CHEMBL620211,,22224,,,,U,0,BAO_0000019,178.0
7822,,2939,Autocuration,,,1,Area under curve(portal vein) was determined by the availability in blood; ND means no data,,,CHEMBL620212,,22224,,,,U,0,BAO_0000019,178.0
7823,,2939,Autocuration,,,1,Area under curve(portal vein) was determined by the availability in blood; No data,,,CHEMBL620213,,22224,,,,U,0,BAO_0000019,178.0
7824,,9552,Intermediate,9544.0,,1,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",,,CHEMBL620214,,50797,Macaca mulatta,,,N,1,BAO_0000218,1969.0
7825,,9552,Intermediate,9544.0,,1,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",,,CHEMBL620215,,50797,Macaca mulatta,,,N,1,BAO_0000218,1969.0
7826,,9552,Intermediate,9544.0,,1,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,,,CHEMBL620216,,50797,Macaca mulatta,,,N,1,BAO_0000218,1969.0
7827,,9552,Intermediate,9615.0,,1,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",,,CHEMBL620888,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1969.0
7828,,9552,Intermediate,9615.0,,1,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",,,CHEMBL620889,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,1969.0
7829,,9552,Autocuration,,,1,Area under plasma concentration vs time curve observed in rats for 0-3 h,,,CHEMBL620890,,22224,,,,U,0,BAO_0000019,1969.0
7830,,11911,Intermediate,10116.0,,1,Area under plasma time curve determined in male rat,,,CHEMBL620891,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7831,,16618,Autocuration,,,1,Area under the MAP curve measured over 5 min.,,,CHEMBL620892,,22224,,,,U,0,BAO_0000019,
7832,,14387,Intermediate,10090.0,,1,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,,,CHEMBL621079,,50594,Mus musculus,,,N,1,BAO_0000218,
7833,,14387,Intermediate,10090.0,,1,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,,,CHEMBL621080,,50594,Mus musculus,,,N,1,BAO_0000218,
7834,,12836,Intermediate,9615.0,,1,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,,,CHEMBL621081,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7835,,12836,Intermediate,10026.0,,1,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,,,CHEMBL621082,,100712,Cricetinae,,,N,1,BAO_0000218,
7836,,12836,Intermediate,10116.0,,1,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,,,CHEMBL621083,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7837,,14339,Intermediate,9615.0,,1,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,,,CHEMBL621084,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7838,,14339,Intermediate,9615.0,,1,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,,,CHEMBL621085,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7839,,14339,Intermediate,9615.0,,1,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,,,CHEMBL621086,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7840,,10524,Intermediate,9615.0,,1,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,,CHEMBL621087,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7841,,9994,Intermediate,9615.0,,1,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),,,CHEMBL622607,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7842,,11325,Intermediate,9615.0,,1,Serum AUC in marmosets (IV dose),,,CHEMBL622608,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7843,,12536,Autocuration,,,1,Area under the curve after intravenous administration at a dose of 10 umol/kg,,,CHEMBL624481,,22224,,,,U,0,BAO_0000019,
7844,,12536,Autocuration,,,1,Area under the curve after intravenous administration at a dose of 2 umol/kg,,,CHEMBL624482,,22224,,,,U,0,BAO_0000019,
7845,,12536,Autocuration,,,1,Area under the curve after intravenous administration at a dose of 4 umol/kg,,,CHEMBL624483,,22224,,,,U,0,BAO_0000019,
7846,,12536,Autocuration,,,1,Area under the curve after intravenous administration at a dose of 40 umol/kg,,,CHEMBL624484,,22224,,,,U,0,BAO_0000019,
7847,,12536,Autocuration,,,1,Area under the curve after intravenous administration at a dose of 5 umol/kg,,,CHEMBL624485,,22224,,,,U,0,BAO_0000019,
7848,,15556,Intermediate,10116.0,,1,Area under the curve for fumarate salt was evaluated in F344 Rats.,,,CHEMBL624486,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7849,,2809,Autocuration,,,1,Area under the curve for the compound was calculated.,,,CHEMBL624487,,22224,,,,U,0,BAO_0000019,
7850,,9511,Autocuration,,,1,Area under the curve in concentration/ time,,,CHEMBL624488,,22224,,,,U,0,BAO_0000019,
7851,,12818,Intermediate,10116.0,,1,Area under the curve administered intraintestinal in rats.,,,CHEMBL624489,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7852,,12818,Intermediate,10116.0,,1,Area under the curve administered intravenously in rats.,,,CHEMBL625184,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7853,,15118,Autocuration,,,1,Area under the curve during intravenous administration,,,CHEMBL625185,,22224,,,,U,0,BAO_0000019,
7854,,15118,Autocuration,,,1,Area under the curve during intravenous administration; Not determined,,,CHEMBL875954,,22224,,,,U,0,BAO_0000019,
7855,,15118,Autocuration,,,1,Area under the curve during systemic administration,,,CHEMBL625186,,22224,,,,U,0,BAO_0000019,
7856,,15118,Autocuration,,,1,Area under the curve during systemic administration; Not determined,,,CHEMBL625187,,22224,,,,U,0,BAO_0000019,
7857,,2632,Autocuration,,,1,Area under the curve was calculated for the compound.,,,CHEMBL625188,,22224,,,,U,0,BAO_0000019,
7858,,14346,Intermediate,9615.0,,1,Area under the curve was determined after intravenous administration of 1.8 mg/kg in male Beagle dogs,,,CHEMBL625189,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7859,,14346,Intermediate,9615.0,,1,Area under the curve was determined after intravenous administration of 10 mg/kg in male Beagle dogs,,,CHEMBL625190,,50588,Canis lupus familiaris,,,N,1,BAO_0000218,
7860,,14346,Intermediate,10116.0,,1,Area under the curve was determined after intravenous administration of 2.5 mg/kg in male Dawley rats,,,CHEMBL621733,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7861,,14346,Intermediate,10116.0,,1,Area under the curve was determined after intravenous administration of 2.6 mg/kg in male Dawley rats,,,CHEMBL621734,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7862,,11149,Intermediate,10116.0,,1,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate after oral administration to male F344 rats,,,CHEMBL621735,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7863,,17796,Intermediate,10116.0,,1,Clearance of the drug was measured in the plasma of rat; No data,,,CHEMBL621736,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7864,,5247,Intermediate,10116.0,,1,The pharmacokinetic parameter plasma clearance in vivo in rats,,,CHEMBL621737,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7865,,4727,Intermediate,10116.0,,1,Plasma clearance at the dose of 2 mg/kg in rat,,,CHEMBL621738,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7866,In vivo,5654,Intermediate,10116.0,,1,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,,CHEMBL622806,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7867,In vivo,5654,Intermediate,10116.0,,1,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,,CHEMBL623519,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7868,In vivo,17260,Intermediate,10116.0,,1,CL at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,,CHEMBL623520,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7869,In vivo,17065,Intermediate,10116.0,,1,Clearance measured after intravenous bolus administration of 50 mg/kg of compound to rats,,,CHEMBL623521,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7870,In vivo,17671,Intermediate,10116.0,,1,Clearance in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,,CHEMBL623522,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7871,In vivo,6672,Intermediate,10116.0,,1,Clearance rate in rat,,,CHEMBL623523,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7872,In vivo,6673,Intermediate,10116.0,,1,Clearance rate in rat,,,CHEMBL623690,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7873,In vivo,5978,Intermediate,10116.0,,1,Clearance (Cl) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,,,CHEMBL623691,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7874,In vivo,5978,Intermediate,10116.0,,1,Clearance (Cl) of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,,,CHEMBL623692,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7875,In vivo,5978,Intermediate,10116.0,,1,Clearance (Cl) of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,,,CHEMBL623693,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7876,In vivo,5978,Intermediate,10116.0,,1,Clearance (Cl) of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,,,CHEMBL623694,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7877,In vivo,4413,Intermediate,10116.0,,1,Clearance of compound after iv administration of 20 mg/kg dose in rat,,,CHEMBL623695,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7878,In vivo,2661,Intermediate,10116.0,,1,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female wistar rats,,,CHEMBL623696,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7879,In vivo,2661,Intermediate,10116.0,,1,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to male wistar rats,,,CHEMBL623697,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7880,In vivo,5005,Intermediate,9544.0,,1,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,,CHEMBL623698,,22224,Macaca mulatta,,,U,0,BAO_0000218,1969.0
7881,In vivo,5005,Intermediate,10116.0,,1,Compound was tested for its plasma clearance rate in Sprague Dawley rats,,,CHEMBL623699,,22224,Rattus norvegicus,,,U,0,BAO_0000218,1969.0
7882,In vivo,15765,Intermediate,10116.0,,1,Mean (%CV) PK parameters for CL(mL/min/kg).,,,CHEMBL623700,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7883,In vivo,3747,Intermediate,10116.0,,1,Pharmacokinetic studies were carried out to determine the clearance after administration at 20 mg/kg intravenously in rat,,,CHEMBL623701,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7884,In vivo,16366,Intermediate,10116.0,,1,Pharmacokinetic parameter plasma clearance was determined at when a dose of 1 mg/kg is administered,,,CHEMBL623702,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7885,In vivo,4199,Intermediate,10116.0,,1,Plasma Clearance measured at steady-state following iv infusion at 0.6 mg/kg/h in rats,,,CHEMBL623703,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7886,In vivo,17267,Intermediate,10116.0,,1,Plasma clearance in rat was determined,,,CHEMBL623704,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7887,In vivo,6535,Intermediate,10116.0,,1,Plasma clearance in rat after administration of 2 mg/kg iv,,,CHEMBL623705,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7888,In vivo,6535,Intermediate,10116.0,,1,Plasma clearance in rat after administration of 2 mg/kg iv,,,CHEMBL623706,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7889,In vivo,5041,Intermediate,10116.0,,1,Plasma clearance was determined,,,CHEMBL623707,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7890,In vivo,5960,Intermediate,10116.0,,1,Plasma clearance in rat,,,CHEMBL623708,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7891,In vivo,5937,Intermediate,10116.0,,1,Plasma clearance in rat after intravenous administration at a concentration 0.5 mg/kg,,,CHEMBL623709,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7892,In vivo,5871,Intermediate,10116.0,,1,Plasma clearance in rat by iv administration,,,CHEMBL623710,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7893,In vivo,5874,Intermediate,10116.0,,1,Plasma clearance in rat by iv administration at a dose of 3 mg/kg,,,CHEMBL623711,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7894,In vivo,6504,Intermediate,10116.0,,1,Plasma clearance in rat p.o.,,,CHEMBL623712,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7895,In vivo,6803,Intermediate,10116.0,,1,Plasma clearance in rats,,,CHEMBL623713,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7896,In vivo,5041,Intermediate,10116.0,,1,Plasma clearance was determined; ND denotes no data,,,CHEMBL623714,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7897,In vivo,5041,Intermediate,10116.0,,1,Plasma clearance was determined; ND denotes not determined,,,CHEMBL623715,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7898,In vivo,1916,Intermediate,10116.0,,1,Plasma clearance was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,,CHEMBL623716,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7899,In vivo,5199,Intermediate,10116.0,,1,Plasma clearance was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,,CHEMBL622980,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7900,In vivo,16367,Intermediate,10116.0,,1,Plasma administration to rats,,,CHEMBL622981,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7901,In vivo,6362,Intermediate,10116.0,,1,Plasma clearance of the compound in female Sprague-Dawley rats,,,CHEMBL622982,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7902,In vivo,15662,Intermediate,10116.0,,1,Plasma clearance was observed after intravenous administration in rat,,,CHEMBL622983,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7903,In vivo,6215,Intermediate,10116.0,,1,Systemic clearance after intravenous administration (5.0 mg/kg) was determined in rat,,,CHEMBL622984,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7904,In vivo,1466,Intermediate,10116.0,,1,Tested for systemic clearance upon intravenous administration of 5.0 mg/Kg dose in rat,,,CHEMBL622985,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7905,In vivo,15662,Intermediate,10116.0,,1,plasma clearance was observed after intravenous administration in rat,,,CHEMBL623631,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7906,In vivo,4723,Intermediate,10116.0,,1,In vivo CL/F determined,,,CHEMBL623632,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7907,In vivo,2792,Intermediate,10116.0,,1,Pharmacokinetic parameter plasma clearance was determined at 2 mg/kg i.v. dose in rats,,,CHEMBL623633,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7908,In vivo,2792,Intermediate,10116.0,,1,Pharmacokinetic parameter plasma clearance was determined at 5 mg/kg i.v. dose in rats,,,CHEMBL623634,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7909,In vivo,5213,Intermediate,10116.0,,1,Compound was tested for the lower blood clearance in rat,,,CHEMBL623635,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7910,In vivo,4687,Intermediate,10116.0,,1,Evaluated for the low clearance in rat (in vivo),,,CHEMBL621195,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7911,In vivo,3371,Intermediate,10116.0,,1,Pharmacokinetic property (CLb)of the compound was determined in rat,,,CHEMBL621196,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7912,In vivo,4690,Intermediate,10116.0,,1,Rapid clearance after intravenous administration in rat was determined,,,CHEMBL875287,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7913,In vivo,5702,Intermediate,10116.0,,1,Clearance measured in rat,,,CHEMBL621197,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7914,In vivo,740,Intermediate,10116.0,,1,Compound was evaluated for plasma clearance in rat,,,CHEMBL621198,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7915,In vivo,4853,Intermediate,10116.0,,1,Low plasma clearance was calculated in rat,,,CHEMBL621199,,50597,Rattus norvegicus,,,N,1,BAO_0000218,1969.0
7916,In vivo,5789,Intermediate,10116.0,,1,Pharmacokinetic property (Clp) in rat,,,CHEMBL621200,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7917,In vivo,4527,Intermediate,10116.0,,1,Plasma clearance in dog at a dose of 1 uM/kg in rat was determined,,,CHEMBL621201,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7918,In vivo,4527,Intermediate,10116.0,,1,Plasma clearance in rat at a dose of 10 uM/kg in rat was determined,,,CHEMBL621202,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7919,In vivo,6518,Intermediate,10116.0,,1,Plasma clearance after IV dosing at 0.5 mg/kg in rat,,,CHEMBL621203,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7920,In vivo,6518,Intermediate,10116.0,,1,Plasma clearance after IV dosing at 1 mg/kg in rat,,,CHEMBL621204,,50597,Rattus norvegicus,,,N,1,BAO_0000218,
7921,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.01 M Gd/0.01 M GdDTPA-AEP,,,CHEMBL621205,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7922,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.01 M GdDTPA-BDP,,,CHEMBL621206,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7923,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.01 M/0.08 M GdDTPA-AEP,,,CHEMBL621207,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7924,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.05 M /0.05 M GdDTPA-AEP,,,CHEMBL621208,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7925,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.05 M Gd/0.15 M lig,,,CHEMBL621209,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7926,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.05 M GdDTPA-BDP,,,CHEMBL876484,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7927,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,,CHEMBL621210,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7928,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.10 M GdDTPA-BDP,,,CHEMBL621211,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7929,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of 0.10 M/0.11 M GdDTPA-AEP,,,CHEMBL621212,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7930,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA at 15 min,,,CHEMBL621213,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7931,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA at 1 hr,,,CHEMBL621214,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7932,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA at 30 min,,,CHEMBL621215,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7933,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA at 4 hr,,,CHEMBL621216,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7934,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-BDP at 1 hr,,,CHEMBL621217,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7935,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-BDP at 30 min,,,CHEMBL621218,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7936,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-BDP at 4 hr,,,CHEMBL621219,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7937,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-BDPat 15 min,,,CHEMBL621220,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7938,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 1 hr,,,CHEMBL621221,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7939,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 30 min,,,CHEMBL621222,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7940,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-HPDP at 4 hr,,,CHEMBL621223,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7941,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of GdDTPA-HPDPat 15 min,,,CHEMBL876485,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7942,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,,CHEMBL621224,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7943,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of NCA Gd/0.01 M lip,,,CHEMBL621225,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7944,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat heart in the presence of NCAGd/0.01 M lig,,,CHEMBL621226,,50597,Rattus norvegicus,,,N,1,BAO_0000218,948.0
7945,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.01 M GdDTPA-BDP,,,CHEMBL621227,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7946,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.01 M/0.01 M GdDTPA-AEP,,,CHEMBL621228,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7947,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.01 M/0.08 M GdDTPA-AEP,,,CHEMBL621229,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7948,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.05 M Gd/0.15 M lig,,,CHEMBL621230,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7949,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.05 M GdDTPA-BDP; ND=No data,,,CHEMBL621231,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7950,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.05 M/0.05 M GdDTPA-AEP,,,CHEMBL621232,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7951,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,,CHEMBL621233,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7952,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.10 M GdDTPA-BDP,,,CHEMBL621234,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7953,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,,,CHEMBL621235,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7954,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,,CHEMBL621236,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
7955,In vivo,9866,Intermediate,10116.0,,1,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,,,CHEMBL621237,,50597,Rattus norvegicus,,,N,1,BAO_0000218,2113.0
