assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,confidence_score,src_assay_id,chembl_id,variant_id
8157,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL621265,
8158,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,,,BAO_0000218,N,,1,,CHEMBL621266,
8159,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL621267,
8160,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL621268,
8161,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,,,BAO_0000218,N,,1,,CHEMBL621269,
8162,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,,,BAO_0000218,N,,1,,CHEMBL621270,
8163,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,,,BAO_0000218,N,,1,,CHEMBL621271,
8164,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,,,BAO_0000218,N,,1,,CHEMBL621272,
8165,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 1 hr,,,BAO_0000218,N,,1,,CHEMBL621273,
8166,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 4 hr,,,BAO_0000218,N,,1,,CHEMBL621274,
8167,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 15 min,,,BAO_0000218,N,,1,,CHEMBL876495,
8168,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 30 min,,,BAO_0000218,N,,1,,CHEMBL621275,
8169,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,,,BAO_0000218,N,,1,,CHEMBL621276,
8170,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,,,BAO_0000218,N,,1,,CHEMBL621277,
8171,In vivo,160.0,50597,10116.0,Intermediate,1,Intestine,A,,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,,,BAO_0000218,N,,1,,CHEMBL621278,
8172,In vivo,160.0,50597,10116.0,Intermediate,1,Intestine,A,,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,,,BAO_0000218,N,,1,,CHEMBL621279,
8173,In vivo,160.0,50597,10116.0,Intermediate,1,Intestine,A,,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),,,BAO_0000218,N,,1,,CHEMBL621280,
8174,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL621281,
8175,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,,,BAO_0000218,N,,1,,CHEMBL621282,
8176,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,,,BAO_0000218,N,,1,,CHEMBL621283,
8177,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL621284,
8178,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of 50 Gd/kg at 15 min,,,BAO_0000218,N,,1,,CHEMBL621285,
8179,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of 50 Gd/kg at 2 hr,,,BAO_0000218,N,,1,,CHEMBL621286,
8180,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of 50 Gd/kg at 6 hr,,,BAO_0000218,N,,1,,CHEMBL623220,
8181,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of NCA Gd/0.01 M lip,,,BAO_0000218,N,,1,,CHEMBL623221,
8182,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in rat spleen in the presence of NCAGd/0.01 M lig,,,BAO_0000218,N,,1,,CHEMBL876029,
8183,In vivo,945.0,50597,10116.0,Intermediate,1,Stomach,A,,Biodistribution in rat stomach in the presence of 50 Gd/kg at 15 min,,,BAO_0000218,N,,1,,CHEMBL623222,
8184,In vivo,945.0,50597,10116.0,Intermediate,1,Stomach,A,,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,,,BAO_0000218,N,,1,,CHEMBL623223,
8185,In vivo,945.0,50597,10116.0,Intermediate,1,Stomach,A,,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,,,BAO_0000218,N,,1,,CHEMBL621445,
8186,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL621446,
8187,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL621447,
8188,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619681,
8189,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619682,
8190,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution of [123I]-label in rat blood was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619683,
8191,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution of [123I]-label in rat brain was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619684,
8192,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution of [123I]-label in rat brain was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619685,
8193,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution of [123I]-label in rat brain was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619686,
8194,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution of [123I]-label in rat brain was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619687,
8195,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Biodistribution of [123I]-label in rat brain was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619688,
8196,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of [123I]-label in rat heart was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619689,
8197,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of [123I]-label in rat heart was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619690,
8198,In vivo,948.0,50597,10116.0,Intermediate,1,Heart,A,,Biodistribution of [123I]-label in rat heart was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,BAO_0000218,N,,1,,CHEMBL619691,
8199,In vivo,,50597,10116.0,Intermediate,1,,A,,Terminal phase volume of distribution was measured in rat after an iv dose of 1 mg/kg,,,BAO_0000218,N,,1,,CHEMBL619692,
8200,,,50597,10116.0,Expert,1,,A,,Apparent volume of the central plasma compartment (Vc) of compound determined in rat after iv administration at a dose of 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL619693,
8201,In vivo,,50597,10116.0,Intermediate,1,,A,,Vc value after IV dose at a dose of 5 mg/kg in rats.,,,BAO_0000218,N,,1,,CHEMBL619694,
8202,In vivo,,50597,10116.0,Intermediate,1,,A,,Apparent volume of distribution at 10 mg/kg in rat upon intravenous administration,,,BAO_0000218,N,,1,,CHEMBL619695,
8203,In vivo,,50597,10116.0,Intermediate,1,,A,,Compound was evaluated for pharmacokinetic parameter volume of distribution,,,BAO_0000218,N,,1,,CHEMBL619696,
8204,In vivo,,50597,10116.0,Intermediate,1,,A,,Compound was evaluated for volume of distribution in rat,,,BAO_0000218,N,,1,,CHEMBL619697,
8205,In vivo,,50597,10116.0,Intermediate,1,,A,,Steady state volume distribution was determined; steady state(ss),,,BAO_0000218,N,,1,,CHEMBL619698,
8206,In vivo,,50597,10116.0,Intermediate,1,,A,,Steady state volume of distribution after iv administration to rats,,,BAO_0000218,N,,1,,CHEMBL619699,
8207,In vivo,,50597,10116.0,Intermediate,1,,A,,Steady state volume of distribution dosing at 3 mg/kg iv,,,BAO_0000218,N,,1,,CHEMBL619700,
8208,In vivo,,50597,10116.0,Intermediate,1,,A,,The compound was evaluated for volume of distribution in rat,,,BAO_0000218,N,,1,,CHEMBL619701,
8209,In vivo,,50597,10116.0,Intermediate,1,,A,,The compound was tested for volume of distribution in rat,,,BAO_0000218,N,,1,,CHEMBL619702,
8210,In vivo,,50597,10116.0,Intermediate,1,,A,,The compound was tested for volume of distribution in rat at dose of 3-10 mgkg,,,BAO_0000218,N,,1,,CHEMBL620335,
8211,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution (VD) after oral administration in rat,,,BAO_0000218,N,,1,,CHEMBL620336,
8212,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution of compound in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620337,
8213,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution in rat,,,BAO_0000218,N,,1,,CHEMBL620520,
8214,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution in rat,,,BAO_0000218,N,,1,,CHEMBL620521,
8215,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution in rat after peroral administration at 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL875825,
8216,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution in rat after peroral administration at 5 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620522,
8217,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution was evaluated after i.v. administration in rat at a dose of 1 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620523,
8218,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in rat.,,,BAO_0000218,N,,1,,CHEMBL620524,
8219,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in rat,,,BAO_0000218,N,,1,,CHEMBL620525,
8220,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in rat,,,BAO_0000218,N,,1,,CHEMBL620526,
8221,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in rat by iv administration,,,BAO_0000218,N,,1,,CHEMBL620527,
8222,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in rats,,,BAO_0000218,N,,1,,CHEMBL620528,
8223,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,,BAO_0000218,N,,1,,CHEMBL620529,
8224,,,50597,10116.0,Intermediate,1,,A,,Volume distribution at the dose of 2 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL620530,
8225,In vivo,,50597,10116.0,Intermediate,1,,A,,Steady state volume of distribution was determined,,,BAO_0000218,N,,1,,CHEMBL620531,
8226,In vivo,,22224,9544.0,Intermediate,1,,A,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,,BAO_0000218,U,,0,,CHEMBL620532,
8227,In vivo,,22224,10116.0,Intermediate,1,,A,,Compound was tested for its plasma volume distribution in Sprague Dawley rats,,,BAO_0000218,U,,0,,CHEMBL620533,
8228,In vivo,,22224,10116.0,Intermediate,1,,A,,Compound was tested for its plasma volume distribution in Sprague Dawley rats; ND is not determined,,,BAO_0000218,U,,0,,CHEMBL620534,
8229,In vivo,,50597,10116.0,Intermediate,1,,A,,Mean (%CV) PK parameters for Vdss(mL/kg).,,,BAO_0000218,N,,1,,CHEMBL620535,
8230,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic parameter Vdss was determined at 2 mg/kg i.v. dose in rats,,,BAO_0000218,N,,1,,CHEMBL875826,
8231,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic parameter Vdss was determined at 5 mg/kg i.v. dose in rats,,,BAO_0000218,N,,1,,CHEMBL620536,
8232,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,,,BAO_0000218,N,,1,,CHEMBL620537,
8233,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic parameter volume of distribution was reported in Sprague-Dawley rat; ND=Not determined,,,BAO_0000218,N,,1,,CHEMBL618526,
8234,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic property (Vdss) for the compound (5 mg/kg iv) was determined in rats,,,BAO_0000218,N,,1,,CHEMBL618527,
8235,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic property (Vdss) in rat,,,BAO_0000218,N,,1,,CHEMBL618528,
8236,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic property (vdss) was measured in rat,,,BAO_0000218,N,,1,,CHEMBL618529,
8237,In vivo,,50597,10116.0,Intermediate,1,,A,,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL618530,
8238,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in rat,,,BAO_0000218,N,,1,,CHEMBL618531,
8239,In vivo,,50597,10116.0,Intermediate,1,,A,,The pharmacokinetic parameter volume of distribution in vivo in rats,,,BAO_0000218,N,,1,,CHEMBL618532,
8240,In vivo,,50597,10116.0,Intermediate,1,,F,,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,,,BAO_0000218,N,,1,,CHEMBL618533,
8241,In vivo,,50597,10116.0,Intermediate,1,,A,,Vdss in rat i.v. at 2 mg/kg concentration,,,BAO_0000218,N,,1,,CHEMBL618534,
8242,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution after intravenous administration (1 mg/kg) in rat,,,BAO_0000218,N,,1,,CHEMBL618535,
8243,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,,BAO_0000218,N,,1,,CHEMBL618536,
8244,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,,BAO_0000218,N,,1,,CHEMBL618537,
8245,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution at a dose of 10 uM/kg in rat was determined,,,BAO_0000218,N,,1,,CHEMBL618538,
8246,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,,,BAO_0000218,N,,1,,CHEMBL618539,
8247,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution was calculated in rat,,,BAO_0000218,N,,1,,CHEMBL618540,
8248,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume distribution was determined,,,BAO_0000218,N,,1,,CHEMBL618541,
8249,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution after intravenous administration was evaluated in rat,,,BAO_0000218,N,,1,,CHEMBL618542,
8250,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,,BAO_0000218,N,,1,,CHEMBL622544,
8251,In vivo,,50597,10116.0,Intermediate,1,,A,,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",,,BAO_0000218,N,,1,,CHEMBL622545,
8252,In vivo,,50597,10116.0,Intermediate,1,,A,,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",,,BAO_0000218,N,,1,,CHEMBL622546,
8253,In vivo,,50597,10116.0,Intermediate,1,,A,,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",,,BAO_0000218,N,,1,,CHEMBL622547,
8254,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in steady state was determined in rat,,,BAO_0000218,N,,1,,CHEMBL622548,
8255,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,,,BAO_0000218,N,,1,,CHEMBL622549,
8256,In vivo,,50597,10116.0,Intermediate,1,,A,,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,,,BAO_0000218,N,,1,,CHEMBL622550,
8257,,,50594,10090.0,Intermediate,1,,A,,Compound was evaluated for area under curve when administered through oral route to mouse,,,BAO_0000218,N,,1,,CHEMBL622551,
8258,,,50597,10116.0,Intermediate,1,,A,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,,BAO_0000218,N,,1,,CHEMBL622552,
8259,,,50597,10116.0,Intermediate,1,,A,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,,,BAO_0000218,N,,1,,CHEMBL622553,
8260,In vivo,,22224,,Autocuration,1,,F,,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,,,BAO_0000218,U,,0,,CHEMBL622554,
8261,,,50588,9615.0,Intermediate,1,,A,,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,,,BAO_0000218,N,,1,,CHEMBL622555,
8262,,,50594,10090.0,Intermediate,1,,A,,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,,,BAO_0000218,N,,1,,CHEMBL622556,
8263,,,50594,10090.0,Intermediate,1,,A,,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,,,BAO_0000218,N,,1,,CHEMBL622557,
8264,,178.0,50594,10090.0,Intermediate,1,Blood,A,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,,,BAO_0000218,N,,1,,CHEMBL622558,
8265,,178.0,50594,10090.0,Intermediate,1,Blood,A,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,,,BAO_0000218,N,,1,,CHEMBL622559,
8266,,,50588,9615.0,Intermediate,1,,A,,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,,,BAO_0000218,N,,1,,CHEMBL622560,
8267,,,50597,10116.0,Intermediate,1,,A,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,,,BAO_0000218,N,,1,,CHEMBL622561,
8268,,,50597,10116.0,Intermediate,1,,A,,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,,,BAO_0000218,N,,1,,CHEMBL622562,
8269,,,50597,10116.0,Intermediate,1,,A,,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,,,BAO_0000218,N,,1,,CHEMBL622563,
8270,,,22224,,Autocuration,1,,A,,Concentration of compound in Central nervous system,,,BAO_0000019,U,,0,,CHEMBL622564,
8271,,,22224,,Autocuration,1,,A,,Concentration of compound in Central nervous system; Not detectable,,,BAO_0000019,U,,0,,CHEMBL622565,
8272,,,50594,10090.0,Intermediate,1,,A,,"Concentration of diester in the blood, following oral administration in mice",,,BAO_0000218,N,,1,,CHEMBL622566,
8273,,,50594,10090.0,Intermediate,1,,A,,"Concentration of monoester in the blood, following oral administration in mice",,,BAO_0000218,N,,1,,CHEMBL624515,
8274,,,50594,10090.0,Intermediate,1,,A,,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,,,BAO_0000218,N,,1,,CHEMBL624516,
8275,,,22224,,Autocuration,1,,A,,Evaluated for Pharmacokinetic property: Area under the curve,,,BAO_0000019,U,,0,,CHEMBL624517,
8276,,,50594,10090.0,Intermediate,1,,A,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,,,BAO_0000218,N,,1,,CHEMBL624518,
8277,,,100710,9541.0,Intermediate,1,,A,,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,,,BAO_0000218,N,,1,,CHEMBL624519,
8278,,,100710,9541.0,Intermediate,1,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL624520,
8279,,,100710,9541.0,Intermediate,1,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL624521,
8280,,,100710,9541.0,Intermediate,1,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL624522,
8281,,,100710,9541.0,Intermediate,1,,A,,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL624523,
8282,,,100710,9541.0,Intermediate,1,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,BAO_0000218,N,,1,,CHEMBL624409,
8283,,,100710,9541.0,Intermediate,1,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",,,BAO_0000218,N,,1,,CHEMBL624410,
8284,,,100710,9541.0,Intermediate,1,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,BAO_0000218,N,,1,,CHEMBL624411,
8285,,,100710,9541.0,Intermediate,1,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",,,BAO_0000218,N,,1,,CHEMBL623531,
8286,,,100710,9541.0,Intermediate,1,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",,,BAO_0000218,N,,1,,CHEMBL623532,
8287,,,100710,9541.0,Intermediate,1,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",,,BAO_0000218,N,,1,,CHEMBL623533,
8288,,,100710,9541.0,Intermediate,1,,A,,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,BAO_0000218,N,,1,,CHEMBL623534,
8289,,,50594,10090.0,Intermediate,1,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL623535,
8290,,,50594,10090.0,Intermediate,1,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL623536,
8291,,,50594,10090.0,Intermediate,1,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL623537,
8292,,,50594,10090.0,Intermediate,1,,A,,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL623538,
8293,,,50594,10090.0,Intermediate,1,,A,,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL623539,
8294,,,50594,10090.0,Intermediate,1,,A,,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,,,BAO_0000218,N,,1,,CHEMBL623540,
8295,,,50594,10090.0,Intermediate,1,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",,,BAO_0000218,N,,1,,CHEMBL623541,
8296,,,50594,10090.0,Intermediate,1,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",,,BAO_0000218,N,,1,,CHEMBL623542,
8297,,,50594,10090.0,Intermediate,1,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",,,BAO_0000218,N,,1,,CHEMBL623543,
8298,,,50594,10090.0,Intermediate,1,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",,,BAO_0000218,N,,1,,CHEMBL623544,
8299,,,50594,10090.0,Intermediate,1,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",,,BAO_0000218,N,,1,,CHEMBL623545,
8300,,,50594,10090.0,Intermediate,1,,A,,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",,,BAO_0000218,N,,1,,CHEMBL623546,
8301,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,,,BAO_0000218,N,,1,,CHEMBL623547,
8302,In vivo,,50597,10116.0,Intermediate,1,,A,,High i.v. clearance in Dawley rats,,,BAO_0000218,N,,1,,CHEMBL623548,
8303,In vitro,2107.0,50597,10116.0,Intermediate,1,Liver,A,,In vitro clearance in rat liver microsomes,Microsomes,,BAO_0000218,N,,1,,CHEMBL623549,
