ASI,ASOR,Ti,ASSCAT,ASSTI,SI,ASSTY,TII,VARI,CI,CHI,ASTI,SASSI,DOI,ASST,ASSCTY,RELATTY,CONFISCO,CURAB,BAFOR
8261,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL622555,9615.0,,8267,,,N,1,Intermediate,BAO_0000218
8262,Mus musculus,50594,,,1,A,,,,CHEMBL622556,10090.0,,14239,,,N,1,Intermediate,BAO_0000218
8263,Mus musculus,50594,,,1,A,,,,CHEMBL622557,10090.0,,14239,,,N,1,Intermediate,BAO_0000218
8264,Mus musculus,50594,,Blood,1,A,178.0,,,CHEMBL622558,10090.0,,10754,,,N,1,Intermediate,BAO_0000218
8265,Mus musculus,50594,,Blood,1,A,178.0,,,CHEMBL622559,10090.0,,10754,,,N,1,Intermediate,BAO_0000218
8266,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL622560,9615.0,,10754,,,N,1,Intermediate,BAO_0000218
8267,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622561,10116.0,,14681,,,N,1,Intermediate,BAO_0000218
8268,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622562,10116.0,,14681,,,N,1,Intermediate,BAO_0000218
8269,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622563,10116.0,,14681,,,N,1,Intermediate,BAO_0000218
8270,,22224,,,1,A,,,,CHEMBL622564,,,13118,,,U,0,Autocuration,BAO_0000019
8271,,22224,,,1,A,,,,CHEMBL622565,,,13118,,,U,0,Autocuration,BAO_0000019
8272,Mus musculus,50594,,,1,A,,,,CHEMBL622566,10090.0,,13318,,,N,1,Intermediate,BAO_0000218
8273,Mus musculus,50594,,,1,A,,,,CHEMBL624515,10090.0,,13318,,,N,1,Intermediate,BAO_0000218
8274,Mus musculus,50594,,,1,A,,,,CHEMBL624516,10090.0,,13318,,,N,1,Intermediate,BAO_0000218
8275,,22224,,,1,A,,,,CHEMBL624517,,,15692,,,U,0,Autocuration,BAO_0000019
8276,Mus musculus,50594,,,1,A,,,,CHEMBL624518,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8277,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624519,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8278,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624520,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8279,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624521,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8280,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624522,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8281,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624523,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8282,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624409,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8283,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624410,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8284,Macaca fascicularis,100710,,,1,A,,,,CHEMBL624411,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8285,Macaca fascicularis,100710,,,1,A,,,,CHEMBL623531,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8286,Macaca fascicularis,100710,,,1,A,,,,CHEMBL623532,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8287,Macaca fascicularis,100710,,,1,A,,,,CHEMBL623533,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8288,Macaca fascicularis,100710,,,1,A,,,,CHEMBL623534,9541.0,,14839,,,N,1,Intermediate,BAO_0000218
8289,Mus musculus,50594,,,1,A,,,,CHEMBL623535,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8290,Mus musculus,50594,,,1,A,,,,CHEMBL623536,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8291,Mus musculus,50594,,,1,A,,,,CHEMBL623537,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8292,Mus musculus,50594,,,1,A,,,,CHEMBL623538,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8293,Mus musculus,50594,,,1,A,,,,CHEMBL623539,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8294,Mus musculus,50594,,,1,A,,,,CHEMBL623540,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8295,Mus musculus,50594,,,1,A,,,,CHEMBL623541,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8296,Mus musculus,50594,,,1,A,,,,CHEMBL623542,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8297,Mus musculus,50594,,,1,A,,,,CHEMBL623543,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8298,Mus musculus,50594,,,1,A,,,,CHEMBL623544,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8299,Mus musculus,50594,,,1,A,,,,CHEMBL623545,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8300,Mus musculus,50594,,,1,A,,,,CHEMBL623546,10090.0,,14839,,,N,1,Intermediate,BAO_0000218
8301,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL623547,10116.0,,5408,,,N,1,Intermediate,BAO_0000218
8302,Rattus norvegicus,50597,,,1,A,,,,CHEMBL623548,10116.0,,6827,,,N,1,Intermediate,BAO_0000218
8303,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL623549,10116.0,,17538,,,N,1,Intermediate,BAO_0000218
8304,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL623550,10116.0,,6331,,,N,1,Intermediate,BAO_0000218
8305,Rattus norvegicus,50597,,Liver,1,A,2107.0,,401.0,CHEMBL875276,10116.0,,5948,,Hepatocyte,N,1,Intermediate,BAO_0000218
8306,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621872,10116.0,,4026,,,N,1,Intermediate,BAO_0000218
8307,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621873,10116.0,,6647,,,N,1,Intermediate,BAO_0000218
8308,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621874,10116.0,,1696,,,N,1,Intermediate,BAO_0000218
8309,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621875,10116.0,,6597,,,N,1,Intermediate,BAO_0000218
8310,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621876,10116.0,,347,,,N,1,Intermediate,BAO_0000218
8311,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621877,10116.0,,16423,,,N,1,Intermediate,BAO_0000218
8312,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621878,10116.0,,2879,,,N,1,Intermediate,BAO_0000218
8313,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621879,10116.0,,4883,,,N,1,Intermediate,BAO_0000218
8314,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL621880,10116.0,,5328,,,N,1,Intermediate,BAO_0000218
8315,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621881,10116.0,,5160,,,N,1,Intermediate,BAO_0000218
8316,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621882,10116.0,,17582,,,N,1,Intermediate,BAO_0000218
8317,Rattus norvegicus,50597,,,1,A,,,,CHEMBL875283,10116.0,,17651,,,N,1,Intermediate,BAO_0000218
8318,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621883,10116.0,,17651,,,N,1,Intermediate,BAO_0000218
8319,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621884,10116.0,,6596,,,N,1,Intermediate,BAO_0000218
8320,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621885,10116.0,,4796,,,N,1,Intermediate,BAO_0000218
8321,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621886,10116.0,,6850,,,N,1,Intermediate,BAO_0000218
8322,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL621887,10116.0,,5932,,,N,1,Intermediate,BAO_0000218
8323,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621888,10116.0,,3371,,,N,1,Intermediate,BAO_0000218
8324,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621889,10116.0,,2083,,,N,1,Intermediate,BAO_0000218
8325,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621890,10116.0,,4942,,,N,1,Intermediate,BAO_0000218
8326,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL621891,10116.0,,6838,,,N,1,Intermediate,BAO_0000218
8327,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621892,10116.0,,5353,,,N,1,Intermediate,BAO_0000218
8328,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621893,10116.0,,6641,,,N,1,Intermediate,BAO_0000218
8329,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621894,10116.0,,6641,,,N,1,Intermediate,BAO_0000218
8330,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621895,10116.0,,6641,,,N,1,Intermediate,BAO_0000218
8331,Rattus norvegicus,50597,,,1,A,,,,CHEMBL875284,10116.0,,6444,,,N,1,Intermediate,BAO_0000218
8332,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618699,10116.0,,6444,,,N,1,Intermediate,BAO_0000218
8333,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618700,10116.0,,6444,,,N,1,Intermediate,BAO_0000218
8334,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618701,10116.0,,6211,,,N,1,Intermediate,BAO_0000218
8335,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL876600,10116.0,,12873,,,N,1,Intermediate,BAO_0000218
8336,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618702,10116.0,,6570,,,N,1,Intermediate,BAO_0000218
8337,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618703,10116.0,,3341,,,N,1,Intermediate,BAO_0000218
8338,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618704,10116.0,,4891,,,N,1,Intermediate,BAO_0000218
8339,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL618705,10116.0,,1094,,,N,1,Intermediate,BAO_0000218
8340,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618706,10116.0,,2938,,,N,1,Intermediate,BAO_0000218
8341,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618707,10116.0,,17853,,,N,1,Intermediate,BAO_0000218
8342,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL618708,10116.0,,6049,,,N,1,Intermediate,BAO_0000218
8343,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618709,10116.0,,5789,,,N,1,Intermediate,BAO_0000218
8344,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618710,10116.0,,4514,,,N,1,Intermediate,BAO_0000218
8345,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618711,10116.0,,6448,,,N,1,Intermediate,BAO_0000218
8346,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618712,10116.0,,6062,,,N,1,Intermediate,BAO_0000218
8347,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618713,10116.0,,5710,,,N,1,Intermediate,BAO_0000218
8348,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618714,10116.0,,4709,,,N,1,Intermediate,BAO_0000218
8349,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618715,10116.0,,4521,,,N,1,Intermediate,BAO_0000218
8350,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618716,10116.0,,1742,,,N,1,Intermediate,BAO_0000218
8351,Rattus norvegicus,50597,,,1,A,,,,CHEMBL876601,10116.0,,6057,,,N,1,Intermediate,BAO_0000218
8352,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618717,10116.0,,6057,,,N,1,Intermediate,BAO_0000218
8353,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618718,10116.0,,5145,,,N,1,Intermediate,BAO_0000218
8354,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618719,10116.0,,5833,,,N,1,Intermediate,BAO_0000218
8355,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618720,10116.0,,6453,,,N,1,Intermediate,BAO_0000218
8356,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618721,10116.0,,6640,,,N,1,Intermediate,BAO_0000218
8357,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621477,10116.0,,6305,,,N,1,Intermediate,BAO_0000218
8358,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621478,10116.0,,6642,,,N,1,Intermediate,BAO_0000218
8359,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621479,10116.0,,5472,,,N,1,Intermediate,BAO_0000218
8360,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621480,10116.0,,5472,,,N,1,Intermediate,BAO_0000218
8361,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621481,10116.0,,5144,,,N,1,Intermediate,BAO_0000218
8362,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621482,10116.0,,6685,,,N,1,Intermediate,BAO_0000218
8363,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621483,10116.0,,6685,,,N,1,Intermediate,BAO_0000218
8364,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621484,10116.0,,6685,,,N,1,Intermediate,BAO_0000218
8365,Rattus norvegicus,50597,,Heart,1,A,948.0,,,CHEMBL621485,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8366,Rattus norvegicus,50597,,Heart,1,A,948.0,,,CHEMBL621486,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8367,Rattus norvegicus,50597,,Intestine,1,A,160.0,,,CHEMBL621487,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8368,Rattus norvegicus,50597,,Intestine,1,A,160.0,,,CHEMBL621488,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8369,Rattus norvegicus,50597,,Intestine,1,A,160.0,,,CHEMBL621489,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8370,Rattus norvegicus,50597,,Intestine,1,A,160.0,,,CHEMBL621490,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8371,Rattus norvegicus,50597,,Intestine,1,A,160.0,,,CHEMBL621491,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8372,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL621492,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8373,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL621493,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8374,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL621494,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8375,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL621495,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8376,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL621496,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8377,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL621497,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8378,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL621498,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8379,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL621499,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8380,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL618634,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8381,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL618635,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8382,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL618636,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8383,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL619737,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8384,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL619738,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8385,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL624329,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8386,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL624330,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8387,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL624331,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8388,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL624332,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8389,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL624333,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8390,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL624334,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8391,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL624335,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8392,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL620016,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8393,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL620169,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8394,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL620170,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8395,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL620171,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8396,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL620172,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8397,Rattus norvegicus,50597,,Stomach,1,A,945.0,,,CHEMBL620173,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8398,Rattus norvegicus,50597,,Stomach,1,A,945.0,,,CHEMBL620174,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8399,Rattus norvegicus,50597,,Stomach,1,A,945.0,,,CHEMBL620175,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8400,Rattus norvegicus,50597,,Stomach,1,A,945.0,,,CHEMBL620176,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8401,Rattus norvegicus,50597,,Stomach,1,A,945.0,,,CHEMBL620177,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8402,Rattus norvegicus,50597,,Cerebellum,1,A,2037.0,,,CHEMBL620178,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8403,Rattus norvegicus,50597,,Cerebellum,1,A,2037.0,,,CHEMBL620179,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8404,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620180,10116.0,,13950,,,N,1,Intermediate,BAO_0000218
8405,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620181,10116.0,,6570,,,N,1,Intermediate,BAO_0000218
8406,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620182,10116.0,,6571,,,N,1,Intermediate,BAO_0000218
8407,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620183,10116.0,,6453,,,N,1,Intermediate,BAO_0000218
8408,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620184,10116.0,,6444,,,N,1,Intermediate,BAO_0000218
8409,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620185,10116.0,,6444,,,N,1,Intermediate,BAO_0000218
8410,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620186,10116.0,,6444,,,N,1,Intermediate,BAO_0000218
8411,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620187,10116.0,,5353,,,N,1,Intermediate,BAO_0000218
8412,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620188,10116.0,,5334,,,N,1,Intermediate,BAO_0000218
8413,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620189,10116.0,,5334,,,N,1,Intermediate,BAO_0000218
8414,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620190,10116.0,,6641,,,N,1,Intermediate,BAO_0000218
8415,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620191,10116.0,,6641,,,N,1,Intermediate,BAO_0000218
8416,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620192,10116.0,,6641,,,N,1,Intermediate,BAO_0000218
8417,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620193,10116.0,,5676,,,N,1,Intermediate,BAO_0000218
8418,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620194,10116.0,,6410,,,N,1,Intermediate,BAO_0000218
8419,Rattus norvegicus,50597,,,1,A,,,,CHEMBL876730,10116.0,,17670,,,N,1,Intermediate,BAO_0000218
8420,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620195,10116.0,,6495,,,N,1,Intermediate,BAO_0000218
8421,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620196,10116.0,,5408,,,N,1,Intermediate,BAO_0000218
8422,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620197,10116.0,,4883,,,N,1,Intermediate,BAO_0000218
8423,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620198,10116.0,,6647,,,N,1,Intermediate,BAO_0000218
8424,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620199,10116.0,,6495,,,N,1,Intermediate,BAO_0000218
8425,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620200,10116.0,,2661,,,N,1,Intermediate,BAO_0000218
8426,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620201,10116.0,,2661,,,N,1,Intermediate,BAO_0000218
8427,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620202,10116.0,,5974,,,N,1,Intermediate,BAO_0000218
8428,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620203,10116.0,,5974,,,N,1,Intermediate,BAO_0000218
8429,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620204,10116.0,,5974,,,N,1,Intermediate,BAO_0000218
8430,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620205,10116.0,,5974,,,N,1,Intermediate,BAO_0000218
8431,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624664,10116.0,,5960,,,N,1,Intermediate,BAO_0000218
8432,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624665,10116.0,,5676,,,N,1,Intermediate,BAO_0000218
8433,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624666,10116.0,,5948,,,N,1,Intermediate,BAO_0000218
8434,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624667,10116.0,,5979,,,N,1,Intermediate,BAO_0000218
8435,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624668,10116.0,,5978,,,N,1,Intermediate,BAO_0000218
8436,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624669,10116.0,,5978,,,N,1,Intermediate,BAO_0000218
8437,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624670,10116.0,,5978,,,N,1,Intermediate,BAO_0000218
8438,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624671,10116.0,,5978,,,N,1,Intermediate,BAO_0000218
8439,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624672,10116.0,,6448,,,N,1,Intermediate,BAO_0000218
8440,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL624673,10116.0,,12873,,,N,1,Intermediate,BAO_0000218
8441,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624674,10116.0,,4576,,,N,1,Intermediate,BAO_0000218
8442,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624675,10116.0,,17582,,,N,1,Intermediate,BAO_0000218
8443,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621728,10116.0,,1466,,,N,1,Intermediate,BAO_0000218
8444,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621729,10116.0,,5182,,,N,1,Intermediate,BAO_0000218
8445,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621730,10116.0,,5182,,,N,1,Intermediate,BAO_0000218
8446,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621731,10116.0,,6535,,,N,1,Intermediate,BAO_0000218
8447,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621732,10116.0,,6535,,,N,1,Intermediate,BAO_0000218
8448,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621908,10116.0,,5041,,,N,1,Intermediate,BAO_0000218
8449,Rattus norvegicus,50597,,,1,A,,,,CHEMBL875347,10116.0,,5041,,,N,1,Intermediate,BAO_0000218
8450,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621909,10116.0,,5041,,,N,1,Intermediate,BAO_0000218
8451,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621910,10116.0,,17065,,,N,1,Intermediate,BAO_0000218
8452,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621911,10116.0,,6597,,,N,1,Intermediate,BAO_0000218
8453,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621912,10116.0,,15662,,,N,1,Intermediate,BAO_0000218
8454,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621913,10116.0,,6485,,,N,1,Intermediate,BAO_0000218
8455,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621914,10116.0,,17655,,,N,1,Intermediate,BAO_0000218
8456,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621915,10116.0,,6616,,,N,1,Intermediate,BAO_0000218
8457,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621916,10116.0,,1916,,,N,1,Intermediate,BAO_0000218
8458,Mus musculus,50594,,Liver,1,A,2107.0,,,CHEMBL621917,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8459,Mus musculus,50594,,Liver,1,A,2107.0,,,CHEMBL621918,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8460,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL621919,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8461,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL621920,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8462,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL621921,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8463,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL622401,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8464,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL875348,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8465,Mus musculus,50594,,Spleen,1,A,2106.0,,,CHEMBL622402,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8466,Mus musculus,50594,,Blood,1,A,178.0,,,CHEMBL622403,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8467,Mus musculus,50594,,Blood,1,A,178.0,,,CHEMBL622404,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8468,Mus musculus,50594,,Brain,1,A,955.0,,,CHEMBL622405,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8469,Mus musculus,50594,,Brain,1,A,955.0,,,CHEMBL622406,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8470,Mus musculus,50594,,Brain,1,A,955.0,,,CHEMBL622407,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8471,Mus musculus,50594,,Heart,1,A,948.0,,,CHEMBL622408,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8472,Mus musculus,50594,,Heart,1,A,948.0,,,CHEMBL622409,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8473,Mus musculus,50594,,Heart,1,A,948.0,,,CHEMBL622410,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
8474,Mus musculus,50594,,Kidney,1,A,2113.0,,,CHEMBL622411,10090.0,,16438,,,N,1,Intermediate,BAO_0000218
