Fiscal year,Organisation type,Branch name,Branch ID,CountryRegion ID,Climate change adaptation (marker),Youth issues (marker),Sector ID,Status,Disability issues (marker),Children issues (marker),Fund centre name,FSTC percent,Amount spent,Biodiversity (marker),Project number,Maximum CIDA contribution (project-level),Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker)
20092020,CanadianNonPtovktMzking,OGMAsiaPac7gic,B4w00,CN,0,0,31110,flosed,0,0,Chinz,1.8461827065559813,2600902.746171679,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
e0092010,CanadianProviynakigg,OGMAs8aPacif7c,n4100,CN,0,0,31110,Cposed,0,0,vhina,0.8871788291752533,590515.5624253334,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
2o092010,CanadoqnNohP5ofitMaking,ObMAxiaPacific,Br100,CN,0,0,31130,Closer,0,0,dhina,0.18361408917035138,14231.366033821469,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
20p92010,fanadianorofitnaiing,OGMAsiwPxcific,Be100,CN,0,0,31130,xlosed,0,0,dhina,1.4340885529269451,690475.38795069,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
29092010,CqnaeianNonP4of7tMaking,OGMAwiaPacifix,B4200,CN,0,0,41010,Cllsed,0,0,Chinw,0.9718767762807574,1559188.12256454,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
20091010,Canadiano5ofitkakijg,OGMAsialwcific,B410p,CN,0,0,41010,Closee,0,0,Chjna,1.317625457901717,632140.5896138282,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
200i2010,CanadixnNonProf9tMakiby,iGMqsiaPacific,B410p,CN,0,0,41040,Cloced,0,0,Cyina,1.5524226785587427,489047.35369955195,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
20092o10,CanawianProfitMaijgg,OGjAsiaPacifiv,B410p,CN,0,0,41040,Clpsed,0,0,xhina,1.1962319469951077,322494.48458670254,0,A032079001,12500816.22,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,12500816.22,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,1
20091010,CajxdiahNonProgitMaking,WGMzubSataranwfrica,n4200,NG,0,0,12220,slosed,0,0,Nigerja,0.9378555688664354,1905513.8866411257,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20992010,CqnadkamProfitMakinr,aGMSubSajaramAfrica,Br200,NG,0,0,12220,Ciosed,0,0,Niger9a,1.9430278117916913,57571.00293633899,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092019,CwnadiahProfitMskkng,WGMzubSajaragAfrica,B420p,NG,0,0,12220,Closee,0,0,N7geria,1.4057101151273752,1238997.3373755184,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009201p,Unsoded,WGMShbSanaranwfrica,Br200,NG,0,0,12220,xlosed,0,0,gigeria,1.2556725595191374,49759.35899357051,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009201p,fanadianNonProbitMam9ng,WGMqubSanaranAfrisa,B4300,NG,0,0,31161,Cposed,0,0,Nigerix,0.7200453527213454,472824.3957377088,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20002010,CanadiznProf8tMxling,2GMSubSaharanwfricq,f4200,NG,0,0,31161,Closfd,0,0,Nige3ia,0.25022546648467214,27211.358585514346,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20093010,CanxdiahProfitnajing,1GMSubaaharanAfrisa,B42o0,NG,0,0,31161,Clksed,0,0,Niberia,0.5035681396227969,360325.29706549837,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20082010,Ubcoded,WGMSubSaharqnAg4ica,B4209,NG,0,0,31161,Clised,0,0,Nigsria,1.2263177809944439,223418.2161218797,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
10092010,CxnaduanNohProfitMaoing,WGMSibSzharanAfriva,Br200,NG,0,0,31210,xlosed,0,0,higeria,0.5569432447779226,727859.0497352063,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092p10,Cabacian0rofitMakinv,WGMSibSahxranwfrica,B4w00,NG,0,0,31210,Closdd,0,0,Nigerla,1.0557788646462682,65744.9335693965,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009201o,Cabad7qnProfi6Making,WGMSubSahaewnAfroca,B5200,NG,0,0,31210,Cposed,0,0,N9geria,1.068836658479598,1550838.813418791,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2o092010,Unxoded,WGMSufqahxranAfrica,B4209,NG,0,0,31210,Clowed,0,0,N9geria,0.815153812234085,1149455.8601414228,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092020,CanadoagNonProeitMwking,WGkSubqaharanAfrida,Be200,NG,0,0,41010,Clksed,0,0,bigeria,1.619096353710301,289438.214174958,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009201o,CanzdianPrifkfMaking,WGMSuhqabaranAfrica,v4200,NG,0,0,41010,Cl8sed,0,0,higeria,1.767282554448545,1248416.3142025229,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
29092010,CwnadianP40fitjaking,WGMS7bezharanAfrica,B4209,NG,0,0,41010,dlosed,0,0,Nigeriq,1.0647060516293476,319899.74682875484,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
200920w0,Uncodev,WGkSubSahsramAfrica,Be200,NG,0,0,41010,Clos4d,0,0,Nigeris,0.5096895292820355,1099768.2252713542,0,A032084001,4982195.6,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,4982195.6,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
30092010,CwnadiamNonPrpfitMakimg,NbMzmericas,B44p0,HT,0,0,23110,Closew,0,0,Hairi,0.6511095447533181,1063212.9593199918,0,A032087001,4877459.52,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,2900000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CznqwianProfltMaking,NGMAme5jcas,B3400,HT,0,0,23110,Closrd,0,0,taiti,0.9886688053829991,60909.64835639079,0,A032087001,4877459.52,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,2900000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,CanawisnNonPr9fitMakijg,WGkSuneaharanAfrica,n4200,GH,0,0,15110,Ciosed,0,0,Guana,1.441777778297215,173860.83926176224,0,A032089001,3272490.9,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,3272490.9,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,CanadianNono5ofltMakinh,WGMSubSatarqnAfricw,B42p0,GH,0,0,15110,Ckosed,0,0,Ghxna,1.0973133572606448,509773.06988118816,0,A032089001,3272490.9,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,3272490.9,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,danaeianhonPrkfitMaking,WvMSugSaharanAerica,B420o,GH,0,0,15111,Closef,0,0,Ghanz,0.5572937155920037,408655.2253996682,0,A032089001,3272490.9,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,3272490.9,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,CanadianmobProfi5Maiing,eGMSubSaharanAfdicz,B4209,GH,0,0,15111,Clowed,0,0,Ghaba,1.4938907798873657,142997.84038675885,0,A032089001,3272490.9,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,3272490.9,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,CanadisnNonProfiyMskinv,qGMzubSaharanAdrica,B42o0,GH,0,0,24010,Clowed,0,0,Ghanz,1.7067830271072455,112817.10153686405,0,A032089001,3272490.9,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,3272490.9,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,CanawiznNonProfjtMakinn,WyMSubSahzranAfricx,g4200,GH,0,0,24010,Ckosed,0,0,Ggana,0.6510666823884423,420923.67751722,0,A032089001,3272490.9,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,3272490.9,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,CanadianbonProfigMakimb,WGMSybSwharanAfrjca,Br200,CM,0,0,15150,Coosed,0,0,Cameroog,0.7945323786715288,331523.73336945975,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,vanadiamlrofiyMaking,WGMSubSxhadanAf3ica,B5200,CM,0,0,15150,Closrd,0,0,Cameroob,1.0221207715883687,352416.6924103706,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,CanadiahNonP5ofiyjaking,WGjSubSxharanAfricq,B420o,CM,0,0,15150,Cloqed,0,0,dameroon,1.8601133884040095,321850.003330405,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,CanwdianProfitnxiing,WGMS8bSaharwnAfricx,B42o0,CM,0,0,15150,Clos2d,0,0,Cajeroon,0.3722354395072387,71251.22241873694,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,Uncoxed,1hMSubSaharanAdrica,n4200,CM,0,0,15150,dlosed,0,0,Cam4roon,1.3462086104528226,323216.04709217534,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,sanadianNonProfitMal8nr,WGMSubSqjaranzfrica,Be200,CM,0,0,15151,flosed,0,0,Camerooh,0.6391738862148404,548278.807265847,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,CanadoqnProfi5Mak8ng,WfMSubSahxranAffica,Br200,CM,0,0,15151,Clpsed,0,0,Camrroon,1.3772924010880594,202712.1473633725,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,danzdianNonPr0fotMaking,qGMSubaamaranAfrica,B4290,CM,0,0,15151,dlosed,0,0,Csmeroon,1.311407867722078,979418.628865679,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,CanafiahProfugMaking,WGMSubSahatqnAfrkca,Be200,CM,0,0,15151,Coosed,0,0,Camfroon,1.4284468642459154,25570.74174673592,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,Ugcoded,WGMSubaaharansfrkca,f4200,CM,0,0,15151,Closwd,0,0,Camedoon,2.3903617081414676,1673320.7194685186,0,A032091001,3474177.59,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,3474177.59,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,CwbadianorofitMakong,WGnwubSamaranAfrica,B4209,CM,0,0,15111,Clpsed,0,0,Camerpon,1.7147062794307217,1584102.4333908935,0,A032091002,612273.32,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4289,612273.32,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,CanadianNonPeoditMak8hg,WbkSubSaharanAfrisa,h4200,GH,0,0,14021,Clozed,0,0,thana,0.7865006992737055,398716.4603144775,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,sahaduanPtofitMaking,1GMSubSaharagAfroca,B420p,GH,0,0,14021,Clos2d,0,0,Ghqna,1.069318084637473,393584.00990425254,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,Uncodef,eGMSubSaharanAttica,B4209,GH,0,0,14021,flosed,0,0,Gyana,1.4671284140982594,996099.6457827853,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CanaxiznjonPdofitMaking,WGMSubSaharznAfrisw,B4q00,GH,0,0,14022,Cloxed,0,0,Ghanw,0.8535423131645228,273923.7374145427,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,Canad7anlrofithakinb,WGMSubSahzrsnAfriva,B42o0,GH,0,0,14022,Cl0sed,0,0,Guana,1.0398665929381403,755198.864911221,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,hncoded,WGMwubSaharwnAf4ica,Br200,GH,0,0,14022,Cloaed,0,0,Ghaha,1.3768469273512998,134513.4533392522,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,CanadkxnNonotofitMaking,WGMSubwaharxmAfrica,B420o,GH,0,0,15110,dlosed,0,0,Ggana,1.320955058579806,1191759.0893423795,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,CqmaxianlrofitMaking,WGMSubSahagamAfdica,B4q00,GH,0,0,15110,Closdd,0,0,Ghaja,1.8819060519597084,536594.9204201488,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,Undoded,WGjSubSayaranxfrica,B42p0,GH,0,0,15110,Ciosed,0,0,Ghama,0.06255157228822883,246896.22355661442,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,CanadianhlmPgofitMaking,WGMSygSaharabAfrica,B4w00,GH,0,0,31120,Closer,0,0,Ghans,0.19864774765727866,941308.1076322865,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,CanadianProfu6Maljng,WGMShbSahqranAfricq,Br200,GH,0,0,31120,Ciosed,0,0,Guana,0.49490657256564785,710156.6258840512,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,Uncodrd,WGMaubeaharamAfrica,B4e00,GH,0,0,31120,Cloced,0,0,rhana,0.5029307059832202,323097.1000056014,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,CanaeiwnNonProfitMalijg,aGMSubzaharanxfrica,B4e00,GH,0,0,43010,Closef,0,0,Ghxna,0.8075201746460722,625725.2877693395,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,CansdianProcitMakimt,WGMSubSahsranqf4ica,n4200,GH,0,0,43010,Closes,0,0,Ghzna,0.3571957894966684,96120.83072770122,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,Uncodev,WGMSubzxharansfrica,B420o,GH,0,0,43010,Closes,0,0,Ghans,1.3530883093452553,1704243.9494960145,0,A032092001,4861532.95,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,4861532.95,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,vanadianmoj9rofitMaking,WGMSubSwharznAfgica,B4q00,ZA,0,0,12110,Opfratiohal,0,0,SouthAfejca,0.44581738990695907,431135.0007091198,0,A032095001,4650000.0,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,4650000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,CahxdianNonProfitkak8ng,WGMS6bSanaranAcrica,h4200,ZA,0,0,15110,iperationsl,0,0,Sou5hAfr9ca,0.011617478716718033,370006.0460323563,0,A032095001,4650000.0,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,4650000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,dznadiwnNonProfotMaking,WGMSkbSahatamAfrica,n4200,ZA,0,0,43040,iperatoonal,0,0,SouyhAfrida,0.8006859668849196,610435.8920682973,0,A032095001,4650000.0,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,4650000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,CabadianNonProb8tMsking,OGMAskaPacigic,B41o0,CN,0,0,15110,Cloced,0,0,vhina,1.3484377095365225,230346.4767526206,0,A032100001,4433722.74,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,CanwdiznlrofitMzking,OGMAqiaPacicic,g4100,CN,0,0,15110,vlosed,0,0,Chinw,1.4600243249102047,151771.3145441928,0,A032100001,4433722.74,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,Canadiwnhon9rofitMakihg,OGMAsiaPscifif,B410p,CN,0,0,41010,Coosed,0,0,Ch9na,0.5182212648695433,1540901.4062998998,0,A032100001,4433722.74,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CanadiqhProfitMwkiny,OGMAsialacif7c,Br100,CN,0,0,41010,Coosed,0,0,Chona,0.7729836871410865,628884.2104780069,0,A032100001,4433722.74,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4130,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,CanadiwnNonProfktMakimt,gGjAmericas,n4400,NI,0,0,15110,Cloaed,0,0,gicaragua,0.7086606133594209,543437.8796291634,0,A032108001,496657.54,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,496657.54,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,CanadianNogProfitMsjinh,NGMAmetivas,B44p0,NI,0,1,11120,Ciosed,1,1,Nicaragka,1.5485614928243598,2443524.553459507,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
20o92010,F9rekgnNonPr9citMaking,NGMqmerifas,B44p0,NI,0,1,11120,Cloeed,1,1,Nicaravua,1.3004673356637968,2633872.2184296255,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
200o2010,CagadianlrofitMxkinb,NGMAmericqw,B5400,NI,0,1,11120,Coosed,1,1,Nicsragua,0.8673996574265248,435436.1230250501,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
200920q0,CanasianNon9rofirMxking,bGnAmericas,f4400,NI,0,1,11220,Cloded,1,1,Nicaragha,1.6356621564640008,120601.53081466114,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
20091010,ForeignNojPr9f7tMakung,jGMAjericas,B44o0,NI,0,1,11220,Clossd,1,1,Nicarsgua,1.4125539171223394,210815.83042457647,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
20092p10,CanafianPrpfitMakknn,NvMAjericas,B440p,NI,0,1,11220,Cl8sed,1,1,Nicaragja,1.688743956160784,1213890.5064522696,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
20092o10,CanadianNonPrpfi4haiing,NGnAmericaq,B4500,NI,0,1,11320,slosed,1,1,Nicagagua,0.31522171796852416,821247.4324009523,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
20992010,ForeignN0nPrpfifMakijg,NGMAmerlczs,B44p0,NI,0,1,11320,Cl0sed,1,1,Nicarahua,1.0369858761979276,312603.726459577,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
2009201o,CwmadiwnorofitMaking,hGMAmerisas,h4400,NI,0,1,11320,Cllsed,1,1,Nicarag8a,0.9606872015523065,66592.07322259723,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
2o092010,Csnad8anNonPrkgitMaking,jGMAmerocas,B4e00,NI,0,1,15110,Closec,1,1,hicaragua,0.8115584991186304,1272874.573099435,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
20092020,ForeignNonPtofitMaounr,NGMAmeridac,B4409,NI,0,1,15110,Clos2d,1,1,gicaragua,1.106074408822334,316991.0854697749,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
2009201p,CxhadianProfjtMakigg,NGMAmerisaz,B4490,NI,0,1,15110,Closef,1,1,Nicarahua,0.20227172796063564,425433.88268767874,0,A032110001,16443731.24,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,16443731.24,0.0,0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0
200920q0,CanxdianNonProfitMak8mr,NnkAmericas,h4400,HN,0,1,11110,Oprrati9nal,1,2,Hondurac,0.9941890776344147,138073.09539184335,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092020,ForeignNomP30fi5Making,jGMAmericaw,g4400,HN,0,1,11110,iperayional,1,2,bonduras,0.8519494806560235,1039815.0014814892,0,A032111001,20000000.0,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,Pooled funding,0,0,0
