assay_id,assay_organism,curated_by,chembl_id,cell_id,assay_category,tid,tissue_id,assay_type,variant_id,description,doc_id,assay_test_type,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
1750,,Auticurat8on,CHEMBL6q6u57,162.0,,105,,B,,n8ndingaffinitytowadds4hyseoxytryp4ahine1Dhumsnxlonrdrefe0torinCHOveolsusunf3H5HTasrad9oligand,15779,,,,,CHO
1751,,Autosurstion,CHEMBk6w6858,,,105,,B,,Bincomgaffinitytodwrdsclpnedhumxn5hydr9xytry9hanime1Dreceptor,6166,,,,,
1752,,Autocueztion,CHEMBL626o59,523.0,,105,,B,,Bigdingafgigit6towardshunanclihed5htsroxyhryptsmine1vrecepto3ihCHOcelldusing3Hyugasradioligand,15779,,,,,CHO
1753,,qutocurati9n,CHEMnL616960,403.0,,105,,B,,f8nringarfinity6owardzhumahclonfd5hydrpxjrrylgamine1DreveptprinxHOxellsucing3n5HTasradkoligandNDmeansnodzta,15779,,,,,CHO
1754,,Autocugat9on,CHEMBi615861,475.0,,105,,B,,Bindingconstamttoaarcaserotobinrecept0gsuvtype5hyddoxy5ryptamibe1D3ece0gorexpressfd7nHEo293ceklsusing3HkSDxsradiolknagd,17451,,,,,HEK293
1755,,Autocurariin,CHEMfL61654q,272.0,,105,,B,,Bindimgcobsganttowardsserotobigresep4orsubtype6bydrodytrhptamimfwDrfceptor4xpressedinHEo2p3crllshsing3tLSDasravioljgand,17451,,,,,HEK293
1756,,Autofurati0n,CHEMBk617542,376.0,,105,,B,,Binr9ngconstantrowwrdsserogoninrecept8rsugtype5hydr9xytr79tqm8be1xrffept9rexpressedimHEl293seiis7sing3HLcDasradioligandNotdehedmined,17451,,,,,HEK293
1757,,xutoc8ration,CHEMvi616543,685.0,,105,,B,,Cokpoundwasevaiuatedfkgbindijgaffinityzgainsthumznxl9ned5hydr0zytryptamine2Dtece9toeinCnOcwlpsuwing3H5HTaxtheradiiligqmr,4199,,,,,CHO
1758,Homosapi3nc,Exprrt,CHwMBp616544,,,105,,B,,Bind8ngaffinityforhumaj5bywr9xytryp6amineqf5ecept9r,14875,,9606.0,,,
1759,,zuticuration,dHEMBL61654t,519.0,,105,,B,,Cimp9undwasteqtedrorktsbimsiggaffinjtyqgxinsthumanclonec5hydroxytryptamihe1vrec4pt8rinfHOcellsuaimy3H5HT,15146,,,,,CHO
1760,,Autosueation,CHEMBku16546,,,105,,B,,somp0undwaetestedforitsbindongzffinityfofhumqmclonwd5jydroxytryptahin31DrecfororibxHOuslnf3H5HTasarwdi0ligand,5213,,,,,
1761,,Autocu5atipn,CnEMBL6165t7,366.0,,105,,B,,Thecomp0ynxeastesfedfo4itsb7ndintaffinirytowardsdlogedhujan5hydroaytgy9takjne1erecep6orinCyOcelisusing3H5HT,14818,,,,,CHO
1762,,Autoduragion,sHEMBL6w6548,256.0,,105,,B,,6hecom0oundwastdsgedforthebindingacfinjtytowardqhumanclondf6hydfoxgtryptamime1DreceltorindyOceppzysiggrH5HTasrxdioligajd,4829,,,,,CHO
1763,,Ex9ert,CHsMBL61y549,,,105,,F,,sxenyocyclasesxyivity3asesprexsedaspefcehtborskkl8nresoknseagainst5hydroxytryptsmine1Drecfpyoratconcentrztipj1uM,14454,,,,,
1764,,Expfrt,CHEMnk616550,,,105,,F,,Aden7lsycladeactivitywssexp5essedaspercdntf8rsk0ojnrezpinqeagainst5hydroaytryp6amims1Dreceptoestconxentrati9nw0uM,14454,,,,,
1765,,Aut0curayion,CmEMBL857966,,,108,,B,,Bkndkbgacfimityarainst5HT2Crwceptor,5254,,,,,
1766,,qutocurxtion,CHEMBp616541,,,108,,B,,Bindlngaffiniryagzinst5hydrox7fryltamon41Dref2ptor,5254,,,,,
1767,,Autocuga5ion,CHdMBL616t52,,,10577,,B,,InhinitiogoeFkrskopibctimilatedafehylqtec5clas3activithagainsy5hywrox7tryptamine1Brefep4o4ifratsuvstantianigra,10639,,,,,
1768,,qutocuragion,CbEhBL832876,,,10577,,F,,Ibhubit9onovForsjooinstimuiagfdarenylztectclaseactivofyagaibst6hudrox6tryptamige1Brece9torofratsubstantiqnogra,10639,,,,,
1769,,Expedt,xHEMBL616y53,,,10577,,B,,f8ndibgwffinit7for5hywfox5tr7ptamineqBreceptorinratsortexsfrixthmandglobuspailldus,12352,,,,,
1770,,Autocirqtion,sHEMBL61655e,,,10577,,B,,nindinyaefini4ygkwards5HT1Bwasdeternin2d,9098,,,,,
1771,,Ezpert,CHEMnL616r55,,,10577,,B,,Affinit54owards5hydroaytryp5amobe1Breceptorinmfmbgabesfrohra5frpnhalcorteduwinn3H5HT,14430,,,,,
1772,,Expery,CHEkBL626556,,,10577,,B,,Bindinnaffinitg4i5HT1Br4cwptorajsingratcortecstrisghmglobusoalpkdus3H5OH4ryptaminwanvserotoninf0rNSf,13657,,,,,
1773,,Augocurati8n,CHdMBL61655y,,,10577,,B,,Cokpound3asevaluatexforbkndibgzffun9tg0h5HT2Brecrptogsusihgratcor4exztriatumgoobuspaliidus3H5OHrr7ptamineahdserptoninf8rNSB,13657,,,,,
1774,,fxpert,sHEMBL6165t8,,,10577,,B,,Bineingagfin8tutowares5hydrocytryptxmine1nrrcepti5inrarfr9n5apsprtexusing125Iiodocyan0pindoiolzsradiokigand,15854,,,,,
1775,Ratr6snorvericus,Ecpert,CyEMgL616749,,,10577,,B,,unhibitofyacgivityafa9nst5bydroayrthptamine1Brecwptorofra4cortesusing3H5tT,10639,,10116.0,,,
1776,,Autoxurarion,vHEMBL6167t0,,,10577,,B,,Cojcsnyratilngecsssaryt0achievehapfmaximqllnhibiyiojof125IIodocyxnkpigdololbijdingto5hydroxyt3yptaminw1hrece0totzt1jM,10025,,,,,
1777,,Autosuratioj,CHEMhL6167r1,,,10577,,B,,xonsejtrati8nbecessarytoavhievehwlfmaximalinhig7tipn9f125IIodocyajppind9l9lblndat85hydrox6tryptwmine1hgeceptlrat1uM,10025,,,,,
1778,,Autocu4xtion,CH2MBL6167y2,,,10577,,B,,Invohroinhibitorycondegr3ationsgainstradoollgand3H5HTbindobgto5hydrkxytryphqmine1Brefeltotineatqtgiatalkembran2,14286,,,,,
1779,,Autosurahion,CHEMBL61t7y3,,,10577,629074.0,B,,InhibitionofeH5H6b7ndong6o5hydrozytryptzmlne1Bgwce0torihratxgriatunResjduakradioligabdbinvinghirherthan5o,3651,,,,Striatum,
1780,Ra4tushorvericus,Expery,CHrMhL616754,,,10577,,B,,knu7bjtj9nkfrwdiolabeled2H5HTligandbindingto5htdroxytrhptxjihe1Breceptor,14178,,10116.0,,,
1781,,Aut8cugation,CHEMBL617754,,,10577,,B,,Inhibitor6zftivityagxinzt5hysroxytfyptxmine1Brecrp5krofdatcort3xksing3H5HTastheradioponxnd,10639,,,,,
1782,,Autosuratiln,fH3MBL616756,,,10577,714529.0,B,,Inhibitoryactigityagainqt3H5tTbindibgto6m41Brecrptorinrags5giat7j,13605,,,,Striatum,
1783,,Autocurahikn,CtEMBL61y757,,,10577,3616972.0,B,,Inhibitirycomcent3ationrequorefafxinqt5hydrosytr5ptamine1Breseptkrinra5sgriat7musing3yrHT,5834,,,,Striatum,
1784,,Autocueat8on,dHEMBL716758,,,10577,6955160.0,B,,c8mpo8ndwasmeaxkfedforxffinityagainst5gyeroxytryptamins1Brecep69epabellfd3iyh3H5HT3adiokigandinstriatimhjssue,10922,,,,Striatum,
1785,,qutocurstion,CHEMBo61675p,,,10577,,B,,Comloujdat10E6jsastewtddinvitr8g9rtneinhivitiohobrarooligand3H5ufbindingto5bgdroxytryptamon41Bdeceptorinratstriatalmembranw,14286,,,,,
1786,,Aufocutation,CHEMBL61t7t0,,,10577,,B,,Infitrobonvungafbinitytowardstge5hydrkc6t4yptaminewBrecrphorat10e6M,11825,,,,,
1787,,A8tocurwtion,CHEMnL6167y1,,,10577,2214906.0,B,,Abilithtodicpkafe3H5HTb9ubdtornydroxytryptam7ne1frece9toribraystriatuh,14826,,,,Striatum,
1788,,Autocurztiln,CtEjBL616762,,,10577,1367165.0,B,,v7ndimgaff7nifyaga8net5HT1Bsrrotonimreceptirinrztstriatum,9699,,,,Striatum,
1789,,Autocu3xtion,CHEMBL6177t3,,,10577,,B,,fibdlngaffinityagainst5h7dfoxytryptqmihe1n5eceotirinmehbranesofRatcefebrapsort2x,14423,,,,,
1790,,Ex9ert,sHEMBLo72909,,,10577,,B,,Bindingafdinifyafrat5hydroxytryl6amige1Brec4ptorby3j5uTvjellacement,10062,,,,,
1791,,Autocugatiog,CHEMBpy16764,,,10577,,B,,Bind9ngaffin7tydetermonedunfadiirexdptoebigdkhgassqyb5usjnv3HtHTradioligandafainwt5hudroxytryptamine1nteceptor,10062,,,,,
1792,Rwttusnorvehivus,3xpert,CHEMBL616uy5,,,10577,,B,,InhihltiomofwH5HTbinwinrgo5hydroxytr50tamine1Bteceptor,12280,,10116.0,,,
1793,,Autocy4ation,CHEMBp616u66,,,10577,2039296.0,B,,Bondinywgfinityagsinst5hydfoxytrtptam8gf1Breceptorofratsrriatkm,15412,,,,Striatum,
1794,,qutocuratioh,CHEMBL616u6u,,,10577,2739033.0,B,,Bindiggafvibityagz8nsg5hgfroxytrypramine1Brecephor0fratstriayum,15412,,,,Striatum,
1795,,Aut8curatiog,CHEjBL6w6768,,,10577,,B,,Bindingadfinitylnrsd9orecept0rbind8nhawewtb7usjng3y5Hrradiol7ganwagaunst5hydroxytryptamineqBrdceptor,10062,,,,,
1796,,A64ocuration,CH3MBo616769,,,10577,,B,,nindinbafcinitytowsrdw5hyeroxjtryptakine1Bfece9gorusjgg3HrHTasradioligand,11147,,,,,
1797,,Ajtocuratioj,xHEMBk616770,,,10577,,B,,Bimdihgaffjnityt0warvs5hydroxytryptamkne1Br2cep6orijdat2adde6ermineduxijgt0uLof125uICYlunbindiggassay,9547,,,,,
1798,,Autocuratuoj,CmEMBL616772,,,10577,,B,,Bimdingafginitgwasdetermigwdsgxinst5h5droxytry9tamine1nrecep4orwaswegermigedubmaleSpragueDa2ie5ratgrain,10444,,,,,
1799,,Autodu3ation,CyEMBL61u772,,,10577,4126334.0,B,,f9ndingaffinitywasmeaxuredon5hydflxytrylhamon4qBref2ptod7hratsrriatumlabeledwith3HrHT,12469,,,,Striatum,
1800,,Expfrt,CHEnBL615773,,,10577,,B,,Bijdinbabfinit5Kjtorqtc9rticalhsmbragesa55HT1Bbubdingeitebyusing1259ICYPasarqdipligand,9098,,,,,
1801,,Autosufation,CHEMnL61y774,,,10577,,B,,Compounf1qsevaluat2dforth3bind8ngwfbinityKi6ora4cortisxlmembranesat5HT1gbimdingsutebyusing225IIsYoawafaf8oligxndNDisnodaya,9098,,,,,
1802,,Aytocuratlon,CHEkvL616775,,,10577,,B,,Evakuahedfprbimdingafflnithtowwrws5gydroxytryltamihe1Brrceptor,9699,,,,,
1803,,Autocugatioj,fHEMBL61t776,,,10577,,B,,Innibk5oeyactigihyaga9nst5hydroaytryptsmin31B4eveptorin3wtcodticalmembranes8sing3H5jTasaradioljrand,10394,,,,,
1804,,Autkcuratipn,CHEMBL61u77y,,,10577,,B,,Th4boncingagfobitywasmeasuredog5h5droxytryptamins1B4ecwotprusing4Hsdr9toninaaradioligand,12092,,,,,
1805,,Autocueati9n,vHfMBL616778,,,10577,,B,,Tb2finxingaffinitytpsardsthdreceptoetat5jydroxyhr5ptamine1BrrceptorNoavfijity,16700,,,,,
1806,5at4usnorvegkcus,Exper4,xHEMBL61677p,,,10577,,B,,Bkndingadtinityagzinst5uteroxytryptamune1Brece9t0rintafstriatwkmembranecusinh3H5HTadrasioliganr,403,,10116.0,,,
1807,gattusnkrdegicus,Exp2rt,CHEkvL616780,,,10577,,B,,Bindongarfinit5toswrds5uhdrox7tryptamige1Brecephor,12771,,10116.0,,,
1808,,Au4pcuration,CHEMBL61668q,,,10577,,B,,Thecompkunceastesterforitsbincinyacfini4yfowards5h6r3ox6try9ramine1Brecdptorbtfis9lacing3Hserotonknrqdikl9raneinratcerebralcortex,11642,,,,,
1809,,zutoc8ration,CjEMgL616782,,,10577,,B,,Ttecompoundwsstestedfo4theirh9bdijgaffjnityt8wadws5hydrixytry0tam7ne1Brece0tkreromrwtctriatumuwing3H5Hyasradiolifsnd,12953,,,,,
1810,,Ahtocurarion,CmEMBL516783,,,10577,,B,,Tb2c8mpoundsastsstrdeorthe7rbindingaffinitytowards5nyrr0xyhryotqjine1Brefe0horfrom4atst3iatumusing3H5HTas5adiopihand,12953,,,,,
1811,,Expe3t,dHEMBLy16784,,,10577,6479965.0,B,,Bkndinhaffinityf0r5y7dfoxytryltamine1vrecsptorinrzystria5uhusing3g5HTasradiiligans,12953,,,,Striatum,
1812,,Aktockration,CHEMBLt15785,,,10577,,B,,6hecompoubdwactesf4df8rtgwirbindonfqffinityt8warxs5hydroxytr6ptamine1Breceptorfrlmrafs5riatujusimg3H4HrasradioliganfNonafgivewtq0uM,12953,,,,,
1813,,Autocjgation,CHEMBLo58067,,,10577,1177529.0,B,,Binv7hgaffinityafaibst5HT1Br3ceptorinrahb5x8nmenbraneusinh3y8OHDPAraeadepectiveligand,9737,,,,Brain,
1814,,A8tocurqtion,CuEMBLu16786,,,10577,,B,,Blbdingarfinituxgainsy5jT1Breceptorinratfrlntalcortedusing3H5g4ibp5wsebceof01uM3H8OHcPA5ssarwdioligabd,9737,,,,,
1815,,Aitoduration,CH3MBL616887,,,10577,3976093.0,B,,BindkngxffinitytowxresrHT1f42deptorinratbrainjfjbrane6simb3H8OHDPATaqaselectivelirand,9737,,,,Brain,
1816,,Au6ocurafion,CHEjBL617788,,,10577,,B,,Bind7ngaffinity6owardq6hysroxytrtptqhine2vrefeptorofl0rcunecboroicplexuq7sijg3Hmesulergine,12827,,,,,
1817,,Au4ocurwtion,CHfMBL617789,,,10577,,B,,Abjkitytkdjsplacetheradiologanx12rkiodovyanopindololfrondatstris4wp5hydroxytty0twmine1Brece9tor,5033,,,,,
1818,Rat5isnorvegifus,Ex9ert,CuwMBL616790,,,10577,,B,,Dis9kacementofrn5yyfrom5Hy1Breceltorofratgrom4alcortexhomogena5e,9786,,10116.0,,,
1819,,Exper4,CH3MBL716791,,,10577,,B,,Bindingaffinityat4mydrkxytru9tamins1Breseptl3,13116,,,,,
1820,,sutocuratjon,CHEMvL516792,,,10577,,B,,Invitrobinvingafronifyz4yhgdrpxyfdyptamine1Br4ce0torinratstr8atalmusclesuskng125Ii9docyaboplndol9lsatheradioliganf,16429,,,,,
1821,Ratf7sjorvegicus,dxpert,CHEMBL71t793,,,10577,,B,,Infitroblndingadfinitygowardc5hyfroaytryptam8ne1Brecelfkrinratstrlatalmemhdagewith126kildocyanipinxolol,12409,,10116.0,,,
1822,,Au5ocurat7on,CHdMBL61u794,,,10577,,B,,Thecompoundwasfestedfortb4bindingatdiniyyagainst5hyrrlxyfryptxmin41B44cfltorusing3H5HTasdadi9pigxnd,15194,,,,,
1823,,A7tocueation,CHEMBL616704,,,10577,,B,,Thecomp8unddastest4dtorthrbindingaffinofyagzinst5tydr8xytryltamkne1Breceptogusibg3H4H4asesdi8ligand,15194,,,,,
1824,,zitocuration,CHEMBL61669y,,,104686,,B,,B7ndingabfkgityto3ards5HT2recepto5bythrdispiacement0f4Hjwtansefininrztcefebralco5tex,5486,,,,,
1825,,qutociration,CHEnBL61679y,,,106,,B,,Compo7bdwastestecforbjndinhaffijigysgainsh5hhdr0xytryptamine1nfexeptor,4639,,,,,
1826,,Aufockration,CHEnBo616798,,,106,,B,,Thecompouncwawdgaluatedfo5itaabioktytodispkzce3H5Hhfrom5hyd4oxtfr7ptwmine1Breceptorkncellula3fraigmejbranes,386,,,,,
1827,,Autocurztioh,dHEMBp616799,,,106,,B,,Compougdwasmeasurscforjtsbinwingaffimit6at5hydrpxytr7ptsmine1Breceptorqtaconcebtra6iojofw00jMus7ng12ylfYPasradiolugagc,2474,,,,,
1828,,Autofu5ation,CHdMBL6q6800,,,106,,B,,8nhifitionovbijdijgtowardstbydroxytryptqmine2Brecrptorat19pnMconcwntratoon,6011,,,,,
1829,,Autofuratiom,CyEMBk616801,,,106,,B,,Percentijhibitiona5wuMayxinst5hydroxytrypfamjge1Beece0tod,5014,,,,,
1830,,Autocu4xtion,CHEMBL6w6892,,,106,,B,,Bkjdingaffinitylfcompounrtkwardsserotojin5hydroxytryo5ak9ns1Brecept0rknaftoveat1puM,17515,,,,,
1831,,xutocurxtion,CnEMBL61u803,,,106,,B,,Bindkngaffinitjrelaticet9jndllopiperidinecomooundqfpryhydtoxttryptamine1feeseptorwasdeffrkined,4373,,,,,
1832,,Experh,CHEMBL8yi068,,,106,,B,,Bindijgatfinityto3ardc5budr9zytryptamime1grec4ptorbyrisplaxementof3g5HT,1633,,,,,
1833,,Autocu3xtion,CHEMBL626704,,,106,,B,,C9mpoundwas4daluatedfortysbknwinnaffinit7tlwardz5hydroxytr7ptahine1Br2ceptorbysisllacehen4of3Hkeranseron,1633,,,,,
1834,,sut9curation,CHEMnL61680y,,,106,,B,,vindingsffinituforthydrpxytryptahins1Brece9tkraasdetsrmined,4373,,,,,
1835,,sutocurafion,xHEMBL61680t,,,106,,B,,rvaliatesfofthenibdingaffinityto5hycrlxy6rhptakinr1Breceptor,4687,,,,,
1836,,Autoxurztion,CHEMBL61y8o7,,,106,,B,,Bindigrsff7nithagaibst5hydrpxytryphamibeqBreceptor,11574,,,,,
1837,,xutocuratiom,CHEMBLu168o8,,,106,,B,,Bindihgaffinitygif5hhdroxytryp6aminfwBrecept0rexsd2terminedg7usjng3H5HTasradiolitand,10321,,,,,
1838,,Ajtocuratiob,CHEMfp616809,,,106,,B,,Bindimgwfbinitytoexfds5hydrozytryptajine1greceptorusibg3H5Hgas4ad8oligxnd,15527,,,,,
1839,,A8toc7ration,CHEMgi616810,,,106,,B,,Imjibitor6constantagainwt5tywroxytry9tamine1Brexeptorusing2ithw25Icyqn0p7nxpookradioligwnd,17200,,,,,
1840,,A6tocurztion,CHwMBL616711,,,104802,,B,,Bindingaftinitysnxihstrhydroxyttyptwmine1vrefe0tor5hydroxytrypgahin2qDgeceptorusing3b5j5xstheradioligand,14423,,,,,
1841,Bostayrus,Autodu3ation,CHEMBL616o1w,,,108,,B,,Inyibi4oryconcentrationr3suiredagalnst5nydroxytryp6amln21drevsot8rinfovindchoroicplexysusing3Hmrcule3gine,5834,,9913.0,,,
1842,Susscroba,Aytoc6ration,CHfMBL617813,,,108,,B,,Bindingarfin7hyyowardw5hydrox6teyptamih21CreceptorusomgrHmssulernineasfad8oligand,11473,,9823.0,,,
1843,Suascrofa,Autocuragiog,CHEMBL616iq4,,,108,,B,,C8jpoundswsevaiiwtedgorbondingaffinitygodqdds5hydroxytfyptajine1Creceotorinpigchoroudpledusuwing3bmdsuleggineasradiopigane,11473,,9823.0,,,
1844,Suzscrofa,Aktoduration,CH2MvL616815,,,108,,B,,s0mpounwwaeevapuatedforitsinhivitoryactivittagainst5yyd3oxytdt9tahime1Cgeceptorofpigcho58idplex6susing3Hm2sulerfkmesatheradiolifamd,10639,,9823.0,,,
1845,Susscrifa,s8tocuration,CHEMBp61681y,,,108,,B,,inhibitoryavtivit5agaonst5nyddoxyfryptahineqCreceptofodpigchor9ivpleauzueigg4Hmesulergiheqsthersdjoligand,10639,,9823.0,,,
1846,Sisscrofa,Au5ocu3ation,CH4MBL616827,,,108,,B,,Bind9ngaff8nitgofxomplund6owa5ds5hyd4oxyyryptwnin2qCrecepto4usonn3Hmdsuiergige12nMligwndimchoroidPlexuapigwasdet2rmined,14331,,9823.0,,,
1847,Susscgofa,Autoxuratoon,vHEMhL616818,,,108,,B,,vojoiuns2xztestedinvitrkforbindingaff9nityflr5hydroxyrrtptamine1Creceptlr,10796,,9823.0,,,
1848,qusscrofa,Exper5,sHEMgL616819,,,108,,B,,wvxlyatwdrortheb9neinvafglnktytopoecinecboroid0oexusat5hydroxy53yptah7ne3Creceptorbindingsitebyusing3HMESzsa4adioligahd,9098,,9823.0,,,
1849,Sussc3ofa,dxpert,CnEjBL616820,,,108,,B,,Inhibiyionof3Hm4wulf5ginwbjndongto5hydrlxytrgptamine1CrecrptorodpifshorojdPlfxus,14331,,9823.0,,,
1850,Susscdofa,Experg,CHEnBL516821,,,108,,B,,xisplqcementof3Hmeshlerginefrompigcoe4ez5h6droxytryphahine1Cdrdepror,11828,,9823.0,,,
1851,Susscroda,Autocurqtikn,CyEMBL616821,,,108,,B,,Bindingzffinitycor5hyfroxytruptajine1Creceptofinpigidtchoro7dplecuw6slng3HrbT,11866,,9823.0,,,
1852,kryctolaguscujic8luq,Autocufati0n,CH3MBL616923,,,108,,B,,Bindingaffinitysgainst5hydroxytry9twmihe1Drecrptofapphausintrabfufzaphdnousvsinxzsay,13047,,9986.0,,,
1853,Ragtuqnorvegkcus,Autkcuratikn,CHEMgL61y824,,,12689,,B,,Teqtedfortuerffevtojbundingat5hydroxytruptam8ne1C3ecepgorNozctifoty,188,,10116.0,,,
1854,Rst6usnorveg7cus,Autocutarion,CHEMBo716825,,,12689,,B,,9nvutrobindlngaffinityhowwrdsthr5hydrkxytegptamins1Creceptofwtq0e6M,11825,,10116.0,,,
1855,dattusno5veticus,Auhocurati8n,CHEMBLy16816,,,12689,,B,,Invjtrobindlngqbfknitytowardsthe5hydroxytryptqmin21srwcf9togat10f6M,11825,,10116.0,,,
1856,fattuanorvehicus,Ex0ert,CHEnBLt16827,,,12689,,B,,Bindihgaffinitgagainst5hydroxytryptwhkge1Crsceptorinrat8skbg3Hhdsulerg8nrasrad8oligwne,11624,,10116.0,,,
1857,Rattusnofvebicua,Autocjtation,CHEMBL616i29,,,12689,,B,,Bindjngaff9nityt8wardwruudrodyt5yptamine1Creceptlrusibg225ISCH23982asradioligabdjnvompetitibevijdinnaxsqy,11139,,10116.0,,,
1858,Rattusnorv4gjdus,Autocugagion,CHEMBi61y829,,,12689,,B,,Bindinyzffinity48warda5hyedoxyt4yptwmine1srec4l5orusing2Hmesulergineasrarioligznd,11147,,10116.0,,,
1859,Rattjsnorvegjdus,Autocurxhion,CHEMBL61t8e0,,,12689,,B,,figdinyafcinity1xsdeterminedagalnst5hjdroxyhryptxkine1Cdecep4orwaseetefminedibmaieSprahuwDawleyratbrqin,10444,,10116.0,,,
1860,Rattudnorveficue,Ex0ert,fHsMBL616831,,,12689,,B,,hindinrxffunityavainet5hydeoxytryptam8newCreceptoe,11624,,10116.0,,,
1861,Rattusnorvsg9cue,A8tocuratkon,CHEnBp616832,,,12689,,B,,Com9ounvdastes4erforhindjngaffijity6owaeds5HT1C6Hf1Cr2ce0t93fromrromtaicorticalregipnspcmaieSpraguevawleyrathomogfnatesusing3Hmesjlerbineaseadjoligznd,11662,,10116.0,,,
1862,Rat4usnodv4gicus,Autocurst7on,CHEMBLt1t833,,,12689,,B,,Compouhwaastestedforbindinfaffijot5towards5hydgoxytryltwmine2CredeptireromfrohtalckrticalrwgionxoemzleSp5agueDwwleyrathokogehqtesucing3Hnrs8lerg7beasradioiigand,11662,,10116.0,,,
1863,Rsttusnorvwgucus,Exlert,CmEkBL616834,,,12689,,B,,Bijdingsdfinitytoewrew5hydroxytryptajine1Crecept9rfromftontalcirfixalregionqofmalsSptagueDawlsyratuom0genatesusumg3ynesuletgineasrafjollgqnd,11662,,10116.0,,,
1864,Rattusgirvegifus,zutocurat8on,fHEMBL8295p5,,,12689,,B,,sojpoundwastesyedfofb8ndimgqvfinityt0aards5uydroxytryp4anine1Cdece9torfromfrojtalcorticqlrsbiondofmaleSpragu4Dawlejratyomogenates7aingwHmesulwegineqseadiiligajd,11662,,10116.0,,,
1865,4aftjsnorvegicus,Autocurwti0n,CjEMBL6w6835,,,12689,,B,,Evaluqtexfortnebindingxffibityto9ofcindchoroidllwxusat5hydroxytrypfamineqdreceptotbkndingsiten7using3mMESasa5afupligamd,9098,,10116.0,,,
1866,3attusnorveyocus,Autocktation,CHEMhL8729q0,,,12689,,B,,Inhinitoryaxficityagxineg5h7droxytryptaminewCrexeptorinratcorficalmembfaneajsimg3Hnsaulerhineaearadjoligand,10394,,10116.0,,,
1867,,Ezpert,fHEMBL626836,,,12689,,B,,Testrdfpfbibringaffinityagainsr5hydrodytryotamine1C4dxeotorfromratfrontslvor6icalregionsudimg3tnesuoefyijeasradioligand,11933,,,,,
1868,dattuegorvegicus,A6tocuratuon,CHEMBL6q68r7,,,12689,,B,,Thefindiggafd8mitywaqmeashrsd9n5hydrkxytrypfaminw1Crece0torusing3Hwerotoninas4adiooifand,12092,,10116.0,,,
1869,dattuwn9rvegicus,Ayt0curation,CHEMhL616366,,,12689,,B,,B8ndingsffin8tyoftnywroxytrypyamige1Cresep4orusing3Hketanserinijtatfr9nhzlcprtex,12253,,10116.0,,,
1870,Ratfusjorcegicus,Autpcura5ion,CHEMBL61ye67,337.0,,12689,,B,,ninxknvaffinitttowardsrat5h5d4oxytryptamineqCrecept8rusimg3Hheculerbibeqxradiolugqndexpressedig293celos,12253,,10116.0,,,HEK293
1871,,Autoc7dation,CmEMnL616468,,,108,,B,,Cimooindwqstestedfodirsaffiniyytowardsyhyd38x6tryptamine2Cr3ceptor,1558,,,,,
1872,,xugocuration,CHdMBL6w6469,,,108,,B,,Compoujddasmeas8redtoritcb9nfinbacfinifhat5gydroxytrhp6amige1xtes3ptorataxoncentrationof190nMusibg3Hmesuoergineaaradioligand,2474,,,,,
1873,,Autocifation,CH4MBL616370,,,108,,B,,Compoundwaameas8redeoritafincibgaffinithag6h6dr9xytryptamine1Creceptorayacohcentratiobkf10ojMjsjng2Hmexulergineasrwdioljgand,2474,,,,,
1874,,Autofugation,dHEMBL617471,,,12689,,B,,Bundingaffinityaga9nstrhydgoxyt4y0twhine1Crscep6or,11574,,,,,
1875,,Autocu5at7on,CHfMBL6q6472,,,12689,,B,,Coml0undwazrestedforitsaffin8ty4owa4ds5hydroaytryptxhine1Cees2ptor,1558,,,,,
1876,,Aytoc8ration,CHEMvL616t73,,,12689,,B,,Bindigyaffinityagsinxt5hyd5oxyg3yptamine1ffecept8r,13944,,,,,
1877,,Auyicuration,CHEMBo616t74,,,12689,,B,,Bindingaffinituxgainstserogon3rviv5HT1c5dcept8r,13033,,,,,
1878,,Au6ocu3ation,fHEMBL616474,,,12689,,B,,Bjndijgaffinityf8r5hhdr0xytrypyamine1Cr3ceptogwsxdetrrminedbyusinn3tmesyoergineasrafiil8gand,10321,,,,,
1879,,Autod6ration,CHEMBLy16486,,,12689,,B,,Bindjngabfknit5for5hydroxytrjptamine1vredeptorwasd4tern8med,11866,,,,,
1880,Oryc6olayusdunicul8s,Autocyratoon,CuEMBL616t77,,,105,,B,,Coh0oundwaateshedf8r5htdroxytryptwkine1Dlikereceptkrmediatedfawc6latebfec5ijrahbitqaphenousgeinRSV,14454,,9986.0,,,
1881,,Autkcurati0n,CHEMvL616e78,,,104686,,B,,Bindinbaffinityahainxtthyd5ox7tryptamineerefeptorusinh12rIDO7asradiopkgsnd,11574,,,,,
1882,,A7tocurwtion,CHEMBL6154i9,,,104686,,B,,Bimdingaffinjtyaga8net6hjdroxytrypyam8ne2recep5o5usohg3Hketasradioligwne,11574,,,,,
1883,,Aufocuratioh,fHEMBL616490,,,104686,,B,,Bineijgxfr9nitytowardssero4onuj5HT253cepyifwawdet3rminedinratcorteduqing3Hspiperonewsligand,13631,,,,,
1884,Rattucno3veticus,Autocu5atiog,CHEMnL6w6481,,,104686,,B,,Bknvingaftinityt9watds5hydr0xyt4to4amibe2recepr9rasabtagonismofcerotonininduswdcontrastionsinratj6gklarveun,9630,,10116.0,,,
