assays_ASSI,assays_ASSTI,assays_RELATITY,assays_ASTI,assays_TISI,assays_VAI,assays_ASSUBCEFRAC,assays_T,assays_CONFISCO,assays_CURB,assays_SRI,assays_SRASSI,assays_CHI,assays_CI,assays_BAFOR
1660,,D,10141.0,,,,105570,9,Intermediate,1,,CHEMBL616651,,BAO_0000218
1661,,D,10141.0,,,,105570,9,Intermediate,1,,CHEMBL616652,,BAO_0000218
1662,,D,10141.0,,,,105570,9,Intermediate,1,,CHEMBL616653,,BAO_0000218
1663,,D,10141.0,,,,105570,9,Intermediate,1,,CHEMBL616654,,BAO_0000218
1664,,D,10141.0,,,,105570,9,Intermediate,1,,CHEMBL616655,,BAO_0000019
1665,,D,10141.0,,,,105570,9,Intermediate,1,,CHEMBL616656,,BAO_0000357
1666,,H,10141.0,,,,105,8,Autocuration,1,,CHEMBL616657,,BAO_0000019
1667,Striatum,D,10141.0,2435.0,,,105570,9,Intermediate,1,,CHEMBL616658,,BAO_0000357
1668,,D,10141.0,,,,105570,9,Intermediate,1,,CHEMBL616659,,BAO_0000357
1669,,H,,,,,51,8,Autocuration,1,,CHEMBL616660,,BAO_0000357
1670,,H,,,,,106,8,Autocuration,1,,CHEMBL616661,,BAO_0000357
1671,,H,,,,,105,8,Expert,1,,CHEMBL616662,,BAO_0000019
1672,,H,,,,,105,8,Autocuration,1,,CHEMBL616663,,BAO_0000019
1673,,H,,,,,105,8,Autocuration,1,,CHEMBL616664,,BAO_0000019
1674,,D,9606.0,,,,105,9,Expert,1,,CHEMBL881820,449.0,BAO_0000219
1675,,H,,,,,105,8,Autocuration,1,,CHEMBL616665,449.0,BAO_0000219
1676,,H,,,,,105,8,Expert,1,,CHEMBL616666,449.0,BAO_0000219
1677,,H,,,,,105,8,Autocuration,1,,CHEMBL616667,449.0,BAO_0000219
1678,,H,,,,,105,8,Expert,1,,CHEMBL616668,449.0,BAO_0000219
1679,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616669,449.0,BAO_0000219
1680,,H,,,,,105,8,Expert,1,,CHEMBL617040,449.0,BAO_0000219
1681,,H,,,,,105,8,Autocuration,1,,CHEMBL617041,449.0,BAO_0000219
1682,,H,,,,,105,8,Expert,1,,CHEMBL617042,449.0,BAO_0000219
1683,,H,,,,,105,8,Expert,1,,CHEMBL617043,449.0,BAO_0000219
1684,,H,,,,,105,8,Autocuration,1,,CHEMBL617044,,BAO_0000019
1685,,H,,,,,105,8,Expert,1,,CHEMBL617045,449.0,BAO_0000219
1686,,D,9606.0,,,,105,9,Expert,1,,CHEMBL617046,449.0,BAO_0000219
1687,,D,9606.0,,,,105,9,Expert,1,,CHEMBL617047,449.0,BAO_0000219
1688,,H,,,,,105,8,Expert,1,,CHEMBL617048,,BAO_0000019
1689,,H,,,,,105,8,Autocuration,1,,CHEMBL616897,,BAO_0000019
1690,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616898,,BAO_0000019
1691,,D,9606.0,,,,105,9,Expert,1,,CHEMBL858201,449.0,BAO_0000219
1692,,H,,,,,105,8,Autocuration,1,,CHEMBL616899,,BAO_0000019
1693,,H,,,,,105,8,Autocuration,1,,CHEMBL616900,,BAO_0000219
1694,,H,,,,,105,8,Expert,1,,CHEMBL616901,449.0,BAO_0000219
1695,,H,,,,,105,8,Autocuration,1,,CHEMBL616902,,BAO_0000357
1696,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616903,449.0,BAO_0000219
1697,,H,,,,,105,8,Expert,1,,CHEMBL616904,449.0,BAO_0000219
1698,,H,,,,,105,8,Autocuration,1,,CHEMBL616905,,BAO_0000357
1699,,H,,,,,105,8,Expert,1,,CHEMBL616906,449.0,BAO_0000219
1700,,H,,,,,105,8,Expert,1,,CHEMBL616907,449.0,BAO_0000219
1701,,H,,,,,105,8,Expert,1,,CHEMBL616908,449.0,BAO_0000219
1702,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616909,449.0,BAO_0000219
1703,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616910,449.0,BAO_0000219
1704,,H,,,,,105,8,Expert,1,,CHEMBL616911,449.0,BAO_0000219
1705,,H,,,,,105,8,Expert,1,,CHEMBL616912,449.0,BAO_0000219
1706,,H,,,,,105,8,Autocuration,1,,CHEMBL616913,,BAO_0000357
1707,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616914,449.0,BAO_0000219
1708,,H,,,,,105,8,Autocuration,1,,CHEMBL616915,449.0,BAO_0000219
1709,,H,,,,,105,8,Autocuration,1,,CHEMBL616916,,BAO_0000019
1710,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616917,,BAO_0000357
1711,,H,,,,,105,8,Autocuration,1,,CHEMBL616918,,BAO_0000357
1712,,H,,,,,105,8,Expert,1,,CHEMBL616919,,BAO_0000219
1713,,H,,,,,105,8,Autocuration,1,,CHEMBL616920,,BAO_0000357
1714,,H,,,,,105,8,Autocuration,1,,CHEMBL872914,,BAO_0000357
1715,,H,,,,,105,8,Autocuration,1,,CHEMBL616921,,BAO_0000357
1716,,H,,,,,105,8,Expert,1,,CHEMBL616922,,BAO_0000357
1717,,H,,,,,105,8,Autocuration,1,,CHEMBL616923,,BAO_0000357
1718,,H,,,,,105,8,Expert,1,,CHEMBL616924,,BAO_0000357
1719,,H,,,,,105,8,Expert,1,,CHEMBL875909,,BAO_0000357
1720,,H,,,,,105,8,Autocuration,1,,CHEMBL616925,,BAO_0000357
1721,,H,,,,,105,8,Autocuration,1,,CHEMBL616926,,BAO_0000357
1722,,H,,,,,105,8,Autocuration,1,,CHEMBL616927,,BAO_0000357
1723,,H,,,,,105,8,Expert,1,,CHEMBL616928,485.0,BAO_0000219
1724,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616929,,BAO_0000219
1725,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616930,,BAO_0000357
1726,,H,,,,,105,8,Expert,1,,CHEMBL616931,,BAO_0000019
1727,,H,,,,,105,8,Autocuration,1,,CHEMBL616932,,BAO_0000357
1728,,H,,,,,105,8,Expert,1,,CHEMBL616933,,BAO_0000357
1729,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616934,,BAO_0000219
1730,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616935,,BAO_0000357
1731,,H,,,,,105,8,Autocuration,1,,CHEMBL616936,,BAO_0000357
1732,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616937,,BAO_0000357
1733,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616938,,BAO_0000357
1734,,H,,,,,105,8,Autocuration,1,,CHEMBL616939,,BAO_0000019
1735,,H,,,,,105,8,Expert,1,,CHEMBL616940,,BAO_0000019
1736,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616941,,BAO_0000357
1737,,H,,,,,105,8,Autocuration,1,,CHEMBL616942,485.0,BAO_0000219
1738,,H,,,,,105,8,Autocuration,1,,CHEMBL616943,485.0,BAO_0000219
1739,,H,,,,,104802,4,Autocuration,1,,CHEMBL616944,449.0,BAO_0000219
1740,,H,,,,,105,8,Autocuration,1,,CHEMBL616945,,BAO_0000019
1741,,H,,,,,105,8,Autocuration,1,,CHEMBL616946,,BAO_0000357
1742,,H,,,,,105,8,Autocuration,1,,CHEMBL616947,,BAO_0000019
1743,,H,,,,,105,8,Expert,1,,CHEMBL616948,485.0,BAO_0000219
1744,,H,,,,,105,8,Autocuration,1,,CHEMBL616851,,BAO_0000357
1745,,H,,,,,105,8,Autocuration,1,,CHEMBL616852,,BAO_0000357
1746,,H,,,,,105,8,Autocuration,1,,CHEMBL616853,,BAO_0000357
1747,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616854,,BAO_0000357
1748,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616855,449.0,BAO_0000219
1749,,H,,,,,105,8,Autocuration,1,,CHEMBL616856,449.0,BAO_0000219
1750,,H,,,,,105,8,Autocuration,1,,CHEMBL616857,449.0,BAO_0000219
1751,,H,,,,,105,8,Autocuration,1,,CHEMBL616858,,BAO_0000357
1752,,H,,,,,105,8,Autocuration,1,,CHEMBL616859,449.0,BAO_0000219
1753,,H,,,,,105,8,Autocuration,1,,CHEMBL616860,449.0,BAO_0000219
1754,,H,,,,,105,8,Autocuration,1,,CHEMBL616861,722.0,BAO_0000219
1755,,H,,,,,105,8,Autocuration,1,,CHEMBL616541,722.0,BAO_0000219
1756,,H,,,,,105,8,Autocuration,1,,CHEMBL616542,722.0,BAO_0000219
1757,,H,,,,,105,8,Autocuration,1,,CHEMBL616543,449.0,BAO_0000219
1758,,D,9606.0,,,,105,9,Expert,1,,CHEMBL616544,,BAO_0000357
1759,,H,,,,,105,8,Autocuration,1,,CHEMBL616545,449.0,BAO_0000219
1760,,H,,,,,105,8,Autocuration,1,,CHEMBL616546,,BAO_0000357
1761,,H,,,,,105,8,Autocuration,1,,CHEMBL616547,449.0,BAO_0000219
1762,,H,,,,,105,8,Autocuration,1,,CHEMBL616548,449.0,BAO_0000219
1763,,H,,,,,105,8,Expert,1,,CHEMBL616549,,BAO_0000019
1764,,H,,,,,105,8,Expert,1,,CHEMBL616550,,BAO_0000019
1765,,H,,,,,108,8,Autocuration,1,,CHEMBL857066,,BAO_0000357
1766,,H,,,,,108,8,Autocuration,1,,CHEMBL616551,,BAO_0000357
1767,,H,,,,,10577,8,Autocuration,1,,CHEMBL616552,,BAO_0000357
1768,,H,,,,,10577,8,Autocuration,1,,CHEMBL832876,,BAO_0000019
1769,,H,,,,,10577,8,Expert,1,,CHEMBL616553,,BAO_0000019
1770,,H,,,,,10577,8,Autocuration,1,,CHEMBL616554,,BAO_0000357
1771,,H,,,,,10577,8,Expert,1,,CHEMBL616555,,BAO_0000019
1772,,H,,,,,10577,8,Expert,1,,CHEMBL616556,,BAO_0000019
1773,,H,,,,,10577,8,Autocuration,1,,CHEMBL616557,,BAO_0000019
1774,,H,,,,,10577,8,Expert,1,,CHEMBL616558,,BAO_0000019
1775,,D,10116.0,,,,10577,9,Expert,1,,CHEMBL616749,,BAO_0000019
1776,,H,,,,,10577,8,Autocuration,1,,CHEMBL616750,,BAO_0000357
1777,,H,,,,,10577,8,Autocuration,1,,CHEMBL616751,,BAO_0000357
1778,,H,,,,,10577,8,Autocuration,1,,CHEMBL616752,,BAO_0000249
1779,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616753,,BAO_0000019
1780,,D,10116.0,,,,10577,9,Expert,1,,CHEMBL616754,,BAO_0000357
1781,,H,,,,,10577,8,Autocuration,1,,CHEMBL616755,,BAO_0000019
1782,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616756,,BAO_0000019
1783,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616757,,BAO_0000019
1784,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616758,,BAO_0000357
1785,,H,,,,,10577,8,Autocuration,1,,CHEMBL616759,,BAO_0000249
1786,,H,,,,,10577,8,Autocuration,1,,CHEMBL616760,,BAO_0000357
1787,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616761,,BAO_0000019
1788,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616762,,BAO_0000019
1789,,H,,,,,10577,8,Autocuration,1,,CHEMBL616763,,BAO_0000019
1790,,H,,,,,10577,8,Expert,1,,CHEMBL872909,,BAO_0000357
1791,,H,,,,,10577,8,Autocuration,1,,CHEMBL616764,,BAO_0000357
1792,,D,10116.0,,,,10577,9,Expert,1,,CHEMBL616765,,BAO_0000357
1793,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616766,,BAO_0000357
1794,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616767,,BAO_0000357
1795,,H,,,,,10577,8,Autocuration,1,,CHEMBL616768,,BAO_0000357
1796,,H,,,,,10577,8,Autocuration,1,,CHEMBL616769,,BAO_0000357
1797,,H,,,,,10577,8,Autocuration,1,,CHEMBL616770,,BAO_0000019
1798,,H,,,,,10577,8,Autocuration,1,,CHEMBL616771,,BAO_0000019
1799,Striatum,H,,2435.0,,,10577,8,Autocuration,1,,CHEMBL616772,,BAO_0000019
1800,,H,,,,,10577,8,Expert,1,,CHEMBL616773,,BAO_0000019
1801,,H,,,,,10577,8,Autocuration,1,,CHEMBL616774,,BAO_0000019
1802,,H,,,,,10577,8,Autocuration,1,,CHEMBL616775,,BAO_0000357
1803,,H,,,,,10577,8,Autocuration,1,,CHEMBL616776,,BAO_0000249
1804,,H,,,,,10577,8,Autocuration,1,,CHEMBL616777,,BAO_0000357
1805,,H,,,,,10577,8,Autocuration,1,,CHEMBL616778,,BAO_0000357
1806,,D,10116.0,,,,10577,9,Expert,1,,CHEMBL616779,,BAO_0000249
1807,,D,10116.0,,,,10577,9,Expert,1,,CHEMBL616780,,BAO_0000357
1808,,H,,,,,10577,8,Autocuration,1,,CHEMBL616781,,BAO_0000019
1809,,H,,,,,10577,8,Autocuration,1,,CHEMBL616782,,BAO_0000357
1810,,H,,,,,10577,8,Autocuration,1,,CHEMBL616783,,BAO_0000357
1811,Striatum,H,,2435.0,,,10577,8,Expert,1,,CHEMBL616784,,BAO_0000019
1812,,H,,,,,10577,8,Autocuration,1,,CHEMBL616785,,BAO_0000357
1813,Brain,H,,955.0,,,10577,8,Autocuration,1,,CHEMBL857067,,BAO_0000249
1814,,H,,,,,10577,8,Autocuration,1,,CHEMBL616786,,BAO_0000019
1815,Brain,H,,955.0,,,10577,8,Autocuration,1,,CHEMBL616787,,BAO_0000249
1816,,H,,,,,10577,8,Autocuration,1,,CHEMBL616788,,BAO_0000357
1817,,H,,,,,10577,8,Autocuration,1,,CHEMBL616789,,BAO_0000357
1818,,D,10116.0,,,,10577,9,Expert,1,,CHEMBL616790,,BAO_0000019
1819,,H,,,,,10577,8,Expert,1,,CHEMBL616791,,BAO_0000357
1820,,H,,,,,10577,8,Autocuration,1,,CHEMBL616792,,BAO_0000019
1821,,D,10116.0,,,,10577,9,Expert,1,,CHEMBL616793,,BAO_0000249
1822,,H,,,,,10577,8,Autocuration,1,,CHEMBL616794,,BAO_0000357
1823,,H,,,,,10577,8,Autocuration,1,,CHEMBL616795,,BAO_0000357
1824,,H,,,,,104686,4,Autocuration,1,,CHEMBL616796,,BAO_0000019
1825,,H,,,,,106,8,Autocuration,1,,CHEMBL616797,,BAO_0000357
1826,,H,,,,Brain membranes,106,8,Autocuration,1,,CHEMBL616798,,BAO_0000249
1827,,H,,,,,106,8,Autocuration,1,,CHEMBL616799,,BAO_0000357
1828,,H,,,,,106,8,Autocuration,1,,CHEMBL616800,,BAO_0000357
1829,,H,,,,,106,8,Autocuration,1,,CHEMBL616801,,BAO_0000357
1830,,H,,,,,106,8,Autocuration,1,,CHEMBL616802,,BAO_0000357
1831,,H,,,,,106,8,Autocuration,1,,CHEMBL616803,,BAO_0000357
1832,,H,,,,,106,8,Expert,1,,CHEMBL857068,,BAO_0000357
1833,,H,,,,,106,8,Autocuration,1,,CHEMBL616804,,BAO_0000357
1834,,H,,,,,106,8,Autocuration,1,,CHEMBL616805,,BAO_0000357
1835,,H,,,,,106,8,Autocuration,1,,CHEMBL616806,,BAO_0000357
1836,,H,,,,,106,8,Autocuration,1,,CHEMBL616807,,BAO_0000357
1837,,H,,,,,106,8,Autocuration,1,,CHEMBL616808,,BAO_0000357
1838,,H,,,,,106,8,Autocuration,1,,CHEMBL616809,,BAO_0000357
1839,,H,,,,,106,8,Autocuration,1,,CHEMBL616810,,BAO_0000357
1840,,H,,,,,104802,4,Autocuration,1,,CHEMBL616811,,BAO_0000224
1841,,H,9913.0,,,,108,8,Autocuration,1,,CHEMBL616812,,BAO_0000357
1842,,H,9823.0,,,,108,8,Autocuration,1,,CHEMBL616813,,BAO_0000357
1843,,H,9823.0,,,,108,8,Autocuration,1,,CHEMBL616814,,BAO_0000357
1844,,H,9823.0,,,,108,8,Autocuration,1,,CHEMBL616815,,BAO_0000357
1845,,H,9823.0,,,,108,8,Autocuration,1,,CHEMBL616816,,BAO_0000357
1846,,H,9823.0,,,,108,8,Autocuration,1,,CHEMBL616817,,BAO_0000357
1847,,H,9823.0,,,,108,8,Autocuration,1,,CHEMBL616818,,BAO_0000357
1848,,H,9823.0,,,,108,8,Expert,1,,CHEMBL616819,,BAO_0000357
1849,,H,9823.0,,,,108,8,Expert,1,,CHEMBL616820,,BAO_0000357
1850,,H,9823.0,,,,108,8,Expert,1,,CHEMBL616821,,BAO_0000019
1851,,H,9823.0,,,,108,8,Autocuration,1,,CHEMBL616822,,BAO_0000357
1852,,H,9986.0,,,,108,8,Autocuration,1,,CHEMBL616823,,BAO_0000019
1853,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616824,,BAO_0000357
1854,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616825,,BAO_0000357
1855,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616826,,BAO_0000357
1856,,D,10116.0,,,,12689,9,Expert,1,,CHEMBL616827,,BAO_0000019
1857,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616828,,BAO_0000357
1858,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616829,,BAO_0000357
1859,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616830,,BAO_0000019
1860,,D,10116.0,,,,12689,9,Expert,1,,CHEMBL616831,,BAO_0000357
1861,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616832,,BAO_0000019
1862,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616833,,BAO_0000019
1863,,D,10116.0,,,,12689,9,Expert,1,,CHEMBL616834,,BAO_0000019
1864,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL829595,,BAO_0000019
1865,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616835,,BAO_0000357
1866,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL872910,,BAO_0000249
1867,,H,,,,,12689,8,Expert,1,,CHEMBL616836,,BAO_0000357
1868,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616837,,BAO_0000357
1869,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616466,,BAO_0000019
1870,,D,10116.0,,,,12689,9,Autocuration,1,,CHEMBL616467,722.0,BAO_0000219
1871,,H,,,,,108,8,Autocuration,1,,CHEMBL616468,,BAO_0000357
1872,,H,,,,,108,8,Autocuration,1,,CHEMBL616469,,BAO_0000357
1873,,H,,,,,108,8,Autocuration,1,,CHEMBL616470,,BAO_0000357
1874,,H,,,,,12689,8,Autocuration,1,,CHEMBL616471,,BAO_0000357
1875,,H,,,,,12689,8,Autocuration,1,,CHEMBL616472,,BAO_0000357
1876,,H,,,,,12689,8,Autocuration,1,,CHEMBL616473,,BAO_0000357
1877,,H,,,,,12689,8,Autocuration,1,,CHEMBL616474,,BAO_0000357
1878,,H,,,,,12689,8,Autocuration,1,,CHEMBL616475,,BAO_0000357
1879,,H,,,,,12689,8,Autocuration,1,,CHEMBL616476,,BAO_0000357
1880,,H,9986.0,,,,105,8,Autocuration,1,,CHEMBL616477,,BAO_0000019
1881,,H,,,,,104686,4,Autocuration,1,,CHEMBL616478,,BAO_0000224
1882,,H,,,,,104686,4,Autocuration,1,,CHEMBL616479,,BAO_0000224
1883,,H,,,,,104686,4,Autocuration,1,,CHEMBL616480,,BAO_0000019
1884,,D,10116.0,,,,104686,5,Autocuration,1,,CHEMBL616481,,BAO_0000019
1885,,D,10116.0,,,,104686,5,Autocuration,1,,CHEMBL616482,,BAO_0000249
1886,Brain,D,10116.0,955.0,,,104686,5,Autocuration,1,,CHEMBL884713,,BAO_0000221
1887,,H,,,,,104686,4,Autocuration,1,,CHEMBL616483,,BAO_0000224
1888,,H,,,,,104686,4,Autocuration,1,,CHEMBL616484,,BAO_0000224
1889,,H,,,,,104686,4,Autocuration,1,,CHEMBL616485,,BAO_0000019
1890,,H,,,,,104686,4,Autocuration,1,,CHEMBL616486,,BAO_0000224
1891,,H,,,,,104686,4,Autocuration,1,,CHEMBL616487,,BAO_0000224
1892,,H,,,,,104686,4,Autocuration,1,,CHEMBL616488,,BAO_0000224
1893,,H,,,,,104686,4,Autocuration,1,,CHEMBL616489,,BAO_0000019
1894,,H,,,,,104686,4,Autocuration,1,,CHEMBL616490,,BAO_0000019
1895,,H,,,,,104686,4,Autocuration,1,,CHEMBL616491,,BAO_0000019
1896,,H,,,,,104686,4,Autocuration,1,,CHEMBL616492,,BAO_0000019
1897,,H,,,,,104686,4,Autocuration,1,,CHEMBL616493,,BAO_0000019
1898,,H,,,,,104686,4,Autocuration,1,,CHEMBL616494,,BAO_0000019
1899,,H,,,,,104686,4,Autocuration,1,,CHEMBL616495,,BAO_0000019
1900,,H,,,,,104686,4,Autocuration,1,,CHEMBL616496,,BAO_0000019
1901,,H,,,,,104686,4,Autocuration,1,,CHEMBL616497,,BAO_0000019
1902,,H,,,,,104686,4,Autocuration,1,,CHEMBL616498,,BAO_0000019
1903,,H,,,,,104686,4,Autocuration,1,,CHEMBL616499,,BAO_0000019
1904,,H,,,,,104686,4,Autocuration,1,,CHEMBL616500,,BAO_0000019
1905,Brain,D,10116.0,955.0,,,104686,5,Autocuration,1,,CHEMBL616501,,BAO_0000221
1906,Brain,H,,955.0,,,104686,4,Autocuration,1,,CHEMBL616502,,BAO_0000221
1907,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL884529,,BAO_0000249
1908,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL616503,,BAO_0000249
1909,,H,,,,,104686,4,Autocuration,1,,CHEMBL616964,,BAO_0000224
1910,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL616965,,BAO_0000249
1911,,H,,,,,104686,4,Autocuration,1,,CHEMBL616966,,BAO_0000224
1912,,H,,,,,104686,4,Autocuration,1,,CHEMBL616967,,BAO_0000224
1913,,D,10116.0,,,,104686,5,Autocuration,1,,CHEMBL616968,,BAO_0000224
1914,,H,,,,,104686,4,Autocuration,1,,CHEMBL616969,,BAO_0000224
1915,,H,,,,,104686,4,Autocuration,1,,CHEMBL884530,,BAO_0000019
1916,,H,,,,,104686,4,Autocuration,1,,CHEMBL616970,,BAO_0000224
1917,,H,,,,,104686,4,Autocuration,1,,CHEMBL616971,,BAO_0000224
1918,,H,,,,,104686,4,Autocuration,1,,CHEMBL616972,,BAO_0000224
1919,,H,,,,,104686,4,Autocuration,1,,CHEMBL616973,,BAO_0000224
1920,,H,,,,,104686,4,Autocuration,1,,CHEMBL616974,,BAO_0000224
1921,,H,,,,,104686,4,Autocuration,1,,CHEMBL616975,,BAO_0000019
1922,,H,,,,,104686,4,Autocuration,1,,CHEMBL616976,,BAO_0000019
1923,,H,,,,,104686,4,Autocuration,1,,CHEMBL616977,,BAO_0000224
1924,,H,,,,,104686,4,Autocuration,1,,CHEMBL616978,,BAO_0000224
1925,,H,,,,,104686,4,Autocuration,1,,CHEMBL616979,,BAO_0000224
1926,,H,,,,,104686,4,Autocuration,1,,CHEMBL616980,,BAO_0000224
1927,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL616981,,BAO_0000249
1928,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL616982,,BAO_0000249
1929,,H,,,,,104686,4,Autocuration,1,,CHEMBL616983,,BAO_0000224
1930,,H,,,,,104686,4,Autocuration,1,,CHEMBL616984,,BAO_0000019
1931,,D,10116.0,,,,104686,5,Autocuration,1,,CHEMBL616985,,BAO_0000224
1932,,H,,,,,104686,4,Autocuration,1,,CHEMBL616986,,BAO_0000224
1933,,H,,,,,104686,4,Autocuration,1,,CHEMBL616987,,BAO_0000224
1934,,H,,,,,104686,4,Autocuration,1,,CHEMBL616988,,BAO_0000019
1935,,H,,,,,104686,4,Autocuration,1,,CHEMBL617243,,BAO_0000019
1936,,H,,,,,104686,4,Autocuration,1,,CHEMBL617244,,BAO_0000019
1937,,D,10116.0,,,,104686,5,Autocuration,1,,CHEMBL617245,485.0,BAO_0000219
1938,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL617246,,BAO_0000249
1939,,H,,,,,104686,4,Autocuration,1,,CHEMBL617546,,BAO_0000224
1940,,H,,,,Brain membranes,104686,4,Autocuration,1,,CHEMBL617547,,BAO_0000249
1941,,H,,,,,104686,4,Autocuration,1,,CHEMBL617548,,BAO_0000219
1942,,H,,,,,104686,4,Autocuration,1,,CHEMBL617549,,BAO_0000224
1943,,H,,,,,104686,4,Autocuration,1,,CHEMBL617550,,BAO_0000224
1944,,H,,,,,104686,4,Autocuration,1,,CHEMBL617551,,BAO_0000224
1945,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL617552,,BAO_0000249
1946,,H,,,,Membranes,104686,4,Autocuration,1,,CHEMBL617553,,BAO_0000249
1947,Thoracic aorta,H,,1515.0,,,104686,4,Autocuration,1,,CHEMBL617554,,BAO_0000019
1948,,H,,,,,104686,4,Autocuration,1,,CHEMBL617555,,BAO_0000019
1949,,H,,,,,104686,4,Autocuration,1,,CHEMBL617556,,BAO_0000224
1950,,H,,,,,10624,8,Autocuration,1,,CHEMBL617557,,BAO_0000357
1951,,H,,,,,10624,8,Autocuration,1,,CHEMBL617558,,BAO_0000357
1952,,H,,,,,17106,8,Expert,1,,CHEMBL617559,,BAO_0000357
1953,,D,,,,,17106,9,Expert,1,,CHEMBL617560,,BAO_0000357
1954,,H,,,,,17106,8,Autocuration,1,,CHEMBL617561,,BAO_0000249
1955,,H,,,,,17106,8,Autocuration,1,,CHEMBL617562,,BAO_0000249
1956,Striatum,H,,2435.0,,,17106,8,Autocuration,1,,CHEMBL617563,,BAO_0000357
1957,,H,,,,,17106,8,Autocuration,1,,CHEMBL617564,,BAO_0000019
1958,,H,,,,,17106,8,Expert,1,,CHEMBL617565,,BAO_0000019
1959,,H,,,,,17106,8,Autocuration,1,,CHEMBL856076,,BAO_0000357
1960,,H,,,,,17106,8,Autocuration,1,,CHEMBL617566,,BAO_0000019
1961,,H,,,,,17106,8,Expert,1,,CHEMBL875911,,BAO_0000019
1962,,H,,,,,17106,8,Autocuration,1,,CHEMBL617567,,BAO_0000019
1963,,H,,,,,17106,8,Autocuration,1,,CHEMBL617568,,BAO_0000249
1964,,H,,,,,17106,8,Expert,1,,CHEMBL617569,,BAO_0000019
1965,,H,,,,,17106,8,Expert,1,,CHEMBL617570,,BAO_0000249
1966,,H,,,,,17106,8,Autocuration,1,,CHEMBL617571,,BAO_0000357
1967,,H,9823.0,,,,105,8,Autocuration,1,,CHEMBL617572,,BAO_0000357
1968,,H,9986.0,,,,105,8,Expert,1,,CHEMBL617573,,BAO_0000357
1969,,H,9986.0,,,,105,8,Autocuration,1,,CHEMBL617574,,BAO_0000019
1970,,H,9986.0,,,,105,8,Expert,1,,CHEMBL617575,,BAO_0000357
1971,,H,,,,,10578,8,Autocuration,1,,CHEMBL617576,,BAO_0000357
1972,,H,,,,,10578,8,Autocuration,1,,CHEMBL617577,,BAO_0000019
1973,,H,,,,,10578,8,Autocuration,1,,CHEMBL617578,,BAO_0000019
1974,,H,,,,,10578,8,Autocuration,1,,CHEMBL617579,,BAO_0000357
1975,,H,,,,,10578,8,Expert,1,,CHEMBL617580,,BAO_0000019
1976,,H,,,,,10578,8,Autocuration,1,,CHEMBL617581,,BAO_0000249
1977,,H,,,,,10578,8,Autocuration,1,,CHEMBL617582,,BAO_0000357
1978,,H,,,,,10578,8,Expert,1,,CHEMBL617583,,BAO_0000019
1979,,H,,,,,105,8,Autocuration,1,,CHEMBL617584,,BAO_0000357
1980,,H,,,,,105,8,Autocuration,1,,CHEMBL617585,,BAO_0000357
1981,,H,,,,,105,8,Autocuration,1,,CHEMBL875912,,BAO_0000357
