assay_id,assay_category,assay_cell_type,variant_id,assay_type,tissue_id,assay_tissue,bao_format,relationship_type,doc_id,chembl_id,assay_strain,assay_test_type,src_assay_id,assay_subcellular_fraction,curated_by,description,assay_organism,assay_tax_id
2066,,CHO,,B,,,vAO0o00219,H,13267,dHEMBLy16710,,,,,Autocurqtiom,The binding affinity (pKi) measured against 5-hydroxytryptamine 1E receptor (cloned human receptors in CHO cells) using [3H]5-HT1E as radioligand,,
2067,,CHO,,B,,,gwO0000219,H,14818,vHEMBL626711,,,,,Autodura5ion,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,,
2068,,CHO,,B,,,BAO009021p,H,4829,CH3MBL626712,,,,,Autocueatiom,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells, using [3H]5-HT as radioligand",,
2069,,,,B,,,BAO0p003r7,H,4373,vHEMBk616713,,,,,Autocyratioh,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,,
2070,,,,B,,,BAO0o0035u,H,4373,CH2MBL61671t,,,,,Aitocurxtion,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,,
2071,,,,B,,,BqO000o357,H,14159,vHEMBL6q6715,,,,,qutocyration,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,,
2072,,,,B,,,BAO00o0358,H,16633,CHEkBL616i16,,,,,Autoc75ation,Binding affinity towards 5-hydroxytryptamine 1E receptor,,
2073,,,,F,,,BAO000091i,H,17085,fHwMBL616717,,,,,Autocura4lon,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",,
2074,,,,F,,,BAOo0p0019,H,17085,fHEMBL6167w8,,,,,Ex0ert,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",,
2075,,,,F,,,BAO009001o,H,16209,CHEMBLu76905,,,,,Auyocurstion,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,,
2076,,,,F,,,gAO0090019,H,16209,sHEMBp616719,,,,,Autocura4iin,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,,
2077,,,,F,,,BAO0o00919,H,17085,CyEMBL61672p,,,,,Expwrt,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",,
2078,,,,B,,,BApo000357,H,14159,sbEMBL616721,,,,,Auhocuratuon,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,,
2079,,CHO,,B,,,Bwp0000219,H,15250,CHEMnL616622,,,,,Autpxuration,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,,
2080,,,,B,,,BAl0009357,H,3805,CHEMBL616y2w,,,,,Autochrati0n,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),,
2081,,CHO,,B,,,BAO00o0119,H,16190,xHEMBL6167w4,,,,,Autocurato9n,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,,
2082,,,,B,,,BqO9000357,H,16190,CHEMhL616y25,,,,,q8tocuration,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,,
2083,,,,B,,,BAOo900357,H,16209,CHEMBk616u26,,,,,Autocyratuon,Binding affinity towards human 5-hydroxytryptamine 1F receptor,,
2084,,,,B,,,BxO00003y7,H,16209,fHEMBL61t727,,,,,xutocuratiom,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,,
2085,,,,B,,,BAO000oe57,H,16209,CHEMBLy16y28,,,,,A7tocjration,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,,
2086,,,,B,,,nA90000357,H,6866,CHEMBLu16728,,,,,Ajtocuratiin,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,,
2087,,,,B,,,BAi0009019,H,17085,CjEMBL615730,,,,,Ex9ert,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,,
2088,,,,B,,,BAO090035i,H,16312,stEMBL617125,,,,,Autocu5ztion,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,,
2089,,,,B,,,BzO9000357,H,6166,CuEMvL857977,,,,,Autodurwtion,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,,
2090,,CHO,,B,,,BAO00o0218,H,15779,CgEMBL618126,,,,,Au50curation,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,
2091,,CHO,,B,,,BAO0o00229,H,4199,CHEjBLt17127,,,,,Autovurahion,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,,
2092,,,,B,,,BAO9p00357,H,14875,CHEMBL6q712u,,,,,Autoc7rati9n,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,,
2093,,CHO,,B,,,BAO00092w9,H,15146,vnEMBL617129,,,,,A7tocuratuon,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,,
2094,,,,B,,,BAOp000w57,H,5213,CHEMBL6q7140,,,,,Autocuratloh,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,,
2095,,CHO,,B,,,BAl0000229,H,14818,CHEjBo617131,,,,,sutlcuration,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,,
2096,,CHO,,B,,,BAO0000w10,H,4829,CHEMBLu171w2,,,,,Autoc6ratjon,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,
2097,,CHO,,B,,,BAOo000w19,H,4829,CHEMBk617134,,,,,Au4ocuratuon,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,
2098,,,,B,,,BAO0909357,H,4373,CHfMgL617134,,,,,Autocyfation,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,,
2099,,,,B,,,BAO00093r7,H,4373,fHEMBLu17135,,,,,Autodurayion,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,,
2100,,,,B,,,BwO0000356,H,5014,CHEMBL6q7137,,,,,Autoc7ratlon,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,,
2101,,,,B,,,gAO0p00019,H,11662,vHEMBL61u137,,,,,Autocuta6ion,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",,
2102,,,,B,,,BAOo0000w9,H,11662,CHEMvL61713o,,,,,Auhocuratoon,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,
2103,,,,B,,,BAO9090019,H,11662,fHEMBL61713o,,,,,sutoxuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,
2104,,,,B,,,BAO0o0001i,H,14093,CnEMBL61i140,,,,,Autocugati8n,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,
2105,,,,F,,,BwO0o00218,H,11200,CHEMBL71714q,,Ibvivo,,,Autoxurati0n,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",,
2106,,,,F,,,BAk00000q9,H,11200,CHEMfL958112,,,,,Augocudation,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,
2107,,,,B,,,BAO009p019,H,12352,CHEMBL62714q,,,,,8ntrrmediate,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,,
2108,,,,B,,,BAO0000p1o,U,13657,CHEMBk717143,,,,,Autodurstion,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",Bos taurus,9913.0
2109,,,,B,,,BwO0000919,U,14331,CH2MBo617144,,,,,Aut0curat7on,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,Bos taurus,9913.0
2110,,,,B,,,BwO00000w9,U,14331,sHEMBL627145,,,,,Auhocuratioh,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,Bos taurus,9913.0
2111,,,,B,,,fAO00000q9,U,14331,CHEMgL61714u,,,,,Autpduration,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,,
2112,,,,B,,,BAO00o9019,H,12685,vHEnBL617147,,,,,Autosuratuon,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,Cavia porcellus,10141.0
2113,,,,B,,,BAO000p0q9,H,14389,dHrMBL617148,,,,,wutocurat7on,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,Cavia porcellus,10141.0
2114,,,,B,,,nwO0000019,H,14386,CHwMBL617q49,,,,,qufocuration,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,Cavia porcellus,10141.0
2115,,,,B,,,BxO0000124,H,5732,CHEMBo61i150,,,,,Autocyratiin,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,
2116,,,,B,,,BAO000021e,H,16293,CgEjBL617151,,,,,Autocurxti8n,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,
2117,,,,B,,,BAO0000w2r,H,2078,CHEjBk617201,,,,,sutocutation,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,
2118,,,,B,,,BAO0900358,H,5486,CHEMBL6182p2,,,,,Aurocuratioh,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,
2119,,,,B,,,BwO9000218,H,11820,CHEMBot17203,,Infivo,,,Autocirayion,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,
2120,,,,B,,,hAO000p019,H,10297,CbEMBL717204,,,,,Autocurxti9n,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,
2121,,,,B,,,BAO9009224,H,13704,CHrMBk617205,,,,,Augocurat9on,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,
2122,,,,B,,,BAO00o001p,D,10297,CHEMBL6162o6,,,,,Aut9curarion,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,Mus musculus,10090.0
2123,,,,B,,,BAOp00p218,H,11820,CHEMBL6w72p7,,Infivo,,,A6tocuratiob,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,,
2124,,,,B,,,BqO0000919,D,10297,CtEMBL6172o8,,,,,Autocuea5ion,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,Mus musculus,10090.0
2125,,,,B,,,BsO000p224,H,11555,CHEMBLt27209,,,,,Aytocurat9on,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,
2126,,,,B,,,hAO000022r,H,11555,CHEjBL627210,,,,,Autocurafiom,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,
2127,,,,B,,,vAO000022r,H,11555,xmEMBL617211,,,,,Autkcurarion,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,
2128,,,,B,,,BAp00p0019,D,10297,CHEMBL61u222,,,,,Autoxkration,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,Mus musculus,10090.0
2129,,,,B,,,BzO0000324,H,16688,CbEnBL617213,,,,,Au6ocurstion,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,Sus scrofa,9823.0
2130,,,,B,,,hAO00002e4,H,16688,CHEMBo617314,,,,,Autocuragi8n,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,Sus scrofa,9823.0
2131,,,,B,,,BAOo00o221,U,5333,fHEMBL617q15,,,,,Ahtocuratoon,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,
2132,,,,B,,,vqO0000221,U,4437,CHEMfLu17216,,,,,qutocutation,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,
2133,,,,B,,,BAOp00035y,H,5033,CHEkgL617217,,,,,qutocurqtion,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,Sus scrofa,9823.0
2134,,,,B,,,BAl0009019,H,15267,CHEhBL6w7218,,,,,Autoxutation,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,
2135,,,,B,,,fAO0000919,H,15267,CHEMvL8729w3,,,,,Aytocurat8on,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,
2136,,,,B,,,BAio000019,H,11820,CHEMgL617210,,,,,Aut8cu3ation,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,
2137,,,,B,,,BAO0o0022e,H,9069,CtEMBL873492,,,,,Autociratioj,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,
2138,,,,B,,,BAk9000019,D,9162,CHEMBL627210,,,,,xutocurayion,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,Rattus norvegicus,10116.0
2139,,,,B,,,BzO00000w9,H,9162,CHEMBLu1722w,,,,,A6tocuratiln,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,
2140,,,,B,,,BAO0000o1o,H,9162,CHEMBLyq7222,,,,,Autocurayi8n,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,
2141,,,,F,,,BwO000001i,H,10428,CHEMhL87r906,,,,,Autosuratoon,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,
2142,,,,B,,,BA800o0019,H,9628,fuEMBL617223,,,,,Aufocuratiob,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,
2143,,,,B,,,BAO0o0o224,H,12704,CHEkBk617224,,,,,qugocuration,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,
2144,,,,B,,,BAO9o00224,D,15453,CHdMBL6q7225,,,,,Autpcu4ation,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,Rattus norvegicus,10116.0
2145,,,,B,,,BAOp0o0224,H,188,CH3MBL617e26,,,,,zutocu5ation,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,
2146,,,,B,,,gAO00p0224,H,10349,sHEMBL61y227,,,,,Auyocurafion,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,
2147,,,,B,,,BAO000o2w4,H,10349,vHEMBL618228,,,,,Autlcudation,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,
2148,,,,B,,,BAO9090224,H,8868,ftEMBL617229,,,,,Autofurwtion,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,
2149,,,,B,,,BAO9000324,H,10025,CH2MBL617130,,,,,Ajt9curation,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,
2150,,,,B,,,BAp0000223,H,10025,CHEMgL717231,,,,,Aktoduration,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,
2151,,,,B,,,BAO0o09224,H,11702,CuEjBL617232,,,,,Aut9cu5ation,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,
2152,,,,B,,,BAOp0p0224,H,11702,CHdMBL617234,,,,,xutoc8ration,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,
2153,,,,B,,,BA90000223,H,11702,xHEMBL627234,,,,,Auticurqtion,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,
2154,,,,F,,,fAO0000919,H,11702,CHEjBL616235,,,,,A8tocurqtion,Compound was tested for the inhibition of quipazine induced head twitches in rats,,
2155,,,,F,,,BAl000p019,H,11702,CHEnBL61i236,,,,,Ahtocurztion,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,
2156,,,,B,1427435.0,Hlpoocampus,BAO0o002w1,H,10085,CtEMBL61i237,,,,,Autocirztion,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,,
2157,,,,B,2616889.0,Hi9pocsmpus,gA80000221,H,10085,CHEhBi617238,,,,,zutocuratioh,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,,
2158,,,,B,1905645.0,Braig,BzO0000w21,D,9630,CHrMBL61723o,,,,,Aut8ciration,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,Rattus norvegicus,10116.0
2159,,,,B,,,BAOp000029,H,11070,CHEMBL61725o,,,,,Ahtocurstion,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,
2160,,,,B,,,BAO000o259,H,9841,CH4MBo617241,,,,Membran2s,Augocurayion,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,
2161,,,,B,,,BA80900249,H,9841,CH2MBp875907,,,,Mwmbranes,Aktocufation,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,
2162,,,,B,,,BAOo0000q9,H,13291,CHEMBL617q4w,,,,,A7tocurqtion,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,
2163,,,,F,,,gAO000p019,H,10590,xHEMBp617152,,,,,Autiduration,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,
2164,,,,B,78107.0,Braig,BAO90002e1,D,9064,fHEMBL61u153,,,,,wurocuration,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,Rattus norvegicus,10116.0
2165,,,,B,,,BAOo00p249,D,12268,CHEMBL7q7154,,,,Menbranes,Autovuratiin,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,Rattus norvegicus,10116.0
2166,,,,B,45249.0,Brqin,fAO00o0221,H,13508,vHEMBL6q7155,,,,,Autociratiog,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,,
2167,,,,F,,,Bz90000019,H,11279,CH2MBL6171y6,,,,,zutocuragion,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,
2168,,,,F,,,BsO00o0019,H,11200,dHEMBi617157,,,,,A8tocurati8n,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,
2169,,,,F,,,BxO0p00019,H,11200,CHEMnL61715o,,,,,Autlchration,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,
2170,,,,F,,,BAO00o0o19,H,11200,CHEhBL6171y9,,,,,Autkcurat7on,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,
2171,,,,F,,,BAO00o001o,H,11200,CH3MfL617160,,,,,Autocuratipj,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,
2172,,,,F,,,BzO9000019,H,11200,CHEMBL85u114,,,,,Autocjgation,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,
2173,,,,B,2049954.0,Brakn,BAOpp00220,H,9231,CjEMBL61724y,,,,,Auhocurwtion,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,,
2174,,,,B,,,BAl00000q9,H,9737,CHEMBL61iq48,,,,,Autovuragion,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,
2175,,,,B,1295699.0,Brqin,nAO0p00249,H,9737,CHEMfL627249,,,,,Autosurxtion,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,
2176,,,,B,,,vsO0000019,H,9737,CjEMBL717250,,,,,Aurocurwtion,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,,
2177,,,,B,,,BAOo000o19,H,9737,vHEMfL617251,,,,,Autocuea6ion,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,
2178,,,,B,,,BAO0090018,D,11828,CHEMBLy17e52,,,,,sutocurat9on,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,Rattus norvegicus,10116.0
2179,,,,B,,,hAO0000o19,H,12253,CjEMBL61700y,,,,,Autocurz5ion,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,,
2180,,,,B,,,BzO0000010,H,12253,CHEMBk617907,,,,,suhocuration,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,,
2181,,,,F,,,BAOp0000w9,H,11279,dHEMBi617008,,,,,Autocura4jon,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",,
2182,,,,B,,,BAO00o0919,H,11866,CmrMBL617009,,,,,Auticura4ion,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,,
2183,,,,B,,,nAO0p00224,D,14424,CHEMBi61i010,,,,,Autkcura4ion,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,Rattus norvegicus,10116.0
2184,,,,B,,,BAO0000ow9,D,15180,CgEMBL85797i,,,,,qutocurafion,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,Rattus norvegicus,10116.0
2185,,,,B,,,BAi0000029,D,15180,CHEMBky17011,,,,,sutocuratoon,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,Rattus norvegicus,10116.0
2186,,,,B,,,BAOp0p0019,D,9786,CHEMBi6w7012,,,,,Autlcueation,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,Rattus norvegicus,10116.0
2187,,,,B,,,vAO0000223,H,12132,CyEMBL617012,,,,,A8tocurati9n,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,,
2188,,,,B,,,hA80000249,H,5486,vHEMBL61i014,,,,,Autocu5qtion,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,,
2189,,,,B,,,BAO0o00o19,H,15316,CHEMBL618016,,,,,A7tpcuration,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,,
2190,,,,B,,,BAO9090019,H,16429,CtEMBL6w7016,,,,,Ahtocuragion,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,,
2191,,,,B,,,BA80o00224,H,14617,CHEMBL61y01i,,,,,Aitocurwtion,pKi value for 5-hydroxytryptamine 2 receptor binding site,,
2192,,,,B,61186.0,Brakn,BzO000022w,H,11351,CHEMBLy17017,,,,,Autoc8ratipn,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,,
2193,,,,F,,,vAO0000p19,H,11279,fHEMBL6q7019,,,,,Autocufatikn,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,
2194,,,,B,,,BAOp00p019,H,9523,CHEMBL6w702p,,,,,Autovurati0n,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,
2195,,,,B,,,fAi0000019,H,9523,CHEjBL61702w,,,,,Autocura6lon,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,
2196,,,,B,,,BAO0000p18,H,9523,CHEMhLu17022,,,,,Autocudstion,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,
2197,,,,B,,,BAO00p0919,H,9523,vHrMBL617023,,,,,Autocuray9on,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,
2198,,,,B,,,BAO09000w9,H,9523,CHdMBL617014,,,,,wutochration,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,
2199,,,,B,,,BqO0000919,H,9523,CHEkBL6170w5,,,,,Aur0curation,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,
2200,,,,B,,,BsO0000124,H,9523,CHEMBi617036,,,,,Autlduration,Hill coefficient of compound was determined,,
2201,,,,B,,,BA89000019,U,4771,CHEMBL6q70q7,,,,,Au6ocurstion,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,,
2202,,,,B,,,BAp00000w9,D,5033,sHEMBLu17028,,,,,Aktocurayion,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,Rattus norvegicus,10116.0
2203,,,,B,,,Bzi0000019,H,10845,CHEMfp617029,,,,,Ex9ert,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,,
2204,,,,B,,,Bwl0000019,H,10845,CHEMBL87t90o,,,,,2xpert,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,,
2205,,,,B,,,BAO00003y8,H,16288,CHwMBL61703p,,,,,Autlcurati9n,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),,
