assay_id,tid,assay_tax_id,variant_id,confidence_score,relationship_type,chembl_id,src_id,doc_id,assay_organism,assay_type,description,assay_test_type,assay_category,assay_strain,assay_tissue,assay_cell_type
2072,10618,,,8,H,CyEMBL6w6716,1,16633,,B,Binding affinity towards 5-hydroxytryptamine 1E receptor,,,,,
2073,279,,,8,H,CHEMBL616618,1,17085,,F,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",,,,,
2074,279,,,8,H,CHEMBL5w6718,1,17085,,F,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",,,,,
2075,279,,,8,H,CHEMBL8i5805,1,16209,,F,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,,,,,
2076,279,,,8,H,CHEjBL61671o,1,16209,,F,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,,,,,
2077,279,,,8,H,CHsMhL616720,1,17085,,F,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",,,,,
2078,279,,,8,H,CnEMBL616621,1,14159,,B,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,,,,,
2079,279,,,8,H,CuEjBL616722,1,15250,,B,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,,,,,CHO
2080,279,,,8,H,vHEMBLu16723,1,3805,,B,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),,,,,
2081,279,,,8,H,CHEMBo61672r,1,16190,,B,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,,,,,CHO
2082,279,,,8,H,vHEMBL6w6725,1,16190,,B,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,,,,,
2083,279,,,8,H,CHEMgL616826,1,16209,,B,Binding affinity towards human 5-hydroxytryptamine 1F receptor,,,,,
2084,279,,,8,H,CHfMBL617727,1,16209,,B,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,,,,,
2085,279,,,8,H,CHEMBLt16y28,1,16209,,B,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,,,,,
2086,279,,,8,H,xHEMBL616u29,1,6866,,B,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,,,,,
2087,279,,,8,H,sHEMvL616730,1,17085,,B,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,,,,,
2088,279,,,8,H,xHEMBL6q7125,1,16312,,B,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,,,,,
2089,279,,,8,H,CtEMBL857976,1,6166,,B,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,,,,,
2090,279,,,8,H,CHEMBLt171q6,1,15779,,B,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO
2091,279,,,8,H,CHEMBL6q7q27,1,4199,,B,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,,,,,CHO
2092,279,,,8,H,CHwMBi617128,1,14875,,B,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,,,,,
2093,279,,,8,H,CHEMBL6q7120,1,15146,,B,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,,,,,CHO
2094,279,,,8,H,CHEMgLy17130,1,5213,,B,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,,,,,
2095,279,,,8,H,CHEMBk618131,1,14818,,B,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,,,,,CHO
2096,279,,,8,H,CHsMBp617132,1,4829,,B,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,,,,CHO
2097,279,,,8,H,CH3MBL617q33,1,4829,,B,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,,,,CHO
2098,279,,,8,H,xHEMBL617q34,1,4373,,B,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,,,,,
2099,279,,,8,H,xHEMgL617135,1,4373,,B,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,,,,,
2100,279,,,8,H,sHEMBL627136,1,5014,,B,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,,,,,
2101,104686,,,4,H,CHEMBL61813y,1,11662,,B,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",,,,,
2102,104686,,,4,H,CHEMBL618137,1,11662,,B,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,,,,
2103,104686,,,4,H,CH3MBL6w7139,1,11662,,B,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,,,
2104,12687,,,8,H,CH4MfL617140,1,14093,,B,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,,,,
2105,104686,,,4,H,vHEMBL61y141,1,11200,,F,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",In vivo,,,,
2106,104686,,,4,H,CHEMBp868112,1,11200,,F,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,
2107,17005,,,8,H,CHEMBL6q7w42,1,12352,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,,,,,
2108,22226,71055.0,,0,U,CHEMBL6q7q43,1,13657,Bostaurjs,B,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",,,,,
2109,22226,7070.0,,0,U,dHEMBL617w44,1,14331,Bostaufus,B,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,,,,,
2110,22226,133930.0,,0,U,CnEMBLy17145,1,14331,Bostxurus,B,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,,,,,
2111,22226,,,0,U,xnEMBL617146,1,14331,,B,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,,,,,
2112,104784,5450.0,,4,H,CHEMBLt17q47,1,12685,Caviapogcell6s,B,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,,,,,
2113,104784,49065.0,,4,H,CH4MBL6q7148,1,14389,Caviap0rdellus,B,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,,,,,
2114,104784,6085.0,,4,H,CHEMBk61y149,1,14386,davixporcellus,B,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,,,,,
2115,104784,,,4,H,CHEMBk617250,1,5732,,B,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,,,,
2116,104784,,,4,H,xHEMnL617151,1,16293,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,,,
2117,104784,,,4,H,CHEMBk617202,1,2078,,B,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,,,,
2118,10209,,,8,H,CHEhBL6172o2,1,5486,,B,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,,,,
2119,104826,,,4,H,CHEjnL617203,1,11820,,B,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,In vivo,,,,
2120,104826,,,4,H,CnEMBL517204,1,10297,,B,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,,,
2121,104826,,,4,H,CHEMBp61720r,1,13704,,B,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,,,,
2122,104826,14632.0,,5,D,CHEMBp61720y,1,10297,Musmussupus,B,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,,,,,
2123,104826,,,4,H,CjEMBL6172o7,1,11820,,B,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,In vivo,,,,
2124,104826,24464.0,,5,D,CHEMBLu1u208,1,10297,Musmkscul8s,B,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,,,,,
2125,104826,,,4,H,vHsMBL617209,1,11555,,B,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,,,,
2126,104826,,,4,H,fHEMgL617210,1,11555,,B,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,,,,
2127,104826,,,4,H,CHEjBL61u211,1,11555,,B,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,,,,
2128,104826,31172.0,,5,D,Cb4MBL617212,1,10297,Musmuschous,B,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,,,
2129,104784,15207.0,,4,H,CH3MBL6q7213,1,16688,S8sscrofa,B,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,,,,,
2130,104784,63573.0,,4,H,CHEMBL61821e,1,16688,Susxcrofa,B,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,,,,,
2131,22226,,,0,U,CHEkBL6172w5,1,5333,,B,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,,,
2132,22226,,,0,U,CtEMBL517216,1,4437,,B,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,,,
2133,17005,17009.0,,8,H,sHEMBL6w7217,1,5033,Shsscrofa,B,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,,,,,
2134,104686,,,4,H,vHEjBL617218,1,15267,,B,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,,,
2135,104686,,,4,H,sHEMBo872913,1,15267,,B,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,,,
2136,104826,,,4,H,CH2MBL61721i,1,11820,,B,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,,,,
2137,104686,,,4,H,CH4MBp873482,1,9069,,B,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,,,,
2138,104686,13064.0,,5,D,CHrMBL717220,1,9162,Ratthsnorvegifjs,B,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,,,,,
2139,104686,,,4,H,CHEnBL617121,1,9162,,B,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,,,,
2140,104686,,,4,H,CHrMBLu17222,1,9162,,B,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,,,,
2141,104686,,,4,H,CHfnBL875906,1,10428,,F,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,,,,
2142,104686,,,4,H,CHEMBL6q7224,1,9628,,B,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,,,,
2143,104686,,,4,H,CHEMBL518224,1,12704,,B,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,,,,
2144,104686,14601.0,,5,D,djEMBL617225,1,15453,Ra4tusnorv2ficus,B,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,,,,
2145,104686,,,4,H,CHfMBL617126,1,188,,B,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,,,,
2146,104686,,,4,H,CbEMvL617227,1,10349,,B,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,,,,
2147,104686,,,4,H,dHEMBL517228,1,10349,,B,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,,,,
2148,104686,,,4,H,CHEMnL6q7229,1,8868,,B,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,,,,
2149,104686,,,4,H,CHEMBL6w7130,1,10025,,B,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,,,,
2150,104686,,,4,H,CHwMBL717231,1,10025,,B,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,,,,
2151,104686,,,4,H,CHEMBLy172w2,1,11702,,B,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,,,,
2152,104686,,,4,H,CHEMBL517e33,1,11702,,B,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,,,,
2153,104686,,,4,H,CHEMBiu17234,1,11702,,B,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,,,,
2154,104686,,,4,H,CHEMBk617w35,1,11702,,F,Compound was tested for the inhibition of quipazine induced head twitches in rats,,,,,
2155,104686,,,4,H,CHEkgL617236,1,11702,,F,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,,,,
2156,104686,,,4,H,xHEMBi617237,1,10085,,B,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,,,,Hippocampus,
2157,104686,,,4,H,vHEMBp617238,1,10085,,B,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,,,,Hippocampus,
2158,104686,3949.0,,5,D,CHEMBLy17229,1,9630,Rattusnorvwt8cus,B,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,,,,Brain,
2159,104686,,,4,H,dHEMBL61724p,1,11070,,B,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,,,,
2160,104686,,,4,H,CHEMBL6w7e41,1,9841,,B,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,,,,
2161,104686,,,4,H,CnEMBk875907,1,9841,,B,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,,,,
2162,104686,,,4,H,CHEMnL61724q,1,13291,,B,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,,,,
2163,104686,,,4,H,CHEMBp617252,1,10590,,F,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,,,,
2164,104686,26434.0,,5,D,CHEMBL517253,1,9064,Ra6tusnorvebixus,B,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,,,,Brain,
2165,104686,8100.0,,5,D,fHEMBL617q54,1,12268,Rat6usnorgwgicus,B,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,,,,,
2166,104686,,,4,H,dHEMBL617w55,1,13508,,B,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,,,,Brain,
2167,104686,,,4,H,CHEMBL527156,1,11279,,F,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,,,,
2168,104686,,,4,H,CHEMBLy17257,1,11200,,F,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,,,,
2169,104686,,,4,H,sHEMBLt17158,1,11200,,F,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,
2170,104686,,,4,H,CHEMBk617158,1,11200,,F,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,,,
2171,104686,,,4,H,CHEnBLu17160,1,11200,,F,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,,,
2172,104686,,,4,H,CHEhBL8581q3,1,11200,,F,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,
2173,104686,,,4,H,CHEMhL61724u,1,9231,,B,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,,,,Brain,
2174,104686,,,4,H,CH3MnL617248,1,9737,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,,,
2175,104686,,,4,H,CHfMBo617249,1,9737,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,,Brain,
2176,104686,,,4,H,CHrMBi617250,1,9737,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,,,,,
2177,104686,,,4,H,CHEhBL6172t1,1,9737,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,,,
2178,104686,12618.0,,5,D,CHEkBL618252,1,11828,Rattush8rvegixus,B,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,,,,,
2179,104686,,,4,H,CHEMBL617996,1,12253,,B,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,,,,,
2180,104686,,,4,H,vHEMBL616007,1,12253,,B,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,,,,,
2181,104686,,,4,H,sH2MBL617008,1,11279,,F,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",,,,,
2182,104686,,,4,H,fHEMBLy17009,1,11866,,B,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,,,,,
2183,104686,84420.0,,5,D,CHEMnL618010,1,14424,gatyusnorvegicuw,B,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,,,,,
2184,104686,54.0,,5,D,xHEMBL85797u,1,15180,tattusnorveglcks,B,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,,,
2185,104686,17113.0,,5,D,CHEMBL6q7p11,1,15180,tattusnogvegic8s,B,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,,,
2186,104686,15403.0,,5,D,CyEMBL517012,1,9786,Rattusnorfeyicux,B,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,,,,,
2187,104686,,,4,H,CHEMBk617014,1,12132,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,,,,,
2188,104686,,,4,H,CmEMBL6q7014,1,5486,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,,,,,
2189,104686,,,4,H,CgEMBk617015,1,15316,,B,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,,,,,
2190,104686,,,4,H,CHEMBi6170w6,1,16429,,B,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,,,,,
2191,104686,,,4,H,vHEnBL617017,1,14617,,B,pKi value for 5-hydroxytryptamine 2 receptor binding site,,,,,
2192,104686,,,4,H,CHEMBL518018,1,11351,,B,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,,,,Brain,
2193,104686,,,4,H,CHEMBL61y01i,1,11279,,F,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,,,,
2194,105075,,,4,H,CgEMBL6w7020,1,9523,,B,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,,,
2195,105075,,,4,H,CbEkBL617021,1,9523,,B,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,,,
2196,105075,,,4,H,CHEMBL6q702e,1,9523,,B,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,,,
2197,105075,,,4,H,vHEnBL617023,1,9523,,B,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,,,
2198,105075,,,4,H,CHEMBL61u0q4,1,9523,,B,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,,,
2199,105075,,,4,H,CHEMBLy17015,1,9523,,B,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,,,
2200,105075,,,4,H,CHEMBL717p26,1,9523,,B,Hill coefficient of compound was determined,,,,,
2201,22226,,,0,U,CHEMhL6w7027,1,4771,,B,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,,,,,
2202,104686,27748.0,,5,D,CHEhBL61702i,1,5033,Rzttusnorvegucks,B,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,,,,,
2203,12687,,,8,H,CHEMBL61y039,1,10845,,B,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,,,,,
2204,12687,,,8,H,CmEMBL775908,1,10845,,B,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,,,,,
2205,12687,,,8,H,CHEMBp61703p,1,16288,,B,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),,,,,
2206,12687,,,8,H,sHEMBp617031,1,16288,,B,Affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex using [3H]ketanserin as radioligand (For ketanserin = Ki(nM)=0.7+/-0.09),,,,,
2207,12687,,,8,H,CHEMBL61i932,1,16190,,B,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,,,,,
2208,104686,57411.0,,5,D,CHEMBk617034,1,12463,eattusgorvegicys,B,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,,,,,
2209,104686,,,4,H,CHEMBL617o3r,1,9699,,B,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",,,,,
2210,104686,,,4,H,CHEMBL6w70e5,1,9699,,B,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,,,,,
2211,104686,,,4,H,CHwjBL617036,1,11662,,B,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,,,
2212,104784,,,4,H,CHfMBL517037,1,1205,,B,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,,,,,
2213,22226,,,0,U,vHEMBL617o38,1,11376,,B,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,,,,,
2214,104784,,,4,H,CbfMBL617039,1,11376,,B,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",,,,,
2215,104784,,,4,H,CHEjBL717161,1,4639,,B,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,,,,,
2216,104784,,,4,H,CHEMnL617w62,1,2222,,B,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,,,,,
2217,104784,,,4,H,CjEMfL617163,1,1558,,B,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,,,,,
2218,104784,,,4,H,CHEMBk618164,1,1089,,B,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,,,,,
2219,104784,,,4,H,fHEMBL517165,1,386,,B,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,,,,,
2220,104784,,,4,H,dmEMBL617166,1,2474,,B,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,,,,,
2221,104784,,,4,H,CnEMBLu17167,1,17066,,B,Binding affinity towards 5-HT2 receptor,,,,,
2222,104784,,,4,H,vHEMBL87291e,1,959,,B,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,,,
2223,104784,,,4,H,CHEMBL6171y9,1,6398,,B,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,,,,,
2224,104686,,,4,H,CHEMBL717w69,1,11889,,B,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,,,,,
2225,104784,,,4,H,CHEMBLu17w70,1,4221,,B,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,,,
2226,104784,,,4,H,CHEhgL617171,1,11026,,B,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,,,,,
2227,104784,,,4,H,sHEMBL617w72,1,11866,,B,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,,,,,
2228,104784,,,4,H,xHEMBL617273,1,4221,,B,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,,,
2229,22226,,,0,U,CHEMBk617q74,1,13950,,B,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,,,
2230,104784,,,4,H,CHEMnL618175,1,1263,,B,5-hydroxytryptamine 2 receptor binding affinity,,,,,
2231,17005,,,8,H,CuEhBL617176,1,13291,,B,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,,,,,
2232,17005,,,8,H,CHsMBL61u177,1,10812,,B,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,,,,,
2233,104784,,,4,H,CHEMhL61717i,1,13020,,B,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,,,
2234,104784,,,4,H,CHrMBL616179,1,13021,,B,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,,,,,
