pagamento_id,cliente_id,personale_id,noleggio_id,ammontare,data_pagamento
869,31,1,7000,1.99,2005-07-27 01:23:24
10719,396,2,6335,2.99,2005-07-11 19:25:15
16028,598,2,14345,0.99,2005-08-21 08:41:15
11992,444,2,12946,2.99,2005-08-19 05:53:34
9952,368,1,4584,0.99,2005-07-08 06:11:02
9829,363,2,12760,4.99,2005-08-18 23:03:19
1832,67,1,6137,2.99,2005-07-11 08:34:20
6528,241,2,14269,7.99,2005-08-21 06:22:07
6741,250,1,1146,2.99,2005-05-31 20:34:45
2405,88,2,14097,2.99,2005-08-21 00:28:48
15142,565,2,10776,10.99,2005-08-01 20:59:58
569,21,2,13399,4.99,2005-08-19 22:09:28
8275,305,1,4638,2.99,2005-07-08 08:57:20
7549,278,1,14268,2.99,2005-08-21 06:21:24
10541,389,2,7977,4.99,2005-07-28 14:15:54
3231,120,2,4272,3.99,2005-07-07 14:39:20
1938,71,1,15704,4.99,2005-08-23 10:25:45
9159,339,1,3335,4.99,2005-06-21 10:09:08
15339,573,2,2622,5.99,2005-06-19 08:10:41
7490,276,1,12650,4.99,2005-08-18 18:33:20
8531,314,2,14145,4.99,2005-08-21 02:11:38
458,17,2,9092,8.99,2005-07-30 08:30:56
4267,157,1,4919,0.99,2005-07-08 21:41:54
843,30,1,12546,2.99,2005-08-18 14:29:37
11932,442,1,7671,2.99,2005-07-28 02:48:31
10783,398,2,13643,4.99,2005-08-20 07:42:24
2098,77,1,7406,3.99,2005-07-27 16:25:45
6988,259,2,4489,4.99,2005-07-08 01:23:58
6215,230,2,12542,0.99,2005-08-18 14:21:11
8220,303,2,1970,4.99,2005-06-17 09:23:16
13572,503,2,15077,2.99,2005-08-22 11:09:18
11212,414,2,13494,2.99,2005-08-20 01:36:34
4848,178,2,10125,0.99,2005-07-31 21:33:03
10212,377,2,6893,7.99,2005-07-12 21:20:11
11976,444,2,3415,5.99,2005-06-21 16:59:49
11051,408,1,12140,2.99,2005-08-17 23:57:55
14807,552,2,2320,0.99,2005-06-18 09:24:50
6237,231,1,12214,0.99,2005-08-18 02:34:22
7419,274,2,10059,4.99,2005-07-31 19:20:49
7015,260,2,2001,2.99,2005-06-17 11:35:09
12656,469,1,1680,9.99,2005-06-16 11:17:22
2201,81,2,4983,9.99,2005-07-09 00:34:16
8330,307,2,2152,2.99,2005-06-17 22:53:27
2722,101,2,8825,1.99,2005-07-29 22:24:16
15576,581,2,7048,7.99,2005-07-27 03:31:48
1091,39,2,10630,0.99,2005-08-01 15:34:46
14480,538,1,1314,5.99,2005-06-15 10:21:45
3592,133,2,4506,6.99,2005-07-08 02:22:18
10110,373,2,11512,7.99,2005-08-16 23:51:06
1764,64,1,14167,5.99,2005-08-21 02:59:48
13089,485,1,3899,1.99,2005-07-06 19:12:40
2511,92,1,4360,2.99,2005-07-07 19:31:12
8560,316,2,2338,4.99,2005-06-18 11:24:54
2948,109,2,6920,6.99,2005-07-12 22:32:58
10385,383,2,10993,0.99,2005-08-02 04:45:01
7326,270,2,13945,1.99,2005-08-20 17:43:56
1619,58,2,15326,0.99,2006-02-14 15:16:03
1459,53,1,1107,2.99,2005-05-31 15:04:05
917,33,1,9254,1.99,2005-07-30 14:26:11
2760,102,2,9617,2.99,2005-07-31 04:15:38
1439,52,1,9029,4.99,2005-07-30 06:03:11
9500,351,2,8512,4.99,2005-07-29 09:48:03
13692,508,2,6646,0.99,2005-07-12 10:41:34
6630,245,1,3157,2.99,2005-06-20 21:07:54
5079,187,2,2533,0.99,2005-06-19 01:34:26
14173,526,2,13224,8.99,2005-08-19 15:52:13
10463,386,1,10572,4.99,2005-08-01 13:26:53
9230,341,1,11305,6.99,2005-08-02 15:44:55
4547,167,2,15915,4.99,2005-08-23 17:52:01
1361,50,2,1136,4.99,2005-05-31 19:19:36
86,4,1,1297,4.99,2005-06-15 09:31:28
10838,401,2,4292,7.99,2005-07-07 15:48:38
13261,492,2,1691,1.99,2005-06-16 12:24:28
14563,541,2,9603,0.99,2005-07-31 03:43:43
11062,409,1,310,6.99,2005-05-26 22:41:07
7538,278,2,8222,5.99,2005-07-28 23:51:53
12470,462,2,1773,5.99,2005-06-16 18:13:43
2331,86,1,3207,0.99,2005-06-21 00:43:16
3061,114,1,2059,2.99,2005-06-17 15:36:12
2684,99,2,11266,4.99,2005-08-02 14:07:35
5604,207,2,3687,9.99,2005-07-06 09:38:33
11524,426,2,11237,0.99,2005-08-02 13:24:01
13498,501,2,6095,7.99,2005-07-11 06:06:41
2641,98,2,1590,5.99,2005-06-16 05:11:41
4733,174,1,10559,8.99,2005-08-01 13:02:58
11993,444,1,13488,0.99,2005-08-20 01:28:42
2160,79,2,9845,6.99,2005-07-31 12:28:05
8552,315,1,15504,6.99,2005-08-23 02:45:21
14536,540,1,6103,2.99,2005-07-11 06:59:55
3172,118,1,5829,1.99,2005-07-10 16:29:41
11100,410,2,7407,5.99,2005-07-27 16:29:04
6977,258,1,13695,6.99,2005-08-20 09:13:25
1790,66,1,1236,2.99,2005-06-15 04:34:27
6583,243,1,12209,2.99,2005-08-18 02:27:20
11395,421,1,14742,4.99,2005-08-21 22:39:01
12670,469,2,7756,4.99,2005-07-28 06:22:52
14684,546,1,14929,3.99,2005-08-22 05:32:38
3165,117,2,14854,2.99,2005-08-22 02:26:47
5712,210,2,12909,2.99,2005-08-19 04:20:25
7879,291,2,4862,3.99,2005-07-08 19:02:46
4868,179,1,3844,0.99,2005-07-06 16:37:58
13841,514,2,2362,0.99,2005-06-18 13:31:15
3260,121,1,7185,0.99,2005-07-27 08:23:54
7324,270,1,12192,2.99,2005-08-18 02:01:40
2277,84,2,2409,0.99,2005-06-18 16:53:33
11566,428,1,5373,4.99,2005-07-09 18:48:57
13392,497,2,8813,6.99,2005-07-29 21:47:55
13566,503,2,12783,4.99,2005-08-19 00:01:14
13581,504,1,2938,6.99,2005-06-20 05:17:22
4496,166,1,4658,0.99,2005-07-08 09:51:11
10052,371,1,15786,0.99,2005-08-23 13:48:34
3062,114,2,2680,7.99,2005-06-19 12:13:37
3486,129,1,8345,2.99,2005-07-29 04:47:37
6761,251,1,1091,4.99,2005-05-31 12:11:04
12176,451,1,7018,2.99,2005-07-27 02:20:22
7049,261,1,1877,5.99,2005-06-17 02:54:16
447,17,2,287,2.99,2005-05-26 19:44:54
12324,456,1,13348,4.99,2005-08-19 20:31:48
107,4,2,15635,1.99,2005-08-23 07:43:00
10375,383,2,6091,4.99,2005-07-11 05:49:18
1210,44,1,2809,3.99,2005-06-19 19:40:27
12836,474,2,15046,4.99,2005-08-22 09:54:54
5431,200,1,6947,3.99,2005-07-26 23:42:03
6430,238,1,8465,0.99,2005-07-29 08:20:49
4904,180,1,10576,5.99,2005-08-01 13:46:02
8394,309,2,7214,5.99,2005-07-27 09:23:33
4361,160,2,11154,2.99,2005-08-02 09:54:50
2096,77,2,6168,0.99,2005-07-11 10:21:38
4005,147,2,14641,0.99,2005-08-21 19:05:23
8732,323,2,5906,1.99,2005-07-10 20:41:41
2370,87,2,8187,7.99,2005-07-28 22:33:53
7187,266,2,3585,0.99,2005-07-06 04:22:36
7260,268,2,6489,1.99,2005-07-12 02:22:46
7227,267,2,9059,3.99,2005-07-30 07:18:44
8382,309,2,723,0.99,2005-05-29 05:34:44
4642,171,1,6766,2.99,2005-07-12 15:32:01
13115,486,2,946,2.99,2005-05-30 15:35:08
8136,300,2,457,0.99,2005-05-27 19:52:29
3572,132,1,5703,0.99,2005-07-10 10:04:15
12938,479,1,5751,4.99,2005-07-10 12:25:11
9944,368,1,1186,0.99,2005-06-15 00:56:45
8783,325,1,5470,5.99,2005-07-09 23:10:49
14645,545,1,5264,0.99,2005-07-09 14:11:28
4316,158,2,12421,5.99,2005-08-18 10:04:06
4224,155,2,7730,5.99,2005-07-28 04:59:48
2444,90,2,3729,3.99,2005-07-06 11:30:29
4372,161,2,428,2.99,2005-05-27 16:10:58
9976,369,1,294,4.99,2005-05-26 20:29:57
5019,184,2,15611,0.99,2005-08-23 06:56:18
5907,218,1,4898,6.99,2005-07-08 20:31:43
1196,43,1,14649,4.99,2005-08-21 19:19:21
14266,530,1,7031,3.99,2005-07-27 03:02:07
303,12,1,988,4.99,2005-05-30 23:08:03
11170,413,1,40,4.99,2005-05-25 05:09:04
10993,406,1,8903,0.99,2005-07-30 01:08:06
15401,575,2,1866,4.99,2005-06-17 01:53:19
2747,102,1,5009,5.99,2005-07-09 01:32:17
14812,552,1,7772,2.99,2005-07-28 06:59:09
6650,245,1,12303,7.99,2005-08-18 05:43:22
2053,75,2,12239,0.99,2005-08-18 03:26:42
5890,217,2,8332,4.99,2005-07-29 04:16:00
7566,279,2,8559,3.99,2005-07-29 11:25:54
7690,284,1,5161,6.99,2005-07-09 08:57:56
4743,175,1,5232,1.99,2005-07-09 12:35:08
4863,179,1,759,6.99,2005-05-29 10:57:57
7679,283,1,15837,2.99,2005-08-23 15:29:41
8810,326,1,5147,5.99,2005-07-09 08:17:41
8730,323,2,4572,1.99,2005-07-08 05:36:59
11461,424,1,7594,2.99,2005-07-27 23:30:41
1903,70,1,12003,4.99,2005-08-17 18:56:05
3818,141,1,11412,5.99,2005-08-02 19:32:51
8869,328,1,13907,3.99,2005-08-20 16:17:27
7968,294,1,10551,6.99,2005-08-01 12:48:55
8159,300,1,13296,0.99,2005-08-19 18:43:53
2938,109,1,1106,4.99,2005-05-31 14:36:52
2680,99,2,8242,7.99,2005-07-29 00:34:27
12329,456,1,15910,2.99,2005-08-23 17:43:16
1416,51,1,12725,4.99,2005-08-18 21:43:09
8717,322,2,11456,0.99,2005-08-02 21:14:04
12075,447,2,11108,0.99,2005-08-02 08:20:01
657,25,2,1033,2.99,2005-05-31 04:50:07
11923,442,1,3661,2.99,2005-07-06 08:10:02
1952,72,2,9420,5.99,2005-07-30 21:05:18
1765,64,2,14316,0.99,2005-08-21 07:59:47
12769,472,1,10627,0.99,2005-08-01 15:33:03
15841,591,2,13104,2.99,2005-08-19 11:06:06
6232,231,2,8949,5.99,2005-07-30 03:17:02
11205,414,2,10107,5.99,2005-07-31 21:01:46
6123,227,1,8234,0.99,2005-07-29 00:19:20
5778,213,2,2569,6.99,2005-06-19 04:19:04
10071,372,1,8724,0.99,2005-07-29 18:05:21
14702,547,2,11170,5.99,2005-08-02 10:21:53
10928,404,1,9472,4.99,2005-07-30 23:03:32
7941,293,2,9123,2.99,2005-07-30 09:39:15
764,28,1,7580,9.99,2005-07-27 23:07:40
5017,184,2,14472,4.99,2005-08-21 13:13:57
15355,573,2,9963,2.99,2005-07-31 16:16:46
10384,383,1,10971,4.99,2005-08-02 04:08:17
7218,267,2,2754,4.99,2005-06-19 16:55:59
5176,191,1,1134,2.99,2005-05-31 19:14:15
1471,53,1,9928,7.99,2005-07-31 15:13:57
8799,325,1,14672,5.99,2005-08-21 19:59:33
1168,42,2,8915,3.99,2005-07-30 01:42:09
763,28,2,6476,0.99,2005-07-12 01:37:48
6063,225,1,812,4.99,2005-05-29 20:00:30
11004,406,2,14601,2.99,2005-08-21 17:45:52
11798,438,1,1138,6.99,2005-05-31 19:30:27
11104,410,1,9263,2.99,2005-07-30 14:48:24
11791,437,1,12205,8.99,2005-08-18 02:21:08
2882,107,2,3824,6.99,2005-07-06 15:43:15
3143,116,1,13369,0.99,2005-08-19 21:19:47
6437,238,1,14312,4.99,2005-08-21 07:48:34
2302,85,1,690,9.99,2005-05-29 00:54:53
17,1,2,8033,4.99,2005-07-28 16:18:23
15379,574,1,5640,2.99,2005-07-10 06:38:00
10938,404,2,14912,4.99,2005-08-22 04:51:42
7588,280,1,4616,4.99,2005-07-08 07:48:12
4644,171,1,7037,3.99,2005-07-27 03:06:44
3283,122,2,1442,7.99,2005-06-15 18:55:34
5228,193,1,8211,2.99,2005-07-28 23:34:22
10474,387,1,697,7.99,2005-05-29 02:04:04
14945,558,2,5375,6.99,2005-07-09 18:52:55
7388,273,2,9729,0.99,2005-07-31 08:43:43
8708,322,1,6511,3.99,2005-07-12 03:39:29
12827,474,2,11117,0.99,2005-08-02 08:36:03
4140,152,1,3786,7.99,2005-07-06 14:00:41
2153,79,2,4736,4.99,2005-07-08 13:22:55
1145,41,2,12821,0.99,2005-08-19 01:07:02
4435,163,1,7403,2.99,2005-07-27 16:22:09
5155,190,1,3386,4.99,2005-06-21 14:21:06
1795,66,1,3334,3.99,2005-06-21 10:04:33
8357,308,1,2037,0.99,2005-06-17 13:54:20
6595,244,1,4814,4.99,2005-07-08 17:11:09
12580,466,2,15230,4.99,2005-08-22 17:31:41
8120,299,2,6732,0.99,2005-07-12 13:58:51
13363,496,1,5559,5.99,2005-07-10 03:13:07
14664,546,1,1787,3.99,2005-06-16 19:30:59
8412,310,2,104,0.99,2005-05-25 17:46:33
10092,373,2,3667,4.99,2005-07-06 08:36:34
12073,447,1,10425,2.99,2005-08-01 08:23:25
11415,422,2,13216,1.99,2005-08-19 15:36:05
4669,172,1,7135,2.99,2005-07-27 06:34:32
5314,196,1,14698,5.99,2005-08-21 20:49:58
5656,209,2,340,9.99,2005-05-27 03:55:25
2112,77,2,15359,2.99,2005-08-22 21:34:00
6496,240,2,13119,4.99,2005-08-19 11:44:59
4146,152,2,11638,6.99,2005-08-17 04:39:09
12946,479,1,9439,8.99,2005-07-30 21:38:12
15317,572,1,5595,4.99,2005-07-10 04:33:45
943,34,1,11505,2.99,2005-08-16 23:18:47
7240,267,1,15208,3.99,2005-08-22 16:35:47
3074,114,2,7462,2.99,2005-07-27 18:47:47
3624,134,2,7516,2.99,2005-07-27 20:55:28
6635,245,1,6795,5.99,2005-07-12 16:41:00
2579,95,2,3056,2.99,2005-06-20 13:20:58
7633,282,1,3885,2.99,2005-07-06 18:43:43
15924,594,2,14824,4.99,2005-08-22 01:27:51
4725,174,2,5414,4.99,2005-07-09 20:29:36
12998,481,2,11387,2.99,2005-08-02 18:32:38
7711,285,2,4007,6.99,2005-07-07 00:26:05
8479,312,1,15100,4.99,2005-08-22 11:55:03
9160,339,2,3536,2.99,2005-07-06 01:36:11
1931,71,1,8789,4.99,2005-07-29 20:47:27
7969,294,2,10600,2.99,2005-08-01 14:25:21
429,16,2,4263,3.99,2005-07-07 14:24:44
7493,276,1,15769,3.99,2005-08-23 13:16:15
13136,486,1,13048,4.99,2005-08-19 09:25:06
7370,273,2,1747,6.99,2005-06-16 16:53:33
14033,521,1,11967,3.99,2005-08-17 17:45:00
10155,375,2,1404,2.99,2005-06-15 16:38:53
256,10,1,1995,4.99,2005-06-17 11:11:14
1968,72,2,15110,0.99,2005-08-22 12:16:46
7824,289,2,5584,4.99,2005-07-10 04:15:25
7880,291,2,5754,2.99,2005-07-10 12:32:43
6656,246,2,434,5.99,2005-05-27 16:54:27
14439,536,2,8535,4.99,2005-07-29 10:32:33
5734,211,1,7975,2.99,2005-07-28 14:12:47
8965,332,2,5381,2.99,2005-07-09 19:11:11
9081,336,2,8275,4.99,2005-07-29 01:35:47
695,26,1,4274,4.99,2005-07-07 14:42:04
11986,444,1,10693,4.99,2005-08-01 18:14:14
7188,266,2,5362,5.99,2005-07-09 18:16:08
5997,221,2,12620,3.99,2005-08-18 17:26:38
14527,539,2,13778,5.99,2005-08-20 12:03:44
9382,347,2,8153,4.99,2005-07-28 20:55:49
306,12,2,2434,5.99,2005-06-18 18:11:51
3177,118,2,7956,4.99,2005-07-28 13:32:17
1446,52,2,12200,2.99,2005-08-18 02:12:33
4866,179,1,2613,4.99,2005-06-19 07:25:50
14390,534,2,12305,2.99,2005-08-18 05:46:29
14175,526,1,13617,8.99,2005-08-20 06:35:30
15677,585,1,7384,4.99,2005-07-27 15:49:45
4819,177,2,14093,0.99,2005-08-21 00:21:29
3141,116,2,12376,2.99,2005-08-18 08:20:29
1154,42,2,4391,2.99,2005-07-07 21:09:38
12523,463,1,14689,0.99,2005-08-21 20:33:00
15133,565,1,4413,2.99,2005-07-07 22:00:04
2994,111,2,13251,2.99,2005-08-19 16:48:37
2576,95,1,490,4.99,2005-05-28 00:09:56
2170,80,2,4268,8.99,2005-07-07 14:36:05
11053,408,1,12498,2.99,2005-08-18 13:01:08
964,35,2,5323,0.99,2005-07-09 16:34:07
8761,324,1,5778,0.99,2005-07-10 13:41:37
7361,272,2,11003,2.99,2005-08-02 05:03:05
7901,292,1,4200,4.99,2005-07-07 11:15:11
7827,289,2,6536,7.99,2005-07-12 04:44:25
2584,95,2,7245,5.99,2005-07-27 10:29:06
4580,168,2,15683,2.99,2005-08-23 09:38:17
2429,89,2,8972,0.99,2005-07-30 04:06:25
3464,128,1,13509,0.99,2005-08-20 02:14:16
1327,48,2,14536,2.99,2005-08-21 15:22:50
9956,368,1,6681,2.99,2005-07-12 12:04:12
11835,439,1,2621,2.99,2005-06-19 08:07:31
8951,331,1,11362,2.99,2005-08-02 17:47:25
884,32,2,2891,1.99,2005-06-20 02:02:05
12522,463,2,13938,4.99,2005-08-20 17:24:45
7769,287,2,5346,1.99,2005-07-09 17:29:01
361,14,1,671,2.99,2005-05-28 22:04:30
10772,398,2,3141,9.99,2005-06-20 19:55:47
14164,526,1,8441,2.99,2005-07-29 07:33:05
12634,468,1,9598,0.99,2005-07-31 03:30:41
1407,51,1,8880,0.99,2005-07-30 00:16:55
11372,421,1,931,0.99,2005-05-30 12:53:01
13579,504,1,838,4.99,2005-05-30 00:27:57
1079,39,2,5515,2.99,2005-07-10 01:12:44
9979,369,1,1224,0.99,2005-06-15 03:44:25
6568,243,1,1452,0.99,2005-06-15 19:32:52
14728,549,1,6,0.99,2005-05-24 23:08:07
973,35,1,8971,5.99,2005-07-30 04:03:58
9233,341,2,13074,8.99,2005-08-19 10:06:53
12615,468,1,673,0.99,2005-05-28 22:07:30
4454,164,1,3082,8.99,2005-06-20 15:32:11
12710,470,1,10006,4.99,2005-07-31 17:54:35
12684,469,1,13763,2.99,2005-08-20 11:37:56
6228,231,1,5560,5.99,2005-07-10 03:13:24
14429,536,1,929,6.99,2005-05-30 12:32:39
8947,331,2,8995,4.99,2005-07-30 04:53:11
12716,470,2,12177,3.99,2005-08-18 01:15:47
14454,537,1,1445,2.99,2005-06-15 19:10:07
14379,534,1,3735,2.99,2005-07-06 11:42:04
6000,221,2,14371,0.99,2005-08-21 09:37:16
14912,557,1,478,4.99,2005-05-27 22:38:20
10767,397,1,14790,6.99,2005-08-22 00:34:17
4535,167,2,8864,0.99,2005-07-29 23:52:12
14099,524,1,982,4.99,2005-05-30 22:15:24
8904,329,1,14900,4.99,2005-08-22 04:27:48
15902,594,1,1045,6.99,2005-05-31 06:29:01
12669,469,2,7271,6.99,2005-07-27 11:29:11
858,31,1,2530,0.99,2005-06-19 01:20:00
7748,286,1,7422,2.99,2005-07-27 17:10:42
4011,147,2,16004,6.99,2005-08-23 20:53:20
6149,228,2,5902,0.99,2005-07-10 20:31:24
13548,503,1,1074,4.99,2005-05-31 10:04:42
15873,593,1,790,2.99,2005-05-29 16:19:29
2234,82,1,9305,8.99,2005-07-30 16:45:56
4753,175,1,10875,0.99,2005-08-02 00:31:44
13802,512,2,15265,3.99,2005-08-22 18:35:59
1237,45,1,5405,7.99,2005-07-09 20:11:49
3739,138,1,10110,0.99,2005-07-31 21:06:12
6507,241,2,3822,0.99,2005-07-06 15:41:15
5119,188,1,13570,2.99,2005-08-20 05:04:57
1181,43,2,1544,4.99,2005-06-16 01:28:22
11991,444,2,12712,2.99,2005-08-18 21:04:13
10744,397,1,4036,0.99,2005-07-07 02:48:00
2240,82,2,13847,6.99,2005-08-20 14:33:59
14761,550,2,8838,2.99,2005-07-29 22:52:23
6702,248,2,2371,0.99,2005-06-18 14:35:29
392,15,2,5975,2.99,2005-07-11 00:14:19
7239,267,2,15020,3.99,2005-08-22 08:54:12
8664,320,2,8144,4.99,2005-07-28 20:30:55
13542,502,1,14411,4.99,2005-08-21 10:54:57
9918,367,1,939,0.99,2005-05-30 14:49:34
10636,392,1,13629,4.99,2005-08-20 07:04:07
1970,73,1,70,2.99,2005-05-25 10:15:23
14753,550,2,3236,9.99,2005-06-21 02:47:43
6280,233,1,6794,2.99,2005-07-12 16:38:23
15805,590,2,6492,4.99,2005-07-12 02:28:40
13822,513,2,9862,2.99,2005-07-31 13:05:03
14929,557,1,13540,2.99,2005-08-20 03:41:23
7746,286,1,7299,2.99,2005-07-27 12:49:56
5660,209,1,1657,4.99,2005-06-16 10:06:49
9188,340,2,2607,5.99,2005-06-19 06:55:01
7047,261,1,792,0.99,2005-05-29 16:32:10
9057,335,1,9125,5.99,2005-07-30 09:43:39
6173,229,2,7305,0.99,2005-07-27 12:57:06
12835,474,1,14728,0.99,2005-08-21 22:15:36
11678,433,1,8414,5.99,2005-07-29 06:48:35
14234,529,2,4045,0.99,2005-07-07 03:26:14
7687,284,2,4081,2.99,2005-07-07 05:10:08
11361,420,1,6588,4.99,2005-07-12 06:57:40
3761,139,2,5265,7.99,2005-07-09 14:15:01
7961,294,1,7765,4.99,2005-07-28 06:40:33
4001,147,2,13542,4.99,2005-08-20 03:41:57
2136,78,2,13124,5.99,2005-08-19 11:55:59
3109,115,1,8594,4.99,2005-07-29 12:42:13
13746,510,1,7457,2.99,2005-07-27 18:35:17
9523,352,1,7886,2.99,2005-07-28 10:37:55
8158,300,2,13257,3.99,2005-08-19 17:01:20
4463,164,2,8135,3.99,2005-07-28 20:03:25
11477,424,2,15113,0.99,2005-08-22 12:23:59
5273,195,2,10911,4.99,2005-08-02 01:58:36
12354,457,1,14365,6.99,2005-08-21 09:25:13
4054,148,2,15237,4.99,2005-08-22 17:44:30
1192,43,2,8376,4.99,2005-07-29 05:25:32
4729,174,1,9301,4.99,2005-07-30 16:34:29
15766,589,1,737,4.99,2005-05-29 08:11:31
12227,453,2,2887,4.99,2005-06-20 01:39:43
12608,467,1,14842,3.99,2005-08-22 02:04:38
13486,500,1,14407,0.99,2005-08-21 10:46:51
6082,225,2,10138,2.99,2005-07-31 22:02:09
7513,277,2,9669,4.99,2005-07-31 06:31:36
2249,83,2,1617,3.99,2005-06-16 07:06:06
7435,274,2,15819,3.99,2005-08-23 15:01:54
6130,227,2,13379,4.99,2005-08-19 21:33:39
11012,407,1,7363,5.99,2005-07-27 14:58:29
12368,458,1,8158,0.99,2005-07-28 21:08:46
3057,113,1,15770,2.99,2005-08-23 13:18:16
13992,520,2,3482,4.99,2005-07-05 23:13:22
12904,477,2,14552,3.99,2005-08-21 15:59:27
7904,292,1,5940,4.99,2005-07-10 22:31:01
3187,118,1,15731,0.99,2005-08-23 11:33:25
5053,186,1,7915,3.99,2005-07-28 11:49:46
9043,334,1,14219,0.99,2006-02-14 15:16:03
5073,186,1,14216,2.99,2006-02-14 15:16:03
7607,280,2,15036,2.99,2005-08-22 09:36:00
12256,454,2,2666,9.99,2005-06-19 11:17:12
14621,544,1,2373,0.99,2005-06-18 14:37:57
8081,298,2,1454,4.99,2005-06-15 19:49:41
10111,373,2,11663,3.99,2005-08-17 05:30:19
15904,594,1,1816,4.99,2005-06-16 21:20:41
7470,276,2,2763,4.99,2005-06-19 17:23:34
3939,145,2,10799,4.99,2005-08-01 22:03:31
13976,519,2,9441,4.99,2005-07-30 21:43:28
5735,211,2,8961,6.99,2005-07-30 03:43:35
4139,152,2,3577,2.99,2005-07-06 03:40:36
15564,581,2,2101,2.99,2005-06-17 18:57:02
8689,321,1,12033,6.99,2005-08-17 20:14:34
305,12,2,1752,5.99,2005-06-16 17:02:55
13366,496,2,8221,2.99,2005-07-28 23:47:19
12319,456,1,8749,4.99,2005-07-29 19:13:15
3042,113,1,5774,5.99,2005-07-10 13:31:56
10819,400,2,7296,2.99,2005-07-27 12:39:48
10741,397,1,1769,5.99,2005-06-16 18:07:48
1371,50,2,6634,0.99,2005-07-12 09:37:18
7857,290,1,6952,4.99,2005-07-26 23:51:27
8397,309,1,8341,4.99,2005-07-29 04:42:01
3443,128,2,3995,5.99,2005-07-06 23:43:03
7698,284,1,10396,7.99,2005-08-01 07:08:46
4326,159,1,598,0.99,2005-05-28 14:04:50
3473,129,2,2795,4.99,2005-06-19 18:58:53
11384,421,1,8268,4.99,2005-07-29 01:23:23
5802,214,1,278,3.99,2005-05-26 17:40:58
768,28,2,9593,4.99,2005-07-31 03:22:30
3617,134,1,1618,9.99,2005-06-16 07:08:38
8409,309,2,13909,4.99,2005-08-20 16:26:36
3174,118,1,6507,1.99,2005-07-12 03:33:12
8310,306,2,9395,4.99,2005-07-30 20:07:06
594,22,1,14056,2.99,2005-08-20 22:18:53
5929,219,2,5475,4.99,2005-07-09 23:31:38
10,1,2,4526,5.99,2005-07-08 03:17:05
1369,50,2,5681,9.99,2005-07-10 08:48:39
7692,284,2,6982,2.99,2005-07-27 00:53:41
10954,405,1,6110,2.99,2005-07-11 07:23:47
11955,443,1,7987,9.99,2005-07-28 14:36:52
12893,477,2,6265,2.99,2005-07-11 15:43:51
12544,465,1,2079,4.99,2005-06-17 16:49:45
12068,447,1,6690,1.99,2005-07-12 12:23:02
11622,431,1,2096,4.99,2005-06-17 18:33:04
15764,589,1,531,0.99,2005-05-28 05:23:38
10869,402,2,8521,7.99,2005-07-29 10:12:45
4292,158,2,245,4.99,2005-05-26 13:46:59
13714,509,2,2919,4.99,2005-06-20 04:10:16
11257,416,1,10254,3.99,2005-08-01 02:42:03
12703,470,1,6927,10.99,2005-07-26 22:56:00
5557,205,2,4377,7.99,2005-07-07 20:28:57
3743,138,1,11015,4.99,2005-08-02 05:13:00
3262,121,1,8370,6.99,2005-07-29 05:16:21
10177,376,1,2779,0.99,2005-06-19 18:19:07
3736,138,2,9259,1.99,2005-07-30 14:37:44
14697,547,1,7835,4.99,2005-07-28 08:49:39
9496,351,2,6180,3.99,2005-07-11 11:06:50
5084,187,2,5366,0.99,2005-07-09 18:28:37
13537,502,1,11317,4.99,2005-08-02 16:08:52
8917,330,1,4124,1.99,2005-07-07 07:19:54
3639,135,2,1671,1.99,2005-06-16 10:30:22
3437,127,2,15736,5.99,2005-08-23 11:40:30
3321,123,1,7727,2.99,2005-07-28 04:52:43
15005,560,2,8906,4.99,2005-07-30 01:21:39
3276,121,1,14464,2.99,2005-08-21 12:52:54
15272,570,1,4698,0.99,2005-07-08 11:19:31
665,25,1,4319,0.99,2005-07-07 17:50:27
1343,49,1,6521,7.99,2005-07-12 04:06:11
15200,567,1,9279,7.99,2005-07-30 15:15:21
13182,488,2,12483,5.99,2005-08-18 12:38:37
7431,274,1,14388,4.99,2005-08-21 10:15:13
5352,197,2,14951,4.99,2005-08-22 06:19:37
3049,113,1,10378,0.99,2005-08-01 06:30:04
11465,424,2,8999,2.99,2005-07-30 04:55:46
209,8,1,2095,5.99,2005-06-17 18:21:35
5315,196,2,15980,0.99,2005-08-23 20:10:13
2399,88,1,7621,8.99,2005-07-28 00:34:06
11241,416,2,1031,2.99,2005-05-31 04:23:01
874,31,2,12085,4.99,2005-08-17 22:17:09
3124,116,2,1762,4.99,2005-06-16 17:50:19
699,26,1,4536,3.99,2005-07-08 03:43:22
7873,291,2,747,4.99,2005-05-29 09:26:34
5999,221,2,14322,5.99,2005-08-21 08:06:30
3718,137,2,15889,4.99,2005-08-23 16:57:43
2143,78,2,16039,2.99,2005-08-23 22:18:51
2824,105,1,327,8.99,2005-05-27 01:18:57
10398,384,2,2020,0.99,2005-06-17 12:39:50
13896,516,2,5780,3.99,2005-07-10 13:46:23
535,20,1,12180,0.99,2005-08-18 01:28:15
13516,502,2,2420,0.99,2005-06-18 17:22:28
8805,326,2,2086,0.99,2005-06-17 17:32:07
5757,212,2,4708,10.99,2005-07-08 11:59:19
4424,163,2,2110,7.99,2005-06-17 19:45:49
2805,104,2,3273,2.99,2005-06-21 05:24:17
7129,264,1,3028,0.99,2005-06-20 11:50:52
