assays_assay_id,assays_curated_by,assays_assay_test_type,assays_assay_strain,assays_assay_type,assays_relationship_type,assays_tid,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id,assays_variant_id
9118,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623813,,BAO_0000218,,
9119,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623814,,BAO_0000218,,
9120,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623815,,BAO_0000218,,
9121,Intermediate,In vivo,Sprague-Dawley,A,N,50597,1,1,,CHEMBL623816,,BAO_0000218,,
9122,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623145,,BAO_0000218,,
9123,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623146,,BAO_0000218,1969.0,
9124,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623147,,BAO_0000218,1969.0,
9125,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623042,,BAO_0000218,955.0,
9126,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623043,,BAO_0000218,,
9127,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623044,,BAO_0000218,,
9128,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623045,,BAO_0000218,,
9129,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623046,,BAO_0000218,,
9130,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623226,,BAO_0000218,,
9131,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623227,,BAO_0000218,,
9132,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623228,,BAO_0000218,,
9133,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623229,,BAO_0000218,,
9134,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623230,,BAO_0000218,1969.0,
9135,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623231,,BAO_0000218,1969.0,
9136,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623232,,BAO_0000218,1969.0,
9137,Intermediate,,,A,N,50597,1,1,,CHEMBL623233,,BAO_0000218,,
9138,Intermediate,,,A,N,50597,1,1,,CHEMBL623234,,BAO_0000218,,
9139,Intermediate,,,A,N,50597,1,1,,CHEMBL623235,,BAO_0000218,,
9140,Intermediate,,,A,N,50597,1,1,,CHEMBL623236,,BAO_0000218,,
9141,Intermediate,,,A,N,50597,1,1,,CHEMBL623237,,BAO_0000218,,
9142,Intermediate,,,A,N,50597,1,1,,CHEMBL623238,,BAO_0000218,,
9143,Intermediate,,,A,N,50597,1,1,,CHEMBL623239,,BAO_0000218,,
9144,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL623240,,BAO_0000218,1969.0,
9145,Intermediate,,,A,N,50597,1,1,,CHEMBL623241,,BAO_0000218,1898.0,
9146,Intermediate,,,A,N,50597,1,1,,CHEMBL623242,,BAO_0000218,1898.0,
9147,Intermediate,,,A,N,50597,1,1,,CHEMBL874394,,BAO_0000218,,
9148,Intermediate,,,A,N,50597,1,1,,CHEMBL623243,,BAO_0000218,,
9149,Intermediate,,,A,N,50597,1,1,,CHEMBL623244,,BAO_0000218,,
9150,Intermediate,,,A,N,50597,1,1,,CHEMBL623245,,BAO_0000218,2113.0,
9151,Intermediate,,,A,N,50597,1,1,,CHEMBL623246,,BAO_0000218,2113.0,
9152,Intermediate,,,A,N,50597,1,1,,CHEMBL623247,,BAO_0000218,2113.0,
9153,Intermediate,,,A,N,50597,1,1,,CHEMBL623248,,BAO_0000218,2113.0,
9154,Intermediate,,,A,N,50597,1,1,,CHEMBL623249,,BAO_0000218,2113.0,
9155,Intermediate,,,A,N,50597,1,1,,CHEMBL625072,,BAO_0000218,2107.0,
9156,Intermediate,,,A,N,50597,1,1,,CHEMBL625073,,BAO_0000218,2107.0,
9157,Intermediate,,,A,N,50597,1,1,,CHEMBL625074,,BAO_0000218,2107.0,
9158,Intermediate,,,A,N,50597,1,1,,CHEMBL625075,,BAO_0000218,2107.0,
9159,Intermediate,,,A,N,50597,1,1,,CHEMBL625076,,BAO_0000218,2107.0,
9160,Intermediate,,,A,N,50597,1,1,,CHEMBL625077,,BAO_0000218,2107.0,
9161,Intermediate,,,A,N,50597,1,1,,CHEMBL625078,,BAO_0000218,2107.0,
9162,Intermediate,,,A,N,50597,1,1,,CHEMBL874395,,BAO_0000218,2107.0,
9163,Intermediate,,,A,N,50597,1,1,,CHEMBL625079,,BAO_0000218,2107.0,
9164,Intermediate,,,A,N,50597,1,1,,CHEMBL625080,,BAO_0000218,2107.0,
9165,Intermediate,,,A,N,50597,1,1,,CHEMBL625081,,BAO_0000218,2107.0,
9166,Intermediate,,,A,N,50597,1,1,,CHEMBL625082,,BAO_0000218,2107.0,
9167,Intermediate,,,A,N,50597,1,1,,CHEMBL625083,,BAO_0000218,2107.0,
9168,Intermediate,,,A,N,50597,1,1,,CHEMBL625084,,BAO_0000218,2107.0,
9169,Intermediate,,,A,N,50597,1,1,,CHEMBL625085,,BAO_0000218,2107.0,
9170,Intermediate,,,A,N,50597,1,1,,CHEMBL625086,,BAO_0000218,2107.0,
9171,Intermediate,,,A,N,50597,1,1,,CHEMBL625087,,BAO_0000218,2107.0,
9172,Intermediate,,,A,N,50597,1,1,,CHEMBL625088,,BAO_0000218,2107.0,
9173,Intermediate,,,A,N,50597,1,1,,CHEMBL622205,,BAO_0000218,2107.0,
9174,Intermediate,,,A,N,50597,1,1,,CHEMBL622206,,BAO_0000218,2107.0,
9175,Intermediate,,,A,N,50597,1,1,,CHEMBL622207,,BAO_0000218,2107.0,
9176,Intermediate,,,A,N,50597,1,1,,CHEMBL622366,,BAO_0000218,2107.0,
9177,Intermediate,,,A,N,50597,1,1,,CHEMBL622367,,BAO_0000218,2107.0,
9178,Intermediate,,,A,N,50597,1,1,,CHEMBL875331,,BAO_0000218,2107.0,
9179,Intermediate,,,A,N,50597,1,1,,CHEMBL622368,,BAO_0000218,2107.0,
9180,Intermediate,,,A,N,50597,1,1,,CHEMBL622369,,BAO_0000218,2048.0,
9181,Intermediate,,,A,N,50597,1,1,,CHEMBL622370,,BAO_0000218,2048.0,
9182,Intermediate,,,A,N,50597,1,1,,CHEMBL622371,,BAO_0000218,2048.0,
9183,Intermediate,,,A,N,50597,1,1,,CHEMBL622372,,BAO_0000218,2048.0,
9184,Intermediate,,,A,N,50597,1,1,,CHEMBL622373,,BAO_0000218,2048.0,
9185,Intermediate,,,A,N,50597,1,1,,CHEMBL622374,,BAO_0000218,2048.0,
9186,Intermediate,,,A,N,50597,1,1,,CHEMBL622375,,BAO_0000218,2048.0,
9187,Intermediate,,,A,N,50597,1,1,,CHEMBL622376,,BAO_0000218,2048.0,
9188,Intermediate,,,A,N,50597,1,1,,CHEMBL622377,,BAO_0000218,2048.0,
9189,Intermediate,,,A,N,50597,1,1,,CHEMBL622378,,BAO_0000218,2048.0,
9190,Intermediate,,,A,N,50597,1,1,,CHEMBL622379,,BAO_0000218,2048.0,
9191,Intermediate,,,A,N,50597,1,1,,CHEMBL622380,,BAO_0000218,2048.0,
9192,Intermediate,,,A,N,50597,1,1,,CHEMBL622381,,BAO_0000218,2048.0,
9193,Intermediate,,,A,N,50597,1,1,,CHEMBL622382,,BAO_0000218,2048.0,
9194,Intermediate,,,A,N,50597,1,1,,CHEMBL622383,,BAO_0000218,2048.0,
9195,Intermediate,,,A,N,50597,1,1,,CHEMBL875332,,BAO_0000218,945.0,
9196,Intermediate,,,A,N,50597,1,1,,CHEMBL622384,,BAO_0000218,945.0,
9197,Intermediate,,,A,N,50597,1,1,,CHEMBL622385,,BAO_0000218,945.0,
9198,Intermediate,,,A,N,50597,1,1,,CHEMBL622386,,BAO_0000218,945.0,
9199,Intermediate,,,A,N,50597,1,1,,CHEMBL622387,,BAO_0000218,,
9200,Intermediate,,,A,N,50597,1,1,,CHEMBL622388,,BAO_0000218,,
9201,Intermediate,,,A,N,50597,1,1,,CHEMBL622389,,BAO_0000218,,
9202,Intermediate,,,A,N,50597,1,1,,CHEMBL622390,,BAO_0000218,,
9203,Intermediate,,,A,N,50597,1,1,,CHEMBL622391,,BAO_0000218,,
9204,Intermediate,,,A,N,50597,1,1,,CHEMBL622392,,BAO_0000218,,
9205,Intermediate,,,A,N,50597,1,1,,CHEMBL622393,,BAO_0000218,,
9206,Intermediate,,,A,N,50597,1,1,,CHEMBL622394,,BAO_0000218,,
9207,Intermediate,,,A,N,50597,1,1,,CHEMBL622395,,BAO_0000218,,
9208,Intermediate,,,A,N,50597,1,1,,CHEMBL622396,,BAO_0000218,1977.0,
9209,Intermediate,,,A,N,50597,1,1,,CHEMBL624894,,BAO_0000218,1977.0,
9210,Intermediate,,,A,N,50597,1,1,,CHEMBL624895,,BAO_0000218,1977.0,
9211,Intermediate,,,A,N,50597,1,1,,CHEMBL624058,,BAO_0000218,1977.0,
9212,Intermediate,,,A,N,50597,1,1,,CHEMBL624059,,BAO_0000218,1977.0,
9213,Intermediate,,,A,N,50597,1,1,,CHEMBL624060,,BAO_0000218,1977.0,
9214,Intermediate,,,A,N,50597,1,1,,CHEMBL624061,,BAO_0000218,1977.0,
9215,Intermediate,,,A,N,50597,1,1,,CHEMBL624062,,BAO_0000218,1977.0,
9216,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624063,,BAO_0000218,,
9217,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624064,,BAO_0000218,,
9218,Intermediate,,,A,N,50597,1,1,,CHEMBL624065,,BAO_0000218,1969.0,
9219,Intermediate,,,A,N,50597,1,1,,CHEMBL624066,,BAO_0000218,1969.0,
9220,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL877490,,BAO_0000218,,
9221,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL874442,,BAO_0000218,,
9222,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626890,,BAO_0000218,,
9223,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626891,,BAO_0000218,,
9224,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626892,,BAO_0000218,,
9225,Intermediate,,,A,N,50597,1,1,,CHEMBL626893,,BAO_0000218,,
9226,Intermediate,,,A,N,50597,1,1,,CHEMBL626894,,BAO_0000218,,
9227,Intermediate,,,A,N,50597,1,1,,CHEMBL626895,,BAO_0000218,,
9228,Intermediate,,,A,N,50597,1,1,,CHEMBL626896,,BAO_0000218,,
9229,Intermediate,,,A,N,50597,1,1,,CHEMBL626897,,BAO_0000218,1969.0,
9230,Intermediate,,,A,N,50597,1,1,,CHEMBL626898,,BAO_0000218,,
9231,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626899,,BAO_0000218,,
9232,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626900,,BAO_0000218,,
9233,Intermediate,,,A,N,50597,1,1,,CHEMBL626901,,BAO_0000218,,
9234,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626902,,BAO_0000218,,
9235,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626903,,BAO_0000218,,
9236,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL874443,,BAO_0000218,,
9237,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626904,,BAO_0000218,,
9238,Intermediate,,,A,N,50597,1,1,,CHEMBL626905,,BAO_0000218,,
9239,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL873830,,BAO_0000218,1969.0,
9240,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626906,,BAO_0000218,,
9241,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL631076,,BAO_0000218,1969.0,
9242,Intermediate,,,A,N,50597,1,1,,CHEMBL631077,,BAO_0000218,1969.0,
9243,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL631078,,BAO_0000218,,
9244,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL631079,,BAO_0000218,,
9245,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL631080,,BAO_0000218,,
9246,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL631081,,BAO_0000218,,
9247,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL631239,,BAO_0000218,,
9248,Intermediate,,,A,N,50597,1,1,,CHEMBL631240,,BAO_0000218,1969.0,
9249,Intermediate,,,A,N,50597,1,1,,CHEMBL631241,,BAO_0000218,1969.0,
9250,Intermediate,,,A,N,50597,1,1,,CHEMBL631242,,BAO_0000218,1969.0,
9251,Intermediate,,,A,N,50597,1,1,,CHEMBL631243,,BAO_0000218,1969.0,
9252,Intermediate,,,A,N,50597,1,1,,CHEMBL874444,,BAO_0000218,1969.0,
9253,Intermediate,,,A,N,50597,1,1,,CHEMBL631244,,BAO_0000218,1969.0,
9254,Intermediate,,,A,N,50597,1,1,,CHEMBL631245,,BAO_0000218,,
9255,Intermediate,,,A,N,50597,1,1,,CHEMBL627162,,BAO_0000218,,
9256,Intermediate,,,A,N,50597,1,1,,CHEMBL627163,,BAO_0000218,,
9257,Intermediate,,,A,N,50597,1,1,,CHEMBL627164,,BAO_0000218,,
9258,Intermediate,,,A,N,50597,1,1,,CHEMBL627165,,BAO_0000218,2113.0,
9259,Intermediate,,,A,N,50597,1,1,,CHEMBL627166,,BAO_0000218,,
9260,Intermediate,,,A,N,50597,1,1,,CHEMBL627167,,BAO_0000218,,
9261,Intermediate,,,A,N,50597,1,1,,CHEMBL627822,,BAO_0000218,,
9262,Intermediate,,,A,N,50597,1,1,,CHEMBL627823,,BAO_0000218,,
9263,Intermediate,,,A,N,50597,1,1,,CHEMBL627824,,BAO_0000218,,
9264,Intermediate,,,A,N,50597,1,1,,CHEMBL627825,,BAO_0000218,,
9265,Intermediate,,,A,N,50597,1,1,,CHEMBL627826,,BAO_0000218,,
9266,Intermediate,,,A,N,50597,1,1,,CHEMBL627827,,BAO_0000218,,
9267,Intermediate,,,A,N,50597,1,1,,CHEMBL627828,,BAO_0000218,,
9268,Intermediate,,,A,N,50597,1,1,,CHEMBL627829,,BAO_0000218,,
9269,Intermediate,,,A,N,50597,1,1,,CHEMBL627830,,BAO_0000218,,
9270,Intermediate,,,A,N,50597,1,1,,CHEMBL627831,,BAO_0000218,,
9271,Intermediate,,,A,N,50597,1,1,,CHEMBL627832,,BAO_0000218,,
9272,Intermediate,,,A,N,50597,1,1,,CHEMBL627833,,BAO_0000218,,
9273,Expert,,,A,N,50597,1,1,,CHEMBL627834,,BAO_0000218,,
9274,Expert,,,A,N,50597,1,1,,CHEMBL628004,,BAO_0000218,,
9275,Intermediate,,,A,N,50597,1,1,,CHEMBL628005,,BAO_0000218,,
9276,Intermediate,,,A,N,50597,1,1,,CHEMBL628006,,BAO_0000218,,
9277,Intermediate,,,A,N,50597,1,1,,CHEMBL628007,,BAO_0000218,,
9278,Intermediate,,,A,N,50597,1,1,,CHEMBL625676,,BAO_0000218,,
9279,Intermediate,,,A,N,50597,1,1,,CHEMBL631309,,BAO_0000218,,
9280,Intermediate,,,A,N,50597,1,1,,CHEMBL631310,,BAO_0000218,,
9281,Intermediate,,,A,N,50597,1,1,,CHEMBL631311,,BAO_0000218,,
9282,Intermediate,,,A,N,50597,1,1,,CHEMBL631312,,BAO_0000218,,
9283,Intermediate,,,A,N,50597,1,1,,CHEMBL631313,,BAO_0000218,,
9284,Intermediate,,,A,N,50597,1,1,,CHEMBL631314,,BAO_0000218,,
9285,Intermediate,,,A,N,50597,1,1,,CHEMBL631315,,BAO_0000218,,
9286,Intermediate,,,A,N,50597,1,1,,CHEMBL631316,,BAO_0000218,,
9287,Intermediate,,,A,N,50597,1,1,,CHEMBL631317,,BAO_0000218,,
9288,Intermediate,,,A,N,50597,1,1,,CHEMBL874471,,BAO_0000218,,
9289,Intermediate,,,A,N,50597,1,1,,CHEMBL631318,,BAO_0000218,,
9290,Intermediate,,,A,N,50597,1,1,,CHEMBL631319,,BAO_0000218,1969.0,
9291,Intermediate,,,A,N,50597,1,1,,CHEMBL631320,,BAO_0000218,,
9292,Intermediate,,,A,N,50597,1,1,,CHEMBL631321,,BAO_0000218,,
9293,Intermediate,,,A,N,50597,1,1,,CHEMBL631322,,BAO_0000218,,
9294,Intermediate,,,A,N,50597,1,1,,CHEMBL631323,,BAO_0000218,,
9295,Intermediate,,,A,N,50597,1,1,,CHEMBL631324,,BAO_0000218,,
9296,Intermediate,,,A,N,50597,1,1,,CHEMBL631325,,BAO_0000218,,
9297,Intermediate,,,A,N,50597,1,1,,CHEMBL631326,,BAO_0000218,,
9298,Intermediate,,,A,N,50597,1,1,,CHEMBL631327,,BAO_0000218,,
9299,Intermediate,,,A,N,50597,1,1,,CHEMBL631328,,BAO_0000218,,
9300,Intermediate,,,A,N,50597,1,1,,CHEMBL631329,,BAO_0000218,,
9301,Intermediate,,,A,N,50597,1,1,,CHEMBL627217,,BAO_0000218,,
9302,Intermediate,,,A,N,50597,1,1,,CHEMBL626352,,BAO_0000218,,
9303,Intermediate,,,A,N,50597,1,1,,CHEMBL626353,,BAO_0000218,,
9304,Intermediate,,,A,N,50597,1,1,,CHEMBL626354,,BAO_0000218,,
9305,Intermediate,,,A,N,50597,1,1,,CHEMBL626355,,BAO_0000218,,
9306,Intermediate,,,A,N,50597,1,1,,CHEMBL626356,,BAO_0000218,,
9307,Intermediate,,,A,N,50597,1,1,,CHEMBL626357,,BAO_0000218,,
9308,Intermediate,,,A,N,50597,1,1,,CHEMBL626358,,BAO_0000218,,
9309,Intermediate,,,A,N,50597,1,1,,CHEMBL626359,,BAO_0000218,,
9310,Intermediate,,,A,N,50597,1,1,,CHEMBL626360,,BAO_0000218,1969.0,
9311,Intermediate,,,A,N,50597,1,1,,CHEMBL626361,,BAO_0000218,,
9312,Intermediate,,,A,N,50597,1,1,,CHEMBL626362,,BAO_0000218,,
9313,Intermediate,,,A,N,50597,1,1,,CHEMBL626363,,BAO_0000218,,
9314,Intermediate,,,A,N,50597,1,1,,CHEMBL626970,,BAO_0000218,,
9315,Intermediate,,,A,N,50597,1,1,,CHEMBL626971,,BAO_0000218,,
9316,Intermediate,,,A,N,50597,1,1,,CHEMBL626972,,BAO_0000218,1969.0,
9317,Intermediate,,,A,N,50597,1,1,,CHEMBL626973,,BAO_0000218,1969.0,
9318,Intermediate,,,A,N,50597,1,1,,CHEMBL626974,,BAO_0000218,1969.0,
9319,Intermediate,,,A,N,50597,1,1,,CHEMBL874592,,BAO_0000218,1969.0,
9320,Intermediate,,,A,N,50597,1,1,,CHEMBL626975,,BAO_0000218,,
9321,Intermediate,,,A,N,50597,1,1,,CHEMBL626976,,BAO_0000218,,
9322,Intermediate,,,A,N,50597,1,1,,CHEMBL626977,,BAO_0000218,,
9323,Intermediate,,,A,N,50597,1,1,,CHEMBL626978,,BAO_0000218,,
9324,Intermediate,,,A,N,50597,1,1,,CHEMBL626979,,BAO_0000218,,
9325,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL626980,,BAO_0000218,1969.0,
9326,Intermediate,,,A,N,50597,1,1,,CHEMBL626981,,BAO_0000218,178.0,
9327,Intermediate,,,A,N,50597,1,1,,CHEMBL626982,,BAO_0000218,178.0,
9328,Intermediate,,,A,N,50597,1,1,,CHEMBL626983,,BAO_0000218,178.0,
9329,Intermediate,,,A,N,50597,1,1,,CHEMBL622522,,BAO_0000218,178.0,
9330,Intermediate,,,A,N,50597,1,1,,CHEMBL622523,,BAO_0000218,178.0,
9331,Intermediate,,,A,N,50597,1,1,,CHEMBL622524,,BAO_0000218,178.0,
9332,Intermediate,,,A,N,50597,1,1,,CHEMBL622525,,BAO_0000218,955.0,
9333,Intermediate,,,A,N,50597,1,1,,CHEMBL622526,,BAO_0000218,955.0,
9334,Intermediate,,,A,N,50597,1,1,,CHEMBL619849,,BAO_0000218,955.0,
9335,Intermediate,,,A,N,50597,1,1,,CHEMBL619850,,BAO_0000218,955.0,
9336,Intermediate,,,A,N,50597,1,1,,CHEMBL623864,,BAO_0000218,955.0,
9337,Intermediate,,,A,N,50597,1,1,,CHEMBL623865,,BAO_0000218,955.0,
9338,Intermediate,,,A,N,50597,1,1,,CHEMBL623866,,BAO_0000218,948.0,
9339,Intermediate,,,A,N,50597,1,1,,CHEMBL623867,,BAO_0000218,948.0,
9340,Intermediate,,,A,N,50597,1,1,,CHEMBL877615,,BAO_0000218,948.0,
9341,Intermediate,,,A,N,50597,1,1,,CHEMBL623868,,BAO_0000218,948.0,
9342,Intermediate,,,A,N,50597,1,1,,CHEMBL623869,,BAO_0000218,948.0,
9343,Intermediate,,,A,N,50597,1,1,,CHEMBL623870,,BAO_0000218,948.0,
9344,Intermediate,,,A,N,50597,1,1,,CHEMBL623871,,BAO_0000218,2048.0,
9345,Intermediate,,,A,N,50597,1,1,,CHEMBL623872,,BAO_0000218,2048.0,
9346,Intermediate,,,A,N,50597,1,1,,CHEMBL622129,,BAO_0000218,2048.0,
9347,Intermediate,,,A,N,50597,1,1,,CHEMBL622130,,BAO_0000218,2048.0,
9348,Intermediate,,,A,N,50597,1,1,,CHEMBL622131,,BAO_0000218,2048.0,
9349,Intermediate,,,A,N,50597,1,1,,CHEMBL622132,,BAO_0000218,2048.0,
9350,Intermediate,,,A,N,50597,1,1,,CHEMBL622133,,BAO_0000218,2048.0,
9351,Intermediate,,,A,N,50597,1,1,,CHEMBL622134,,BAO_0000218,2048.0,
9352,Intermediate,,,A,N,50597,1,1,,CHEMBL622135,,BAO_0000218,2048.0,
9353,Intermediate,,,A,N,50597,1,1,,CHEMBL622136,,BAO_0000218,2048.0,
9354,Intermediate,,,A,N,50597,1,1,,CHEMBL622137,,BAO_0000218,2385.0,
9355,Intermediate,,,A,N,50597,1,1,,CHEMBL622138,,BAO_0000218,2385.0,
9356,Intermediate,,,A,N,50597,1,1,,CHEMBL623017,,BAO_0000218,2385.0,
9357,Intermediate,,,A,N,50597,1,1,,CHEMBL623018,,BAO_0000218,2385.0,
9358,Intermediate,,,A,N,50597,1,1,,CHEMBL623019,,BAO_0000218,2385.0,
9359,Intermediate,,,A,N,50597,1,1,,CHEMBL623020,,BAO_0000218,2385.0,
9360,Intermediate,,,A,N,50597,1,1,,CHEMBL623021,,BAO_0000218,2385.0,
9361,Intermediate,,,A,N,50597,1,1,,CHEMBL623022,,BAO_0000218,2385.0,
9362,Intermediate,,,A,N,50597,1,1,,CHEMBL623023,,BAO_0000218,2385.0,
9363,Intermediate,,,A,N,50597,1,1,,CHEMBL623024,,BAO_0000218,2385.0,
9364,Intermediate,,,A,N,50597,1,1,,CHEMBL623025,,BAO_0000218,2385.0,
9365,Intermediate,,,A,N,50597,1,1,,CHEMBL620545,,BAO_0000218,2385.0,
9366,Intermediate,,,A,N,50597,1,1,,CHEMBL620546,,BAO_0000218,2385.0,
9367,Intermediate,,,A,N,50597,1,1,,CHEMBL620547,,BAO_0000218,2385.0,
9368,Intermediate,,,A,N,50597,1,1,,CHEMBL620548,,BAO_0000218,2385.0,
9369,Intermediate,,,A,N,50597,1,1,,CHEMBL620549,,BAO_0000218,2385.0,
9370,Intermediate,,,A,N,50597,1,1,,CHEMBL620550,,BAO_0000218,2385.0,
9371,Intermediate,,,A,N,50597,1,1,,CHEMBL620551,,BAO_0000218,2385.0,
9372,Intermediate,,,A,N,50597,1,1,,CHEMBL620552,,BAO_0000218,2385.0,
9373,Intermediate,,,A,N,50597,1,1,,CHEMBL620553,,BAO_0000218,2385.0,
9374,Intermediate,,,A,N,50597,1,1,,CHEMBL620554,,BAO_0000218,2385.0,
9375,Intermediate,,,A,N,50597,1,1,,CHEMBL875845,,BAO_0000218,2385.0,
9376,Intermediate,,,A,N,50597,1,1,,CHEMBL620555,,BAO_0000218,2385.0,
9377,Intermediate,,,A,N,50597,1,1,,CHEMBL620556,,BAO_0000218,2385.0,
9378,Intermediate,,,A,N,50597,1,1,,CHEMBL620557,,BAO_0000218,2385.0,
9379,Intermediate,,,A,N,50597,1,1,,CHEMBL620558,,BAO_0000218,,
9380,Intermediate,,,A,N,50597,1,1,,CHEMBL620559,,BAO_0000218,,
9381,Intermediate,,,A,N,50597,1,1,,CHEMBL622939,,BAO_0000218,,
9382,Intermediate,,,A,N,50597,1,1,,CHEMBL622940,,BAO_0000218,,
9383,Intermediate,,,A,N,50597,1,1,,CHEMBL622941,,BAO_0000218,,
9384,Intermediate,,,A,N,50597,1,1,,CHEMBL622942,,BAO_0000218,,
9385,Intermediate,,,A,N,50597,1,1,,CHEMBL622943,,BAO_0000218,,
9386,Intermediate,,,A,N,50597,1,1,,CHEMBL622944,,BAO_0000218,,
9387,Intermediate,,,A,N,50597,1,1,,CHEMBL622945,,BAO_0000218,,
9388,Intermediate,,,A,N,50597,1,1,,CHEMBL622946,,BAO_0000218,,
9389,Intermediate,,,A,N,50597,1,1,,CHEMBL622947,,BAO_0000218,,
9390,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622948,,BAO_0000218,1969.0,
9391,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622949,,BAO_0000218,1969.0,
9392,Intermediate,,,A,N,50597,1,1,,CHEMBL622950,,BAO_0000218,,
9393,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL622951,,BAO_0000218,1969.0,
9394,Intermediate,,,A,U,22224,0,1,,CHEMBL622952,,BAO_0000366,1969.0,
9395,Intermediate,,,A,U,22224,0,1,,CHEMBL622953,,BAO_0000366,1969.0,
9396,Intermediate,,,A,N,50597,1,1,,CHEMBL873818,,BAO_0000218,1969.0,
9397,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622954,,BAO_0000218,,
9398,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622955,,BAO_0000218,,
9399,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL875229,,BAO_0000218,,
9400,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622956,,BAO_0000218,,
9401,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622957,,BAO_0000218,,
9402,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622958,,BAO_0000218,955.0,
9403,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622959,,BAO_0000218,1969.0,
9404,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622960,,BAO_0000218,955.0,
9405,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622961,,BAO_0000218,1969.0,
9406,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622962,,BAO_0000218,,
9407,Intermediate,,,A,N,50597,1,1,,CHEMBL622963,,BAO_0000218,,
9408,Intermediate,,,A,N,50597,1,1,,CHEMBL622964,,BAO_0000218,,
9409,Intermediate,,,A,N,50597,1,1,,CHEMBL622965,,BAO_0000218,,
9410,Intermediate,,,A,N,50597,1,1,,CHEMBL622966,,BAO_0000218,,
9411,Intermediate,,,A,N,50597,1,1,,CHEMBL622967,,BAO_0000218,,
9412,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622968,,BAO_0000218,2113.0,
9413,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622969,,BAO_0000218,2107.0,
9414,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL875327,,BAO_0000218,2048.0,
9415,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL628638,,BAO_0000218,,
9416,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL628639,,BAO_0000218,,
9417,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625840,,BAO_0000218,,
9418,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625841,,BAO_0000218,,
9419,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625842,,BAO_0000218,,
9420,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL625843,,BAO_0000218,,
