fsclr,rgnstnsb-clss,fstcprcnt,sctrnm,sctrprcnt,thsss(mrkr),prgrmmngprcss(nw),prjctnmbr,brnchnm,sctnd,rgnstnd,mntspnt,rgnlprgrm(mrkr),rtcprcnt,cfl(mrkr),cntnntd,ndgnssss(mrkr),rgnstnnm,gndrqlt(mrkr),dvsnd,chldrnsss(mrkr),fndcntrd,cntrrgnprcnt,ntdmnt(prjct-lvlbdgt),pbtp,trddvlpmnt(mrkr),bdvrst(mrkr),rbnsss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),rgnstntp,rgnstnclss,cntnntnm,prjctbrwsrcntrd,cntrrgnd,cntrrgnnm,sctrd
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MU,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MU,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MU,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MU,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MU,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,MU,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,NE,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,RW,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SC,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,SN,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ST,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TD,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TG,4,La Francophonie,41010
2009/2010,OTHER MULTILATERAL,0.0,Education policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,11110
2009/2010,OTHER MULTILATERAL,0.0,Public sector policy and administrative management,0.2563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,31053.307999999997,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,15110
2009/2010,OTHER MULTILATERAL,0.0,Employment policy and administrative management,0.0563,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6821.308000000001,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,16020
2009/2010,OTHER MULTILATERAL,0.0,Communications policy and administrative management,0.1063,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12879.308,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,22010
2009/2010,OTHER MULTILATERAL,0.0,Energy education/training,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,23181
2009/2010,OTHER MULTILATERAL,0.0,Business support services and institutions,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,25010
2009/2010,OTHER MULTILATERAL,0.0,Trade policy and administrative management,0.1062,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,12867.192,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,33110
2009/2010,OTHER MULTILATERAL,0.0,Environmental policy and administrative management,0.0562,1,Uncoded: Pre-APP,M013283001,MFM Global Issues and Development,S5446,1010802,6809.191999999999,0,0.0,0,2,0,OIF - Organisation internationale de la Francophonie,1,D5440,0,5295,0.0233,10400000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,TN,4,La Francophonie,41010
